Id,Word
97,NEGRESSE
98,NÉGRESSE
99,NÉGRO
100,P*TAIN
101,P*U*T*A*I*N
102,P_U_T_A_I_N
103,P_U_T_E
104,PÉDÉ
105,PÉDÉS
106,PÉDOPHILE
107,PETASSE
108,PÉTASSE
109,PIPI
110,PU*AIN
111,PUTA*N
112,PUTAI*
113,PUTAIN
114,P-U-T-A-I-N
115,PUTASSE
116,SALOP
117,SALOPARD
118,SALOPART
119,SALOPE
120,SALOPERIE
121,SALOPRIE
122,SALPD
123,SALPDÉ
124,SALPÉDÉ
125,SODOMIE
126,SODOMISER
127,SODOMITE
128,TAFFIOLE
129,TAFIOLE
130,TANTOUSE
131,TANTOUZE
132,TAPETTE
133,TARLOUSE
134,TARLOUZE
135,TENTOUSE
136,TENTOUZE
137,TESTICULE
138,TESTICULES
139,ZÉZETTE
140,ZIGOUNETTE
141,ZIZI
142,ZOB
143,FICKEN
144,FICKER
145,FOTZE
146,FUCK
147,HITLER
148,KACKER
149,MÖSE
150,MUSCHI
151,NAZI
152,NUTTE
153,PENIS
154,PIMMEL
155,PISSER
156,SCHEIß
157,SCHISSER
158,SCHWUCHTEL
159,TITTE
160,VERGEWALTIGER
161,WICHSE
162,3SOME
163,ADOLF HITLER
164,AUTOEROTICA
165,AUTOEROTICHE
166,AUTOEROTICI
167,AUTOEROTICO
168,AUTOEROTISMO
169,CIUCCIARE
170,COCAINA
171,CRACK
172,DIO BONO
173,DROGA
174,DROGARSI
175,DROGATA
176,DROGATE
177,DROGATI
178,DROGATO
179,FOTTIO
180,GANGBANG
181,GODERE
182,GUARDONA
183,GUARDONE
184,HANDICAPPATA
185,HANDICAPPATE
186,HANDICAPPATI
187,HANDICAPPATO
188,HITLER
189,MARIJUANA
190,MASTURB
191,MIGNOTT
192,ONANISM
193,ORGASM
194,POMPIN
195,PORCO ZIO
196,PUTTAN
197,SADOMASO
198,SMADONNAMENTO
199,SMADONNARE
200,SPACCIARE
201,SPACCIO
202,SPINELLI
203,SPINELLO
204,SPOMPINARE
205,SPUTTANAMENTO
206,SPUTTANARE
207,SPUTTANATA
208,SPUTTANATE
209,SPUTTANATI
210,SPUTTANATO
211,SVERGINATA
212,SVERGINATE
213,SVERGINATI
214,SVERGINATO
215,THREESOME
216,ZIO BONO
217,ZIO PORCO
218,ANORMAL
219,AUTISTA
220,BOLLERA
221,CANNABIS
222,COCAÍNA
223,COÑO
224,COÑOS
225,DROGADICTO
226,DROGAS
227,DROGATA
228,FARLOPA
229,FOLLAR
230,GILIPOLLAS
231,GILIPOLLAS
232,GUARRA
233,HITLER
234,IMBÉCIL
235,LESBIANA
236,LESBIANAS
237,MAMÓN
238,MARICA
239,MARICÓN
240,MARICONES
241,MARIHUANA
242,MIERDA
243,NAZI
244,PERRA
245,POLLA
246,POLLAS
247,PORROS
248,PROSTITUIR
249,PUTA
250,PUTO
251,PUTOS
252,RABOS
253,RAMERA
254,RETRASADO
255,SUBNORMAL
256,VAGINA
257,YIHADISMO
258,YIHADISTA
259,YONKI
260,ZORRA
261,ZORRÓN
262,ZORRONA
263,BAITOLA
264,BICHA
265,BOCETA
266,BOQUETE
267,BOQUETEAR
268,BOQUETEIRA
269,BOQUETEIRO
270,BOSTA
271,BRONHA
272,BUCETA
273,CAGAR
274,CARALHO
275,ESPORRADA
276,ESPORRAR
277,FODA
278,FODER
279,FUDER
280,MERDA
281,PORRA
282,PUNHETA
283,PUTA
284,SIRIRICA
285,VIADO
286,БЛЯ
287,БЛЯД
288,ВЫЕБЕН
289,ВЫЕБН
290,ГАНДОН
291,ГОВЕН
292,ГОВЁН
293,ГОВН
294,ДРОЧИ
295,ЁБ
296,ЕБАЛ
297,ЕБАН
298,ЕБАР
299,ЕБАТ
300,ЕБАШ
301,ЕБИЧ
302,ЕБЛЯ
303,ЕБОШИ
304,ЕБУН
305,ЖОП
306,ЗАЛУП
307,ЗАСИР
308,МАНДОВ
309,МАНДОХ
310,МАНДОШ
311,МАНДЮК
312,МАНДЮЛ
313,МАНДЮР
314,МАНДЯК
315,МАНДЯХ
316,МАНДЯЧ
317,МАНДЯШ
318,МУДАК
319,МУДОХ
320,ОБОСР
321,ОБСИР
322,ПАДЛ
323,ПАСКУД
324,ПЕДРИЛ
325,ПИДАР
326,ПИДЕР
327,ПИДОР
328,ПИЗД
329,ПОЕБЕН
330,СРАТ
331,СРАЧ
332,ССАТЬ
333,ССУТ
334,ССЫК
335,ССЫТ
336,СУКА
337,СУКАМ
338,СУКЕ
339,СУКОЙ
340,СУКУ
341,СУЧАР
342,СУЧОН
343,ТРАХ
344,УБЛЮД
345,ХЕР
346,ХУЕ
347,ХУЁ
348,ХУИ
349,ХУЙ
350,ХУЯ
351,ЧЕРНОЖОП
352,ЧЕРНОЗАД
353,ЧЛЕНОЛИЗ
354,ЧЛЕНОСОС
355,ШЛЮХ
