GroupId,Id,NpcAutoMoveID,TaskType,TaskCount,RewardExp,RewardAdena,RewardItemGroup,RewardCount
6,103,20509,81,50,60000,8000,13600,1
6,104,20510,81,50,60000,8000,13600,1
6,105,20511,81,50,60000,8000,13600,1
7,107,20602,83,75,70000,9000,13700,1
7,108,20603,83,75,70000,9000,13700,1
7,109,20602,83,75,70000,9000,13700,1
7,110,20603,83,75,70000,9000,13700,1
7,111,20610,83,1,70000,9000,13700,1
7,112,20611,83,1,70000,9000,13700,1
7,113,20612,83,1,70000,9000,13700,1
7,114,20603,50,1,70000,9000,13700,1
7,115,20605,50,1,70000,9000,13700,1
7,116,20609,50,1,70000,9000,13700,1
7,117,20605,81,75,70000,9000,13700,1
7,118,20607,81,75,70000,9000,13700,1
7,119,20609,81,75,70000,9000,13700,1
8,120,20701,83,75,80000,10000,13800,1
8,121,20702,83,75,80000,10000,13800,1
8,122,20703,83,75,80000,10000,13800,1
8,123,20704,83,75,80000,10000,13800,1
8,124,20701,83,75,80000,10000,13800,1
8,125,20702,83,75,80000,10000,13800,1
8,126,20703,83,75,80000,10000,13800,1
8,127,20704,83,75,80000,10000,13800,1
8,128,20710,83,1,80000,10000,13800,1
8,129,20711,83,1,80000,10000,13800,1
8,130,20712,83,1,80000,10000,13800,1
8,131,20703,50,1,80000,10000,13800,1
8,132,20707,50,1,80000,10000,13800,1
8,133,20708,50,1,80000,10000,13800,1
8,134,20706,81,75,80000,10000,13800,1
8,135,20707,81,75,80000,10000,13800,1
9,136,20805,83,75,90000,11000,13900,1
9,137,20802,83,75,90000,11000,13900,1
9,138,20803,83,75,90000,11000,13900,1
9,139,20805,83,75,90000,11000,13900,1
9,140,20802,83,75,90000,11000,13900,1
9,141,20803,83,75,90000,11000,13900,1
9,142,20810,83,1,90000,11000,13900,1
9,143,20811,83,1,90000,11000,13900,1
9,144,20812,83,1,90000,11000,13900,1
9,145,20805,50,1,90000,11000,13900,1
9,146,20807,50,1,90000,11000,13900,1
9,147,20809,50,1,90000,11000,13900,1
9,148,20805,81,75,90000,11000,13900,1
9,149,20807,81,75,90000,11000,13900,1
10,150,20841,83,75,100000,12000,13950,1
10,151,20842,83,75,100000,12000,13950,1
10,152,20843,83,75,100000,12000,13950,1
10,153,20844,83,75,100000,12000,13950,1
10,154,20845,83,75,100000,12000,13950,1
10,155,20846,83,75,100000,12000,13950,1
10,156,20847,83,75,100000,12000,13950,1
10,157,20848,83,75,100000,12000,13950,1
10,158,20849,83,75,100000,12000,13950,1
10,159,20850,83,75,100000,12000,13950,1
10,160,20851,83,75,100000,12000,13950,1
10,161,20853,83,1,100000,12000,13950,1
10,162,20854,83,1,100000,12000,13950,1
10,163,20855,83,1,100000,12000,13950,1
10,164,20856,83,1,100000,12000,13950,1
10,165,20857,83,1,100000,12000,13950,1
10,166,20858,83,1,100000,12000,13950,1
10,167,20859,83,1,100000,12000,13950,1
10,168,20860,83,1,100000,12000,13950,1
10,169,20861,83,1,100000,12000,13950,1
10,170,20862,83,1,100000,12000,13950,1
10,171,20863,83,1,100000,12000,13950,1
10,172,20841,50,1,100000,12000,13950,1
10,173,20842,50,1,100000,12000,13950,1
10,174,20843,50,1,100000,12000,13950,1
10,175,20844,50,1,100000,12000,13950,1
10,176,20845,50,1,100000,12000,13950,1
10,177,20846,50,1,100000,12000,13950,1
10,178,20847,50,1,100000,12000,13950,1
10,179,20848,50,1,100000,12000,13950,1
10,180,20849,50,1,100000,12000,13950,1
10,181,20850,50,1,100000,12000,13950,1
10,182,20851,50,1,100000,12000,13950,1
10,184,20841,81,75,100000,12000,13950,1
10,185,20842,81,75,100000,12000,13950,1
10,186,20843,81,75,100000,12000,13950,1
10,187,20844,81,75,100000,12000,13950,1
10,188,20845,81,75,100000,12000,13950,1
10,189,20846,81,75,100000,12000,13950,1
10,190,20847,81,75,100000,12000,13950,1
10,191,20848,81,75,100000,12000,13950,1
10,192,20849,81,75,100000,12000,13950,1
10,193,20850,81,75,100000,12000,13950,1
10,194,20851,81,75,100000,12000,13950,1
11,195,20813,83,75,110000,13000,14000,1
11,196,20814,83,75,110000,13000,14000,1
11,197,20815,83,75,110000,13000,14000,1
11,198,20816,83,75,110000,13000,14000,1
11,199,20813,83,75,110000,13000,14000,1
11,200,20814,83,75,110000,13000,14000,1
11,201,20815,83,75,110000,13000,14000,1
11,202,20816,83,75,110000,13000,14000,1
11,203,20824,83,1,110000,13000,14000,1
11,204,20825,83,1,110000,13000,14000,1
11,205,20826,83,1,110000,13000,14000,1
11,206,20813,50,1,110000,13000,14000,1
11,207,20814,50,1,110000,13000,14000,1
11,208,20818,50,1,110000,13000,14000,1
11,209,20819,81,75,110000,13000,14000,1
11,210,20820,81,75,110000,13000,14000,1
12,211,20827,83,75,120000,14000,14100,1
12,212,20828,83,75,120000,14000,14100,1
12,213,20829,83,75,120000,14000,14100,1
12,214,20830,83,75,120000,14000,14100,1
12,215,20827,83,75,120000,14000,14100,1
12,216,20828,83,75,120000,14000,14100,1
12,217,20829,83,75,120000,14000,14100,1
12,218,20830,83,75,120000,14000,14100,1
12,219,20838,83,1,120000,14000,14100,1
12,220,20839,83,1,120000,14000,14100,1
12,221,20840,83,1,120000,14000,14100,1
12,222,20827,50,1,120000,14000,14100,1
12,223,20834,50,1,120000,14000,14100,1
12,224,20835,50,1,120000,14000,14100,1
12,225,20833,81,75,120000,14000,14100,1
12,226,20836,81,75,120000,14000,14100,1
13,227,20864,83,75,130000,15000,14150,1
13,228,20865,83,75,130000,15000,14150,1
13,229,20866,83,75,130000,15000,14150,1
13,230,20867,83,75,130000,15000,14150,1
13,231,20875,83,1,130000,15000,14150,1
13,232,20876,83,1,130000,15000,14150,1
13,233,20877,83,1,130000,15000,14150,1
13,234,20878,83,1,130000,15000,14150,1
13,235,20864,50,1,130000,15000,14150,1
13,236,20865,50,1,130000,15000,14150,1
13,237,20866,50,1,130000,15000,14150,1
13,238,20867,50,1,130000,15000,14150,1
13,239,20864,81,75,130000,15000,14150,1
13,240,20865,81,75,130000,15000,14150,1
13,241,20866,81,75,130000,15000,14150,1
13,242,20867,81,75,130000,15000,14150,1
