Id,GroupId,Type,DialogTexture
799711,79971,1,
780471,78047,1,
780481,78048,1,
780491,78049,1,
780911,78091,1,
780921,78092,1,
780951,78095,1,
780981,78098,1,
781001,78100,1,
781021,78102,1,
720091,72009,1,
750051,75005,1,
750052,75005,1,
750061,75006,1,
750062,75006,1,
750081,75008,1,
750082,75008,1,
750501,75050,1,
750502,75050,1,
750521,75052,1,
750522,75052,1,
750531,75053,1,
750532,75053,1,
750551,75055,1,
750552,75055,1,
750561,75056,1,
750562,75056,1,
750601,75060,1,
750602,75060,1,
750591,75059,1,
750592,75059,1,
750621,75062,1,
750622,75062,1,
750651,75065,1,
750652,75065,1,
750661,75066,1,
750662,75066,1,
750681,75068,1,
750682,75068,1,
800381,80038,1,
800382,80038,1,
803881,80388,1,
803882,80388,1,
804101,80410,1,
804102,80410,1,
804131,80413,1,
804132,80413,1,
850641,85064,1,
850642,85064,1,
850661,85066,1,
850662,85066,1,
850671,85067,1,
850672,85067,1,
899711,89971,1,
998711,99871,1,
1019911,101991,1,
1050001,105000,1,
1050002,105000,1,
1050021,105002,1,
1050022,105002,1,
1050031,105003,1,
1050032,105003,1,
1050061,105006,1,
1050062,105006,1,
1050051,105005,1,
1050052,105005,1,
1050201,105020,1,
1050202,105020,1,
1050231,105023,1,
1050232,105023,1,
1106931,110693,1,
1106932,110693,1,
1106933,110693,1,
1191421,119142,1,
1191422,119142,1,
1191431,119143,1,
1191461,119146,1,
1150411,115041,1,
1150412,115041,1,
1117001,111700,1,
1117002,111700,1,
1117003,111700,1,
1117021,111702,1,
1117022,111702,1,
1117023,111702,1,
1170041,117004,1,
1170042,117004,1,
1170043,117004,1,
1170081,117008,1,
1170082,117008,1,
1170083,117008,1,
1170091,117009,1,
1170092,117009,1,
1170111,117011,1,
1170112,117011,1,
1170113,117011,1,
1170121,117012,1,
1170122,117012,1,
1170123,117012,1,
1170151,117015,1,
1170152,117015,1,
1170153,117015,1,
1170161,117016,1,
1170162,117016,1,
1170163,117016,1,
1170181,117018,1,
1170182,117018,1,
1170183,117018,1,
1170221,117022,1,
1170222,117022,1,
1170223,117022,1,
1170241,117024,1,
1170242,117024,1,
1170243,117024,1,
1170311,117031,1,
1170312,117031,1,
1170313,117031,1,
1170291,117029,1,
1170292,117029,1,
1170293,117029,1,
1160101,116010,1,
1160102,116010,1,
1160161,116016,1,
1160162,116016,1,
1160163,116016,1,
1170341,117034,1,
1170342,117034,1,
1170343,117034,1,
1170371,117037,1,
1170372,117037,1,
1170373,117037,1,
1170381,117038,1,
1170382,117038,1,
1170383,117038,1,
1170501,117050,1,
1170502,117050,1,
1170503,117050,1,
1170531,117053,1,
1170532,117053,1,
1170533,117053,1,
1170561,117056,1,
1170562,117056,1,
1170601,117060,1,
1170602,117060,1,
1170603,117060,1,
1200011,120001,1,
1200031,120003,1,
1200041,120004,1,
1200061,120006,1,
1200071,120007,1,
1200081,120008,1,
1200091,120009,1,
1200111,120011,1,
1200281,120028,1,
1200301,120030,1,
1200351,120035,1,
1211311,121131,1,
1399711,139971,1,
1430361,143036,1,
1430401,143040,1,
1430421,143042,1,
1430431,143043,1,
1430491,143049,1,
1430511,143051,1,
1430541,143054,1,
1430571,143057,1,
1430591,143059,1,
1430611,143061,1,
1430631,143063,1,
1430651,143065,1,
1430661,143066,1,
1430671,143067,1,
1430681,143068,1,
1430691,143069,1,
1430811,143081,1,
1550061,155006,1,
1550071,155007,1,
1550091,155009,1,
1550131,155013,1,
1550132,155013,1,
1550181,155018,1,
1550182,155018,1,
1550191,155019,1,
1550192,155019,1,
1550241,155024,1,
1550242,155024,1,
1550281,155028,1,
1550282,155028,1,
1550481,155048,1,
1550482,155048,1,
1550491,155049,1,
1550492,155049,1,
1571621,157162,1,
1571622,157162,1,
1558351,155835,1,
1558352,155835,1,
1558381,155838,1,
1558382,155838,1,
1551881,155188,1,
1551882,155188,1,
1551961,155196,1,
1551962,155196,1,
1552081,155208,1,
1552082,155208,1,
1552091,155209,1,
1552092,155209,1,
1552191,155219,1,
1552192,155219,1,
1566401,156640,1,
1566402,156640,1,
1565341,156534,1,
1565342,156534,1,
1565381,156538,1,
1565382,156538,1,
1565531,156553,1,
1565532,156553,1,
1565371,156537,1,
1565372,156537,1,
1565441,156544,1,
1565442,156544,1,
1569071,156907,1,
1569072,156907,1,
1569011,156901,1,
1569012,156901,1,
1569101,156910,1,
1569102,156910,1,
1569061,156906,1,
1569062,156906,1,
1569041,156904,1,
1569042,156904,1,
1569311,156931,1,
1569312,156931,1,
1569221,156922,1,
1569222,156922,1,
1565601,156560,1,
1565602,156560,1,
1565981,156598,1,
1565982,156598,1,
1565791,156579,1,
1565792,156579,1,
1565661,156566,1,
1565662,156566,1,
1565561,156556,1,
1565562,156556,1,
1566081,156608,1,
1566082,156608,1,
1566181,156618,1,
1566182,156618,1,
1566021,156602,1,
1566022,156602,1,
1566351,156635,1,
1566352,156635,1,
1566061,156606,1,
1566062,156606,1,
1566111,156611,1,
1566112,156611,1,
1566141,156614,1,
1566142,156614,1,
1566091,156609,1,
1566092,156609,1,
1566361,156636,1,
1566362,156636,1,
1566341,156634,1,
1566342,156634,1,
1565231,156523,1,
1565232,156523,1,
1566291,156629,1,
1566292,156629,1,
1566381,156638,1,
1566382,156638,1,
1565971,156597,1,
1565972,156597,1,
1569231,156923,1,
1569232,156923,1,
1569251,156925,1,
1569252,156925,1,
1569253,156925,1,
1569321,156932,1,
1569322,156932,1,
1569323,156932,1,
1569261,156926,1,
1569262,156926,1,
1569271,156927,1,
1569272,156927,1,
1569301,156930,1,
1569302,156930,1,
1610011,161001,1,
7920011,792001,1,
7920012,792001,1,
7920021,792002,1,
7920022,792002,1,
7920023,792002,1,
7920041,792004,1,
7920042,792004,1,
7920043,792004,1,
7920031,792003,1,
7920032,792003,1,
7920033,792003,1,
7920061,792006,1,
7920062,792006,1,
7920063,792006,1,
7920081,792008,1,
7920082,792008,1,
7920083,792008,1,
7920181,792018,1,
7920182,792018,1,
7920183,792018,1,
7920191,792019,1,
7920192,792019,1,
7920193,792019,1,
7920194,792019,1,
7920111,792011,1,
7920112,792011,1,
7920113,792011,1,
7920131,792013,1,
7920132,792013,1,
7920133,792013,1,
7921011,792101,1,
7921012,792101,1,
7921013,792101,1,
7921021,792102,1,
7921022,792102,1,
7921023,792102,1,
7921041,792104,1,
7921042,792104,1,
7921043,792104,1,
7921031,792103,1,
7921032,792103,1,
7921033,792103,1,
7921061,792106,1,
7921062,792106,1,
7921063,792106,1,
7921081,792108,1,
7921082,792108,1,
7921083,792108,1,
7921181,792118,1,
7921182,792118,1,
7921183,792118,1,
7921191,792119,1,
7921192,792119,1,
7921193,792119,1,
7921194,792119,1,
7921111,792111,1,
7921112,792111,1,
7921113,792111,1,
7921131,792113,1,
7921132,792113,1,
7921133,792113,1,
7922011,792201,1,
7922012,792201,1,
7922013,792201,1,
7922021,792202,1,
7922022,792202,1,
7922023,792202,1,
7922041,792204,1,
7922042,792204,1,
7922043,792204,1,
7922031,792203,1,
7922032,792203,1,
7922033,792203,1,
7922061,792206,1,
7922062,792206,1,
7922063,792206,1,
7922081,792208,1,
7922082,792208,1,
7922083,792208,1,
7922181,792218,1,
7922182,792218,1,
7922183,792218,1,
7922191,792219,1,
7922192,792219,1,
7922193,792219,1,
7922194,792219,1,
7922111,792211,1,
7922112,792211,1,
7922113,792211,1,
7922131,792213,1,
7922132,792213,1,
7922133,792213,1,
7923011,792301,1,
7923012,792301,1,
7923013,792301,1,
7923021,792302,1,
7923022,792302,1,
7923023,792302,1,
7923041,792304,1,
7923042,792304,1,
7923043,792304,1,
7923031,792303,1,
7923032,792303,1,
7923033,792303,1,
7923061,792306,1,
7923062,792306,1,
7923063,792306,1,
7923081,792308,1,
7923082,792308,1,
7923083,792308,1,
7923181,792318,1,
7923182,792318,1,
7923183,792318,1,
7923191,792319,1,
7923192,792319,1,
7923193,792319,1,
7923194,792319,1,
7923111,792311,1,
7923112,792311,1,
7923113,792311,1,
7923131,792313,1,
7923132,792313,1,
7923133,792313,1,
1085041,108504,1,
1085051,108505,1,
1085011,108501,1,
1085031,108503,1,
650521,65052,1,
650401,65040,1,
650402,65040,1,
650403,65040,1,
1601631,160163,1,
1602611,160261,1,
30001011,3000101,1,
30001021,3000102,1,
21000011,2100001,1,
21000012,2100001,1,
21000021,2100002,1,
21000022,2100002,1,
21000031,2100003,1,
21000032,2100003,1,
21000041,2100004,1,
21000042,2100004,1,
21000051,2100005,1,
21000052,2100005,1,
21000061,2100006,1,
21000062,2100006,1,
21000071,2100007,1,
21000072,2100007,1,
21000081,2100008,1,
21000082,2100008,1,
21000091,2100009,1,
21000092,2100009,1,
21000101,2100010,1,
21000102,2100010,1,
21000111,2100011,1,
21000112,2100011,1,
21000121,2100012,1,
21000122,2100012,1,
21000131,2100013,1,
21000132,2100013,1,
21000141,2100014,1,
21000142,2100014,1,
21000151,2100015,1,
21000152,2100015,1,
210000011,21000001,1,
210000012,21000001,1,
210002401,21000240,1,
210002402,21000240,1,
