Keyword,Url,NaverUrl,LocType
ShopTopaz,http://guide.netmarble.com/lin2ws#cont/1290,132970,537
ShopItem,http://guide.netmarble.com/lin2ws#cont/1290,132970,538
ShopMileage,http://guide.netmarble.com/lin2ws#cont/1290,132970,539
ShopPackage,http://guide.netmarble.com/lin2ws#cont/1291,132970,540
DailyDungeon,http://guide.netmarble.com/lin2ws#cont/1349,132927,541
EliteDungeon,http://guide.netmarble.com/lin2ws#cont/1348,132923,542
ExpDungeon,http://guide.netmarble.com/lin2ws#cont/1365,133002,543
InfinityDungeon,http://guide.netmarble.com/lin2ws#cont/1350,132928,544
CollectDungeon,http://guide.netmarble.com/lin2ws#cont/1351,132932,545
AdenaDungeon,http://guide.netmarble.com/lin2ws#cont/1364,133000,546
EquipDungeon,http://guide.netmarble.com/lin2ws#cont/1358,132936,547
EnchantScrollDungeon,,,
GuildDungeon,http://guide.netmarble.com/lin2ws#cont/1352,132935,549
Pvp,http://guide.netmarble.com/lin2ws#cont/1332,133005,550
Activity,http://guide.netmarble.com/lin2ws#cont/1363,132942,551
QuestMap,,,
WorldMap,,,
Party,http://guide.netmarble.com/lin2ws#cont/1320,132965,554
Promote,http://guide.netmarble.com/lin2ws#cont/1355,133007,555
DiamondShop,http://guide.netmarble.com/lin2ws#cont/1291,132970,556
DiamondShopFlatRate,http://guide.netmarble.com/lin2ws#cont/1704,132970,557
DiamondShopAnnuityGrowup,http://guide.netmarble.com/lin2ws#cont/1700,132970,558
DiamondShopAnnuityAccept,http://guide.netmarble.com/lin2ws#cont/1700,132970,559
DiamondShopChargeReward,http://guide.netmarble.com/lin2ws#cont/1291,132970,560
DiamondShopConsumeReward,http://guide.netmarble.com/lin2ws#cont/1291,132970,561
DiamondShopFlatRateAdena,http://guide.netmarble.com/lin2ws#cont/1704,,
EventSurprizeBox,,,
EventItemEnchantGrade,,,
EventCastleSiegeFestival,,133093,564
EquipmentLevelUp,http://guide.netmarble.com/lin2ws#cont/1334,132981,565
EquipmentUpgrade,http://guide.netmarble.com/lin2ws#cont/1335,132983,566
EquipmentComposition,http://guide.netmarble.com/lin2ws#cont/1336,132985,567
EquipmentEnchant,http://guide.netmarble.com/lin2ws#cont/1337,132986,568
EquipmentAbilityUp,http://guide.netmarble.com/lin2ws#cont/1338,132988,569
EquipmentOptionChange,http://guide.netmarble.com/lin2ws#cont/1339,132989,570
EquipmentLimitBreak,http://guide.netmarble.com/lin2ws#cont/1340,132990,571
ClassHierarchy,http://guide.netmarble.com/lin2ws#cont/1326,132978,572
Gludio,http://guide.netmarble.com/lin2ws#cont/1322,133014,573
Dion,http://guide.netmarble.com/lin2ws#cont/1323,133016,574
Giran,http://guide.netmarble.com/lin2ws#cont/1324,133028,575
Oren,,133059,576
TalkingIsland,http://guide.netmarble.com/lin2ws#cont/1321,133012,577
Quest,http://guide.netmarble.com/lin2ws#cont/1284,,578
MainQuest,http://guide.netmarble.com/lin2ws#cont/1359,132929,600
DailyQuest,http://guide.netmarble.com/lin2ws#cont/1360,132933,601
WeeklyQuest,http://guide.netmarble.com/lin2ws#cont/1361,132938,602
InstantComplete,http://guide.netmarble.com/lin2ws#cont/1362,132941,603
ClassTransferQuest,http://guide.netmarble.com/lin2ws#cont/1366,132939,604
EventHotTime,,135427,605
Character,http://guide.netmarble.com/lin2ws#cont/1368,133007,607
EquipmentCompound,http://guide.netmarble.com/lin2ws#cont/1341,132991,608
EventDailyQuest1,http://guide.netmarble.com/lin2ws#cont/1442,,
EventDailyQuest4,,,
EventDailyQuest5,,,
CommonEvent1,http://guide.netmarble.com/lin2ws#cont/1796,994120,609
CommonEvent2,,994120,610
CommonEvent3,,1341408,611
CommonEvent4,,1498679,612
CommonEvent5,,994120,613
DiceEvent,http://guide.netmarble.com/lin2ws#cont/1444,1472823,614
Pet,http://guide.netmarble.com/lin2ws#cont/1298,1325569,615
SummonStoneDungeon,http://guide.netmarble.com/lin2ws#cont/1309,1325575,616
GuildAgit,http://guide.netmarble.com/lin2ws#cont/1297,1325578,617
GuildAgitKeeperHire,http://guide.netmarble.com/lin2ws#cont/1302,1325584,618
GuildAgitCrystal,http://guide.netmarble.com/lin2ws#cont/1303,1325587,619
GuildAgitQuest,http://guide.netmarble.com/lin2ws#cont/1304,1325591,620
GuildAgitDinner,http://guide.netmarble.com/lin2ws#cont/1305,1325596,621
GuildAgitRelic,http://guide.netmarble.com/lin2ws#cont/1307,1325600,622
GuildAgitLiquid,http://guide.netmarble.com/lin2ws#cont/1306,1325602,623
EquipmentCrafting,,1570436,623
ItemCrafting,http://guide.netmarble.com/lin2ws#cont/1346,1570439,623
GuildAgitFireplace,http://guide.netmarble.com/lin2ws#cont/1308,1570444,623
BattleField,,1570441,623
BattleFieldOfBrave,,1570441,623
CharacterTitle,http://guide.netmarble.com/lin2ws#cont/1372,994120,625
BattleDeckInfo,http://guide.netmarble.com/lin2ws#cont/1344,994120,626
GuildAgitAttend,http://guide.netmarble.com/lin2ws#cont/1489,994120,627
AgitPersonalQuest,http://guide.netmarble.com/lin2ws#cont/1490,994120,628
AgitGuildQuest,http://guide.netmarble.com/lin2ws#cont/1491,994120,629
Main,http://guide.netmarble.com/lin2ws#cont/1278,133007,607
Help,http://guide.netmarble.com/lin2ws#cont/1278,,
Buff,http://guide.netmarble.com/lin2ws#cont/1317,,
Stats,http://guide.netmarble.com/lin2ws#cont/1281,,
EquippingEquipment,http://guide.netmarble.com/lin2ws#cont/1286,,
UsingItems,http://guide.netmarble.com/lin2ws#cont/1287,,
DeathandRevivial,http://guide.netmarble.com/lin2ws#cont/1293,,
Reward,http://guide.netmarble.com/lin2ws#cont/1294,,
CharacterLevelUpGuide,http://guide.netmarble.com/lin2ws#cont/1295,,
ContentResetGuide,http://guide.netmarble.com/lin2ws#cont/1296,,
MountPetCodex,http://guide.netmarble.com/lin2ws#cont/1299,,
ClanHallMain,http://guide.netmarble.com/lin2ws#cont/1300,,
FieldBoss,http://guide.netmarble.com/lin2ws#cont/1311,,
HowtoTransferClass,http://guide.netmarble.com/lin2ws#cont/1327,,
SetEffects,http://guide.netmarble.com/lin2ws#cont/1343,,
EquipmentDeck,http://guide.netmarble.com/lin2ws#cont/1344,,
RareEquipment,http://guide.netmarble.com/lin2ws#cont/1347,,
Raid,http://guide.netmarble.com/lin2ws#cont/1353,,
OneHandedSword,http://guide.netmarble.com/lin2ws#cont/1421,,
DualSwords,http://guide.netmarble.com/lin2ws#cont/1422,,
Spear,http://guide.netmarble.com/lin2ws#cont/1423,,
Dagger,http://guide.netmarble.com/lin2ws#cont/1424,,
Bow,http://guide.netmarble.com/lin2ws#cont/1425,,
Staff,http://guide.netmarble.com/lin2ws#cont/1426,,
DominusSet,http://guide.netmarble.com/lin2ws#cont/1427,,
DynastySet,http://guide.netmarble.com/lin2ws#cont/1428,,
ReggiosSet,http://guide.netmarble.com/lin2ws#cont/1429,,
MajesticSet,http://guide.netmarble.com/lin2ws#cont/1430,,
AvadonSet,http://guide.netmarble.com/lin2ws#cont/1431,,
NightmareSet,http://guide.netmarble.com/lin2ws#cont/1432,,
OptimusSet,http://guide.netmarble.com/lin2ws#cont/1433,,
TrackerSet,http://guide.netmarble.com/lin2ws#cont/1434,,
BlueWolfSet,http://guide.netmarble.com/lin2ws#cont/1435,,
ElvenAccessory,http://guide.netmarble.com/lin2ws#cont/1436,,
MoonstoneAccessory,http://guide.netmarble.com/lin2ws#cont/1437,,
BlackOreAccessory,http://guide.netmarble.com/lin2ws#cont/1438,,
PhoenixAccessory,http://guide.netmarble.com/lin2ws#cont/1439,,
NassenAccessory,http://guide.netmarble.com/lin2ws#cont/1440,,
ArbolAccessory,http://guide.netmarble.com/lin2ws#cont/1441,,
EXPBoostEvent,http://guide.netmarble.com/lin2ws#cont/1442,,
MainScreenConfiguration,http://guide.netmarble.com/lin2ws#cont/1279,,
RegionSelect,http://guide.netmarble.com/lin2ws#cont/1587,,
EventJourney1,http://guide.netmarble.com/lin2ws#cont/1373,133009,579
EventJourney2,http://guide.netmarble.com/lin2ws#cont/1373,133010,580
EventJourney3,http://guide.netmarble.com/lin2ws#cont/1373,133011,581
EventJourney4,http://guide.netmarble.com/lin2ws#cont/1373,133020,582
EventJourney5,http://guide.netmarble.com/lin2ws#cont/1373,133024,583
EventJourney6,http://guide.netmarble.com/lin2ws#cont/1373,133026,584
EventJourney7,http://guide.netmarble.com/lin2ws#cont/1373,133030,585
EventJourney8,http://guide.netmarble.com/lin2ws#cont/1373,133032,586
EventJourney9,http://guide.netmarble.com/lin2ws#cont/1373,133033,587
EventJourney10,http://guide.netmarble.com/lin2ws#cont/1373,133034,588
EventJourney11,http://guide.netmarble.com/lin2ws#cont/1373,133035,589
EventJourney12,http://guide.netmarble.com/lin2ws#cont/1373,133039,590
EventJourney13,http://guide.netmarble.com/lin2ws#cont/1373,133041,591
EventJourney14,http://guide.netmarble.com/lin2ws#cont/1373,133042,592
EventJourney15,http://guide.netmarble.com/lin2ws#cont/1373,133043,593
EventJourney16,http://guide.netmarble.com/lin2ws#cont/1373,133044,594
EventJourney17,http://guide.netmarble.com/lin2ws#cont/1373,133045,595
EventJourney18,http://guide.netmarble.com/lin2ws#cont/1373,133046,596
EventJourney19,http://guide.netmarble.com/lin2ws#cont/1373,133047,597
EventJourney20,http://guide.netmarble.com/lin2ws#cont/1373,133051,598
EventJourney21,http://guide.netmarble.com/lin2ws#cont/1373,133055,599
EventJourney22,http://guide.netmarble.com/lin2ws#cont/1447,,
EventJourney23,http://guide.netmarble.com/lin2ws#cont/1447,,
EventJourney24,http://guide.netmarble.com/lin2ws#cont/1447,,
EventJourney25,http://guide.netmarble.com/lin2ws#cont/1447,,
EventJourney26,http://guide.netmarble.com/lin2ws#cont/1447,,
EventJourney27,http://guide.netmarble.com/lin2ws#cont/1447,,
EventJourney28,http://guide.netmarble.com/lin2ws#cont/1447,,
EventJourney29,http://guide.netmarble.com/lin2ws#cont/1447,,
EventJourney30,http://guide.netmarble.com/lin2ws#cont/1447,,
EventJourney31,http://guide.netmarble.com/lin2ws#cont/1447,,
EventJourney32,http://guide.netmarble.com/lin2ws#cont/1447,,
EventJourney33,http://guide.netmarble.com/lin2ws#cont/1447,,
EventJourney34,http://guide.netmarble.com/lin2ws#cont/1447,,
EventJourney35,http://guide.netmarble.com/lin2ws#cont/1447,,
EventJourney36,http://guide.netmarble.com/lin2ws#cont/1447,,
EventJourney37,http://guide.netmarble.com/lin2ws#cont/1447,,
EventJourney38,http://guide.netmarble.com/lin2ws#cont/1447,,
EventJourney39,http://guide.netmarble.com/lin2ws#cont/1447,,
EventJourney40,http://guide.netmarble.com/lin2ws#cont/1447,,
EventJourney41,http://guide.netmarble.com/lin2ws#cont/1447,,
EventJourney42,http://guide.netmarble.com/lin2ws#cont/1447,,
EventJourney43,http://guide.netmarble.com/lin2ws#cont/1468,,
EventJourney44,http://guide.netmarble.com/lin2ws#cont/1468,,
EventJourney45,http://guide.netmarble.com/lin2ws#cont/1468,,
EventJourney46,http://guide.netmarble.com/lin2ws#cont/1468,,
EventJourney47,http://guide.netmarble.com/lin2ws#cont/1468,,
EventJourney48,http://guide.netmarble.com/lin2ws#cont/1468,,
EventJourney49,http://guide.netmarble.com/lin2ws#cont/1468,,
EventJourney50,http://guide.netmarble.com/lin2ws#cont/1468,,
EventJourney51,http://guide.netmarble.com/lin2ws#cont/1468,,
EventJourney52,http://guide.netmarble.com/lin2ws#cont/1468,,
EventJourney53,http://guide.netmarble.com/lin2ws#cont/1468,,
EventJourney54,http://guide.netmarble.com/lin2ws#cont/1468,,
EventJourney55,http://guide.netmarble.com/lin2ws#cont/1468,,
EventJourney56,http://guide.netmarble.com/lin2ws#cont/1468,,
EventJourney57,http://guide.netmarble.com/lin2ws#cont/1468,,
EventJourney58,http://guide.netmarble.com/lin2ws#cont/1468,,
EventJourney59,http://guide.netmarble.com/lin2ws#cont/1468,,
EventJourney60,http://guide.netmarble.com/lin2ws#cont/1468,,
EventJourney61,http://guide.netmarble.com/lin2ws#cont/1468,,
EventJourney62,http://guide.netmarble.com/lin2ws#cont/1468,,
EventJourney63,http://guide.netmarble.com/lin2ws#cont/1468,,
EventJourney64,http://guide.netmarble.com/lin2ws#cont/1698,,
EventJourney65,http://guide.netmarble.com/lin2ws#cont/1698,,
EventJourney66,http://guide.netmarble.com/lin2ws#cont/1698,,
EventJourney67,http://guide.netmarble.com/lin2ws#cont/1698,,
EventJourney68,http://guide.netmarble.com/lin2ws#cont/1698,,
EventJourney69,http://guide.netmarble.com/lin2ws#cont/1698,,
EventJourney70,http://guide.netmarble.com/lin2ws#cont/1698,,
EventJourney71,http://guide.netmarble.com/lin2ws#cont/1698,,
EventJourney72,http://guide.netmarble.com/lin2ws#cont/1698,,
EventJourney73,http://guide.netmarble.com/lin2ws#cont/1698,,
EventJourney74,http://guide.netmarble.com/lin2ws#cont/1698,,
EventJourney75,http://guide.netmarble.com/lin2ws#cont/1698,,
EventJourney76,http://guide.netmarble.com/lin2ws#cont/1698,,
EventJourney77,http://guide.netmarble.com/lin2ws#cont/1698,,
EventJourney78,http://guide.netmarble.com/lin2ws#cont/1698,,
EventJourney79,http://guide.netmarble.com/lin2ws#cont/1698,,
EventJourney80,http://guide.netmarble.com/lin2ws#cont/1698,,
EventJourney81,http://guide.netmarble.com/lin2ws#cont/1698,,
EventJourney82,http://guide.netmarble.com/lin2ws#cont/1698,,
EventJourney83,http://guide.netmarble.com/lin2ws#cont/1698,,
EventJourney84,http://guide.netmarble.com/lin2ws#cont/1698,,
EventJourney85,http://guide.netmarble.com/lin2ws#cont/1702,,
EventJourney86,http://guide.netmarble.com/lin2ws#cont/1702,,
EventJourney87,http://guide.netmarble.com/lin2ws#cont/1702,,
EventJourney88,http://guide.netmarble.com/lin2ws#cont/1702,,
EventJourney89,http://guide.netmarble.com/lin2ws#cont/1702,,
EventJourney90,http://guide.netmarble.com/lin2ws#cont/1702,,
EventJourney91,http://guide.netmarble.com/lin2ws#cont/1702,,
EventJourney92,http://guide.netmarble.com/lin2ws#cont/1702,,
EventJourney93,http://guide.netmarble.com/lin2ws#cont/1702,,
EventJourney94,http://guide.netmarble.com/lin2ws#cont/1702,,
EventJourney95,http://guide.netmarble.com/lin2ws#cont/1702,,
EventJourney96,http://guide.netmarble.com/lin2ws#cont/1702,,
EventJourney97,http://guide.netmarble.com/lin2ws#cont/1702,,
EventJourney98,http://guide.netmarble.com/lin2ws#cont/1702,,
EventJourney99,http://guide.netmarble.com/lin2ws#cont/1702,,
EventJourney100,http://guide.netmarble.com/lin2ws#cont/1702,,
EventJourney101,http://guide.netmarble.com/lin2ws#cont/1702,,
EventJourney102,http://guide.netmarble.com/lin2ws#cont/1702,,
EventJourney103,http://guide.netmarble.com/lin2ws#cont/1702,,
EventJourney104,http://guide.netmarble.com/lin2ws#cont/1702,,
EventJourney105,http://guide.netmarble.com/lin2ws#cont/1702,,
EventTreasureChest,http://guide.netmarble.com/lin2ws#cont/1445,,
TimeShop,http://guide.netmarble.com/lin2ws#cont/1706,,
MasteryShop,http://guide.netmarble.com/lin2ws#cont/1705,,
Compound,http://guide.netmarble.com/lin2ws#cont/1443,,
DailyBenefitShop,http://guide.netmarble.com/lin2ws#cont/1704,,
PackageShop,http://guide.netmarble.com/lin2ws#cont/1291,,
PackShop,http://guide.netmarble.com/lin2ws#cont/1700,,
FreeFortressSiege,http://guide.netmarble.com/lin2ws#cont/1795,,
Probability,http://guide.netmarble.com/lin2ws#cont/1839,,
EventGacha,http://guide.netmarble.com/lin2ws#cont/2090,,
CheckBoard,http://guide.netmarble.com/lin2ws#cont/2091,,
cape,http://guide.netmarble.com/lin2ws#cont/2089,,
PartyDungeonTitle,http://guide.netmarble.com/lin2ws#cont/2088,,
SummonGemDungeon,http://guide.netmarble.com/lin2ws#cont/2097,,
