Id,Type,GroupId,SwapPrint,SideType,ItemInfoId,LimitPeriod,LimitCount,ItemCount,CostType,CostValue,EventId,MainType
50,0,8,0,2,451008,0,,1,25,,,14
51,0,8,0,1,450001,0,,2,25,,,14
52,0,8,0,1,450002,0,,2,25,,,14
53,0,8,0,1,450003,0,,2,25,,,14
54,0,8,0,1,450004,0,,2,25,,,14
55,0,8,0,1,452004,0,,2,25,,,14
56,0,8,0,0,,0,,,0,4800,,14
57,0,9,0,2,451009,0,,1,25,,,14
58,0,9,0,1,450001,0,,3,25,,,14
59,0,9,0,1,450002,0,,3,25,,,14
60,0,9,0,1,450003,0,,3,25,,,14
61,0,9,0,1,450004,0,,3,25,,,14
62,0,9,0,1,452001,0,,3,25,,,14
63,0,9,0,0,,0,,,0,9600,,14
64,0,10,0,2,451010,0,,1,25,,,14
65,0,10,0,1,450001,0,,3,25,,,14
66,0,10,0,1,450002,0,,3,25,,,14
67,0,10,0,1,450003,0,,3,25,,,14
68,0,10,0,1,450004,0,,3,25,,,14
69,0,10,0,1,452002,0,,3,25,,,14
70,0,10,0,0,,0,,,0,9600,,14
71,0,11,0,2,451011,0,,1,25,,,14
72,0,11,0,1,450001,0,,3,25,,,14
73,0,11,0,1,450002,0,,3,25,,,14
74,0,11,0,1,450003,0,,3,25,,,14
75,0,11,0,1,450004,0,,3,25,,,14
76,0,11,0,1,452003,0,,3,25,,,14
77,0,11,0,0,,0,,,0,9600,,14
78,0,12,0,2,451012,0,,1,25,,,14
79,0,12,0,1,450001,0,,3,25,,,14
80,0,12,0,1,450002,0,,3,25,,,14
81,0,12,0,1,450003,0,,3,25,,,14
82,0,12,0,1,450004,0,,3,25,,,14
83,0,12,0,1,452004,0,,3,25,,,14
84,0,12,0,0,,0,,,0,9600,,14
85,0,13,0,2,451013,0,,1,25,,,14
86,0,13,0,1,450001,0,,4,25,,,14
87,0,13,0,1,450002,0,,4,25,,,14
88,0,13,0,1,450003,0,,4,25,,,14
89,0,13,0,1,450004,0,,4,25,,,14
90,0,13,0,1,452001,0,,4,25,,,14
91,0,13,0,0,,0,,,0,16000,,14
92,0,14,0,2,451014,0,,1,25,,,14
93,0,14,0,1,450001,0,,4,25,,,14
94,0,14,0,1,450002,0,,4,25,,,14
95,0,14,0,1,450003,0,,4,25,,,14
96,0,14,0,1,450004,0,,4,25,,,14
97,0,14,0,1,452002,0,,4,25,,,14
98,0,14,0,0,,0,,,0,16000,,14
99,0,15,0,2,451015,0,,1,25,,,14
100,0,15,0,1,450001,0,,4,25,,,14
101,0,15,0,1,450002,0,,4,25,,,14
102,0,15,0,1,450003,0,,4,25,,,14
103,0,15,0,1,450004,0,,4,25,,,14
104,0,15,0,1,452003,0,,4,25,,,14
105,0,15,0,0,,0,,,0,16000,,14
106,0,16,0,2,451016,0,,1,25,,,14
107,0,16,0,1,450001,0,,4,25,,,14
108,0,16,0,1,450002,0,,4,25,,,14
109,0,16,0,1,450003,0,,4,25,,,14
110,0,16,0,1,450004,0,,4,25,,,14
111,0,16,0,1,452004,0,,4,25,,,14
112,0,16,0,0,,0,,,0,16000,,14
113,0,17,0,2,451017,0,,1,25,,,14
114,0,17,0,1,450001,0,,5,25,,,14
115,0,17,0,1,450002,0,,5,25,,,14
116,0,17,0,1,450003,0,,5,25,,,14
117,0,17,0,1,450004,0,,5,25,,,14
118,0,17,0,1,452001,0,,5,25,,,14
119,0,17,0,0,,0,,,0,24000,,14
120,0,18,0,2,451018,0,,1,25,,,14
121,0,18,0,1,450001,0,,5,25,,,14
122,0,18,0,1,450002,0,,5,25,,,14
123,0,18,0,1,450003,0,,5,25,,,14
124,0,18,0,1,450004,0,,5,25,,,14
125,0,18,0,1,452002,0,,5,25,,,14
126,0,18,0,0,,0,,,0,24000,,14
127,0,19,0,2,451019,0,,1,25,,,14
128,0,19,0,1,450001,0,,5,25,,,14
129,0,19,0,1,450002,0,,5,25,,,14
130,0,19,0,1,450003,0,,5,25,,,14
131,0,19,0,1,450004,0,,5,25,,,14
132,0,19,0,1,452003,0,,5,25,,,14
133,0,19,0,0,,0,,,0,24000,,14
134,0,20,0,2,451020,0,,1,25,,,14
135,0,20,0,1,450001,0,,5,25,,,14
136,0,20,0,1,450002,0,,5,25,,,14
137,0,20,0,1,450003,0,,5,25,,,14
138,0,20,0,1,450004,0,,5,25,,,14
139,0,20,0,1,452004,0,,5,25,,,14
140,0,20,0,0,,0,,,0,24000,,14
141,0,21,0,2,451021,0,,1,25,,,14
142,0,21,0,1,450001,0,,6,25,,,14
143,0,21,0,1,450002,0,,6,25,,,14
144,0,21,0,1,450003,0,,6,25,,,14
145,0,21,0,1,450004,0,,6,25,,,14
146,0,21,0,1,452001,0,,6,25,,,14
147,0,21,0,0,,0,,,0,33600,,14
148,0,22,0,2,451022,0,,1,25,,,14
149,0,22,0,1,450001,0,,6,25,,,14
150,0,22,0,1,450002,0,,6,25,,,14
151,0,22,0,1,450003,0,,6,25,,,14
152,0,22,0,1,450004,0,,6,25,,,14
153,0,22,0,1,452002,0,,6,25,,,14
154,0,22,0,0,,0,,,0,33600,,14
155,0,23,0,2,451023,0,,1,25,,,14
156,0,23,0,1,450001,0,,6,25,,,14
157,0,23,0,1,450002,0,,6,25,,,14
158,0,23,0,1,450003,0,,6,25,,,14
159,0,23,0,1,450004,0,,6,25,,,14
160,0,23,0,1,452003,0,,6,25,,,14
161,0,23,0,0,,0,,,0,33600,,14
162,0,24,0,2,451024,0,,1,25,,,14
163,0,24,0,1,450001,0,,6,25,,,14
164,0,24,0,1,450002,0,,6,25,,,14
165,0,24,0,1,450003,0,,6,25,,,14
166,0,24,0,1,450004,0,,6,25,,,14
167,0,24,0,1,452004,0,,6,25,,,14
168,0,24,0,0,,0,,,0,33600,,14
169,0,25,0,2,451025,0,,1,25,,,14
170,0,25,0,1,450001,0,,7,25,,,14
171,0,25,0,1,450002,0,,7,25,,,14
172,0,25,0,1,450003,0,,7,25,,,14
173,0,25,0,1,450004,0,,7,25,,,14
174,0,25,0,1,452001,0,,7,25,,,14
175,0,25,0,0,,0,,,0,44800,,14
176,0,26,0,2,451026,0,,1,25,,,14
177,0,26,0,1,450001,0,,7,25,,,14
178,0,26,0,1,450002,0,,7,25,,,14
179,0,26,0,1,450003,0,,7,25,,,14
180,0,26,0,1,450004,0,,7,25,,,14
181,0,26,0,1,452002,0,,7,25,,,14
182,0,26,0,0,,0,,,0,44800,,14
183,0,27,0,2,451027,0,,1,25,,,14
184,0,27,0,1,450001,0,,7,25,,,14
185,0,27,0,1,450002,0,,7,25,,,14
186,0,27,0,1,450003,0,,7,25,,,14
187,0,27,0,1,450004,0,,7,25,,,14
188,0,27,0,1,452003,0,,7,25,,,14
189,0,27,0,0,,0,,,0,44800,,14
190,0,28,0,2,451028,0,,1,25,,,14
191,0,28,0,1,450001,0,,7,25,,,14
192,0,28,0,1,450002,0,,7,25,,,14
193,0,28,0,1,450003,0,,7,25,,,14
194,0,28,0,1,450004,0,,7,25,,,14
195,0,28,0,1,452004,0,,7,25,,,14
196,0,28,0,0,,0,,,0,44800,,14
197,0,29,0,2,451029,0,,1,25,,,14
198,0,29,0,1,450001,0,,8,25,,,14
199,0,29,0,1,450002,0,,8,25,,,14
200,0,29,0,1,450003,0,,8,25,,,14
201,0,29,0,1,450004,0,,8,25,,,14
202,0,29,0,1,452001,0,,8,25,,,14
203,0,29,0,0,,0,,,0,57600,,14
204,0,30,0,2,451030,0,,1,25,,,14
205,0,30,0,1,450001,0,,8,25,,,14
206,0,30,0,1,450002,0,,8,25,,,14
207,0,30,0,1,450003,0,,8,25,,,14
208,0,30,0,1,450004,0,,8,25,,,14
209,0,30,0,1,452002,0,,8,25,,,14
210,0,30,0,0,,0,,,0,57600,,14
211,0,31,0,2,451031,0,,1,25,,,14
212,0,31,0,1,450001,0,,8,25,,,14
213,0,31,0,1,450002,0,,8,25,,,14
214,0,31,0,1,450003,0,,8,25,,,14
215,0,31,0,1,450004,0,,8,25,,,14
216,0,31,0,1,452003,0,,8,25,,,14
217,0,31,0,0,,0,,,0,57600,,14
218,0,32,0,2,451032,0,,1,25,,,14
219,0,32,0,1,450001,0,,8,25,,,14
220,0,32,0,1,450002,0,,8,25,,,14
221,0,32,0,1,450003,0,,8,25,,,14
222,0,32,0,1,450004,0,,8,25,,,14
223,0,32,0,1,452004,0,,8,25,,,14
224,0,32,0,0,,0,,,0,57600,,14
225,0,33,0,2,451033,0,,1,25,,,14
226,0,33,0,1,450001,0,,9,25,,,14
227,0,33,0,1,450002,0,,9,25,,,14
228,0,33,0,1,450003,0,,9,25,,,14
229,0,33,0,1,450004,0,,9,25,,,14
230,0,33,0,1,452001,0,,9,25,,,14
231,0,33,0,0,,0,,,0,72000,,14
232,0,34,0,2,451034,0,,1,25,,,14
233,0,34,0,1,450001,0,,9,25,,,14
234,0,34,0,1,450002,0,,9,25,,,14
235,0,34,0,1,450003,0,,9,25,,,14
236,0,34,0,1,450004,0,,9,25,,,14
237,0,34,0,1,452002,0,,9,25,,,14
238,0,34,0,0,,0,,,0,72000,,14
239,0,35,0,2,451035,0,,1,25,,,14
240,0,35,0,1,450001,0,,9,25,,,14
241,0,35,0,1,450002,0,,9,25,,,14
242,0,35,0,1,450003,0,,9,25,,,14
243,0,35,0,1,450004,0,,9,25,,,14
244,0,35,0,1,452003,0,,9,25,,,14
245,0,35,0,0,,0,,,0,72000,,14
246,0,36,0,2,451036,0,,1,25,,,14
247,0,36,0,1,450001,0,,9,25,,,14
248,0,36,0,1,450002,0,,9,25,,,14
249,0,36,0,1,450003,0,,9,25,,,14
250,0,36,0,1,450004,0,,9,25,,,14
251,0,36,0,1,452004,0,,9,25,,,14
252,0,36,0,0,,0,,,0,72000,,14
265,2,6,0,2,461016,0,,1,25,,,14
266,2,6,0,1,460016,0,,10,25,,,14
267,2,6,0,0,,0,,,0,80000,,14
268,2,7,0,2,461017,0,,1,25,,,14
269,2,7,0,1,460017,0,,10,25,,,14
270,2,7,0,0,,0,,,0,40000,,14
271,2,8,0,2,461008,0,,1,25,,,14
272,2,8,0,1,460008,0,,10,25,,,14
273,2,8,0,0,,0,,,0,10000,,14
286,2,13,0,2,461013,0,,1,25,,,14
287,2,13,0,1,460013,0,,10,25,,,14
288,2,13,0,0,,0,,,0,20000,,14
289,2,14,0,2,461014,0,,1,25,,,14
290,2,14,0,1,460014,0,,10,25,,,14
291,2,14,0,0,,0,,,0,40000,,14
295,2,16,0,2,461003,0,,1,25,,,14
296,2,16,0,1,460003,0,,10,25,,,14
297,2,16,0,0,,0,,,0,20000,,14
298,3,490066,0,2,400000,0,,1,25,,,13
299,3,490066,0,1,490066,0,,100,25,,,13
300,3,490066,0,0,,0,,,6,,,13
304,3,500303,0,2,500302,0,,1,25,,,0
305,3,500303,0,1,500303,0,,5,25,,,0
306,3,500303,0,0,,0,,,6,,,0
307,3,500304,0,2,500303,0,,1,25,,,0
308,3,500304,0,1,500304,0,,5,25,,,0
309,3,500304,0,0,,0,,,6,,,0
313,3,500403,0,2,500402,0,,1,25,,,0
314,3,500403,0,1,500403,0,,5,25,,,0
315,3,500403,0,0,,0,,,6,,,0
316,3,500404,0,2,500403,0,,1,25,,,0
317,3,500404,0,1,500404,0,,5,25,,,0
318,3,500404,0,0,,0,,,6,,,0
322,3,500503,0,2,500502,0,,1,25,,,0
323,3,500503,0,1,500503,0,,5,25,,,0
324,3,500503,0,0,,0,,,6,,,0
325,3,500504,0,2,500503,0,,1,25,,,0
326,3,500504,0,1,500504,0,,5,25,,,0
327,3,500504,0,0,,0,,,6,,,0
331,3,500603,0,2,500602,0,,1,25,,,0
332,3,500603,0,1,500603,0,,5,25,,,0
333,3,500603,0,0,,0,,,6,,,0
334,3,500604,0,2,500603,0,,1,25,,,0
335,3,500604,0,1,500604,0,,5,25,,,0
336,3,500604,0,0,,0,,,6,,,0
340,3,500703,0,2,500702,0,,1,25,,,0
341,3,500703,0,1,500703,0,,5,25,,,0
342,3,500703,0,0,,0,,,6,,,0
343,3,500704,0,2,500703,0,,1,25,,,0
344,3,500704,0,1,500704,0,,5,25,,,0
345,3,500704,0,0,,0,,,6,,,0
349,3,500803,0,2,500802,0,,1,25,,,0
350,3,500803,0,1,500803,0,,5,25,,,0
351,3,500803,0,0,,0,,,6,,,0
352,3,500804,0,2,500803,0,,1,25,,,0
353,3,500804,0,1,500804,0,,5,25,,,0
354,3,500804,0,0,,0,,,6,,,0
358,3,500903,0,2,500902,0,,1,25,,,0
359,3,500903,0,1,500903,0,,5,25,,,0
360,3,500903,0,0,,0,,,6,,,0
361,3,500904,0,2,500903,0,,1,25,,,0
362,3,500904,0,1,500904,0,,5,25,,,0
363,3,500904,0,0,,0,,,6,,,0
367,3,501003,0,2,501002,0,,1,25,,,0
368,3,501003,0,1,501003,0,,5,25,,,0
369,3,501003,0,0,,0,,,6,,,0
370,3,501004,0,2,501003,0,,1,25,,,0
371,3,501004,0,1,501004,0,,5,25,,,0
372,3,501004,0,0,,0,,,6,,,0
528,3,501103,0,2,501102,0,,1,25,,,0
529,3,501103,0,1,501103,0,,5,25,,,0
530,3,501103,0,0,,0,,,6,,,0
531,3,501104,0,2,501103,0,,1,25,,,0
532,3,501104,0,1,501104,0,,5,25,,,0
533,3,501104,0,0,,0,,,6,,,0
534,3,501203,0,2,501202,0,,1,25,,,0
535,3,501203,0,1,501203,0,,5,25,,,0
536,3,501203,0,0,,0,,,6,,,0
537,3,501204,0,2,501203,0,,1,25,,,0
538,3,501204,0,1,501204,0,,5,25,,,0
539,3,501204,0,0,,0,,,6,,,0
540,3,501303,0,2,501302,0,,1,25,,,0
541,3,501303,0,1,501303,0,,5,25,,,0
542,3,501303,0,0,,0,,,6,,,0
543,3,501304,0,2,501303,0,,1,25,,,0
544,3,501304,0,1,501304,0,,5,25,,,0
545,3,501304,0,0,,0,,,6,,,0
546,3,501403,0,2,501402,0,,1,25,,,0
547,3,501403,0,1,501403,0,,5,25,,,0
548,3,501403,0,0,,0,,,6,,,0
549,3,501404,0,2,501403,0,,1,25,,,0
550,3,501404,0,1,501404,0,,5,25,,,0
551,3,501404,0,0,,0,,,6,,,0
30000000,4,30000000,0,2,440001,0,,10,25,,30000000,14
30000001,4,30000000,0,1,600024,0,,3,25,,30000000,14
30000002,4,30000000,0,1,600025,0,,5,25,,30000000,14
30000003,4,30000000,0,1,600002,0,,1,25,,30000000,14
30000004,4,30000000,0,0,,0,,,6,,30000000,14
30000005,4,30000005,0,2,400001,0,,100,25,,30000000,14
30000006,4,30000005,0,1,600022,0,,3,25,,30000000,14
30000007,4,30000005,0,1,600019,0,,2,25,,30000000,14
30000008,4,30000005,0,1,600024,0,,3,25,,30000000,14
30000009,4,30000005,0,1,600003,0,,1,25,,30000000,14
30000010,4,30000005,0,0,,0,,,6,,30000000,14
30000011,4,30000011,0,2,900010,0,,1,25,,30000000,14
30000012,4,30000011,0,1,600028,0,,3,25,,30000000,14
30000013,4,30000011,0,1,600015,0,,4,25,,30000000,14
30000014,4,30000011,0,1,600032,0,,3,25,,30000000,14
30000015,4,30000011,0,1,600025,0,,5,25,,30000000,14
30000016,4,30000011,0,1,600022,0,,3,25,,30000000,14
30000017,4,30000011,0,1,600031,0,,1,25,,30000000,14
30000018,4,30000011,0,1,600030,0,,1,25,,30000000,14
30000019,4,30000011,0,1,600019,0,,2,25,,30000000,14
30000020,4,30000011,0,1,600025,0,,5,25,,30000000,14
30000021,4,30000011,0,1,600024,0,,3,25,,30000000,14
30000022,4,30000011,0,0,,0,,,6,,30000000,14
30000023,4,30000023,0,2,34000100,0,,1,25,,30000000,14
30000024,4,30000023,0,1,600016,0,,1,25,,30000000,14
30000025,4,30000023,0,1,600025,0,,5,25,,30000000,14
30000026,4,30000023,0,1,600028,0,,3,25,,30000000,14
30000027,4,30000023,0,1,600015,0,,4,25,,30000000,14
30000028,4,30000023,0,1,600032,0,,3,25,,30000000,14
30000029,4,30000023,0,1,600015,0,,4,25,,30000000,14
30000030,4,30000023,0,1,600028,0,,3,25,,30000000,14
30000031,4,30000023,0,0,,0,,,6,,30000000,14
30000032,4,30000032,0,2,490011,0,,1,25,,30000000,14
30000033,4,30000032,0,1,600022,0,,3,25,,30000000,14
30000034,4,30000032,0,1,600025,0,,5,25,,30000000,14
30000035,4,30000032,0,1,600032,0,,3,25,,30000000,14
30000036,4,30000032,0,1,600015,0,,4,25,,30000000,14
30000037,4,30000032,0,0,,0,,,6,,30000000,14
30000038,3,30471001,0,2,30471001,0,,1,25,,,7
30000039,3,30471001,0,1,470004,0,,10,25,,,7
30000040,3,30471001,0,0,,0,,,0,100000,,7
30000041,3,30471002,0,2,30471002,0,,1,25,,,7
30000042,3,30471002,0,1,470003,0,,10,25,,,7
30000043,3,30471002,0,0,,0,,,0,100000,30000000,7
30000044,3,30471003,0,2,471002,0,,1,25,,,7
30000045,3,30471003,0,1,470006,0,,10,25,,,7
30000046,3,30471003,0,0,,0,,,0,100000,,7
30000101,4,30000101,0,2,35000005,0,,1,25,,30000002,14
30000102,4,30000101,0,1,600003,0,,5,25,,30000002,14
30000103,4,30000101,0,1,600001,0,,5,25,,30000002,14
30000104,4,30000101,0,1,600002,0,,5,25,,30000002,14
30000105,4,30000101,0,1,600009,0,,5,25,,30000002,14
30000106,4,30000101,0,0,,0,,,6,,30000002,14
30000107,4,30000107,0,2,911059,0,,2,25,,30000002,14
30000108,4,30000107,0,1,600003,0,,1,25,,30000002,14
30000109,4,30000107,0,1,600001,0,,1,25,,30000002,14
30000110,4,30000107,0,1,600002,0,,1,25,,30000002,14
30000111,4,30000107,0,1,600009,0,,1,25,,30000002,14
30000112,4,30000107,0,0,,0,,,6,,30000002,14
30000113,4,30000113,0,2,910263,0,,1,25,,30000002,14
30000114,4,30000113,0,1,600003,0,,1,25,,30000002,14
30000115,4,30000113,0,0,,0,,,6,,30000002,14
30000116,4,30000116,0,2,400001,0,,500,25,,30000002,14
30000117,4,30000116,0,1,600001,0,,1,25,,30000002,14
30000118,4,30000116,0,0,,0,,,6,,30000002,14
30000119,4,30000119,0,2,35000100,0,,1,25,,30000002,14
30000120,4,30000119,0,1,600002,0,,1,25,,30000002,14
30000121,4,30000119,0,0,,0,,,6,,30000002,14
30000122,4,30000122,0,2,910307,0,,1,25,,30000002,14
30000123,4,30000122,0,1,600009,0,,1,25,,30000002,14
30000124,4,30000122,0,0,,0,,,6,,30000002,14
30000125,4,30000125,0,2,400000,0,,1,25,,30000003,14
30000126,4,30000125,0,1,39000007,0,,5,25,,30000003,14
30000127,4,30000125,0,1,39000008,0,,5,25,,30000003,14
30000128,4,30000125,0,1,39000009,0,,5,25,,30000003,14
30000129,4,30000125,0,1,39000010,0,,5,25,,30000003,14
30000130,4,30000125,0,0,,0,,,6,,30000003,14
30000131,4,30000131,0,2,39000012,0,,1,25,,30000003,14
30000132,4,30000131,0,1,39000007,0,,3,25,,30000003,14
30000133,4,30000131,0,1,39000008,0,,3,25,,30000003,14
30000134,4,30000131,0,0,,0,,,6,,30000003,14
30000135,4,30000135,0,2,39000012,0,,1,25,,30000003,14
30000136,4,30000135,0,1,39000009,0,,3,25,,30000003,14
30000137,4,30000135,0,1,39000010,0,,3,25,,30000003,14
30000138,4,30000135,0,0,,0,,,6,,30000003,14
30000139,4,30000139,0,2,910301,0,,10,25,,30000003,14
30000140,4,30000139,0,1,39000006,0,,20,25,,30000003,14
30000141,4,30000139,0,0,,0,,,6,,30000003,14
501,3,1001100,0,2,1000100,0,,1,25,,,6
502,3,1001100,0,1,1001100,0,,10,25,,,6
503,3,1001100,0,0,,0,,,0,10000,,6
504,3,1001101,0,2,1000101,0,,1,25,,,6
505,3,1001101,0,1,1001101,0,,10,25,,,6
506,3,1001101,0,0,,0,,,0,10000,,6
507,3,1001102,0,2,1000102,0,,1,25,,,6
508,3,1001102,0,1,1001102,0,,10,25,,,6
509,3,1001102,0,0,,0,,,0,10000,,6
510,3,1001103,0,2,1000103,0,,1,25,,,6
511,3,1001103,0,1,1001103,0,,10,25,,,6
512,3,1001103,0,0,,0,,,0,10000,,6
516,3,1001201,0,2,1000201,0,,1,25,,,6
517,3,1001201,0,1,1001201,0,,20,25,,,6
518,3,1001201,0,0,,0,,,0,20000,,6
519,3,1001202,0,2,1000202,0,,1,25,,,6
520,3,1001202,0,1,1001202,0,,20,25,,,6
521,3,1001202,0,0,,0,,,0,20000,,6
522,3,1001203,0,2,1000203,0,,1,25,,,6
523,3,1001203,0,1,1001203,0,,20,25,,,6
524,3,1001203,0,0,,0,,,0,20000,,6
1001,6,1000,0,1,500001,0,,10,25,,,14
1002,6,1000,0,1,500002,0,,10,25,,,14
1003,6,1000,0,1,500003,0,,5,25,,,14
1004,6,1004,0,1,500001,0,,20,25,,,14
1005,6,1004,0,1,500002,0,,20,25,,,14
1006,6,1004,0,1,500003,0,,10,25,,,14
1007,6,1007,0,1,500001,0,,30,25,,,14
1008,6,1007,0,1,500002,0,,30,25,,,14
1009,6,1007,0,1,500003,0,,15,25,,,14
1010,6,1010,0,1,500001,0,,20,25,,,14
1011,6,1010,0,1,500002,0,,20,25,,,14
1012,6,1010,0,1,500003,0,,10,25,,,14
1013,6,1013,0,1,500001,0,,40,25,,,14
1014,6,1013,0,1,500002,0,,40,25,,,14
1015,6,1013,0,1,500003,0,,20,25,,,14
1016,6,1016,0,1,500001,0,,60,25,,,14
1017,6,1016,0,1,500002,0,,60,25,,,14
1018,6,1016,0,1,500003,0,,30,25,,,14
1019,6,1019,0,1,500001,0,,30,25,,,14
1020,6,1019,0,1,500002,0,,30,25,,,14
1021,6,1019,0,1,500003,0,,20,25,,,14
1022,6,1022,0,1,500001,0,,60,25,,,14
1023,6,1022,0,1,500002,0,,60,25,,,14
1024,6,1022,0,1,500003,0,,30,25,,,14
1025,6,1025,0,1,500001,0,,90,25,,,14
1026,6,1025,0,1,500002,0,,90,25,,,14
1027,6,1025,0,1,500003,0,,45,25,,,14
2001,7,2001,0,2,505001,0,,1,25,,,14
2002,7,2001,0,1,500051,0,,3,25,,,14
2003,7,2001,0,1,500071,0,,5,25,,,14
2004,7,2001,0,0,,0,,,3,5,,14
2005,7,2005,0,2,505002,0,,1,25,,,14
2006,7,2005,0,1,500051,0,,3,25,,,14
2007,7,2005,0,1,500071,0,,5,25,,,14
2008,7,2005,0,0,,0,,,3,5,,14
2009,7,2009,0,2,505003,0,,1,25,,,14
2010,7,2009,0,1,500052,0,,3,25,,,14
2011,7,2009,0,1,500071,0,,5,25,,,14
2012,7,2009,0,0,,0,,,3,2,,14
2013,7,2013,0,2,505004,0,,1,25,,,14
2014,7,2013,0,1,500052,0,,3,25,,,14
2015,7,2013,0,1,500071,0,,5,25,,,14
2016,7,2013,0,0,,0,,,3,2,,14
2017,7,2017,0,2,505005,0,,1,25,,,14
2018,7,2017,0,1,500053,0,,1,25,,,14
2019,7,2017,0,1,500071,0,,2,25,,,14
2020,7,2017,0,0,,0,,,3,2,,14
2021,7,2021,0,2,505006,0,,1,25,,,14
2022,7,2021,0,1,500053,0,,2,25,,,14
2023,7,2021,0,1,500071,0,,3,25,,,14
2024,7,2021,0,0,,0,,,3,2,,14
2025,7,2025,0,2,505007,0,,1,25,,,14
2026,7,2025,0,1,500051,0,,10,25,,,14
2027,7,2025,0,1,500071,0,,20,25,,,14
2028,7,2025,0,0,,0,,,3,8,,14
2029,7,2029,0,2,505008,0,,1,25,,,14
2030,7,2029,0,1,500052,0,,7,25,,,14
2031,7,2029,0,1,500071,0,,15,25,,,14
2032,7,2029,0,0,,0,,,3,8,,14
2033,7,2033,0,2,505009,0,,1,25,,,14
2034,7,2033,0,1,500052,0,,2,25,,,14
2035,7,2033,0,1,500071,0,,5,25,,,14
2036,7,2033,0,0,,0,,,3,5,,14
2037,7,2037,0,2,505010,0,,1,25,,,14
2038,7,2037,0,1,500051,0,,5,25,,,14
2039,7,2037,0,1,500071,0,,10,25,,,14
2040,7,2037,0,0,,0,,,3,8,,14
2041,7,2041,0,2,505011,0,,1,25,,,14
2042,7,2041,0,1,500052,0,,5,25,,,14
2043,7,2041,0,1,500071,0,,10,25,,,14
2044,7,2041,0,0,,0,,,3,8,,14
2045,7,2045,0,2,505012,0,,1,25,,,14
2046,7,2045,0,1,500053,0,,10,25,,,14
2047,7,2045,0,1,500071,0,,15,25,,,14
2048,7,2045,0,0,,0,,,3,5,,14
2049,7,2049,0,2,505013,0,,1,25,,,14
2050,7,2049,0,1,500051,0,,6,25,,,14
2051,7,2049,0,1,500071,0,,10,25,,,14
2052,7,2049,0,0,,0,,,3,10,,14
2053,7,2053,0,2,505014,0,,1,25,,,14
2054,7,2053,0,1,500051,0,,5,25,,,14
2055,7,2053,0,1,500071,0,,8,25,,,14
2056,7,2053,0,0,,0,,,3,5,,14
2057,7,2057,0,2,505015,0,,1,25,,,14
2058,7,2057,0,1,500052,0,,5,25,,,14
2059,7,2057,0,1,500071,0,,8,25,,,14
2060,7,2057,0,0,,0,,,3,5,,14
2061,7,2061,0,2,505016,0,,1,25,,,14
2062,7,2061,0,1,500053,0,,2,25,,,14
2063,7,2061,0,1,500071,0,,3,25,,,14
2064,7,2061,0,0,,0,,,3,2,,14
2501,7,2501,0,2,505501,0,,1,25,,,14
2502,7,2501,0,1,500063,0,,3,25,,,14
