Level,ContentsType,RewardType1,RewardCount1,RewardCount2
135,0,1,700,1000
136,0,5,31990,45700
136,0,1,700,1000
137,0,5,32060,45800
137,0,1,700,1000
138,0,5,32130,45900
138,0,1,700,1000
139,0,5,32200,46000
139,0,1,700,1000
140,0,5,32200,46000
140,0,1,700,1000
141,0,5,32270,46100
141,0,1,700,1000
142,0,5,32270,46100
142,0,1,700,1000
143,0,5,32340,46200
143,0,1,700,1000
144,0,5,32340,46200
144,0,1,700,1000
145,0,5,32340,46200
145,0,1,700,1000
146,0,5,32340,46200
146,0,1,700,1000
147,0,5,32410,46300
147,0,1,700,1000
148,0,5,32410,46300
148,0,1,700,1000
149,0,5,32410,46300
149,0,1,700,1000
150,0,5,32410,46300
150,0,1,700,1000
151,0,5,32410,46300
151,0,1,700,1000
152,0,5,32410,46300
152,0,1,700,1000
153,0,5,32410,46300
153,0,1,700,1000
154,0,5,32410,46300
154,0,1,700,1000
155,0,5,32410,46300
155,0,1,700,1000
156,0,5,32410,46300
156,0,1,700,1000
157,0,5,32410,46300
157,0,1,700,1000
158,0,5,32410,46300
158,0,1,700,1000
159,0,5,32410,46300
159,0,1,700,1000
160,0,5,32410,46300
160,0,1,700,1000
161,0,5,32410,46300
161,0,1,700,1000
162,0,5,32410,46300
162,0,1,700,1000
163,0,5,32410,46300
163,0,1,700,1000
164,0,5,32410,46300
164,0,1,700,1000
165,0,5,32410,46300
165,0,1,700,1000
166,0,5,32410,46300
166,0,1,700,1000
167,0,5,32410,46300
167,0,1,700,1000
168,0,5,32410,46300
168,0,1,700,1000
169,0,5,32410,46300
169,0,1,700,1000
170,0,5,32410,46300
170,0,1,700,1000
171,0,5,32410,46300
171,0,1,700,1000
172,0,5,32410,46300
172,0,1,700,1000
173,0,5,32480,46400
173,0,1,700,1000
174,0,5,32480,46400
174,0,1,700,1000
175,0,5,32480,46400
175,0,1,700,1000
176,0,5,32480,46400
176,0,1,700,1000
177,0,5,32550,46500
177,0,1,700,1000
178,0,5,32550,46500
178,0,1,700,1000
179,0,5,32620,46600
179,0,1,700,1000
180,0,5,32620,46600
180,0,1,700,1000
181,0,5,32690,46700
181,0,1,700,1000
182,0,5,32690,46700
182,0,1,700,1000
183,0,5,32760,46800
183,0,1,700,1000
184,0,5,32830,46900
184,0,1,700,1000
185,0,5,32900,47000
185,0,1,700,1000
186,0,5,32970,47100
186,0,1,700,1000
187,0,5,33040,47200
187,0,1,700,1000
188,0,5,33110,47300
188,0,1,700,1000
189,0,5,33250,47500
189,0,1,700,1000
190,0,5,33320,47600
190,0,1,700,1000
191,0,5,33460,47800
191,0,1,700,1000
192,0,5,33600,48000
192,0,1,700,1000
193,0,5,33740,48200
193,0,1,700,1000
194,0,5,33880,48400
194,0,1,700,1000
195,0,5,34020,48600
195,0,1,700,1000
196,0,5,34230,48900
196,0,1,700,1000
197,0,5,34440,49200
197,0,1,880,1250
198,0,5,34650,49500
198,0,1,880,1250
199,0,5,34860,49800
199,0,1,880,1250
200,0,5,35070,50100
200,0,1,880,1250
201,0,5,35350,50500
201,0,1,880,1250
202,0,5,35630,50900
202,0,1,880,1250
203,0,5,35910,51300
203,0,1,880,1250
204,0,5,36260,51800
204,0,1,880,1250
205,0,5,36610,52300
205,0,1,880,1250
206,0,5,36960,52800
206,0,1,880,1250
207,0,5,36960,52800
207,0,1,880,1250
208,0,5,36960,52800
208,0,1,880,1250
209,0,5,37030,52900
209,0,1,880,1250
210,0,5,37100,53000
210,0,1,880,1250
211,0,5,37170,53100
211,0,1,880,1250
212,0,5,37240,53200
212,0,1,880,1250
213,0,5,37310,53300
213,0,1,880,1250
214,0,5,37450,53500
214,0,1,880,1250
215,0,5,37590,53700
215,0,1,880,1250
216,0,5,37730,53900
216,0,1,880,1250
217,0,5,37870,54100
217,0,1,880,1250
218,0,5,38080,54400
218,0,1,880,1250
219,0,5,38290,54700
219,0,1,880,1250
220,0,5,38500,55000
220,0,1,880,1250
221,0,5,38710,55300
221,0,1,880,1250
222,0,5,38990,55700
222,0,1,880,1250
223,0,5,39270,56100
223,0,1,880,1250
224,0,5,39550,56500
224,0,1,880,1250
225,0,5,39830,56900
225,0,1,880,1250
226,0,5,40110,57300
226,0,1,880,1250
227,0,5,40460,57800
227,0,1,880,1250
228,0,5,40810,58300
228,0,1,880,1250
229,0,5,41160,58800
229,0,1,880,1250
230,0,5,41510,59300
230,0,1,880,1250
231,0,5,41930,59900
231,0,1,880,1250
232,0,5,42280,60400
232,0,1,880,1250
233,0,5,42700,61000
233,0,1,880,1250
234,0,5,43120,61600
234,0,1,880,1250
235,0,5,43470,62100
235,0,1,880,1250
236,0,5,43820,62600
236,0,1,880,1250
237,0,5,44030,62900
237,0,1,880,1250
238,0,5,44240,63200
238,0,1,880,1250
239,0,5,44380,63400
239,0,1,880,1250
240,0,5,44450,63500
240,0,1,880,1250
241,0,5,44450,63500
241,0,1,880,1250
242,0,5,45150,64500
242,0,1,880,1250
243,0,5,45780,65400
243,0,1,880,1250
244,0,5,46410,66300
244,0,1,880,1250
245,0,5,46970,67100
245,0,1,880,1250
246,0,5,47530,67900
246,0,1,880,1250
247,0,5,48090,68700
247,0,1,880,1250
248,0,5,48580,69400
248,0,1,880,1250
249,0,5,49070,70100
249,0,1,880,1250
250,0,5,49560,70800
250,0,1,880,1250
251,0,5,49980,71400
251,0,1,880,1250
252,0,5,50400,72000
252,0,1,880,1250
253,0,5,50820,72600
253,0,1,880,1250
254,0,5,51170,73100
254,0,1,880,1250
255,0,5,51590,73700
255,0,1,880,1250
256,0,5,51870,74100
256,0,1,880,1250
257,0,5,52220,74600
257,0,1,880,1250
258,0,5,52500,75000
258,0,1,880,1250
259,0,5,52780,75400
259,0,1,880,1250
260,0,5,53060,75800
260,0,1,880,1250
261,0,5,53340,76200
261,0,1,880,1250
262,0,5,53550,76500
262,0,1,880,1250
263,0,5,53830,76900
263,0,1,880,1250
264,0,5,54040,77200
264,0,1,880,1250
265,0,5,54250,77500
265,0,1,880,1250
266,0,5,54390,77700
266,0,1,880,1250
267,0,5,54600,78000
267,0,1,880,1250
268,0,5,54740,78200
268,0,1,880,1250
269,0,5,54880,78400
269,0,1,880,1250
270,0,5,55020,78600
270,0,1,880,1250
271,0,5,55160,78800
271,0,1,880,1250
272,0,5,55300,79000
272,0,1,880,1250
273,0,5,55440,79200
273,0,1,880,1250
274,0,5,55510,79300
274,0,1,880,1250
275,0,5,55580,79400
275,0,1,880,1250
276,0,5,55720,79600
276,0,1,880,1250
277,0,5,55790,79700
277,0,1,880,1250
278,0,5,55860,79800
278,0,1,880,1250
279,0,5,55930,79900
279,0,1,880,1250
280,0,5,56000,80000
280,0,1,880,1250
281,0,5,56070,80100
281,0,1,880,1250
282,0,5,56070,80100
282,0,1,880,1250
283,0,5,56140,80200
283,0,1,880,1250
284,0,5,56140,80200
284,0,1,880,1250
285,0,5,56210,80300
285,0,1,880,1250
286,0,5,56210,80300
286,0,1,880,1250
287,0,5,56280,80400
287,0,1,880,1250
288,0,5,56280,80400
288,0,1,880,1250
289,0,5,56350,80500
289,0,1,880,1250
290,0,5,56350,80500
290,0,1,880,1250
291,0,5,56350,80500
291,0,1,880,1250
292,0,5,56350,80500
292,0,1,880,1250
293,0,5,56350,80500
293,0,1,880,1250
294,0,5,56420,80600
294,0,1,880,1250
295,0,5,56420,80600
295,0,1,880,1250
296,0,5,56420,80600
296,0,1,880,1250
297,0,5,56420,80600
297,0,1,880,1250
298,0,5,56420,80600
298,0,1,880,1250
299,0,5,56420,80600
299,0,1,880,1250
300,0,5,56420,80600
300,0,1,880,1250
301,0,5,56420,80600
301,0,1,880,1250
302,0,5,56420,80600
302,0,1,880,1250
303,0,5,56420,80600
303,0,1,880,1250
304,0,5,56420,80600
304,0,1,880,1250
305,0,5,56420,80600
305,0,1,880,1250
306,0,5,56420,80600
306,0,1,880,1250
307,0,5,56420,80600
307,0,1,880,1250
308,0,5,56420,80600
308,0,1,880,1250
309,0,5,56420,80600
309,0,1,880,1250
310,0,5,56420,80600
310,0,1,880,1250
311,0,5,56420,80600
311,0,1,880,1250
312,0,5,56420,80600
312,0,1,880,1250
313,0,5,56420,80600
313,0,1,880,1250
314,0,5,56420,80600
314,0,1,880,1250
315,0,5,56420,80600
315,0,1,880,1250
316,0,5,56420,80600
316,0,1,880,1250
317,0,5,56420,80600
317,0,1,880,1250
318,0,5,56420,80600
318,0,1,880,1250
319,0,5,56420,80600
319,0,1,880,1250
320,0,5,56420,80600
320,0,1,880,1250
321,0,5,56420,80600
321,0,1,880,1250
322,0,5,56420,80600
322,0,1,880,1250
323,0,5,56420,80600
323,0,1,880,1250
324,0,5,56420,80600
324,0,1,880,1250
325,0,5,56420,80600
325,0,1,880,1250
326,0,5,56420,80600
326,0,1,880,1250
327,0,5,56420,80600
327,0,1,880,1250
328,0,5,56420,80600
328,0,1,880,1250
329,0,5,56420,80600
329,0,1,880,1250
330,0,5,56490,80700
330,0,1,880,1250
331,0,5,56490,80700
331,0,1,880,1250
332,0,5,56490,80700
332,0,1,880,1250
333,0,5,56490,80700
333,0,1,880,1250
334,0,5,56490,80700
334,0,1,880,1250
335,0,5,56490,80700
335,0,1,880,1250
336,0,5,56490,80700
336,0,1,880,1250
337,0,5,56490,80700
337,0,1,880,1250
338,0,5,56560,80800
338,0,1,880,1250
339,0,5,56560,80800
339,0,1,880,1250
340,0,5,56560,80800
340,0,1,880,1250
341,0,5,56560,80800
341,0,1,880,1250
342,0,5,56630,80900
342,0,1,880,1250
343,0,5,56630,80900
343,0,1,880,1250
344,0,5,56630,80900
344,0,1,880,1250
345,0,5,56700,81000
345,0,1,880,1250
346,0,5,56700,81000
346,0,1,880,1250
347,0,5,56770,81100
347,0,1,880,1250
348,0,5,56770,81100
348,0,1,880,1250
349,0,5,56840,81200
349,0,1,880,1250
350,0,5,56910,81300
350,0,1,880,1250
351,0,5,56910,81300
351,0,1,880,1250
352,0,5,56980,81400
352,0,1,880,1250
353,0,5,57050,81500
353,0,1,880,1250
354,0,5,57120,81600
354,0,1,880,1250
355,0,5,57190,81700
355,0,1,880,1250
356,0,5,57190,81700
356,0,1,880,1250
357,0,5,57330,81900
357,0,1,880,1250
358,0,5,57400,82000
358,0,1,880,1250
359,0,5,57470,82100
359,0,1,880,1250
360,0,5,57540,82200
360,0,1,880,1250
361,0,5,57610,82300
361,0,1,880,1250
362,0,5,57750,82500
362,0,1,880,1250
363,0,5,57820,82600
363,0,1,880,1250
364,0,5,57960,82800
364,0,1,880,1250
365,0,5,58100,83000
365,0,1,880,1250
366,0,5,58170,83100
366,0,1,880,1250
367,0,5,58310,83300
367,0,1,880,1250
368,0,5,58450,83500
368,0,1,880,1250
369,0,5,58590,83700
369,0,1,880,1250
370,0,5,58730,83900
370,0,1,880,1250
371,0,5,58940,84200
371,0,1,880,1250
372,0,5,59080,84400
372,0,1,880,1250
373,0,5,59290,84700
373,0,1,880,1250
374,0,5,59430,84900
374,0,1,880,1250
375,0,5,59640,85200
375,0,1,880,1250
376,0,5,59850,85500
376,0,1,880,1250
377,0,5,60060,85800
377,0,1,880,1250
378,0,5,60270,86100
378,0,1,880,1250
379,0,5,60550,86500
379,0,1,880,1250
380,0,5,60760,86800
380,0,1,880,1250
381,0,5,61040,87200
381,0,1,880,1250
382,0,5,61250,87500
382,0,1,880,1250
383,0,5,61530,87900
383,0,1,880,1250
384,0,5,61880,88400
384,0,1,880,1250
385,0,5,62160,88800
385,0,1,880,1250
386,0,5,62440,89200
386,0,1,880,1250
387,0,5,62790,89700
387,0,1,880,1250
388,0,5,63140,90200
388,0,1,880,1250
389,0,5,63490,90700
389,0,1,880,1250
390,0,5,63840,91200
390,0,1,880,1250
391,0,5,64260,91800
391,0,1,880,1250
392,0,5,64610,92300
392,0,1,880,1250
393,0,5,65030,92900
393,0,1,880,1250
394,0,5,65450,93500
394,0,1,880,1250
395,0,5,65940,94200
395,0,1,880,1250
396,0,5,66360,94800
396,0,1,880,1250
397,0,5,66850,95500
397,0,1,880,1250
398,0,5,67340,96200
398,0,1,880,1250
399,0,5,67830,96900
399,0,1,880,1250
400,0,5,68390,97700
400,0,1,880,1250
401,0,5,68880,98400
401,0,1,880,1250
402,0,5,69440,99200
402,0,1,880,1250
403,0,5,70070,100100
403,0,1,880,1250
404,0,5,70630,100900
404,0,1,880,1250
405,0,5,71260,101800
405,0,1,880,1250
406,0,5,71890,102700
406,0,1,880,1250
407,0,5,72590,103700
407,0,1,880,1250
408,0,5,73220,104600
408,0,1,880,1250
409,0,5,73920,105600
409,0,1,880,1250
410,0,5,74690,106700
410,0,1,880,1250
411,0,5,75390,107700
411,0,1,880,1250
412,0,5,76160,108800
412,0,1,880,1250
413,0,5,76930,109900
413,0,1,880,1250
414,0,5,77770,111100
414,0,1,880,1250
415,0,5,78610,112300
415,0,1,880,1250
416,0,5,79450,113500
416,0,1,880,1250
417,0,5,80360,114800
417,0,1,880,1250
418,0,5,81270,116100
418,0,1,880,1250
419,0,5,82250,117500
419,0,1,880,1250
420,0,5,83160,118800
420,0,1,880,1250
421,0,5,84140,120200
421,0,1,880,1250
422,0,5,85190,121700
422,0,1,880,1250
1,1,5,720,1035
1,1,1,1050,1500
2,1,5,930,1320
2,1,1,1050,1500
3,1,5,1035,1470
3,1,1,1050,1500
4,1,5,1140,1620
4,1,1,1050,1500
5,1,5,1440,2055
5,1,1,1050,1500
6,1,5,1755,2505
6,1,1,1050,1500
7,1,5,2370,3375
7,1,1,1050,1500
8,1,5,3300,4710
8,1,1,1050,1500
9,1,5,4425,6315
9,1,1,1050,1500
10,1,5,6180,8820
10,1,1,1050,1500
11,1,5,8820,12600
11,1,1,1050,1500
12,1,5,11025,15750
12,1,1,1050,1500
13,1,5,2625,3750
13,1,1,1050,1500
14,1,5,2940,4200
14,1,1,1050,1500
15,1,5,3570,5100
15,1,1,1050,1500
16,1,5,4410,6300
16,1,1,1050,1500
17,1,5,5355,7650
17,1,1,1050,1500
18,1,5,6405,9150
18,1,1,1050,1500
19,1,5,7560,10800
19,1,1,1050,1500
20,1,5,8715,12450
20,1,1,1050,1500
21,1,5,9870,14100
21,1,1,1050,1500
22,1,5,11025,15750
22,1,1,1050,1500
23,1,5,12075,17250
23,1,1,1050,1500
24,1,5,13020,18600
24,1,1,1050,1500
25,1,5,13755,19650
25,1,1,1050,1500
26,1,5,13860,19800
26,1,1,1050,1500
27,1,5,13755,19650
27,1,1,1050,1500
28,1,5,13020,18600
28,1,1,1050,1500
29,1,5,15225,21750
29,1,1,1050,1500
30,1,5,17850,25500
30,1,1,1050,1500
31,1,5,18270,26100
31,1,1,1050,1500
32,1,5,19530,27900
32,1,1,1050,1500
33,1,5,20370,29100
33,1,1,1050,1500
34,1,5,20685,29550
34,1,1,1050,1500
35,1,5,20790,29700
35,1,1,1575,2250
36,1,5,21945,31350
36,1,1,1575,2250
37,1,5,22995,32850
37,1,1,1575,2250
38,1,5,23100,33000
38,1,1,1575,2250
39,1,5,23940,34200
39,1,1,1575,2250
40,1,5,24570,35100
40,1,1,1575,2250
41,1,5,25200,36000
41,1,1,1575,2250
42,1,5,25725,36750
42,1,1,1575,2250
43,1,5,26145,37350
43,1,1,1575,2250
44,1,5,26145,37350
44,1,1,1575,2250
45,1,5,26460,37800
45,1,1,1575,2250
46,1,5,26670,38100
46,1,1,1575,2250
47,1,5,26670,38100
47,1,1,1575,2250
48,1,5,26880,38400
48,1,1,1575,2250
49,1,5,26985,38550
49,1,1,1575,2250
50,1,5,27090,38700
50,1,1,1575,2250
51,1,5,27195,38850
51,1,1,1575,2250
52,1,5,27195,38850
52,1,1,1575,2250
53,1,5,27300,39000
53,1,1,1575,2250
54,1,5,27300,39000
54,1,1,1575,2250
55,1,5,27300,39000
55,1,1,1575,2250
56,1,5,27300,39000
56,1,1,1575,2250
57,1,5,27300,39000
57,1,1,1575,2250
58,1,5,27300,39000
58,1,1,1575,2250
59,1,5,27300,39000
59,1,1,1575,2250
60,1,5,27405,39150
60,1,1,1575,2250
61,1,5,27405,39150
61,1,1,1575,2250
62,1,5,27405,39150
62,1,1,1575,2250
63,1,5,27405,39150
63,1,1,1575,2250
64,1,5,27405,39150
64,1,1,1575,2250
65,1,5,27405,39150
65,1,1,1575,2250
66,1,5,27405,39150
66,1,1,1575,2250
67,1,5,27405,39150
67,1,1,1575,2250
68,1,5,27405,39150
68,1,1,1575,2250
69,1,5,27405,39150
69,1,1,1575,2250
70,1,5,27405,39150
70,1,1,1575,2250
71,1,5,27405,39150
71,1,1,1575,2250
72,1,5,27405,39150
72,1,1,1575,2250
73,1,5,27510,39300
73,1,1,1575,2250
74,1,5,27510,39300
74,1,1,1575,2250
75,1,5,27615,39450
75,1,1,1575,2250
76,1,5,27615,39450
76,1,1,1575,2250
77,1,5,27720,39600
77,1,1,1575,2250
78,1,5,27825,39750
78,1,1,1575,2250
79,1,5,28035,40050
79,1,1,1575,2250
80,1,5,28140,40200
80,1,1,1575,2250
81,1,5,28350,40500
81,1,1,1575,2250
82,1,5,28350,40500
82,1,1,1575,2250
83,1,5,28350,40500
83,1,1,1575,2250
84,1,5,28455,40650
84,1,1,1575,2250
85,1,5,28560,40800
85,1,1,1575,2250
86,1,5,28770,41100
86,1,1,1575,2250
87,1,5,28875,41250
87,1,1,1575,2250
88,1,5,29085,41550
88,1,1,1575,2250
89,1,5,29400,42000
89,1,1,1575,2250
90,1,5,29715,42450
90,1,1,1575,2250
91,1,5,30030,42900
91,1,1,1575,2250
92,1,5,30450,43500
92,1,1,1575,2250
93,1,5,30975,44250
93,1,1,1575,2250
94,1,5,31500,45000
94,1,1,2100,3000
95,1,5,32130,45900
95,1,1,2100,3000
96,1,5,32760,46800
96,1,1,2100,3000
97,1,5,33495,47850
97,1,1,2100,3000
98,1,5,34230,48900
98,1,1,2100,3000
99,1,5,35175,50250
99,1,1,2100,3000
100,1,5,36120,51600
100,1,1,2100,3000
101,1,5,37065,52950
101,1,1,2100,3000
102,1,5,38220,54600
102,1,1,2100,3000
103,1,5,39375,56250
103,1,1,2100,3000
104,1,5,40635,58050
104,1,1,2100,3000
105,1,5,42000,60000
105,1,1,2100,3000
106,1,5,43365,61950
106,1,1,2100,3000
107,1,5,44940,64200
107,1,1,2100,3000
108,1,5,46620,66600
108,1,1,2100,3000
109,1,5,48300,69000
109,1,1,2100,3000
110,1,5,49980,71400
110,1,1,2100,3000
111,1,5,51450,73500
111,1,1,2100,3000
112,1,5,52815,75450
112,1,1,2100,3000
113,1,5,54075,77250
113,1,1,2100,3000
114,1,5,55125,78750
114,1,1,2100,3000
115,1,5,56070,80100
115,1,1,2100,3000
116,1,5,56910,81300
116,1,1,2100,3000
117,1,5,57540,82200
117,1,1,2100,3000
118,1,5,58170,83100
118,1,1,2100,3000
119,1,5,58695,83850
119,1,1,2100,3000
120,1,5,59010,84300
120,1,1,2100,3000
121,1,5,59325,84750
121,1,1,2100,3000
122,1,5,59535,85050
122,1,1,2100,3000
123,1,5,59640,85200
123,1,1,2100,3000
124,1,5,59745,85350
124,1,1,2100,3000
125,1,5,60270,86100
125,1,1,2100,3000
126,1,5,60795,86850
126,1,1,2100,3000
127,1,5,61320,87600
127,1,1,2100,3000
128,1,5,61740,88200
128,1,1,2100,3000
129,1,5,62160,88800
129,1,1,2100,3000
130,1,5,62475,89250
130,1,1,2100,3000
131,1,5,62790,89700
131,1,1,2100,3000
132,1,5,63105,90150
132,1,1,2100,3000
133,1,5,63420,90600
133,1,1,2100,3000
134,1,5,63630,90900
134,1,1,2100,3000
135,1,5,63840,91200
135,1,1,2100,3000
136,1,5,63945,91350
136,1,1,2100,3000
137,1,5,64155,91650
137,1,1,2100,3000
138,1,5,64260,91800
138,1,1,2100,3000
139,1,5,64365,91950
139,1,1,2100,3000
140,1,5,64470,92100
140,1,1,2100,3000
141,1,5,64575,92250
141,1,1,2100,3000
142,1,5,64575,92250
142,1,1,2100,3000
143,1,5,64680,92400
143,1,1,2100,3000
144,1,5,64680,92400
144,1,1,2100,3000
145,1,5,64680,92400
145,1,1,2100,3000
146,1,5,64785,92550
146,1,1,2100,3000
147,1,5,64785,92550
147,1,1,2100,3000
148,1,5,64785,92550
148,1,1,2100,3000
149,1,5,64785,92550
149,1,1,2100,3000
150,1,5,64785,92550
150,1,1,2100,3000
151,1,5,64785,92550
151,1,1,2100,3000
152,1,5,64785,92550
152,1,1,2100,3000
153,1,5,64785,92550
153,1,1,2100,3000
154,1,5,64785,92550
154,1,1,2100,3000
155,1,5,64785,92550
155,1,1,2100,3000
156,1,5,64785,92550
156,1,1,2100,3000
157,1,5,64785,92550
157,1,1,2100,3000
158,1,5,64785,92550
158,1,1,2100,3000
159,1,5,64785,92550
159,1,1,2100,3000
160,1,5,64785,92550
160,1,1,2100,3000
161,1,5,64785,92550
161,1,1,2100,3000
162,1,5,64785,92550
162,1,1,2100,3000
163,1,5,64785,92550
163,1,1,2100,3000
164,1,5,64785,92550
164,1,1,2100,3000
165,1,5,64785,92550
165,1,1,2100,3000
166,1,5,64785,92550
166,1,1,2100,3000
167,1,5,64785,92550
167,1,1,2100,3000
168,1,5,64785,92550
168,1,1,2100,3000
169,1,5,64890,92700
169,1,1,2100,3000
170,1,5,64890,92700
170,1,1,2100,3000
171,1,5,64890,92700
171,1,1,2100,3000
172,1,5,64890,92700
172,1,1,2100,3000
173,1,5,64890,92700
173,1,1,2100,3000
174,1,5,64890,92700
174,1,1,2100,3000
175,1,5,64995,92850
175,1,1,2100,3000
176,1,5,64995,92850
176,1,1,2100,3000
177,1,5,65100,93000
177,1,1,2100,3000
178,1,5,65100,93000
178,1,1,2100,3000
179,1,5,65205,93150
179,1,1,2100,3000
180,1,5,65205,93150
180,1,1,2100,3000
181,1,5,65310,93300
