Id,TskType,NpcAutoMoveID,TaskCount,RewardExp,RewardAdena,RewardIcon,MissionIcon
31,83,10005,17.5,0,0,Icon_Asset_Adena_01,Icon_Asset_Adena_01
32,83,10006,17.5,0,0,Icon_Asset_Adena_01,Icon_Asset_Adena_01
33,83,10008,1,0,0,Icon_Asset_Adena_01,Icon_Asset_Adena_01
34,83,10009,1,0,0,Icon_Asset_Adena_01,Icon_Asset_Adena_01
35,83,10010,1,0,0,Icon_Asset_Adena_01,Icon_Asset_Adena_01
36,83,10005,17.5,0,0,Icon_Asset_Adena_01,Icon_Asset_Adena_01
37,83,10006,17.5,0,0,Icon_Asset_Adena_01,Icon_Asset_Adena_01
38,83,10005,17.5,0,0,Icon_Asset_Adena_01,Icon_Asset_Adena_01
39,83,10006,17.5,0,0,Icon_Asset_Adena_01,Icon_Asset_Adena_01
40,83,10008,1,0,0,Icon_Asset_Adena_01,Icon_Asset_Adena_01
41,83,10009,1,0,0,Icon_Asset_Adena_01,Icon_Asset_Adena_01
42,83,10010,1,0,0,Icon_Asset_Adena_01,Icon_Asset_Adena_01
43,83,10005,17.5,0,0,Icon_Asset_Adena_01,Icon_Asset_Adena_01
44,83,10006,17.5,0,0,Icon_Asset_Adena_01,Icon_Asset_Adena_01
45,83,10005,17.5,0,0,Icon_Asset_Adena_01,Icon_Asset_Adena_01
46,83,10006,17.5,0,0,Icon_Asset_Adena_01,Icon_Asset_Adena_01
47,83,10005,17.5,0,0,Icon_Asset_Adena_01,Icon_Asset_Adena_01
48,83,10006,17.5,0,0,Icon_Asset_Adena_01,Icon_Asset_Adena_01
49,83,10005,17.5,0,0,Icon_Asset_Adena_01,Icon_Asset_Adena_01
50,83,10006,17.5,0,0,Icon_Asset_Adena_01,Icon_Asset_Adena_01
51,83,10009,1,0,0,Icon_Asset_Adena_01,Icon_Asset_Adena_01
52,83,10010,1,0,0,Icon_Asset_Adena_01,Icon_Asset_Adena_01
53,83,10005,17.5,0,0,Icon_Asset_Adena_01,Icon_Asset_Adena_01
54,83,10006,17.5,0,0,Icon_Asset_Adena_01,Icon_Asset_Adena_01
55,83,10005,17.5,0,0,Icon_Asset_Adena_01,Icon_Asset_Adena_01
56,83,10006,17.5,0,0,Icon_Asset_Adena_01,Icon_Asset_Adena_01
57,83,10005,17.5,0,0,Icon_Asset_Adena_01,Icon_Asset_Adena_01
58,83,10006,17.5,0,0,Icon_Asset_Adena_01,Icon_Asset_Adena_01
59,83,10005,17.5,0,0,Icon_Asset_Adena_01,Icon_Asset_Adena_01
60,83,10006,17.5,0,0,Icon_Asset_Adena_01,Icon_Asset_Adena_01
61,83,10013,17.5,0,0,Icon_Asset_Adena_01,Icon_Asset_Adena_01
62,83,10013,17.5,0,0,Icon_Asset_Adena_01,Icon_Asset_Adena_01
63,83,10013,17.5,0,0,Icon_Asset_Adena_01,Icon_Asset_Adena_01
64,83,10013,17.5,0,0,Icon_Asset_Adena_01,Icon_Asset_Adena_01
65,83,10013,17.5,0,0,Icon_Asset_Adena_01,Icon_Asset_Adena_01
66,83,10013,17.5,0,0,Icon_Asset_Adena_01,Icon_Asset_Adena_01
67,83,10022,1,0,0,Icon_Asset_Adena_01,Icon_Asset_Adena_01
68,83,10023,1,0,0,Icon_Asset_Adena_01,Icon_Asset_Adena_01
69,83,10022,1,0,0,Icon_Asset_Adena_01,Icon_Asset_Adena_01
70,83,10023,1,0,0,Icon_Asset_Adena_01,Icon_Asset_Adena_01
71,83,10012,17.5,0,0,Icon_Asset_Adena_01,Icon_Asset_Adena_01
72,83,10012,17.5,0,0,Icon_Asset_Adena_01,Icon_Asset_Adena_01
73,83,10012,17.5,0,0,Icon_Asset_Adena_01,Icon_Asset_Adena_01
74,83,10012,17.5,0,0,Icon_Asset_Adena_01,Icon_Asset_Adena_01
75,83,10012,17.5,0,0,Icon_Asset_Adena_01,Icon_Asset_Adena_01
76,83,10012,17.5,0,0,Icon_Asset_Adena_01,Icon_Asset_Adena_01
77,83,10014,17.5,0,0,Icon_Asset_Adena_01,Icon_Asset_Adena_01
78,83,10015,17.5,0,0,Icon_Asset_Adena_01,Icon_Asset_Adena_01
79,83,10014,17.5,0,0,Icon_Asset_Adena_01,Icon_Asset_Adena_01
80,83,10015,17.5,0,0,Icon_Asset_Adena_01,Icon_Asset_Adena_01
81,83,10014,17.5,0,0,Icon_Asset_Adena_01,Icon_Asset_Adena_01
82,83,10015,17.5,0,0,Icon_Asset_Adena_01,Icon_Asset_Adena_01
83,83,10014,17.5,0,0,Icon_Asset_Adena_01,Icon_Asset_Adena_01
84,83,10015,17.5,0,0,Icon_Asset_Adena_01,Icon_Asset_Adena_01
85,83,10014,17.5,0,0,Icon_Asset_Adena_01,Icon_Asset_Adena_01
86,83,10015,17.5,0,0,Icon_Asset_Adena_01,Icon_Asset_Adena_01
87,83,10024,1,0,0,Icon_Asset_Adena_01,Icon_Asset_Adena_01
88,83,10014,17.5,0,0,Icon_Asset_Adena_01,Icon_Asset_Adena_01
89,83,10015,17.5,0,0,Icon_Asset_Adena_01,Icon_Asset_Adena_01
90,83,10024,1,0,0,Icon_Asset_Adena_01,Icon_Asset_Adena_01
91,83,10016,17.5,0,0,Icon_Asset_Adena_01,Icon_Asset_Adena_01
92,83,10018,17.5,0,0,Icon_Asset_Adena_01,Icon_Asset_Adena_01
93,83,10016,17.5,0,0,Icon_Asset_Adena_01,Icon_Asset_Adena_01
94,83,10018,17.5,0,0,Icon_Asset_Adena_01,Icon_Asset_Adena_01
95,83,10016,17.5,0,0,Icon_Asset_Adena_01,Icon_Asset_Adena_01
96,83,10018,17.5,0,0,Icon_Asset_Adena_01,Icon_Asset_Adena_01
97,83,10016,17.5,0,0,Icon_Asset_Adena_01,Icon_Asset_Adena_01
98,83,10018,17.5,0,0,Icon_Asset_Adena_01,Icon_Asset_Adena_01
99,83,10016,17.5,0,0,Icon_Asset_Adena_01,Icon_Asset_Adena_01
100,83,10018,17.5,0,0,Icon_Asset_Adena_01,Icon_Asset_Adena_01
101,83,10016,17.5,0,0,Icon_Asset_Adena_01,Icon_Asset_Adena_01
102,83,10018,17.5,0,0,Icon_Asset_Adena_01,Icon_Asset_Adena_01
103,83,10016,17.5,0,0,Icon_Asset_Adena_01,Icon_Asset_Adena_01
104,83,10018,17.5,0,0,Icon_Asset_Adena_01,Icon_Asset_Adena_01
105,83,10016,17.5,0,0,Icon_Asset_Adena_01,Icon_Asset_Adena_01
106,83,10018,17.5,0,0,Icon_Asset_Adena_01,Icon_Asset_Adena_01
107,83,10016,17.5,0,0,Icon_Asset_Adena_01,Icon_Asset_Adena_01
108,83,10018,17.5,0,0,Icon_Asset_Adena_01,Icon_Asset_Adena_01
109,83,10016,17.5,0,0,Icon_Asset_Adena_01,Icon_Asset_Adena_01
110,83,10018,17.5,0,0,Icon_Asset_Adena_01,Icon_Asset_Adena_01
111,83,10016,17.5,0,0,Icon_Asset_Adena_01,Icon_Asset_Adena_01
112,83,10018,17.5,0,0,Icon_Asset_Adena_01,Icon_Asset_Adena_01
113,83,10016,17.5,0,0,Icon_Asset_Adena_01,Icon_Asset_Adena_01
114,83,10018,17.5,0,0,Icon_Asset_Adena_01,Icon_Asset_Adena_01
115,83,10017,17.5,0,0,Icon_Asset_Adena_01,Icon_Asset_Adena_01
116,83,10017,17.5,0,0,Icon_Asset_Adena_01,Icon_Asset_Adena_01
117,83,10025,1,0,0,Icon_Asset_Adena_01,Icon_Asset_Adena_01
118,83,10025,1,0,0,Icon_Asset_Adena_01,Icon_Asset_Adena_01
119,83,10025,1,0,0,Icon_Asset_Adena_01,Icon_Asset_Adena_01
120,83,10025,1,0,0,Icon_Asset_Adena_01,Icon_Asset_Adena_01
121,83,10019,17.5,0,0,Icon_Asset_Adena_01,Icon_Asset_Adena_01
122,83,10020,17.5,0,0,Icon_Asset_Adena_01,Icon_Asset_Adena_01
123,83,10019,17.5,0,0,Icon_Asset_Adena_01,Icon_Asset_Adena_01
124,83,10020,17.5,0,0,Icon_Asset_Adena_01,Icon_Asset_Adena_01
125,83,10019,17.5,0,0,Icon_Asset_Adena_01,Icon_Asset_Adena_01
126,83,10020,17.5,0,0,Icon_Asset_Adena_01,Icon_Asset_Adena_01
127,83,10019,17.5,0,0,Icon_Asset_Adena_01,Icon_Asset_Adena_01
128,83,10020,17.5,0,0,Icon_Asset_Adena_01,Icon_Asset_Adena_01
129,83,10019,17.5,0,0,Icon_Asset_Adena_01,Icon_Asset_Adena_01
130,83,10020,17.5,0,0,Icon_Asset_Adena_01,Icon_Asset_Adena_01
131,83,10019,17.5,0,0,Icon_Asset_Adena_01,Icon_Asset_Adena_01
132,83,10020,17.5,0,0,Icon_Asset_Adena_01,Icon_Asset_Adena_01
133,83,10019,17.5,0,0,Icon_Asset_Adena_01,Icon_Asset_Adena_01
134,83,10020,17.5,0,0,Icon_Asset_Adena_01,Icon_Asset_Adena_01
135,83,10019,17.5,0,0,Icon_Asset_Adena_01,Icon_Asset_Adena_01
136,83,10020,17.5,0,0,Icon_Asset_Adena_01,Icon_Asset_Adena_01
137,83,10019,17.5,0,0,Icon_Asset_Adena_01,Icon_Asset_Adena_01
138,83,10020,17.5,0,0,Icon_Asset_Adena_01,Icon_Asset_Adena_01
139,83,10019,17.5,0,0,Icon_Asset_Adena_01,Icon_Asset_Adena_01
140,83,10020,17.5,0,0,Icon_Asset_Adena_01,Icon_Asset_Adena_01
141,83,10026,1,0,0,Icon_Asset_Adena_01,Icon_Asset_Adena_01
142,83,10019,17.5,0,0,Icon_Asset_Adena_01,Icon_Asset_Adena_01
143,83,10020,17.5,0,0,Icon_Asset_Adena_01,Icon_Asset_Adena_01
144,83,10026,1,0,0,Icon_Asset_Adena_01,Icon_Asset_Adena_01
145,83,10021,17.5,0,0,Icon_Asset_Adena_01,Icon_Asset_Adena_01
146,83,10027,1,0,0,Icon_Asset_Adena_01,Icon_Asset_Adena_01
147,83,10021,17.5,0,0,Icon_Asset_Adena_01,Icon_Asset_Adena_01
148,83,10026,1,0,0,Icon_Asset_Adena_01,Icon_Asset_Adena_01
149,83,10027,1,0,0,Icon_Asset_Adena_01,Icon_Asset_Adena_01
150,83,10027,1,0,0,Icon_Asset_Adena_01,Icon_Asset_Adena_01
151,83,10037,17.5,0,0,Icon_Asset_Adena_01,Icon_Asset_Adena_01
152,83,10038,17.5,0,0,Icon_Asset_Adena_01,Icon_Asset_Adena_01
153,83,10039,17.5,0,0,Icon_Asset_Adena_01,Icon_Asset_Adena_01
154,83,10037,17.5,0,0,Icon_Asset_Adena_01,Icon_Asset_Adena_01
155,83,10038,17.5,0,0,Icon_Asset_Adena_01,Icon_Asset_Adena_01
156,83,10039,17.5,0,0,Icon_Asset_Adena_01,Icon_Asset_Adena_01
157,83,10037,17.5,0,0,Icon_Asset_Adena_01,Icon_Asset_Adena_01
158,83,10038,17.5,0,0,Icon_Asset_Adena_01,Icon_Asset_Adena_01
159,83,10039,17.5,0,0,Icon_Asset_Adena_01,Icon_Asset_Adena_01
160,83,10037,17.5,0,0,Icon_Asset_Adena_01,Icon_Asset_Adena_01
161,83,10038,17.5,0,0,Icon_Asset_Adena_01,Icon_Asset_Adena_01
162,83,10039,17.5,0,0,Icon_Asset_Adena_01,Icon_Asset_Adena_01
163,83,10035,17.5,0,0,Icon_Asset_Adena_01,Icon_Asset_Adena_01
164,83,10036,17.5,0,0,Icon_Asset_Adena_01,Icon_Asset_Adena_01
165,83,10040,17.5,0,0,Icon_Asset_Adena_01,Icon_Asset_Adena_01
166,83,10035,17.5,0,0,Icon_Asset_Adena_01,Icon_Asset_Adena_01
167,83,10036,17.5,0,0,Icon_Asset_Adena_01,Icon_Asset_Adena_01
168,83,10040,17.5,0,0,Icon_Asset_Adena_01,Icon_Asset_Adena_01
169,83,10035,17.5,0,0,Icon_Asset_Adena_01,Icon_Asset_Adena_01
170,83,10036,17.5,0,0,Icon_Asset_Adena_01,Icon_Asset_Adena_01
171,83,10040,17.5,0,0,Icon_Asset_Adena_01,Icon_Asset_Adena_01
172,83,10035,17.5,0,0,Icon_Asset_Adena_01,Icon_Asset_Adena_01
173,83,10036,17.5,0,0,Icon_Asset_Adena_01,Icon_Asset_Adena_01
174,83,10040,17.5,0,0,Icon_Asset_Adena_01,Icon_Asset_Adena_01
175,83,10031,1,0,0,Icon_Asset_Adena_01,Icon_Asset_Adena_01
176,83,10031,1,0,0,Icon_Asset_Adena_01,Icon_Asset_Adena_01
177,83,10042,17.5,0,0,Icon_Asset_Adena_01,Icon_Asset_Adena_01
178,83,10042,17.5,0,0,Icon_Asset_Adena_01,Icon_Asset_Adena_01
179,83,10031,1,0,0,Icon_Asset_Adena_01,Icon_Asset_Adena_01
180,83,10042,17.5,0,0,Icon_Asset_Adena_01,Icon_Asset_Adena_01
181,83,10029,1,0,0,Icon_Asset_Adena_01,Icon_Asset_Adena_01
182,83,10030,1,0,0,Icon_Asset_Adena_01,Icon_Asset_Adena_01
183,83,10031,1,0,0,Icon_Asset_Adena_01,Icon_Asset_Adena_01
184,83,10035,17.5,0,0,Icon_Asset_Adena_01,Icon_Asset_Adena_01
185,83,10036,17.5,0,0,Icon_Asset_Adena_01,Icon_Asset_Adena_01
186,83,10037,17.5,0,0,Icon_Asset_Adena_01,Icon_Asset_Adena_01
187,83,10038,17.5,0,0,Icon_Asset_Adena_01,Icon_Asset_Adena_01
188,83,10039,17.5,0,0,Icon_Asset_Adena_01,Icon_Asset_Adena_01
189,83,10040,17.5,0,0,Icon_Asset_Adena_01,Icon_Asset_Adena_01
190,83,10041,17.5,0,0,Icon_Asset_Adena_01,Icon_Asset_Adena_01
191,83,10042,17.5,0,0,Icon_Asset_Adena_01,Icon_Asset_Adena_01
192,83,10043,17.5,0,0,Icon_Asset_Adena_01,Icon_Asset_Adena_01
193,83,10029,1,0,0,Icon_Asset_Adena_01,Icon_Asset_Adena_01
194,83,10030,1,0,0,Icon_Asset_Adena_01,Icon_Asset_Adena_01
195,83,10031,1,0,0,Icon_Asset_Adena_01,Icon_Asset_Adena_01
196,83,10035,17.5,0,0,Icon_Asset_Adena_01,Icon_Asset_Adena_01
197,83,10036,17.5,0,0,Icon_Asset_Adena_01,Icon_Asset_Adena_01
198,83,10037,17.5,0,0,Icon_Asset_Adena_01,Icon_Asset_Adena_01
199,83,10038,17.5,0,0,Icon_Asset_Adena_01,Icon_Asset_Adena_01
200,83,10039,17.5,0,0,Icon_Asset_Adena_01,Icon_Asset_Adena_01
201,83,10040,17.5,0,0,Icon_Asset_Adena_01,Icon_Asset_Adena_01
202,83,10041,17.5,0,0,Icon_Asset_Adena_01,Icon_Asset_Adena_01
203,83,10042,17.5,0,0,Icon_Asset_Adena_01,Icon_Asset_Adena_01
204,83,10043,17.5,0,0,Icon_Asset_Adena_01,Icon_Asset_Adena_01
205,83,10038,17.5,0,0,Icon_Asset_Adena_01,Icon_Asset_Adena_01
206,83,10039,17.5,0,0,Icon_Asset_Adena_01,Icon_Asset_Adena_01
207,83,10040,17.5,0,0,Icon_Asset_Adena_01,Icon_Asset_Adena_01
208,83,10041,17.5,0,0,Icon_Asset_Adena_01,Icon_Asset_Adena_01
209,83,10042,17.5,0,0,Icon_Asset_Adena_01,Icon_Asset_Adena_01
210,83,10043,17.5,0,0,Icon_Asset_Adena_01,Icon_Asset_Adena_01
211,83,10032,1,0,0,Icon_Asset_Adena_01,Icon_Asset_Adena_01
212,83,10033,1,0,0,Icon_Asset_Adena_01,Icon_Asset_Adena_01
213,83,10034,1,0,0,Icon_Asset_Adena_01,Icon_Asset_Adena_01
214,83,10044,17.5,0,0,Icon_Asset_Adena_01,Icon_Asset_Adena_01
215,83,10045,17.5,0,0,Icon_Asset_Adena_01,Icon_Asset_Adena_01
216,83,10046,17.5,0,0,Icon_Asset_Adena_01,Icon_Asset_Adena_01
217,83,10047,17.5,0,0,Icon_Asset_Adena_01,Icon_Asset_Adena_01
218,83,10032,1,0,0,Icon_Asset_Adena_01,Icon_Asset_Adena_01
219,83,10033,1,0,0,Icon_Asset_Adena_01,Icon_Asset_Adena_01
220,83,10034,1,0,0,Icon_Asset_Adena_01,Icon_Asset_Adena_01
221,83,10044,17.5,0,0,Icon_Asset_Adena_01,Icon_Asset_Adena_01
222,83,10045,17.5,0,0,Icon_Asset_Adena_01,Icon_Asset_Adena_01
223,83,10046,17.5,0,0,Icon_Asset_Adena_01,Icon_Asset_Adena_01
224,83,10047,17.5,0,0,Icon_Asset_Adena_01,Icon_Asset_Adena_01
225,83,10032,1,0,0,Icon_Asset_Adena_01,Icon_Asset_Adena_01
226,83,10033,1,0,0,Icon_Asset_Adena_01,Icon_Asset_Adena_01
227,83,10034,1,0,0,Icon_Asset_Adena_01,Icon_Asset_Adena_01
228,83,10044,17.5,0,0,Icon_Asset_Adena_01,Icon_Asset_Adena_01
229,83,10045,17.5,0,0,Icon_Asset_Adena_01,Icon_Asset_Adena_01
230,83,10046,17.5,0,0,Icon_Asset_Adena_01,Icon_Asset_Adena_01
231,83,10047,17.5,0,0,Icon_Asset_Adena_01,Icon_Asset_Adena_01
232,83,10032,1,0,0,Icon_Asset_Adena_01,Icon_Asset_Adena_01
233,83,10033,1,0,0,Icon_Asset_Adena_01,Icon_Asset_Adena_01
234,83,10034,1,0,0,Icon_Asset_Adena_01,Icon_Asset_Adena_01
235,83,10044,17.5,0,0,Icon_Asset_Adena_01,Icon_Asset_Adena_01
236,83,10045,17.5,0,0,Icon_Asset_Adena_01,Icon_Asset_Adena_01
237,83,10046,17.5,0,0,Icon_Asset_Adena_01,Icon_Asset_Adena_01
238,83,10047,17.5,0,0,Icon_Asset_Adena_01,Icon_Asset_Adena_01
239,83,10046,17.5,0,0,Icon_Asset_Adena_01,Icon_Asset_Adena_01
240,83,10047,17.5,0,0,Icon_Asset_Adena_01,Icon_Asset_Adena_01
241,83,10048,17.5,0,0,Icon_Asset_Adena_01,Icon_Asset_Adena_01
242,83,10049,17.5,0,0,Icon_Asset_Adena_01,Icon_Asset_Adena_01
243,83,10050,1,0,0,Icon_Asset_Adena_01,Icon_Asset_Adena_01
244,83,10232,17.5,0,0,Icon_Asset_Adena_01,Icon_Asset_Adena_01
245,83,10233,17.5,0,0,Icon_Asset_Adena_01,Icon_Asset_Adena_01
246,83,10234,17.5,0,0,Icon_Asset_Adena_01,Icon_Asset_Adena_01
247,83,10235,17.5,0,0,Icon_Asset_Adena_01,Icon_Asset_Adena_01
248,83,10236,17.5,0,0,Icon_Asset_Adena_01,Icon_Asset_Adena_01
249,83,10234,17.5,0,0,Icon_Asset_Adena_01,Icon_Asset_Adena_01
250,83,10237,17.5,0,0,Icon_Asset_Adena_01,Icon_Asset_Adena_01
251,83,10048,17.5,0,0,Icon_Asset_Adena_01,Icon_Asset_Adena_01
252,83,10049,17.5,0,0,Icon_Asset_Adena_01,Icon_Asset_Adena_01
253,83,10050,1,0,0,Icon_Asset_Adena_01,Icon_Asset_Adena_01
254,83,10232,17.5,0,0,Icon_Asset_Adena_01,Icon_Asset_Adena_01
255,83,10233,17.5,0,0,Icon_Asset_Adena_01,Icon_Asset_Adena_01
256,83,10234,17.5,0,0,Icon_Asset_Adena_01,Icon_Asset_Adena_01
257,83,10235,17.5,0,0,Icon_Asset_Adena_01,Icon_Asset_Adena_01
258,83,10236,17.5,0,0,Icon_Asset_Adena_01,Icon_Asset_Adena_01
259,83,10234,17.5,0,0,Icon_Asset_Adena_01,Icon_Asset_Adena_01
260,83,10237,17.5,0,0,Icon_Asset_Adena_01,Icon_Asset_Adena_01
261,83,10048,17.5,0,0,Icon_Asset_Adena_01,Icon_Asset_Adena_01
262,83,10049,17.5,0,0,Icon_Asset_Adena_01,Icon_Asset_Adena_01
263,83,10050,1,0,0,Icon_Asset_Adena_01,Icon_Asset_Adena_01
264,83,10232,17.5,0,0,Icon_Asset_Adena_01,Icon_Asset_Adena_01
265,83,10233,17.5,0,0,Icon_Asset_Adena_01,Icon_Asset_Adena_01
266,83,10234,17.5,0,0,Icon_Asset_Adena_01,Icon_Asset_Adena_01
267,83,10235,17.5,0,0,Icon_Asset_Adena_01,Icon_Asset_Adena_01
268,83,10236,17.5,0,0,Icon_Asset_Adena_01,Icon_Asset_Adena_01
269,83,10234,17.5,0,0,Icon_Asset_Adena_01,Icon_Asset_Adena_01
270,83,10237,17.5,0,0,Icon_Asset_Adena_01,Icon_Asset_Adena_01
271,83,10051,1,0,0,Icon_Asset_Adena_01,Icon_Asset_Adena_01
272,83,10057,17.5,0,0,Icon_Asset_Adena_01,Icon_Asset_Adena_01
273,83,10241,17.5,0,0,Icon_Asset_Adena_01,Icon_Asset_Adena_01
274,83,10058,17.5,0,0,Icon_Asset_Adena_01,Icon_Asset_Adena_01
275,83,10238,17.5,0,0,Icon_Asset_Adena_01,Icon_Asset_Adena_01
276,83,10239,17.5,0,0,Icon_Asset_Adena_01,Icon_Asset_Adena_01
277,83,10240,17.5,0,0,Icon_Asset_Adena_01,Icon_Asset_Adena_01
278,83,10059,17.5,0,0,Icon_Asset_Adena_01,Icon_Asset_Adena_01
279,83,10051,1,0,0,Icon_Asset_Adena_01,Icon_Asset_Adena_01
280,83,10057,17.5,0,0,Icon_Asset_Adena_01,Icon_Asset_Adena_01
281,83,10241,17.5,0,0,Icon_Asset_Adena_01,Icon_Asset_Adena_01
282,83,10058,17.5,0,0,Icon_Asset_Adena_01,Icon_Asset_Adena_01
283,83,10238,17.5,0,0,Icon_Asset_Adena_01,Icon_Asset_Adena_01
284,83,10239,17.5,0,0,Icon_Asset_Adena_01,Icon_Asset_Adena_01
285,83,10240,17.5,0,0,Icon_Asset_Adena_01,Icon_Asset_Adena_01
286,83,10059,17.5,0,0,Icon_Asset_Adena_01,Icon_Asset_Adena_01
287,83,10051,1,0,0,Icon_Asset_Adena_01,Icon_Asset_Adena_01
288,83,10057,17.5,0,0,Icon_Asset_Adena_01,Icon_Asset_Adena_01
289,83,10241,17.5,0,0,Icon_Asset_Adena_01,Icon_Asset_Adena_01
290,83,10058,17.5,0,0,Icon_Asset_Adena_01,Icon_Asset_Adena_01
291,83,10238,17.5,0,0,Icon_Asset_Adena_01,Icon_Asset_Adena_01
292,83,10239,17.5,0,0,Icon_Asset_Adena_01,Icon_Asset_Adena_01
293,83,10240,17.5,0,0,Icon_Asset_Adena_01,Icon_Asset_Adena_01
294,83,10059,17.5,0,0,Icon_Asset_Adena_01,Icon_Asset_Adena_01
295,83,10051,1,0,0,Icon_Asset_Adena_01,Icon_Asset_Adena_01
296,83,10057,17.5,0,0,Icon_Asset_Adena_01,Icon_Asset_Adena_01
297,83,10241,17.5,0,0,Icon_Asset_Adena_01,Icon_Asset_Adena_01
298,83,10058,17.5,0,0,Icon_Asset_Adena_01,Icon_Asset_Adena_01
299,83,10238,17.5,0,0,Icon_Asset_Adena_01,Icon_Asset_Adena_01
300,83,10239,17.5,0,0,Icon_Asset_Adena_01,Icon_Asset_Adena_01
301,83,10240,17.5,0,0,Icon_Asset_Adena_01,Icon_Asset_Adena_01
302,83,10059,17.5,0,0,Icon_Asset_Adena_01,Icon_Asset_Adena_01
303,83,10242,17.5,0,0,Icon_Asset_Adena_01,Icon_Asset_Adena_01
304,83,10243,17.5,0,0,Icon_Asset_Adena_01,Icon_Asset_Adena_01
305,83,10052,1,0,0,Icon_Asset_Adena_01,Icon_Asset_Adena_01
306,83,10060,17.5,0,0,Icon_Asset_Adena_01,Icon_Asset_Adena_01
307,83,10244,17.5,0,0,Icon_Asset_Adena_01,Icon_Asset_Adena_01
308,83,10245,17.5,0,0,Icon_Asset_Adena_01,Icon_Asset_Adena_01
309,83,10053,1,0,0,Icon_Asset_Adena_01,Icon_Asset_Adena_01
310,83,10056,17.5,0,0,Icon_Asset_Adena_01,Icon_Asset_Adena_01
311,83,10061,17.5,0,0,Icon_Asset_Adena_01,Icon_Asset_Adena_01
312,83,10062,17.5,0,0,Icon_Asset_Adena_01,Icon_Asset_Adena_01
313,83,10246,17.5,0,0,Icon_Asset_Adena_01,Icon_Asset_Adena_01
314,83,10242,17.5,0,0,Icon_Asset_Adena_01,Icon_Asset_Adena_01
315,83,10243,17.5,0,0,Icon_Asset_Adena_01,Icon_Asset_Adena_01
316,83,10052,1,0,0,Icon_Asset_Adena_01,Icon_Asset_Adena_01
317,83,10060,17.5,0,0,Icon_Asset_Adena_01,Icon_Asset_Adena_01
318,83,10244,17.5,0,0,Icon_Asset_Adena_01,Icon_Asset_Adena_01
319,83,10245,17.5,0,0,Icon_Asset_Adena_01,Icon_Asset_Adena_01
320,83,10053,1,0,0,Icon_Asset_Adena_01,Icon_Asset_Adena_01
321,83,10056,17.5,0,0,Icon_Asset_Adena_01,Icon_Asset_Adena_01
322,83,10061,17.5,0,0,Icon_Asset_Adena_01,Icon_Asset_Adena_01
323,83,10062,17.5,0,0,Icon_Asset_Adena_01,Icon_Asset_Adena_01
324,83,10246,17.5,0,0,Icon_Asset_Adena_01,Icon_Asset_Adena_01
325,83,10242,17.5,0,0,Icon_Asset_Adena_01,Icon_Asset_Adena_01
