Id,Hide,TerritoryId,StartPointX,StartPointY,MapData,QuestMapTexturePath,Type,WorldMapCategory,RecommendedMinLv,RecommendedMaxLv,MaxChannel,MaxCount,ClearRewardType,ClearRewardCount,ClearRewardTargetInfoId,NpcSpawnGroupId,Minimap,MinimapTextureCountX,MinimapTextureCountY,MinimapZoomScale,MapSizeX,MapSizeY,MapCenterX,MapCenterY,WorldMapCoordX,WorldMapCoordY,DimTexture,DimPosX,DimPosY,DimSizeX,DimSizeY,NameTagPosX,NameTagPosY,PlayerAllyTeamId,HelpKeyWord,IsPlayerBlock,IsVehicleRiding,IsDisableAutoCombat
16,1,4,6761,31693,Field/Oren/LandofStoppedTime/LandofStoppedTime,16_LandofStoppedTime,0,0,200,230,10,200,29,500,,16,Field/Oren/LandofStoppedTime/Oren_LandofStoppedTime,4,4,0.56,64000,64000,5500,15689,,,,,,,,420,248,10,,0,1,0
17,1,4,-21390,20772,Field/Oren/IvoryTower/IvoryTower,17_IvoryTower,0,0,230,242,10,200,29,600,,17,Field/Oren/IvoryTower/Oren_IvoryTower,4,4,0.56,76000,76000,4268,23780,,,,,,,,1012,256,10,,0,1,0
18,1,0,-12919,2270,Dungeon/DragonValley/DragonValley_G03,18_DragonValley,0,0,242,240,10,200,29,700,,18,Dungeon/DragonValley/DragonValley,4,4,0.56,50000,50000,1540,-4290,,,,,,,,1052,140,10,,0,1,0
200,0,0,704,-3,Dungeon/ElvenRuins/Ruin_B1,200_ElvenRuins_1F,9,4,16,25,10,200,6,1,1,200,Dungeon/ElvenRuins/1stFloor/ElvenRuins_1stFloor,4,4,0.56,40000,40000,8910,410,,,,,,,,,,0,,0,1,0
201,0,0,32305,13557,Dungeon/ElvenRuins/Ruin_B1,201_ElvenRuins_2F,9,4,26,35,10,200,6,1,1,201,Dungeon/ElvenRuins/2ndFloor/ElvenRuins_2ndFloor,4,4,0.56,50000,50000,42710,-200,,,,,,,,,,0,,0,1,0
202,0,0,-13720,-2057,Dungeon/AntTunnel/B1Tunnel/B1Tunnel,202_AntTunnel_B1F,9,4,36,54,10,200,6,1,1,202,Dungeon/AntTunnel/1stFloor/AntTunnel_1stFloor,4,4,0.56,50000,50000,-23730,-9300,,,,,,,,,,0,,0,1,0
203,0,0,-1574,5651,Dungeon/AntTunnel/B1Tunnel/B1Tunnel,203_AntTunnel_B2F,9,4,55,84,10,200,6,1,1,203,Dungeon/AntTunnel/2ndFloor/AntTunnel_2ndFloor,4,4,0.56,40000,40000,-300,1310,,,,,,,,,,0,,0,1,0
204,0,0,-5,722,Dungeon/CrumaTower/2ndFloor/CrumaTower_2F,204_CrumaTower_2F,9,4,85,109,10,200,6,1,1,204,Dungeon/CrumaTower/2ndFloor/CrumaTower_2ndFloor,4,4,0.56,40000,40000,-10960,10570,,,,,,,,,,0,,0,1,0
205,0,0,13730,19016,Dungeon/CrumaTower/2ndFloor/CrumaTower_2F,205_CrumaTower_3F,9,4,110,129,10,200,6,1,1,205,Dungeon/CrumaTower/3rdFloor/CrumaTower_3rdFloor,4,4,0.56,40000,40000,20220,8290,,,,,,,,,,0,,0,1,0
206,0,0,-16837,33184,Dungeon/IvoryTowerBasement/IvoryTowerBasement_expand,206_IvoryTowerBasement_B1F,9,4,128,146,10,200,6,1,1,206,Dungeon/IvoryTowerBasement/1stFloor_Expand/IvoryTowerBasement_1stFloor,4,4,0.56,40000,40000,-14770,24780,,,,,,,,,,0,,0,1,0
207,0,0,9983,46386,Dungeon/IvoryTowerBasement/IvoryTowerBasement_expand,207_IvoryTowerBasement_B2F,9,4,140,162,10,200,6,1,1,207,Dungeon/IvoryTowerBasement/2ndFloor_Expand/IvoryTowerBasement_2ndFloor,4,4,0.56,32000,32000,15030,44840,,,,,,,,,,0,,0,1,0
208,0,0,-10246,17028,Dungeon/IvoryTowerBasement/IvoryTowerBasement_expand,206_IvoryTowerBasement_B1F,9,4,162,182,10,200,6,1,1,208,Dungeon/IvoryTowerBasement/1stFloor_Expand/IvoryTowerBasement_1stFloor,4,4,0.56,40000,40000,-14770,24780,,,,,,,,,,0,,0,1,0
209,1,0,9983,46386,Dungeon/IvoryTowerBasement/IvoryTowerBasement_Conflict,,9,4,182,254,1,110,6,1,1,209,Dungeon/IvoryTowerBasement/2ndFloor_Expand/IvoryTowerBasement_2ndFloor,4,4,0.56,32000,32000,15030,44840,,,,,,,,,,0,,0,1,0
210,1,0,-3866,-155,Dungeon/SecretForest/SecretForest,,9,4,180,,10,200,6,1,1,210,Dungeon/SecretForest/SecretForestUpper/SecretForestUpper,4,4,0.56,33000,33000,5147,2029,,,,,,,,,,0,,0,1,0
211,1,0,40288,1049,Dungeon/SecretForest/SecretForest,,9,4,230,,10,200,6,1,1,211,Dungeon/SecretForest/SecretForestLower/SecretforestLower,4,4,0.56,34000,34000,54000,-83,,,,,,,,,,0,,0,1,0
212,1,0,53065,943,Dungeon/SecretForest/SecretForest_Conflict,,9,4,260,322,1,40,6,1,1,212,Dungeon/SecretForest/SecretForestRedZone/SecretForestRedZone,4,4,0.56,34000,34000,54000,-83,,,,,,,,,,0,,0,1,0
213,1,0,,,,,0,4,,,10,200,29,,,,,,,,,,,,,,,,,,,,,0,,0,1,0
214,1,0,,,,,0,4,,,10,200,29,,,,,,,,,,,,,,,,,,,,,0,,0,1,0
215,1,0,,,,,0,4,80,100,10,200,29,,,,,,,,,,,,,,,,,,,,,0,,0,1,0
300,0,0,-11060,20850,Dungeon/AltarOfMadness/AltarOfMadness,,28,4,130,150,1,5,29,,,,Dungeon/AltarOfMadness/AltarOfMadness,4,4,0.56,40000,40000,-2800,10560,,,,,,,,,,10,,0,0,0
301,0,0,10480,-1070,Dungeon/BedroomOfContessa/BedroomOfContessa,,28,4,,,1,5,29,,,,Dungeon/BedroomOfContessa/BedroomOfContessa,4,4,0.56,30000,30000,19590,-6870,,,,,,,,,,10,,0,0,0
400,0,0,0,0,Field/Protoland,,0,4,11,15,10,200,6,2,2,,,4,4,0.56,72000,72000,-859,-10930,,,,,,,,,,10,,1,0,0
402,1,0,-4493,7547,WorldBoss/Zaken_GhostShip/Zaken_GhostShip,13_DevilIsle,23,0,0,0,1,100,29,,,,WorldBoss/Zaken_GhostShip/Zaken_GhostShip,4,4,0.56,60000,60000,2000,2000,,,,,,,,,,10,,0,0,0
11000,0,,9102,11474,Dungeon/MemorySanctuary/MemorySanctuary,,3,4,1,50,10,200,1,100,,,Dungeon/MemorySanctuary/MemorySanctuary,4,4,0.56,24000,24000,9260,7590,,,,,,,,,,0,,0,0,0
12000,0,,507,1708,Dungeon/TowerOfInsolence/TowerOfInsolence_G05,,5,4,1,50,10,200,1,100,,,Dungeon/TowerOfInsolence/TowerOfInsolence,4,4,0.56,14000,14000,550,1720,,,,,,,,,,0,,0,0,0
13000,0,0,-1465,520,Dungeon/SecretMine/SecretMine,,4,4,,,10,200,6,2,2,,Dungeon/SecretMine/SecretMine,4,4,0.56,26000,26000,2240,-1340,,,,,,,,,,0,,0,0,0
14000,0,0,-240,1720,Dungeon/TowerOfInsolence/TowerOfInsolence_G05,,7,4,1,1,10,200,6,3,3,,Dungeon/TowerOfInsolence/TowerOfInsolence,2,2,0.56,20000,20000,0,0,,,,,,,,,,0,,0,0,1
14001,0,0,-2450,10,Pvp/BFieldOfHonor/BFieldOfHonor,,24,4,40,40,10,200,6,3,3,,Battle/BFieldOfHonor/BFieldOfHonor,2,2,0.56,14000,14000,0,0,,,,,,,,,,0,,0,0,1
14002,1,0,-2835,30,Pvp/BFieldOfBrave/BFieldOfBrave,,25,4,40,40,10,200,6,3,3,,Battle/BFieldOfHonor/BFieldOfHonor,2,2,0.56,14000,14000,0,0,,,,,,,,,,0,,0,0,1
14005,1,0,0,0,Pvp/Colosseum/Colosseum,,21,4,1,1,10,200,6,3,3,,Battle/Colosseum/Colosseum,4,4,0.56,15000,15000,0,0,,,,,,,,,,0,,0,0,1
16003,0,0,-1921,-935,Battle/Fort/Fort_G05,,2,4,1,1,10,200,6,3,3,1008,Battle/Fort/Battle_Fort,2,2,0.56,26000,26000,2230,-860,,,,,,,,,,10,,1,0,0
16004,0,0,-1921,-935,Battle/Fort/Fort_G05,,2,4,1,1,10,200,6,3,3,1008,Battle/Fort/Battle_Fort,2,2,0.56,26000,26000,2230,-860,,,,,,,,,,10,,1,0,0
16005,0,0,-1921,-935,Battle/Fort/Fort_G05,,2,4,1,1,10,200,6,3,3,1008,Battle/Fort/Battle_Fort,2,2,0.56,26000,26000,2230,-860,,,,,,,,,,10,,1,0,0
16006,0,0,-1921,-935,Battle/Fort/Fort_G05,,2,4,1,1,10,200,6,3,3,1008,Battle/Fort/Battle_Fort,2,2,0.56,26000,26000,2230,-860,,,,,,,,,,10,,1,0,0
16007,0,0,-1921,-935,Battle/Fort/Fort_G05,,2,4,1,1,10,200,6,3,3,1008,Battle/Fort/Battle_Fort,2,2,0.56,26000,26000,2230,-860,,,,,,,,,,10,,1,0,0
16008,0,0,-1921,-935,Battle/Fort/Fort_G05,,2,4,1,1,10,200,6,3,3,1008,Battle/Fort/Battle_Fort,2,2,0.56,26000,26000,2230,-860,,,,,,,,,,10,,1,0,0
16009,0,0,-1921,-935,Battle/Fort/Fort_G05,,2,4,1,1,10,200,6,3,3,1008,Battle/Fort/Battle_Fort,2,2,0.56,26000,26000,2230,-860,,,,,,,,,,10,,1,0,0
16010,0,0,-1921,-935,Battle/Fort/Fort_G05,,2,4,1,1,10,200,6,3,3,1008,Battle/Fort/Battle_Fort,2,2,0.56,26000,26000,2230,-860,,,,,,,,,,10,,1,0,0
16011,1,0,-1921,-935,Battle/Fort/Fort_G05,,2,4,1,1,10,200,6,3,3,1008,Battle/Fort/Battle_Fort,2,2,0.56,26000,26000,2230,-860,,,,,,,,,,10,,1,0,0
16012,1,0,-1921,-935,Battle/Fort/Fort_G05,,2,4,1,1,10,200,6,3,3,1008,Battle/Fort/Battle_Fort,2,2,0.56,26000,26000,2230,-860,,,,,,,,,,10,,1,0,0
16013,1,0,-1921,-935,Battle/Fort/Fort_G05,,2,4,1,1,10,200,6,3,3,1008,Battle/Fort/Battle_Fort,2,2,0.56,26000,26000,2230,-860,,,,,,,,,,10,,1,0,0
16014,1,0,-1921,-935,Battle/Fort/Fort_G05,,2,4,1,1,10,200,6,3,3,1008,Battle/Fort/Battle_Fort,2,2,0.56,26000,26000,2230,-860,,,,,,,,,,10,,1,0,0
16015,1,0,-1921,-935,Battle/Fort/Fort_G05,,2,4,1,1,10,200,6,3,3,1008,Battle/Fort/Battle_Fort,2,2,0.56,26000,26000,2230,-860,,,,,,,,,,10,,1,0,0
16016,1,0,-1921,-935,Battle/Fort/Fort_G05,,2,4,1,1,10,200,6,3,3,1008,Battle/Fort/Battle_Fort,2,2,0.56,26000,26000,2230,-860,,,,,,,,,,10,,1,0,0
16017,1,0,-1921,-935,Battle/Fort/Fort_G05,,2,4,1,1,10,200,6,3,3,1008,Battle/Fort/Battle_Fort,2,2,0.56,26000,26000,2230,-860,,,,,,,,,,10,,1,0,0
16018,1,0,-1921,-935,Battle/Fort/Fort_G05,,2,4,1,1,10,200,6,3,3,1008,Battle/Fort/Battle_Fort,2,2,0.56,26000,26000,2230,-860,,,,,,,,,,10,,1,0,0
16019,0,0,-1921,-935,Battle/Fort/Fort_G05,,2,4,1,1,10,200,6,3,3,1008,Battle/Fort/Battle_Fort,2,2,0.56,26000,26000,2230,-860,,,,,,,,,,10,,1,0,0
16020,0,0,-1921,-935,Battle/Fort/Fort_G05,,2,4,1,1,10,200,6,3,3,1008,Battle/Fort/Battle_Fort,2,2,0.56,26000,26000,2230,-860,,,,,,,,,,10,,1,0,0
16021,0,0,-1921,-935,Battle/Fort/Fort_G05,,2,4,1,1,10,200,6,3,3,1008,Battle/Fort/Battle_Fort,2,2,0.56,26000,26000,2230,-860,,,,,,,,,,10,,1,0,0
16022,0,0,-1921,-935,Battle/Fort/Fort_G05,,2,4,1,1,10,200,6,3,3,1008,Battle/Fort/Battle_Fort,2,2,0.56,26000,26000,2230,-860,,,,,,,,,,10,,1,0,0
16023,0,0,-1921,-935,Battle/Fort/Fort_G05,,2,4,1,1,10,200,6,3,3,1008,Battle/Fort/Battle_Fort,2,2,0.56,26000,26000,2230,-860,,,,,,,,,,10,,1,0,0
16024,0,0,-1921,-935,Battle/Fort/Fort_G05,,2,4,1,1,10,200,6,3,3,1008,Battle/Fort/Battle_Fort,2,2,0.56,26000,26000,2230,-860,,,,,,,,,,10,,1,0,0
16025,0,0,-1921,-935,Battle/Fort/Fort_G05,,2,4,1,1,10,200,6,3,3,1008,Battle/Fort/Battle_Fort,2,2,0.56,26000,26000,2230,-860,,,,,,,,,,10,,1,0,0
16026,0,0,-1921,-935,Battle/Fort/Fort_G05,,2,4,1,1,10,200,6,3,3,1008,Battle/Fort/Battle_Fort,2,2,0.56,26000,26000,2230,-860,,,,,,,,,,10,,1,0,0
16999,0,0,-1921,-935,Battle/Fort/Fort_G05,,2,3,1,1,10,200,6,3,3,1009,Battle/Fort/Battle_Fort,2,2,0.56,26000,26000,2230,-860,,,,,,,,,,10,,1,0,0
17001,0,1,-8148,160,Battle/CastleSiege/CastleSiege,,2,1,1,1,10,200,6,3,3,999,Battle/CastleSiege/Battle_CastleSiege,4,4,1,36000,36000,-1610,120,232,288,,,,,,,,10,,1,0,0
17002,1,2,-8148,160,Battle/CastleSiege/CastleSiege,,2,1,1,1,10,200,6,3,3,999,Battle/CastleSiege/Battle_CastleSiege,4,4,1,36000,36000,-1610,120,572,264,,,,,,,,10,,1,0,0
17003,1,0,-8148,160,Battle/CastleSiege/CastleSiege,,2,1,1,1,10,200,6,3,3,999,Battle/CastleSiege/Battle_CastleSiege,4,4,1,36000,36000,-1610,120,844,244,,,,,,,,10,,1,0,0
17004,1,0,-8148,160,Battle/CastleSiege/CastleSiege,,2,1,1,1,10,200,6,3,3,999,Battle/CastleSiege/Battle_CastleSiege,4,4,1,36000,36000,-1610,120,728,12,,,,,,,,10,,1,0,0
18100,0,0,-3299,0,DailyDungeon/VaultofChrysos/VaultofChrysos,,13,4,1,50,10,200,6,,,,DailyDungeon/VaultofChrysos/VaultofChrysos,4,4,0.56,16000,16000,-820,-640,,,,,,,,,,10,,0,0,0
18200,0,0,2,361,DailyDungeon/OthersideRift/OthersideRift_G06,,12,4,1,50,10,200,6,,,,DailyDungeon/OthersideRift/OthersideRift,4,4,0.56,10000,10000,-110,180,,,,,,,,,,10,,0,0,0
18300,0,0,-1111,5850,DailyDungeon/SealedEntrance/SealedEntrance,,22,4,1,50,10,200,6,,,,DailyDungeon/SealedEntrance/SealedEntrance,4,4,0.56,16000,16000,2680,3740,,,,,,,,,,10,,0,0,0
18400,0,0,0,531,DailyDungeon/WaterTemple/WaterTemple,,14,4,1,50,10,200,6,,,,DailyDungeon/WaterTemple/WaterTemple,4,4,0.56,10000,10000,0,0,,,,,,,,,,10,,0,0,0
18500,0,0,-2943,-22,DailyDungeon/LaboratoryofDarkness/LaboratoryOfDarkness_G07,,18,4,1,50,10,200,6,,,,DailyDungeon/LaboratoryofDarkness/LaboratoryOfDarkness,4,4,0.56,26000,26000,2230,-860,,,,,,,,,,10,,0,0,0
19001,0,0,-1405,540,Field/Etc/GuildSafeHouse/GuildSafeHouse,,19,4,1,1,10,200,6,,,19001,Dungeon/GuildSafeHouse/GuildSafeHouse,4,4,0.56,20000,20000,3633,47,,,,,,,,,,10,,0,1,0
20000,0,0,-9625,-10930,Field/Etc/RuinsOfGiants/RuinsOfGiants,,17,4,1,1,10,200,6,,,,Dungeon/RuinsOfGiants/RuinsOfGiants,4,4,0.56,22000,22000,-7000,-7460,,,,,,,,,,10,,0,0,0
20001,0,0,-9625,-10930,Field/Etc/RuinsOfGiants/RuinsOfGiants,,17,4,1,1,10,200,6,,,,Dungeon/RuinsOfGiants/RuinsOfGiants,4,4,0.56,22000,22000,-7000,-7460,,,,,,,,,,10,,0,0,0
20002,0,0,-9625,-10930,Field/Etc/RuinsOfGiants/RuinsOfGiants,,17,4,1,1,10,200,6,,,,Dungeon/RuinsOfGiants/RuinsOfGiants,4,4,0.56,22000,22000,-7000,-7460,,,,,,,,,,10,,0,0,0
21000,0,0,5820,11970,Field/Etc/Magnadin/Magnadin,,29,4,1,1,10,200,29,,,21000,Field/Etc/Magnadin/Magnadin,4,4,0.56,24000,24000,6000,6350,,,,,,,,,,10,,0,1,0
211010,0,0,-3190,7210,Dungeon/CrumaTower/2ndFloor/CrumaTower_2F,,0,4,0,0,10,200,29,,,211010,Dungeon/CrumaTower/2ndFloor/CrumaTower_2ndFloor,4,4,0.56,40000,40000,-10960,10570,,,,,,,,,,10,,0,0,0
30001,0,0,-2155,2020,Field/Etc/FairyForest/FairyForest,,17,4,1,1,10,200,29,,,,,4,4,0.56,22000,22000,-7000,-7460,,,,,,,,,,10,,0,0,0
30002,0,0,8172,-4373,Field/Etc/FairyForest/FairyForest,,17,4,1,1,10,200,29,,,,,4,4,0.56,22000,22000,-7000,-7460,,,,,,,,,,10,,0,0,0
999,0,0,0,0,Battle/CastleSiege/CastleSiege,,2,4,1,1,10,200,6,3,3,999,Battle/CastleSiege/Battle_CastleSiege,2,2,1,36000,36000,-1610,120,,,,,,,,,,10,,1,0,0
998,0,0,520,480,Dungeon/TowerOfInsolence/TowerOfInsolence_G05,,7,4,1,1,10,200,6,3,3,,Battle/CastleSiege/Battle_CastleSiege,2,2,1,20000,20000,0,0,,,,,,,,,,0,,1,0,0
1000,0,0,0,0,Field/Protoland,,0,4,11,15,10,200,6,2,2,,,4,4,0.56,72000,72000,-859,-10930,,,,,,,,,,10,,1,0,0
1001,0,0,0,0,Field/Protoland2,,0,4,16,20,10,200,6,3,3,,,4,4,0.56,60000,60000,0,0,,,,,,,,,,10,,0,1,0
1002,0,0,0,0,Field/Protoland3,,0,4,16,20,10,200,6,3,3,,,4,4,0.56,60000,60000,0,0,,,,,,,,,,10,,0,1,0
1005,0,0,0,0,Field/Protoland3,,0,4,16,20,10,200,6,3,3,1005,,4,4,0.56,60000,60000,0,0,,,,,,,,,,10,,0,1,0
1006,0,0,0,0,Field/Protoland3,,0,4,16,20,10,200,6,3,3,1006,,4,4,0.56,60000,60000,0,0,,,,,,,,,,10,,0,1,0
1007,0,0,0,0,Battle/CastleSiege/CastleSiege,,2,4,1,1,10,200,6,3,3,,Battle/CastleSiege/Battle_CastleSiege,2,2,2.5,20000,20000,0,0,,,,,,,,,,0,,1,0,0
1008,0,0,0,0,Battle/Fort/Fort_G05,,2,4,1,1,10,200,6,3,3,1008,Battle/Fort/Battle_Fort,2,2,0.56,26000,26000,2230,-860,,,,,,,,,,0,,1,0,0
1009,0,0,0,0,Battle/Fort/Fort_G05,,2,4,1,1,10,200,6,3,3,1008,Battle/Fort/Battle_Fort,2,2,0.56,26000,26000,2230,-860,,,,,,,,,,0,,1,0,0
1010,0,0,0,0,Battle/Fort/Fort_G05,,2,4,1,1,10,200,6,3,3,1008,Battle/Fort/Battle_Fort,2,2,0.56,26000,26000,2230,-860,,,,,,,,,,0,,1,0,0
1011,0,0,0,0,Battle/Fort/Fort_G05,,2,4,1,1,10,200,6,3,3,1008,Battle/Fort/Battle_Fort,2,2,0.56,26000,26000,2230,-860,,,,,,,,,,0,,1,0,0
1012,0,0,0,0,Field/Protoland,,0,4,1,99,10,200,6,2,2,1012,,4,4,0.56,72000,72000,-859,-10930,,,,,,,,,,0,,1,1,0
1013,0,0,0,0,Field/Protoland3,,0,4,16,20,10,200,6,3,3,1013,,4,4,0.56,60000,60000,0,0,,,,,,,,,,10,,1,1,0
2000,0,0,13074,40986,Field/Perf/Pf_Test_00,,0,4,1,13,10,200,29,20,,1,Field/TalkingIsland/Eastern/TalkingIsland_Eastern,4,4,0.56,60000,60000,3710,21120,224,1284,,,,,,,,10,,0,1,0
2001,0,0,0,0,Field/Perf/Pf_Test_01,,0,4,1,1,10,200,6,2,2,,,4,4,0.56,72000,72000,-859,-10930,,,,,,,,,,10,,0,1,0
2002,0,0,0,0,Field/Perf/Pf_Test_02,,0,4,1,1,10,200,6,2,2,,,4,4,0.56,72000,72000,-859,-10930,,,,,,,,,,10,,0,1,0
2003,0,0,,,Field/Perf/Pf_Test_03,,0,4,,,10,200,29,,,,,,,,,,,,,,,,,,,,,10,,0,1,0
2004,0,0,,,Field/Perf/Pf_Test_04,,0,4,,,10,200,29,,,,,,,,,,,,,,,,,,,,,10,,0,1,0
2005,0,0,,,Field/Perf/Pf_Test_05,,0,4,,,10,200,29,,,,,,,,,,,,,,,,,,,,,10,,0,1,0
2006,0,0,,,Field/Perf/Pf_Test_05_Lightmap,,0,4,,,10,200,29,,,,,,,,,,,,,,,,,,,,,10,,0,1,0
2007,0,0,,,Field/Perf/Pf_Test_07,,0,4,,,10,200,29,,,,,,,,,,,,,,,,,,,,,10,,0,1,0
2008,0,0,,,Field/Perf/Pf_Test_08,,0,4,,,10,200,29,,,,,,,,,,,,,,,,,,,,,10,,0,1,0
60001,0,0,-10688,28,Tutorial/Tutorial,,10,4,0,0,10,200,29,,,60001,,4,4,0.56,24000,24000,-1610,120,,,,,,,,,,10,,0,0,0
70001,0,0,-10402,-510,Tutorial/Tutorial_2,,10,4,0,0,10,200,29,,,,,4,4,0.56,24000,24000,-1610,120,,,,,,,,,,10,,0,0,0
70002,0,0,0,0,Lobby/Intro,,10,4,0,0,10,200,29,,,,,4,4,0.56,72000,72000,-859,-10930,,,,,,,,,,10,,0,0,0
100200,0,0,704,-3,Dungeon/ElvenRuins/Ruin_B1,,8,4,0,0,10,200,29,,,100200,Dungeon/ElvenRuins/1stFloor/ElvenRuins_1stFloor,4,4,0.56,40000,40000,8910,410,,,,,,,,,,10,,0,1,0
100204,0,0,-5,743,Dungeon/CrumaTower/2ndFloor/CrumaTower_2F,,8,4,0,0,10,200,29,,,100204,Dungeon/CrumaTower/2ndFloor/CrumaTower_2ndFloor,4,4,0.56,40000,40000,-10960,10570,,,,,,,,,,10,,0,1,0
100018,0,0,1112,219,Dungeon/DragonValley/DragonValley_G03,,8,4,0,0,10,200,29,,,100018,Dungeon/DragonValley/DragonValley,4,4,0.56,100000,100000,-7320,7560,,,,,,,,,,10,,0,1,0
100003,0,0,-51516,24180,Field/Gludio/GludinMainload/GludinMainload_01_G01,,8,4,0,0,10,200,29,,,100003,Field/Gludio/GludinMainload/Gludio_GludinMainload,4,4,0.56,140000,140000,-11040,-190,,,,,,,,,,10,,0,1,0
200001,0,0,16074,30017,Field/TalkingIsland/Eastern/Eastern,,8,4,0,0,10,200,29,,,,Field/TalkingIsland/Eastern/TalkingIsland_Eastern,4,4,0.56,60000,60000,3710,21120,,,,,,,,,,10,,0,1,0
200002,0,0,51172,35535,Field/Dion/Scream/Scream_01_G04,,8,4,0,0,10,200,29,,,200002,Field/Dion/Scream/Dion_Scream,4,4,0.56,120000,120000,36750,22490,,,,,,,,,,10,,0,1,0
200003,0,0,-8836,28107,Field/Oren/NorthWind/NorthWind_G05,,8,4,0,0,10,200,29,,,200003,Field/Oren/NorthWind/Oren_NorthWind,4,4,0.56,60000,60000,-6760,20060,,,,,,,,,,10,,0,1,0
