TutorialId,Step,Id,ProcessRequest,SystemMessagePosition,NpcPortrait,TaskType,UIType,SkillActivateType,TaskParam,TaskTargetPosX,TaskTargetPosY,BPName,WidgetName,ControlName,ControlIndexType,ControlIndex,MoviePath,Sound,SkipFadeOutKeep,LogIndex
17,8,17008,0,1,Officer,0,3,,,,,BP_SkillUI,TableViewSkillList,CanvasPanelSkillIcon,4,0,,Tutorial_Dialogue_17_8,0,
17,9,17009,0,1,Officer,0,3,,,,,BP_SkillUI,TableViewSkillList,ButtonLevelUp,4,0,,Tutorial_Dialogue_17_9,0,
17,10,17010,0,3,Officer,23,3,,,,,,,,4,,,Tutorial_Dialogue_17_10,0,
17,11,17011,0,3,Officer,23,3,,,,,,,,4,,,Tutorial_Dialogue_17_11,0,
17,12,17012,0,3,Officer,23,3,,,,,,,,4,,,Tutorial_Dialogue_17_12,0,
17,13,17013,0,1,Officer,0,3,,,,,BP_SkillUI,,CheckBoxGroup2,4,,,Tutorial_Dialogue_17_13,0,
17,14,17014,0,3,Officer,23,3,,,,,,,,4,,,Tutorial_Dialogue_17_14,0,
17,15,17015,0,1,Officer,0,3,,,,,BP_SkillUI,TableViewSkillList,CanvasPanelSkillIcon,4,1,,Tutorial_Dialogue_17_15,0,
17,16,17016,0,1,Officer,0,3,,,,,BP_SkillUI,TableViewSkillList,ButtonLevelUp,4,1,,Tutorial_Dialogue_17_16,0,
17,17,17017,0,3,Officer,23,3,,,,,,,,4,,,Tutorial_Dialogue_17_17,0,
17,18,17018,1,3,,19,3,,,,,,,,4,,,,0,
18,1,18001,0,1,ArmorMerchant_01,0,3,,,,,BP_GameUI,MainToolbar,ButtonMainMenu,4,,,Tutorial_Dialogue_18_1,0,
18,2,18002,0,1,ArmorMerchant_01,0,3,,,,,BP_MainMenuUI,,ButtonBattlefield,4,,,Tutorial_Dialogue_18_2,0,
18,3,18003,0,1,ArmorMerchant_01,0,3,,,,,BP_SelectBattleUINew,,TileViewBattlefieldList,4,,,Tutorial_Dialogue_18_3,0,
18,4,18004,0,3,ArmorMerchant_01,23,3,,,,,,,,4,,,Tutorial_Dialogue_18_4,0,
18,5,18005,0,3,ArmorMerchant_01,23,3,,,,,,,,4,,,Tutorial_Dialogue_18_5,0,
18,6,18006,0,3,ArmorMerchant_01,23,3,,,,,,,,4,,,Tutorial_Dialogue_18_6,0,
18,7,18007,0,0,ArmorMerchant_01,0,3,,,,,BP_PVPUI,MyPvPInfo,ButtonHonorInfo,4,,,Tutorial_Dialogue_18_7,0,
18,8,18008,0,3,ArmorMerchant_01,23,3,,,,,,,,4,,,Tutorial_Dialogue_18_8,0,
18,9,18009,0,3,ArmorMerchant_01,23,3,,,,,,,,4,,,Tutorial_Dialogue_18_9,0,
18,10,18010,0,0,ArmorMerchant_01,0,3,,3500,,,BP_PvPHonorRankPopup,,TileViewPvPHonorRank,4,0,,Tutorial_Dialogue_18_10,0,
18,11,18011,0,0,ArmorMerchant_01,0,3,,3000,,,BP_PvPHonorRankPopup,,TileViewPvPHonorRank,4,1,,Tutorial_Dialogue_18_11,0,
18,12,18012,0,0,ArmorMerchant_01,0,3,,3000,,,BP_PvPHonorRankPopup,TileViewPvPHonorRank,CanvasPanelStat,4,1,,Tutorial_Dialogue_18_12,0,
18,13,18013,1,3,ArmorMerchant_01,23,3,,,,,,,,4,,,Tutorial_Dialogue_18_13,0,
18,14,18014,0,0,ArmorMerchant_01,0,3,,,,,BP_PvPHonorRankPopup,,ButtonClose,4,,,Tutorial_Dialogue_18_14,0,
18,15,18015,0,0,ArmorMerchant_01,0,3,,,,,BP_PVPUI,PVPTargetTemplate4,ButtonBattleStart,4,,,Tutorial_Dialogue_18_15,0,
18,16,18016,0,3,,11,3,,,,,,,,4,,,,0,
18,17,18017,0,3,,16,3,,5000,,,,,,4,,,,0,
18,18,18018,0,0,ArmorMerchant_01,0,3,,,,,BP_PVPResultUI,,ButtonGoMain,4,,,Tutorial_Dialogue_18_16,0,
18,19,18019,1,3,,16,3,,500,,,,,,4,,,,0,
18,20,18020,0,3,,11,3,,,,,,,,4,,,,0,
18,21,18021,0,3,,16,3,,5000,,,,,,4,,,,0,
18,22,18022,0,0,ArmorMerchant_01,0,3,,,,,BP_PVPResultUI,,ButtonGoMain,4,,,Tutorial_Dialogue_18_17,0,
18,23,18023,1,3,,16,3,,500,,,,,,4,,,,0,
19,1,19001,0,1,Noble_02,0,3,,,,,BP_GameUI,MainToolbar,ButtonMainMenu,4,,,Tutorial_Dialogue_19_1,0,
19,2,19002,0,1,Noble_02,0,3,,,,,BP_MainMenuUI,,CheckBoxItem,4,,,Tutorial_Dialogue_19_2,0,
19,3,19003,0,1,Noble_02,0,3,,,,,BP_MainMenuUI,,ButtonSmithy,4,,,Tutorial_Dialogue_19_3,0,
19,4,19004,0,1,Noble_02,0,3,,,,,BP_EquipmentEnhancementUI,,CheckBoxComposition,4,,,Tutorial_Dialogue_19_4,0,
19,5,19005,0,3,Noble_02,23,3,,,,,,,,4,,,Tutorial_Dialogue_19_5,0,
19,6,19006,0,3,Noble_02,23,3,,,,,,,,4,,,Tutorial_Dialogue_19_6,0,
19,7,19007,0,1,Noble_02,0,3,,4000,,,BP_EquipmentEnhancementUI,,CanvasPanelCompositionTargetGuide,4,,,Tutorial_Dialogue_19_7,0,
19,8,19008,0,1,Noble_02,0,3,,,,,BP_CharacterInfoBaseUI,CanvasPanelRight,CheckBoxArmor,4,,,Tutorial_Dialogue_19_8,0,
19,9,19009,1,3,,16,3,,1,,,,,,4,,,,0,
19,10,19010,0,2,Noble_02,3,3,,,,,BP_CharacterInfoBaseUI,CanvasPanelRight,TileViewItemList,1,,,Tutorial_Dialogue_19_9,0,
19,11,19011,0,3,Noble_02,23,3,,,,,,,,4,,,Tutorial_Dialogue_19_10,0,
19,12,19012,1,3,,16,3,,1,,,,,,4,,,,0,
19,13,19013,1,2,Noble_02,3,3,,,,,BP_CharacterInfoBaseUI,CanvasPanelRight,TileViewItemList,1,,,Tutorial_Dialogue_19_11,0,
19,14,19014,0,0,Noble_02,0,3,,,,,BP_EquipmentEnhancementUI,,ButtonComposition,4,,,Tutorial_Dialogue_19_12,0,
19,15,19015,0,0,Noble_02,0,3,,,,,BP_PopupMessageBoxUI,,ButtonOK,4,,,Tutorial_Dialogue_19_13,0,
19,16,19016,0,3,,16,3,,7000,,,,,,4,,,,0,
19,17,19017,0,3,Noble_02,23,3,,,,,,,,4,,,Tutorial_Dialogue_19_14,0,
19,18,19018,0,3,Noble_02,23,3,,,,,,,,4,,,Tutorial_Dialogue_19_15,0,
19,19,19019,1,3,,16,3,,500,,,,,,4,,,,0,
20,1,20001,0,1,Officer_02,0,3,,,,,BP_GameUI,MainToolbar,ButtonMainMenu,4,,,Tutorial_Dialogue_20_1,0,
20,2,20002,0,1,Officer_02,0,3,,,,,BP_MainMenuUI,,CheckBoxGuild,4,,,Tutorial_Dialogue_20_2,0,
20,3,20003,0,1,Officer_02,0,3,,,,,BP_MainMenuUI,,ButtonGuildMain,4,,,Tutorial_Dialogue_20_3,0,
20,4,20004,0,3,Officer_02,23,3,,,,,,,,4,,,Tutorial_Dialogue_20_4,0,
20,5,20005,0,3,Officer_02,23,3,,,,,,,,4,,,Tutorial_Dialogue_20_5,0,
20,6,20006,0,3,Officer_02,23,3,,,,,,,,4,,,Tutorial_Dialogue_20_6,0,
20,7,20007,0,3,Officer_02,23,3,,,,,,,,4,,,Tutorial_Dialogue_20_7,0,
20,8,20008,0,3,Officer_02,23,3,,,,,,,,4,,,Tutorial_Dialogue_20_8,0,
20,9,20009,0,3,Officer_02,23,3,,,,,,,,4,,,Tutorial_Dialogue_20_9,0,
20,10,20010,0,3,Officer_02,23,3,,,,,,,,4,,,Tutorial_Dialogue_20_10,0,
20,11,20011,0,0,Officer_02,0,3,,,,,BP_GuildEntranceUI,,ButtonGuildJoin,4,,,Tutorial_Dialogue_20_11,0,
20,12,20012,0,3,Officer_02,23,3,,,,,,,,4,,,Tutorial_Dialogue_20_12,0,
20,13,20013,0,3,Officer_02,23,3,,,,,,,,4,,,Tutorial_Dialogue_20_13,0,
20,14,20014,0,3,Officer_02,23,3,,,,,,,,4,,,Tutorial_Dialogue_20_14,0,
20,15,20015,0,3,Officer_02,23,3,,,,,,,,4,,,Tutorial_Dialogue_20_15,0,
20,16,20016,1,3,,16,3,,500,,,,,,4,,,,0,
21,1,21001,0,3,HardinsFollower,23,3,,,,,,,,4,,,Tutorial_Dialogue_21_1,0,
21,2,21002,0,1,HardinsFollower,0,3,,,,,BP_GameUI,MainToolbar,ButtonMainMenu,4,,,Tutorial_Dialogue_21_2,0,
21,3,21003,0,1,HardinsFollower,0,3,,,,,BP_MainMenuUI,,ButtonDungeon,4,,,Tutorial_Dialogue_21_3,0,
21,4,21004,0,0,HardinsFollower,0,3,,,,,BP_SelectDungeonUI,,TileViewDungeonList,4,1,,Tutorial_Dialogue_21_4,0,
21,5,21005,0,3,,16,3,,3000,,,,,,4,,,,0,
21,6,21006,1,3,HardinsFollower,23,3,,,,,,,,4,,,Tutorial_Dialogue_21_5,0,
21,7,21007,0,3,HardinsFollower,23,3,,,,,,,,4,,,Tutorial_Dialogue_21_6,0,
21,8,21008,0,3,HardinsFollower,23,3,,,,,,,,4,,,Tutorial_Dialogue_21_7,0,
21,9,21009,0,0,HardinsFollower,0,3,,,,,BP_InfinityDungeonUI,,ButtonStart,4,,,Tutorial_Dialogue_21_8,0,
21,10,21010,0,3,,16,3,,WorldMove,,,,,,4,,,,0,
21,11,21011,0,3,,11,3,,,,,,,,4,,,,0,
21,12,21012,0,3,,16,3,,2000,,,,,,4,,,,0,
21,13,21013,0,0,HardinsFollower,0,3,,,,,BP_DailyDungeonResultUI,CanvasPanelRight,ButtonClose,4,,,Tutorial_Dialogue_21_9,0,
21,14,21014,0,3,,16,3,,WorldMove,,,,,,4,,,,0,
21,15,21015,0,3,HardinsFollower,23,3,,,,,,,,4,,,Tutorial_Dialogue_21_10,0,
21,16,21016,0,0,HardinsFollower,0,3,,3000,,,BP_InfinityDungeonUI,,CanvasPanelSweepRewardInfo,4,,,Tutorial_Dialogue_21_11,0,
21,17,21017,0,3,HardinsFollower,23,3,,,,,,,,4,,,Tutorial_Dialogue_21_12,0,
21,18,21018,0,3,HardinsFollower,23,3,,,,,,,,4,,,Tutorial_Dialogue_21_13,0,
21,19,21019,1,3,,16,3,,500,,,,,,4,,,,0,
21,20,21020,0,3,,11,3,,,,,,,,4,,,,0,
21,21,21021,0,3,HardinsFollower,23,3,,,,,,,,4,,,Tutorial_Dialogue_21_14,0,
21,22,21022,0,1,HardinsFollower,0,3,,,,,BP_ReviveSceneNEW,,ButtonExit,4,,,Tutorial_Dialogue_21_15,0,
21,23,21023,1,3,,16,3,,500,,,,,,4,,,,0,
22,1,22001,0,1,HardinsFollower,0,3,,,,,BP_GameUI,MainToolbar,ButtonMainMenu,4,,,Tutorial_Dialogue_22_1,0,
22,2,22002,0,1,HardinsFollower,0,3,,,,,BP_MainMenuUI,,CheckBoxCharacter,4,,,Tutorial_Dialogue_22_2,0,
22,3,22003,0,1,HardinsFollower,0,3,,,,,BP_MainMenuUI,,ButtonRune,4,,,Tutorial_Dialogue_22_3,0,
22,4,22004,0,3,HardinsFollower,23,3,,,,,,,,4,,,Tutorial_Dialogue_22_4,0,
22,5,22005,0,3,HardinsFollower,23,3,,,,,,,,4,,,Tutorial_Dialogue_22_5,0,
22,6,22006,0,0,HardinsFollower,0,3,,,,,BP_RuneCarvingUI,RunePage,RuneA1,4,,,Tutorial_Dialogue_22_6,0,
22,7,22007,0,0,HardinsFollower,0,3,,4000,,,BP_RuneCarvingUI,,CanvasPanelCarveInfo,4,,,Tutorial_Dialogue_22_7,0,
22,8,22008,0,3,HardinsFollower,23,3,,,,,,,,4,,,Tutorial_Dialogue_22_8,0,
22,9,22009,1,3,,16,3,,1,,,,,,4,,,,0,
22,10,22010,0,3,HardinsFollower,23,3,,,,,,,,4,,,Tutorial_Dialogue_22_9,0,
22,11,22011,0,0,HardinsFollower,0,3,,,,,BP_RuneCarvingUI,,ButtonCarve,4,,,Tutorial_Dialogue_22_10,0,
22,12,22012,0,3,,16,3,,3000,,,,,,4,,,,0,
22,13,22013,0,3,HardinsFollower,23,3,,,,,,,,4,,,Tutorial_Dialogue_22_12,0,
22,14,22014,0,3,HardinsFollower,23,3,,,,,,,,4,,,Tutorial_Dialogue_22_13,0,
22,15,22015,0,3,HardinsFollower,23,3,,,,,,,,4,,,Tutorial_Dialogue_22_14,0,
22,16,22016,0,0,HardinsFollower,0,3,,,,,BP_RuneCarvingUI,RunePage,MasterRune,4,,,Tutorial_Dialogue_22_15,0,
22,17,22017,0,3,HardinsFollower,23,3,,,,,,,,4,,,Tutorial_Dialogue_22_16,0,
22,18,22018,0,3,HardinsFollower,23,3,,,,,,,,4,,,Tutorial_Dialogue_22_17,0,
22,19,22019,0,0,HardinsFollower,0,3,,6000,,,BP_RuneCarvingUI,,ButtonNext,4,,,Tutorial_Dialogue_22_18,0,
22,20,22020,0,3,HardinsFollower,23,3,,,,,,,,4,,,Tutorial_Dialogue_22_19,0,
22,21,22021,0,3,HardinsFollower,23,3,,,,,,,,4,,,Tutorial_Dialogue_22_20,0,
22,22,22022,0,3,HardinsFollower,23,3,,,,,,,,4,,,Tutorial_Dialogue_22_21,0,
22,23,22023,0,3,HardinsFollower,23,3,,,,,,,,4,,,Tutorial_Dialogue_22_22,0,
22,24,22024,1,3,,16,3,,500,,,,,,4,,,,0,
23,1,23001,1,3,,16,3,,1,,,,,,4,,,,0,
23,2,23002,0,1,HardinsFollower,0,3,,,,,BP_GameUI,MainToolbar,ButtonInventory,4,,,Tutorial_Dialogue_23_1,0,
23,3,23003,0,1,HardinsFollower,0,3,,,,,BP_CharacterInfoBaseUI,CanvasPanelRight,CheckBoxArmor,4,,,,0,
23,4,23004,0,1,HardinsFollower,0,3,,,,,BP_CharacterInfoBaseUI,CanvasPanelRight,TileViewItemList,1,,,,0,
23,5,23005,0,1,HardinsFollower,0,3,,,,,BP_CharacterInfoBaseUI,CanvasPanelRight,ButtonEquip,4,,,,0,
23,6,23006,0,1,HardinsFollower,0,3,,,,,BP_CharacterInfoBaseUI,CanvasPanelLeft,ItemIconHelmet,4,,,,0,
23,7,23007,1,3,,16,3,,1,,,,,,4,,,,0,
23,8,23008,0,1,HardinsFollower,0,3,,,,,BP_CharacterInfoBaseUI,CanvasPanelLeft,ButtonEquipSoulCrystal,4,,,,0,
23,9,23009,0,3,HardinsFollower,23,3,,,,,,,,4,,,,0,
23,10,23010,0,3,HardinsFollower,23,3,,,,,,,,4,,,,0,
23,11,23011,0,3,HardinsFollower,23,3,,,,,,,,4,,,,0,
23,12,23012,0,2,HardinsFollower,0,3,,,,,BP_SoulCrystalBaseUI,,TableViewEquipList,4,1,,,0,
23,13,23013,0,2,HardinsFollower,3,3,,,,,BP_SoulCrystalBaseUI,,TileViewSoulCrystalList,2,,,,0,
23,14,23014,1,2,HardinsFollower,0,3,,,,,BP_SoulCrystalBaseUI,,ButtonAutoEquip,4,,,,0,
23,15,23015,1,3,HardinsFollower,23,3,,,,,,,,4,,,,0,
23,16,23016,0,3,HardinsFollower,23,3,,,,,,,,4,,,,0,
23,17,23017,0,1,HardinsFollower,0,3,,,,,BP_SoulCrystalBaseUI,,CheckBoxMix,4,,,,0,
23,18,23018,0,1,HardinsFollower,0,3,,,,,BP_SoulCrystalBaseUI,,TileViewSoulCrystalList,2,,,,0,
23,19,23019,0,1,HardinsFollower,0,3,,,,,BP_SoulCrystalBaseUI,SoulCrystalMixUI,ButtonPlus,4,,,,0,
23,20,23020,0,1,HardinsFollower,0,3,,,,,BP_SoulCrystalBaseUI,SoulCrystalMixUI,ButtonMix,4,,,,0,
23,21,23021,0,3,,16,3,,1,,,,,,4,,,,0,
23,22,23022,0,1,HardinsFollower,0,3,,,,,BP_SoulCrystalUpGradeResultUI,,ButtonOK,4,,,,0,
23,23,23023,0,1,HardinsFollower,0,3,,,,,BP_SoulCrystalBaseUI,AssetsUI,ButtonBack,4,,,,0,
23,24,23024,0,1,HardinsFollower,0,3,,,,,BP_CharacterInfoBaseUI,CanvasPanelRight,ButtonAutoEquip,4,,,,0,
23,25,23025,0,3,HardinsFollower,23,3,,,,,,,,4,,,,0,
23,26,23026,0,3,HardinsFollower,23,3,,,,,,,,4,,,,0,
23,27,23027,1,3,,16,3,,500,,,,,,4,,,,0,
24,1,24001,0,1,Fernel,0,3,,,,,BP_GameUI,MainToolbar,ButtonMainMenu,4,,,Tutorial_Dialogue_24_1,0,
24,2,24002,0,1,Fernel,0,3,,,,,BP_MainMenuUI,,ButtonDungeon,4,,,Tutorial_Dialogue_24_2,0,
