Id,Tire,Type,Grade,MaxLevel,LevelMatchGroupId,MaxCastDistance,PrevSkillId,FireCount,LightningEffectInfoId,MpMin,MpMax,MpGrowth,CastingTime,CoolTimeMin,CollisionUnitType,CollisionUnitParam,TargetType,MaxTargetCount,OffsetDistance,EffectFireConditionType,EffectFireConditionParam,SkillDamageRatio,Animation,Rotatable,WeaponDependent,CameraShake,CameraShakeIntensity,CameraShakeObject,Texture,HitFX,HitSocket,DirAlign,DirAlignRange,AddForceOnKill,Sound,BasicAttack,DetailType,ShowSkillArea,DashStart,AvailableUnderCC
1304,-1,0,1,,,200,,1,,0,0,1,0,1,1,"""radius"":250,""angle"":120",1,3,0,0,633,8400,Attack_Sword_D,0,000001,Shake_UpAndDown,1,Caster,,,,1,2,0,,1,0,0,0,0
1305,-1,0,1,,,200,,1,,0,0,1,0,1,1,"""radius"":250,""angle"":120",1,3,0,0,333,6048,Attack_Sword_E,0,000001,Shake_UpAndDown,2,Caster,,,,1,2,0,,1,0,0,0,0
1306,-1,0,1,,,200,,1,,0,0,1,0,1,1,"""radius"":250,""angle"":120",1,3,0,0,"433,900",12768,Attack_Sword_F,0,000001,Shake_UpAndDown,3,Caster,,,,1,2,0,,1,0,0,0,0
1401,-1,0,1,,,200,,1,,0,0,1,0,1,1,"""radius"":250,""angle"":120",1,3,0,0,433,7728,Attack_Sword_A,0,000001,Shake_UpAndDown,1,Caster,,,,1,2,0,,1,0,0,1,0
1402,-1,0,1,,,200,,1,,0,0,1,0,1,1,"""radius"":250,""angle"":120",1,3,0,0,300,5712,Attack_Sword_B,0,000001,Shake_UpAndDown,1,Caster,,,,1,2,0,,1,0,0,0,0
1403,-1,0,1,,,200,,1,,0,0,1,0,1,1,"""radius"":250,""angle"":120",1,3,0,0,300,4704,Attack_Sword_C,0,000001,Shake_UpAndDown,1,Caster,,,,1,2,0,,1,0,0,0,0
1404,-1,0,1,,,200,,1,,0,0,1,0,1,1,"""radius"":250,""angle"":120",1,3,0,0,333,5712,Attack_Sword_D,0,000001,Shake_UpAndDown,1,Caster,,,,1,2,0,,1,0,0,0,0
1405,-1,0,1,,,200,,1,,0,0,1,0,1,1,"""radius"":250,""angle"":120",1,3,0,0,"300,400",6720,Attack_Sword_E,0,000001,Shake_UpAndDown,2,Caster,,,,1,2,0,,1,0,0,0,0
1406,-1,0,1,,,200,,1,,0,0,1,0,1,1,"""radius"":250,""angle"":120",1,3,0,0,"567,767",15120,Attack_Sword_F,0,000001,Shake_UpAndDown,3,Caster,,,,1,2,0,,1,0,0,0,0
2101,-1,0,1,,,265,,1,,0,0,1,0,1,1,"""radius"":350,""angle"":120",1,3,0,0,633,10150,Attack_Spear_A,0,000010,Shake_UpAndDown,1,Caster,,,,1,2.65,0,,1,0,0,1,0
2102,-1,0,1,,,265,,1,,0,0,1,0,1,1,"""radius"":350,""angle"":120",1,3,0,0,300,5950,Attack_Spear_B,0,000010,Shake_UpAndDown,1,Caster,,,,1,2.65,0,,1,0,0,0,0
2103,-1,0,1,,,265,,1,,0,0,1,0,1,1,"""radius"":350,""angle"":120",1,3,0,0,300,5950,Attack_Spear_C,0,000010,Shake_UpAndDown,1,Caster,,,,1,2.65,0,,1,0,0,0,0
2104,-1,0,1,,,265,,1,,0,0,1,0,1,1,"""radius"":350,""angle"":120",1,3,0,0,"300,567",8050,Attack_Spear_D,0,000010,Shake_UpAndDown,1,Caster,,,,1,2.65,0,,1,0,0,0,0
2105,-1,0,1,,,265,,1,,0,0,1,0,1,1,"""radius"":350,""angle"":120",1,3,0,0,"600,833",11200,Attack_Spear_E,0,000010,Shake_UpAndDown,2,Caster,,,,1,2.65,0,,1,0,0,0,0
2106,-1,0,1,,,265,,1,,0,0,1,0,1,1,"""radius"":350,""angle"":120",1,3,0,0,500,13300,Attack_Spear_F,0,000010,Shake_UpAndDown,3,Caster,,,,1,2.65,0,,1,0,0,0,0
2201,-1,0,1,,,265,,1,,0,0,1,0,1,1,"""radius"":350,""angle"":120",1,3,0,0,400,4988,Attack_Spear_A,0,000010,Shake_UpAndDown,1,Caster,,,,1,2.65,0,,1,0,0,1,0
2202,-1,0,1,,,265,,1,,0,0,1,0,1,1,"""radius"":350,""angle"":120",1,3,0,0,300,4323,Attack_Spear_B,0,000010,Shake_UpAndDown,1,Caster,,,,1,2.65,0,,1,0,0,0,0
2203,-1,0,1,,,265,,1,,0,0,1,0,1,1,"""radius"":350,""angle"":120",1,3,0,0,300,5985,Attack_Spear_C,0,000010,Shake_UpAndDown,1,Caster,,,,1,2.65,0,,1,0,0,0,0
2204,-1,0,1,,,265,,1,,0,0,1,0,1,1,"""radius"":350,""angle"":120",1,3,0,0,433,8313,Attack_Spear_D,0,000010,Shake_UpAndDown,1,Caster,,,,1,2.65,0,,1,0,0,0,0
2205,-1,0,1,,,265,,1,,0,0,1,0,1,1,"""radius"":350,""angle"":120",1,3,0,0,"367,600",8978,Attack_Spear_E,0,000010,Shake_UpAndDown,2,Caster,,,,1,2.65,0,,1,0,0,0,0
2206,-1,0,1,,,265,,1,,0,0,1,0,1,1,"""radius"":350,""angle"":120",1,3,0,0,"433,700,867",15295,Attack_Spear_F,0,000010,Shake_UpAndDown,3,Caster,,,,1,2.65,0,,1,0,0,0,0
2301,-1,0,1,,,265,,1,,0,0,1,0,1,1,"""radius"":350,""angle"":120",1,3,0,0,367,5320,Attack_Spear_A,0,000010,Shake_UpAndDown,1,Caster,,,,1,2.65,0,,1,0,0,1,0
2302,-1,0,1,,,265,,1,,0,0,1,0,1,1,"""radius"":350,""angle"":120",1,3,0,0,300,3990,Attack_Spear_B,0,000010,Shake_UpAndDown,1,Caster,,,,1,2.65,0,,1,0,0,0,0
2303,-1,0,1,,,265,,1,,0,0,1,0,1,1,"""radius"":350,""angle"":120",1,3,0,0,300,4323,Attack_Spear_C,0,000010,Shake_UpAndDown,1,Caster,,,,1,2.65,0,,1,0,0,0,0
2304,-1,0,1,,,265,,1,,0,0,1,0,1,1,"""radius"":350,""angle"":120",1,3,0,0,567,10640,Attack_Spear_D,0,000010,Shake_UpAndDown,1,Caster,,,,1,2.65,0,,1,0,0,0,0
2305,-1,0,1,,,265,,1,,0,0,1,0,1,1,"""radius"":350,""angle"":120",1,3,0,0,"367,633",10973,Attack_Spear_E,0,000010,Shake_UpAndDown,2,Caster,,,,1,2.65,0,,1,0,0,0,0
2306,-1,0,1,,,265,,1,,0,0,1,0,1,1,"""radius"":350,""angle"":120",1,3,0,0,333,11638,Attack_Spear_F,0,000010,Shake_UpAndDown,3,Caster,,,,1,2.65,0,,1,0,0,0,0
2401,-1,0,1,,,265,,1,,0,0,1,0,1,1,"""radius"":350,""angle"":120",1,3,0,0,367,5950,Attack_Spear_A,0,000010,Shake_UpAndDown,1,Caster,,,,1,2.65,0,,1,0,0,1,0
2402,-1,0,1,,,265,,1,,0,0,1,0,1,1,"""radius"":350,""angle"":120",1,3,0,0,567,11200,Attack_Spear_B,0,000010,Shake_UpAndDown,1,Caster,,,,1,2.65,0,,1,0,0,0,0
2403,-1,0,1,,,265,,1,,0,0,1,0,1,1,"""radius"":350,""angle"":120",1,3,0,0,333,5950,Attack_Spear_C,0,000010,Shake_UpAndDown,1,Caster,,,,1,2.65,0,,1,0,0,0,0
2404,-1,0,1,,,265,,1,,0,0,1,0,1,1,"""radius"":350,""angle"":120",1,3,0,0,500,10150,Attack_Spear_D,0,000010,Shake_UpAndDown,1,Caster,,,,1,2.65,0,,1,0,0,0,0
2405,-1,0,1,,,265,,1,,0,0,1,0,1,1,"""radius"":350,""angle"":120",1,3,0,0,"367,567",7000,Attack_Spear_E,0,000010,Shake_UpAndDown,2,Caster,,,,1,2.65,0,,1,0,0,0,0
2406,-1,0,1,,,265,,1,,0,0,1,0,1,1,"""radius"":350,""angle"":120",1,3,0,0,"767,933",15400,Attack_Spear_F,0,000010,Shake_UpAndDown,3,Caster,,,,1,2.65,0,,1,0,0,0,0
3101,-1,0,1,,,200,,1,,0,0,1,0,1,1,"""radius"":250,""angle"":135",1,3,0,0,333,5653,Attack_DualSword_A,0,000100,Shake_UpAndDown,1,Caster,,,,1,2,0,,1,0,0,1,0
3102,-1,0,1,,,200,,1,,0,0,1,0,1,1,"""radius"":250,""angle"":135",1,3,0,0,"300,367",5653,Attack_DualSword_B,0,000100,Shake_UpAndDown,1,Caster,,,,1,2,0,,1,0,0,0,0
3103,-1,0,1,,,200,,1,,0,0,1,0,1,1,"""radius"":250,""angle"":135",1,3,0,0,300,4655,Attack_DualSword_C,0,000100,Shake_UpAndDown,1,Caster,,,,1,2,0,,1,0,0,0,0
3104,-1,0,1,,,200,,1,,0,0,1,0,1,1,"""radius"":250,""angle"":135",1,3,0,0,333,6650,Attack_DualSword_D,0,000100,Shake_UpAndDown,1,Caster,,,,1,2,0,,1,0,0,0,0
3105,-1,0,1,,,200,,1,,0,0,1,0,1,1,"""radius"":250,""angle"":135",1,3,0,0,"500,567",7648,Attack_DualSword_E,0,000100,Shake_UpAndDown,1,Caster,,,,1,2,0,,1,0,0,0,0
3106,-1,0,1,,,200,,1,,0,0,1,0,1,1,"""radius"":250,""angle"":135",1,3,0,0,300,4655,Attack_DualSword_F,0,000100,Shake_UpAndDown,1,Caster,,,,1,2,0,,1,0,0,0,0
3107,-1,0,1,,,200,,1,,0,0,1,0,1,1,"""radius"":250,""angle"":135",1,3,0,0,"433,500",6650,Attack_DualSword_G,0,000100,Shake_UpAndDown,2,Caster,,,,1,2,0,,1,0,0,0,0
3108,-1,0,1,,,200,,1,,0,0,1,0,1,1,"""radius"":250,""angle"":135",1,3,0,0,567,10640,Attack_DualSword_H,0,000100,Shake_UpAndDown,3,Caster,,,,1,2,0,,1,0,0,0,0
3201,-1,0,1,,,200,,1,,0,0,1,0,1,1,"""radius"":250,""angle"":135",1,3,0,0,300,4200,Attack_DualSword_A,0,000100,Shake_UpAndDown,1,Caster,,,,1,2,0,,1,0,0,1,0
3202,-1,0,1,,,200,,1,,0,0,1,0,1,1,"""radius"":250,""angle"":135",1,3,0,0,"367,500",7350,Attack_DualSword_B,0,000100,Shake_UpAndDown,1,Caster,,,,1,2,0,,1,0,0,0,0
3203,-1,0,1,,,200,,1,,0,0,1,0,1,1,"""radius"":250,""angle"":135",1,3,0,0,"367,633,733",10500,Attack_DualSword_C,0,000100,Shake_UpAndDown,1,Caster,,,,1,2,0,,1,0,0,0,0
3204,-1,0,1,,,200,,1,,0,0,1,0,1,1,"""radius"":250,""angle"":135",1,3,0,0,300,4900,Attack_DualSword_D,0,000100,Shake_UpAndDown,1,Caster,,,,1,2,0,,1,0,0,0,0
3205,-1,0,1,,,200,,1,,0,0,1,0,1,1,"""radius"":250,""angle"":135",1,3,0,0,300,6300,Attack_DualSword_E,0,000100,Shake_UpAndDown,1,Caster,,,,1,2,0,,1,0,0,0,0
3206,-1,0,1,,,200,,1,,0,0,1,0,1,1,"""radius"":250,""angle"":135",1,3,0,0,"300,467",6650,Attack_DualSword_F,0,000100,Shake_UpAndDown,1,Caster,,,,1,2,0,,1,0,0,0,0
3207,-1,0,1,,,200,,1,,0,0,1,0,1,1,"""radius"":250,""angle"":135",1,3,0,0,433,6300,Attack_DualSword_G,0,000100,Shake_UpAndDown,2,Caster,,,,1,2,0,,1,0,0,0,0
3208,-1,0,1,,,200,,1,,0,0,1,0,1,1,"""radius"":250,""angle"":135",1,3,0,0,300,8750,Attack_DualSword_H,0,000100,Shake_UpAndDown,3,Caster,,,,1,2,0,,1,0,0,0,0
3301,-1,0,1,,,200,,1,,0,0,1,0,1,1,"""radius"":250,""angle"":135",1,3,0,0,333,5250,Attack_DualSword_A,0,000100,Shake_UpAndDown,1,Caster,,,,1,2,0,,1,0,0,1,0
3302,-1,0,1,,,200,,1,,0,0,1,0,1,1,"""radius"":250,""angle"":135",1,3,0,0,333,4900,Attack_DualSword_B,0,000100,Shake_UpAndDown,1,Caster,,,,1,2,0,,1,0,0,0,0
3303,-1,0,1,,,200,,1,,0,0,1,0,1,1,"""radius"":250,""angle"":135",1,3,0,0,"367,567",6300,Attack_DualSword_C,0,000100,Shake_UpAndDown,1,Caster,,,,1,2,0,,1,0,0,0,0
3304,-1,0,1,,,200,,1,,0,0,1,0,1,1,"""radius"":250,""angle"":135",1,3,0,0,"367,433",6300,Attack_DualSword_D,0,000100,Shake_UpAndDown,1,Caster,,,,1,2,0,,1,0,0,0,0
3305,-1,0,1,,,200,,1,,0,0,1,0,1,1,"""radius"":250,""angle"":135",1,3,0,0,300,7700,Attack_DualSword_E,0,000100,Shake_UpAndDown,1,Caster,,,,1,2,0,,1,0,0,0,0
3306,-1,0,1,,,200,,1,,0,0,1,0,1,1,"""radius"":250,""angle"":135",1,3,0,0,"300,367",3850,Attack_DualSword_F,0,000100,Shake_UpAndDown,1,Caster,,,,1,2,0,,1,0,0,0,0
3307,-1,0,1,,,200,,1,,0,0,1,0,1,1,"""radius"":250,""angle"":135",1,3,0,0,467,5950,Attack_DualSword_G,0,000100,Shake_UpAndDown,2,Caster,,,,1,2,0,,1,0,0,0,0
3308,-1,0,1,,,200,,1,,0,0,1,0,1,1,"""radius"":250,""angle"":135",1,3,0,0,"467,533",13650,Attack_DualSword_H,0,000100,Shake_UpAndDown,3,Caster,,,,1,2,0,,1,0,0,0,0
3401,-1,0,1,,,200,,1,,0,0,1,0,1,1,"""radius"":250,""angle"":135",1,3,0,0,"433,500",6983,Attack_DualSword_A,0,000100,Shake_UpAndDown,1,Caster,,,,1,2,0,,1,0,0,1,0
3402,-1,0,1,,,200,,1,,0,0,1,0,1,1,"""radius"":250,""angle"":135",1,3,0,0,"300,467",6318,Attack_DualSword_B,0,000100,Shake_UpAndDown,1,Caster,,,,1,2,0,,1,0,0,0,0
3403,-1,0,1,,,200,,1,,0,0,1,0,1,1,"""radius"":250,""angle"":135",1,3,0,0,367,5985,Attack_DualSword_C,0,000100,Shake_UpAndDown,1,Caster,,,,1,2,0,,1,0,0,0,0
3404,-1,0,1,,,200,,1,,0,0,1,0,1,1,"""radius"":250,""angle"":135",1,3,0,0,"300,433",6983,Attack_DualSword_D,0,000100,Shake_UpAndDown,1,Caster,,,,1,2,0,,1,0,0,0,0
3405,-1,0,1,,,200,,1,,0,0,1,0,1,1,"""radius"":250,""angle"":135",1,3,0,0,600,8313,Attack_DualSword_E,0,000100,Shake_UpAndDown,3,Caster,,,,1,2,0,,1,0,0,0,0
3406,-1,0,1,,,200,,1,,0,0,1,0,1,1,"""radius"":250,""angle"":135",1,3,0,0,"367,467",6983,Attack_DualSword_F,0,000100,Shake_UpAndDown,5,Caster,,,,1,2,0,,1,0,0,0,0
3407,-1,0,1,,,200,,1,,0,0,1,0,1,1,"""radius"":250,""angle"":135",1,3,0,0,567,6983,Attack_DualSword_G,0,000100,Shake_UpAndDown,3,Caster,,,,1,2,0,,1,0,0,0,0
3408,-1,0,1,,,200,,1,,0,0,1,0,1,1,"""radius"":250,""angle"":135",1,3,0,0,433,8978,Attack_DualSword_H,0,000100,Shake_UpAndDown,5,Caster,,,,1,2,0,,1,0,0,0,0
4101,-1,0,1,,,150,,1,,0,0,1,0,1,1,"""radius"":200,""angle"":120",1,3,0,0,300,5145,Attack_Dagger_A,0,001000,Shake_UpAndDown,1,Caster,,,,1,1.5,0,,1,0,0,1,0
4102,-1,0,1,,,150,,1,,0,0,1,0,1,1,"""radius"":200,""angle"":120",1,3,0,0,333,6248,Attack_Dagger_B,0,001000,Shake_UpAndDown,1,Caster,,,,1,1.5,0,,1,0,0,0,0
4103,-1,0,1,,,150,,1,,0,0,1,0,1,1,"""radius"":200,""angle"":120",1,3,0,0,300,6248,Attack_Dagger_C,0,001000,Shake_UpAndDown,1,Caster,,,,1,1.5,0,,1,0,0,0,0
4104,-1,0,1,,,150,,1,,0,0,1,0,1,1,"""radius"":200,""angle"":120",1,3,0,0,300,6248,Attack_Dagger_D,0,001000,Shake_UpAndDown,1,Caster,,,,1,1.5,0,,1,0,0,0,0
4105,-1,0,1,,,150,,1,,0,0,1,0,1,1,"""radius"":200,""angle"":120",1,3,0,0,333,6248,Attack_Dagger_E,0,001000,Shake_UpAndDown,2,Caster,,,,1,1.5,0,,1,0,0,0,0
4106,-1,0,1,,,150,,1,,0,0,1,0,1,1,"""radius"":200,""angle"":120",1,3,0,0,300,8453,Attack_Dagger_F,0,001000,Shake_UpAndDown,3,Caster,,,,1,1.5,0,,1,0,0,0,0
4201,-1,0,1,,,150,,1,,0,0,1,0,1,1,"""radius"":200,""angle"":120",1,3,0,0,367,5145,Attack_Dagger_A,0,001000,Shake_UpAndDown,1,Caster,,,,1,1.5,0,,1,0,0,1,0
4202,-1,0,1,,,150,,1,,0,0,1,0,1,1,"""radius"":200,""angle"":120",1,3,0,0,300,4778,Attack_Dagger_B,0,001000,Shake_UpAndDown,1,Caster,,,,1,1.5,0,,1,0,0,0,0
4203,-1,0,1,,,150,,1,,0,0,1,0,1,1,"""radius"":200,""angle"":120",1,3,0,0,300,5880,Attack_Dagger_C,0,001000,Shake_UpAndDown,1,Caster,,,,1,1.5,0,,1,0,0,0,0
4204,-1,0,1,,,150,,1,,0,0,1,0,1,1,"""radius"":200,""angle"":120",1,3,0,0,"300,500",7350,Attack_Dagger_D,0,001000,Shake_UpAndDown,1,Caster,,,,1,1.5,0,,1,0,0,0,0
4205,-1,0,1,,,150,,1,,0,0,1,0,1,1,"""radius"":200,""angle"":120",1,3,0,0,"300,367",5513,Attack_Dagger_E,0,001000,Shake_UpAndDown,2,Caster,,,,1,1.5,0,,1,0,0,0,0
4206,-1,0,1,,,150,,1,,0,0,1,0,1,1,"""radius"":200,""angle"":120",1,3,0,0,300,11025,Attack_Dagger_F,0,001000,Shake_UpAndDown,3,Caster,,,,1,1.5,0,,1,0,0,0,0
4301,-1,0,1,,,150,,1,,0,0,1,0,1,1,"""radius"":200,""angle"":120",1,3,0,0,300,4043,Attack_Dagger_A,0,001000,Shake_UpAndDown,1,Caster,,,,1,1.5,0,,1,0,0,1,0
4302,-1,0,1,,,150,,1,,0,0,1,0,1,1,"""radius"":200,""angle"":120",1,3,0,0,300,4410,Attack_Dagger_B,0,001000,Shake_UpAndDown,1,Caster,,,,1,1.5,0,,1,0,0,0,0
4303,-1,0,1,,,150,,1,,0,0,1,0,1,1,"""radius"":200,""angle"":120",1,3,0,0,367,5513,Attack_Dagger_C,0,001000,Shake_UpAndDown,1,Caster,,,,1,1.5,0,,1,0,0,0,0
4304,-1,0,1,,,150,,1,,0,0,1,0,1,1,"""radius"":200,""angle"":120",1,3,0,0,600,8820,Attack_Dagger_D,0,001000,Shake_UpAndDown,1,Caster,,,,1,1.5,0,,1,0,0,0,0
4305,-1,0,1,,,150,,1,,0,0,1,0,1,1,"""radius"":200,""angle"":120",1,3,0,0,"300,367",6615,Attack_Dagger_E,0,001000,Shake_UpAndDown,2,Caster,,,,1,1.5,0,,1,0,0,0,0
4306,-1,0,1,,,150,,1,,0,0,1,0,1,1,"""radius"":200,""angle"":120",1,3,0,0,500,9923,Attack_Dagger_F,0,001000,Shake_UpAndDown,3,Caster,,,,1,1.5,0,,1,0,0,0,0
4401,-1,0,1,,,150,,1,,0,0,1,0,1,1,"""radius"":200,""angle"":120",1,3,0,0,333,6615,Attack_Dagger_A,0,001000,Shake_UpAndDown,1,Caster,,,,1,1.5,0,,1,0,0,1,0
4402,-1,0,1,,,150,,1,,0,0,1,0,1,1,"""radius"":200,""angle"":120",1,3,0,0,300,4410,Attack_Dagger_B,0,001000,Shake_UpAndDown,1,Caster,,,,1,1.5,0,,1,0,0,0,0
4403,-1,0,1,,,150,,1,,0,0,1,0,1,1,"""radius"":200,""angle"":120",1,3,0,0,367,7718,Attack_Dagger_C,0,001000,Shake_UpAndDown,1,Caster,,,,1,1.5,0,,1,0,0,0,0
4404,-1,0,1,,,150,,1,,0,0,1,0,1,1,"""radius"":200,""angle"":120",1,3,0,0,333,6615,Attack_Dagger_D,0,001000,Shake_UpAndDown,1,Caster,,,,1,1.5,0,,1,0,0,0,0
4405,-1,0,1,,,150,,1,,0,0,1,0,1,1,"""radius"":200,""angle"":120",1,3,0,0,533,8820,Attack_Dagger_E,0,001000,Shake_UpAndDown,2,Caster,,,,1,1.5,0,,1,0,0,0,0
4406,-1,0,1,,,150,,1,,0,0,1,0,1,1,"""radius"":200,""angle"":120",1,3,0,0,"500,633",9923,Attack_Dagger_F,0,001000,Shake_UpAndDown,3,Caster,,,,1,1.5,0,,1,0,0,0,0
5101,-1,0,1,,,700,,1,,0,0,1,0,1,2,"""left"":120, ""right"":120, ""front"":750, ""back"":0",1,3,0,0,367,8313,Attack_Bow_A,0,010000,Shake_UpAndDown,1,Caster,,,,1,7,0,,1,0,0,0,0
5102,-1,0,1,,,700,,1,,0,0,1,0,1,2,"""left"":120, ""right"":120, ""front"":750, ""back"":0",1,3,0,0,533,7315,Attack_Bow_B,0,010000,Shake_UpAndDown,1,Caster,,,,1,7,0,,1,0,0,0,0
5103,-1,0,1,,,700,,1,,0,0,1,0,1,2,"""left"":120, ""right"":120, ""front"":750, ""back"":0",1,3,0,0,600,8645,Attack_Bow_C,0,010000,Shake_UpAndDown,1,Caster,,,,1,7,0,,1,0,0,0,0
5104,-1,0,1,,,700,,1,,0,0,1,0,1,2,"""left"":120, ""right"":120, ""front"":750, ""back"":0",1,3,0,0,767,12968,Attack_Bow_D,0,010000,Shake_UpAndDown,3,Caster,,,,1,7,0,,1,0,0,0,0
5201,-1,0,1,,,700,,1,,0,0,1,0,1,2,"""left"":120, ""right"":120, ""front"":750, ""back"":0",1,3,0,0,300,5985,Attack_Bow_A,0,010000,Shake_UpAndDown,1,Caster,,,,1,7,0,,1,0,0,0,0
5202,-1,0,1,,,700,,1,,0,0,1,0,1,2,"""left"":120, ""right"":120, ""front"":750, ""back"":0",1,3,0,0,567,8645,Attack_Bow_B,0,010000,Shake_UpAndDown,1,Caster,,,,1,7,0,,1,0,0,0,0
5203,-1,0,1,,,700,,1,,0,0,1,0,1,2,"""left"":120, ""right"":120, ""front"":750, ""back"":0",1,3,0,0,533,9310,Attack_Bow_C,0,010000,Shake_UpAndDown,1,Caster,,,,1,7,0,,1,0,0,0,0
5204,-1,0,1,,,700,,1,,0,0,1,0,1,2,"""left"":120, ""right"":120, ""front"":750, ""back"":0",1,3,0,0,700,11970,Attack_Bow_D,0,010000,Shake_UpAndDown,3,Caster,,,,1,7,0,,1,0,0,0,0
5301,-1,0,1,,,700,,1,,0,0,1,0,1,2,"""left"":120, ""right"":120, ""front"":750, ""back"":0",1,3,0,0,367,6650,Attack_Bow_A,0,010000,Shake_UpAndDown,1,Caster,,,,1,7,0,,1,0,0,0,0
5302,-1,0,1,,,700,,1,,0,0,1,0,1,2,"""left"":120, ""right"":120, ""front"":750, ""back"":0",1,3,0,0,600,7315,Attack_Bow_B,0,010000,Shake_UpAndDown,1,Caster,,,,1,7,0,,1,0,0,0,0
5303,-1,0,1,,,700,,1,,0,0,1,0,1,2,"""left"":120, ""right"":120, ""front"":750, ""back"":0",1,3,0,0,733,9310,Attack_Bow_C,0,010000,Shake_UpAndDown,1,Caster,,,,1,7,0,,1,0,0,0,0
5304,-1,0,1,,,700,,1,,0,0,1,0,1,2,"""left"":120, ""right"":120, ""front"":750, ""back"":0",1,3,0,0,767,12635,Attack_Bow_D,0,010000,Shake_UpAndDown,3,Caster,,,,1,7,0,,1,0,0,0,0
5401,-1,0,1,,,700,,1,,0,0,1,0,1,2,"""left"":120, ""right"":120, ""front"":750, ""back"":0",1,3,0,0,367,9643,Attack_Bow_A,0,010000,Shake_UpAndDown,1,Caster,,,,1,7,0,,1,0,0,0,0
5402,-1,0,1,,,700,,1,,0,0,1,0,1,2,"""left"":120, ""right"":120, ""front"":750, ""back"":0",1,3,0,0,533,7980,Attack_Bow_B,0,010000,Shake_UpAndDown,1,Caster,,,,1,7,0,,1,0,0,0,0
