ShopId,ProductType,ProductValue,ItemType,Grade,ItemInfoId,ProductItemType
30004224,100,10,20,8,420001,1
30004225,100,10,3,8,420002,1
30004226,100,10,1,8,420003,1
30004227,100,5,38,8,910220,1
30004228,100,5,19,8,410001,1
30004229,100,5,2,8,410002,1
30004230,100,5,0,8,410003,1
30004231,100,3,38,8,910237,1
30004232,100,3,6,8,410011,1
30004233,100,3,5,8,410012,1
30004234,100,3,4,8,410013,1
30004235,100,10,11,8,510102,1
30004236,100,20,11,8,510101,1
30004237,100,1,11,8,510001,1
30004238,100,1,11,8,510002,1
30004239,100,1,11,8,510003,1
30004240,100,100,11,8,480105,1
30004241,100,100,11,8,480104,1
30004242,100,50,63,8,470001,1
30004300,100,3,38,3,30919003,1
30004301,100,1,38,4,30919004,1
30004302,100,1,38,8,34000101,1
30004303,100,1,23,3,430003,1
30004304,100,1,23,3,430013,1
30004305,100,1,23,3,430043,1
30004306,100,1,23,3,430053,1
30004307,100,1,23,3,430023,1
30004308,100,1,23,3,430033,1
30004309,100,1,23,3,430063,1
30004310,100,1,23,3,430073,1
30004311,100,1,23,3,430083,1
30004312,100,3,23,2,430002,1
30004313,100,3,23,2,430012,1
30004314,100,3,23,2,430042,1
30004315,100,3,23,2,430052,1
30004316,100,3,23,2,430022,1
30004317,100,3,23,2,430032,1
30004318,100,3,23,2,430062,1
30004319,100,3,23,2,430072,1
30004320,100,3,23,2,430082,1
30110000,3,600,87,8,,1
30110000,100,1000,13,8,440001,2
30110000,100,1000,15,8,440011,2
30110000,100,5000,18,8,400001,2
30110000,201,120,87,8,,2
30110001,3,1500,87,8,,1
30110001,100,1000,13,8,440001,2
30110001,100,1000,15,8,440011,2
30110001,100,10000,18,8,400001,2
30110001,201,100,87,8,,2
30110002,2,500,87,8,,1
30110002,100,1,38,3,911123,2
30110002,100,1000,18,8,400001,2
30110003,2,1200,87,8,,1
30110003,100,1,38,3,911122,2
30110003,100,1000,29,8,490005,2
30110004,2,2000,87,8,,1
30110004,100,1,38,3,910124,2
30110004,1,100000,87,8,,2
30110005,2,1200,87,8,,1
30110005,100,1,38,4,910255,2
30110005,100,10,3,8,420002,2
30110006,2,2000,87,8,,1
30110006,100,1,38,4,910254,2
30110006,100,10,20,8,420001,2
30110007,2,4000,87,8,,1
30110007,100,1,38,4,911042,2
30110007,100,10,1,8,420003,2
30110008,2,1200,87,8,,1
30110008,100,1,38,5,910257,2
30110008,100,1,33,4,490027,2
30110009,2,2000,87,8,,1
30110009,100,1,38,5,911012,2
30110009,100,1,33,5,490037,2
30110010,2,4000,87,8,,1
30110010,100,1,38,5,910213,2
30110010,100,1,32,6,490026,2
30110011,1,500000,87,8,,1
30110011,100,3,38,8,913001,2
30110011,100,3,38,8,910004,2
30110011,100,1,30,8,490031,2
30110011,100,30,40,8,449999,2
30110012,1,500000,87,8,,1
30110012,100,3,38,8,913001,2
30110012,100,3,38,8,910004,2
30110012,100,1,30,8,490031,2
30110012,100,30,40,8,449999,2
30110013,1,500000,87,8,,1
30110013,100,3,38,8,913001,2
30110013,100,3,38,8,910004,2
30110013,100,1,30,8,490031,2
30110013,100,30,40,8,449999,2
30110014,1,250000,87,8,,1
30110014,100,2,38,8,913001,2
30110014,100,5,38,8,900010,2
30110014,100,3,30,8,490030,2
30110014,100,20,40,8,449999,2
30110015,2,600,87,8,,1
30110015,3,600,87,8,,2
30110015,100,1,38,4,910254,2
30110015,100,1000,29,8,490005,2
30110016,2,2000,87,8,,1
30110016,3,2000,87,8,,2
30110016,100,1,38,5,910212,2
30110016,100,10,38,8,910221,2
30110016,100,10,38,4,910218,2
30110017,2,2000,87,8,,1
30110017,3,2000,87,8,,2
30110017,100,1,38,5,910213,2
30110017,100,1,33,5,490037,2
30120001,1,50000,87,8,,1
30120001,100,5,38,8,910308,2
30120001,100,20,38,8,910007,2
30120002,1,100000,87,8,,1
30120002,100,10,38,8,910308,2
30120002,100,30,38,8,910007,2
30120003,1,150000,87,8,,1
30120003,100,15,38,8,910308,2
30120003,100,40,38,8,910007,2
30120004,1,50000,87,8,,1
30120004,100,1000,29,8,490005,2
30120005,1,150000,87,8,,1
30120005,100,3000,29,8,490005,2
30120006,1,150000,87,8,,1
30120006,100,3000,29,8,490005,2
30120007,2,360,87,8,,1
30120007,100,1,30,8,490031,2
30120008,2,1200,87,8,,1
30120008,1,100000,87,8,,2
30120008,100,3,30,8,490031,2
30120009,2,2500,87,8,,1
30120009,4,50,87,8,,2
30120009,1,150000,87,8,,2
30120009,100,3,38,8,900005,2
30120010,100,20,38,8,910214,1
30120010,100,40,38,8,910007,2
30120011,1,1000000,87,8,,1
30120012,2,2500,87,8,,1
30120012,4,50,87,8,,2
30120012,1,150000,87,8,,2
30120012,100,3,38,8,900005,2
30120013,2,2500,87,8,,1
30120013,4,50,87,8,,2
30120013,1,150000,87,8,,2
30120013,100,3,38,8,900005,2
30120014,100,1,26,8,910232,1
30120014,100,1,25,8,910252,2
30120014,100,1,38,8,910222,2
30130000,3,300,87,8,,1
30130000,4,20,87,8,,2
30130000,100,3,38,8,910004,2
30130001,2,1000,87,8,,1
30130001,4,50,87,8,,2
30130001,100,5,38,8,910004,2
30130001,100,1,17,8,400000,2
30130002,2,3000,87,8,,1
30130002,1,200000,87,8,,2
30130002,100,40,38,8,910221,2
30130003,1,200000,87,8,,1
30130003,100,10,38,3,910217,2
30130004,1,300000,87,8,,1
30130004,100,5,38,4,910218,2
30130004,100,10,38,3,910217,2
30130005,1,500000,87,8,,1
30130005,100,3,38,5,910219,2
30130005,100,10,38,4,910218,2
30130006,2,1200,87,8,,1
30130006,4,20,87,8,,2
30130006,100,5,38,8,910237,2
30130006,100,10,38,8,910220,2
30130007,2,1000,87,8,,1
30130007,1,50000,87,8,,2
30130007,100,7,38,8,34000102,2
30130008,2,1000,87,8,,1
30130008,1,100000,87,8,,2
30130008,100,3,38,8,34000105,2
30130009,2,2000,87,8,,1
30130009,1,200000,87,8,,2
30130009,100,3,38,8,34000106,2
30130010,2,120,87,8,,1
30130010,100,1,38,4,911011,2
30130011,3,500,87,8,,1
30130011,2,500,87,8,,2
30130011,100,5,38,8,910237,2
30130011,100,5,17,8,400000,2
30130012,1,100000,87,8,,1
30130012,100,1,32,6,490026,2
30130013,2,1000,87,8,,1
30130013,4,50,87,8,,2
30130013,100,5,38,8,910004,2
30130013,100,1,17,8,400000,2
30130014,2,3000,87,8,,1
30130014,1,200000,87,8,,2
30130014,100,40,38,8,910221,2
30130015,2,3000,87,8,,1
30130015,1,200000,87,8,,2
30130015,100,40,38,8,910221,2
30130016,2,1200,87,8,,1
30130016,4,20,87,8,,2
30130016,100,5,38,8,910237,2
30130016,100,10,38,8,910220,2
30130017,2,300,87,8,,1
30130017,100,1,38,4,919002,2
30130018,2,300,87,8,,1
30130018,100,1,38,3,910124,2
30130019,100,1,38,4,911132,1
30130019,100,1,38,4,911133,2
30150000,1,100000,87,8,,1
30150000,100,40,63,8,470001,2
30150000,100,10,38,2,30481002,2
30150000,100,5,68,8,410004,2
30150001,1,150000,87,8,,1
30150001,100,80,63,8,470001,2
30150001,100,10,38,3,30481003,2
30150001,100,5,68,8,410004,2
30150002,1,300000,87,8,,1
30150002,100,120,63,8,470001,2
30150002,100,10,38,4,30481004,2
30150002,100,10,68,8,410004,2
30150003,3,1000,87,8,,1
30150003,100,1,63,8,30471001,2
30150003,100,1,62,8,470004,2
30150003,100,40,63,8,470001,2
30150003,100,5,68,8,410004,2
30150004,3,1500,87,8,,1
30150004,100,1,63,8,30471002,2
30150004,100,1,62,8,470003,2
30150004,100,40,63,8,470001,2
30150004,100,5,68,8,410004,2
30160000,2,1500,87,8,,1
30160000,100,1,38,3,911122,1
30160000,2,1000,87,8,,5
30160000,100,1,38,3,911123,5
30160000,2,1000,87,8,,5
30160000,100,1,38,1,30919001,5
30160000,2,1500,87,8,,5
30160000,100,2,38,1,30919001,5
30160000,2,1500,87,8,,5
30160000,100,3,38,1,30919001,5
30160000,2,2000,87,8,,5
30160000,100,1,38,2,30919002,5
30160001,2,1500,87,8,,1
30160001,100,1,38,4,911132,1
30160001,2,1000,87,8,,5
30160001,100,1,38,4,911133,5
30160001,2,1000,87,8,,5
30160001,100,1,38,2,30919002,5
30160001,2,1500,87,8,,5
30160001,100,2,38,2,30919002,5
30160001,2,1500,87,8,,5
30160001,100,3,38,2,30919002,5
30160001,2,2000,87,8,,5
30160001,100,1,38,3,30919003,5
30160002,2,1500,87,8,,1
30160002,100,1,33,4,490027,1
30160002,2,500,87,8,,5
30160002,100,1,38,3,30919003,5
30160002,2,500,87,8,,5
30160002,100,1,38,3,30919003,5
30160002,2,500,87,8,,5
30160002,100,1,38,3,30919003,5
30160002,2,500,87,8,,5
30160002,100,1,38,3,30919003,5
30160002,2,500,87,8,,5
30160002,100,1,38,3,30919003,5
30160002,2,500,87,8,,5
30160002,100,1,33,5,490037,5
30160002,2,500,87,8,,5
30160002,100,1,38,3,30919003,5
30160002,2,500,87,8,,5
30160002,100,1,38,3,30919003,5
30160002,2,500,87,8,,5
30160002,100,1,38,3,30919003,5
30160002,2,500,87,8,,5
30160002,100,1,38,3,30919003,5
30160002,2,1000,87,8,,5
30160002,100,1,38,3,30919003,5
30160002,2,1000,87,8,,5
30160002,100,1,33,5,490037,5
30170000,2,1000,87,8,,1
30170000,2,500,87,8,,8
30170000,100,1,38,8,34001000,8
30170000,100,40,7,8,400002,8
30170000,2,500,87,8,,8
30170000,100,1,38,8,34001001,8
30170000,100,40,7,8,400002,8
30170000,2,500,87,8,,8
30170000,100,1,38,8,34001002,8
30170000,100,40,7,8,400002,8
30170000,2,500,87,8,,8
30170000,100,1,38,8,34001003,8
30170000,100,40,7,8,400002,8
30170000,2,500,87,8,,8
30170000,100,1,38,8,34001004,8
30170000,100,40,7,8,400002,8
30170000,2,500,87,8,,8
30170000,100,1,38,8,34001005,8
30170000,100,40,7,8,400002,8
30170000,2,500,87,8,,8
30170000,100,1,38,8,34001006,8
30170000,100,40,7,8,400002,8
30170000,2,500,87,8,,8
30170000,100,1,38,8,34001007,8
30170000,100,40,7,8,400002,8
30170000,2,500,87,8,,8
30170000,100,1,38,8,34001008,8
30170000,100,40,7,8,400002,8
30170000,2,500,87,8,,8
30170000,100,1,38,8,34001009,8
30170000,100,40,7,8,400002,8
30170001,2,2000,87,8,,1
30170001,100,1,17,8,400000,2
30170001,2,1000,87,8,,8
30170001,100,1,50,8,1000103,8
30170001,100,25,11,8,490066,8
30170001,2,1000,87,8,,8
30170001,100,2,50,8,1000103,8
30170001,100,25,11,8,490066,8
30170001,2,1000,87,8,,8
30170001,100,3,50,8,1000103,8
30170001,100,25,11,8,490066,8
30170001,2,1000,87,8,,8
30170001,100,2,50,8,1000203,8
30170001,100,25,11,8,490066,8
39005000,1101,1,38,8,34001101,1
39005000,5,0,87,8,,2
39005001,1101,11,38,8,34001101,1
39005001,5,0,87,8,,2
39005002,1101,1,38,8,34001101,1
39005002,5,7,87,8,,2
39005003,1101,11,38,8,34001101,1
39005003,5,77,87,8,,2
39005004,1101,1,38,8,34001200,1
39005004,5,5,87,8,,2
39005005,1101,11,38,8,34001200,1
39005005,5,55,87,8,,2
30014000,100,1,38,8,33000000,1
30014001,100,100,53,8,490049,1
30014002,100,10,30,8,490033,1
30014003,100,5,11,8,490066,1
30014004,100,1,38,8,910220,1
30014005,100,1,38,8,34001602,1
30014006,100,10,38,8,34001601,1
30014007,100,1,38,8,910214,1
30014008,100,1,38,8,34910211,1
30014009,1001,1,38,8,900008,1
30014010,1101,1,38,8,34001101,1
30010001,100,1,38,8,33000000,1
38000000,3,340,87,8,,1
38000000,100,5,38,3,910217,1
38000001,3,700,87,8,,1
38000001,100,10,38,8,910220,1
38000002,3,1080,87,8,,1
38000002,100,10,38,8,910221,1
38000003,3,4000,87,8,,1
38000003,100,30,38,8,910221,1
7003,2,1660,87,8,,1
7003,3,160,87,8,,4
30130020,1,200000,87,8,,1
30130020,100,2,38,5,910219,2
30130020,100,5,38,4,910218,2
30130021,2,1000,87,8,,1
30130021,4,50,87,8,,2
30130021,100,5,38,8,910004,2
30130021,100,3,17,8,400000,2
30110018,2,60,87,8,,1
30110019,2,80,87,8,,1
30110020,2,90,87,8,,1
30110021,2,160,87,8,,1
30110022,2,340,87,8,,1
30110023,2,581,87,8,,1
30110024,2,700,87,8,,1
30110025,2,872,87,8,,1
30110026,2,1080,87,8,,1
30110027,2,1454,87,8,,1
30110028,2,1636,87,8,,1
30110029,2,1900,87,8,,1
30110030,2,2800,87,8,,1
30110031,2,3200,87,8,,1
30110032,2,3600,87,8,,1
30110033,2,4000,87,8,,1
6002,100,1,20,8,420001,1
6003,100,1,3,8,420002,1
6004,100,1,1,8,420003,1
6005,100,1,19,8,410001,1
6006,100,1,2,8,410002,1
6007,100,1,0,8,410003,1
6008,100,1,17,8,400000,1
6015,100,1,38,8,910208,1
6020,1005,1,38,8,900023,1
6021,1005,1,38,8,900024,1
6022,1005,1,38,8,912104,1
8002,2,600,87,8,,1
8002,2,200,87,8,,6
8002,100,1,38,8,490019,6
8002,100,1,38,8,910007,6
8002,2,200,87,8,,6
8002,100,1,38,8,490019,6
8002,100,2,38,8,910007,6
8002,100,1,2,8,410002,6
8002,2,200,87,8,,6
8002,100,2,38,8,490019,6
8002,100,3,38,8,910007,6
8002,100,1,0,8,410003,6
8002,2,200,87,8,,6
8002,100,2,38,8,490019,6
8002,100,4,38,8,910007,6
8002,100,1,19,8,410001,6
8002,2,200,87,8,,6
8002,100,3,38,8,490019,6
8002,100,6,38,8,910007,6
8002,100,1,2,8,410002,6
8002,2,200,87,8,,6
8002,100,3,38,8,490019,6
8002,100,8,38,8,910007,6
8002,100,1,0,8,410003,6
8002,2,200,87,8,,6
8002,100,5,38,8,490019,6
8002,100,10,38,8,910007,6
8002,100,2,19,8,410001,6
30004243,100,1,56,4,910315,1
30004244,100,1500,18,8,400001,1
30004245,100,100,53,8,490049,1
30004246,100,5,40,8,449999,1
30004247,100,15,39,8,490000,1
30004248,100,50,58,8,500001,1
30004249,100,50,58,8,500002,1
30004250,100,50,58,8,500003,1
30004251,100,1,16,4,470047,1
30004252,100,1,30,8,490030,1
30004253,100,1,38,4,911059,1
30004254,100,20,13,8,440002,1
30004255,100,20,15,8,440012,1
30004256,100,1,23,3,430023,1
30004257,100,1,23,3,430033,1
30004258,100,1,23,3,430063,1
30004259,100,1,23,3,430073,1
30004260,100,1,23,3,430083,1
30004261,100,1,38,8,900005,1
30004262,100,10,38,8,910007,1
30004263,100,1,38,8,34000102,1
30004264,100,1,23,3,430003,1
30004265,100,1,23,3,430013,1
30004266,100,1,23,3,430043,1
30004267,100,1,23,3,430053,1
30004268,100,1,33,5,490037,1
30004269,100,3,68,8,410004,1
30004270,100,1,38,4,911042,1
30004271,100,1,38,8,913001,1
30004272,100,1,32,6,490026,1
30004273,100,1,17,8,400000,1
30004274,1,500000,87,8,,1
30004274,100,5,38,5,910219,2
30004274,100,2,38,6,911041,2
30004274,100,15,38,8,910221,2
30004275,1,2018000,87,8,,1
30005015,1001,11,38,8,900008,1
30005015,5,0,87,8,,2
30005016,100,1,38,4,919002,1
30004276,100,1,56,4,910315,1
30004277,100,1500,18,8,400001,1
30004278,100,100,53,8,490049,1
30004279,100,5,40,8,449999,1
30004280,100,1,30,8,490030,1
30004281,100,100,13,8,440002,1
30004282,100,100,15,8,440012,1
30004283,100,1,23,3,430023,1
30004284,100,1,23,3,430033,1
30004285,100,1,23,3,430063,1
30004286,100,1,23,3,430073,1
30004287,100,1,23,3,430083,1
30004288,100,1,38,8,900005,1
30004289,100,1,23,3,430003,1
30004290,100,1,23,3,430013,1
30004291,100,1,23,3,430043,1
30004292,100,1,23,3,430053,1
30004293,100,3,68,8,410004,1
30004294,100,1,38,4,911042,1
30004295,100,1,17,8,400000,1
30004296,100,10,38,8,910221,1
30004297,100,5,38,5,910219,1
30004298,100,5,38,6,911041,1
30004299,100,5,38,8,910220,1
30004321,100,3,38,8,910237,1
30004322,100,100,11,8,480105,1
30004323,100,100,11,8,480104,1
30004324,100,50,63,8,470001,1
39005006,1001,11,38,8,900008,1
39005006,5,77,87,8,,2
39005007,1001,11,38,8,900008,1
39005007,5,77,87,8,,2
39005008,1001,11,38,8,900008,1
39005008,5,0,87,8,,2
39005009,1001,11,38,8,900008,1
39005009,5,0,87,8,,2
39009000,3,1000,87,8,,1
39009000,100,1,38,4,911011,2
39009000,100,1000,29,8,490005,2
39009001,2,3500,87,8,,1
39009001,100,1,38,5,910212,2
39009001,100,1,33,6,490038,2
39009002,2,3500,87,8,,1
39009002,100,1,38,5,910213,2
39009002,100,1,32,6,490026,2
39009003,2,2000,87,8,,1
39009003,100,3,17,8,400000,2
39009003,100,1,33,6,490038,2
39009004,2,2000,87,8,,1
39009004,1,200000,87,8,,2
39009004,100,1,32,6,490026,2
39009004,100,1,33,6,490038,2
39009005,2,250,87,8,,1
39009005,1,25000,87,8,,2
39009005,100,4,38,8,910221,2
39009006,2,1500,87,8,,1
39009006,1,100000,87,8,,2
39009006,100,20,38,8,910221,2
39009007,2,3300,87,8,,1
39009007,1,250000,87,8,,2
39009007,100,40,38,8,910221,2
39009008,4,15,87,8,,1
39009008,100,4,19,8,410001,2
39009008,100,4,2,8,410002,2
39009008,100,4,0,8,410003,2
39009008,100,1,17,8,400000,2
39009009,4,50,87,8,,1
39009009,100,15,19,8,410001,2
39009009,100,15,2,8,410002,2
39009009,100,15,0,8,410003,2
39009009,100,3,17,8,400000,2
39009010,2,150,87,8,,1
39009010,100,1,38,8,910237,2
39009010,100,20,11,8,490066,2
39009011,2,1000,87,8,,1
39009011,4,20,87,8,,2
39009011,100,5,38,8,910237,2
39009011,100,1,17,8,400000,2
39009012,2,2000,87,8,,1
39009012,4,50,87,8,,2
39009012,100,10,38,8,910237,2
39009012,100,2,17,8,400000,2
39009013,1,300000,87,8,,1
39009013,100,120,63,8,470001,2
39009013,100,10,38,4,30481004,2
39009013,100,10,68,8,410004,2
30004325,1,50000,87,8,,1
30004325,100,4,19,8,410001,2
30004325,100,4,2,8,410002,2
30004325,100,4,0,8,410003,2
30004325,100,20,11,8,490066,2
30004326,100,1,11,8,510001,1
30004327,100,1,11,8,510002,1
30004328,100,1,11,8,510003,1
30004329,100,1,11,8,510009,1
30004330,100,1,11,8,510008,1
30004331,100,1,11,8,510007,1
30004332,100,1,11,8,510011,1
30004333,100,1,38,4,910218,1
30004334,100,1,38,5,910219,1
30004335,100,1,38,6,911041,1
30004336,100,1,38,8,910221,1
30004337,100,1,38,8,910220,1
30004338,100,1,17,8,400000,1
30004339,100,1,11,8,510101,1
30004340,100,1,11,8,510102,1
30004341,1,100000,87,8,,1
30004341,100,3,38,3,910203,2
30004342,100,2,23,2,430002,1
30004343,100,2,23,2,430012,1
30004344,100,2,23,2,430022,1
30004345,100,2,23,2,430032,1
30004346,100,2,23,2,430062,1
30004347,100,2,23,2,430072,1
30004348,100,2,23,2,430082,1
30004349,1,50000,87,8,,1
30004349,100,25,63,8,470001,2
30004349,100,2,38,4,30481004,2
30004349,100,2,68,8,410004,2
30004350,100,10,11,8,480105,1
30004351,100,10,11,8,480104,1
30004352,100,10,11,8,480103,1
30004353,100,10,63,8,470001,1
30004354,100,1,61,3,490103,1
30004355,100,1,61,3,490113,1
30004356,100,1,61,3,490123,1
30004357,100,1,61,3,490133,1
30004358,100,500,29,8,490005,1
39009014,100,1,26,8,30490067,1
39009014,100,1,25,8,910234,2
39009014,100,1,38,8,910237,2
39009014,100,5,38,8,910220,2
39006001,2,50,87,8,,1
39006001,100,500,18,8,400001,2
39006001,100,50,13,8,440001,2
39006001,100,50,15,8,440011,2
39006001,100,5,38,8,900009,2
39006002,3,100,87,8,,1
39006002,100,100,53,8,490049,2
39006002,100,100,13,8,440001,2
