Id,ReplaceString1,Name,ReplaceString2,QuestDesc1,QuestDesc2
1105,,Garden Sentry,Garden Sentry,@1101,Defeat the Garden Sentry at the Extraction Pit {TaskCount} time(s).
1106,@203,{ReplaceString1} Mania,Mandragora,@1101,Defeat Mandagora {TaskCount} time(s) in the Extraction Pit.
1107,Bronze,{ReplaceString1} Extraction Pit,Green Robust Ratel,@1101,Defeat Green Robust Ratel at the Extraction Pit {TaskCount} time(s).
1108,Silver,@1107,Silver Robust Ratel,@1101,Defeat Silver Robust Ratel at the Extraction Pit {TaskCount} time(s).
1109,Gold,@1107,Gold Robust Ratel,@1101,Defeat Gold Robust Ratel at the Extraction Pit {TaskCount} time(s).
1151,Defeat Varkaron,Prepare to {ReplaceString1},Monster in Clan Dungeon (Varkaron),@1101,Defeat {TaskCount} monster(s) in the Clan Dungeon (Varkaron).
1152,Defeat Queen Ant,@1151,Monster in Clan Dungeon (Queen Ant),@1101,Defeat {TaskCount} monster(s) in the Clan Dungeon (Queen Ant).
1201,Arena,{ReplaceString1} Tour,,Participate in Arena,Participate in the Arena {TaskCount} time(s).
1202,@1201,@209,,Win in the Arena,Win in the Arena {TaskCount} time(s).
1203,@1201,{ReplaceString1} Win Streak,,Win Consecutively in the Arena,Win {TaskCondition} consecutive matches in the Arena.
1301,Daily Dungeon,@209,Hard or higher,Clear Daily Dungeon ({ReplaceString2}),Clear Daily Dungeon (Hard or higher) {TaskCount} time(s).
1303,,Towards the Sky,,Auto-Clear Tower of Insolence.,Auto-Clear Tower of Insolence {TaskCount} time(s).
1304,,Herb King,,Gather Herbs in the Extraction Pit,Gather {TaskCount} herb(s) in the Extraction Pit.
1306,@207,{ReplaceString1} Master,@1301,Clear Adena Vault ({ReplaceString2}) with SS or Higher,"Clear Adena Vault (Hard) {TaskCount} time(s)
with SS or higher."
1307,@207,@1106,,Achieve the Adena Vault Combo,Achieve {TaskCondition} Combos in the Adena Vault.
1308,@209,@209,@1301,Clear the Trials of Experience ({ReplaceString2}) with SSS or Higher,"Clear Trials of Experience (Hard or higher)
{TaskCount} time(s) with SSS."
1401,Dark Lord,@401,Varkaron (Easy),@1101,Defeat Varkaron's Vestige (Easy) {TaskCount} time(s).
1402,@1401,@401,Varkaron (Normal),@1101,Defeat Varkaron's Vestige (Normal) {TaskCount} time(s).
1403,@1401,@401,Varkaron (Hard),@1101,Defeat Varkaron's Vestige (Hard) {TaskCount} time(s).
1411,Godmother of Colony,@401,Queen Ant (Easy),@1101,Defeat Queen Ant’s Cave (Easy) {TaskCount} time(s).
1412,@1411,@401,Queen Ant (Normal),@1101,Defeat Queen Ant’s Cave (Normal) {TaskCount} time(s).
1413,@1411,@401,Queen Ant (Hard),@1101,Defeat Queen Ant’s Cave (Hard) {TaskCount} time(s).
1501,,I Like Rune Imprinting,,Attempt Rune Imprinting,Attempt to imprint runes {TaskCount} time(s).
1502,,Rune Imprinting is the Best,,Imprint Rune Successfully,Succeed in rune imprinting {TaskCount} time(s).
1511,,Elixirs are the Best,,Craft Elixir,Craft {TaskCount} elixir(s).
1521,,Penny Pincher,Adena,Acquire {ReplaceString2},Acquire {TaskCount} Adena.
1522,Clans,For {ReplaceString1},Proof of Blood,@1521,Acquire {TaskCount} Proof(s) of Blood.
1523,Clan Dungeon,@1522,Red Starstone,@1521,Acquire {TaskCount} Red Starstone(s).
1524,Monster Core,@1106,Monster Core,@1521,Acquire {TaskCount} Monster Core(s).
1525,Soul Crystal,@1106,Soul Crystal,@1521,Acquire {TaskCount} Soul Crystal(s).
1527,C,Grade {ReplaceString1} Item Mania,@1011,Acquire Grade {ReplaceString2} Item,Acquire {TaskCount} Grade C item(s).
1528,B,@1527,@1012,@1527,Acquire {TaskCount} Grade B item(s).
1529,A,@1527,@1013,@1527,Acquire {TaskCount} Grade A item(s).
1530,Extra High-grade,{ReplaceString1} Item Mania,@1014,Acquire grade {ReplaceString2} or higher item,Acquire {TaskCount} Grade S or higher item(s).
1551,Equipment,@1106,Equipment,Acquire {ReplaceString2},Acquire {TaskCount} equipment item(s).
1552,Mount Equipment,@1106,Mount Equipment,@1551,Acquire {TaskCount} mount equipment item(s).
1601,,Basics of Strengthening Equipment,@1551,Attempt to level up {ReplaceString2},Attempt to level up equipment {TaskCount} or more times.
1602,,Mount Equipment is Important,@1552,@1601,Attempt to level up mount equipment {TaskCount} or more times.
1603,,How to Strengthen Equipment,Upgrade,Attempt {ReplaceString2} on equipment,Attempt to upgrade equipment {TaskCount} time(s).
1604,,For the Equipment You Want,Combine,@1603,Attempt to combine equipment {TaskCount} or more times.
1605,,Enhance with a Steady Hand,Enhance,@1603,Attempt to enhance equipment {TaskCount} or more times.
1606,,Enhance with a Cool Head,Enhance Equipment Successfully,{ReplaceString2},Successfully enhance equipment {TaskCount} or more times.
1607,,Attribute Enhancement Above All,Attribute Enhancement,@1603,Attempt to enhance attributes {TaskCount} time(s).
1608,,Substats are an Extra Something,Change Substats,@1603,Attempt to change substats {TaskCount} time(s).
1609,,There are No Limits,Limit Break,@1603,Attempt to limit break equipment {TaskCount} time(s).
1801,,"Stronger, Faster",Soulshot,Use {ReplaceString2},Use {TaskCount} Soulshot(s).
1802,Health,@1522,HP Potion,@1801,Use {TaskCount} HP Potion(s).
1803,@1802,@1522,MP Potion,@1801,Use {TaskCount} MP Potion(s).
1804,The World of Aden,The Growth of {ReplaceString1},@1521,@1801,Use {TaskCount} Adena.
1805,@1804,The Development of {ReplaceString1},Red Diamond,@1801,Use {TaskCount} Red Diamond(s).
1806,@1804,The Glory of {ReplaceString1},Blue Diamond,@1801,Use {TaskCount} Blue Diamond(s).
1807,,Enhance with a Bold Touch,@1605,@1603,Attempt to enhance equipment {TaskCount} time(s).
1901,@1522,@1522,,Acquire Clan Contribution Points,Acquire {TaskCount} Clan Contribution Point(s).
1902,,Polite Clan Member,,Greet Clan Member,Greet your clan members {TaskCount} time(s)
1903,,Top Donator,,Clan Donation,Donate {TaskCount} time(s) to the clan.
1904,@1522,@1804,@1521,Donate {ReplaceString2} to Clan,Donate {TaskCount} Adena to the clan.
1905,@1522,@1805,@1522,@1904,Donate {TaskCount} Proof(s) of Blood to the clan.
1906,@1522,@1806,@1523,@1904,Donate {TaskCount} Red Starstone(s) to the clan.
9015,,"It Isn’t Much, but Enjoy",Small Feast,Prepare a {ReplaceString2} at the Clan Hall,Prepare {TaskCount} Small Feast(s) at the Clan Hall.
9016,,Showing Off My Cooking Skills,Medium Feast,@9015,Prepare {TaskCount} Medium Feast(s) at the Clan Hall.
9017,,Tonight We Feast!,Large Feast,@9015,Prepare {TaskCount} Large Feast(s) at the Clan Hall.
9018,,Tiger Power,,Craft Personal Potions at the Clan Hall,Craft {TaskCount} Personal Potion(s) at the Clan Hall.
9019,,King of Relics,,Appraise a Relic at the Clan Hall,Appraise {TaskCount} Relic(s) at the Clan Hall.
