Id,Name,Message
88,Guard Captain,We’ve surrounded them. Cut them down to the last man!
83,@3,"Watch out!!! Enemy
reinforcements. We’ve got to
defeat them and move on."
86,@2,"How odd.
There are less
enemy forces than expected!"
89,@3,"It’s a trap!
We need support!"
90,@2,"Drat!
Onwards, soldiers!"
91,Elpin,"Valdir! The castle’s
control tower has been
activated."
92,@91,"No... NO!
Our comrades are
falling!"
93,@91,"We’ve got to destroy
that control tower!"
94,@91,"At this rate
we’ll be finished off!!!"
95,Revolutionary Army Soldier,"It’s Marlow!
Marlow, the enemy clan’s
Elder has appeared!"
96,@1,"Argh. I can’t believe
I lost to such pests."
97,@1,"Even so, none of you
would be anything to Kengpyn...
Ugh..."
98,@91,"Valdir! There isn’t much
time! We’ve got to
destroy the control tower
immediately!"
99,Dark Lord,"Darkness
will prevail."
100,Gorsaur,"*Sniff*
Human meat?"
102,Niah,"The relic is gone!
What happened?"
103,@102,"Is that dad’s cloak?
Oh no..."
104,Feldheim,You think this is odd?
105,@104,"Going into town
is risky."
106,@104,"Why would they
go that way?"
107,@104,"Ask the guards
if they saw them."
108,Eugene,"Orcs! Keep them
off the Wardstone!"
109,@108,"That was close.
Let’s move on."
110,Cave Keeper,"Hisssss! I’ve been
waiting for you!"
112,Russel,"Don't let that Dark
Mystic get away!"
113,Dark Mystic,"Pest! You won’t
get away!"
114,@113,"Who dares challenge
the Dark Brotherhood?"
115,Orc Escort,"Over there!
Protect the
Dark Brotherhood!"
118,Purifying Fairy,"My energy is
almost gone..."
119,@118,"Dark energy will
consume the island."
120,@118,"I suspect they have
a secret plan."
121,@112,"Wanna bet to see who
has more kills?"
122,@112,"What the-!
Watch out!"
123,@112,"Oh no! The
Obelisk of Victory!
Damn brutes!"
124,@112,"Didn’t you defeat
that Warchief earlier?"
125,@115,"Hold your ground!
Stop them!"
127,Ferron,"I saw someone
suspicious on the way!"
128,@127,"He was with our
captors, the Orcs."
129,@127,"He was in all black
and was carrying
a strange book."
130,@127,"My guess is...
a devil worshiper!"
131,Werewolf,"Smells good! Hand
it over, Human!"
132,Orc Warchief,"Ha! You, a mere
mercenary wants
to duel me?"
133,@132,"He’s mine. Everyone,
stand down!"
134,Orc Butcher,"Trickery! They
must’ve cheated!"
135,Blood Ranger,"Have you no honor?
Accept defeat!"
136,@134,"Kill ‘em!
Kill ‘em all!"
137,@135,"Don’t let the Orcs
pass!"
138,@135,"We’ll handle this.
Go on to Russel!"
140,@108,"Hurry up! The Orcs
will be here soon!"
141,Orc Troop Captain,"Kill! Charge on
until the town!"
143,Harold,"These guys are pros!
Can you handle them?"
144,@143,"The Troop Captain is
formidable! He’s yours!"
145,@143,"No time! Hurry to
the entrance!"
146,Austin,"Take your place
when ready."
147,@146,"Get started!
It won’t be easy!"
148,@146,"Fantastic! But can
you handle three?"
149,Albert the Giant,"Not bad. I trained
those men myself."
150,@149,"I’ll face you next.
This will be fun!"
151,@149,"Uncle! You win!
You’re really strong."
152,Arnold,"Uh oh. I see
lots of monsters!"
153,Orc Leader,What’s this ruckus?
154,@153,"Humans? Here?
Guards! Follow me!"
160,Theodore,"Quick! Get out!
The archaeologists
aren’t here!"
161,Orc Trainer,"Over there!
Crush them!"
162,Tamed Bugbear,"Get ready.
I’ll pummel
you to pieces!"
164,@104,"We need to cross the
bridge. Get moving!"
165,@104,"Damn! The mercenary
has already crossed!"
169,@118,"Thank you. I’ll keep
an eye out."
170,@118,"We can avoid
trouble if the
third one moves."
171,@118,"It’s a relief to
have met you."
172,High Priest Ethan,"You filthy bug!
How dare you!"
173,@172,"You think you can
stop his return?"
174,@104,"Thank you for
saving my daughter."
175,@104,"Tell me if you ever
need my help."
179,@172,"Damn you! Face the
terror of darkness!"
180,Sailor Thomas,"You’re here!
Give it to me!"
182,Sailor Andrew,"We can defeat them
now! Give it to me!"
186,Pan,"Hey, you.
Were you well known
on Talking Island?"
187,@186,"Meow? You’re in
the Silverlight
Mercenaries? Woah!
Let’s be friends!"
188,@186,"Even so, nothing is
free! Hmm... I’ll consider
it for 2 favors!"
189,Ol Mahum Scout,"Hehe. There are still
those we can capture!"
190,Augel,"W-who are you and
what is all this!?"
191,Ol Mahum Looter,"Sniff sniff. Our dark
boss will like it
if we bring you all
to him."
192,@191,"We’ll be rewarded
if the boss likes it!"
193,@189,"Sniff sniff! Give in and
be captured, you humans."
194,@190,"N-no! Help...
someone help us!"
195,Aymel,"Pardon me. It’s been
so hectic and I
haven’t been able to
introduce myself yet!"
196,@195,"I’m Aymel. Like you,
I’m one of the
Silverlight Mercenaries!"
197,@195,"But how did you know
that I was here?
Hmm? Russel?"
198,@195,"I guess that meathead
did something right
this time. Haha!"
199,@195,"I’m chasing after a witch
whose name is
Elizabeth. You probably
know who she is..."
200,@195,"Please let me know
if you find her.
I have a debt to repay!"
204,Gludin Soldier,"I-it’s the undead!
The relic! We’ve got
to protect the relic!"
205,Pirate Navigator,"Hand over the relic
if you don’t want
to be harmed!"
206,Jack,"Argh!
I’ll turn you into
fish food!"
207,Helena,"Turn back because
it’s too dangerous?
How could I!"
208,@207,"My base has been a
mess ever since that
gloomy person came!"
209,@207,"I’ll have to get a
look of that face!"
210,@207,"You’ll keep me safe
even if a battle
occurs, right?
Maybe not...?"
211,@112,"Seems Eleanor’s
important friend
has disappeared!"
212,@112,"We’ll definitely
find her friend!
Let’s spread out
and look around!"
213,@112,"Huh?
The smell is drawing
the bats here!
Be careful!"
214,@112,"Let’s head to the
main street for now!
I sincerely hope that
she’s alright...!"
215,@112,"She said she was looking
for something precious
so she wouldn’t have
left the graveyard!"
216,@112,"Let’s head north of the
graveyard!"
217,Guard Byron,"Russel is over
here! Follow the road
and come here!"
218,@217,"It’s a huge relief
you two helped us
in this case of a missing person."
219,@217,"To be frank, I’m
scared of
investigating gloomy
places by myself!"
220,@112,"A-arghh!
W-what is this!"
221,@217,"It’s dangerous!
Unfortunately, we
need to take
care of this all!"
222,@112,"Look for a girl
named Aymel
when you arrive!"
223,@112,"She’s a Silverlight
Mercenary who was
sent out early on!"
224,Kidnapped Townsperson,"I don’t want to stay
here any longer!
Let’s go already!"
225,Ol Mahum Soldier,"Sniff sniff! Human!
Where do you think
you’re trying to
enter?"
226,@186,"Ah! It’s here!
Get me out meow!"
229,Ol Mahum Officer,"The townspeople are
trapped over there!
Don’t kill me!
Sniff sniff..."
230,Turnell,"Sniff sniff...
A little rat
has snuck in!
Kill it!"
231,Billy,"Were you feeble
things hiding
over here? Hehe."
232,@231,"Hiding it will do you
no good. Hand over
the Holy Artifact!
You fools!"
233,Forde,"You’re crazy if you
think I’ll have it
stolen a second
time! Go on, give it a try!"
234,@231,"Say goodbye to
your lower half!
You fool!"
236,@233,"Defeat the skeleton
soldiers and join
up with the
reinforcements!"
1257,Plunder Captain Kanum,"Haha. I see you’ve
come here alone."
1258,@1257,"You’re dumber than
my men!"
1259,@1257,"Rob him, boys!"
1260,@1257,Ah! You imbeciles!
1261,@1257,I’ll take you on myself!
1262,@1257,"We’ll rob you of
absolutely everything!
Hehehehe!"
1269,Bhan,"Axemen are
blocking the road!"
1270,@1269,"We’ll need to defeat
the axemen first."
1271,Bolt,We... we’re alive!
1284,Ol Mahum Axeman,"The prisoner
is running away!
Catch the prisoner!"
2289,Varot,Venga is over there! Go on! Today is the day he dies!
2290,@2289,Be careful! Drat! Venga noticed!
2291,@2289,"It’s Venga’s lackeys!
Be careful! Venga might slip away!"
2292,@2289,"Well done! We caught Venga before he got away!
Now we only need to put him down!
Be careful with the leather!"
2293,@2289,I... I mean be careful in general!
2294,Nero,We found the location of the bounty! Hurry up!!!
2295,@2294,Let’s grab the bounty and get away before more of them crowd us!
2296,@2294,Ah!! They noticed us!!! We don’t have a choice! Prepare to fight!
2297,@2294,Defeat them quickly and come out!
2298,@2294,Ca... Cacha?! Be careful!
2299,Cacha,"You dare to touch MY belongings?!
I’ll skin you all alive!"
2300,@2299,Die!
2301,Vinath,Uh oh! Our comrades are fighting against a bugbear! Please help us!
2302,Einhasad Priest,Help us!!!
2303,@2302,You pigs!!!
2304,@2302,Be purified!
2305,@2302,It’s b-big boss!
2306,@2302,We... we’re done for.
2307,Big Boss,Leave it to me!
2308,@2307,"It’s been a while since I’ve had some good meat!
Die, weakling!"
2309,Laurel,We’ve found it. Seems they are crowding together over there.
2310,@2309,"There should be a suspicious object over there!
Please bring it here!"
2311,Voldiac,"Oh ho. Here’s an object I didn’t even imagine I’d see.
That’s not something you should be touching so rashly."
2312,@2311,Pay the price of your curiosity.
2313,Zarin,We’ve received word that Jackal has been sighted at a post to the north!
2314,@2313,There’s no time! Defeat him quickly before it runs away!
2315,Jackal,"Hahaha, seems you have a death wish.
Boys! Give them a rough awakening!"
2316,@2315,Seems you can put up quite a fight! I’ll deal with you myself!!!
2317,@2315,"Let’s see you die!
Blood! Blood! Let’s see your blood looks like!"
2408,@2302,@1271
2409,@2302,Thank you. Thank you so much!
2410,@2289,Ve- Venga is getting away!
2411,@2289,Don't worry... I'll get him...
2412,@2315,"Hahaha, seems you have a death wish!"
2413,@2315,Boys! Give them a rough awakening!
2414,@2315,You fight better than expected! Hehehe.
2415,@2315,Hehehe. Give it your best!
2416,@2313,Jackal is getting away!
2417,@2313,Drat... What speed...
4807,Veda,How dare you steal our ledger!
4808,@4807,You must be out of your mind!
4809,@4807,Here’s my punch of justice!
238,High Priest Polemus,"How arrogant!
I’ll put an end to you!"
239,Townsperson,"T-thank you!
We thought we
were going to die!"
240,Troop Captain,"How arrogant!
I’ll skewer you with
this spear!"
241,Rescued Elderly Man,"T-thank you!
There are others if
you head to the right!"
242,Rescued Woman,"Thank you!
Did you perhaps
see my daughter?!"
243,Rescued Child,Mom... mom!
244,@242,"T-thank you
so much! Let’s get
out of here quick!"
245,Sharpshooter,"You really want to
die, don’t you!
You inferior race!"
246,Resurrected Troop Captain,"You’ve started the
ritual on your own!
This is digging
your own grave!"
247,Maille Lizardman High Shaman,"Rise once again,
descendants of
the dragon race!"
248,@247,"Arrogant humans!
He promised
the land of Gludio
to us! Be gone!"
249,Chancellor Reuenthal,"You’ve come all
the way here?
You damn worthless fools!"
250,@249,"It’s over! Prepare
to accompany each
other to the afterlife!"
251,@249,"There is no use
struggling! You are
all nothing in the
face of Beleth!"
252,Alban,"Hey you!
Get me out
first! Over here!"
253,@195,"Y-you’re?!
We finally meet!!!"
254,@195,"Finally found you!!!
Today is the day I
kill you!"
255,Elizabeth,"Oh young miss,
you’re still alive?"
256,@255,"You should’ve just died.
Perhaps you should
deal with the Orcs
before you deal with me?"
257,@255,"You’ll have to kiss
your life goodbye if
you intrude in our
plan again."
258,@255,"It’s been so long!
You can’t just
leave like that!
Hahahaha!"
272,Karin,"H-help!
They’re coming
to abduct me!"
273,@238,"Muhahaha!
Die in despair
within the evil
summoning stone!"
274,@112,"Be careful!
Bring back a good
sword as a present
if you find one!"
275,@195,"Ugh, that meathead.
I’ll see you later
Theodore!"
276,@195,"Huh? You’re wondering
if Theodore is too
curt?"
277,@195,"Haha. There’s a
reason for that. He’s
trying to not get close to you."
278,@195,"I’ll tell you an old
story. You’ve heard
of the Legend of
Valdir, right?"
279,@195,"The story of Valdir
and the Silverlight
Mercenaries who
defeated Kengpyn
and Marlow."
280,@195,"In fact, Kengpyn and
Marlow were once a
part of the
Silverlight Mercenaries."
281,@195,"They were two of
the best until they
were taken in
by the darkness..."
282,@195,"Theodore recommended
those two to
the mercenary troops."
283,@195,"Theodore didn’t
participate in the
siege of the
Aden Castle."
284,@195,"No... he couldn’t.
He couldn’t bring himself
to kill his friends...
Then after that, he..."
285,@195,"He stopped investing
in people. But
strangely enough, he
seems to trust you."
286,@195,"If it’s you,
you could
turn Theodore back
into his old self."
287,@195,"I’ve taken care of
everything! I’ll
keep watch,
you open the prison!"
288,West Blood Ranger,"T-thank you!
Please take care of
the other members as well!"
289,@160,"Darn it! Am I
late?! Aymel!
Is Aymel alright?"
290,Keshupone,"Let’s head to the
entrance! We need
to make preparations
before they get here!"
291,Monster Exterminator,"The bugbears
are rushing in!!!"
292,@290,"Stop them!!!
The town will be
endangered if we
are defeated!!!"
293,@290,"Oh my goodness!
W-what’s with him!
Be careful!!!"
294,@135,"Arrrrghhh!!!
C-captain! Help!"
295,Bugbear,"Hehe. Kill! Kill!
Kill all
humans!"
296,@135,"Bugbears to the
north! They’re
coming towards us!"
297,@135,"They’re rushing in
from the west too!
There’s no end
to them!"
298,Platoon Leader Melbourne,Damn it!
299,@298,"We can’t all die
like this!
Live! Live on!"
300,Horen,"Help!
Someone...
Please save me!"
301,Zareeve,"Don’t let the elf
get away!
Elves fetch
a high price!"
302,@300,Here! Over here!
303,Lizardman Manhunter,"Hiss! Catch him! The
boss said he would
give us something
tasty to eat!"
304,@301,Who is it!
305,@301,"How dare you
interrupt us!
We’ll kill you!!!"
307,@300,"I’m worried
lizardmen
will come after us."
308,@300,"Hurry up!
Ugh! They’re here!"
309,Zariv,Finally found you!
310,@309,"This is
to avenge my
younger brother!"
311,@309,"I’ll crush you all
to pieces!"
312,Revenant,"Seems that fool
Reuenthal
was caught?"
313,@312,"Well, such things
don’t matter. Hehe."
314,@312,"I’ll kill you to end
the guardian contract
and become free!"
317,@252,"Here! Over here!
Get us out of here!"
318,@252,"Be careful of
Kuaroon! He isn’t
your run-of-the-mill
average joe!"
320,Kuaroon,"Hehehe...
Foolish humans!"
324,@320,"Kill them all!
Blood will bless
us all!!"
325,Ranger Hexor,"Drat!
These bugbears!"
326,@325,"The bugbears have
caught scent of
the platoon members."
327,@325,"They’re all
crowding in
that direction!"
328,@325,"I’m concerned about
the squad members!"
329,@325,Let’s hurry!
1204,@325,"It’s the chancellor
himself! We’re saved!"
1272,Faute,"Bakum is in the
inner regions of the colony!"
1273,@1272,"You’ll need to defeat
fighters to reach
all the way there!"
1274,Bakum,"You dare to challenge
me?"
1275,@1274,"You, an insignificant,
dare to challenge me?"
1276,@1274,You’ll pay the price for your arrogance!
1279,Tukan,"Which one is causing
this ruckus!"
1280,@1279,"How dare you
interrupt me!"
1281,@1279,Witness my rage!
1287,Gludio Guard,"Ahhh!!!
Save us.
Please save us!!!"
1288,Schringer,Who are you?!
1830,@1288,"Can you fight evenly against
my dogs?"
1831,@1288,"Sic him, men!"
1562,@1274,"Seems to be
another guy
Faute sent."
1563,@1274,"Have you lost
your mind? Get him!"
1564,@2309,"The first tree
is southeast
of here."
1565,@2309,"There’s not
a moment to spare.
Please hurry."
1566,Dungeon Skeleton Soldier,"This tree
gives us strength!"
1567,@1566,"Get the guy who burned
the tree!"
1568,@2309,"The second tree
is westward
of there."
1569,@2309,Be cautious of nearby monsters.
1570,@1566,Hehehehe!!
1571,@1566,Humans!! Kill ‘em!
1572,@2309,"The last tree
is northward
of there."
1573,@2309,"It’s finally the last one.
Please hurry!"
2418,@2294,Over there! There!
2419,@2294,The lizardmen seem to have their mind occupied with something else! Hurry hurry!
2420,Maille Lizardman Pillager,Intruder!
2421,@2420,"You dare to touch our stuff?!
Kill! Kill!"
2422,Mato,This is terrific. I was running short on money.
2423,@2422,Grab them!!!
2424,@2313,"We’ve received word that Kaba, the lord of red bears, has been found!"
2425,@2313,Whoever catches him will be given a huge reward!
2426,@2313,Go!
2427,@2313,Th-they...!
2428,@2313,An even greater reward will be given to whoever defeats them!
2429,@2313,It’s coming! Don’t let Kaba get away!
2430,Hamon,Yes! Let’s get out of here! I don’t want to be here even a moment longer!
2431,@2430,Be merciless in defeating those who rush in!
2432,@2430,Die! Die you all!
2433,@2430,H-he’s finally out!
2434,@2430,Ah..! He is...!
2435,@2430,He’s the one who killed our comrades...
2436,@2430,This is all over...
2437,Mitchell,Great! Then let’s defeat the raiders first!
2438,@2437,"It wouldn’t be wise to simply walk into a place that’s swarming with them, right?"
2439,@2437,Over there! The weapons are over there! Let’s burn them before they come rushing in!
2767,Maille Lizardman Trooper,Shh! Who is that!
2440,@2437,They’re coming! Be careful!
2768,@2767,Over here! Catch them!
2441,@2437,"Captain...!
You must’ve lost!
He’s someone we must defeat!"
2442,Sara Ra,Hmm. The shamans don’t seem to have it.
2443,@2442,There are suspicious boxes over there! Could you check them out?
2444,@2442,"Great! This scroll seems to be proper!
Ah, they’re rushing in as expected!"
2445,@2442,"Maybe they have something to hide?
Let’s defeat them quickly and get away!"
2446,Kuata,Grab them! Don’t let those thieves get away!
2447,@2446,"How dare you try to steal the scroll!
We’ll make this place your final resting places!"
2448,@1272,Come here! To think the sharpshooter Kariana was here...
2449,@1272,Our soldiers are dying!!!
2450,Gludio Soldier,"Ahhh...
S-save us!!!"
2451,@2450,Ah! D-don’t shoot!
2452,Kariana,Wahaha. How fun.
2453,@2452,"How dare you covet our land!
As long as I’m here, you will die before your comrades arrive!"
2454,@2450,Uh... Are we... alive?
2455,@2450,@2409
2456,@2430,Please defeat the bugbear first!
2457,@2430,We burn with rage when we think of our comrades who were killed by them.
2458,@2430,Please defeat Dark Weavers!
2459,@2430,Be cautious of the strange magic Dark Weavers use!
2460,@2430,"Arghh! They’re after me!
Help me!"
2461,@2430,Leave it to me!
2462,@2430,I’ll get rid of you before I die!
2463,@2430,@2300
2464,@2313,Where did Kaba go?!
2759,@1272,Wait a minute. I think that’s Tukan over there. Let’s head over there.
2760,Turek Orc Fighter,Hehehe. It’s you? The one who has been lurking around this region?
2761,@2760,Don’t think you’ll be getting out of here alive!
2762,@1272,Uh oh! It’s a trap!
2763,@1272,Let out of there quickly!
2764,@1287,@1287
2765,@1287,W-wait!! Don’t come this way!
2766,@1287,Shriek!
337,Dark Acolyte,"More sacrificial bugs
have appeared!"
338,@337,"Wahaha!
Ahahaha!
You’ll make a
great sacrifice!"
1410,Skeleton,Hehehehe!!!
1411,Latos,Look! They’re coming!
1412,@1411,"The skeletons just
keep coming to life!"
1413,@1411,"The skeletons will
collapse if we defeat
the Dark Brotherhood!"
1414,@1411,"Eliminate the
Dark Brotherhood!"
1415,@1411,@1413
1416,@1411,@1414
339,Southern Troop Commandant,"Be careful! We’ve
been spotted!"
340,@337,"How dare you touch
the cauldron?!
Damn you all!"
341,@337,"Soul Slasher!
Consume them -
and their souls!"
342,@337,"I’ll show you the
fruit of our labor!
Giant Skeleton!"
343,@337,"You all!
No one leaves
here alive!"
344,@339,"We’ve almost restored
peace to Windawood!
Destroy the enemies!"
345,@339,"Reinforcements are here.
Trust our allies and fight on!"
346,@337,"Looks like none of you
have gotten a grip!
Die!"
347,@339,"I see the
Giant Skeleton!
Brace yourselves!"
348,@339,"Defeat him, and
victory will be ours!!!"
349,@339,"We must destroy the
Dark Brotherhood!"
1588,The Amnesiac,"I feel like I’ve
forgotten something..."
1589,@1588,"Something about here...
Seems familiar..."
1590,@1588,"I feel like maybe
I’ll remember after
crossing this bridge..."
1591,Angie,"Are you alright?
This is definitely where Elves and Demons
fought in the past..."
1592,@1591,"Hmm... What was it...?
Vapar? Oh, yeah!"
1593,@1591,"An ancient Demon
was sealed here."
1594,@1591,"I have a bad feeling
about this..."
350,@1588,"Huff. Huff.
My head feels like
it’s gonna explode..."
351,@1588,"Spiders?! Augh!
Stop them!"
352,@1588,"Why are these
guys attacking
me..."
360,Turek Orc,Humans! Catch them!
361,@360,"We must teach
them a lesson!
Destroy them!"
362,@360,"I’ll show you
my Orcish strength!
Feeble Human!"
363,Kail,"We’re helpless
against this swarm of Orcs."
364,@363,Defeat them quickly.
365,@363,"There are too many
war machines."
366,@363,"That’s impossible
without the
help of humans."
367,@363,"Someone is trying
to start a war."
368,@363,"You must uncover
the troublemaker’s
identity!"
369,@363,Prepare yourself!
370,@360,"I smell
filthy Humans!
Kill all Humans!"
371,Duvalte,"If we die,
this whole operation
is ruined!"
372,@371,Don’t die!
377,Aurora,"The reinforcements
aren’t here yet?"
378,Blood Ranger Soldier,"Not yet, sir!
The soldier that
went to deliver the
message- Argh!"
379,@360,"Kill them all!
Tonight,
we feast!"
380,@377,"Argh!
I see... the light..."
381,@1591,"This is where Orcs
and Elves fought
long ago."
382,@1591,"Hmm... why is there
large-scale mind
control activity here?"
383,@1591,"Everything about this
is suspicious...
And this energy-"
384,@1591,"Why is there dark
energy concentrated
over there?"
385,@1591,"Hurry - let’s go!
I feel like
something bad is
about to happen!"
388,Blood Ranger Captain,"There are more
coming than we
expected! Everyone,
prepare for battle!"
389,@1411,"I hope
they’re alive..."
390,@1411,"Just thinking back
to when we were
attacked still gives
me goosebumps."
391,@1411,"There!
We’re almost there!"
392,@1411,"All the missing
people are gone
because of the
Dark Brotherhood."
393,@1411,"They’re collecting
Human bones
to summon
Skeleton Soldiers."
394,@1411,"This is where they
do their research.
Production happens
by the ruins."
395,Carlze,"To think such a
thing was happening
here..."
396,@395,"They’ve been using
the cauldron to make
Skeleton Soldiers!"
397,@395,"It was a
truly horrific
sight to behold."
398,@395,"Let’s hurry! We
must put an end
to this wrongdoing!"
399,@1591,"It’s such a relief
having a famous
mercenary here!"
400,@1591,"I just happened
to be worrying
about how to get there."
401,@1591,"The battle against
the Ol Mahum is
raging in front of here."
402,@1591,"They are so
incredibly greedy..."
403,@1591,"They’ve been coming
from all over since
word got out about
the rare crystals."
404,@1591,"Well, I’m going
because of my
interest in
Mana Crystals."
405,@1591,"If it wasn’t for
the Crystals,
I really wouldn’t want to go."
406,@1591,"But having something
to research is
truly a blessing!"
407,@363,"The Silverlight
Mercenaries?
What a relief!"
408,@363,"The operation
must succeed."
409,@363,"The Orc invasion
will be upon us soon."
1595,@1591,"We must stop Valter!
Drat! I can’t believe
I didn’t notice!"
1596,@1591,"It’s all over if the
Demon wakes up!
We must stop him."
1597,Valter,Wahahaha... Finally!!!
1598,@1597,"Argh! Please stop me...
I can’t control my body!"
1599,Possessed Valter,"Over he-! Shut up, you!
Revive me already!"
1600,@1591,Over there! Hurry!
1601,@1599,"Do not disturb the
ritual!"
1602,@1599,"Demons, attack him!"
1603,@1597,"Argh!!! Please!
Stop them!"
1604,@1597,He’s incomplete!
1605,Vapar,"Valter... You...!
No matter! I’ll kill
you all!"
427,Soldier,"The Warchief!!!
The Orc Warchief
is here!!!"
428,@377,"Let’s go!
We must defeat
the Warchief!"
429,Miles,"Hang in there!
The fate of
Windawood is in
our hands!"
430,@377,"The Orc Warchief
was resurrected!
But- how?!"
431,Hardin,"That dark Soulstone
stores souls using
dark energy."
432,@431,"Then, it corrupts
the soul with dark
magic and consumes
the target."
433,@431,"However, if it isn’t
destroyed, it will gain
a body that neither
ages nor dies!"
434,@431,"I can only assume
that the Orc Warchief
will soon be reborn
with that Soulstone!"
435,@431,"Protect me
while I destroy
the Soulstone!"
436,@431,Ha...
437,@431,"Ugh! The Soulstone’s
dark energy is
attacking me!"
438,@431,"Exactly how many
souls are
trapped here?"
439,@431,"If I’m not careful,
then I too may
be swallowed up!"
440,@431,How did this happen?!
441,@431,"The deceased Orc
Warchief was
captured and
consumed."
442,@431,"We must
defeat him!!!"
447,@427,Argh!
448,@427,H-Help us!!!
449,Rabid Crawler,"Humans!
Kill Humans!"
450,@449,"This will be
your grave!"
451,@449,Die! Die!
1536,@427,"Thank you so much
for your help!"
1537,@427,"We must meet
back up with Russel."
1538,@427,Come with us!
452,@112,Uh oh! YOU!!!
453,@112,"You want to have
a go at it?!
Bring it on!"
454,@112,"Haha!
You guys are
full of energy!"
455,Horkan,"Haha! I’m pumped up
and ready to go!"
456,@455,"I heard that
you’ve been
picking on my guys!"
457,@455,"I’m going to
bring you down!"
1545,@112,"Ha! Tough talking for
a mutt!"
1546,@455,Mutt?! We’re not mutts!
1547,@455,"All of the crystals here
are ours!"
1548,@455,@2300
458,@112,"Hey! Don’t take
those crystals!"
459,@112,"I need to make
a living!"
460,@455,"Woof woof!
Kill! Kill!!!"
461,Right-hand Man Qupown,"Hehe! Take him
to meet him!"
462,@461,"Don’t interrupt
us!"
463,@461,Shrieeek!!!
464,@461,"I’ll send you
to hell!!!"
465,"Riley, Mother of War Hounds",Woof! Woof!
466,@465,"Woof woof
woof woof!!!"
1609,@427,"Woah! Is this a dog
or a wolf?! Sheesh!"
1610,@427,"Such a large war
hound!!!"
1312,Psy,"I can feel the statues’
Mana from here."
1507,@1312,"You must defeat
Kekoon and the Orcs,
then retrieve the Statue."
1313,Kekoon,"What are you doing?
Take care of him
already!"
1315,Mammon,"Finally!
I! Am! Free!!!"
1316,@1313,"Hehehehe.
Mammon is finally free!"
1317,@1313,"You guys are
done for!"
1318,@1312,"Mammon?!
Has the statue’s seal
been broken?"
1319,@1312,"We must stop him!
Mammon cannot
be released!"
1320,@1315,"Hehe.
Let me have a
taste of this world, too!"
1321,@1315,"If you aim to kill me,
then you leave me no choice!"
1322,@1315,"I’ll have to
kill you all!"
1323,Orc,Intruder! Intruder!
1324,@1323,Get them!
1325,@1323,"Our sacrifices to Kekoon
are running away!"
