Id,SpotName,SpotTitle,Desc
30038,,Giran Ship Wharf,Devil's Isle -> Deathly Fog Shores
30039,,@30032,Haunted Necropolis -> Giran Dominion
30052,,Guillotine Keep Waypoint,Shrieking Hallows -> Guillotine Keep
30053,,Shrieking Hallows Waypoint,Guillotine Keep -> Shrieking Hallows
30054,,Zaken's Pirate Ship Waypoint,Devil's Isle -> Zaken’s Pirate Ship
30055,,Devil's Isle Waypoint,Zaken's Pirate Ship -> Devil's Isle
330001,,Shaman’s Village Entrance,Shaman’s Village Entrance
330011,,@330001,@330001
330101,,Pit of Hate Entrance,Pit of Hate Entrance
330111,,@330101,@330101
60001,,Official Tutorial Use (Temporary),
70001,,Aden Castle Outskirts,
100200,,Conquer Elven Ruins 1 - Quest World.,
100204,@20401,Cruma Tower Floor 2 - Quest World,
100003,Gludin Highway - Spot 1,Gludin Harbor - Quest World,
100018,,Evil Summoning Stone Interior  -  Quest World,Evil Summoning Stone Interior
200001,,Theodore's Outworld,Theodore's Outworld
200002,,Basement,Basement
200003,Ambushed Campsite Entrance,Ambushed Campsite Entrance,
200004,Oren Castle Outskirts,Oren Castle Outskirts,
200005,Oren Castle Underground Prison,Oren Castle Underground Prison,
200200,,Blood King's Territory,Blood King's Territory
211000,,Talking Island First Seal - Quest World,Talking Island First Seal
211001,,Talking Island Second Seal - Quest World,
211002,,Talking Island Third Seal - Quest World,
211003,,Talking Island Fourth Seal - Quest World,
200206,,Zaken's Trap Entrance,Ivory Tower Catacomb 1
213000,,Dark Brotherhood Laboratory,Dark Brotherhood Laboratory
211010,,Giant's Laboratory,Giant's Laboratory
200010,,@200206,Zaken's Trap Entrance
200011,,Zaken's Trap Center,Zaken's Trap Center
210206,@20601,Ivory Tower Catacomb 1 Entrance,
210207,@20701,Ivory Tower Catacomb 2 Entrance,
210208,Devil's Isle,Illusionary Devil's Isle,
21099,,“Guillotine of Death” Location,
21697,,“Richard” Location,
21698,,“Rebecca” Location,
20298,,“Spirit Shepherd” Location,
20398,,“Zodiac” Location,
20498,,“Silverbeard” Location,
20598,,“Vapar” Location,
20698,,“Kazir” Location,
20798,,“Flagon” Location,
20898,,“Sina” Location,
20998,,“Amadeus” Location,
21198,,“Stenoa” Location,
21298,,“Marsha” Location,
40201,Zaken's Ghost Ship,Zaken's Ghost Ship,
20181,,Black Fang,
20182,,Silverhorn,
20183,,Queen Sylop,
20184,,Urca,
20185,,Kobaka,
20281,,Sting,
20282,,Red Rouse,
20283,,Taarka,
20284,,Bane King,
30081,@20001,Horror Wing,
30082,@20001,Ryukaon,
30083,@20001,Arachne,
30181,@20101,Maniskull,
30182,@20101,Felix,
30183,@20101,Death Gazer,
30184,@20101,Necross,
20381,,Canine,
20382,,Freki,
20383,,Melville,
20384,,Moretti,
20385,,Olvar,
20386,,Alle,
20481,,Bighand,
20482,,Doom Skull,
20483,,Kactoose,
20484,,Cotous,
20485,,Cox,
20486,,Turekka,
20581,,Shadow Wing,
20582,,Ruins Wanderer,
20583,,Sabretooth,
20584,,Hucca,
20585,,Gnasher,
20586,,Troka,
20681,,Sand Eye,
20682,,Red Lock,
20683,,Pointer,
20684,,Grinder,
20685,,Sand Lurker,
20686,,Stone Haftz,
20687,,Sand Haftz,
30281,@20201,Reaver,
30282,@20201,Ant Nest Foreman,
30381,@20301,Ant Nest Royal Guard Captain,
30382,@20301,Spawning Ground Keeper,
20781,,Bulc,
20782,,Baroque,
20783,,Moke,
20784,,Thrush,
20785,,Krush,
20786,,Varash,
20787,,Screash,
20881,,Liam,
20882,,Ronde,
20883,,Morgan,
20884,,Zyrnna,
20885,,Arcane,
20981,,Summit Attacker,
20982,,Tartan,
20983,,Thaartan,
20984,,Tutan,
20985,,Ol B’Khan,
21081,,Screamer,
21082,,Flora,
21083,,Jonadan,
21084,,Shrieking Treant,
21085,,Cowboy,
21086,,Seamstress,
21087,,Balthazar,
30481,@20401,Mystique,
30482,@20401,Stelos,
30483,@20401,Master Mordeo,
30484,@20401,Serbo Prime,
30581,@20501,Greezo,
30582,@20501,Julius,
30583,@20501,Magnus,
21181,,Ellen,
21182,,Vir,
21183,,Tess,
21184,,Rashkos,
21185,,Shakos,
21186,,Luce,
21187,,Thox,
21281,,Lulani,
21282,,Alfonso,
21283,,Holst,
21284,,Medes,
21285,,Luka,
21286,,Hector,
30691,@20601,Mesheemp,
30692,@20601,Corepio,
30693,@20601,Preta,
21382,,Bornesting,
21381,,Rua,
21383,,Albert,
21384,,Jeff,
21481,,Gorokk,
21482,,Verock,
21483,,Jason,
21484,,Oomba,
21485,,Agarez,
21486,,Ravolas,
21487,,Wilhelm,
30791,@20701,Vulture,
30792,@20701,Gargu,
30793,@20701,Morpheus,
30891,@20801,Skullchaser,
30892,@20801,Creatus,
30893,@20801,Sandstorm,
21581,,Tumba,
21582,,Resh,
21583,,Punta,
21584,,Gunthar,
21585,,Shaata,
21586,,Tarbutan,
21681,,Larva,
21682,,Reba,
21683,,Host Fungus,
21684,,Herven,
21685,,Shadow,
21781,,Tarba,
21782,,Marata,
21783,,Kreta,
21784,,Morta,
21785,,Mita,
21786,,Arita,
21881,,Ol Mahum Warrior,
21882,,Ol Mahum Shooter,
21883,,Wily Ol Mahum Leader,
21884,,Skeleton Pursuer,
21885,,Skeleton Scout,
21886,,Zombie Pirate,
