Id,Name,RepresentRewardName,RepresentRewardDescription,Description
20122,@20001,,,
20123,@20001,,,
20124,@20001,,,
20125,@20001,,,
20126,@20001,,,
20127,@20001,,,
20128,@20001,,,
20129,@20001,,,
20130,@20001,,,
20131,@20001,,,
20132,@20001,,,
20133,@20001,,,
20134,@20001,,,
20135,@20001,,,
20136,@20001,,,
20137,@20001,,,
20138,@20001,,,
20139,@20001,,,
20140,@20001,,,
20141,@20001,,,
20142,@20001,,,
20143,@20001,,,
20144,@20001,,,
20145,@20001,,,
20146,@20001,,,
20147,@20001,,,
20148,@20001,,,
20149,@20001,,,
20150,@20001,,,
20151,@20001,,,
20152,@20001,,,
20153,@20001,,,
20154,@20001,,,
20155,@20001,,,
20156,@20001,,,
20157,@20001,,,
20158,@20001,,,
20159,@20001,,,
20160,@20001,,,
20161,@20001,,,
20162,@20001,,,
20163,@20001,,,
20164,@20001,,,
20165,@20001,,,
20166,@20001,,,
20167,@20001,,,
20168,@20001,,,
20169,@20001,,,
20170,@20001,,,
20171,@20001,,,
20172,@20001,,,
50000,采集副本,@12003,,保管着陨石光雾的象牙塔地下所产生的秘密矿山，生长着拥有神秘力量的药草。
60001,官方新手引导,经验值,,
70001,@60001,@60001,,
70002,@60001,@60001,,
90101,巴尔卡伦的痕迹,@12003,,"巴尔卡伦的锋利剑刃
可造成大量的出血伤害。"
90102,@90101,@12003,,@90101
90103,@90101,@12003,,@90101
90301,巨蚁女王的洞窟,@12003,,"黑暗洞窟的巨蚁女王
会随心所欲地使用剧毒。"
90302,@90301,@12003,,@90301
90303,@90301,@12003,,@90301
90401,克鲁玛核心之房,@12003,,"克鲁玛高塔的象征——克鲁玛核心。
保护封印于克鲁玛高塔的巨人知识。"
90402,@90401,@12003,,@90401
90403,@90401,@12003,,@90401
70003,神的礼物,,,
70004,@70003,,,
100001,疯狂祭坛,,,"被夺取了陨石碎片的<GreenBold>象牙塔</>魔法师们，
对夺取事件发生时掉落的部分碎片展开了追踪和调查。

调查期间，
<GreenBold>象牙塔</>的成员<BlueBold>蕾妮丝</>失踪了。
魔法师们追查她的下落，
得知她最后出现在<RedBold>提玛克兽人巫师</>的村庄里。

魔法师们推测<BlueBold>蕾妮丝</>被<RedBold>兽人</>绑架了，
他们为解救她进入那个村庄，
却遭遇了前所未见的强大<RedBold>兽人</>的袭击，不得不暂时撤退。
<GreenBold>象牙塔</>的魔法师们为了调查拥有未知力量的<RedBold>兽人</>，
同时解救<BlueBold>蕾妮丝</>，向<BlueBold>银色佣兵团</>发出了紧急求助。"
100002,@100001,,,@100001
100101,血腥女爵卧室,,,"曾经是奇岩领主掌上明珠的<RedBold>特里夏女爵</>。

某天，她出其不意的失踪轰动了整个上流阶层。
奇岩领主认为一旦此事传到敌对方欧瑞去，自己就将在政治上处于不利地位，
因此他秘密派<BlueBold>塔克队长</>
率领一支搜索队去搜寻特里夏的行踪。

<BlueBold>塔克队长</>接到情报称<RedBold>特里夏女爵</>曾和她的<RedBold>守护骑士</>一起出现在<GreenBold>奇岩港口</>。
根据这一消息，他将搜索队伪装成了讨伐恶魔岛的先遣队，
悄悄登上<GreenBold>恶魔岛</>展开搜索。
然而由于某种原因遭遇严峻危机的<BlueBold>塔克队长</>和搜索队员们
为了摆脱危机，向<BlueBold>银色佣兵团</>发出了紧急求助。"
100102,@100101,,,@100101
90100,@90101,@12003,,@90101
90300,@90301,@12003,,@90301
