Id,EquipEffectDescription,EquipEffectBuffName,EquipEffectBuffDescription
7100221,@7100201,@7100201,@7100201
7100222,@7100201,@7100201,@7100201
7100223,@7100201,@7100201,@7100201
7100224,@7100201,@7100201,@7100201
7100225,@7100201,@7100201,@7100201
7100226,@7100201,@7100201,@7100201
7100227,@7100201,@7100201,@7100201
7100228,@7100201,@7100201,@7100201
7100229,@7100201,@7100201,@7100201
7100230,@7100201,@7100201,@7100201
7100301,"采集时，有<Fontblue>{ViewEffectParam1}</>的概率可
额外获得<Fontblue>1个庭院礼物</>。
(适用地区：孢子秘境)",庭院披风装备效果,采集时，有<Fontblue>{ViewEffectParam1}</>的概率可额外获得<Fontblue>1个庭院礼物</>。
7100302,@7100301,@7100301,@7100301
7100303,@7100301,@7100301,@7100301
7100304,@7100301,@7100301,@7100301
7100305,@7100301,@7100301,@7100301
7100306,@7100301,@7100301,@7100301
7100307,@7100301,@7100301,@7100301
7100308,@7100301,@7100301,@7100301
7100309,@7100301,@7100301,@7100301
7100310,@7100301,@7100301,@7100301
7100311,@7100301,@7100301,@7100301
7100312,@7100301,@7100301,@7100301
7100313,@7100301,@7100301,@7100301
7100314,@7100301,@7100301,@7100301
7100315,@7100301,@7100301,@7100301
7100316,@7100301,@7100301,@7100301
7100317,@7100301,@7100301,@7100301
7100318,@7100301,@7100301,@7100301
7100319,@7100301,@7100301,@7100301
7100320,@7100301,@7100301,@7100301
7100321,@7100301,@7100301,@7100301
7100322,@7100301,@7100301,@7100301
7100323,@7100301,@7100301,@7100301
7100324,@7100301,@7100301,@7100301
7100325,@7100301,@7100301,@7100301
7100326,@7100301,@7100301,@7100301
7100327,@7100301,@7100301,@7100301
7100328,@7100301,@7100301,@7100301
7100329,@7100301,@7100301,@7100301
7100330,@7100301,@7100301,@7100301
7100401,"使用普通技能时，有<Fontblue>{ViewEffectParam1}</>的概率
使<Fontblue>最后一次普通技能</>的冷却时间初始化，
并可立即使用。

(该效果在<Fontblue>{ViewEffectParam2}秒</>内仅发动1次。)
(适用地区：适用于所有地区)",英雄披风装备效果,使用普通技能时，有<Fontblue>{ViewEffectParam1}</>的概率使<fontblue>最后一次普通技能</>的冷却时间初始化。冷却时间为{ViewEffectParam2}秒
7100402,@7100401,@7100401,@7100401
7100403,@7100401,@7100401,@7100401
7100404,@7100401,@7100401,@7100401
7100405,@7100401,@7100401,@7100401
7100406,@7100401,@7100401,@7100401
7100407,@7100401,@7100401,@7100401
7100408,@7100401,@7100401,@7100401
7100409,@7100401,@7100401,@7100401
7100410,@7100401,@7100401,@7100401
7100411,@7100401,@7100401,@7100401
7100412,@7100401,@7100401,@7100401
7100413,@7100401,@7100401,@7100401
7100414,@7100401,@7100401,@7100401
7100415,@7100401,@7100401,@7100401
7100416,@7100401,@7100401,@7100401
7100417,@7100401,@7100401,@7100401
7100418,@7100401,@7100401,@7100401
7100419,@7100401,@7100401,@7100401
7100420,@7100401,@7100401,@7100401
7100421,@7100401,@7100401,@7100401
7100422,@7100401,@7100401,@7100401
7100423,@7100401,@7100401,@7100401
7100424,@7100401,@7100401,@7100401
7100425,@7100401,@7100401,@7100401
7100426,@7100401,@7100401,@7100401
7100427,@7100401,@7100401,@7100401
7100428,@7100401,@7100401,@7100401
7100429,@7100401,@7100401,@7100401
7100430,@7100401,@7100401,@7100401
7100601,"受到怪物伤害时，有<Fontblue>{ViewEffectParam1}</>的概率在<Fontblue>12秒</>内生成护盾。护盾持续期间，可以抵御<Fontblue>{ViewEffectParam2}次</>怪物的技能攻击。

(该效果在3分钟内仅发动1次。)
(适用地区：区域/世界首领/精英副本/时空裂痕/血盟副本/魔物召唤石/傲慢之塔/每日副本,孢子秘境,水晶守卫战,黄金巢穴,召唤石副本)",神佑披风装备效果,受到怪物伤害时，有<Fontblue>{ViewEffectParam1}</>的概率生成可以<Fontblue>抵御{ViewEffectParam2}次怪物技能攻击</>的护盾。冷却时间为3分钟。
7100602,@7100601,@7100601,@7100601
7100603,@7100601,@7100601,@7100601
7100604,@7100601,@7100601,@7100601
7100605,@7100601,@7100601,@7100601
7100606,@7100601,@7100601,@7100601
7100607,@7100601,@7100601,@7100601
7100608,@7100601,@7100601,@7100601
7100609,@7100601,@7100601,@7100601
7100610,@7100601,@7100601,@7100601
7100611,@7100601,@7100601,@7100601
7100612,@7100601,@7100601,@7100601
7100613,@7100601,@7100601,@7100601
7100614,@7100601,@7100601,@7100601
7100615,@7100601,@7100601,@7100601
7100616,@7100601,@7100601,@7100601
7100617,@7100601,@7100601,@7100601
7100618,@7100601,@7100601,@7100601
7100619,@7100601,@7100601,@7100601
7100620,@7100601,@7100601,@7100601
7100621,@7100601,@7100601,@7100601
7100622,@7100601,@7100601,@7100601
7100623,@7100601,@7100601,@7100601
7100624,@7100601,@7100601,@7100601
7100625,@7100601,@7100601,@7100601
7100626,@7100601,@7100601,@7100601
7100627,@7100601,@7100601,@7100601
7100628,@7100601,@7100601,@7100601
7100629,@7100601,@7100601,@7100601
7100630,@7100601,@7100601,@7100601
7100701,"受到玩家伤害时，有<Fontblue>{ViewEffectParam1}</>的概率在<Fontblue>7秒</>内生成护盾。护盾持续期间，可以抵御<Fontblue>{ViewEffectParam2}次</>稀有技能攻击。

(该效果在5分钟内仅发动1次。)
(适用地区：角斗场/荣誉战场/要塞战/攻城战/乱斗场/血盟据点/孢子秘境)",女神之佑披风装备效果,受到玩家伤害时，有<Fontblue>{ViewEffectParam1}</>的概率生成<fontblue>可以抵御{ViewEffectParam2}次稀有技能攻击</>的护盾。冷却时间5分钟。
7100702,@7100701,@7100701,@7100701
7100703,@7100701,@7100701,@7100701
7100704,@7100701,@7100701,@7100701
7100705,@7100701,@7100701,@7100701
7100706,@7100701,@7100701,@7100701
7100707,@7100701,@7100701,@7100701
7100708,@7100701,@7100701,@7100701
7100709,@7100701,@7100701,@7100701
7100710,@7100701,@7100701,@7100701
7100711,@7100701,@7100701,@7100701
7100712,@7100701,@7100701,@7100701
7100713,@7100701,@7100701,@7100701
7100714,@7100701,@7100701,@7100701
7100715,@7100701,@7100701,@7100701
7100716,@7100701,@7100701,@7100701
7100717,@7100701,@7100701,@7100701
7100718,@7100701,@7100701,@7100701
7100719,@7100701,@7100701,@7100701
7100720,@7100701,@7100701,@7100701
7100721,@7100701,@7100701,@7100701
7100722,@7100701,@7100701,@7100701
7100723,@7100701,@7100701,@7100701
7100724,@7100701,@7100701,@7100701
7100725,@7100701,@7100701,@7100701
7100726,@7100701,@7100701,@7100701
7100727,@7100701,@7100701,@7100701
7100728,@7100701,@7100701,@7100701
7100729,@7100701,@7100701,@7100701
7100730,@7100701,@7100701,@7100701
