Id,Value,ButtonString1,ButtonString2
50,玩家[Param1]给<FontGreen>所有盟员</>发放了奖励。,,
51,玩家[Param1]给包含玩家[Param2]在内的总共<FontGreen>[Param3]名</>发放了奖励。,,
52,盟员<FontGreen>[Name]</>赠送的血盟礼物已到达。,邮箱,
53,"盟员<FontGreen>[Name]</>请求复仇。
复仇对象：<FontRed>[GuildName]血盟的[Name2]</>",@20,@19
54,"盟员<FontGreen>[Name]</>请求复仇。
复仇对象：<FontRed>[GuildName]血盟的[Name]</>",@20,@20
55,"盟员<FontGreen>[Name]</>请求复仇。
复仇对象：<FontRed>[GuildName]血盟的[Name2]</>",@20,@19
56,"盟员<FontGreen>[Name]</>请求复仇。
复仇对象：<FontRed>[GuildName]血盟的[Name]</>",@20,@20
57,已和<FontBlue>[Param1]</>血盟<FontBlue>缔结</>了同盟。,,
58,已和<FontBlue>[Param1]</>血盟<FontRed>解除</>了同盟。,,
59,已向<FontBlue>[Name]</>血盟<FontRed>宣战</>。,,
60,已<FontRed>拒绝</>和<FontBlue>[GuildName]</>血盟停战。,,
61,已<FontRed>拒绝</>和<FontBlue>[GuildName]</>血盟停战。,,
62,已<FontRed>同意</>和<FontBlue>[Name]</>血盟停战。,,
63,在和<FontBlue>[Name]</>血盟的战争中<FontBlue>获胜</>。,,
64,在和<FontBlue>[Name]</>血盟的战争中<FontRed>失败</>。,,
65,<FontYellow>血盟的等级升至[Param1]级</>,,
66,<FontYellow>血盟增益[Name]升至[param]级。</>,,
67,[Name]盟主在<FontGreen>[ShopName]</>购买了<FontGreen>[Item]</>{[Item]}。,,
68,<FontYellow>成功攻下[Param1]。</>,血盟成就,
69,"盟主在<FontGreen>[DungeonName]</>副本中召唤了你。
是否响应召唤？",@20,@20
70,<FontYellow>[GuildDungeonName]（[Difficulty]）已刷新。）</>,血盟副本,
71,<FontYellow>请更新[Param1]的投标金额！</>,要塞战,
72,@71,攻城战,
73,<FontYellow>[Param1]的投标已延长。</>,@71,
74,@73,@72,
75,"现在可以进入要塞战了。
是否进入<FontGreen>[FortressName]</>？",@20,@20
76,"现在可以进入攻城战了。
是否进入<FontGreen>[CastleName]</>？",@20,@20
77,<FontYellow>盟主放弃了对[Name]的所有权。</>,,
78,盟主选择了<FontBlue>[Name]</>作为<FontYellow>[CastleType]</>。,,
79,<FontYellow>据点升至[Level]级。</>,,
80,<FontYellow>据点团结水晶升至[param]级。</>,,
81,玩家<FontGreen>[Name]</>为血盟执行了据点血盟任务。,,
82,玩家<FontGreen>[Name]</>在据点内设下了<FontBlue>晚宴</>。,@20,@20
83,<FontYellow>[Value]个神秘遗物已发放至血盟仓库。</>,,
84,玩家[NAME]制作了[COUNT]个<FontGreen>[POTION_NAME]</>。,,
85,<FontYellow>据点壁炉内升起了明亮的火焰。</>,@20,@20
86,<FontYellow>据点内充满了壁炉带来的温暖。</>,@20,@20
87,<FontYellow>壁炉的温度消失了。</>,,
88,已被血盟<FontRed>踢出</>。,,
89,"要塞战打响了！
是否进入<FontGreen>[FortressName]</>？",@20,@20
90,"攻城战打响了！
是否进入<FontGreen>[CastleName]</>？",@20,@20
91,"场所：<FontGreen>[WorldName]</>
<FontBlue>[Name]</>在召唤你。
是否移动？<FontRed>[Seconds]</>秒",@13,@17
92,"没有队伍，无法操作。
15秒后自动退出时空裂痕。",退出,
93,<FontYellow>[EventName]相关道具的使用权到期</>，已从背包中删除。,,
94,"<FontYellow>自由要塞战</>队伍已生成。
请<FontGreen>独自</>或和其他玩家组成<FontGreen>自由要塞战队伍</>，参与自由要塞战吧。",,
95,已加入<FontYellow>自由要塞战</>队伍。,,
96,<FontGreen>[Name]</>加入了<FontYellow>自由要塞战</>。,,
97,<FontYellow>自由要塞战</>队伍已解散。,,
98,已退出<FontYellow>自由要塞战</>队伍。,,
99,<FontGreen>[Name]</>退出了<FontYellow>自由要塞战</>队伍。,,
100,"<FontGreen>[Name]</>邀请你加入自由要塞战队伍。
是否同意加入<FontYellow>自由要塞战</>队伍？<FontRed>[Seconds]</>秒",@13,@15
101,"<FontYellow>自由要塞战</>匹配成功。
<FontRed>[Seconds]</>秒后进入自由要塞战。请做好战斗准备。",,
1000,联机中,,
