Name,TaskName,QuestNpcName,QuestNpcDialog,QuestNpcName2,QuestNpcDialog2
支援村庄北方,寻找罗赛尔,统治者,我询问过似乎从村庄回来的商人们，最终我知道了这与这段期间发生的居民失踪事件有关。<p>我目前正在调查考古团被派遣到哪边。因为之前只顾着村庄北部发生的混乱，所以都不知道发生了如此大的事情。如果不是你的话，可能会出现更大的牺牲者。<p>在我专注于调查这件事情的期间，你能去村庄北部帮下忙吗？<p>你曾经见过的佣兵团员罗赛尔在等着你。,,
北方桥梁攻防战,消灭兽人巡守,罗赛尔,你应该已经听说了，在这个村庄的桥梁北部，现在正因为兽人引起的混乱而闹的沸沸扬扬。<p>实力好的佣兵们组成讨伐队想压制兽人，但他们不好对付。不知道为什么，兽人拼命的抵抗。<p>哎呀！兽人来到这里了！先消灭他们再过桥梁吧！,,
北方桥梁攻防战,消灭兽人突击兵,,,,
反击,造访临时防御基地,罗赛尔,"我看不能再这样继续下去了。我们需要另一个计划。
<p>很好！就这样做吧。空着防御基地，等兽人前来袭击我们，我们再从背后出其不易的奇袭他们。
<p>告诉笨兽人要怎么用脑袋吧。",讨伐队长奥斯汀,这真的是很惊人的魔物啊。谢谢，要不是你，士兵们应该会受到很大的伤害。<p>听着，士兵们都很感谢你。
反击,袭击,,,,
反击,消灭掉入陷阱的兽人,,,,
反击,卡勒佩欧斯登场,,,,
反击,消灭卡勒佩欧斯,,,,
让技能变更强！,学习提升技能,讨伐队长奥斯汀,虽然凭你的实力，去哪里都不会吃亏，但还是有进步的空间，让我告诉你提高实力的方法吧。<p>本来要进入军队我才会教，但多亏你让我们避免了严重的伤害，我就特别告诉你。,,
让技能变更强！,学习提升技能,,,,
争夺主导权,消灭兽人哨兵,讨伐队长奥斯汀,那些家伙又蜂拥而上了。我还以为到他们下次攻击前还有时间。无知的兽人…没有慈悲心也没有礼貌。<p>但是那些家伙的数量是有限的！只要能挡住这次的攻击，他们也会气势大减的！好好地突袭他们，抢回主导权吧！先消灭守护这个哨所的巡守吧！,,
,与讨伐队长奥斯汀对话,,,,
拿出气势,消灭兽人强袭兵,讨伐队长奥斯汀,是兽人强袭兵！你能处理吗？这是攸关这场战斗胜负的事！,,
被绑架者的行踪,与罗赛尔对话,讨伐队长奥斯汀,统治者通过传令送来了情报，据说他打听出了被绑架的遗迹考古团与消失的居民的行踪。赶快去找罗赛尔吧。祝你好运。,,
与领导者的对决,向兽人王挑战,罗赛尔,我打听到考古团被绑架到这里。<p>目前的问题是挡在路口的兽人。那个大家伙好像是率领群队的领导者。<p>不知道为什么，他想要跟我们的代表对决。想让他们让开的话，就得击倒那家伙，你能挑战看看吗？,罗赛尔,我果然没有看错人。真厉害。之后有时间的话，也挑战<YellowBold>竞技场</>吧。这是最能在亚丁大陆扬名的方法之一。
与领导者的对决,向兽人王挑战,,,,
与领导者的对决,阻止蜂拥而来的兽人,,,,
与领导者的对决,回到罗赛尔身边,,,,
决斗的达人,挑战竞技场,罗赛尔,既然提到了，我就告诉你参加<YellowBold>竞技场</>的方法。,,
决斗的达人,挑战竞技场,,,,
会合,寻找讨伐副队长,罗赛尔,"这里的问题好像渐渐解决了，是时候去找失踪的人了。
<p>我比你更了解说话之岛，就让我搜索吧。
<p>你就跟讨伐队会合，等待消息吧。",讨伐副队长阿瑟,你是<YellowBold>[player]</>吗？我通过罗赛尔听说了。你能在这里一边等待，一边帮忙一下这里的事吗？<p>最近说话之岛到处同时发生事件，人力相当的不足。
受到攻击的魔法学校,寻找魔法学校老师,讨伐副队长阿瑟,呼～兽人搞的整座岛一团乱啊。看起来也不像有什么目的。真不知道为什么那些家伙要到处肆虐。<p>首先，你能去安赫班特魔法学校吗？这里的一部分兽人主力部队出现在那里。,,
精灵的花冠,跟随魔法学校老师准备移动,魔法学校老师尤金,"你是<YellowBold>[player]</>吗？嗯？你问我怎么知道你？之后再慢慢解释给你听，现在我有别的话要跟你说。
<p>兽人好像很快就会冲进来，我们先换个地方说话吧。",魔法学校老师尤金,呼～这里的话好像还好一点。<p>你有听说过象牙塔吗？位于亚丁大陆的中部。虽然应该很难相信，但这里是象牙塔的地下。<p>安赫班特魔法学校为了安全地保管某物，用空间移动魔法连接象牙塔地下。
精灵的花冠,消灭蜂拥而来的兽人,,,,
精灵的花冠,启动移动魔法石,,,,
精灵的花冠,启动移动魔法石,,,,
秘密场所,消灭蘑菇,魔法学校老师尤金,"环顾四周的话，可以看到到处充满了魔物吧？最近这里开始有魔物出没。
<p>回想一下后，我觉得跟兽人觊觎安赫班特魔法学校有关。
<p>从现在起，我们要做的事就是穿越魔物，拿着里面保管的物品出来。得先消灭周遭的魔物了。拜托你了。",,
秘密场所,消灭隐遁普勒摩,,,,
秘密场所,回到魔法学校老师身边,,,,
秘密场所,回到魔法学校老师身边,魔法学校老师尤金,好像安全了，现在就来找物品的位置吧。再等一下下。,,
秘密场所,追踪,,,,
利用装备合成变强吧！,学习装备合成方法,魔法学校老师尤金,咳呃。感觉被发现了。那一定是洞穴守卫！守护安塔瑞斯栖息地的强大魔物怎么会进到这里呢？<p>为了拿物品出来，只能击倒洞穴守卫了。以你现在的武器很难对付他，我来帮你拥有更强大的武器吧。,魔法学校老师尤金,很好，成功了。现在拿物品去就行了。<p>你都来到了这里，不能不告诉你物品的事啊。我们想找的东西叫精灵的花冠。<p>你好像已经发现了。没错，是能穿越说话之岛结界的物品。
利用装备合成变强吧！,学习装备合成方法,,,,
守护花冠的人,消灭梅杜莎,魔法学校老师尤金,听说洞穴守卫及魔物们聚集在精灵的花冠附近。先处理魔物吧。,,
守护花冠的人,寻找并回收精灵的花冠,,,,
守护花冠的人,消灭洞穴守卫,,,,
守护花冠的人,寻找并回收精灵的花冠,魔法学校老师尤金,拿到精灵的花冠了。我得准备离开此地了。,,
守护花冠的人,寻找并回收精灵的花冠,,,,
守护花冠的人,启动移动魔法石,魔法学校老师尤金,很好。得离开这里才行啊。启动移动魔法石吧。,,
守护花冠的人,启动移动魔法石,,,,
守护花冠的人,启动移动魔法石,,,,
魔法学校要求支持,护卫魔法学校老师,魔法学校老师尤金,"突然增加的兽人及进入象牙塔地下的魔物…这些事情很难同时发生啊。
<p>感觉有什么我们不知道的不祥之事正在发生。还有最后会发生与现在无法相比的大混乱。
<p>感觉现在光以魔法学校的力量也很难守住精灵的花冠。你能让我跟讨伐副队长见面吗？",,
护卫魔法学校老师,带魔法学校老师到哨所,讨伐副队长阿瑟,能护送魔法学校的老师到村庄北方的桥梁附近的哨所吗？由那位亲自告诉统治者好像比较好。<p>还有，完成后你能再回到这里吗？这里还需要你的帮忙。,,
回到讨伐队,带着补给品回去,讨伐队员,你正要去找讨伐副队长吗？那么请帮我运送补给品及统治者的书信给讨伐副队长。,讨伐副队长阿瑟,嗯？连补给品也带来啦。士兵们拜托的吗？这些家伙军纪真差。这次的事情结束后，得让他们接受精神教育了。<p>啊！拿统治者的书信来啦。辛苦了。
关于血盟,学习加入血盟方法,讨伐副队长阿瑟,依据总督府的指令，现在好像得慢慢地进入兽人群的中心。希望你能一起同行。<p>因为一个人很危险，我就告诉你有关血盟的情报，让你能跟伙伴们一起战斗。,,
最终攻击任务,寻找罗赛尔,讨伐副队长阿瑟,现在我们的士兵士气很高，我们将开始我们的最终攻击。<p>你跟罗赛尔进行最终攻击任务吧。,,
战胜纪念塔夺回作战,移动至战胜纪念塔,罗赛尔,我们的任务是夺回战胜纪念塔及其周边。我来打头阵。跟我来。,提欧多尔,我一直在看你战斗。<p>我是银光佣兵团的提欧多尔。
战胜纪念塔夺回作战,,罗赛尔,只是这一点程度的兽人。哈哈哈哈！等…等一下，他们现在在做什么！？,,
战胜纪念塔夺回作战,破坏战胜纪念塔,,,,
战胜纪念塔夺回作战,消灭复活的兽人王,,,,
战胜纪念塔夺回作战,消灭黑魔法师,,,,
战胜纪念塔夺回作战,消灭黑魔法师,罗赛尔,"那边又有穿着魔法师服装，看起来很可疑的人。我今天就把这些家伙全部击垮。到那边去吧。
<p>啊，等一下……好像是认识的人？啊，是提欧多尔啊。",,
战胜纪念塔夺回作战,与提欧多尔对话,,,,
提欧多尔的关心,消灭兽人步兵,提欧多尔,"我来这里是想来见在说话之岛声名大噪的英雄。你应该已经知道银光佣兵团了…
<p>我想确认一下你的实力，可以吗？你能先抓周围的兽人来吗？",提欧多尔,果然。虽然没磨练过，但资质好像很充分。
傲慢之塔,挑战傲慢之塔,提欧多尔,"我叫提欧多尔，我来自银光佣兵团。跟你旁边的罗赛尔是所属同一个佣兵团。
<p>很久没看到这么令人印象深刻的战斗了。近来的冒险家很难有这种实力啊。但是，你看起来没有解决目前状况的能力。
<p>现在我就告诉你挑战<YellowBold>傲慢之塔</>的方法，你可以在那里证明你的实力。",,
傲慢之塔,挑战傲慢之塔,,,,
傲慢之塔,挑战傲慢之塔,提欧多尔,"你知道<YellowBold>符文刻印</>吗？
<p>嗯……你没听说过吧？果然这时候出现好像是对的。准备好的话就跟我说，我说明<YellowBold>符文刻印</>给你听。",,
傲慢之塔,与提欧多尔对话,,,,
傲慢之塔,与提欧多尔对话,提欧多尔,"为什么要说明这个？我就简单地说。
<p>银光佣兵团对你<YellowBold>[player]</>有兴趣。可以算是延揽你的事前步骤吧。
<p>还有什么好奇的吗？没有的话，我就来说明<YellowBold>符文刻印</>。",,
傲慢之塔,学习符文刻印,,,,
傲慢之塔,学习符文刻印,,,,
修补说话之岛的结界,消灭兽人名射手,提欧多尔,"延揽你是更久以后的事情，总之现在得先解决目前的问题。
<p>目前我的任务是维修设置在说话之岛的结界。因此，我想跟拥有精灵的花冠的你一起行动。
<p>我知道通往下一个净化装置的入口在这附近。一边消灭那猖獗的兽人们，一边寻找入口吧。",,
修补说话之岛的结界,寻找讨伐队长,提欧多尔,为了寻找净化装置的入口，我需要点帮助。得见讨伐队长才行，你要一起去吗？,,
修补说话之岛的结界,寻找讨伐队长,,,,
其他遗址,消灭钢铁蜘蛛,讨伐队长奥斯汀,"是指发光的巨石棚吗？嗯……从这里稍微往西边去的话，会出现巨大蜘蛛栖息的森林。
<p>我听说有人在森林的最深处看到发光的巨石棚。小心一点，周围到处爬满了蜘蛛，应该不容易接近。",,
进入结界,移动至遗址,提欧多尔,居然藏在这么偏僻的地方。难怪很难发现。,,
进入结界,移动至遗址,提欧多尔,纹样正在发光，进去看看吧。,,
进入结界,移动至光里,,,,
进入结界,移动至光里,,,,
进入结界,移动至光里,,,,
