Keyword,Url,NaverUrl,LocType
ShopTopaz,http://guide.netmarble.com/revolutionjp#cont/370,,370
ShopItem,http://guide.netmarble.com/revolutionjp#cont/370,,370
ShopMileage,http://guide.netmarble.com/revolutionjp#cont/370,,370
ShopPackage,http://guide.netmarble.com/revolutionjp#cont/370,,370
DailyDungeon,http://guide.netmarble.com/revolutionjp#cont/392,,392
EliteDungeon,http://guide.netmarble.com/revolutionjp#cont/391,,391
ExpDungeon,http://guide.netmarble.com/revolutionjp#cont/399,,399
InfinityDungeon,http://guide.netmarble.com/revolutionjp#cont/393,,393
CollectDungeon,http://guide.netmarble.com/revolutionjp#cont/394,,394
AdenaDungeon,http://guide.netmarble.com/revolutionjp#cont/398,,398
EquipDungeon,http://guide.netmarble.com/revolutionjp#cont/396,,396
EnchantScrollDungeon,,,
GuildDungeon,http://guide.netmarble.com/revolutionjp#cont/395,,395
Pvp,http://guide.netmarble.com/revolutionjp#cont/401,,401
Activity,http://guide.netmarble.com/revolutionjp#cont/387,,387
QuestMap,,,
WorldMap,,,
Party,http://guide.netmarble.com/revolutionjp#cont/366,,366
Promote,http://guide.netmarble.com/revolutionjp#cont/389,,389
DiamondShop,http://guide.netmarble.com/revolutionjp#cont/371,,371
DiamondShopFlatRate,http://guide.netmarble.com/revolutionjp#view/332,,332
DiamondShopFlatRateAdena,http://guide.netmarble.com/revolutionjp#view/332,,332
DiamondShopFlatRateAdena2,,,
DiamondShopAnnuityGrowup,http://guide.netmarble.com/revolutionjp#cont/371,,371
DiamondShopAnnuityAccept,http://guide.netmarble.com/revolutionjp#cont/371,,371
DiamondShopChargeReward,http://guide.netmarble.com/revolutionjp#cont/371,,371
DiamondShopConsumeReward,http://guide.netmarble.com/revolutionjp#cont/371,,371
EventSurprizeBox,,,
EventItemEnchantGrade,,,
EventCastleSiegeFestival,,,
EquipmentLevelUp,http://guide.netmarble.com/revolutionjp#cont/408,,408
EquipmentUpgrade,http://guide.netmarble.com/revolutionjp#cont/410,,410
EquipmentComposition,http://guide.netmarble.com/revolutionjp#cont/411,,411
EquipmentEnchant,http://guide.netmarble.com/revolutionjp#cont/412,,412
EquipmentAbilityUp,http://guide.netmarble.com/revolutionjp#cont/413,,413
EquipmentOptionChange,http://guide.netmarble.com/revolutionjp#cont/414,,414
EquipmentLimitBreak,http://guide.netmarble.com/revolutionjp#cont/1190,,
ClassHierarchy,http://guide.netmarble.com/revolutionjp#cont/375,,375
Gludio,http://guide.netmarble.com/revolutionjp#cont/419,,419
Dion,http://guide.netmarble.com/revolutionjp#cont/420,,420
Giran,,,
Oren,,,
TalkingIsland,http://guide.netmarble.com/revolutionjp#cont/418,,418
Quest,,,
EventJourney1,,,
EventJourney2,,,
EventJourney3,,,
EventJourney4,,,
EventJourney5,,,
EventJourney6,,,
EventJourney7,,,
EventJourney8,,,
EventJourney9,,,
EventJourney10,,,
EventJourney11,,,
EventJourney12,,,
EventJourney13,,,
EventJourney14,,,
EventJourney15,,,
EventJourney16,,,
EventJourney17,,,
EventJourney18,,,
EventJourney19,,,
EventJourney20,,,
EventJourney21,,,
MainQuest,http://guide.netmarble.com/revolutionjp#cont/382,,382
DailyQuest,http://guide.netmarble.com/revolutionjp#cont/383,,383
WeeklyQuest,http://guide.netmarble.com/revolutionjp#cont/384,,384
InstantComplete,http://guide.netmarble.com/revolutionjp#cont/386,,386
ClassTransferQuest,http://guide.netmarble.com/revolutionjp#cont/385,,385
EventHotTime,,,
EventCompound,http://guide.netmarble.com/revolutionjp#cont/1833,,351
Character,http://guide.netmarble.com/revolutionjp#cont/376,,376
EquipmentCompound,http://guide.netmarble.com/revolutionjp#cont/415,,415
Compound,http://guide.netmarble.com/revolutionjp#cont/1833,,1833
CommonEvent1,http://guide.netmarble.com/revolutionjp#cont/2096,,2096
CommonEvent2,http://guide.netmarble.com/revolutionjp#cont/2096,,2096
CommonEvent3,http://guide.netmarble.com/revolutionjp#cont/1810,,1799
CommonEvent4,http://guide.netmarble.com/revolutionjp#cont/1810,,1799
CommonEvent5,http://guide.netmarble.com/revolutionjp#cont/1812,,1798
DiceEvent,,,
Pet,http://guide.netmarble.com/revolutionjp#cont/442,,442
SummonStoneDungeon,http://guide.netmarble.com/revolutionjp#cont/888,,888
GuildAgit,http://guide.netmarble.com/revolutionjp#cont/443,,443
GuildAgitKeeperHire,http://guide.netmarble.com/revolutionjp#cont/444,,444
GuildAgitCrystal,http://guide.netmarble.com/revolutionjp#cont/378,,378
GuildAgitQuest,http://guide.netmarble.com/revolutionjp#cont/445,,445
GuildAgitDinner,http://guide.netmarble.com/revolutionjp#cont/446,,446
GuildAgitRelic,http://guide.netmarble.com/revolutionjp#cont/447,,447
GuildAgitLiquid,http://guide.netmarble.com/revolutionjp#cont/889,,889
GuildAgitFireplace,http://guide.netmarble.com/revolutionjp#cont/889,,894
Status,http://guide.netmarble.com/revolutionjp#cont/360,,360
ContentsResetGuide,http://guide.netmarble.com/revolutionjp#cont/377,,377
PetBook,http://guide.netmarble.com/revolutionjp#view/407,,407
BattlefieldMelee,http://guide.netmarble.com/revolutionjp#cont/403,,403
WorldBoss,http://guide.netmarble.com/revolutionjp#cont/404,,404
EquipmentCrafting,,,
ItemCrafting,http://guide.netmarble.com/revolutionjp#cont/893,,893
BattleField,,,
BattleFieldOfBrave,,,
EventDailyQuest1,,,
CharacterTitle,http://guide.netmarble.com/revolutionjp#cont/1204,,1204
BattleDeckInfo,http://guide.netmarble.com/revolutionjp#cont/1191,,1191
GuildAgitAttend,http://guide.netmarble.com/revolutionjp#cont/1197,,
AgitPersonalQuest,http://guide.netmarble.com/revolutionjp#cont/1198,,
AgitGuildQuest,http://guide.netmarble.com/revolutionjp#cont/1199,,
Main,http://guide.netmarble.com/revolutionjp#cont/389,,389
GuildHelpBoard,,,
Probability,,,
PackShop,http://guide.netmarble.com/revolutionjp#cont/370,,
OrderShop,http://guide.netmarble.com/revolutionjp#cont/1802,,1802
CheckBoard,,,
GuildInvite,,,
cape,,,
PartyDungeonTitle,http://guide.netmarble.com/revolutionjp#cont/1498,,1498
Storage,,,
FlatRateAuto,,,
DiceEvent,http://guide.netmarble.com/revolutionjp#cont/2096,,2096
FreeFortressSiege,,,
EventDropBox,,,
LuckyBoardEvent,,,
DailyBenefitShop,http://guide.netmarble.com/revolutionjp#cont/370,,
PackageShop,http://guide.netmarble.com/revolutionjp#cont/370,,
NeroDiceEvent,,,
MasteryShop,http://guide.netmarble.com/revolutionjp#cont/1845,,1845
TimeShop,,,
ChargeEventShop,,,
GuildMemberRanking,,,
LineageTipForum,,,
Talisman,,,
Class2ndTransferQuest,,,
Costume,http://guide.netmarble.com/revolutionjp#cont/1509,,1509
BeautyShop,http://guide.netmarble.com/revolutionjp#cont/1797,,1797
DiscountShop,,,
Avento,,,
CollaboMonsterStrikeStepUp,http://guide.netmarble.com/revolutionjp#cont/1802,,
EventGacha,http://guide.netmarble.com/revolutionjp#cont/1811,,1811
NoticeGachaProb,http://guide.netmarble.com/revolutionjp#cont/371,,
ItemGrowth,http://guide.netmarble.com/revolutionjp#cont/893,,
