Id,GroupId,Type,DisplayLevel,Grade,EquipmentType1,EquipmentType2,WeaponType,ArmorType,Material,GachaInfoId,SoulCrystalType,PetItemType,SummonGemGroupId,AcquirePerformanceType,AuctionSubGroupId,IconTexture,MaxStackableCount,EffectType1,EffectParam1,EffectType2,EffectParam2,EffectType3,EffectParam3,BasicOptionGroupId,AbilityInfoGroupId,SellingPrice,ProvidingExp,TotalExpForNextLevelMagnification,RequiredAdena,CoolTime,Resource,AcquireContents1,AcquireContents2,AcquireContents3,AcquireContents4,AcquireContents5,ClassType,UseType,UseLevel,MaxUseLevel,Rarity,VisualEffectId,InventoryType,BagType,LootEffect,UseClassTransfer,Usable,UseQuickSlot,GrowCode,UsableGrowCodeListString,PeriodItem,IconMarkTexture,Collabo,MultipleUseAtOnce
110034,110030,10,,5,1,12,0,3,3,,9,4,,1,201,Weapon_Shield_DynastyShield_06,1,1,1998,21,278,0,0,10103401,3,12500,,,,,"DynastySword_04,DynastyShield_04",9,,,,,2,,,,0,,0,0,1,0,0,0,1,"1,103,131",,,0,0
110035,110030,10,,6,1,12,0,3,3,,9,4,,1,201,Weapon_Shield_DynastyShield_06,1,1,3792,21,529,0,0,10103501,3,25000,,,,,"DynastySword_05,DynastyShield_05",9,,,,,2,,,,0,,0,0,2,0,0,0,1,"1,103,131",,,0,0
110043,110040,10,,4,1,12,0,3,3,,9,4,,0,201,Weapon_Shield_DynamisShield_06,1,1,1149,21,156,0,0,10104301,4,2500,,,,,"Dynamis_03,DynamisShield_03",9,,,,,2,,,,1,,0,0,1,0,0,0,1,"1,211,104,141",,,0,0
110044,110040,10,,5,1,12,0,3,3,,9,4,,1,201,Weapon_Shield_DynamisShield_06,1,1,2363,21,323,0,0,10104401,4,12500,,,,,"Dynamis_04,DynamisShield_04",9,,,,,2,,,,1,,0,0,1,0,0,0,1,"1,211,104,141",,,0,0
110045,110040,10,,6,1,12,0,3,3,,9,4,,1,201,Weapon_Shield_DynamisShield_06,1,1,4485,21,614,0,0,10104501,4,25000,,,,,"Dynamis_05,DynamisShield_05",9,,,,,2,,,,1,,0,0,2,0,0,0,1,"1,211,104,141",,,0,0
120010,120010,10,,1,1,12,1,3,3,,9,4,,0,204,Weapon_Spear_Lance_05,1,1,73,0,0,0,0,,,50,,,,,Lance_01,1,9,,,,2,,,,0,,0,0,0,0,0,0,1,"1,101,111",,,0,0
120011,120010,10,,2,1,12,1,3,3,,9,4,,0,204,Weapon_Spear_Lance_05,1,1,198,0,0,0,0,,,100,,,,,Lance_01,1,9,,,,2,,,,0,,0,0,0,0,0,0,1,"1,101,111",,,0,0
120012,120010,10,,3,1,12,1,3,3,,9,4,,0,204,Weapon_Spear_Lance_05,1,1,471,0,0,0,0,10201201,,750,,,,,Lance_02,1,9,,,,2,,,,0,,0,0,0,0,0,0,1,"1,101,111",,,0,0
120013,120010,10,,4,1,12,1,3,3,,9,4,,0,204,Weapon_Spear_Lance_05,1,1,1045,0,0,0,0,10201301,1,2500,,,,,Lance_03,1,9,,,,2,,,,0,,0,0,1,0,0,0,1,"1,101,111",,,0,0
120014,120010,10,,5,1,12,1,3,3,,9,4,,1,204,Weapon_Spear_Lance_05,1,1,2149,0,0,0,0,10201401,1,12500,,,,,Lance_04,9,,,,,2,,,,0,,0,0,1,0,0,0,1,"1,101,111",,,0,0
120015,120010,10,,6,1,12,1,3,3,,9,4,,1,204,Weapon_Spear_Lance_05,1,1,4078,0,0,0,0,10201501,1,25000,,,,,Lance_05,9,,,,,2,,,,0,,0,0,2,0,0,0,1,"1,101,111",,,0,0
120020,120020,10,,1,1,12,1,3,3,,9,4,,0,204,Weapon_Spear_Scorpion_05,1,1,71,0,0,0,0,,,50,,,,,Scorpion_01,1,9,,,,2,,,,0,,0,0,0,0,0,0,1,"1,102,121",,,0,0
120021,120020,10,,2,1,12,1,3,3,,9,4,,0,204,Weapon_Spear_Scorpion_05,1,1,194,0,0,0,0,,,100,,,,,Scorpion_01,1,9,,,,2,,,,0,,0,0,0,0,0,0,1,"1,102,121",,,0,0
120022,120020,10,,3,1,12,1,3,3,,9,4,,0,204,Weapon_Spear_Scorpion_05,1,1,461,0,0,0,0,10202201,,750,,,,,Scorpion_02,1,9,,,,2,,,,0,,0,0,0,0,0,0,1,"1,102,121",,,0,0
120023,120020,10,,4,1,12,1,3,3,,9,4,,0,204,Weapon_Spear_Scorpion_05,1,1,1024,0,0,0,0,10202301,2,2500,,,,,Scorpion_03,1,9,,,,2,,,,0,,0,0,1,0,0,0,1,"1,102,121",,,0,0
120024,120020,10,,5,1,12,1,3,3,,9,4,,1,204,Weapon_Spear_Scorpion_05,1,1,2106,0,0,0,0,10202401,2,12500,,,,,Scorpion_04,9,,,,,2,,,,0,,0,0,1,0,0,0,1,"1,102,121",,,0,0
120025,120020,10,,6,1,12,1,3,3,,9,4,,1,204,Weapon_Spear_Scorpion_05,1,1,3996,0,0,0,0,10202501,2,25000,,,,,Scorpion_05,9,,,,,2,,,,0,,0,0,2,0,0,0,1,"1,102,121",,,0,0
120030,120030,10,,1,1,12,1,3,3,,9,4,,0,204,Weapon_Spear_GreatAxe_06,1,1,71,0,0,0,0,,,50,,,,,GreatAxe_01,1,9,,,,2,,,,0,,0,0,0,0,0,0,1,"1,103,131",,,0,0
120031,120030,10,,2,1,12,1,3,3,,9,4,,0,204,Weapon_Spear_GreatAxe_06,1,1,194,0,0,0,0,,,100,,,,,GreatAxe_01,1,9,,,,2,,,,0,,0,0,0,0,0,0,1,"1,103,131",,,0,0
120032,120030,10,,3,1,12,1,3,3,,9,4,,0,204,Weapon_Spear_GreatAxe_06,1,1,461,0,0,0,0,10203201,,750,,,,,GreatAxe_02,1,9,,,,2,,,,0,,0,0,0,0,0,0,1,"1,103,131",,,0,0
120033,120030,10,,4,1,12,1,3,3,,9,4,,0,204,Weapon_Spear_GreatAxe_06,1,1,1024,0,0,0,0,10203301,3,2500,,,,,GreatAxe_03,1,9,,,,2,,,,0,,0,0,1,0,0,0,1,"1,103,131",,,0,0
120034,120030,10,,5,1,12,1,3,3,,9,4,,1,204,Weapon_Spear_GreatAxe_06,1,1,2106,0,0,0,0,10203401,3,12500,,,,,GreatAxe_04,9,,,,,2,,,,0,,0,0,1,0,0,0,1,"1,103,131",,,0,0
120035,120030,10,,6,1,12,1,3,3,,9,4,,1,204,Weapon_Spear_GreatAxe_06,1,1,3996,0,0,0,0,10203501,3,25000,,,,,GreatAxe_05,9,,,,,2,,,,0,,0,0,2,0,0,0,1,"1,103,131",,,0,0
120043,120040,10,,4,1,12,1,3,3,,9,4,,0,204,Weapon_Spear_Excidium_06,1,1,1254,0,0,0,0,10204301,4,2500,,,,,Excidium_03,9,,,,,2,,,,1,,0,0,1,0,0,0,1,"1,211,104,141",,,0,0
120044,120040,10,,5,1,12,1,3,3,,9,4,,1,204,Weapon_Spear_Excidium_06,1,1,2578,0,0,0,0,10204401,4,12500,,,,,Excidium_04,9,,,,,2,,,,1,,0,0,1,0,0,0,1,"1,211,104,141",,,0,0
120045,120040,10,,6,1,12,1,3,3,,9,4,,1,204,Weapon_Spear_Excidium_06,1,1,4893,0,0,0,0,10204501,4,25000,,,,,Excidium_05,9,,,,,2,,,,1,,0,0,2,0,0,0,1,"1,211,104,141",,,0,0
130010,130010,10,,1,1,12,2,3,3,,9,4,,0,202,Weapon_DualSword_SamuraiLongSword_06,1,1,76,0,0,0,0,,,50,,,,,"DualSamuraiSword_01,DualSamuraiSword_01",1,9,,,,2,,,,0,,0,0,0,0,0,0,1,"1,101,111",,,0,0
130011,130010,10,,2,1,12,2,3,3,,9,4,,0,202,Weapon_DualSword_SamuraiLongSword_06,1,1,207,0,0,0,0,,,100,,,,,"DualSamuraiSword_01,DualSamuraiSword_01",1,9,,,,2,,,,0,,0,0,0,0,0,0,1,"1,101,111",,,0,0
130012,130010,10,,3,1,12,2,3,3,,9,4,,0,202,Weapon_DualSword_SamuraiLongSword_06,1,1,494,0,0,0,0,10301201,,750,,,,,"DualSamuraiSword_02,DualSamuraiSword_02",1,9,,,,2,,,,0,,0,0,0,0,0,0,1,"1,101,111",,,0,0
130013,130010,10,,4,1,12,2,3,3,,9,4,,0,202,Weapon_DualSword_SamuraiLongSword_06,1,1,1097,0,0,0,0,10301301,1,2500,,,,,"DualSamuraiSword_03,DualSamuraiSword_03",1,9,,,,2,,,,0,,0,0,1,0,0,0,1,"1,101,111",,,0,0
130014,130010,10,,5,1,12,2,3,3,,9,4,,1,202,Weapon_DualSword_SamuraiLongSword_06,1,1,2256,0,0,0,0,10301401,1,12500,,,,,"DualSamuraiSword_04,DualSamuraiSword_04",9,,,,,2,,,,0,,0,0,1,0,0,0,1,"1,101,111",,,0,0
130015,130010,10,,6,1,12,2,3,3,,9,4,,1,202,Weapon_DualSword_SamuraiLongSword_06,1,1,4281,0,0,0,0,10301501,1,25000,,,,,"DualSamuraiSword_05,DualSamuraiSword_05",9,,,,,2,,,,0,,0,0,2,0,0,0,1,"1,101,111",,,0,0
130020,130020,10,,1,1,12,2,3,3,,9,4,,0,202,Weapon_Sword_RevolutionSword_06,1,1,75,0,0,0,0,,,50,,,,,"DualRevolutionSword_01,DualRevolutionSword_01",1,9,,,,2,,,,0,,0,0,0,0,0,0,1,"1,102,121",,,0,0
130021,130020,10,,2,1,12,2,3,3,,9,4,,0,202,Weapon_Sword_RevolutionSword_06,1,1,203,0,0,0,0,,,100,,,,,"DualRevolutionSword_01,DualRevolutionSword_01",1,9,,,,2,,,,0,,0,0,0,0,0,0,1,"1,102,121",,,0,0
130022,130020,10,,3,1,12,2,3,3,,9,4,,0,202,Weapon_Sword_RevolutionSword_06,1,1,485,0,0,0,0,10302201,,750,,,,,"DualRevolutionSword_02,DualRevolutionSword_02",1,9,,,,2,,,,0,,0,0,0,0,0,0,1,"1,102,121",,,0,0
130023,130020,10,,4,1,12,2,3,3,,9,4,,0,202,Weapon_Sword_RevolutionSword_06,1,1,1076,0,0,0,0,10302301,2,2500,,,,,"DualRevolutionSword_03,DualRevolutionSword_03",1,9,,,,2,,,,0,,0,0,1,0,0,0,1,"1,102,121",,,0,0
130024,130020,10,,5,1,12,2,3,3,,9,4,,1,202,Weapon_Sword_RevolutionSword_06,1,1,2213,0,0,0,0,10302401,2,12500,,,,,"DualRevolutionSword_04,DualRevolutionSword_04",9,,,,,2,,,,0,,0,0,1,0,0,0,1,"1,102,121",,,0,0
130025,130020,10,,6,1,12,2,3,3,,9,4,,1,202,Weapon_Sword_RevolutionSword_06,1,1,4200,0,0,0,0,10302501,2,25000,,,,,"DualRevolutionSword_05,DualRevolutionSword_05",9,,,,,2,,,,0,,0,0,2,0,0,0,1,"1,102,121",,,0,0
130030,130030,10,,1,1,12,2,3,3,,9,4,,0,202,Weapon_Sword_DynastySword_05,1,1,75,0,0,0,0,,,50,,,,,"DualDynastySword_01,DualDynastySword_01",1,9,,,,2,,,,0,,0,0,0,0,0,0,1,"1,103,131",,,0,0
130031,130030,10,,2,1,12,2,3,3,,9,4,,0,202,Weapon_Sword_DynastySword_05,1,1,203,0,0,0,0,,,100,,,,,"DualDynastySword_01,DualDynastySword_01",1,9,,,,2,,,,0,,0,0,0,0,0,0,1,"1,103,131",,,0,0
130032,130030,10,,3,1,12,2,3,3,,9,4,,0,202,Weapon_Sword_DynastySword_05,1,1,485,0,0,0,0,10303201,,750,,,,,"DualDynastySword_02,DualDynastySword_02",1,9,,,,2,,,,0,,0,0,0,0,0,0,1,"1,103,131",,,0,0
130033,130030,10,,4,1,12,2,3,3,,9,4,,0,202,Weapon_Sword_DynastySword_05,1,1,1076,0,0,0,0,10303301,3,2500,,,,,"DualDynastySword_03,DualDynastySword_03",1,9,,,,2,,,,0,,0,0,1,0,0,0,1,"1,103,131",,,0,0
130034,130030,10,,5,1,12,2,3,3,,9,4,,1,202,Weapon_Sword_DynastySword_05,1,1,2213,0,0,0,0,10303401,3,12500,,,,,"DualDynastySword_04,DualDynastySword_04",9,,,,,2,,,,0,,0,0,1,0,0,0,1,"1,103,131",,,0,0
130035,130030,10,,6,1,12,2,3,3,,9,4,,1,202,Weapon_Sword_DynastySword_05,1,1,4200,0,0,0,0,10303501,3,25000,,,,,"DualDynastySword_05,DualDynastySword_05",9,,,,,2,,,,0,,0,0,2,0,0,0,1,"1,103,131",,,0,0
130043,130040,10,,4,1,12,2,3,3,,9,4,,0,202,Weapon_Sword_Dynamis_06,1,1,1306,0,0,0,0,10304301,4,2500,,,,,"DualDynamis_03,DualDynamis_03",9,,,,,2,,,,1,,0,0,1,0,0,0,1,"1,211,104,141",,,0,0
130044,130040,10,,5,1,12,2,3,3,,9,4,,1,202,Weapon_Sword_Dynamis_06,1,1,2686,0,0,0,0,10304401,4,12500,,,,,"DualDynamis_04,DualDynamis_04",9,,,,,2,,,,1,,0,0,1,0,0,0,1,"1,211,104,141",,,0,0
130045,130040,10,,6,1,12,2,3,3,,9,4,,1,202,Weapon_Sword_Dynamis_06,1,1,5097,0,0,0,0,10304501,4,25000,,,,,"DualDynamis_05,DualDynamis_05",9,,,,,2,,,,1,,0,0,2,0,0,0,1,"1,211,104,141",,,0,0
140010,140010,10,,1,1,12,3,3,3,,9,4,,0,203,Weapon_Dagger_DoomDagger_05,1,1,73,0,0,0,0,,,50,,,,,DoomDagger_01,1,9,,,,3,,,,0,,0,0,0,0,0,0,1,"1,101,111",,,0,0
140011,140010,10,,2,1,12,3,3,3,,9,4,,0,203,Weapon_Dagger_DoomDagger_05,1,1,198,0,0,0,0,,,100,,,,,DoomDagger_01,1,9,,,,3,,,,0,,0,0,0,0,0,0,1,"1,101,111",,,0,0
140012,140010,10,,3,1,12,3,3,3,,9,4,,0,203,Weapon_Dagger_DoomDagger_05,1,1,471,0,0,0,0,10401201,,750,,,,,DoomDagger_02,1,9,,,,3,,,,0,,0,0,0,0,0,0,1,"1,101,111",,,0,0
140013,140010,10,,4,1,12,3,3,3,,9,4,,0,203,Weapon_Dagger_DoomDagger_05,1,1,1045,0,0,0,0,10401301,1,2500,,,,,DoomDagger_03,1,9,,,,3,,,,0,,0,0,1,0,0,0,1,"1,101,111",,,0,0
140014,140010,10,,5,1,12,3,3,3,,9,4,,1,203,Weapon_Dagger_DoomDagger_05,1,1,2149,0,0,0,0,10401401,1,12500,,,,,DoomDagger_04,9,,,,,3,,,,0,,0,0,1,0,0,0,1,"1,101,111",,,0,0
140015,140010,10,,6,1,12,3,3,3,,9,4,,1,203,Weapon_Dagger_DoomDagger_05,1,1,4078,0,0,0,0,10401501,1,25000,,,,,DoomDagger_05,9,,,,,3,,,,0,,0,0,2,0,0,0,1,"1,101,111",,,0,0
140020,140020,10,,1,1,12,3,3,3,,9,4,,0,203,Weapon_Dagger_DarkScreamer_06,1,1,71,0,0,0,0,,,50,,,,,DarkScreamer_01,1,9,,,,3,,,,0,,0,0,0,0,0,0,1,"1,102,121",,,0,0
140021,140020,10,,2,1,12,3,3,3,,9,4,,0,203,Weapon_Dagger_DarkScreamer_06,1,1,194,0,0,0,0,,,100,,,,,DarkScreamer_01,1,9,,,,3,,,,0,,0,0,0,0,0,0,1,"1,102,121",,,0,0
140022,140020,10,,3,1,12,3,3,3,,9,4,,0,203,Weapon_Dagger_DarkScreamer_06,1,1,461,0,0,0,0,10402201,,750,,,,,DarkScreamer_02,1,9,,,,3,,,,0,,0,0,0,0,0,0,1,"1,102,121",,,0,0
140023,140020,10,,4,1,12,3,3,3,,9,4,,0,203,Weapon_Dagger_DarkScreamer_06,1,1,1024,0,0,0,0,10402301,2,2500,,,,,DarkScreamer_03,1,9,,,,3,,,,0,,0,0,1,0,0,0,1,"1,102,121",,,0,0
140024,140020,10,,5,1,12,3,3,3,,9,4,,1,203,Weapon_Dagger_DarkScreamer_06,1,1,2106,0,0,0,0,10402401,2,12500,,,,,DarkScreamer_04,9,,,,,3,,,,0,,0,0,1,0,0,0,1,"1,102,121",,,0,0
140025,140020,10,,6,1,12,3,3,3,,9,4,,1,203,Weapon_Dagger_DarkScreamer_06,1,1,3996,0,0,0,0,10402501,2,25000,,,,,DarkScreamer_05,9,,,,,3,,,,0,,0,0,2,0,0,0,1,"1,102,121",,,0,0
140030,140030,10,,1,1,12,3,3,3,,9,4,,0,203,Weapon_Dagger_CrystalDagger_05,1,1,71,0,0,0,0,,,50,,,,,CrystalDagger_01,1,9,,,,3,,,,0,,0,0,0,0,0,0,1,"1,103,131",,,0,0
140031,140030,10,,2,1,12,3,3,3,,9,4,,0,203,Weapon_Dagger_CrystalDagger_05,1,1,194,0,0,0,0,,,100,,,,,CrystalDagger_01,1,9,,,,3,,,,0,,0,0,0,0,0,0,1,"1,103,131",,,0,0
140032,140030,10,,3,1,12,3,3,3,,9,4,,0,203,Weapon_Dagger_CrystalDagger_05,1,1,461,0,0,0,0,10403201,,750,,,,,CrystalDagger_02,1,9,,,,3,,,,0,,0,0,0,0,0,0,1,"1,103,131",,,0,0
140033,140030,10,,4,1,12,3,3,3,,9,4,,0,203,Weapon_Dagger_CrystalDagger_05,1,1,1024,0,0,0,0,10403301,3,2500,,,,,CrystalDagger_03,1,9,,,,3,,,,0,,0,0,1,0,0,0,1,"1,103,131",,,0,0
140034,140030,10,,5,1,12,3,3,3,,9,4,,1,203,Weapon_Dagger_CrystalDagger_05,1,1,2106,0,0,0,0,10403401,3,12500,,,,,CrystalDagger_04,9,,,,,3,,,,0,,0,0,1,0,0,0,1,"1,103,131",,,0,0
140035,140030,10,,6,1,12,3,3,3,,9,4,,1,203,Weapon_Dagger_CrystalDagger_05,1,1,3996,0,0,0,0,10403501,3,25000,,,,,CrystalDagger_05,9,,,,,3,,,,0,,0,0,2,0,0,0,1,"1,103,131",,,0,0
140043,140040,10,,4,1,12,3,3,3,,9,4,,0,203,Weapon_Dagger_Severus_06,1,1,1254,0,0,0,0,10404301,4,2500,,,,,Severus_03,9,,,,,3,,,,1,,0,0,1,0,0,0,1,"1,211,104,141",,,0,0
140044,140040,10,,5,1,12,3,3,3,,9,4,,1,203,Weapon_Dagger_Severus_06,1,1,2578,0,0,0,0,10404401,4,12500,,,,,Severus_04,9,,,,,3,,,,1,,0,0,1,0,0,0,1,"1,211,104,141",,,0,0
140045,140040,10,,6,1,12,3,3,3,,9,4,,1,203,Weapon_Dagger_Severus_06,1,1,4893,0,0,0,0,10404501,4,25000,,,,,Severus_05,9,,,,,3,,,,1,,0,0,2,0,0,0,1,"1,211,104,141",,,0,0
150010,150010,10,,1,1,12,4,3,3,,9,4,,0,205,Weapon_Bow_CrystallizedIceBow_05,1,1,73,0,0,0,0,,,50,,,,,"_,CrystallizedIceBow_01",1,9,,,,3,,,,0,,0,0,0,0,0,0,1,"1,101,111",,,0,0
150011,150010,10,,2,1,12,4,3,3,,9,4,,0,205,Weapon_Bow_CrystallizedIceBow_05,1,1,198,0,0,0,0,,,100,,,,,"_,CrystallizedIceBow_01",1,9,,,,3,,,,0,,0,0,0,0,0,0,1,"1,101,111",,,0,0
150012,150010,10,,3,1,12,4,3,3,,9,4,,0,205,Weapon_Bow_CrystallizedIceBow_05,1,1,471,0,0,0,0,10501201,,750,,,,,"_,CrystallizedIceBow_02",1,9,,,,3,,,,0,,0,0,0,0,0,0,1,"1,101,111",,,0,0
150013,150010,10,,4,1,12,4,3,3,,9,4,,0,205,Weapon_Bow_CrystallizedIceBow_05,1,1,1045,0,0,0,0,10501301,1,2500,,,,,"_,CrystallizedIceBow_03",1,9,,,,3,,,,0,,0,0,1,0,0,0,1,"1,101,111",,,0,0
150014,150010,10,,5,1,12,4,3,3,,9,4,,1,205,Weapon_Bow_CrystallizedIceBow_05,1,1,2149,0,0,0,0,10501401,1,12500,,,,,"_,CrystallizedIceBow_04",9,,,,,3,,,,0,,0,0,1,0,0,0,1,"1,101,111",,,0,0
150015,150010,10,,6,1,12,4,3,3,,9,4,,1,205,Weapon_Bow_CrystallizedIceBow_05,1,1,4078,0,0,0,0,10501501,1,25000,,,,,"_,CrystallizedIceBow_05",9,,,,,3,,,,0,,0,0,2,0,0,0,1,"1,101,111",,,0,0
150020,150020,10,,1,1,12,4,3,3,,9,4,,0,205,Weapon_Bow_CycloneBow_05,1,1,71,0,0,0,0,,,50,,,,,"_,CycloneBow_01",1,9,,,,3,,,,0,,0,0,0,0,0,0,1,"1,102,121",,,0,0
150021,150020,10,,2,1,12,4,3,3,,9,4,,0,205,Weapon_Bow_CycloneBow_05,1,1,194,0,0,0,0,,,100,,,,,"_,CycloneBow_01",1,9,,,,3,,,,0,,0,0,0,0,0,0,1,"1,102,121",,,0,0
150022,150020,10,,3,1,12,4,3,3,,9,4,,0,205,Weapon_Bow_CycloneBow_05,1,1,461,0,0,0,0,10502201,,750,,,,,"_,CycloneBow_02",1,9,,,,3,,,,0,,0,0,0,0,0,0,1,"1,102,121",,,0,0
