MArketType,ShopId,CurrencyType,Cost,DisplayCost,OriginCost,ProductId,d1
1,12297,3,4800,"4,800",,,[기간한정] 장신구 육성 패키지
1,12298,3,2400,"2,400",,,기간한정 탑승펫 육성 패키지
1,12001,3,120,120,,,초보자 포션 꾸러미
1,12002,3,120,120,,,초보자 귀환 꾸러미
1,12003,3,120,120,,,초보자 아덴 꾸러미
1,12004,3,120,120,,,초보자 정령탄 꾸러미
1,12024,3,960,960,,,스킬 포인트 패키지
1,12031,3,4800,"4,800",,,장비성장 보조 패키지
1,12032,3,9800,"9,800",,,강화의부름 패키지
1,12033,3,9800,"9,800",,,액세서리 소환 패키지
1,12117,3,4800,"4,800",,,기간한정 무기육성패키지
1,12118,3,4800,"4,800",,,기간한정 방어구육성패키지
1,3000008,3,100,100,,,클래식 파티복
1,3000002,3,100,100,,,무예복
1,3000009,3,100,100,,,코스튬용 코드1
1,3000010,3,100,100,,,코스튬용 코드2
1,3000011,3,100,100,,,코스튬용 코드3
1,3000012,3,100,100,,,코스튬용 코드4
1,3000013,3,100,100,,,코스튬용 코드5
1,3000014,3,100,100,,,코스튬용 코드7
1,3000015,3,100,100,,,코스튬용 코드8
0,2001,3,120,120,,,월 1회 한정 30+30
0,2002,3,480,480,,,월 1회 한정 120+120
0,2003,3,960,960,,,월 1회 한정 240+240
0,2004,3,120,120,,,30 다이아
0,2005,3,480,480,,,130 다이아
0,2006,3,960,960,,,270 다이아
0,2010,3,2400,"2,400",,,720 다이아
0,2007,3,3200,"3,200",,,1050 다이아
0,2008,3,4800,"4,800",,,1600 다이아
0,2009,3,9800,"9,800",,,3500 다이아
0,7001,3,480,,,,매일 받는 다이아 꾸러미(14일)
0,7002,3,960,,,,매일 받는 다이아 꾸러미(28일)
0,7003,3,960,960,,,데일리 다이아
0,9001,3,2900,"2,900",,,프리미엄 스타팅 패키지
0,9008,3,3200,"3,200",,,주니어 모험가 패키지
0,9009,3,9800,"9,800",,,시니어 모험가 패키지
0,9010,3,9800,"9,800",,,베테랑 모험가 패키지
0,12011,3,3200,"3,200",,,주니어 모험가 패키지
0,12012,3,9800,"9,800",,,시니어 모험가 패키지
0,12013,3,9800,"9,800",,,베테랑 모험가 패키지
0,12014,3,9800,"9,800",,,엘리트 모험가 패키지
0,12015,3,9800,"9,800",,,노블리스 모험가 패키지
0,9019,3,960,960,,,스킬 포인트 패키지
0,9020,3,4800,"4,800",,,프리미엄 집혼석 패키지I
0,9021,3,9800,"9,800",,,프리미엄 집혼석 패키지II
0,9022,3,3200,"3,200",,,프리미엄 집혼석 패키지III
0,12021,3,4800,"4,800",,,프리미엄_집혼석_1
0,8011,3,3200,"3,200",,,성장 선물 꾸러미 II
0,8003,3,3200,"3,200",,,SR등급 수집 꾸러미
0,8004,3,3200,"3,200",,,시나리오 꾸러미 I
0,8014,3,3200,"3,200",,,시나리오 꾸러미2
0,9051,3,9800,"9,800",,,스페셜 승급석 선택상자 패키지
0,9052,3,9800,"9,800",,,축복받은 강화주문서 패키지
0,9053,3,9800,"9,800",,,엘리트 모험가 패키지
0,9054,3,4800,"4,800",,,프리미엄 인벤토리 패키지
0,9501,3,4800,"4,800",,,장비성장 보조 패키지
0,9502,3,9800,"9,800",,,강화의 부름 패키지
0,9503,3,9800,"9,800",,,액세서리 소환 패키지
0,9601,3,4800,"4,800",,,프리미엄 집혼석 패키지I
0,9604,3,960,960,,,스킬 포인트 패키지
0,11001,3,960,960,,,매일 받는 아데나 꾸러미(28일)
0,9605,3,9800,"9,800",,,탑승펫 소환석 패키지
0,9606,3,9800,"9,800",,,탑승펫 장비 소환 패키지
0,9607,3,11000,"11,000",,,C급 보상 패키지
0,9608,3,11000,"11,000",,,D급 보상 패키지
0,9609,3,5500,"5,500",,,화이트데이 축복 패키지(비사용)
0,9610,3,5500,"5,500",,,탑승펫 육성석 패키지
0,9611,3,9800,"9,800",,,노블리스 모험가 패키지
0,999999,3,,,,,휴면 유저 프로모션
0,999998,3,,,,,이탈 유저 프로모션
0,9613,3,3300,"3,300",,,3등급 특별 패키지
0,9614,3,3300,"3,300",,,4등급 특별 패키지
0,9615,3,5500,"5,500",,,5등급 특별 패키지
0,9616,3,5500,"5,500",,,6등급 특별 패키지
0,9617,3,11000,"11,000",,,7등급 특별 패키지
0,12101,3,120,120,,,신년 복주머니 120엔
0,12102,3,120,120,,,스폐셜 패키지 2
0,12103,3,480,480,,,혈맹 기원 패키지
0,12104,3,480,480,,,화이트데이 기념 혈맹 패키지
0,12105,3,960,960,,,축복받은 강화주문서 라이트 패키지
0,12106,3,960,960,,,연마제 라이트 패키지
0,12107,3,2400,"2,400",,,갈기사자 육성 패키지
0,12108,3,2400,"2,400",,,스폐셜 패키지 8
0,12109,3,2900,"2,900",,,스페셜 아데나 패키지
0,12110,3,2900,"2,900",,,스폐셜 패키지 10
0,12111,3,3200,"3,200",,,기간한정 탑승펫 패키지
0,12112,3,3200,"3,200",,,기간한정 레드다이아 패키지
0,12113,3,4800,"4,800",,,초특가 다이아 패키지 1
0,12114,3,4800,"4,800",,,스페셜 장비 세트
0,12115,3,9800,"9,800",,,초특가 다이아 패키지 2
0,12116,3,9800,"9,800",,,축복받은 강화주문서 패키지
0,12217,3,120,120,,,스폐셜 패키지 17
0,12218,3,120,120,,,스폐셜 패키지 18
0,12219,3,120,120,,,스폐셜 패키지 19
0,12220,3,480,480,,,스폐셜 패키지 20
0,12221,3,480,480,,,스폐셜 패키지 21
0,12222,3,480,480,,,스폐셜 패키지 22
0,12223,3,960,960,,,승급석 라이트 패키지
0,12224,3,960,960,,,[기간한정] 보스 방어구 강화 라이트 팩
0,12225,3,960,960,,,발렌타인 기념 혈맹 패키지
0,12226,3,960,960,,,엘릭서 스페셜 패키지
0,12227,3,2400,"2,400",,,할로윈 기념 탑승펫 육성 패키지
0,12228,3,2400,"2,400",,,스폐셜 패키지 28
0,12229,3,2400,"2,400",,,스폐셜 패키지 29
0,12230,3,2900,"2,900",,,스폐셜 패키지 30
0,12231,3,2900,"2,900",,,스폐셜 패키지 31
0,12232,3,2900,"2,900",,,스폐셜 패키지 32
0,12233,3,3200.00,"3,200",,,발렌타인 무기 강화팩
0,12234,3,3200.00,"3,200",,,[노멀/보스/엘리트] 축복받은 강화주문서 패키지
0,12235,3,3200.00,"3,200",,,스폐셜 패키지 35
0,12238,3,4800,"4,800",,,할로윈 장신구 육성 패키지
0,12239,3,4800,"4,800",,,[기간한정] 쿠쿠린 패키지
0,12240,3,9800,"9,800",,,할로윈 탑승펫 마법의 빗자루 팩
0,12243,3,9800,"9,800",,,[기간한정] 保釋 패키지
0,12244,3,9800,"9,800",,,[기간한정] 보스 방어구 강화 팩
0,12245,3,960,960,,,프라임 패키지
0,999997,3,4800,"4,800",,,[테스트] 혈맹의 힘 패키지
0,12248,3,960,960,,,[노멀/엘리트/보스] 강화 보조 패키지
0,12249,3,960,960,,,[기간한정] 다이아 240+240
0,12250,3,9800,"9,800",,,[기간한정] 굣상 패키지
0,12251,3,9800,"9,800",,,[기간한정] 콜라보 무기 성장 패키지 1
0,12252,3,9800,"9,800",,,[기간한정] 콜라보 무기 성장 패키지 2
0,12253,3,9800,"9,800",,,[기간한정] 콜라보 무기 성장 패키지 3
0,12254,3,4800,"4,800",,,[기간한정] 보스장비기본 팩
0,12255,3,4800,"4,800",,,콜라보 집혼석 패키지
0,12256,3,4800,"4,800",,,레드다이아 슈퍼팩
0,12257,3,4800,"4,800",,,갈기사자 소환 패키지
0,12258,3,3200,"3,200",,,[기간한정] 루돌프 팩
0,12259,3,3200,"3,200",,,고급 보급품 패키지
0,12260,3,2900,"2,900",,,스페셜 패키지 57
0,12261,3,2400,"2,400",,,스페셜 패키지 58
0,12264,3,3200,"3,200",,,기간한정 탑승펫 장비 패키지
0,12265,3,2400,"2,400",,,기간한정! 탑승펫 육성패키지
0,12268,3,3200,"3,200",,,[기간한정] 탑승펫 장비 패키지
0,12269,3,2400,"2,400",,,기간한정 탑승펫 육성 패키지
0,12270,3,3200,"3,200",,,[기간한정] 레드다이아 팩
0,12271,3,2900,"2,900",,,스페셜 아데나 패키지
0,12272,3,9800,"9,800",,,장신구 특별소환 패키지
0,12273,3,9800,"9,800",,,스페셜 패키지 60
0,12274,3,9800,"9,800",,,스페셜 패키지 61
0,12275,3,9800,"9,800",,,스페셜 패키지 62
0,12276,3,9800,"9,800",,,스페셜 패키지 63
0,12277,3,4800,"4,800",,,강화보조 패키지2
0,12278,3,4800,"4,800",,,스페셜 패키지 65
0,12279,3,3200,"3,200",,,스페셜 패키지 66
0,12280,3,3200,"3,200",,,[기간한정] 레드다이아 팩
0,12281,3,2900,"2,900",,,스페셜 아데나 패키지
0,12282,3,4800,"4,800",,,[기간한정] 신규탑승펫 쿠쿠린 팩
0,12283,3,120,120,,,스페셜 패키지 67
0,12284,3,960,960,,,스페셜 패키지 68
0,12285,3,960,960,,,스페셜 패키지 69
0,12286,3,3200,"3,200",,,스페셜 패키지 70
0,12287,3,3200,"3,200",,,스페셜 패키지 71
0,12288,3,3200,"3,200",,,스페셜 패키지 72
0,12289,3,4800,"4,800",,,스페셜 패키지 73
0,12290,3,4800,"4,800",,,스페셜 패키지 74
0,12291,3,9800,"9,800",,,스페셜 패키지 75
0,12292,3,9800,"9,800",,,스페셜 패키지 76
0,12293,3,2900,"2,900",,,스페셜 아데나 패키지
0,12294,3,3200,"3,200",,,고급 보급품 패키지
0,12295,3,4800,"4,800",,,고급 연마제 패키지
0,12296,3,960,960,,,연마제 라이트 패키지
0,12297,3,4800,"4,800",,,[기간한정] 장신구 육성 패키지
0,12298,3,2400,"2,400",,,기간한정 탑승펫 육성 패키지
0,12001,3,120,120,,,초보자 포션 꾸러미
0,12002,3,120,120,,,초보자 귀환 꾸러미
0,12003,3,120,120,,,초보자 아덴 꾸러미
0,12004,3,120,120,,,초보자 정령탄 꾸러미
0,12024,3,960,960,,,스킬 포인트 패키지
0,12031,3,4800,"4,800",,,장비성장 보조 패키지
0,12032,3,9800,"9,800",,,강화의부름 패키지
0,12033,3,9800,"9,800",,,액세서리 소환 패키지
0,12117,3,4800,"4,800",,,기간한정 무기육성패키지
0,12118,3,4800,"4,800",,,기간한정 방어구육성패키지
0,3000008,3,100,100,,,클래식 파티복
0,3000002,3,100,100,,,무예복
0,3000009,3,100,100,,,코스튬용 코드1
0,3000010,3,100,100,,,코스튬용 코드2
0,3000011,3,100,100,,,코스튬용 코드3
0,3000012,3,100,100,,,코스튬용 코드4
0,3000013,3,100,100,,,코스튬용 코드5
0,3000014,3,100,100,,,코스튬용 코드7
0,3000015,3,100,100,,,코스튬용 코드8
