GroupId,SubId,DungeonInfoId,NpcInfoId,RecommendLv,RecommendPower,RecommendPeople,MainReward1,MainReward2,MainReward3
102,102020,20065,110220,112,265900,1,470103,,
102,102021,20066,110221,112,265900,2,470104,,
102,102022,20067,110222,112,265900,1,470105,,
102,102023,20068,110223,116,278400,1,470106,,
102,102024,20069,110224,116,278400,1,470107,,
102,102025,20070,110225,84,197100,3,472041,,
102,102026,20071,110226,90,208700,3,472042,,
102,102027,20072,110227,94,217700,3,472043,,
102,102028,20073,110228,108,254100,3,472044,,
102,102029,20074,110229,112,265900,3,472051,,
102,102030,20075,110230,120,290900,3,472052,,
102,102031,20076,110231,128,319300,3,472053,,
103,103001,20077,110301,112,265900,1,470111,,
103,103002,20078,110302,112,265900,2,470112,,
103,103003,20079,110303,112,265900,2,470113,,
103,103004,20080,110304,112,265900,2,470114,,
103,103005,20081,110305,112,265900,2,470115,,
103,103006,20082,110306,112,265900,1,470116,,
103,103007,20083,110307,112,265900,2,470117,,
103,103008,20084,110308,116,278400,1,470121,,
103,103009,20085,110309,120,290900,2,470122,,
103,103010,20086,110310,124,304600,2,470123,,
103,103011,20087,110311,128,319300,2,470124,,
103,103012,20088,110312,132,334700,2,470125,,
103,103013,20089,110313,136,349100,2,470126,,
103,103014,20090,110314,140,364200,1,470131,,
103,103015,20091,110315,140,364200,2,470132,,
103,103016,20092,110316,150,398200,2,470133,,
103,103017,20093,110317,146,384600,2,470134,,
103,103018,20094,110318,162,438300,2,470141,,
103,103019,20095,110319,162,438300,1,470142,,
103,103020,20096,110320,162,438300,1,470143,,
103,103021,20097,110321,162,438300,2,470144,,
103,103022,20098,110322,162,438300,2,470145,,
103,103023,20099,110323,162,438300,2,470146,,
103,103024,20100,110324,162,438300,2,470147,,
103,103025,20101,110325,128,326200,3,472061,,
103,103026,20102,110326,136,356400,3,472062,,
103,103027,20103,110327,146,393800,3,472063,,
103,103028,20104,110328,150,407700,3,472071,,
103,103029,20105,110329,156,429400,3,472072,,
103,103030,20106,110330,162,448700,3,472073,,
103,103031,20149,110331,168,467600,3,472081,,
103,103032,20150,110332,174,485900,3,472082,,
103,103033,20151,110333,182,537300,3,472083,,
201,201001,20131,120101,20,14900,5,470025,460008,911158
201,201002,20132,120102,29,33500,5,470037,460008,911159
201,201003,20133,120103,40,79500,5,470047,460003,911160
201,201004,20134,120104,52,118400,5,470057,460013,911161
201,201005,20135,120105,62,145300,5,470068,460003,911162
202,202001,20136,120201,104,241200,20,470078,460013,911163
202,202002,20137,120202,120,290200,20,470086,460003,911164
202,202003,20138,120203,136,348400,20,470096,460013,911165
203,203001,20139,120301,132,573900,20,470118,460003,911166
8100701,817031,8100701,980199,60,145300,5,81000072,900009,911178
8100701,817032,8100702,980299,90,208700,5,81000072,900009,911178
8100701,817033,8100703,980399,120,290200,5,81000072,480009,900009
8100701,817034,8100704,980499,150,398200,5,81000072,400000,480009
8100701,817035,8100705,980599,180,537300,5,81000072,490027,400000
8100801,818011,8100801,81110002,60,145300,5,81000128,400000,490027
8100801,818012,8100802,81110004,90,208700,5,81000128,400000,490027
8100801,818013,8100803,81110006,120,290200,5,81000128,400000,490027
8100801,818014,8100804,81110008,150,398200,5,81000128,400000,490027
8100801,818015,8100805,81110010,180,537300,5,81000128,400000,490027
8100901,819011,8100901,81120001,60,0,2,490068,81900181,81900185
8100901,819012,8100902,81120002,120,0,2,490068,81900181,81900185
8100901,819013,8100903,81120003,180,0,2,490068,81900181,81900185
