Id,TabType,TemplateName,TaskType,TaskCondition,GradeGroupId,MoveContentType,IconTexture,CategoryType,Keyword
203005,0,,4,18,1,60,Texture/UI_Btn_EquipmentEnhancement,0,EquipmentEnchant
203006,0,,4,20,1,60,Texture/UI_Btn_EquipmentEnhancement,0,EquipmentEnchant
203007,0,,4,22,1,60,Texture/UI_Btn_EquipmentEnhancement,0,EquipmentEnchant
203008,0,,4,24,1,60,Texture/UI_Btn_EquipmentEnhancement,0,EquipmentEnchant
203009,0,,4,26,1,60,Texture/UI_Btn_EquipmentEnhancement,0,EquipmentEnchant
203010,0,,4,28,1,60,Texture/UI_Btn_EquipmentEnhancement,0,EquipmentEnchant
203011,0,,4,30,1,60,Texture/UI_Btn_EquipmentEnhancement,0,EquipmentEnchant
203012,0,,4,32,1,60,Texture/UI_Btn_EquipmentEnhancement,0,EquipmentEnchant
203013,0,,4,34,1,60,Texture/UI_Btn_EquipmentEnhancement,0,EquipmentEnchant
203014,0,,4,36,1,60,Texture/UI_Btn_EquipmentEnhancement,0,EquipmentEnchant
203015,0,,4,38,1,60,Texture/UI_Btn_EquipmentEnhancement,0,EquipmentEnchant
203016,0,,4,40,1,60,Texture/UI_Btn_EquipmentEnhancement,0,EquipmentEnchant
203017,0,,4,42,1,60,Texture/UI_Btn_EquipmentEnhancement,0,EquipmentEnchant
203018,0,,4,44,1,60,Texture/UI_Btn_EquipmentEnhancement,0,EquipmentEnchant
203019,0,,4,46,1,60,Texture/UI_Btn_EquipmentEnhancement,0,EquipmentEnchant
203020,0,,4,48,1,60,Texture/UI_Btn_EquipmentEnhancement,0,EquipmentEnchant
203021,0,,4,50,1,60,Texture/UI_Btn_EquipmentEnhancement,0,EquipmentEnchant
203022,0,,4,52,1,60,Texture/UI_Btn_EquipmentEnhancement,0,EquipmentEnchant
203023,0,,4,54,1,60,Texture/UI_Btn_EquipmentEnhancement,0,EquipmentEnchant
203024,0,,4,56,1,60,Texture/UI_Btn_EquipmentEnhancement,0,EquipmentEnchant
203025,0,,4,58,1,60,Texture/UI_Btn_EquipmentEnhancement,0,EquipmentEnchant
203026,0,,4,60,1,60,Texture/UI_Btn_EquipmentEnhancement,0,EquipmentEnchant
203027,0,,4,62,1,60,Texture/UI_Btn_EquipmentEnhancement,0,EquipmentEnchant
203028,0,,4,64,1,60,Texture/UI_Btn_EquipmentEnhancement,0,EquipmentEnchant
203029,0,,4,66,1,60,Texture/UI_Btn_EquipmentEnhancement,0,EquipmentEnchant
203030,0,,4,68,1,60,Texture/UI_Btn_EquipmentEnhancement,0,EquipmentEnchant
203031,0,,4,72,1,60,Texture/UI_Btn_EquipmentEnhancement,0,EquipmentEnchant
203032,0,,4,74,1,60,Texture/UI_Btn_EquipmentEnhancement,0,EquipmentEnchant
203033,0,,4,76,1,60,Texture/UI_Btn_EquipmentEnhancement,0,EquipmentEnchant
203034,0,,4,78,1,60,Texture/UI_Btn_EquipmentEnhancement,0,EquipmentEnchant
203035,0,,4,82,1,60,Texture/UI_Btn_EquipmentEnhancement,0,EquipmentEnchant
203036,0,,4,84,1,60,Texture/UI_Btn_EquipmentEnhancement,0,EquipmentEnchant
203037,0,,4,88,1,60,Texture/UI_Btn_EquipmentEnhancement,0,EquipmentEnchant
203038,0,,4,90,1,60,Texture/UI_Btn_EquipmentEnhancement,0,EquipmentEnchant
203039,0,,4,92,1,60,Texture/UI_Btn_EquipmentEnhancement,0,EquipmentEnchant
203040,0,,4,96,1,60,Texture/UI_Btn_EquipmentEnhancement,0,EquipmentEnchant
203041,0,,4,100,1,60,Texture/UI_Btn_EquipmentEnhancement,0,EquipmentEnchant
203042,0,,4,102,1,60,Texture/UI_Btn_EquipmentEnhancement,0,EquipmentEnchant
203043,0,,4,106,1,60,Texture/UI_Btn_EquipmentEnhancement,0,EquipmentEnchant
203044,0,,4,108,1,60,Texture/UI_Btn_EquipmentEnhancement,0,EquipmentEnchant
203045,0,,4,112,1,60,Texture/UI_Btn_EquipmentEnhancement,0,EquipmentEnchant
203046,0,,4,116,1,60,Texture/UI_Btn_EquipmentEnhancement,0,EquipmentEnchant
203047,0,,4,118,1,60,Texture/UI_Btn_EquipmentEnhancement,0,EquipmentEnchant
203048,0,,4,122,1,60,Texture/UI_Btn_EquipmentEnhancement,0,EquipmentEnchant
203049,0,,4,126,1,60,Texture/UI_Btn_EquipmentEnhancement,0,EquipmentEnchant
203050,0,,4,130,1,60,Texture/UI_Btn_EquipmentEnhancement,0,EquipmentEnchant
203051,0,,4,134,1,60,Texture/UI_Btn_EquipmentEnhancement,0,EquipmentEnchant
203052,0,,4,138,1,60,Texture/UI_Btn_EquipmentEnhancement,0,EquipmentEnchant
203053,0,,4,140,1,60,Texture/UI_Btn_EquipmentEnhancement,0,EquipmentEnchant
203054,0,,4,144,1,60,Texture/UI_Btn_EquipmentEnhancement,0,EquipmentEnchant
203055,0,,4,148,1,60,Texture/UI_Btn_EquipmentEnhancement,0,EquipmentEnchant
203056,0,,4,152,1,60,Texture/UI_Btn_EquipmentEnhancement,0,EquipmentEnchant
203057,0,,4,158,1,60,Texture/UI_Btn_EquipmentEnhancement,0,EquipmentEnchant
203058,0,,4,162,1,60,Texture/UI_Btn_EquipmentEnhancement,0,EquipmentEnchant
203059,0,,4,166,1,60,Texture/UI_Btn_EquipmentEnhancement,0,EquipmentEnchant
203060,0,,4,170,1,60,Texture/UI_Btn_EquipmentEnhancement,0,EquipmentEnchant
203061,0,,4,174,1,60,Texture/UI_Btn_EquipmentEnhancement,0,EquipmentEnchant
203062,0,,4,178,1,60,Texture/UI_Btn_EquipmentEnhancement,0,EquipmentEnchant
203063,0,,4,184,1,60,Texture/UI_Btn_EquipmentEnhancement,0,EquipmentEnchant
203064,0,,4,188,1,60,Texture/UI_Btn_EquipmentEnhancement,0,EquipmentEnchant
203065,0,,4,192,1,60,Texture/UI_Btn_EquipmentEnhancement,0,EquipmentEnchant
203066,0,,4,198,1,60,Texture/UI_Btn_EquipmentEnhancement,0,EquipmentEnchant
203067,0,,4,202,1,60,Texture/UI_Btn_EquipmentEnhancement,0,EquipmentEnchant
203068,0,,4,208,1,60,Texture/UI_Btn_EquipmentEnhancement,0,EquipmentEnchant
203069,0,,4,212,1,60,Texture/UI_Btn_EquipmentEnhancement,0,EquipmentEnchant
204001,0,,5,5,1,18,Texture/UI_Btn_Rune,1,Rune
204002,0,,5,7,1,18,Texture/UI_Btn_Rune,1,Rune
204003,0,,5,14,1,18,Texture/UI_Btn_Rune,1,Rune
204004,0,,5,21,1,18,Texture/UI_Btn_Rune,1,Rune
204005,0,,5,28,1,18,Texture/UI_Btn_Rune,1,Rune
204006,0,,5,32,1,18,Texture/UI_Btn_Rune,1,Rune
204007,0,,5,36,1,18,Texture/UI_Btn_Rune,1,Rune
204008,0,,5,40,1,18,Texture/UI_Btn_Rune,1,Rune
204009,0,,5,44,1,18,Texture/UI_Btn_Rune,1,Rune
204010,0,,5,48,1,18,Texture/UI_Btn_Rune,1,Rune
204011,0,,5,52,1,18,Texture/UI_Btn_Rune,1,Rune
204012,0,,5,56,1,18,Texture/UI_Btn_Rune,1,Rune
204013,0,,5,60,1,18,Texture/UI_Btn_Rune,1,Rune
204014,0,,5,64,1,18,Texture/UI_Btn_Rune,1,Rune
204015,0,,5,70,1,18,Texture/UI_Btn_Rune,1,Rune
204016,0,,5,76,1,18,Texture/UI_Btn_Rune,1,Rune
204017,0,,5,82,1,18,Texture/UI_Btn_Rune,1,Rune
204018,0,,5,88,1,18,Texture/UI_Btn_Rune,1,Rune
204019,0,,5,94,1,18,Texture/UI_Btn_Rune,1,Rune
204020,0,,5,100,1,18,Texture/UI_Btn_Rune,1,Rune
204021,0,,5,106,1,18,Texture/UI_Btn_Rune,1,Rune
204022,0,,5,112,1,18,Texture/UI_Btn_Rune,1,Rune
204023,0,,5,118,1,18,Texture/UI_Btn_Rune,1,Rune
204024,0,,5,124,1,18,Texture/UI_Btn_Rune,1,Rune
204025,0,,5,126,1,18,Texture/UI_Btn_Rune,1,Rune
204026,0,,5,133,1,18,Texture/UI_Btn_Rune,1,Rune
204027,0,,5,140,1,18,Texture/UI_Btn_Rune,1,Rune
204028,0,,5,147,1,18,Texture/UI_Btn_Rune,1,Rune
204029,0,,5,154,1,18,Texture/UI_Btn_Rune,1,Rune
204030,0,,5,161,1,18,Texture/UI_Btn_Rune,1,Rune
204031,0,,5,168,1,18,Texture/UI_Btn_Rune,1,Rune
204032,0,,5,175,1,18,Texture/UI_Btn_Rune,1,Rune
204033,0,,5,182,1,18,Texture/UI_Btn_Rune,1,Rune
204034,0,,5,189,1,18,Texture/UI_Btn_Rune,1,Rune
204035,0,,5,201,1,18,Texture/UI_Btn_Rune,1,Rune
204036,0,,5,213,1,18,Texture/UI_Btn_Rune,1,Rune
204037,0,,5,225,1,18,Texture/UI_Btn_Rune,1,Rune
204038,0,,5,237,1,18,Texture/UI_Btn_Rune,1,Rune
204039,0,,5,249,1,18,Texture/UI_Btn_Rune,1,Rune
204040,0,,5,261,1,18,Texture/UI_Btn_Rune,1,Rune
204041,0,,5,273,1,18,Texture/UI_Btn_Rune,1,Rune
204042,0,,5,289,1,18,Texture/UI_Btn_Rune,1,Rune
204043,0,,5,305,1,18,Texture/UI_Btn_Rune,1,Rune
204044,0,,5,321,1,18,Texture/UI_Btn_Rune,1,Rune
204045,0,,5,337,1,18,Texture/UI_Btn_Rune,1,Rune
204046,0,,5,357,1,18,Texture/UI_Btn_Rune,1,Rune
204047,0,,5,394,1,18,Texture/UI_Btn_Rune,1,Rune
204048,0,,5,431,1,18,Texture/UI_Btn_Rune,1,Rune
204049,0,,5,468,1,18,Texture/UI_Btn_Rune,1,Rune
204050,0,,5,469,1,18,Texture/UI_Btn_Rune,1,Rune
204051,0,,5,491,1,18,Texture/UI_Btn_Rune,1,Rune
204052,0,,5,513,1,18,Texture/UI_Btn_Rune,1,Rune
204053,0,,5,535,1,18,Texture/UI_Btn_Rune,1,Rune
204054,0,,5,557,1,18,Texture/UI_Btn_Rune,1,Rune
204055,0,,5,581,1,18,Texture/UI_Btn_Rune,1,Rune
204056,0,,5,603,1,18,Texture/UI_Btn_Rune,1,Rune
204057,0,,5,625,1,18,Texture/UI_Btn_Rune,1,Rune
204058,0,,5,647,1,18,Texture/UI_Btn_Rune,1,Rune
204059,0,,5,669,1,18,Texture/UI_Btn_Rune,1,Rune
204060,0,,5,693,1,18,Texture/UI_Btn_Rune,1,Rune
204061,0,,5,711,1,18,Texture/UI_Btn_Rune,1,Rune
204062,0,,5,729,1,18,Texture/UI_Btn_Rune,1,Rune
204063,0,,5,747,1,18,Texture/UI_Btn_Rune,1,Rune
204064,0,,5,765,1,18,Texture/UI_Btn_Rune,1,Rune
204065,0,,5,783,1,18,Texture/UI_Btn_Rune,1,Rune
204066,0,,5,805,1,18,Texture/UI_Btn_Rune,1,Rune
204067,0,,5,827,1,18,Texture/UI_Btn_Rune,1,Rune
204068,0,,5,849,1,18,Texture/UI_Btn_Rune,1,Rune
204069,0,,5,871,1,18,Texture/UI_Btn_Rune,1,Rune
204070,0,,5,893,1,18,Texture/UI_Btn_Rune,1,Rune
204071,0,,5,917,1,18,Texture/UI_Btn_Rune,1,Rune
204072,0,,5,935,1,18,Texture/UI_Btn_Rune,1,Rune
204073,0,,5,953,1,18,Texture/UI_Btn_Rune,1,Rune
204074,0,,5,971,1,18,Texture/UI_Btn_Rune,1,Rune
204075,0,,5,989,1,18,Texture/UI_Btn_Rune,1,Rune
204076,0,,5,1007,1,18,Texture/UI_Btn_Rune,1,Rune
204077,0,,5,1029,1,18,Texture/UI_Btn_Rune,1,Rune
204078,0,,5,1051,1,18,Texture/UI_Btn_Rune,1,Rune
204079,0,,5,1073,1,18,Texture/UI_Btn_Rune,1,Rune
204080,0,,5,1095,1,18,Texture/UI_Btn_Rune,1,Rune
204081,0,,5,1117,1,18,Texture/UI_Btn_Rune,1,Rune
204082,0,,5,1141,1,18,Texture/UI_Btn_Rune,1,Rune
204083,0,,5,1169,1,18,Texture/UI_Btn_Rune,1,Rune
204084,0,,5,1197,1,18,Texture/UI_Btn_Rune,1,Rune
204085,0,,5,1225,1,18,Texture/UI_Btn_Rune,1,Rune
204086,0,,5,1253,1,18,Texture/UI_Btn_Rune,1,Rune
204087,0,,5,1290,1,18,Texture/UI_Btn_Rune,1,Rune
204088,0,,5,1327,1,18,Texture/UI_Btn_Rune,1,Rune
204089,0,,5,1365,1,18,Texture/UI_Btn_Rune,1,Rune
204090,0,,5,1421,1,18,Texture/UI_Btn_Rune,1,Rune
204091,0,,5,1477,1,18,Texture/UI_Btn_Rune,1,Rune
205001,0,,6,20,1,19,Texture/UI_Btn_MonsterBook,1,MonsterBook
205002,0,,6,40,1,19,Texture/UI_Btn_MonsterBook,1,MonsterBook
205003,0,,6,80,1,19,Texture/UI_Btn_MonsterBook,1,MonsterBook
205004,0,,6,120,1,19,Texture/UI_Btn_MonsterBook,1,MonsterBook
205005,0,,6,160,1,19,Texture/UI_Btn_MonsterBook,1,MonsterBook
205006,0,,6,200,1,19,Texture/UI_Btn_MonsterBook,1,MonsterBook
205007,0,,6,250,1,19,Texture/UI_Btn_MonsterBook,1,MonsterBook
205008,0,,6,300,1,19,Texture/UI_Btn_MonsterBook,1,MonsterBook
205009,0,,6,350,1,19,Texture/UI_Btn_MonsterBook,1,MonsterBook
205010,0,,6,400,1,19,Texture/UI_Btn_MonsterBook,1,MonsterBook
205011,0,,6,460,1,19,Texture/UI_Btn_MonsterBook,1,MonsterBook
205012,0,,6,520,1,19,Texture/UI_Btn_MonsterBook,1,MonsterBook
205013,0,,6,580,1,19,Texture/UI_Btn_MonsterBook,1,MonsterBook
205014,0,,6,700,1,19,Texture/UI_Btn_MonsterBook,1,MonsterBook
205015,0,,6,820,1,19,Texture/UI_Btn_MonsterBook,1,MonsterBook
205016,0,,6,940,1,19,Texture/UI_Btn_MonsterBook,1,MonsterBook
205017,0,,6,1060,1,19,Texture/UI_Btn_MonsterBook,1,MonsterBook
205018,0,,6,1200,1,19,Texture/UI_Btn_MonsterBook,1,MonsterBook
205019,0,,6,1350,1,19,Texture/UI_Btn_MonsterBook,1,MonsterBook
205020,0,,6,1500,1,19,Texture/UI_Btn_MonsterBook,1,MonsterBook
205021,0,,6,1650,1,19,Texture/UI_Btn_MonsterBook,1,MonsterBook
205022,0,,6,1820,1,19,Texture/UI_Btn_MonsterBook,1,MonsterBook
205023,0,,6,2000,1,19,Texture/UI_Btn_MonsterBook,1,MonsterBook
205024,0,,6,2272,1,19,Texture/UI_Btn_MonsterBook,1,MonsterBook
205025,0,,6,2752,1,19,Texture/UI_Btn_MonsterBook,1,MonsterBook
205026,0,,6,3288,1,19,Texture/UI_Btn_MonsterBook,1,MonsterBook
205027,0,,6,3884,1,19,Texture/UI_Btn_MonsterBook,1,MonsterBook
205028,0,,6,4540,1,19,Texture/UI_Btn_MonsterBook,1,MonsterBook
205029,0,,6,5266,1,19,Texture/UI_Btn_MonsterBook,1,MonsterBook
205030,0,,6,6060,1,19,Texture/UI_Btn_MonsterBook,1,MonsterBook
205031,0,,6,6926,1,19,Texture/UI_Btn_MonsterBook,1,MonsterBook
205032,0,,6,7870,1,19,Texture/UI_Btn_MonsterBook,1,MonsterBook
205033,0,,6,8890,1,19,Texture/UI_Btn_MonsterBook,1,MonsterBook
205034,0,,6,9994,1,19,Texture/UI_Btn_MonsterBook,1,MonsterBook
205035,0,,6,11184,1,19,Texture/UI_Btn_MonsterBook,1,MonsterBook
205036,0,,6,12460,1,19,Texture/UI_Btn_MonsterBook,1,MonsterBook
205037,0,,6,13832,1,19,Texture/UI_Btn_MonsterBook,1,MonsterBook
205038,0,,6,15298,1,19,Texture/UI_Btn_MonsterBook,1,MonsterBook
205039,0,,6,16862,1,19,Texture/UI_Btn_MonsterBook,1,MonsterBook
205040,0,,6,18530,1,19,Texture/UI_Btn_MonsterBook,1,MonsterBook
205041,0,,6,20304,1,19,Texture/UI_Btn_MonsterBook,1,MonsterBook
205042,0,,6,22186,1,19,Texture/UI_Btn_MonsterBook,1,MonsterBook
205043,0,,6,24182,1,19,Texture/UI_Btn_MonsterBook,1,MonsterBook
205044,0,,6,26294,1,19,Texture/UI_Btn_MonsterBook,1,MonsterBook
205045,0,,6,28526,1,19,Texture/UI_Btn_MonsterBook,1,MonsterBook
205046,0,,6,30880,1,19,Texture/UI_Btn_MonsterBook,1,MonsterBook
205047,0,,6,33364,1,19,Texture/UI_Btn_MonsterBook,1,MonsterBook
205048,0,,6,35978,1,19,Texture/UI_Btn_MonsterBook,1,MonsterBook
205049,0,,6,38726,1,19,Texture/UI_Btn_MonsterBook,1,MonsterBook
205050,0,,6,41612,1,19,Texture/UI_Btn_MonsterBook,1,MonsterBook
205051,0,,6,44638,1,19,Texture/UI_Btn_MonsterBook,1,MonsterBook
205052,0,,6,47810,1,19,Texture/UI_Btn_MonsterBook,1,MonsterBook
205053,0,,6,51132,1,19,Texture/UI_Btn_MonsterBook,1,MonsterBook
205054,0,,6,54604,1,19,Texture/UI_Btn_MonsterBook,1,MonsterBook
205055,0,,6,58234,1,19,Texture/UI_Btn_MonsterBook,1,MonsterBook
205056,0,,6,62024,1,19,Texture/UI_Btn_MonsterBook,1,MonsterBook
205057,0,,6,65976,1,19,Texture/UI_Btn_MonsterBook,1,MonsterBook
205058,0,,6,70094,1,19,Texture/UI_Btn_MonsterBook,1,MonsterBook
205059,0,,6,74386,1,19,Texture/UI_Btn_MonsterBook,1,MonsterBook
205060,0,,6,78852,1,19,Texture/UI_Btn_MonsterBook,1,MonsterBook
205061,0,,6,83496,1,19,Texture/UI_Btn_MonsterBook,1,MonsterBook
205062,0,,6,88322,1,19,Texture/UI_Btn_MonsterBook,1,MonsterBook
205063,0,,6,93336,1,19,Texture/UI_Btn_MonsterBook,1,MonsterBook
205064,0,,6,98540,1,19,Texture/UI_Btn_MonsterBook,1,MonsterBook
205065,0,,6,103934,1,19,Texture/UI_Btn_MonsterBook,1,MonsterBook
205066,0,,6,109528,1,19,Texture/UI_Btn_MonsterBook,1,MonsterBook
205067,0,,6,115322,1,19,Texture/UI_Btn_MonsterBook,1,MonsterBook
205068,0,,6,121324,1,19,Texture/UI_Btn_MonsterBook,1,MonsterBook
205069,0,,6,127534,1,19,Texture/UI_Btn_MonsterBook,1,MonsterBook
205070,0,,6,133956,1,19,Texture/UI_Btn_MonsterBook,1,MonsterBook
205071,0,,6,140596,1,19,Texture/UI_Btn_MonsterBook,1,MonsterBook
205072,0,,6,147456,1,19,Texture/UI_Btn_MonsterBook,1,MonsterBook
205073,0,,6,154544,1,19,Texture/UI_Btn_MonsterBook,1,MonsterBook
205074,0,,6,161856,1,19,Texture/UI_Btn_MonsterBook,1,MonsterBook
205075,0,,6,169404,1,19,Texture/UI_Btn_MonsterBook,1,MonsterBook
205076,0,,6,177188,1,19,Texture/UI_Btn_MonsterBook,1,MonsterBook
205077,0,,6,185210,1,19,Texture/UI_Btn_MonsterBook,1,MonsterBook
205078,0,,6,193478,1,19,Texture/UI_Btn_MonsterBook,1,MonsterBook
205079,0,,6,201996,1,19,Texture/UI_Btn_MonsterBook,1,MonsterBook
205080,0,,6,210766,1,19,Texture/UI_Btn_MonsterBook,1,MonsterBook
205081,0,,6,219792,1,19,Texture/UI_Btn_MonsterBook,1,MonsterBook
205082,0,,6,229078,1,19,Texture/UI_Btn_MonsterBook,1,MonsterBook
205083,0,,6,238630,1,19,Texture/UI_Btn_MonsterBook,1,MonsterBook
