Level,ContentsType,RewardType1,RewardCount1,RewardCount2
135,0,1,700,1000
136,0,5,31990,45700
136,0,1,700,1000
137,0,5,32060,45800
137,0,1,700,1000
138,0,5,32130,45900
138,0,1,700,1000
139,0,5,32200,46000
139,0,1,700,1000
140,0,5,32200,46000
140,0,1,700,1000
141,0,5,32270,46100
141,0,1,700,1000
142,0,5,32270,46100
142,0,1,700,1000
143,0,5,32340,46200
143,0,1,700,1000
144,0,5,32340,46200
144,0,1,700,1000
145,0,5,32340,46200
145,0,1,700,1000
146,0,5,32340,46200
146,0,1,700,1000
147,0,5,32410,46300
147,0,1,700,1000
148,0,5,32410,46300
148,0,1,700,1000
149,0,5,32410,46300
149,0,1,700,1000
150,0,5,32410,46300
150,0,1,700,1000
151,0,5,32410,46300
151,0,1,700,1000
152,0,5,32410,46300
152,0,1,700,1000
153,0,5,32410,46300
153,0,1,700,1000
154,0,5,32410,46300
154,0,1,700,1000
155,0,5,32410,46300
155,0,1,700,1000
156,0,5,32410,46300
156,0,1,700,1000
157,0,5,32410,46300
157,0,1,700,1000
158,0,5,32410,46300
158,0,1,700,1000
159,0,5,32410,46300
159,0,1,700,1000
160,0,5,32410,46300
160,0,1,700,1000
161,0,5,32410,46300
161,0,1,700,1000
162,0,5,32410,46300
162,0,1,700,1000
163,0,5,32410,46300
163,0,1,700,1000
164,0,5,32410,46300
164,0,1,700,1000
165,0,5,32410,46300
165,0,1,700,1000
166,0,5,32410,46300
166,0,1,700,1000
167,0,5,32410,46300
167,0,1,700,1000
168,0,5,32410,46300
168,0,1,700,1000
169,0,5,32410,46300
169,0,1,700,1000
170,0,5,32410,46300
170,0,1,700,1000
171,0,5,32410,46300
171,0,1,700,1000
172,0,5,32410,46300
172,0,1,700,1000
173,0,5,32480,46400
173,0,1,700,1000
174,0,5,32480,46400
174,0,1,700,1000
175,0,5,32480,46400
175,0,1,700,1000
176,0,5,32480,46400
176,0,1,700,1000
177,0,5,32550,46500
177,0,1,700,1000
178,0,5,32550,46500
178,0,1,700,1000
179,0,5,32620,46600
179,0,1,700,1000
180,0,5,32620,46600
180,0,1,700,1000
181,0,5,32690,46700
181,0,1,700,1000
182,0,5,32690,46700
182,0,1,700,1000
183,0,5,32760,46800
183,0,1,700,1000
184,0,5,32830,46900
184,0,1,700,1000
185,0,5,32900,47000
185,0,1,700,1000
186,0,5,32970,47100
186,0,1,700,1000
187,0,5,33040,47200
187,0,1,700,1000
188,0,5,33110,47300
188,0,1,700,1000
189,0,5,33250,47500
189,0,1,700,1000
190,0,5,33320,47600
190,0,1,700,1000
191,0,5,33460,47800
191,0,1,700,1000
192,0,5,33600,48000
192,0,1,700,1000
193,0,5,33740,48200
193,0,1,700,1000
194,0,5,33880,48400
194,0,1,700,1000
195,0,5,34020,48600
195,0,1,700,1000
196,0,5,34230,48900
196,0,1,700,1000
197,0,5,34440,49200
197,0,1,880,1250
198,0,5,34650,49500
198,0,1,880,1250
199,0,5,34860,49800
199,0,1,880,1250
200,0,5,35070,50100
200,0,1,880,1250
201,0,5,35350,50500
201,0,1,880,1250
202,0,5,35630,50900
202,0,1,880,1250
203,0,5,35910,51300
203,0,1,880,1250
204,0,5,36260,51800
204,0,1,880,1250
205,0,5,36610,52300
205,0,1,880,1250
206,0,5,36960,52800
206,0,1,880,1250
207,0,5,36960,52800
207,0,1,880,1250
208,0,5,36960,52800
208,0,1,880,1250
209,0,5,37030,52900
209,0,1,880,1250
210,0,5,37100,53000
210,0,1,880,1250
211,0,5,37170,53100
211,0,1,880,1250
212,0,5,37240,53200
212,0,1,880,1250
213,0,5,37310,53300
213,0,1,880,1250
214,0,5,37450,53500
214,0,1,880,1250
215,0,5,37590,53700
215,0,1,880,1250
216,0,5,37730,53900
216,0,1,880,1250
217,0,5,37870,54100
217,0,1,880,1250
218,0,5,38080,54400
218,0,1,880,1250
219,0,5,38290,54700
219,0,1,880,1250
220,0,5,38500,55000
220,0,1,880,1250
221,0,5,38710,55300
221,0,1,880,1250
222,0,5,38990,55700
222,0,1,880,1250
223,0,5,39270,56100
223,0,1,880,1250
224,0,5,39550,56500
224,0,1,880,1250
225,0,5,39830,56900
225,0,1,880,1250
226,0,5,40110,57300
226,0,1,880,1250
227,0,5,40460,57800
227,0,1,880,1250
228,0,5,40810,58300
228,0,1,880,1250
229,0,5,41160,58800
229,0,1,880,1250
230,0,5,41510,59300
230,0,1,880,1250
231,0,5,41930,59900
231,0,1,880,1250
232,0,5,42280,60400
232,0,1,880,1250
233,0,5,42700,61000
233,0,1,880,1250
234,0,5,43120,61600
234,0,1,880,1250
235,0,5,43470,62100
235,0,1,880,1250
236,0,5,43820,62600
236,0,1,880,1250
237,0,5,44030,62900
237,0,1,880,1250
238,0,5,44240,63200
238,0,1,880,1250
239,0,5,44380,63400
239,0,1,880,1250
240,0,5,44450,63500
240,0,1,880,1250
241,0,5,44450,63500
241,0,1,880,1250
242,0,5,45150,64500
242,0,1,880,1250
243,0,5,45780,65400
243,0,1,880,1250
244,0,5,46410,66300
244,0,1,880,1250
245,0,5,46970,67100
245,0,1,880,1250
246,0,5,47530,67900
246,0,1,880,1250
247,0,5,48090,68700
247,0,1,880,1250
248,0,5,48580,69400
248,0,1,880,1250
249,0,5,49070,70100
249,0,1,880,1250
250,0,5,49560,70800
250,0,1,880,1250
251,0,5,49980,71400
251,0,1,880,1250
252,0,5,50400,72000
252,0,1,880,1250
253,0,5,50820,72600
253,0,1,880,1250
254,0,5,51170,73100
254,0,1,880,1250
255,0,5,51590,73700
255,0,1,880,1250
256,0,5,51870,74100
256,0,1,880,1250
257,0,5,52220,74600
257,0,1,880,1250
258,0,5,52500,75000
258,0,1,880,1250
259,0,5,52780,75400
259,0,1,880,1250
260,0,5,53060,75800
260,0,1,880,1250
261,0,5,53340,76200
261,0,1,880,1250
262,0,5,53550,76500
262,0,1,880,1250
263,0,5,53830,76900
263,0,1,880,1250
264,0,5,54040,77200
264,0,1,880,1250
265,0,5,54250,77500
265,0,1,880,1250
266,0,5,54390,77700
266,0,1,880,1250
267,0,5,54600,78000
267,0,1,880,1250
268,0,5,54740,78200
268,0,1,880,1250
269,0,5,54880,78400
269,0,1,880,1250
270,0,5,55020,78600
270,0,1,880,1250
271,0,5,55160,78800
271,0,1,880,1250
272,0,5,55300,79000
272,0,1,880,1250
273,0,5,55440,79200
273,0,1,880,1250
274,0,5,55510,79300
274,0,1,880,1250
275,0,5,55580,79400
275,0,1,880,1250
276,0,5,55720,79600
276,0,1,880,1250
277,0,5,55790,79700
277,0,1,880,1250
278,0,5,55860,79800
278,0,1,880,1250
279,0,5,55930,79900
279,0,1,880,1250
280,0,5,56000,80000
280,0,1,880,1250
281,0,5,56070,80100
281,0,1,880,1250
282,0,5,56070,80100
282,0,1,880,1250
283,0,5,56140,80200
283,0,1,880,1250
284,0,5,56140,80200
284,0,1,880,1250
285,0,5,56210,80300
285,0,1,880,1250
286,0,5,56210,80300
286,0,1,880,1250
287,0,5,56280,80400
287,0,1,880,1250
288,0,5,56280,80400
288,0,1,880,1250
289,0,5,56350,80500
289,0,1,880,1250
290,0,5,56350,80500
290,0,1,880,1250
291,0,5,56350,80500
291,0,1,880,1250
292,0,5,56350,80500
292,0,1,880,1250
293,0,5,56350,80500
293,0,1,880,1250
294,0,5,56420,80600
294,0,1,880,1250
295,0,5,56420,80600
295,0,1,880,1250
296,0,5,56420,80600
296,0,1,880,1250
297,0,5,56420,80600
297,0,1,880,1250
298,0,5,56420,80600
298,0,1,880,1250
299,0,5,56420,80600
299,0,1,880,1250
300,0,5,56420,80600
300,0,1,880,1250
301,0,5,56420,80600
301,0,1,880,1250
302,0,5,56420,80600
302,0,1,880,1250
303,0,5,56420,80600
303,0,1,880,1250
304,0,5,56420,80600
304,0,1,880,1250
305,0,5,56420,80600
305,0,1,880,1250
306,0,5,56420,80600
306,0,1,880,1250
307,0,5,56420,80600
307,0,1,880,1250
308,0,5,56420,80600
308,0,1,880,1250
309,0,5,56420,80600
309,0,1,880,1250
310,0,5,56420,80600
310,0,1,880,1250
311,0,5,56420,80600
311,0,1,880,1250
312,0,5,56420,80600
312,0,1,880,1250
313,0,5,56420,80600
313,0,1,880,1250
314,0,5,56420,80600
314,0,1,880,1250
315,0,5,56420,80600
315,0,1,880,1250
316,0,5,56420,80600
316,0,1,880,1250
317,0,5,56420,80600
317,0,1,880,1250
318,0,5,56420,80600
318,0,1,880,1250
319,0,5,56420,80600
319,0,1,880,1250
320,0,5,56420,80600
320,0,1,880,1250
321,0,5,56420,80600
321,0,1,880,1250
322,0,5,56420,80600
322,0,1,880,1250
323,0,5,56420,80600
323,0,1,880,1250
324,0,5,56420,80600
324,0,1,880,1250
325,0,5,56420,80600
325,0,1,880,1250
326,0,5,56420,80600
326,0,1,880,1250
327,0,5,56420,80600
327,0,1,880,1250
328,0,5,56420,80600
328,0,1,880,1250
329,0,5,56420,80600
329,0,1,880,1250
330,0,5,56490,80700
330,0,1,880,1250
331,0,5,56490,80700
331,0,1,880,1250
332,0,5,56490,80700
332,0,1,880,1250
333,0,5,56490,80700
333,0,1,880,1250
334,0,5,56490,80700
334,0,1,880,1250
335,0,5,56490,80700
335,0,1,880,1250
336,0,5,56490,80700
336,0,1,880,1250
337,0,5,56490,80700
337,0,1,880,1250
338,0,5,56560,80800
338,0,1,880,1250
339,0,5,56560,80800
339,0,1,880,1250
340,0,5,56560,80800
340,0,1,880,1250
341,0,5,56560,80800
341,0,1,880,1250
342,0,5,56630,80900
342,0,1,880,1250
343,0,5,56630,80900
343,0,1,880,1250
344,0,5,56630,80900
344,0,1,880,1250
345,0,5,56700,81000
345,0,1,880,1250
346,0,5,56700,81000
346,0,1,880,1250
347,0,5,56770,81100
347,0,1,880,1250
348,0,5,56770,81100
348,0,1,880,1250
349,0,5,56840,81200
349,0,1,880,1250
350,0,5,56910,81300
350,0,1,880,1250
351,0,5,56910,81300
351,0,1,880,1250
352,0,5,56980,81400
352,0,1,880,1250
353,0,5,57050,81500
353,0,1,880,1250
354,0,5,57120,81600
354,0,1,880,1250
355,0,5,57190,81700
355,0,1,880,1250
356,0,5,57190,81700
356,0,1,880,1250
357,0,5,57330,81900
357,0,1,880,1250
358,0,5,57400,82000
358,0,1,880,1250
359,0,5,57470,82100
359,0,1,880,1250
360,0,5,57540,82200
360,0,1,880,1250
361,0,5,57610,82300
361,0,1,880,1250
362,0,5,57750,82500
362,0,1,880,1250
363,0,5,57820,82600
363,0,1,880,1250
364,0,5,57960,82800
364,0,1,880,1250
365,0,5,58100,83000
365,0,1,880,1250
366,0,5,58170,83100
366,0,1,880,1250
367,0,5,58310,83300
367,0,1,880,1250
368,0,5,58450,83500
368,0,1,880,1250
369,0,5,58590,83700
369,0,1,880,1250
370,0,5,58730,83900
370,0,1,880,1250
371,0,5,58940,84200
371,0,1,880,1250
372,0,5,59080,84400
372,0,1,880,1250
373,0,5,59290,84700
373,0,1,880,1250
374,0,5,59430,84900
374,0,1,880,1250
375,0,5,59640,85200
375,0,1,880,1250
376,0,5,59850,85500
376,0,1,880,1250
377,0,5,60060,85800
377,0,1,880,1250
378,0,5,60270,86100
378,0,1,880,1250
379,0,5,60550,86500
379,0,1,880,1250
380,0,5,60760,86800
380,0,1,880,1250
381,0,5,61040,87200
381,0,1,880,1250
382,0,5,61250,87500
382,0,1,880,1250
383,0,5,61530,87900
383,0,1,880,1250
384,0,5,61880,88400
384,0,1,880,1250
385,0,5,62160,88800
385,0,1,880,1250
386,0,5,62440,89200
386,0,1,880,1250
387,0,5,62790,89700
387,0,1,880,1250
388,0,5,63140,90200
388,0,1,880,1250
389,0,5,63490,90700
389,0,1,880,1250
390,0,5,63840,91200
390,0,1,880,1250
391,0,5,64260,91800
391,0,1,880,1250
392,0,5,64610,92300
392,0,1,880,1250
393,0,5,65030,92900
393,0,1,880,1250
394,0,5,65450,93500
394,0,1,880,1250
395,0,5,65940,94200
395,0,1,880,1250
396,0,5,66360,94800
396,0,1,880,1250
397,0,5,66850,95500
397,0,1,880,1250
398,0,5,67340,96200
398,0,1,880,1250
399,0,5,67830,96900
399,0,1,880,1250
400,0,5,68390,97700
400,0,1,880,1250
401,0,5,68880,98400
401,0,1,880,1250
402,0,5,69440,99200
402,0,1,880,1250
403,0,5,70070,100100
403,0,1,880,1250
404,0,5,70630,100900
404,0,1,880,1250
405,0,5,71260,101800
405,0,1,880,1250
406,0,5,71890,102700
406,0,1,880,1250
407,0,5,72590,103700
407,0,1,880,1250
408,0,5,73220,104600
408,0,1,880,1250
409,0,5,73920,105600
409,0,1,880,1250
410,0,5,74690,106700
410,0,1,880,1250
411,0,5,75390,107700
411,0,1,880,1250
412,0,5,76160,108800
412,0,1,880,1250
413,0,5,76930,109900
413,0,1,880,1250
414,0,5,77770,111100
414,0,1,880,1250
415,0,5,78610,112300
415,0,1,880,1250
416,0,5,79450,113500
416,0,1,880,1250
417,0,5,80360,114800
417,0,1,880,1250
418,0,5,81270,116100
418,0,1,880,1250
419,0,5,82250,117500
419,0,1,880,1250
420,0,5,83160,118800
420,0,1,880,1250
421,0,5,84140,120200
421,0,1,880,1250
422,0,5,85190,121700
422,0,1,880,1250
1,1,5,480,690
1,1,1,700,1000
2,1,5,620,880
2,1,1,700,1000
3,1,5,690,980
3,1,1,700,1000
4,1,5,760,1080
4,1,1,700,1000
5,1,5,960,1370
5,1,1,700,1000
6,1,5,1170,1670
6,1,1,700,1000
7,1,5,1580,2250
7,1,1,700,1000
8,1,5,2200,3140
8,1,1,700,1000
9,1,5,2950,4210
9,1,1,700,1000
10,1,5,4120,5880
10,1,1,700,1000
11,1,5,5880,8400
11,1,1,700,1000
12,1,5,7350,10500
12,1,1,700,1000
13,1,5,1750,2500
13,1,1,700,1000
14,1,5,1960,2800
14,1,1,700,1000
15,1,5,2380,3400
15,1,1,700,1000
16,1,5,2940,4200
16,1,1,700,1000
17,1,5,3570,5100
17,1,1,700,1000
18,1,5,4270,6100
18,1,1,700,1000
19,1,5,5040,7200
19,1,1,700,1000
20,1,5,5810,8300
20,1,1,700,1000
21,1,5,6580,9400
21,1,1,700,1000
22,1,5,7350,10500
22,1,1,700,1000
23,1,5,8050,11500
23,1,1,700,1000
24,1,5,8680,12400
24,1,1,700,1000
25,1,5,9170,13100
25,1,1,700,1000
26,1,5,9240,13200
26,1,1,700,1000
27,1,5,9170,13100
27,1,1,700,1000
28,1,5,8680,12400
28,1,1,700,1000
29,1,5,10150,14500
29,1,1,700,1000
30,1,5,11900,17000
30,1,1,700,1000
31,1,5,12180,17400
31,1,1,700,1000
32,1,5,13020,18600
32,1,1,700,1000
33,1,5,13580,19400
33,1,1,700,1000
34,1,5,13790,19700
34,1,1,700,1000
35,1,5,13860,19800
35,1,1,1050,1500
36,1,5,14630,20900
36,1,1,1050,1500
37,1,5,15330,21900
37,1,1,1050,1500
38,1,5,15400,22000
38,1,1,1050,1500
39,1,5,15960,22800
39,1,1,1050,1500
40,1,5,16380,23400
40,1,1,1050,1500
41,1,5,16800,24000
41,1,1,1050,1500
42,1,5,17150,24500
42,1,1,1050,1500
43,1,5,17430,24900
43,1,1,1050,1500
44,1,5,17430,24900
44,1,1,1050,1500
45,1,5,17640,25200
45,1,1,1050,1500
46,1,5,17780,25400
46,1,1,1050,1500
47,1,5,17780,25400
47,1,1,1050,1500
48,1,5,17920,25600
48,1,1,1050,1500
49,1,5,17990,25700
49,1,1,1050,1500
50,1,5,18060,25800
50,1,1,1050,1500
51,1,5,18130,25900
51,1,1,1050,1500
52,1,5,18130,25900
52,1,1,1050,1500
53,1,5,18200,26000
53,1,1,1050,1500
54,1,5,18200,26000
54,1,1,1050,1500
55,1,5,18200,26000
55,1,1,1050,1500
56,1,5,18200,26000
56,1,1,1050,1500
57,1,5,18200,26000
57,1,1,1050,1500
58,1,5,18200,26000
58,1,1,1050,1500
59,1,5,18200,26000
59,1,1,1050,1500
60,1,5,18270,26100
60,1,1,1050,1500
61,1,5,18270,26100
61,1,1,1050,1500
62,1,5,18270,26100
62,1,1,1050,1500
63,1,5,18270,26100
63,1,1,1050,1500
64,1,5,18270,26100
64,1,1,1050,1500
65,1,5,18270,26100
65,1,1,1050,1500
66,1,5,18270,26100
66,1,1,1050,1500
67,1,5,18270,26100
67,1,1,1050,1500
68,1,5,18270,26100
68,1,1,1050,1500
69,1,5,18270,26100
69,1,1,1050,1500
70,1,5,18270,26100
70,1,1,1050,1500
71,1,5,18270,26100
71,1,1,1050,1500
72,1,5,18270,26100
72,1,1,1050,1500
73,1,5,18340,26200
73,1,1,1050,1500
74,1,5,18340,26200
74,1,1,1050,1500
75,1,5,18410,26300
75,1,1,1050,1500
76,1,5,18410,26300
76,1,1,1050,1500
77,1,5,18480,26400
77,1,1,1050,1500
78,1,5,18550,26500
78,1,1,1050,1500
79,1,5,18690,26700
79,1,1,1050,1500
80,1,5,18760,26800
80,1,1,1050,1500
81,1,5,18900,27000
81,1,1,1050,1500
82,1,5,18900,27000
82,1,1,1050,1500
83,1,5,18900,27000
83,1,1,1050,1500
84,1,5,18970,27100
84,1,1,1050,1500
85,1,5,19040,27200
85,1,1,1050,1500
86,1,5,19180,27400
86,1,1,1050,1500
87,1,5,19250,27500
87,1,1,1050,1500
88,1,5,19390,27700
88,1,1,1050,1500
89,1,5,19600,28000
89,1,1,1050,1500
90,1,5,19810,28300
90,1,1,1050,1500
91,1,5,20020,28600
91,1,1,1050,1500
92,1,5,20300,29000
92,1,1,1050,1500
93,1,5,20650,29500
93,1,1,1050,1500
94,1,5,21000,30000
94,1,1,1400,2000
95,1,5,21420,30600
95,1,1,1400,2000
96,1,5,21840,31200
96,1,1,1400,2000
97,1,5,22330,31900
97,1,1,1400,2000
98,1,5,22820,32600
98,1,1,1400,2000
99,1,5,23450,33500
99,1,1,1400,2000
100,1,5,24080,34400
100,1,1,1400,2000
101,1,5,24710,35300
101,1,1,1400,2000
102,1,5,25480,36400
102,1,1,1400,2000
103,1,5,26250,37500
103,1,1,1400,2000
104,1,5,27090,38700
104,1,1,1400,2000
105,1,5,28000,40000
105,1,1,1400,2000
106,1,5,28910,41300
106,1,1,1400,2000
107,1,5,29960,42800
107,1,1,1400,2000
108,1,5,31080,44400
108,1,1,1400,2000
109,1,5,32200,46000
109,1,1,1400,2000
110,1,5,33320,47600
110,1,1,1400,2000
111,1,5,34300,49000
111,1,1,1400,2000
112,1,5,35210,50300
112,1,1,1400,2000
113,1,5,36050,51500
113,1,1,1400,2000
114,1,5,36750,52500
114,1,1,1400,2000
115,1,5,37380,53400
115,1,1,1400,2000
116,1,5,37940,54200
116,1,1,1400,2000
117,1,5,38360,54800
117,1,1,1400,2000
118,1,5,38780,55400
118,1,1,1400,2000
119,1,5,39130,55900
119,1,1,1400,2000
120,1,5,39340,56200
120,1,1,1400,2000
121,1,5,39550,56500
121,1,1,1400,2000
122,1,5,39690,56700
122,1,1,1400,2000
123,1,5,39760,56800
123,1,1,1400,2000
124,1,5,39830,56900
124,1,1,1400,2000
125,1,5,40180,57400
125,1,1,1400,2000
126,1,5,40530,57900
126,1,1,1400,2000
127,1,5,40880,58400
127,1,1,1400,2000
128,1,5,41160,58800
128,1,1,1400,2000
129,1,5,41440,59200
129,1,1,1400,2000
130,1,5,41650,59500
130,1,1,1400,2000
131,1,5,41860,59800
131,1,1,1400,2000
132,1,5,42070,60100
132,1,1,1400,2000
133,1,5,42280,60400
133,1,1,1400,2000
134,1,5,42420,60600
134,1,1,1400,2000
135,1,5,42560,60800
135,1,1,1400,2000
136,1,5,42630,60900
136,1,1,1400,2000
137,1,5,42770,61100
137,1,1,1400,2000
138,1,5,42840,61200
138,1,1,1400,2000
139,1,5,42910,61300
139,1,1,1400,2000
140,1,5,42980,61400
140,1,1,1400,2000
141,1,5,43050,61500
141,1,1,1400,2000
142,1,5,43050,61500
142,1,1,1400,2000
143,1,5,43120,61600
143,1,1,1400,2000
144,1,5,43120,61600
144,1,1,1400,2000
145,1,5,43120,61600
145,1,1,1400,2000
146,1,5,43190,61700
146,1,1,1400,2000
147,1,5,43190,61700
147,1,1,1400,2000
148,1,5,43190,61700
148,1,1,1400,2000
149,1,5,43190,61700
149,1,1,1400,2000
150,1,5,43190,61700
150,1,1,1400,2000
151,1,5,43190,61700
151,1,1,1400,2000
152,1,5,43190,61700
152,1,1,1400,2000
153,1,5,43190,61700
153,1,1,1400,2000
154,1,5,43190,61700
154,1,1,1400,2000
155,1,5,43190,61700
155,1,1,1400,2000
156,1,5,43190,61700
156,1,1,1400,2000
157,1,5,43190,61700
157,1,1,1400,2000
158,1,5,43190,61700
158,1,1,1400,2000
159,1,5,43190,61700
159,1,1,1400,2000
160,1,5,43190,61700
160,1,1,1400,2000
161,1,5,43190,61700
161,1,1,1400,2000
162,1,5,43190,61700
162,1,1,1400,2000
163,1,5,43190,61700
163,1,1,1400,2000
164,1,5,43190,61700
164,1,1,1400,2000
165,1,5,43190,61700
165,1,1,1400,2000
166,1,5,43190,61700
166,1,1,1400,2000
167,1,5,43190,61700
167,1,1,1400,2000
168,1,5,43190,61700
168,1,1,1400,2000
169,1,5,43260,61800
169,1,1,1400,2000
170,1,5,43260,61800
170,1,1,1400,2000
171,1,5,43260,61800
171,1,1,1400,2000
172,1,5,43260,61800
172,1,1,1400,2000
173,1,5,43260,61800
173,1,1,1400,2000
174,1,5,43260,61800
174,1,1,1400,2000
175,1,5,43330,61900
175,1,1,1400,2000
176,1,5,43330,61900
176,1,1,1400,2000
177,1,5,43400,62000
177,1,1,1400,2000
178,1,5,43400,62000
178,1,1,1400,2000
179,1,5,43470,62100
179,1,1,1400,2000
180,1,5,43470,62100
180,1,1,1400,2000
181,1,5,43540,62200
181,1,1,1400,2000
182,1,5,43610,62300
182,1,1,1400,2000
183,1,5,43680,62400
