TutorialId,Step,Id,ProcessRequest,SystemMessagePosition,NpcPortrait,TaskType,UIType,SkillActivateType,TaskParam,TaskTargetPosX,TaskTargetPosY,BPName,WidgetName,ControlName,ControlIndexType,ControlIndex,MoviePath,Sound,SkipFadeOutKeep,LogIndex,CloseAllUi
13,11,13011,0,1,Student_01_02,0,4,,,,,BP_DailyDungeonUI,,ButtonFreeChallenge,4,,,,0,,0
13,12,13012,0,3,,16,4,,WorldMove,,,,,,4,,,,0,,0
13,13,13013,0,3,,16,4,,2000,,,,,,4,,,,0,,0
13,14,13014,1,3,,16,4,,1,,,,,,4,,,,0,,0
13,15,13015,0,1,Student_01_02,0,4,,,,,BP_GameUI,ChatUiNew,ButtonAuto,4,,,,0,,0
13,16,13016,1,3,,16,4,,1,,,,,,4,,,,0,,0
13,17,13017,0,3,,11,4,,,,,,,,4,,,,0,,0
13,18,13018,0,3,,16,4,,12000,,,,,,4,,,,0,,0
13,19,13019,0,3,Student_01_02,24,4,,,,,,,,4,,,,0,,0
13,20,13020,0,0,Student_01_02,0,4,,WorldMove,,,BP_DailyDungeonResultUI,CanvasPanelRight,ButtonClose,4,,,,0,,0
13,21,13021,1,3,,16,4,,500,,,,,,4,,,,0,,0
13,22,13022,0,3,,11,4,,,,,,,,4,,,,0,,0
13,23,13023,0,3,,16,4,,2000,,,,,,4,,,,0,,0
13,24,13024,0,3,Student_01_02,24,4,,,,,,,,4,,,,0,,0
13,25,13025,0,1,Student_01_02,0,4,,,,,BP_ReviveScene,,ButtonExit,4,,,,0,,0
13,26,13026,1,3,,16,4,,500,,,,,,4,,,,0,,0
14,1,14001,0,1,TemplePriest_01,0,4,,,,,BP_GameUI,MainToolbar,ButtonMainMenu,4,,,Tutorial_Dialogue_14_1,0,,0
14,2,14002,0,1,TemplePriest_01,0,4,,,,,BP_MainMenuUI,,CheckBoxChallenge,4,,,,0,,0
14,3,14003,0,1,TemplePriest_01,0,4,,,,,BP_MainMenuUI,,ButtonAchievement,4,,,,0,,0
14,4,14004,0,3,TemplePriest_01,24,4,,,,,,,,4,,,,0,,0
14,5,14005,0,3,TemplePriest_01,24,4,,,,,,,,4,,,,0,,0
14,6,14006,0,1,TemplePriest_01,0,4,,,,,BP_AchievementUI,TableViewAchievementList,ButtonReward,4,0,,,0,,0
14,7,14007,0,3,,16,4,,2000,,,,,,4,,,,0,,0
14,8,14008,0,3,TemplePriest_01,24,4,,,,,,,,4,,,,0,,0
14,9,14009,0,1,TemplePriest_01,0,4,,,,,BP_AchievementUI,,ButtonHeroicGrade,4,,,,0,,0
14,10,14010,0,1,TemplePriest_01,0,4,,1000000,,,BP_AchievementGradePopup,,TileViewHeroicLevelInfo,4,0,,,0,,0
14,11,14011,0,1,TemplePriest_01,0,4,,1000000,,,BP_AchievementGradePopup,,TileViewHeroicLevelInfo,4,1,,,0,,0
14,12,14012,0,3,TemplePriest_01,24,4,,,,,,,,4,,,,0,,0
14,13,14013,1,3,,19,4,,,,,,,,4,,,,0,,0
15,1,15001,0,2,ItemMerchant_01_02,0,4,,,,,BP_GameUI,MainToolbar,ButtonShop,4,,,Tutorial_Dialogue_15_1,0,,0
15,2,15002,0,3,,24,5,,,,,BP_ShopUI,,TileViewTabListNew,4,1,,,0,,0
15,3,15003,0,2,ItemMerchant_01_02,0,4,,,,,BP_ShopUI,,TileViewShopItemList,3,5002,,,0,,0
15,4,15004,0,2,ItemMerchant_01_02,0,4,,,,,BP_MatineeScene,,ButtonCard,4,,,,0,,0
15,5,15005,0,3,,16,4,,2000,,,,,,4,,,,0,,0
15,6,15006,0,0,ItemMerchant_01_02,0,4,,,,,BP_MatineeScene,,ButtonOK,4,,,,0,,0
15,7,15007,0,3,ItemMerchant_01_02,24,4,,,,,,,,4,,,,0,,1
15,8,15008,0,3,ItemMerchant_01_02,24,4,,,,,,,,4,,,,0,,0
15,9,15009,1,3,,16,4,,500,,,,,,4,,,,0,,0
16,1,16001,0,3,WarehouseKeeper_01_02,24,4,,,,,,,,4,,,Tutorial_Dialogue_16_1,0,,0
16,2,16002,1,3,WarehouseKeeper_01_02,24,4,,,,,,,,4,,,,0,,0
16,3,16003,0,1,WarehouseKeeper_01_02,0,4,,,,,BP_GameUI,MainToolbar,ButtonInventory,4,,,,0,,0
16,4,16004,0,1,WarehouseKeeper_01_02,0,4,,,,,BP_CharacterInfoBaseUI,CanvasPanelRight,CheckBoxArmor,4,,,,0,,0
16,5,16005,0,2,WarehouseKeeper_01_02,0,4,,,,,BP_CharacterInfoBaseUI,CanvasPanelRight,TileViewItemList,1,,,,0,,0
16,6,16006,0,1,WarehouseKeeper_01_02,0,4,,,,,BP_CharacterInfoBaseUI,CanvasPanelRight,ButtonEquipmentEnhancement,4,,,,0,,0
16,7,16007,0,3,WarehouseKeeper_01_02,24,4,,,,,,,,4,,,,0,,0
16,8,16008,0,1,WarehouseKeeper_01_02,0,4,,,,,BP_EquipmentEnhancementMenuUI,,ButtonLevelUp,4,,,,0,,0
16,9,16009,0,3,WarehouseKeeper_01_02,24,4,,,,,,,,4,,,,0,,0
16,10,16010,1,3,WarehouseKeeper_01_02,24,4,,,,,,,,4,,,,0,,0
16,11,16011,0,2,WarehouseKeeper_01_02,3,4,,,,,BP_CharacterInfoBaseUI,CanvasPanelRight,TileViewItemList,1,,,,0,,0
16,12,16012,1,1,WarehouseKeeper_01_02,0,4,,,,,BP_EquipmentEnhancementUI,CanvasPanelLevelUp,ButtonLevelUp,4,,,,0,,0
16,13,16013,0,1,WarehouseKeeper_01_02,3,4,,,,,BP_PopupMessageBoxUI,,ButtonOK,4,,,,0,,0
16,14,16014,0,3,,16,4,,5000,,,,,,4,,,,0,,0
16,15,16015,0,1,WarehouseKeeper_01_02,0,4,,,,,BP_EquipmentLevelUpResultUI,,ButtonOK,4,,,,0,,0
16,16,16016,0,1,WarehouseKeeper_01_02,0,4,,,,,BP_CharacterInfoBaseUI,AssetsUI,ButtonBack,4,,,,0,,0
16,17,16017,0,1,WarehouseKeeper_01_02,0,4,,,,,BP_CharacterInfoBaseUI,CanvasPanelRight,ButtonAutoEquip,4,,,,0,,0
16,18,16018,0,3,,16,4,,2000,,,,,,4,,,,0,,0
16,19,16019,0,3,WarehouseKeeper_01_02,24,4,,,,,,,,4,,,,0,,0
16,20,16020,0,3,WarehouseKeeper_01_02,24,4,,,,,,,,4,,,,0,,0
16,21,16021,1,3,,19,4,,,,,,,,4,,,,0,,0
17,1,17001,0,1,Officer,0,4,,,,,BP_GameUI,MainToolbar,ButtonMainMenu,4,,,Tutorial_Dialogue_17_1,0,,0
17,2,17002,1,1,Officer,0,4,,,,,BP_MainMenuUI,,CheckBoxCharacter,4,,,,0,,0
17,3,17003,0,1,Officer,0,4,,,,,BP_MainMenuUI,,ButtonSkill,4,,,,0,,0
17,4,17004,0,3,Officer,24,4,,,,,,,,4,,,,0,,0
17,5,17005,0,1,Officer,0,4,,1000000,,,BP_SkillUI,AssetsUI,CavasPanelSP,4,,,,0,,0
17,6,17006,0,3,Officer,24,4,,,,,,,,4,,,,0,,0
17,7,17007,0,3,Officer,24,4,,,,,,,,4,,,,0,,0
17,8,17008,0,1,Officer,0,4,,,,,BP_SkillUI,TableViewSkillList,CanvasPanelSkillIcon,4,0,,,0,,0
17,9,17009,0,1,Officer,0,4,,,,,BP_SkillUI,TableViewSkillList,ButtonLevelUp,4,0,,,0,,0
17,10,17010,0,3,Officer,24,4,,,,,,,,4,,,,0,,0
17,11,17011,0,3,Officer,24,4,,,,,,,,4,,,,0,,0
17,12,17012,0,3,Officer,24,4,,,,,,,,4,,,,0,,0
17,13,17013,0,1,Officer,0,4,,,,,BP_SkillUI,,CheckBoxGroup2,4,,,,0,,0
17,14,17014,0,3,Officer,24,4,,,,,,,,4,,,,0,,0
17,15,17015,0,1,Officer,0,4,,,,,BP_SkillUI,TableViewSkillList,CanvasPanelSkillIcon,4,1,,,0,,0
17,16,17016,0,1,Officer,0,4,,,,,BP_SkillUI,TableViewSkillList,ButtonLevelUp,4,1,,,0,,0
17,17,17017,0,3,Officer,24,4,,,,,,,,4,,,,0,,0
17,18,17018,1,3,,19,4,,,,,,,,4,,,,0,,0
18,1,18001,0,1,ArmorMerchant_01,0,4,,,,,BP_GameUI,MainToolbar,ButtonMainMenu,4,,,Tutorial_Dialogue_18_1,0,,0
18,2,18002,0,1,ArmorMerchant_01,0,4,,,,,BP_MainMenuUI,,ButtonBattlefield,4,,,,0,,0
18,3,18003,0,1,ArmorMerchant_01,0,4,,,,,BP_SelectBattleUINew,,TileViewBattlefieldList,4,,,,0,,0
18,4,18004,0,3,ArmorMerchant_01,24,4,,,,,,,,4,,,,0,,0
18,5,18005,0,3,ArmorMerchant_01,24,4,,,,,,,,4,,,,0,,0
18,6,18006,0,3,ArmorMerchant_01,24,4,,,,,,,,4,,,,0,,0
18,7,18007,0,0,ArmorMerchant_01,0,4,,,,,BP_PVPUI,,ButtonHonorInfo,4,,,,0,,0
18,8,18008,0,3,ArmorMerchant_01,24,4,,,,,,,,4,,,,0,,0
18,9,18009,0,3,ArmorMerchant_01,24,4,,,,,,,,4,,,,0,,0
18,10,18010,0,0,ArmorMerchant_01,0,4,,1000000,,,BP_PvPHonorRankPopup,,TileViewPvPHonorRank,4,0,,,0,,0
18,11,18011,0,0,ArmorMerchant_01,0,4,,1000000,,,BP_PvPHonorRankPopup,,TileViewPvPHonorRank,4,1,,,0,,0
18,12,18012,0,0,ArmorMerchant_01,0,4,,1000000,,,BP_PvPHonorRankPopup,TileViewPvPHonorRank,CanvasPanelStat,4,1,,,0,,0
18,13,18013,1,3,ArmorMerchant_01,24,4,,,,,,,,4,,,,0,,0
18,14,18014,0,0,ArmorMerchant_01,0,4,,,,,BP_PvPHonorRankPopup,,ButtonClose,4,,,,0,,0
18,15,18015,0,0,ArmorMerchant_01,0,4,,,,,BP_PVPUI,PVPTargetTemplate4,ButtonBattleStart,4,,,,0,,0
18,16,18016,0,3,,11,0,,,,,,,,4,,,,0,,0
18,17,18017,0,3,,16,4,,5000,,,,,,4,,,,0,,0
18,18,18018,0,0,ArmorMerchant_01,0,4,,,,,BP_PVPResultUI,,ButtonGoMain,4,,,,0,,0
18,19,18019,1,3,,16,4,,500,,,,,,4,,,,0,,0
18,20,18020,0,3,,11,4,,,,,,,,4,,,,0,,0
18,21,18021,0,3,,16,4,,5000,,,,,,4,,,,0,,0
18,22,18022,0,0,ArmorMerchant_01,0,4,,,,,BP_PVPResultUI,,ButtonGoMain,4,,,,0,,0
18,23,18023,1,3,,16,4,,500,,,,,,4,,,,0,,0
19,1,19001,0,1,Noble_02,0,4,,,,,BP_GameUI,MainToolbar,ButtonMainMenu,4,,,Tutorial_Dialogue_19_1,0,,0
19,2,19002,0,1,Noble_02,0,4,,,,,BP_MainMenuUI,,CheckBoxItem,4,,,,0,,0
19,3,19003,0,1,Noble_02,0,4,,,,,BP_MainMenuUI,,ButtonSmithy,4,,,,0,,0
19,4,19004,0,1,Noble_02,0,4,,,,,BP_EquipmentEnhancementUI,,CheckBoxComposition,4,,,,0,,0
19,5,19005,0,3,Noble_02,24,4,,,,,,,,4,,,,0,,0
19,6,19006,0,3,Noble_02,24,4,,,,,,,,4,,,,0,,0
19,7,19007,0,1,Noble_02,0,4,,1000000,,,BP_EquipmentEnhancementUI,,CanvasPanelCompositionTargetGuide,4,,,,0,,0
19,8,19008,0,1,Noble_02,0,4,,,,,BP_CharacterInfoBaseUI,CanvasPanelRight,CheckBoxArmor,4,,,,0,,0
19,9,19009,1,3,,16,4,,1,,,,,,4,,,,0,,0
19,10,19010,0,2,Noble_02,3,4,,,,,BP_CharacterInfoBaseUI,CanvasPanelRight,TileViewItemList,1,,,,0,,0
19,11,19011,0,3,Noble_02,24,4,,,,,,,,4,,,,0,,0
19,12,19012,1,3,,16,4,,1,,,,,,4,,,,0,,0
19,13,19013,1,2,Noble_02,3,4,,,,,BP_CharacterInfoBaseUI,CanvasPanelRight,TileViewItemList,1,,,,0,,0
19,14,19014,0,0,Noble_02,0,4,,,,,BP_EquipmentEnhancementUI,,ButtonComposition,4,,,,0,,0
19,15,19015,0,0,Noble_02,0,4,,,,,BP_PopupMessageBoxUI,,ButtonOK,4,,,,0,,0
19,16,19016,0,3,,16,4,,7000,,,,,,4,,,,0,,0
19,17,19017,0,3,Noble_02,24,4,,,,,,,,4,,,,0,,0
19,18,19018,0,3,Noble_02,24,4,,,,,,,,4,,,,0,,0
19,19,19019,1,3,,16,4,,500,,,,,,4,,,,0,,0
20,1,20001,0,1,Officer_02,0,4,,,,,BP_GameUI,MainToolbar,ButtonMainMenu,4,,,Tutorial_Dialogue_20_1,0,,0
20,2,20002,0,1,Officer_02,0,4,,,,,BP_MainMenuUI,,CheckBoxGuild,4,,,,0,,0
20,3,20003,0,1,Officer_02,0,4,,,,,BP_MainMenuUI,,ButtonGuildMain,4,,,,0,,0
20,4,20004,0,3,Officer_02,24,4,,,,,,,,4,,,,0,,0
20,5,20005,0,3,Officer_02,24,4,,,,,,,,4,,,,0,,0
20,6,20006,0,3,Officer_02,24,4,,,,,,,,4,,,,0,,0
20,7,20007,0,3,Officer_02,24,4,,,,,,,,4,,,,0,,0
20,8,20008,0,3,Officer_02,24,4,,,,,,,,4,,,,0,,0
20,9,20009,0,3,Officer_02,24,4,,,,,,,,4,,,,0,,0
20,10,20010,0,3,Officer_02,24,4,,,,,,,,4,,,,0,,0
20,11,20011,0,0,Officer_02,0,4,,,,,BP_GuildEntranceUI,,ButtonGuildJoin,4,,,,0,,0
20,12,20012,0,3,Officer_02,24,4,,,,,,,,4,,,,0,,0
20,13,20013,0,3,Officer_02,24,4,,,,,,,,4,,,,0,,0
20,14,20014,0,3,Officer_02,24,4,,,,,,,,4,,,,0,,0
20,15,20015,0,3,Officer_02,24,4,,,,,,,,4,,,,0,,0
20,16,20016,1,3,,16,4,,500,,,,,,4,,,,0,,0
21,1,21001,0,3,HardinsFollower,24,4,,,,,,,,4,,,Tutorial_Dialogue_21_1,0,,0
21,2,21002,0,1,HardinsFollower,0,4,,,,,BP_GameUI,MainToolbar,ButtonMainMenu,4,,,,0,,0
21,3,21003,0,1,HardinsFollower,0,4,,,,,BP_MainMenuUI,,CheckBoxDungeon,4,,,,0,,0
21,4,21004,0,1,HardinsFollower,0,4,,,,,BP_MainMenuUI,,ButtonDungeonMain,4,,,,0,,0
21,5,21005,0,0,HardinsFollower,0,4,,,,,BP_SelectDungeonUI,,TileViewDungeonList,4,1,,,0,,0
21,6,21006,0,3,,16,4,,1000,,,,,,4,,,,0,,0
21,7,21007,1,3,HardinsFollower,24,4,,,,,,,,4,,,,0,,0
21,8,21008,0,3,HardinsFollower,24,4,,,,,,,,4,,,,0,,0
21,9,21009,0,3,HardinsFollower,24,4,,,,,,,,4,,,,0,,0
21,10,21010,0,0,HardinsFollower,0,4,,,,,BP_InfinityDungeonUI,,ButtonStart,4,,,,0,,0
21,11,21011,0,3,,16,4,,WorldMove,,,,,,4,,,,0,,0
21,12,21012,0,3,,11,4,,,,,,,,4,,,,0,,0
21,13,21013,0,3,,16,4,,2000,,,,,,4,,,,0,,0
21,14,21014,0,0,HardinsFollower,0,4,,,,,BP_DailyDungeonResultUI,CanvasPanelRight,ButtonClose,4,,,,0,,0
21,15,21015,0,3,,16,4,,WorldMove,,,,,,4,,,,0,,0
21,16,21016,0,3,HardinsFollower,24,4,,,,,,,,4,,,,0,,0
21,17,21017,0,0,HardinsFollower,0,4,,1000000,,,BP_InfinityDungeonUI,,CanvasPanelSweepRewardInfo,4,,,,0,,0
21,18,21018,0,3,HardinsFollower,24,4,,,,,,,,4,,,,0,,0
21,19,21019,0,3,HardinsFollower,24,4,,,,,,,,4,,,,0,,0
21,20,21020,1,3,,16,4,,500,,,,,,4,,,,0,,0
21,21,21021,0,3,,11,4,,,,,,,,4,,,,0,,0
21,22,21022,0,3,HardinsFollower,24,4,,,,,,,,4,,,,0,,0
21,23,21023,0,1,HardinsFollower,0,4,,,,,BP_ReviveSceneNEW,,ButtonExit,4,,,,0,,0
21,24,21024,1,3,,16,4,,500,,,,,,4,,,,0,,0
22,1,22001,0,1,HardinsFollower,0,4,,,,,BP_GameUI,MainToolbar,ButtonMainMenu,4,,,Tutorial_Dialogue_22_1,0,,0
22,2,22002,0,1,HardinsFollower,0,4,,,,,BP_MainMenuUI,,CheckBoxCharacter,4,,,,0,,0
22,3,22003,0,1,HardinsFollower,0,4,,,,,BP_MainMenuUI,,ButtonRune,4,,,,0,,0
22,4,22004,0,3,HardinsFollower,24,4,,,,,,,,4,,,,0,,0
22,5,22005,0,3,HardinsFollower,24,4,,,,,,,,4,,,,0,,0
22,6,22006,0,0,HardinsFollower,0,4,,,,,BP_RuneCarvingUI,RunePage,RuneA1,4,,,,0,,0
22,7,22007,0,0,HardinsFollower,0,4,,1000000,,,BP_RuneCarvingUI,,CanvasPanelCarveInfo,4,,,,0,,0
22,8,22008,0,3,HardinsFollower,24,4,,,,,,,,4,,,,0,,0
22,9,22009,1,3,,16,4,,1,,,,,,4,,,,0,,0
22,10,22010,0,3,HardinsFollower,24,4,,,,,,,,4,,,,0,,0
22,11,22011,0,0,HardinsFollower,0,4,,,,,BP_RuneCarvingUI,,ButtonCarve,4,,,,0,,0
22,12,22012,0,3,,16,4,,3000,,,,,,4,,,,0,,0
22,13,22013,0,3,HardinsFollower,24,4,,,,,,,,4,,,,0,,0
22,14,22014,0,3,HardinsFollower,24,4,,,,,,,,4,,,,0,,0
22,15,22015,0,3,HardinsFollower,24,4,,,,,,,,4,,,,0,,0
22,16,22016,0,0,HardinsFollower,0,4,,,,,BP_RuneCarvingUI,RunePage,MasterRune,4,,,,0,,0
22,17,22017,0,3,HardinsFollower,24,4,,,,,,,,4,,,,0,,0
22,18,22018,0,3,HardinsFollower,24,4,,,,,,,,4,,,,0,,0
22,19,22019,0,0,HardinsFollower,0,4,,1000000,,,BP_RuneCarvingUI,,ButtonNext,4,,,,0,,0
22,20,22020,0,3,HardinsFollower,24,4,,,,,,,,4,,,,0,,0
22,21,22021,0,3,HardinsFollower,24,4,,,,,,,,4,,,,0,,0
22,22,22022,0,3,HardinsFollower,24,4,,,,,,,,4,,,,0,,0
22,23,22023,0,3,HardinsFollower,24,4,,,,,,,,4,,,,0,,0
22,24,22024,1,3,,16,4,,500,,,,,,4,,,,0,,0
23,1,23001,1,3,,16,4,,1,,,,,,4,,,,0,,0
23,2,23002,0,1,HardinsFollower,0,4,,,,,BP_GameUI,MainToolbar,ButtonInventory,4,,,Tutorial_Dialogue_23_1,0,,0
23,3,23003,0,1,HardinsFollower,0,4,,,,,BP_CharacterInfoBaseUI,CanvasPanelRight,CheckBoxArmor,4,,,,0,,0
23,4,23004,0,1,HardinsFollower,0,4,,,,,BP_CharacterInfoBaseUI,CanvasPanelRight,TileViewItemList,1,,,,0,,0
23,5,23005,0,1,HardinsFollower,0,4,,,,,BP_CharacterInfoBaseUI,CanvasPanelRight,ButtonEquip,4,,,,0,,0
23,6,23006,0,1,HardinsFollower,0,4,,,,,BP_CharacterInfoBaseUI,CanvasPanelLeft,ItemIconHelmet,4,,,,0,,0
23,7,23007,1,3,,16,4,,1,,,,,,4,,,,0,,0
23,8,23008,0,1,HardinsFollower,0,4,,,,,BP_CharacterInfoBaseUI,CanvasPanelLeft,ButtonEquipSoulCrystal,4,,,,0,,0
23,9,23009,0,3,HardinsFollower,24,4,,,,,,,,4,,,,0,,0
23,10,23010,0,3,HardinsFollower,24,4,,,,,,,,4,,,,0,,0
23,11,23011,0,3,HardinsFollower,24,4,,,,,,,,4,,,,0,,0
23,12,23012,0,2,HardinsFollower,0,4,,,,,BP_SoulCrystalBaseUI,,TableViewEquipList,4,1,,,0,,0
23,13,23013,0,2,HardinsFollower,3,4,,,,,BP_SoulCrystalBaseUI,,TileViewSoulCrystalList,2,,,,0,,0
23,14,23014,1,2,HardinsFollower,0,4,,,,,BP_SoulCrystalBaseUI,,ButtonEquip,4,,,,0,,0
23,15,23015,1,3,HardinsFollower,24,4,,,,,,,,4,,,,0,,0
23,16,23016,0,3,HardinsFollower,24,4,,,,,,,,4,,,,0,,0
23,17,23017,0,1,HardinsFollower,0,4,,,,,BP_SoulCrystalBaseUI,,CheckBoxMix,4,,,,0,,0
23,18,23018,0,1,HardinsFollower,0,4,,,,,BP_SoulCrystalBaseUI,,TileViewSoulCrystalList,2,,,,0,,0
23,19,23019,0,1,HardinsFollower,0,4,,,,,BP_SoulCrystalBaseUI,,ButtonPlus,4,,,,0,,0
23,20,23020,0,1,HardinsFollower,0,4,,,,,BP_SoulCrystalBaseUI,,ButtonMix,4,,,,0,,0
23,21,23021,0,3,,16,4,,5000,,,,,,4,,,,0,,0
23,22,23022,0,1,HardinsFollower,0,4,,,,,BP_SoulCrystalUpGradeResultUI,,ButtonOK,4,,,,0,,0
23,23,23023,0,1,HardinsFollower,0,4,,,,,BP_SoulCrystalBaseUI,AssetsUI,ButtonBack,4,,,,0,,0
23,24,23024,0,1,HardinsFollower,0,4,,,,,BP_CharacterInfoBaseUI,CanvasPanelRight,ButtonAutoEquip,4,,,,0,,0
23,25,23025,0,3,HardinsFollower,24,4,,,,,,,,4,,,,0,,0
23,26,23026,0,3,HardinsFollower,24,4,,,,,,,,4,,,,0,,0
23,27,23027,0,3,HardinsFollower,24,4,,,,,,,,4,,,,0,,0
23,28,23028,1,3,,16,4,,500,,,,,,4,,,,0,,0
24,1,24001,0,1,Fernel,0,4,,,,,BP_GameUI,MainToolbar,ButtonMainMenu,4,,,Tutorial_Dialogue_24_1,0,,0
24,2,24002,0,1,Fernel,0,4,,,,,BP_MainMenuUI,,CheckBoxDungeon,4,,,,0,,0
24,3,24003,0,1,Fernel,0,4,,,,,BP_MainMenuUI,,ButtonDungeonMain,4,,,,0,,0
24,4,24004,0,0,Fernel,0,4,,,,,BP_SelectDungeonUI,,TileViewDungeonList,4,2,,,0,,0
24,5,24005,0,3,,16,4,,3000,,,,,,4,,,,0,,0
24,6,24006,0,3,Fernel,24,4,,,,,,,,4,,,,0,,0
24,7,24007,0,3,Fernel,24,4,,,,,,,,4,,,,0,,0
24,8,24008,0,1,Fernel,0,4,,1000000,,,BP_EliteDungeonUI,,CanvasPanelDungeonQuest,4,,,,0,,0
24,9,24009,0,1,Fernel,0,4,,1000000,,,BP_EliteDungeonUI,,CanvasPanelClearPoint,4,,,,0,,0
24,10,24010,0,1,Fernel,0,4,,1000000,,,BP_EliteDungeonUI,,CanvasPanelFeverTime,4,,,,0,,0
24,11,24011,0,3,Fernel,24,4,,,,,,,,4,,,,0,,0
24,12,24012,1,3,,16,4,,500,,,,,,4,,,,0,,0
25,1,25001,0,1,HardinsFollower,0,4,,,,,BP_GameUI,MainToolbar,ButtonMainMenu,4,,,Tutorial_Dialogue_25_1,0,,0
25,2,25002,0,1,HardinsFollower,0,4,,,,,BP_MainMenuUI,,CheckBoxItem,4,,,,0,,0
25,3,25003,0,1,HardinsFollower,0,4,,,,,BP_MainMenuUI,,ButtonSmithy,4,,,,0,,0
25,4,25004,0,1,HardinsFollower,0,4,,,,,BP_EquipmentEnhancementUI,,CheckBoxUpgrade,4,,,,0,,0
25,5,25005,0,3,HardinsFollower,24,4,,,,,,,,4,,,,0,,0
25,6,25006,0,3,HardinsFollower,24,4,,,,,,,,4,,,,0,,0
25,7,25007,1,3,HardinsFollower,24,4,,,,,,,,4,,,,0,,0
25,8,25008,0,2,HardinsFollower,0,4,,1000000,,,BP_EquipmentEnhancementUI,,CanvasPanelUpgradeGuide,4,,,,0,,0
25,9,25009,0,2,HardinsFollower,0,4,,,,,BP_CharacterInfoBaseUI,CanvasPanelRight,CheckBoxAccessory,4,,,,0,,0
25,10,25010,1,3,,16,4,,1,,,,,,4,,,,0,,0
25,11,25011,1,2,HardinsFollower,3,4,,,,,BP_CharacterInfoBaseUI,CanvasPanelRight,TileViewItemList,1,,,,0,,0
25,12,25012,0,1,HardinsFollower,0,4,,,,,BP_EquipmentEnhancementUI,CanvasPanelUpgrade,ButtonUpgrade,4,,,,0,,0
25,13,25013,0,3,,16,4,,7000,,,,,,4,,,,0,,0
25,14,25014,0,3,HardinsFollower,24,4,,,,,,,,4,,,,0,,0
25,15,25015,0,3,HardinsFollower,24,4,,,,,,,,4,,,,0,,0
25,16,25016,0,3,HardinsFollower,24,4,,,,,,,,4,,,,0,,0
