Difficulty,Level,Exp_C,Exp_B,Exp_A,Exp_S,Exp_SS,Exp_SSS,Adena_C,Adena_B,Adena_A,Adena_S,Adena_SS,Adena_SSS
0,135,1350,1360,1370,1380,1390,1400,1410,1420,1430,1440,1450,1460
0,136,1360,1370,1380,1390,1400,1410,1420,1430,1440,1450,1460,1470
0,137,1370,1380,1390,1400,1410,1420,1430,1440,1450,1460,1470,1480
0,138,1380,1390,1400,1410,1420,1430,1440,1450,1460,1470,1480,1490
0,139,1390,1400,1410,1420,1430,1440,1450,1460,1470,1480,1490,1500
0,140,1400,1410,1420,1430,1440,1450,1460,1470,1480,1490,1500,1510
0,141,1410,1420,1430,1440,1450,1460,1470,1480,1490,1500,1510,1520
0,142,1420,1430,1440,1450,1460,1470,1480,1490,1500,1510,1520,1530
0,143,1430,1440,1450,1460,1470,1480,1490,1500,1510,1520,1530,1540
0,144,1440,1450,1460,1470,1480,1490,1500,1510,1520,1530,1540,1550
0,145,1450,1460,1470,1480,1490,1500,1510,1520,1530,1540,1550,1560
0,146,1460,1470,1480,1490,1500,1510,1520,1530,1540,1550,1560,1570
0,147,1470,1480,1490,1500,1510,1520,1530,1540,1550,1560,1570,1580
0,148,1480,1490,1500,1510,1520,1530,1540,1550,1560,1570,1580,1590
0,149,1490,1500,1510,1520,1530,1540,1550,1560,1570,1580,1590,1600
0,150,1500,1510,1520,1530,1540,1550,1560,1570,1580,1590,1600,1610
0,151,1510,1520,1530,1540,1550,1560,1570,1580,1590,1600,1610,1620
0,152,1520,1530,1540,1550,1560,1570,1580,1590,1600,1610,1620,1630
0,153,1530,1540,1550,1560,1570,1580,1590,1600,1610,1620,1630,1640
0,154,1540,1550,1560,1570,1580,1590,1600,1610,1620,1630,1640,1650
0,155,1550,1560,1570,1580,1590,1600,1610,1620,1630,1640,1650,1660
0,156,1560,1570,1580,1590,1600,1610,1620,1630,1640,1650,1660,1670
0,157,1570,1580,1590,1600,1610,1620,1630,1640,1650,1660,1670,1680
0,158,1580,1590,1600,1610,1620,1630,1640,1650,1660,1670,1680,1690
0,159,1590,1600,1610,1620,1630,1640,1650,1660,1670,1680,1690,1700
0,160,1600,1610,1620,1630,1640,1650,1660,1670,1680,1690,1700,1710
0,161,1610,1620,1630,1640,1650,1660,1670,1680,1690,1700,1710,1720
0,162,1620,1630,1640,1650,1660,1670,1680,1690,1700,1710,1720,1730
0,163,1630,1640,1650,1660,1670,1680,1690,1700,1710,1720,1730,1740
0,164,1640,1650,1660,1670,1680,1690,1700,1710,1720,1730,1740,1750
0,165,1650,1660,1670,1680,1690,1700,1710,1720,1730,1740,1750,1760
0,166,1660,1670,1680,1690,1700,1710,1720,1730,1740,1750,1760,1770
0,167,1670,1680,1690,1700,1710,1720,1730,1740,1750,1760,1770,1780
0,168,1680,1690,1700,1710,1720,1730,1740,1750,1760,1770,1780,1790
0,169,1690,1700,1710,1720,1730,1740,1750,1760,1770,1780,1790,1800
0,170,1700,1710,1720,1730,1740,1750,1760,1770,1780,1790,1800,1810
0,171,1710,1720,1730,1740,1750,1760,1770,1780,1790,1800,1810,1820
0,172,1720,1730,1740,1750,1760,1770,1780,1790,1800,1810,1820,1830
0,173,1730,1740,1750,1760,1770,1780,1790,1800,1810,1820,1830,1840
0,174,1740,1750,1760,1770,1780,1790,1800,1810,1820,1830,1840,1850
0,175,1750,1760,1770,1780,1790,1800,1810,1820,1830,1840,1850,1860
0,176,1760,1770,1780,1790,1800,1810,1820,1830,1840,1850,1860,1870
0,177,1770,1780,1790,1800,1810,1820,1830,1840,1850,1860,1870,1880
0,178,1780,1790,1800,1810,1820,1830,1840,1850,1860,1870,1880,1890
0,179,1790,1800,1810,1820,1830,1840,1850,1860,1870,1880,1890,1900
0,180,1800,1810,1820,1830,1840,1850,1860,1870,1880,1890,1900,1910
0,181,1810,1820,1830,1840,1850,1860,1870,1880,1890,1900,1910,1920
0,182,1820,1830,1840,1850,1860,1870,1880,1890,1900,1910,1920,1930
0,183,1830,1840,1850,1860,1870,1880,1890,1900,1910,1920,1930,1940
0,184,1840,1850,1860,1870,1880,1890,1900,1910,1920,1930,1940,1950
0,185,1850,1860,1870,1880,1890,1900,1910,1920,1930,1940,1950,1960
0,186,1860,1870,1880,1890,1900,1910,1920,1930,1940,1950,1960,1970
0,187,1870,1880,1890,1900,1910,1920,1930,1940,1950,1960,1970,1980
0,188,1880,1890,1900,1910,1920,1930,1940,1950,1960,1970,1980,1990
0,189,1890,1900,1910,1920,1930,1940,1950,1960,1970,1980,1990,2000
0,190,1900,1910,1920,1930,1940,1950,1960,1970,1980,1990,2000,2010
0,191,1910,1920,1930,1940,1950,1960,1970,1980,1990,2000,2010,2020
0,192,1920,1930,1940,1950,1960,1970,1980,1990,2000,2010,2020,2030
0,193,1930,1940,1950,1960,1970,1980,1990,2000,2010,2020,2030,2040
0,194,1940,1950,1960,1970,1980,1990,2000,2010,2020,2030,2040,2050
0,195,1950,1960,1970,1980,1990,2000,2010,2020,2030,2040,2050,2060
0,196,1960,1970,1980,1990,2000,2010,2020,2030,2040,2050,2060,2070
0,197,1970,1980,1990,2000,2010,2020,2030,2040,2050,2060,2070,2080
0,198,1980,1990,2000,2010,2020,2030,2040,2050,2060,2070,2080,2090
0,199,1990,2000,2010,2020,2030,2040,2050,2060,2070,2080,2090,2100
0,200,2000,2010,2020,2030,2040,2050,2060,2070,2080,2090,2100,2110
0,201,2010,2020,2030,2040,2050,2060,2070,2080,2090,2100,2110,2120
0,202,2020,2030,2040,2050,2060,2070,2080,2090,2100,2110,2120,2130
0,203,2030,2040,2050,2060,2070,2080,2090,2100,2110,2120,2130,2140
0,204,2040,2050,2060,2070,2080,2090,2100,2110,2120,2130,2140,2150
0,205,2050,2060,2070,2080,2090,2100,2110,2120,2130,2140,2150,2160
0,206,2060,2070,2080,2090,2100,2110,2120,2130,2140,2150,2160,2170
0,207,2070,2080,2090,2100,2110,2120,2130,2140,2150,2160,2170,2180
0,208,2080,2090,2100,2110,2120,2130,2140,2150,2160,2170,2180,2190
0,209,2090,2100,2110,2120,2130,2140,2150,2160,2170,2180,2190,2200
0,210,2100,2110,2120,2130,2140,2150,2160,2170,2180,2190,2200,2210
0,211,2110,2120,2130,2140,2150,2160,2170,2180,2190,2200,2210,2220
0,212,2120,2130,2140,2150,2160,2170,2180,2190,2200,2210,2220,2230
0,213,2130,2140,2150,2160,2170,2180,2190,2200,2210,2220,2230,2240
0,214,2140,2150,2160,2170,2180,2190,2200,2210,2220,2230,2240,2250
0,215,2150,2160,2170,2180,2190,2200,2210,2220,2230,2240,2250,2260
0,216,2160,2170,2180,2190,2200,2210,2220,2230,2240,2250,2260,2270
0,217,2170,2180,2190,2200,2210,2220,2230,2240,2250,2260,2270,2280
0,218,2180,2190,2200,2210,2220,2230,2240,2250,2260,2270,2280,2290
0,219,2190,2200,2210,2220,2230,2240,2250,2260,2270,2280,2290,2300
0,220,2200,2210,2220,2230,2240,2250,2260,2270,2280,2290,2300,2310
0,221,2210,2220,2230,2240,2250,2260,2270,2280,2290,2300,2310,2320
0,222,2220,2230,2240,2250,2260,2270,2280,2290,2300,2310,2320,2330
0,223,2230,2240,2250,2260,2270,2280,2290,2300,2310,2320,2330,2340
0,224,2240,2250,2260,2270,2280,2290,2300,2310,2320,2330,2340,2350
0,225,2250,2260,2270,2280,2290,2300,2310,2320,2330,2340,2350,2360
0,226,2260,2270,2280,2290,2300,2310,2320,2330,2340,2350,2360,2370
0,227,2270,2280,2290,2300,2310,2320,2330,2340,2350,2360,2370,2380
0,228,2280,2290,2300,2310,2320,2330,2340,2350,2360,2370,2380,2390
0,229,2290,2300,2310,2320,2330,2340,2350,2360,2370,2380,2390,2400
0,230,2300,2310,2320,2330,2340,2350,2360,2370,2380,2390,2400,2410
0,231,2310,2320,2330,2340,2350,2360,2370,2380,2390,2400,2410,2420
0,232,2320,2330,2340,2350,2360,2370,2380,2390,2400,2410,2420,2430
0,233,2330,2340,2350,2360,2370,2380,2390,2400,2410,2420,2430,2440
0,234,2340,2350,2360,2370,2380,2390,2400,2410,2420,2430,2440,2450
0,235,2350,2360,2370,2380,2390,2400,2410,2420,2430,2440,2450,2460
0,236,2360,2370,2380,2390,2400,2410,2420,2430,2440,2450,2460,2470
0,237,2370,2380,2390,2400,2410,2420,2430,2440,2450,2460,2470,2480
0,238,2380,2390,2400,2410,2420,2430,2440,2450,2460,2470,2480,2490
0,239,2390,2400,2410,2420,2430,2440,2450,2460,2470,2480,2490,2500
0,240,2400,2410,2420,2430,2440,2450,2460,2470,2480,2490,2500,2510
0,241,2410,2420,2430,2440,2450,2460,2470,2480,2490,2500,2510,2520
0,242,2420,2430,2440,2450,2460,2470,2480,2490,2500,2510,2520,2530
0,243,2430,2440,2450,2460,2470,2480,2490,2500,2510,2520,2530,2540
0,244,2440,2450,2460,2470,2480,2490,2500,2510,2520,2530,2540,2550
0,245,2450,2460,2470,2480,2490,2500,2510,2520,2530,2540,2550,2560
0,246,2460,2470,2480,2490,2500,2510,2520,2530,2540,2550,2560,2570
0,247,2470,2480,2490,2500,2510,2520,2530,2540,2550,2560,2570,2580
0,248,2480,2490,2500,2510,2520,2530,2540,2550,2560,2570,2580,2590
0,249,2490,2500,2510,2520,2530,2540,2550,2560,2570,2580,2590,2600
0,250,2500,2510,2520,2530,2540,2550,2560,2570,2580,2590,2600,2610
0,251,2510,2520,2530,2540,2550,2560,2570,2580,2590,2600,2610,2620
0,252,2520,2530,2540,2550,2560,2570,2580,2590,2600,2610,2620,2630
0,253,2530,2540,2550,2560,2570,2580,2590,2600,2610,2620,2630,2640
0,254,2540,2550,2560,2570,2580,2590,2600,2610,2620,2630,2640,2650
0,255,2550,2560,2570,2580,2590,2600,2610,2620,2630,2640,2650,2660
0,256,2560,2570,2580,2590,2600,2610,2620,2630,2640,2650,2660,2670
0,257,2570,2580,2590,2600,2610,2620,2630,2640,2650,2660,2670,2680
0,258,2580,2590,2600,2610,2620,2630,2640,2650,2660,2670,2680,2690
0,259,2590,2600,2610,2620,2630,2640,2650,2660,2670,2680,2690,2700
0,260,2600,2610,2620,2630,2640,2650,2660,2670,2680,2690,2700,2710
0,261,2610,2620,2630,2640,2650,2660,2670,2680,2690,2700,2710,2720
0,262,2620,2630,2640,2650,2660,2670,2680,2690,2700,2710,2720,2730
0,263,2630,2640,2650,2660,2670,2680,2690,2700,2710,2720,2730,2740
0,264,2640,2650,2660,2670,2680,2690,2700,2710,2720,2730,2740,2750
0,265,2650,2660,2670,2680,2690,2700,2710,2720,2730,2740,2750,2760
0,266,2660,2670,2680,2690,2700,2710,2720,2730,2740,2750,2760,2770
0,267,2670,2680,2690,2700,2710,2720,2730,2740,2750,2760,2770,2780
0,268,2680,2690,2700,2710,2720,2730,2740,2750,2760,2770,2780,2790
0,269,2690,2700,2710,2720,2730,2740,2750,2760,2770,2780,2790,2800
0,270,2700,2710,2720,2730,2740,2750,2760,2770,2780,2790,2800,2810
0,271,2710,2720,2730,2740,2750,2760,2770,2780,2790,2800,2810,2820
0,272,2720,2730,2740,2750,2760,2770,2780,2790,2800,2810,2820,2830
0,273,2730,2740,2750,2760,2770,2780,2790,2800,2810,2820,2830,2840
0,274,2740,2750,2760,2770,2780,2790,2800,2810,2820,2830,2840,2850
0,275,2750,2760,2770,2780,2790,2800,2810,2820,2830,2840,2850,2860
0,276,2760,2770,2780,2790,2800,2810,2820,2830,2840,2850,2860,2870
0,277,2770,2780,2790,2800,2810,2820,2830,2840,2850,2860,2870,2880
0,278,2780,2790,2800,2810,2820,2830,2840,2850,2860,2870,2880,2890
0,279,2790,2800,2810,2820,2830,2840,2850,2860,2870,2880,2890,2900
0,280,2800,2810,2820,2830,2840,2850,2860,2870,2880,2890,2900,2910
0,281,2810,2820,2830,2840,2850,2860,2870,2880,2890,2900,2910,2920
0,282,2820,2830,2840,2850,2860,2870,2880,2890,2900,2910,2920,2930
0,283,2830,2840,2850,2860,2870,2880,2890,2900,2910,2920,2930,2940
0,284,2840,2850,2860,2870,2880,2890,2900,2910,2920,2930,2940,2950
0,285,2850,2860,2870,2880,2890,2900,2910,2920,2930,2940,2950,2960
0,286,2860,2870,2880,2890,2900,2910,2920,2930,2940,2950,2960,2970
0,287,2870,2880,2890,2900,2910,2920,2930,2940,2950,2960,2970,2980
0,288,2880,2890,2900,2910,2920,2930,2940,2950,2960,2970,2980,2990
0,289,2890,2900,2910,2920,2930,2940,2950,2960,2970,2980,2990,3000
0,290,2900,2910,2920,2930,2940,2950,2960,2970,2980,2990,3000,3010
0,291,2910,2920,2930,2940,2950,2960,2970,2980,2990,3000,3010,3020
0,292,2920,2930,2940,2950,2960,2970,2980,2990,3000,3010,3020,3030
0,293,2930,2940,2950,2960,2970,2980,2990,3000,3010,3020,3030,3040
0,294,2940,2950,2960,2970,2980,2990,3000,3010,3020,3030,3040,3050
0,295,2950,2960,2970,2980,2990,3000,3010,3020,3030,3040,3050,3060
0,296,2960,2970,2980,2990,3000,3010,3020,3030,3040,3050,3060,3070
0,297,2970,2980,2990,3000,3010,3020,3030,3040,3050,3060,3070,3080
0,298,2980,2990,3000,3010,3020,3030,3040,3050,3060,3070,3080,3090
0,299,2990,3000,3010,3020,3030,3040,3050,3060,3070,3080,3090,3100
0,300,3000,3010,3020,3030,3040,3050,3060,3070,3080,3090,3100,3110
0,301,3010,3020,3030,3040,3050,3060,3070,3080,3090,3100,3110,3120
0,302,3020,3030,3040,3050,3060,3070,3080,3090,3100,3110,3120,3130
0,303,3030,3040,3050,3060,3070,3080,3090,3100,3110,3120,3130,3140
0,304,3040,3050,3060,3070,3080,3090,3100,3110,3120,3130,3140,3150
0,305,3050,3060,3070,3080,3090,3100,3110,3120,3130,3140,3150,3160
0,306,3060,3070,3080,3090,3100,3110,3120,3130,3140,3150,3160,3170
0,307,3070,3080,3090,3100,3110,3120,3130,3140,3150,3160,3170,3180
0,308,3080,3090,3100,3110,3120,3130,3140,3150,3160,3170,3180,3190
0,309,3090,3100,3110,3120,3130,3140,3150,3160,3170,3180,3190,3200
0,310,3100,3110,3120,3130,3140,3150,3160,3170,3180,3190,3200,3210
0,311,3110,3120,3130,3140,3150,3160,3170,3180,3190,3200,3210,3220
0,312,3120,3130,3140,3150,3160,3170,3180,3190,3200,3210,3220,3230
0,313,3130,3140,3150,3160,3170,3180,3190,3200,3210,3220,3230,3240
0,314,3140,3150,3160,3170,3180,3190,3200,3210,3220,3230,3240,3250
0,315,3150,3160,3170,3180,3190,3200,3210,3220,3230,3240,3250,3260
0,316,3160,3170,3180,3190,3200,3210,3220,3230,3240,3250,3260,3270
0,317,3170,3180,3190,3200,3210,3220,3230,3240,3250,3260,3270,3280
0,318,3180,3190,3200,3210,3220,3230,3240,3250,3260,3270,3280,3290
0,319,3190,3200,3210,3220,3230,3240,3250,3260,3270,3280,3290,3300
0,320,3200,3210,3220,3230,3240,3250,3260,3270,3280,3290,3300,3310
0,321,3210,3220,3230,3240,3250,3260,3270,3280,3290,3300,3310,3320
0,322,3220,3230,3240,3250,3260,3270,3280,3290,3300,3310,3320,3330
0,323,3230,3240,3250,3260,3270,3280,3290,3300,3310,3320,3330,3340
0,324,3240,3250,3260,3270,3280,3290,3300,3310,3320,3330,3340,3350
0,325,3250,3260,3270,3280,3290,3300,3310,3320,3330,3340,3350,3360
0,326,3260,3270,3280,3290,3300,3310,3320,3330,3340,3350,3360,3370
0,327,3270,3280,3290,3300,3310,3320,3330,3340,3350,3360,3370,3380
0,328,3280,3290,3300,3310,3320,3330,3340,3350,3360,3370,3380,3390
0,329,3290,3300,3310,3320,3330,3340,3350,3360,3370,3380,3390,3400
0,330,3300,3310,3320,3330,3340,3350,3360,3370,3380,3390,3400,3410
0,331,3310,3320,3330,3340,3350,3360,3370,3380,3390,3400,3410,3420
0,332,3320,3330,3340,3350,3360,3370,3380,3390,3400,3410,3420,3430
0,333,3330,3340,3350,3360,3370,3380,3390,3400,3410,3420,3430,3440
0,334,3340,3350,3360,3370,3380,3390,3400,3410,3420,3430,3440,3450
0,335,3350,3360,3370,3380,3390,3400,3410,3420,3430,3440,3450,3460
0,336,3360,3370,3380,3390,3400,3410,3420,3430,3440,3450,3460,3470
0,337,3370,3380,3390,3400,3410,3420,3430,3440,3450,3460,3470,3480
0,338,3380,3390,3400,3410,3420,3430,3440,3450,3460,3470,3480,3490
0,339,3390,3400,3410,3420,3430,3440,3450,3460,3470,3480,3490,3500
0,340,3400,3410,3420,3430,3440,3450,3460,3470,3480,3490,3500,3510
0,341,3410,3420,3430,3440,3450,3460,3470,3480,3490,3500,3510,3520
0,342,3420,3430,3440,3450,3460,3470,3480,3490,3500,3510,3520,3530
0,343,3430,3440,3450,3460,3470,3480,3490,3500,3510,3520,3530,3540
0,344,3440,3450,3460,3470,3480,3490,3500,3510,3520,3530,3540,3550
0,345,3450,3460,3470,3480,3490,3500,3510,3520,3530,3540,3550,3560
0,346,3460,3470,3480,3490,3500,3510,3520,3530,3540,3550,3560,3570
0,347,3470,3480,3490,3500,3510,3520,3530,3540,3550,3560,3570,3580
0,348,3480,3490,3500,3510,3520,3530,3540,3550,3560,3570,3580,3590
0,349,3490,3500,3510,3520,3530,3540,3550,3560,3570,3580,3590,3600
0,350,3500,3510,3520,3530,3540,3550,3560,3570,3580,3590,3600,3610
0,351,3510,3520,3530,3540,3550,3560,3570,3580,3590,3600,3610,3620
0,352,3520,3530,3540,3550,3560,3570,3580,3590,3600,3610,3620,3630
0,353,3530,3540,3550,3560,3570,3580,3590,3600,3610,3620,3630,3640
0,354,3540,3550,3560,3570,3580,3590,3600,3610,3620,3630,3640,3650
0,355,3550,3560,3570,3580,3590,3600,3610,3620,3630,3640,3650,3660
0,356,3560,3570,3580,3590,3600,3610,3620,3630,3640,3650,3660,3670
0,357,3570,3580,3590,3600,3610,3620,3630,3640,3650,3660,3670,3680
0,358,3580,3590,3600,3610,3620,3630,3640,3650,3660,3670,3680,3690
0,359,3590,3600,3610,3620,3630,3640,3650,3660,3670,3680,3690,3700
0,360,3600,3610,3620,3630,3640,3650,3660,3670,3680,3690,3700,3710
0,361,3610,3620,3630,3640,3650,3660,3670,3680,3690,3700,3710,3720
0,362,3620,3630,3640,3650,3660,3670,3680,3690,3700,3710,3720,3730
0,363,3630,3640,3650,3660,3670,3680,3690,3700,3710,3720,3730,3740
0,364,3640,3650,3660,3670,3680,3690,3700,3710,3720,3730,3740,3750
0,365,3650,3660,3670,3680,3690,3700,3710,3720,3730,3740,3750,3760
0,366,3660,3670,3680,3690,3700,3710,3720,3730,3740,3750,3760,3770
0,367,3670,3680,3690,3700,3710,3720,3730,3740,3750,3760,3770,3780
0,368,3680,3690,3700,3710,3720,3730,3740,3750,3760,3770,3780,3790
0,369,3690,3700,3710,3720,3730,3740,3750,3760,3770,3780,3790,3800
0,370,3700,3710,3720,3730,3740,3750,3760,3770,3780,3790,3800,3810
0,371,3710,3720,3730,3740,3750,3760,3770,3780,3790,3800,3810,3820
0,372,3720,3730,3740,3750,3760,3770,3780,3790,3800,3810,3820,3830
0,373,3730,3740,3750,3760,3770,3780,3790,3800,3810,3820,3830,3840
