Id,MssionGrade,TaskType,TaskCount,AutoCompleteTime,PassCost,RewardExp,RewardAdena,RewardIcon,MissionIcon
83,2,80,100,7200,10000,0,0,UI_Icon_RankB_RE,51
84,2,50,6,7200,10000,0,0,UI_Icon_RankB_RE,51
85,2,94,1,7200,10000,0,0,UI_Icon_RankB_RE,51
86,3,55,2,10800,15000,0,0,UI_Icon_RankA_RE,52
87,3,80,150,10800,15000,0,0,UI_Icon_RankA_RE,52
88,3,14,250,10800,15000,0,0,UI_Icon_RankA_RE,52
89,3,41,80,10800,15000,0,0,UI_Icon_RankA_RE,52
90,3,60,1,10800,15000,0,0,UI_Icon_RankA_RE,52
91,4,140,2,14400,20000,0,0,UI_Icon_RankS_RE,53
92,4,80,200,14400,20000,0,0,UI_Icon_RankS_RE,53
93,4,50,10,14400,20000,0,0,UI_Icon_RankS_RE,53
94,4,50,4,14400,20000,0,0,UI_Icon_RankS_RE,53
95,4,50,4,14400,20000,0,0,UI_Icon_RankS_RE,53
96,5,57,10,18000,25000,0,0,UI_Icon_RankR_RE,54
97,5,41,2000,18000,25000,0,0,UI_Icon_RankR_RE,54
98,5,81,200,18000,25000,0,0,UI_Icon_RankR_RE,54
99,5,140,3,18000,25000,0,0,UI_Icon_RankR_RE,54
100,5,80,250,18000,25000,0,0,UI_Icon_RankR_RE,54
101,5,14,300,18000,25000,0,0,UI_Icon_RankR_RE,54
102,1,80,50,3600,5000,0,0,UI_Icon_RankC_RE,50
103,1,14,200,3600,5000,0,0,UI_Icon_RankC_RE,50
104,1,41,40,3600,5000,0,0,UI_Icon_RankC_RE,50
105,1,50,5,3600,5000,0,0,UI_Icon_RankC_RE,50
106,1,50,50,3600,5000,0,0,UI_Icon_RankC_RE,50
107,2,55,2,7200,10000,0,0,UI_Icon_RankB_RE,51
108,2,81,70,7200,10000,0,0,UI_Icon_RankB_RE,51
109,2,80,100,7200,10000,0,0,UI_Icon_RankB_RE,51
110,2,50,6,7200,10000,0,0,UI_Icon_RankB_RE,51
111,2,94,1,7200,10000,0,0,UI_Icon_RankB_RE,51
112,3,55,2,10800,15000,0,0,UI_Icon_RankA_RE,52
113,3,80,150,10800,15000,0,0,UI_Icon_RankA_RE,52
114,3,14,250,10800,15000,0,0,UI_Icon_RankA_RE,52
115,3,41,80,10800,15000,0,0,UI_Icon_RankA_RE,52
116,3,60,1,10800,15000,0,0,UI_Icon_RankA_RE,52
117,4,140,2,14400,20000,0,0,UI_Icon_RankS_RE,53
118,4,80,200,14400,20000,0,0,UI_Icon_RankS_RE,53
119,4,50,10,14400,20000,0,0,UI_Icon_RankS_RE,53
120,4,50,4,14400,20000,0,0,UI_Icon_RankS_RE,53
121,4,50,4,14400,20000,0,0,UI_Icon_RankS_RE,53
122,5,57,10,18000,25000,0,0,UI_Icon_RankR_RE,54
123,5,41,2000,18000,25000,0,0,UI_Icon_RankR_RE,54
124,5,81,200,18000,25000,0,0,UI_Icon_RankR_RE,54
125,5,140,3,18000,25000,0,0,UI_Icon_RankR_RE,54
126,5,80,250,18000,25000,0,0,UI_Icon_RankR_RE,54
127,5,14,300,18000,25000,0,0,UI_Icon_RankR_RE,54
128,1,80,50,3600,5000,0,0,UI_Icon_RankC_RE,50
129,1,14,200,3600,5000,0,0,UI_Icon_RankC_RE,50
130,1,41,40,3600,5000,0,0,UI_Icon_RankC_RE,50
131,1,50,5,3600,5000,0,0,UI_Icon_RankC_RE,50
132,1,50,50,3600,5000,0,0,UI_Icon_RankC_RE,50
133,2,55,2,7200,10000,0,0,UI_Icon_RankB_RE,51
134,2,81,70,7200,10000,0,0,UI_Icon_RankB_RE,51
135,2,80,100,7200,10000,0,0,UI_Icon_RankB_RE,51
136,2,50,6,7200,10000,0,0,UI_Icon_RankB_RE,51
137,2,94,1,7200,10000,0,0,UI_Icon_RankB_RE,51
138,3,55,2,10800,15000,0,0,UI_Icon_RankA_RE,52
139,3,80,150,10800,15000,0,0,UI_Icon_RankA_RE,52
140,3,14,250,10800,15000,0,0,UI_Icon_RankA_RE,52
141,3,41,80,10800,15000,0,0,UI_Icon_RankA_RE,52
142,3,60,1,10800,15000,0,0,UI_Icon_RankA_RE,52
143,4,140,2,14400,20000,0,0,UI_Icon_RankS_RE,53
144,4,80,200,14400,20000,0,0,UI_Icon_RankS_RE,53
145,4,50,10,14400,20000,0,0,UI_Icon_RankS_RE,53
146,4,50,4,14400,20000,0,0,UI_Icon_RankS_RE,53
147,4,50,4,14400,20000,0,0,UI_Icon_RankS_RE,53
148,5,57,10,18000,25000,0,0,UI_Icon_RankR_RE,54
149,5,41,2000,18000,25000,0,0,UI_Icon_RankR_RE,54
150,5,81,200,18000,25000,0,0,UI_Icon_RankR_RE,54
151,5,140,3,18000,25000,0,0,UI_Icon_RankR_RE,54
152,5,80,250,18000,25000,0,0,UI_Icon_RankR_RE,54
153,5,14,300,18000,25000,0,0,UI_Icon_RankR_RE,54
154,1,80,50,3600,5000,0,0,UI_Icon_RankC_RE,50
155,1,14,200,3600,5000,0,0,UI_Icon_RankC_RE,50
156,1,41,40,3600,5000,0,0,UI_Icon_RankC_RE,50
157,1,50,5,3600,5000,0,0,UI_Icon_RankC_RE,50
158,1,50,50,3600,5000,0,0,UI_Icon_RankC_RE,50
159,2,55,2,7200,10000,0,0,UI_Icon_RankB_RE,51
160,2,81,70,7200,10000,0,0,UI_Icon_RankB_RE,51
161,2,80,100,7200,10000,0,0,UI_Icon_RankB_RE,51
162,2,50,6,7200,10000,0,0,UI_Icon_RankB_RE,51
163,2,94,1,7200,10000,0,0,UI_Icon_RankB_RE,51
164,3,55,2,10800,15000,0,0,UI_Icon_RankA_RE,52
165,3,80,150,10800,15000,0,0,UI_Icon_RankA_RE,52
166,3,14,250,10800,15000,0,0,UI_Icon_RankA_RE,52
167,3,41,80,10800,15000,0,0,UI_Icon_RankA_RE,52
168,3,60,1,10800,15000,0,0,UI_Icon_RankA_RE,52
169,4,140,2,14400,20000,0,0,UI_Icon_RankS_RE,53
170,4,80,200,14400,20000,0,0,UI_Icon_RankS_RE,53
171,4,50,10,14400,20000,0,0,UI_Icon_RankS_RE,53
172,4,50,4,14400,20000,0,0,UI_Icon_RankS_RE,53
173,4,50,4,14400,20000,0,0,UI_Icon_RankS_RE,53
174,5,57,10,18000,25000,0,0,UI_Icon_RankR_RE,54
175,5,41,2000,18000,25000,0,0,UI_Icon_RankR_RE,54
176,5,81,200,18000,25000,0,0,UI_Icon_RankR_RE,54
177,5,140,3,18000,25000,0,0,UI_Icon_RankR_RE,54
178,5,80,250,18000,25000,0,0,UI_Icon_RankR_RE,54
179,5,14,300,18000,25000,0,0,UI_Icon_RankR_RE,54
180,1,80,100,3600,5000,0,0,UI_Icon_RankC_RE,50
181,1,14,350,3600,5000,0,0,UI_Icon_RankC_RE,50
182,1,41,50,3600,5000,0,0,UI_Icon_RankC_RE,50
183,1,50,7,3600,5000,0,0,UI_Icon_RankC_RE,50
184,1,50,50,3600,5000,0,0,UI_Icon_RankC_RE,50
185,2,55,3,7200,10000,0,0,UI_Icon_RankB_RE,51
186,2,81,120,7200,10000,0,0,UI_Icon_RankB_RE,51
187,2,80,150,7200,10000,0,0,UI_Icon_RankB_RE,51
188,2,50,9,7200,10000,0,0,UI_Icon_RankB_RE,51
189,2,94,1,7200,10000,0,0,UI_Icon_RankB_RE,51
190,3,55,3,10800,15000,0,0,UI_Icon_RankA_RE,52
191,3,80,200,10800,15000,0,0,UI_Icon_RankA_RE,52
192,3,14,400,10800,15000,0,0,UI_Icon_RankA_RE,52
193,3,41,100,10800,15000,0,0,UI_Icon_RankA_RE,52
194,3,60,1,10800,15000,0,0,UI_Icon_RankA_RE,52
195,4,140,2,14400,20000,0,0,UI_Icon_RankS_RE,53
196,4,80,250,14400,20000,0,0,UI_Icon_RankS_RE,53
197,4,50,15,14400,20000,0,0,UI_Icon_RankS_RE,53
198,4,50,6,14400,20000,0,0,UI_Icon_RankS_RE,53
199,4,50,6,14400,20000,0,0,UI_Icon_RankS_RE,53
200,5,57,15,18000,25000,0,0,UI_Icon_RankR_RE,54
201,5,41,4000,18000,25000,0,0,UI_Icon_RankR_RE,54
202,5,81,250,18000,25000,0,0,UI_Icon_RankR_RE,54
203,5,140,3,18000,25000,0,0,UI_Icon_RankR_RE,54
204,5,80,300,18000,25000,0,0,UI_Icon_RankR_RE,54
205,5,14,450,18000,25000,0,0,UI_Icon_RankR_RE,54
206,1,80,100,3600,5000,0,0,UI_Icon_RankC_RE,50
207,1,14,350,3600,5000,0,0,UI_Icon_RankC_RE,50
208,1,41,50,3600,5000,0,0,UI_Icon_RankC_RE,50
209,1,50,7,3600,5000,0,0,UI_Icon_RankC_RE,50
210,1,50,50,3600,5000,0,0,UI_Icon_RankC_RE,50
211,2,55,3,7200,10000,0,0,UI_Icon_RankB_RE,51
212,2,81,120,7200,10000,0,0,UI_Icon_RankB_RE,51
213,2,80,150,7200,10000,0,0,UI_Icon_RankB_RE,51
214,2,50,9,7200,10000,0,0,UI_Icon_RankB_RE,51
215,2,94,1,7200,10000,0,0,UI_Icon_RankB_RE,51
216,3,55,3,10800,15000,0,0,UI_Icon_RankA_RE,52
217,3,80,200,10800,15000,0,0,UI_Icon_RankA_RE,52
218,3,14,400,10800,15000,0,0,UI_Icon_RankA_RE,52
219,3,41,100,10800,15000,0,0,UI_Icon_RankA_RE,52
220,3,60,1,10800,15000,0,0,UI_Icon_RankA_RE,52
221,4,140,2,14400,20000,0,0,UI_Icon_RankS_RE,53
222,4,80,250,14400,20000,0,0,UI_Icon_RankS_RE,53
223,4,50,15,14400,20000,0,0,UI_Icon_RankS_RE,53
224,4,50,6,14400,20000,0,0,UI_Icon_RankS_RE,53
225,4,50,6,14400,20000,0,0,UI_Icon_RankS_RE,53
226,5,57,15,18000,25000,0,0,UI_Icon_RankR_RE,54
227,5,41,4000,18000,25000,0,0,UI_Icon_RankR_RE,54
228,5,81,250,18000,25000,0,0,UI_Icon_RankR_RE,54
229,5,140,3,18000,25000,0,0,UI_Icon_RankR_RE,54
230,5,80,300,18000,25000,0,0,UI_Icon_RankR_RE,54
231,5,14,450,18000,25000,0,0,UI_Icon_RankR_RE,54
232,1,80,100,3600,5000,0,0,UI_Icon_RankC_RE,50
233,1,14,350,3600,5000,0,0,UI_Icon_RankC_RE,50
234,1,41,50,3600,5000,0,0,UI_Icon_RankC_RE,50
235,1,50,7,3600,5000,0,0,UI_Icon_RankC_RE,50
236,1,50,50,3600,5000,0,0,UI_Icon_RankC_RE,50
237,2,55,3,7200,10000,0,0,UI_Icon_RankB_RE,51
238,2,81,120,7200,10000,0,0,UI_Icon_RankB_RE,51
239,2,80,150,7200,10000,0,0,UI_Icon_RankB_RE,51
240,2,50,9,7200,10000,0,0,UI_Icon_RankB_RE,51
241,2,94,1,7200,10000,0,0,UI_Icon_RankB_RE,51
242,3,55,3,10800,15000,0,0,UI_Icon_RankA_RE,52
243,3,80,200,10800,15000,0,0,UI_Icon_RankA_RE,52
244,3,14,400,10800,15000,0,0,UI_Icon_RankA_RE,52
245,3,41,100,10800,15000,0,0,UI_Icon_RankA_RE,52
246,3,60,1,10800,15000,0,0,UI_Icon_RankA_RE,52
247,4,140,2,14400,20000,0,0,UI_Icon_RankS_RE,53
248,4,80,250,14400,20000,0,0,UI_Icon_RankS_RE,53
249,4,50,15,14400,20000,0,0,UI_Icon_RankS_RE,53
250,4,50,6,14400,20000,0,0,UI_Icon_RankS_RE,53
251,4,50,6,14400,20000,0,0,UI_Icon_RankS_RE,53
252,5,57,15,18000,25000,0,0,UI_Icon_RankR_RE,54
253,5,41,4000,18000,25000,0,0,UI_Icon_RankR_RE,54
254,5,81,250,18000,25000,0,0,UI_Icon_RankR_RE,54
255,5,140,3,18000,25000,0,0,UI_Icon_RankR_RE,54
256,5,80,300,18000,25000,0,0,UI_Icon_RankR_RE,54
257,5,14,450,18000,25000,0,0,UI_Icon_RankR_RE,54
258,1,80,100,3600,5000,0,0,UI_Icon_RankC_RE,50
259,1,14,350,3600,5000,0,0,UI_Icon_RankC_RE,50
260,1,41,50,3600,5000,0,0,UI_Icon_RankC_RE,50
261,1,50,7,3600,5000,0,0,UI_Icon_RankC_RE,50
262,1,50,50,3600,5000,0,0,UI_Icon_RankC_RE,50
263,2,55,3,7200,10000,0,0,UI_Icon_RankB_RE,51
264,2,81,120,7200,10000,0,0,UI_Icon_RankB_RE,51
265,2,80,150,7200,10000,0,0,UI_Icon_RankB_RE,51
266,2,50,9,7200,10000,0,0,UI_Icon_RankB_RE,51
267,2,94,1,7200,10000,0,0,UI_Icon_RankB_RE,51
268,3,55,3,10800,15000,0,0,UI_Icon_RankA_RE,52
269,3,80,200,10800,15000,0,0,UI_Icon_RankA_RE,52
270,3,14,400,10800,15000,0,0,UI_Icon_RankA_RE,52
271,3,41,100,10800,15000,0,0,UI_Icon_RankA_RE,52
272,3,60,1,10800,15000,0,0,UI_Icon_RankA_RE,52
273,4,140,2,14400,20000,0,0,UI_Icon_RankS_RE,53
274,4,80,250,14400,20000,0,0,UI_Icon_RankS_RE,53
275,4,50,15,14400,20000,0,0,UI_Icon_RankS_RE,53
276,4,50,6,14400,20000,0,0,UI_Icon_RankS_RE,53
277,4,50,6,14400,20000,0,0,UI_Icon_RankS_RE,53
278,5,57,15,18000,25000,0,0,UI_Icon_RankR_RE,54
279,5,41,4000,18000,25000,0,0,UI_Icon_RankR_RE,54
280,5,81,250,18000,25000,0,0,UI_Icon_RankR_RE,54
281,5,140,3,18000,25000,0,0,UI_Icon_RankR_RE,54
282,5,80,300,18000,25000,0,0,UI_Icon_RankR_RE,54
283,5,14,450,18000,25000,0,0,UI_Icon_RankR_RE,54
