Id,NameEN,Grade,Type,InteractionType,ScaleFactor,VisibleLevel,Level,BasicAttackSkillInfoIdList,CreateSkillInfoId,IgnoreHitAnim,Aggressive,Movable,Rotatable,IsMonster,SpawnAnim,DisableSpawnVFX,SpawnVFX,HitFX,HitSocket,HitSound,BP_Name,IconTexture,IconTexture_discovered,QuestOnly,AppearanceScenePlay,IsBoss,MonsterCoreItemInfoId,RaceType,RaceIconPath,JobIconPath,CutSceneType,UseMatineeActor,MonsterType,MonsterGrade,InteractionVoiceID,QuestFinishVoiceID,IconTexture2,IconTitle,MinimapMark
211,Object_AgitCrystal,2,12,12,1,0,290,,,0,0,0,1,0,,0,,,,,BP_Object_AgitCrystal, Icon_MonsterCore_Sample,1,0,0,0,,14,Icon_Ability_None,,,0,5,7,0,0,,,0
212,Object_AgitFireplace,2,12,24,1,0,290,,,0,0,0,1,0,,0,,,,,BP_Object_AgitFireplace, Icon_MonsterCore_Sample,1,0,0,0,,14,Icon_Ability_None,,,0,5,7,0,0,,,0
301,Ratel,0,14,24,1,0,10,304,304,0,0,1,1,1,,0,,,,,BP_Ratel_SecretMine_01, Icon_MonsterCore_Sample,,0,0,0,,14,Icon_Ability_None,,,0,5,7,0,0,,,0
302,Ratel,0,14,24,1,0,10,304,304,0,0,1,1,1,,0,,,,,BP_Ratel_SecretMine_02, Icon_MonsterCore_Sample,,0,0,0,,14,Icon_Ability_None,,,0,5,7,0,0,,,0
303,Ratel,0,14,24,1,0,10,304,304,0,0,1,1,1,,0,,,,,BP_Ratel_SecretMine_03, Icon_MonsterCore_Sample,,0,0,0,,14,Icon_Ability_None,,,0,5,7,0,0,,,0
304,Root,0,14,24,1,0,402,50035,,0,1,0,1,1,,0,,,,,BP_Mandragora,Icon_MonsterCore_Mandragora,,0,0,0,,6,Icon_Ability_Monster,Icon_Ability_Walker,S,0,5,7,0,0,,,0
305,SecretEnt,2,14,24,1,0,402,,305,1,0,1,1,1,,0,,,,,BP_SecretEnt,Icon_MonsterCore_SecretEnt,,0,0,0,,1,Icon_Ability_MagicalCreature,Icon_Ability_Patrol,S,1,5,7,0,0,,,0
1001,Shurieger,0,14,24,1,1,10,,,0,0,0,0,1,,0,,,,,BP_Shurieger,Icon_MonsterCore_Shurieger,1,0,0,0,,14,Icon_Ability_None,,,1,5,7,0,0,,,0
1101,Shurieger,0,14,24,1,1,1,,,0,0,0,0,1,,0,,,,,BP_Shurieger,Icon_MonsterCore_Shurieger,1,0,0,0,,14,Icon_Ability_None,,,1,5,7,0,0,,,0
1102,Shurieger,0,14,24,1,1,2,,,0,0,0,0,1,,0,,,,,BP_Shurieger,Icon_MonsterCore_Shurieger,1,0,0,0,,14,Icon_Ability_None,,,1,5,7,0,0,,,0
1103,Shurieger,0,14,24,1,1,3,,,0,0,0,0,1,,0,,,,,BP_Shurieger,Icon_MonsterCore_Shurieger,1,0,0,0,,14,Icon_Ability_None,,,1,5,7,0,0,,,0
1104,Shurieger,0,14,24,1,1,4,,,0,0,0,0,1,,0,,,,,BP_Shurieger,Icon_MonsterCore_Shurieger,1,0,0,0,,14,Icon_Ability_None,,,1,5,7,0,0,,,0
1105,Shurieger,0,14,24,1,1,5,,,0,0,0,0,1,,0,,,,,BP_Shurieger,Icon_MonsterCore_Shurieger,1,0,0,0,,14,Icon_Ability_None,,,1,5,7,0,0,,,0
1106,Shurieger,0,14,24,1,1,6,,,0,0,0,0,1,,0,,,,,BP_Shurieger,Icon_MonsterCore_Shurieger,1,0,0,0,,14,Icon_Ability_None,,,1,5,7,0,0,,,0
1107,Shurieger,0,14,24,1,1,7,,,0,0,0,0,1,,0,,,,,BP_Shurieger,Icon_MonsterCore_Shurieger,1,0,0,0,,14,Icon_Ability_None,,,1,5,7,0,0,,,0
1108,Shurieger,0,14,24,1,1,8,,,0,0,0,0,1,,0,,,,,BP_Shurieger,Icon_MonsterCore_Shurieger,1,0,0,0,,14,Icon_Ability_None,,,1,5,7,0,0,,,0
1109,Shurieger,0,14,24,1,1,9,,,0,0,0,0,1,,0,,,,,BP_Shurieger,Icon_MonsterCore_Shurieger,1,0,0,0,,14,Icon_Ability_None,,,1,5,7,0,0,,,0
1110,Shurieger,0,14,24,1,1,10,,,0,0,0,0,1,,0,,,,,BP_Shurieger,Icon_MonsterCore_Shurieger,1,0,0,0,,14,Icon_Ability_None,,,1,5,7,0,0,,,0
1111,Shurieger,0,14,24,1,1,11,,,0,0,0,0,1,,0,,,,,BP_Shurieger,Icon_MonsterCore_Shurieger,1,0,0,0,,14,Icon_Ability_None,,,1,5,7,0,0,,,0
1112,Shurieger,0,14,24,1,1,12,,,0,0,0,0,1,,0,,,,,BP_Shurieger,Icon_MonsterCore_Shurieger,1,0,0,0,,14,Icon_Ability_None,,,1,5,7,0,0,,,0
1113,Shurieger,0,14,24,1,1,13,,,0,0,0,0,1,,0,,,,,BP_Shurieger,Icon_MonsterCore_Shurieger,1,0,0,0,,14,Icon_Ability_None,,,1,5,7,0,0,,,0
1114,Shurieger,0,14,24,1,1,14,,,0,0,0,0,1,,0,,,,,BP_Shurieger,Icon_MonsterCore_Shurieger,1,0,0,0,,14,Icon_Ability_None,,,1,5,7,0,0,,,0
1115,Shurieger,0,14,24,1,1,15,,,0,0,0,0,1,,0,,,,,BP_Shurieger,Icon_MonsterCore_Shurieger,1,0,0,0,,14,Icon_Ability_None,,,1,5,7,0,0,,,0
1116,Shurieger,0,14,24,1,1,16,,,0,0,0,0,1,,0,,,,,BP_Shurieger,Icon_MonsterCore_Shurieger,1,0,0,0,,14,Icon_Ability_None,,,1,5,7,0,0,,,0
1117,Shurieger,0,14,24,1,1,17,,,0,0,0,0,1,,0,,,,,BP_Shurieger,Icon_MonsterCore_Shurieger,1,0,0,0,,14,Icon_Ability_None,,,1,5,7,0,0,,,0
1118,Shurieger,0,14,24,1,1,18,,,0,0,0,0,1,,0,,,,,BP_Shurieger,Icon_MonsterCore_Shurieger,1,0,0,0,,14,Icon_Ability_None,,,1,5,7,0,0,,,0
1119,Shurieger,0,14,24,1,1,19,,,0,0,0,0,1,,0,,,,,BP_Shurieger,Icon_MonsterCore_Shurieger,1,0,0,0,,14,Icon_Ability_None,,,1,5,7,0,0,,,0
1120,Shurieger,0,14,24,1,1,20,,,0,0,0,0,1,,0,,,,,BP_Shurieger,Icon_MonsterCore_Shurieger,1,0,0,0,,14,Icon_Ability_None,,,1,5,7,0,0,,,0
1121,Shurieger,0,14,24,1,1,21,,,0,0,0,0,1,,0,,,,,BP_Shurieger,Icon_MonsterCore_Shurieger,1,0,0,0,,14,Icon_Ability_None,,,1,5,7,0,0,,,0
1122,Shurieger,0,14,24,1,1,22,,,0,0,0,0,1,,0,,,,,BP_Shurieger,Icon_MonsterCore_Shurieger,1,0,0,0,,14,Icon_Ability_None,,,1,5,7,0,0,,,0
1123,Shurieger,0,14,24,1,1,23,,,0,0,0,0,1,,0,,,,,BP_Shurieger,Icon_MonsterCore_Shurieger,1,0,0,0,,14,Icon_Ability_None,,,1,5,7,0,0,,,0
1124,Shurieger,0,14,24,1,1,24,,,0,0,0,0,1,,0,,,,,BP_Shurieger,Icon_MonsterCore_Shurieger,1,0,0,0,,14,Icon_Ability_None,,,1,5,7,0,0,,,0
1125,Shurieger,0,14,24,1,1,25,,,0,0,0,0,1,,0,,,,,BP_Shurieger,Icon_MonsterCore_Shurieger,1,0,0,0,,14,Icon_Ability_None,,,1,5,7,0,0,,,0
1126,Shurieger,0,14,24,1,1,26,,,0,0,0,0,1,,0,,,,,BP_Shurieger,Icon_MonsterCore_Shurieger,1,0,0,0,,14,Icon_Ability_None,,,1,5,7,0,0,,,0
1127,Shurieger,0,14,24,1,1,27,,,0,0,0,0,1,,0,,,,,BP_Shurieger,Icon_MonsterCore_Shurieger,1,0,0,0,,14,Icon_Ability_None,,,1,5,7,0,0,,,0
1128,Shurieger,0,14,24,1,1,28,,,0,0,0,0,1,,0,,,,,BP_Shurieger,Icon_MonsterCore_Shurieger,1,0,0,0,,14,Icon_Ability_None,,,1,5,7,0,0,,,0
1129,Shurieger,0,14,24,1,1,29,,,0,0,0,0,1,,0,,,,,BP_Shurieger,Icon_MonsterCore_Shurieger,1,0,0,0,,14,Icon_Ability_None,,,1,5,7,0,0,,,0
1130,Shurieger,0,14,24,1,1,30,,,0,0,0,0,1,,0,,,,,BP_Shurieger,Icon_MonsterCore_Shurieger,1,0,0,0,,14,Icon_Ability_None,,,1,5,7,0,0,,,0
1131,Shurieger,0,14,24,1,1,31,,,0,0,0,0,1,,0,,,,,BP_Shurieger,Icon_MonsterCore_Shurieger,1,0,0,0,,14,Icon_Ability_None,,,1,5,7,0,0,,,0
1132,Shurieger,0,14,24,1,1,32,,,0,0,0,0,1,,0,,,,,BP_Shurieger,Icon_MonsterCore_Shurieger,1,0,0,0,,14,Icon_Ability_None,,,1,5,7,0,0,,,0
1133,Shurieger,0,14,24,1,1,33,,,0,0,0,0,1,,0,,,,,BP_Shurieger,Icon_MonsterCore_Shurieger,1,0,0,0,,14,Icon_Ability_None,,,1,5,7,0,0,,,0
1134,Shurieger,0,14,24,1,1,34,,,0,0,0,0,1,,0,,,,,BP_Shurieger,Icon_MonsterCore_Shurieger,1,0,0,0,,14,Icon_Ability_None,,,1,5,7,0,0,,,0
1135,Shurieger,0,14,24,1,1,35,,,0,0,0,0,1,,0,,,,,BP_Shurieger,Icon_MonsterCore_Shurieger,1,0,0,0,,14,Icon_Ability_None,,,1,5,7,0,0,,,0
1136,Shurieger,0,14,24,1,1,36,,,0,0,0,0,1,,0,,,,,BP_Shurieger,Icon_MonsterCore_Shurieger,1,0,0,0,,14,Icon_Ability_None,,,1,5,7,0,0,,,0
1137,Shurieger,0,14,24,1,1,38,,,0,0,0,0,1,,0,,,,,BP_Shurieger,Icon_MonsterCore_Shurieger,1,0,0,0,,14,Icon_Ability_None,,,1,5,7,0,0,,,0
1138,Shurieger,0,14,24,1,1,40,,,0,0,0,0,1,,0,,,,,BP_Shurieger,Icon_MonsterCore_Shurieger,1,0,0,0,,14,Icon_Ability_None,,,1,5,7,0,0,,,0
1139,Shurieger,0,14,24,1,1,41,,,0,0,0,0,1,,0,,,,,BP_Shurieger,Icon_MonsterCore_Shurieger,1,0,0,0,,14,Icon_Ability_None,,,1,5,7,0,0,,,0
1140,Shurieger,0,14,24,1,1,42,,,0,0,0,0,1,,0,,,,,BP_Shurieger,Icon_MonsterCore_Shurieger,1,0,0,0,,14,Icon_Ability_None,,,1,5,7,0,0,,,0
1141,Shurieger,0,14,24,1,1,44,,,0,0,0,0,1,,0,,,,,BP_Shurieger,Icon_MonsterCore_Shurieger,1,0,0,0,,14,Icon_Ability_None,,,1,5,7,0,0,,,0
1142,Shurieger,0,14,24,1,1,46,,,0,0,0,0,1,,0,,,,,BP_Shurieger,Icon_MonsterCore_Shurieger,1,0,0,0,,14,Icon_Ability_None,,,1,5,7,0,0,,,0
1143,Shurieger,0,14,24,1,1,48,,,0,0,0,0,1,,0,,,,,BP_Shurieger,Icon_MonsterCore_Shurieger,1,0,0,0,,14,Icon_Ability_None,,,1,5,7,0,0,,,0
1144,Shurieger,0,14,24,1,1,50,,,0,0,0,0,1,,0,,,,,BP_Shurieger,Icon_MonsterCore_Shurieger,1,0,0,0,,14,Icon_Ability_None,,,1,5,7,0,0,,,0
1145,Shurieger,0,14,24,1,1,52,,,0,0,0,0,1,,0,,,,,BP_Shurieger,Icon_MonsterCore_Shurieger,1,0,0,0,,14,Icon_Ability_None,,,1,5,7,0,0,,,0
1146,Shurieger,0,14,24,1,1,54,,,0,0,0,0,1,,0,,,,,BP_Shurieger,Icon_MonsterCore_Shurieger,1,0,0,0,,14,Icon_Ability_None,,,1,5,7,0,0,,,0
1147,Shurieger,0,14,24,1,1,58,,,0,0,0,0,1,,0,,,,,BP_Shurieger,Icon_MonsterCore_Shurieger,1,0,0,0,,14,Icon_Ability_None,,,1,5,7,0,0,,,0
1148,Shurieger,0,14,24,1,1,62,,,0,0,0,0,1,,0,,,,,BP_Shurieger,Icon_MonsterCore_Shurieger,1,0,0,0,,14,Icon_Ability_None,,,1,5,7,0,0,,,0
1149,Shurieger,0,14,24,1,1,66,,,0,0,0,0,1,,0,,,,,BP_Shurieger,Icon_MonsterCore_Shurieger,1,0,0,0,,14,Icon_Ability_None,,,1,5,7,0,0,,,0
1150,Shurieger,0,14,24,1,1,70,,,0,0,0,0,1,,0,,,,,BP_Shurieger,Icon_MonsterCore_Shurieger,1,0,0,0,,14,Icon_Ability_None,,,1,5,7,0,0,,,0
1151,Shurieger,0,14,24,1,1,74,,,0,0,0,0,1,,0,,,,,BP_Shurieger,Icon_MonsterCore_Shurieger,1,0,0,0,,14,Icon_Ability_None,,,1,5,7,0,0,,,0
1152,Shurieger,0,14,24,1,1,78,,,0,0,0,0,1,,0,,,,,BP_Shurieger,Icon_MonsterCore_Shurieger,1,0,0,0,,14,Icon_Ability_None,,,1,5,7,0,0,,,0
1153,Shurieger,0,14,24,1,1,84,,,0,0,0,0,1,,0,,,,,BP_Shurieger,Icon_MonsterCore_Shurieger,1,0,0,0,,14,Icon_Ability_None,,,1,5,7,0,0,,,0
1154,Shurieger,0,14,24,1,1,90,,,0,0,0,0,1,,0,,,,,BP_Shurieger,Icon_MonsterCore_Shurieger,1,0,0,0,,14,Icon_Ability_None,,,1,5,7,0,0,,,0
1155,Shurieger,0,14,24,1,1,94,,,0,0,0,0,1,,0,,,,,BP_Shurieger,Icon_MonsterCore_Shurieger,1,0,0,0,,14,Icon_Ability_None,,,1,5,7,0,0,,,0
1156,Shurieger,0,14,24,1,1,100,,,0,0,0,0,1,,0,,,,,BP_Shurieger,Icon_MonsterCore_Shurieger,1,0,0,0,,14,Icon_Ability_None,,,1,5,7,0,0,,,0
1157,Shurieger,0,14,24,1,1,104,,,0,0,0,0,1,,0,,,,,BP_Shurieger,Icon_MonsterCore_Shurieger,1,0,0,0,,14,Icon_Ability_None,,,1,5,7,0,0,,,0
1158,Shurieger,0,14,24,1,1,108,,,0,0,0,0,1,,0,,,,,BP_Shurieger,Icon_MonsterCore_Shurieger,1,0,0,0,,14,Icon_Ability_None,,,1,5,7,0,0,,,0
1159,Shurieger,0,14,24,1,1,112,,,0,0,0,0,1,,0,,,,,BP_Shurieger,Icon_MonsterCore_Shurieger,1,0,0,0,,14,Icon_Ability_None,,,1,5,7,0,0,,,0
1160,Shurieger,0,14,24,1,1,116,,,0,0,0,0,1,,0,,,,,BP_Shurieger,Icon_MonsterCore_Shurieger,1,0,0,0,,14,Icon_Ability_None,,,1,5,7,0,0,,,0
1161,Shurieger,0,14,24,1,1,120,,,0,0,0,0,1,,0,,,,,BP_Shurieger,Icon_MonsterCore_Shurieger,1,0,0,0,,14,Icon_Ability_None,,,1,5,7,0,0,,,0
1162,Shurieger,0,14,24,1,1,124,,,0,0,0,0,1,,0,,,,,BP_Shurieger,Icon_MonsterCore_Shurieger,1,0,0,0,,14,Icon_Ability_None,,,1,5,7,0,0,,,0
1163,Shurieger,0,14,24,1,1,128,,,0,0,0,0,1,,0,,,,,BP_Shurieger,Icon_MonsterCore_Shurieger,1,0,0,0,,14,Icon_Ability_None,,,1,5,7,0,0,,,0
1164,Shurieger,0,14,24,1,1,132,,,0,0,0,0,1,,0,,,,,BP_Shurieger,Icon_MonsterCore_Shurieger,1,0,0,0,,14,Icon_Ability_None,,,1,5,7,0,0,,,0
1165,Shurieger,0,14,24,1,1,136,,,0,0,0,0,1,,0,,,,,BP_Shurieger,Icon_MonsterCore_Shurieger,1,0,0,0,,14,Icon_Ability_None,,,1,5,7,0,0,,,0
1166,Shurieger,0,14,24,1,1,140,,,0,0,0,0,1,,0,,,,,BP_Shurieger,Icon_MonsterCore_Shurieger,1,0,0,0,,14,Icon_Ability_None,,,1,5,7,0,0,,,0
1167,Shurieger,0,14,24,1,1,146,,,0,0,0,0,1,,0,,,,,BP_Shurieger,Icon_MonsterCore_Shurieger,1,0,0,0,,14,Icon_Ability_None,,,1,5,7,0,0,,,0
1168,Shurieger,0,14,24,1,1,150,,,0,0,0,0,1,,0,,,,,BP_Shurieger,Icon_MonsterCore_Shurieger,1,0,0,0,,14,Icon_Ability_None,,,1,5,7,0,0,,,0
1169,Shurieger,0,14,24,1,1,156,,,0,0,0,0,1,,0,,,,,BP_Shurieger,Icon_MonsterCore_Shurieger,1,0,0,0,,14,Icon_Ability_None,,,1,5,7,0,0,,,0
1170,Shurieger,0,14,24,1,1,162,,,0,0,0,0,1,,0,,,,,BP_Shurieger,Icon_MonsterCore_Shurieger,1,0,0,0,,14,Icon_Ability_None,,,1,5,7,0,0,,,0
1171,Shurieger,0,14,24,1,1,168,,,0,0,0,0,1,,0,,,,,BP_Shurieger,Icon_MonsterCore_Shurieger,1,0,0,0,,14,Icon_Ability_None,,,1,5,7,0,0,,,0
1172,Shurieger,0,14,24,1,1,174,,,0,0,0,0,1,,0,,,,,BP_Shurieger,Icon_MonsterCore_Shurieger,1,0,0,0,,14,Icon_Ability_None,,,1,5,7,0,0,,,0
1173,Shurieger,0,14,24,1,1,182,,,0,0,0,0,1,,0,,,,,BP_Shurieger,Icon_MonsterCore_Shurieger,1,0,0,0,,14,Icon_Ability_None,,,1,5,7,0,0,,,0
1174,Shurieger,0,14,24,1,1,190,,,0,0,0,0,1,,0,,,,,BP_Shurieger,Icon_MonsterCore_Shurieger,1,0,0,0,,14,Icon_Ability_None,,,1,5,7,0,0,,,0
1175,Shurieger,0,14,24,1,1,198,,,0,0,0,0,1,,0,,,,,BP_Shurieger,Icon_MonsterCore_Shurieger,1,0,0,0,,14,Icon_Ability_None,,,1,5,7,0,0,,,0
1176,Shurieger,0,14,24,1,1,206,,,0,0,0,0,1,,0,,,,,BP_Shurieger,Icon_MonsterCore_Shurieger,1,0,0,0,,14,Icon_Ability_None,,,1,5,7,0,0,,,0
1177,Shurieger,0,14,24,1,1,214,,,0,0,0,0,1,,0,,,,,BP_Shurieger,Icon_MonsterCore_Shurieger,1,0,0,0,,14,Icon_Ability_None,,,1,5,7,0,0,,,0
1178,Shurieger,0,14,24,1,1,222,,,0,0,0,0,1,,0,,,,,BP_Shurieger,Icon_MonsterCore_Shurieger,1,0,0,0,,14,Icon_Ability_None,,,1,5,7,0,0,,,0
1179,Shurieger,0,14,24,1,1,230,,,0,0,0,0,1,,0,,,,,BP_Shurieger,Icon_MonsterCore_Shurieger,1,0,0,0,,14,Icon_Ability_None,,,1,5,7,0,0,,,0
1180,Shurieger,0,14,24,1,1,236,,,0,0,0,0,1,,0,,,,,BP_Shurieger,Icon_MonsterCore_Shurieger,1,0,0,0,,14,Icon_Ability_None,,,1,5,7,0,0,,,0
1181,Shurieger,0,14,24,1,1,242,,,0,0,0,0,1,,0,,,,,BP_Shurieger,Icon_MonsterCore_Shurieger,1,0,0,0,,14,Icon_Ability_None,,,1,5,7,0,0,,,0
1182,Shurieger,0,14,24,1,1,248,,,0,0,0,0,1,,0,,,,,BP_Shurieger,Icon_MonsterCore_Shurieger,1,0,0,0,,14,Icon_Ability_None,,,1,5,7,0,0,,,0
1183,Shurieger,0,14,24,1,1,254,,,0,0,0,0,1,,0,,,,,BP_Shurieger,Icon_MonsterCore_Shurieger,1,0,0,0,,14,Icon_Ability_None,,,1,5,7,0,0,,,0
1184,Shurieger,0,14,24,1,1,262,,,0,0,0,0,1,,0,,,,,BP_Shurieger,Icon_MonsterCore_Shurieger,1,0,0,0,,14,Icon_Ability_None,,,1,5,7,0,0,,,0
1185,Shurieger,0,14,24,1,1,268,,,0,0,0,0,1,,0,,,,,BP_Shurieger,Icon_MonsterCore_Shurieger,1,0,0,0,,14,Icon_Ability_None,,,1,5,7,0,0,,,0
1186,Shurieger,0,14,24,1,1,274,,,0,0,0,0,1,,0,,,,,BP_Shurieger,Icon_MonsterCore_Shurieger,1,0,0,0,,14,Icon_Ability_None,,,1,5,7,0,0,,,0
