Id,EffectType,EffectParam,EffectGrowth1,EffectGrowth2,PointCount
40006,3,"100,5000",1,1,
40007,4,"100,5000",1,1,
40008,5,"100,5000",1,1,
40009,6,"100,5000",1,1,
40010,7,"1000,5000",1,1,
40011,9,"100,5000",1,1,
40012,14,"100,5000",1,1,
40013,15,"100,5000",1,1,
40014,16,"100,5000",1,1,
40015,17,"100,5000",1,1,
40016,18,"100,5000",1,1,
40017,19,"100,5000",1,1,
40018,20,"100,5000",1,1,
40019,21,"100,5000",1,1,
40020,22,"100,5000",1,1,
40021,23,"100,5000",1,1,
40022,24,"100,5000",1,1,
40023,26,"100,5000",1,1,
40024,27,"100,5000",1,1,
40025,28,"100,5000",1,1,
40026,29,"100,5000",1,1,
40027,30,"100,5000",1,1,
40028,31,"100,5000",1,1,
40029,32,"100,5000",1,1,
40030,33,"100,5000",1,1,
40031,34,"100,5000",1,1,
40032,35,"100,5000",1,1,
40033,36,"100,5000",1,1,
40034,37,"100,5000",1,1,
40035,38,"100,5000",1,1,
40036,39,"100,5000",1,1,
40037,40,"100,5000",1,1,
40038,41,"100,5000",1,1,
40039,42,"100,5000",1,1,
40040,43,"100,5000",1,1,
40041,44,"100,5000",1,1,
40042,45,"100,5000",1,1,
40043,46,"100,5000",1,1,
40044,48,"100,5000",1,1,
40045,51,"100,5000",1,1,
40046,52,"100,5000",1,1,
40047,53,"100,5000",1,1,
40048,54,"100,5000",1,1,
40049,58,"100,5000",1,1,
40050,59,"100,5000",1,1,
40051,60,"100,5000",1,1,
40052,61,"100,5000",1,1,
40053,62,"2000,5000",1,1,
40054,65,"100,5000",1,1,
40055,66,"100,5000",1,1,
40056,67,"100,5000",1,1,
40057,70,"100,5000",1,1,
40058,75,"100,5000",1,1,
40059,76,"100,5000",1,1,
40060,77,"100,5000",1,1,
40061,78,"100,5000",1,1,
40062,79,"100,5000",1,1,
40063,81,"100,5000",1,1,
40064,87,"100,5000",1,1,
40065,89,"100,5000",1,1,
40066,97,"100,5000",1,1,
40067,98,"100,5000",1,1,
40068,99,"100,5000",1,1,
40069,103,"100,5000",1,1,
40070,104,"100,5000",1,1,
40071,100,"100,5000",1,1,
40072,101,"100,5000",1,1,
40073,102,"100,5000",1,1,
40074,10,"100,5000",1,1,
40075,11,"100,5000",1,1,
40076,12,"100,5000",1,1,
40077,13,"100,5000",1,1,
50001,43,"100,100,15000,15000",1.5,1.5,
50002,7,"-3000,-3000",1.5,1.5,
50002,62,"-3000,-3000",1.5,1.5,
50003,31,"-3000,-3000",1.5,1.5,
50004,43,"100,100,15000,15000",1.5,1.5,
50005,74,"0,0",,,
50006,43,"100,100,15000,15000",1.5,1.5,
50007,43,"100,100,15000,15000",1.5,1.5,
50008,23,"-3000,-3000",1.5,1.5,
50008,3,"-3000,-3000",1.5,1.5,
50010,74,"0,0",,,
60099,43,"15,15,30000,30000",1.5,1.5,
60103,62,,,,
60118,21,"100000, 100000",0,0,
60118,22,"100000, 100000",0,0,
60136,74,"0,0",,,
60137,74,"0,0",,,
71023,62,"-4000,-4000",,,
71452,43,"0,0,30000,30000",1.5,1.5,
71462,43,"0,0,25000,25000",1.5,1.5,
73013,3,"3000,3000",,,
73013,4,"3000,3000",,,
73013,7,"2000,2000",,,
73022,3,"-1000,-1000",,,
73022,4,"-1000,-1000",,,
73031,23,"-1000,-1000",,,
73031,24,"-1000,-1000",,,
73033,3,"500,500",,,
73033,7,"1000,1000",,,
74011,74,"0,0",,,
74022,111,"100,100",1.5,1.5,
74032,109,"2000,2000",1.5,1.5,
74042,44,"500,500,30000,30000",,,
74051,44,"500,500,52000,52000",1.5,1.5,
74051,62,"-3000,-3000",1.5,1.5,
74062,62,"-6000,-6000",1.5,1.5,
74071,44,"500,500,45000,45000",1.5,1.5,
74072,62,"-7500,-7500",1.5,1.5,
74082,1,"5000,5000",1.5,1.5,
74083,62,"5000,5000",1.5,1.5,
74084,23,"-5000,-5000",1.5,1.5,
74085,1,"5000,5000",1.5,1.5,
74086,62,"5000,5000",1.5,1.5,
74087,23,"-5000,-5000",1.5,1.5,
74088,1,"5000,5000",1.5,1.5,
74089,62,"5000,5000",1.5,1.5,
74090,23,"-5000,-5000",1.5,1.5,
74091,1,"3000,3000",1.5,1.5,
74092,62,"3000,3000",1.5,1.5,
74093,23,"-5000,-5000",1.5,1.5,
74094,74,"10000,10000",1.5,1.5,
74095,37,"-10000,-10000",1.5,1.5,
74111,62,"-7500,-7500",1.5,1.5,
74121,37,"-10000,-10000",1.5,1.5,
74122,43,"500,500,15000,15000",1.5,1.5,
74131,43,"500,500,15000,15000",1.5,1.5,
74132,74,"10000,10000",1.5,1.5,
74134,47,,,,
741341,43,"0,0,100000,100000",,,
741342,74,,,,
741351,115,"74136,0",,,
7413511,84,,,,
741352,128,,,,
741353,43,,1.5,1.5,
77001,43,"0,0,15000,15000",1.5,1.5,
77002,7,"-3000,-3000",1.5,1.5,
77002,62,"-4500,-4500",1.5,1.5,
77003,31,"-3000,-3000",1.5,1.5,
77004,43,"0,0,15000,15000",1.5,1.5,
77004,23,"-2000,-2000",1.5,1.5,
77005,74,"0,0",,,
77006,43,"100,100,15000,15000",1.5,1.5,
77006,3,"-2000,-2000",1.5,1.5,
77006,4,"-2000,-2000",1.5,1.5,
77007,43,"0,0,15000,15000",1.5,1.5,
77007,62,"-3000,-3000",1.5,1.5,
77008,24,"-3000,-3000",1.5,1.5,
77008,4,"-3000,-3000",1.5,1.5,
77008,23,"-3000,-3000",1.5,1.5,
77008,3,"-3000,-3000",1.5,1.5,
77085,3,"-1000,-1000",,,
801011,3,"5000,5000",1,1,
801011,4,"5000,5000",1,1,
801012,3,"3000,3000",1,1,
801013,4,"3000,3000",1,1,
801021,7,"5000,5000",1,1,
801022,7,"2000,2000",1,1,
801031,23,"30000,30000",1,1,
801031,24,"30000,30000",1,1,
801032,23,"3500,3500",1,1,
801033,24,"3500,3500",1,1,
801041,62,"3000,3000",1,1,
801042,62,"3000,3000",1,1,
80105,59,"4000,4000",1,1,
80106,61,"4000,4000",1,1,
90001,59,"300,1200",1,1,
90002,61,"300,1200",1,1,
90003,23,"300,1200",1,1,
90003,24,"300,1200",1,1,
90004,3,"300,1200",1,1,
90004,4,"300,1200",1,1,
90005,30,"300,1200",1,1,
90006,27,"300,1200",1,1,
90007,62,"300,1200",1,1,
90008,9,"300,1200",1,1,
90009,12,"300,1200",1,1,
905001,89,"100,100",1,1,
905001,57,"100,100",1,1,
905001,120,"100,100",1,1,
905001,122,"100,100",1,1,
905001,123,"100,100",1,1,
905002,89,"200,200",1,1,
905002,57,"200,200",1,1,
905002,120,"100,100",1,1,
905002,122,"100,100",1,1,
905002,123,"100,100",1,1,
905002,105,"100,100",1,1,
905002,100,"100,100",1,1,
905003,89,"300,300",1,1,
905003,57,"300,300",1,1,
905003,120,"200,200",1,1,
905003,122,"200,200",1,1,
905003,123,"200,200",1,1,
905003,105,"100,100",1,1,
905003,100,"100,100",1,1,
905004,89,"400,400",1,1,
905004,57,"400,400",1,1,
905004,120,"200,200",1,1,
905004,122,"200,200",1,1,
905004,123,"200,200",1,1,
905004,105,"200,200",1,1,
905004,100,"200,200",1,1,
905005,89,"500,500",1,1,
905005,57,"500,500",1,1,
905005,120,"300,300",1,1,
905005,122,"300,300",1,1,
905005,123,"300,300",1,1,
905005,105,"200,200",1,1,
905005,100,"200,200",1,1,
905006,89,"600,600",1,1,
905006,57,"600,600",1,1,
905006,120,"300,300",1,1,
905006,122,"300,300",1,1,
905006,123,"300,300",1,1,
905006,105,"300,300",1,1,
905006,100,"300,300",1,1,
905007,89,"700,700",1,1,
905007,57,"700,700",1,1,
905007,120,"400,400",1,1,
905007,122,"400,400",1,1,
905007,123,"400,400",1,1,
905007,105,"300,300",1,1,
905007,100,"300,300",1,1,
905008,89,"800,800",1,1,
905008,57,"800,800",1,1,
905008,120,"400,400",1,1,
905008,122,"400,400",1,1,
905008,123,"400,400",1,1,
905008,105,"400,400",1,1,
905008,100,"400,400",1,1,
905009,89,"900,900",1,1,
905009,57,"900,900",1,1,
905009,120,"500,500",1,1,
905009,122,"500,500",1,1,
905009,123,"500,500",1,1,
905009,105,"400,400",1,1,
905009,100,"400,400",1,1,
905010,89,"1000,1000",1,1,
905010,57,"1000,1000",1,1,
905010,120,"500,500",1,1,
905010,122,"500,500",1,1,
905010,123,"500,500",1,1,
905010,105,"500,500",1,1,
905010,100,"500,500",1,1,
905101,21,"500,500",1,1,
905101,22,"500,500",1,1,
905102,58,"1000,1000",1,1,
905102,60,"1000,1000",1,1,
905103,1,"500,500",1,1,
905103,2,"500,500",1,1,
905104,21,"1200,1200",1,1,
905104,22,"1200,1200",1,1,
905105,58,"2000,2000",1,1,
905105,60,"2000,2000",1,1,
905106,1,"1200,1200",1,1,
905106,2,"1200,1200",1,1,
905107,21,"2000,2000",1,1,
905107,22,"2000,2000",1,1,
905107,10,"500,500",1,1,
905108,58,"3000,3000",1,1,
905108,60,"3000,3000",1,1,
905108,10,"500,500",1,1,
905109,1,"2000,2000",1,1,
905109,2,"2000,2000",1,1,
905109,10,"500,500",1,1,
905501,3,"1000,1000",1,1,
905502,4,"1000,1000",1,1,
905503,23,"1000,1000",1,1,
905504,24,"1000,1000",1,1,
905505,62,"1500,1500",1,1,
905506,105,"5000,5000",1,1,
905507,7,"2000,2000",1,1,
905508,28,"5000,5000",1,1,
905509,102,"10000,10000",1,1,
905510,36,"2000,2000",1,1,
905511,40,"1000,1000",1,1,
905512,140,"3000,3000",1,1,
905513,101,"10000,10000",1,1,
905514,116,"201,0",1,1,
905515,116,"202,0",1,1,
905516,120,"2500,2500",1,1,
905601,115,"905602,0",1,1,
905602,62,"3000,3000",1,1,
905603,115,"905604,0",1,1,
905604,62,"-5000,-5000",1,1,
905605,116,"203,0",1,1,
905606,115,"905607,0",1,1,
905607,136,"5000,5000",1,1,
905608,3,"2000,2000",1,1,
905608,4,"2000,2000",1,1,
905608,23,"-6000,-6000",1,1,
905608,24,"-6000,-6000",1,1,
905609,3,"-1500,-1500",1,1,
905609,4,"-1500,-1500",1,1,
905609,23,"10000,10000",1,1,
905609,24,"10000,10000",1,1,
905610,99,"5000,5000",1,1,
905611,115,"905612,0",1,1,
905612,144,"2000,2000,1",,,
906000,55,,1,1,
906001,115,"906002,0",1,1,
906002,111,"5000,5000",1,1,
906003,62,"2500,2500",1,1,
906100,55,,1,1,
906100,62,"3000,3000",1,1,
906101,111,"5000,5000",1,1,
906102,62,"3000,3000",1,1,
906500,55,,1,1,
906500,99,"10000,10000",1,1,
906501,3,"3000,3000",1,1,
906501,4,"3000,3000",1,1,
906501,23,"3000,3000",1,1,
906501,24,"3000,3000",1,1,
906501,7,"3000,3000",1,1,
906501,62,"3000,3000",1,1,
11,33,"5000,5000",1.5,1.5,
11,34,"5000,5000",1.5,1.5,
12,74,"0,0",,,
100001,55,"0,0",,,
100002,56,"0,0",,,
100003,73,"0,0",,,
100004,71,"0,0",,,
100005,68,"0,0",,,
100006,3,"1000,1000",1.5,1.5,
100006,4,"1000,1000",1.5,1.5,
100007,3,"1000,1000",1.5,1.5,
100007,4,"1000,1000",1.5,1.5,
100008,3,"3000,3000",1.5,1.5,
100008,4,"3000,3000",1.5,1.5,
100011,33,"100,100",1.5,1.5,
100011,34,"100,100",1.5,1.5,
100012,33,"200,200",1.5,1.5,
100012,34,"200,200",1.5,1.5,
100013,33,"300,300",1.5,1.5,
100013,34,"300,300",1.5,1.5,
100014,33,"400,400",1.5,1.5,
100014,34,"400,400",1.5,1.5,
100015,33,"500,500",1.5,1.5,
100015,34,"500,500",1.5,1.5,
100016,33,"600,600",1.5,1.5,
100016,34,"600,600",1.5,1.5,
100017,33,"700,700",1.5,1.5,
100017,34,"700,700",1.5,1.5,
100018,33,"800,800",1.5,1.5,
100018,34,"800,800",1.5,1.5,
100019,33,"900,900",1.5,1.5,
100019,34,"900,900",1.5,1.5,
100020,33,"1000,1000",1.5,1.5,
100020,34,"1000,1000",1.5,1.5,
100021,3,"-5000,-5000",1.5,1.5,
100021,4,"-5000,-5000",1.5,1.5,
100021,23,"-5000,-5000",1.5,1.5,
100021,24,"-5000,-5000",1.5,1.5,
100031,3,"500,500",1.5,1.5,
100031,23,"500,500",1.5,1.5,
200000,55,"0,0",,,
200001,62,"1000,1000",1,1,
200001,7,"1000,1000",1,1,
200002,62,"1000,1000",1,1,
200002,140,"1500,1500",1,1,
200003,3,"100,100",1.5,1.5,
200003,4,"100,100",1.5,1.5,
200003,23,"100,100",1.5,1.5,
200003,24,"100,100",1.5,1.5,
200004,3,"200,200",1.5,1.5,
200004,4,"200,200",1.5,1.5,
200004,23,"200,200",1.5,1.5,
200004,24,"200,200",1.5,1.5,
200005,3,"300,300",1.5,1.5,
200005,4,"300,300",1.5,1.5,
200005,23,"300,300",1.5,1.5,
200005,24,"300,300",1.5,1.5,
200006,3,"400,400",1.5,1.5,
200006,4,"400,400",1.5,1.5,
200006,23,"400,400",1.5,1.5,
200006,24,"400,400",1.5,1.5,
200007,3,"500,500",1.5,1.5,
200007,4,"500,500",1.5,1.5,
200007,23,"500,500",1.5,1.5,
200007,24,"500,500",1.5,1.5,
200008,3,"600,600",1.5,1.5,
200008,4,"600,600",1.5,1.5,
200008,23,"600,600",1.5,1.5,
200008,24,"600,600",1.5,1.5,
200009,3,"700,700",1.5,1.5,
200009,4,"700,700",1.5,1.5,
200009,23,"700,700",1.5,1.5,
200009,24,"700,700",1.5,1.5,
300001,87,"5000,0",,,
300002,3,"150,0",,,
300002,4,"150,0",,,
300002,23,"150,0",,,
300002,24,"150,0",,,
300003,3,"200,0",,,
300003,4,"200,0",,,
300003,23,"200,0",,,
300003,24,"200,0",,,
300004,3,"250,0",,,
300004,4,"250,0",,,
300004,23,"250,0",,,
300004,24,"250,0",,,
300005,3,"300,0",,,
300005,4,"300,0",,,
300005,23,"300,0",,,
300005,24,"300,0",,,
301001,120,"5000,0",,,
301002,116,"101,0",,,
301003,116,"111,0",,,
301004,116,"102,0",,,
301005,116,"112,0",,,
301006,116,"113,0",,,
301007,116,"115,0",,,
301008,116,"114,0",,,
301009,116,"116,0",,,
301010,116,"104,0",,,
301011,116,"117,0",,,
301012,116,"105,0",,,
301013,116,"118,0",,,
301014,116,"109,0",,,
301015,116,"107,0",,,
301016,116,"110,0",,,
301017,116,"108,0",,,
301018,62,"250,0",,,
302001,122,"2000,0",,,
302001,123,"2000,0",,,
302002,87,"2000,0",,,
302002,120,"2000,0",,,
302003,57,"2000,0",,,
302003,89,"2000,0",,,
400001,89,"500,500",,,
400001,87,"500,500",,,
400001,62,"300,300",,,
400002,3,"1500,1500",1,1,
400002,4,"1500,1500",1,1,
400002,23,"1500,1500",1,1,
400002,24,"1500,1500",1,1,
400002,7,"1000,1000",1,1,
500001,3,"15000,15000",1,1,
500001,4,"15000,15000",1,1,
500001,23,"15000,15000",1,1,
500001,24,"15000,15000",1,1,
500001,7,"10000,10000",1,1,
500001,62,"10000,10000",1,1,
510001,62,"800,800",1,1,
900001,30,"100,100",1,1,
301,62,"3000,0",,,
302,105,"5000,0",,,
303,106,"10000,0",,,
304,106,"10000,0",,,
305,115,"306,0",,,
306,106,"10000,0",,,
401,115,"402,0",,,
402,111,"500,500",,,
403,55,,,,
403,99,"10000,10000",,,
451,55,,,,
451,99,"10000,10000",,,
452,62,"5000,5000",,,
453,55,,,,
453,99,"10000,10000",,,
454,62,"5000,5000",,,
501,119,,,,
502,119,,,,
503,119,,,,
510,87,"10000,0",,,
511,87,"20000,0",,,
601,74,,,,
720212,74,"0,0",,,
1720212,74,"0,0",,,
720222,43,"0,0,75000,75000",,,
1720222,43,"0,0,75000,75000",,,
720232,23,"-5000,-5000",,,
720233,24,"-5000,-5000",,,
720234,62,"-5000,-5000",,,
1720232,23,"-5000,-5000",,,
1720233,24,"-5000,-5000",,,
1720234,62,"-5000,-5000",,,
720241,56,,,,
720242,55,,,,
720243,99,"10000,10000",,,
720243,74,"0,0",,,
720251,3,"1000,1000",,,
720251,4,"1000,1000",,,
720251,7,"5000,5000",,,
720251,28,"500,500",,,
720251,62,"3000,3000",1,1,
720251,9,"1000,1000",,,
720251,38,"1000,1000",,,
720251,11,"300,300",,,
720282,62,"-7500,-7500",,,
721211,23,"5000,5000",,,
721211,24,"5000,5000",,,
721222,43,"0,0,20000,20000",,,
7212411,84,,,,
721241,84,,,,
721242,84,,,,
721243,84,,,,
721244,84,,,,
721245,84,,,,
721246,84,,,,
721301,74,,,,
721321,62,"-100000,-100000",,,
721332,3,"40,40",,,
721332,62,"100,100",,,
721332,7,"70,70",,,
721341,84,,,,
17200022,43,"0,0,30000,30000",,,
17200032,115,172029,,,
17200033,74,,,,
17200052,74,,,,
17200091,3,"10000,10000",,,
17200091,62,"10000,10000",,,
17200091,7,"10000,10000",,,
720301,55,,,,
720312,43,"0,0,100000,100000",1,1,
720321,55,,1,1,
720351,3,"1000,1000",1,1,
720351,4,"1000,1000",1,1,
720351,62,"5000,5000",1,1,
720352,7,"5000,5000",1,1,
720353,3,"1000,1000",1,1,
720353,4,"1000,1000",1,1,
720353,62,"5000,5000",1,1,
720353,7,"5000,5000",1,1,
720353,136,"-6500,-6500",1,1,
720361,43,"0,0,35000,35000",1,1,
72038,21,"-8000,-8000",1,1,
72038,22,"-8000,-8000",1,1,
172035,3,"5000,5000",1,1,
720372,74,"0,0",,,
7203721,74,"0,0",,,
720391,84,,,,
720441,44,"0,0,15000,150000",,,
720451,4,"2000,2000",,,
720451,3,"2000,2000",,,
720451,127,3000,,,
720461,125,,,,
720472,74,,,,
720482,128,,,,
720511,84,,,,
720541,84,,,,
720551,84,,,,
720561,84,,,,
600,125,,,,
741141,74,,,,
741171,74,,,,
741191,84,,,,
7411911,74,,,,
7411911,27,"-8000,-8000",1,1,
7411911,23,"-6200,-6200",1,1,
7411911,24,"-6200,-6200",1,1,
7411912,73,,,,
601391,7,"-5000,-5000",,,
601402,31,"-5000,-5000",,,
601412,43,"0,0,50000,50000",,,
601441,44,"0,0,50000,50000",,,
601462,74,,,,
601472,74,,,,
601612,74,,,,
601622,62,"-5000,-5000",,,
601622,7,"-5000,-5000",,,
601642,43,"100,100,15000,15000",1.5,1.5,
50074,1,"-1000,-1000",1,1,
50074,2,"-1000,-1000",1,1,
74096,29,"-8000,-8000",1,1,
74097,23,"2000,2000",1,1,
74098,24,"2000,2000",1,1,
910245,1,"1500,1500",1,1,
910245,2,"1500,1500",1,1,
910246,58,"3000,3000",1,1,
910247,60,"3000,3000",1,1,
910248,21,"2000,2000",1,1,
910248,22,"2000,2000",1,1,
910249,21,"2000,2000",1,1,
910249,22,"2000,2000",1,1,
910250,1,"1500,1500",1,1,
910250,2,"1500,1500",1,1,
910251,9,"300,300",1,1,
910252,58,"3000,3000",1,1,
910253,21,"2000,2000",1,1,
910253,22,"2000,2000",1,1,
910254,1,"1500,1500",1,1,
910254,2,"1500,1500",1,1,
602,74,,,,
602,73,,,,
800000,84,,,,
801043,133,"20000,20000",1,1,
801044,115,"8010441,0",1,1,
801045,55,,,,
801046,115,"8010461,0",1,1,
8010461,3,"3000,3000",1,1,
8010461,4,"3000,3000",1,1,
8010461,23,"3000,3000",1,1,
8010461,24,"3000,3000",1,1,
801047,74,,,,
801048,3,"2500,2500",1,1,
801048,4,"2500,2500",1,1,
801048,7,"4000,4000",1,1,
93506,3,"2000,2000",1,1,
93506,4,"2000,2000",1,1,
93506,23,"3000,3000",1,1,
93506,24,"3000,3000",1,1,
93506,7,"3000,3000",1,1,
93506,62,"2000,2000",1,1,
94409,3,"3000,3000",1,1,
94409,4,"3000,3000",1,1,
94409,23,"3000,3000",1,1,
94409,24,"3000,3000",1,1,
94409,7,"3000,3000",1,1,
94409,62,"2000,2000",1,1,
805004,43,"10000,10000,1",1,1,
411005,23,"-800,-800",1,1,
411005,24,"-800,-800",1,1,
411010,74,,,,
411010,23,"-6000,-6000",,,
411010,24,"-6000,-6000",,,
411010,52,"20000,20000",,,
411011,43,"0,0,100000,100000",,,
411011,44,"0,0,100000,100000",,,
411018,3,"1300,1300",,,
411018,4,"1300,1300",,,
411018,23,"-1500,-1500",,,
411018,24,"-1500,-1500",,,
411018,7,"1500,1500",1,1,
411018,62,"1500,1500",1,1,
411019,125,,,,
411036,3,"1500,1500",1,1,
411036,4,"1500,1500",1,1,
411036,23,"4000,4000",1,1,
411036,24,"4000,4000",1,1,
411036,7,"3000,3000",1,1,
411036,62,"6500,6500",1,1,
411037,3,"2500,2500",1,1,
411037,4,"2500,2500",1,1,
411037,23,"7000,7000",1,1,
411037,24,"7000,7000",1,1,
411037,7,"3000,3000",1,1,
411037,62,"6500,6500",1,1,
411038,3,"3500,3500",1,1,
411038,4,"3500,3500",1,1,
411038,23,"10000,10000",1,1,
411038,24,"10000,10000",1,1,
411038,7,"3000,3000",1,1,
411038,62,"6500,6500",1,1,
412005,23,"-800,-800",1,1,
412005,24,"-800,-800",1,1,
412010,74,,,,
412010,23,"-6000,-6000",,,
412010,24,"-6000,-6000",,,
412010,52,"20000,20000",,,
412011,43,"0,0,100000,100000",,,
412011,44,"0,0,100000,100000",,,
