Index,Id,BoxType,BoxItemInfoId,MinItemCount,MaxItemCount
203,910104,1,320031,1,1
204,910104,1,330031,1,1
205,910104,1,310041,1,1
206,910104,1,320041,1,1
207,910104,1,330041,1,1
208,910104,1,310051,1,1
209,910104,1,320051,1,1
210,910104,1,330051,1,1
211,910111,1,110011,1,1
212,910111,1,110021,1,1
213,910111,1,110031,1,1
214,910111,1,120011,1,1
215,910111,1,120021,1,1
216,910111,1,120031,1,1
217,910111,1,130011,1,1
218,910111,1,130021,1,1
219,910111,1,130031,1,1
220,910111,1,140011,1,1
221,910111,1,140021,1,1
222,910111,1,140031,1,1
223,910111,1,150011,1,1
224,910111,1,150021,1,1
225,910111,1,150031,1,1
226,910111,1,160011,1,1
227,910111,1,160021,1,1
228,910111,1,160031,1,1
235,910111,1,210011,1,1
236,910111,1,220011,1,1
237,910111,1,230011,1,1
238,910111,1,240011,1,1
239,910111,1,210021,1,1
240,910111,1,220021,1,1
241,910111,1,230021,1,1
242,910111,1,240021,1,1
243,910111,1,210031,1,1
244,910111,1,220031,1,1
245,910111,1,230031,1,1
246,910111,1,240031,1,1
247,910111,1,210041,1,1
248,910111,1,220041,1,1
249,910111,1,230041,1,1
250,910111,1,240041,1,1
251,910111,1,210051,1,1
252,910111,1,220051,1,1
253,910111,1,230051,1,1
254,910111,1,240051,1,1
255,910111,1,210061,1,1
256,910111,1,220061,1,1
257,910111,1,230061,1,1
258,910111,1,240061,1,1
271,910111,1,310002,1,1
272,910111,1,320002,1,1
273,910111,1,330002,1,1
274,910111,1,310012,1,1
275,910111,1,320012,1,1
276,910111,1,330012,1,1
277,910111,1,310022,1,1
278,910111,1,320022,1,1
279,910111,1,330022,1,1
280,910111,1,310032,1,1
281,910111,1,320032,1,1
282,910111,1,330032,1,1
283,910111,1,310042,1,1
284,910111,1,320042,1,1
285,910111,1,330042,1,1
286,910111,1,310052,1,1
287,910111,1,320052,1,1
288,910111,1,330052,1,1
289,910112,1,110011,1,1
290,910112,1,110021,1,1
291,910112,1,110031,1,1
292,910112,1,120011,1,1
293,910112,1,120021,1,1
294,910112,1,120031,1,1
295,910112,1,130011,1,1
296,910112,1,130021,1,1
297,910112,1,130031,1,1
298,910112,1,140011,1,1
299,910112,1,140021,1,1
300,910112,1,140031,1,1
301,910112,1,150011,1,1
302,910112,1,150021,1,1
303,910112,1,150031,1,1
304,910112,1,160011,1,1
305,910112,1,160021,1,1
306,910112,1,160031,1,1
313,910113,1,210011,1,1
314,910113,1,220011,1,1
315,910113,1,230011,1,1
316,910113,1,240011,1,1
317,910113,1,210021,1,1
318,910113,1,220021,1,1
319,910113,1,230021,1,1
320,910113,1,240021,1,1
321,910113,1,210031,1,1
322,910113,1,220031,1,1
323,910113,1,230031,1,1
324,910113,1,240031,1,1
325,910113,1,210041,1,1
326,910113,1,220041,1,1
327,910113,1,230041,1,1
328,910113,1,240041,1,1
329,910113,1,210051,1,1
330,910113,1,220051,1,1
331,910113,1,230051,1,1
332,910113,1,240051,1,1
333,910113,1,210061,1,1
334,910113,1,220061,1,1
335,910113,1,230061,1,1
336,910113,1,240061,1,1
349,910114,1,310002,1,1
350,910114,1,320002,1,1
351,910114,1,330002,1,1
352,910114,1,310012,1,1
353,910114,1,320012,1,1
354,910114,1,330012,1,1
355,910114,1,310022,1,1
356,910114,1,320022,1,1
357,910114,1,330022,1,1
358,910114,1,310032,1,1
359,910114,1,320032,1,1
360,910114,1,330032,1,1
361,910114,1,310042,1,1
362,910114,1,320042,1,1
363,910114,1,330042,1,1
364,910114,1,310052,1,1
365,910114,1,320052,1,1
366,910114,1,330052,1,1
367,910121,1,110012,1,1
368,910121,1,110022,1,1
369,910121,1,110032,1,1
370,910121,1,120012,1,1
371,910121,1,120022,1,1
372,910121,1,120032,1,1
373,910121,1,130012,1,1
374,910121,1,130022,1,1
375,910121,1,130032,1,1
376,910121,1,140012,1,1
377,910121,1,140022,1,1
378,910121,1,140032,1,1
379,910121,1,150012,1,1
380,910121,1,150022,1,1
381,910121,1,150032,1,1
382,910121,1,160012,1,1
383,910121,1,160022,1,1
384,910121,1,160032,1,1
391,910121,1,210012,1,1
392,910121,1,220012,1,1
393,910121,1,230012,1,1
394,910121,1,240012,1,1
395,910121,1,210022,1,1
396,910121,1,220022,1,1
397,910121,1,230022,1,1
398,910121,1,240022,1,1
399,910121,1,210032,1,1
400,910121,1,220032,1,1
401,910121,1,230032,1,1
402,910121,1,240032,1,1
403,910121,1,210042,1,1
404,910121,1,220042,1,1
405,910121,1,230042,1,1
406,910121,1,240042,1,1
407,910121,1,210052,1,1
408,910121,1,220052,1,1
409,910121,1,230052,1,1
410,910121,1,240052,1,1
411,910121,1,210062,1,1
412,910121,1,220062,1,1
413,910121,1,230062,1,1
414,910121,1,240062,1,1
427,910121,1,310003,1,1
428,910121,1,320003,1,1
429,910121,1,330003,1,1
430,910121,1,310013,1,1
431,910121,1,320013,1,1
432,910121,1,330013,1,1
433,910121,1,310023,1,1
434,910121,1,320023,1,1
435,910121,1,330023,1,1
436,910121,1,310033,1,1
437,910121,1,320033,1,1
438,910121,1,330033,1,1
439,910121,1,310043,1,1
440,910121,1,320043,1,1
441,910121,1,330043,1,1
442,910121,1,310053,1,1
443,910121,1,320053,1,1
444,910121,1,330053,1,1
445,910122,1,110012,1,1
446,910122,1,110022,1,1
447,910122,1,110032,1,1
448,910122,1,120012,1,1
449,910122,1,120022,1,1
450,910122,1,120032,1,1
451,910122,1,130012,1,1
452,910122,1,130022,1,1
453,910122,1,130032,1,1
454,910122,1,140012,1,1
455,910122,1,140022,1,1
456,910122,1,140032,1,1
457,910122,1,150012,1,1
458,910122,1,150022,1,1
459,910122,1,150032,1,1
460,910122,1,160012,1,1
461,910122,1,160022,1,1
462,910122,1,160032,1,1
469,910123,1,210012,1,1
470,910123,1,220012,1,1
471,910123,1,230012,1,1
472,910123,1,240012,1,1
473,910123,1,210022,1,1
474,910123,1,220022,1,1
475,910123,1,230022,1,1
476,910123,1,240022,1,1
477,910123,1,210032,1,1
478,910123,1,220032,1,1
479,910123,1,230032,1,1
480,910123,1,240032,1,1
481,910123,1,210042,1,1
482,910123,1,220042,1,1
483,910123,1,230042,1,1
484,910123,1,240042,1,1
485,910123,1,210052,1,1
486,910123,1,220052,1,1
487,910123,1,230052,1,1
488,910123,1,240052,1,1
489,910123,1,210062,1,1
490,910123,1,220062,1,1
491,910123,1,230062,1,1
492,910123,1,240062,1,1
505,910124,1,310003,1,1
506,910124,1,320003,1,1
507,910124,1,330003,1,1
508,910124,1,310013,1,1
509,910124,1,320013,1,1
510,910124,1,330013,1,1
511,910124,1,310023,1,1
512,910124,1,320023,1,1
513,910124,1,330023,1,1
514,910124,1,310033,1,1
515,910124,1,320033,1,1
516,910124,1,330033,1,1
517,910124,1,310043,1,1
518,910124,1,320043,1,1
519,910124,1,330043,1,1
520,910124,1,310053,1,1
521,910124,1,320053,1,1
522,910124,1,330053,1,1
523,910131,1,110013,1,1
524,910131,1,110023,1,1
525,910131,1,110033,1,1
526,910131,1,120013,1,1
527,910131,1,120023,1,1
528,910131,1,120033,1,1
529,910131,1,130013,1,1
530,910131,1,130023,1,1
531,910131,1,130033,1,1
532,910131,1,140013,1,1
533,910131,1,140023,1,1
534,910131,1,140033,1,1
535,910131,1,150013,1,1
536,910131,1,150023,1,1
537,910131,1,150033,1,1
538,910131,1,160013,1,1
539,910131,1,160023,1,1
540,910131,1,160033,1,1
547,910131,1,210013,1,1
548,910131,1,220013,1,1
549,910131,1,230013,1,1
550,910131,1,240013,1,1
551,910131,1,210023,1,1
552,910131,1,220023,1,1
553,910131,1,230023,1,1
554,910131,1,240023,1,1
555,910131,1,210033,1,1
556,910131,1,220033,1,1
557,910131,1,230033,1,1
558,910131,1,240033,1,1
559,910131,1,210043,1,1
560,910131,1,220043,1,1
561,910131,1,230043,1,1
562,910131,1,240043,1,1
563,910131,1,210053,1,1
564,910131,1,220053,1,1
565,910131,1,230053,1,1
566,910131,1,240053,1,1
567,910131,1,210063,1,1
568,910131,1,220063,1,1
569,910131,1,230063,1,1
570,910131,1,240063,1,1
583,910131,1,310004,1,1
584,910131,1,320004,1,1
585,910131,1,330004,1,1
586,910131,1,310014,1,1
587,910131,1,320014,1,1
588,910131,1,330014,1,1
589,910131,1,310024,1,1
590,910131,1,320024,1,1
591,910131,1,330024,1,1
592,910131,1,310034,1,1
593,910131,1,320034,1,1
594,910131,1,330034,1,1
595,910131,1,310044,1,1
596,910131,1,320044,1,1
597,910131,1,330044,1,1
598,910131,1,310054,1,1
599,910131,1,320054,1,1
600,910131,1,330054,1,1
601,910132,1,110013,1,1
602,910132,1,110023,1,1
603,910132,1,110033,1,1
604,910132,1,120013,1,1
605,910132,1,120023,1,1
606,910132,1,120033,1,1
607,910132,1,130013,1,1
608,910132,1,130023,1,1
609,910132,1,130033,1,1
610,910132,1,140013,1,1
611,910132,1,140023,1,1
612,910132,1,140033,1,1
613,910132,1,150013,1,1
614,910132,1,150023,1,1
615,910132,1,150033,1,1
616,910132,1,160013,1,1
617,910132,1,160023,1,1
618,910132,1,160033,1,1
625,910133,1,210013,1,1
626,910133,1,220013,1,1
627,910133,1,230013,1,1
628,910133,1,240013,1,1
629,910133,1,210023,1,1
630,910133,1,220023,1,1
631,910133,1,230023,1,1
632,910133,1,240023,1,1
633,910133,1,210033,1,1
634,910133,1,220033,1,1
635,910133,1,230033,1,1
636,910133,1,240033,1,1
637,910133,1,210043,1,1
638,910133,1,220043,1,1
639,910133,1,230043,1,1
640,910133,1,240043,1,1
641,910133,1,210053,1,1
642,910133,1,220053,1,1
643,910133,1,230053,1,1
644,910133,1,240053,1,1
645,910133,1,210063,1,1
646,910133,1,220063,1,1
647,910133,1,230063,1,1
648,910133,1,240063,1,1
661,910134,1,310004,1,1
662,910134,1,320004,1,1
663,910134,1,330004,1,1
664,910134,1,310014,1,1
665,910134,1,320014,1,1
666,910134,1,330014,1,1
667,910134,1,310024,1,1
668,910134,1,320024,1,1
669,910134,1,330024,1,1
670,910134,1,310034,1,1
671,910134,1,320034,1,1
672,910134,1,330034,1,1
673,910134,1,310044,1,1
674,910134,1,320044,1,1
675,910134,1,330044,1,1
676,910134,1,310054,1,1
677,910134,1,320054,1,1
678,910134,1,330054,1,1
679,910141,1,110014,1,1
680,910141,1,110024,1,1
681,910141,1,110034,1,1
682,910141,1,120014,1,1
683,910141,1,120024,1,1
684,910141,1,120034,1,1
685,910141,1,130014,1,1
686,910141,1,130024,1,1
687,910141,1,130034,1,1
688,910141,1,140014,1,1
689,910141,1,140024,1,1
690,910141,1,140034,1,1
691,910141,1,150014,1,1
692,910141,1,150024,1,1
693,910141,1,150034,1,1
694,910141,1,160014,1,1
695,910141,1,160024,1,1
696,910141,1,160034,1,1
703,910141,1,210014,1,1
704,910141,1,220014,1,1
705,910141,1,230014,1,1
706,910141,1,240014,1,1
707,910141,1,210024,1,1
708,910141,1,220024,1,1
709,910141,1,230024,1,1
710,910141,1,240024,1,1
711,910141,1,210034,1,1
712,910141,1,220034,1,1
713,910141,1,230034,1,1
714,910141,1,240034,1,1
715,910141,1,210044,1,1
716,910141,1,220044,1,1
717,910141,1,230044,1,1
718,910141,1,240044,1,1
719,910141,1,210054,1,1
720,910141,1,220054,1,1
721,910141,1,230054,1,1
722,910141,1,240054,1,1
723,910141,1,210064,1,1
724,910141,1,220064,1,1
725,910141,1,230064,1,1
726,910141,1,240064,1,1
739,910141,1,310005,1,1
740,910141,1,320005,1,1
741,910141,1,330005,1,1
742,910141,1,310015,1,1
743,910141,1,320015,1,1
744,910141,1,330015,1,1
745,910141,1,310025,1,1
746,910141,1,320025,1,1
747,910141,1,330025,1,1
748,910141,1,310035,1,1
749,910141,1,320035,1,1
750,910141,1,330035,1,1
751,910141,1,310045,1,1
752,910141,1,320045,1,1
753,910141,1,330045,1,1
754,910141,1,310055,1,1
755,910141,1,320055,1,1
756,910141,1,330055,1,1
757,910142,1,110014,1,1
758,910142,1,110024,1,1
759,910142,1,110034,1,1
760,910142,1,120014,1,1
761,910142,1,120024,1,1
762,910142,1,120034,1,1
763,910142,1,130014,1,1
764,910142,1,130024,1,1
765,910142,1,130034,1,1
766,910142,1,140014,1,1
767,910142,1,140024,1,1
768,910142,1,140034,1,1
769,910142,1,150014,1,1
770,910142,1,150024,1,1
771,910142,1,150034,1,1
772,910142,1,160014,1,1
773,910142,1,160024,1,1
774,910142,1,160034,1,1
775,910142,1,110054,1,1
776,910142,1,120054,1,1
777,910142,1,130054,1,1
778,910142,1,140054,1,1
779,910142,1,150054,1,1
780,910142,1,160054,1,1
781,910143,1,210014,1,1
782,910143,1,220014,1,1
783,910143,1,230014,1,1
784,910143,1,240014,1,1
785,910143,1,210024,1,1
786,910143,1,220024,1,1
787,910143,1,230024,1,1
788,910143,1,240024,1,1
789,910143,1,210034,1,1
790,910143,1,220034,1,1
791,910143,1,230034,1,1
792,910143,1,240034,1,1
793,910143,1,210044,1,1
794,910143,1,220044,1,1
795,910143,1,230044,1,1
796,910143,1,240044,1,1
797,910143,1,210054,1,1
798,910143,1,220054,1,1
799,910143,1,230054,1,1
800,910143,1,240054,1,1
801,910143,1,210064,1,1
802,910143,1,220064,1,1
803,910143,1,230064,1,1
804,910143,1,240064,1,1
817,910144,1,310005,1,1
818,910144,1,320005,1,1
819,910144,1,330005,1,1
820,910144,1,310015,1,1
821,910144,1,320015,1,1
822,910144,1,330015,1,1
823,910144,1,310025,1,1
824,910144,1,320025,1,1
825,910144,1,330025,1,1
826,910144,1,310035,1,1
827,910144,1,320035,1,1
828,910144,1,330035,1,1
829,910144,1,310045,1,1
830,910144,1,320045,1,1
831,910144,1,330045,1,1
832,910144,1,310055,1,1
833,910144,1,320055,1,1
834,910144,1,330055,1,1
835,910151,1,110015,1,1
836,910151,1,110025,1,1
837,910151,1,110035,1,1
838,910151,1,120015,1,1
839,910151,1,120025,1,1
840,910151,1,120035,1,1
841,910151,1,130015,1,1
842,910151,1,130025,1,1
843,910151,1,130035,1,1
844,910151,1,140015,1,1
845,910151,1,140025,1,1
846,910151,1,140035,1,1
847,910151,1,150015,1,1
848,910151,1,150025,1,1
849,910151,1,150035,1,1
850,910151,1,160015,1,1
851,910151,1,160025,1,1
852,910151,1,160035,1,1
859,910151,1,210015,1,1
860,910151,1,220015,1,1
861,910151,1,230015,1,1
862,910151,1,240015,1,1
863,910151,1,210025,1,1
864,910151,1,220025,1,1
865,910151,1,230025,1,1
866,910151,1,240025,1,1
867,910151,1,210035,1,1
868,910151,1,220035,1,1
869,910151,1,230035,1,1
870,910151,1,240035,1,1
871,910151,1,210045,1,1
872,910151,1,220045,1,1
873,910151,1,230045,1,1
874,910151,1,240045,1,1
875,910151,1,210055,1,1
876,910151,1,220055,1,1
877,910151,1,230055,1,1
878,910151,1,240055,1,1
879,910151,1,210065,1,1
880,910151,1,220065,1,1
881,910151,1,230065,1,1
882,910151,1,240065,1,1
895,910151,1,310006,1,1
896,910151,1,320006,1,1
897,910151,1,330006,1,1
898,910151,1,310016,1,1
899,910151,1,320016,1,1
900,910151,1,330016,1,1
901,910151,1,310026,1,1
902,910151,1,320026,1,1
903,910151,1,330026,1,1
904,910151,1,310036,1,1
905,910151,1,320036,1,1
906,910151,1,330036,1,1
907,910151,1,310046,1,1
908,910151,1,320046,1,1
909,910151,1,330046,1,1
910,910151,1,310056,1,1
911,910151,1,320056,1,1
912,910151,1,330056,1,1
913,910152,1,110015,1,1
914,910152,1,110025,1,1
915,910152,1,110035,1,1
916,910152,1,120015,1,1
917,910152,1,120025,1,1
918,910152,1,120035,1,1
919,910152,1,130015,1,1
920,910152,1,130025,1,1
921,910152,1,130035,1,1
922,910152,1,140015,1,1
923,910152,1,140025,1,1
924,910152,1,140035,1,1
925,910152,1,150015,1,1
926,910152,1,150025,1,1
927,910152,1,150035,1,1
928,910152,1,160015,1,1
929,910152,1,160025,1,1
930,910152,1,160035,1,1
931,910152,1,110055,1,1
932,910152,1,120055,1,1
933,910152,1,130055,1,1
934,910152,1,140055,1,1
935,910152,1,150055,1,1
936,910152,1,160055,1,1
937,910153,1,210015,1,1
938,910153,1,220015,1,1
939,910153,1,230015,1,1
940,910153,1,240015,1,1
941,910153,1,210025,1,1
942,910153,1,220025,1,1
943,910153,1,230025,1,1
944,910153,1,240025,1,1
945,910153,1,210035,1,1
946,910153,1,220035,1,1
947,910153,1,230035,1,1
948,910153,1,240035,1,1
949,910153,1,210045,1,1
950,910153,1,220045,1,1
951,910153,1,230045,1,1
952,910153,1,240045,1,1
953,910153,1,210055,1,1
954,910153,1,220055,1,1
955,910153,1,230055,1,1
956,910153,1,240055,1,1
957,910153,1,210065,1,1
958,910153,1,220065,1,1
959,910153,1,230065,1,1
960,910153,1,240065,1,1
973,910154,1,310006,1,1
974,910154,1,320006,1,1
975,910154,1,330006,1,1
976,910154,1,310016,1,1
977,910154,1,320016,1,1
978,910154,1,330016,1,1
979,910154,1,310026,1,1
980,910154,1,320026,1,1
981,910154,1,330026,1,1
982,910154,1,310036,1,1
983,910154,1,320036,1,1
984,910154,1,330036,1,1
985,910154,1,310046,1,1
986,910154,1,320046,1,1
987,910154,1,330046,1,1
988,910154,1,310056,1,1
989,910154,1,320056,1,1
990,910154,1,330056,1,1
991,910201,1,430001,1,1
992,910201,1,430011,1,1
993,910201,1,430031,1,1
994,910201,1,430061,1,1
995,910201,1,430071,1,1
996,910201,1,430081,1,1
997,910201,1,430081,1,1
998,910201,1,430041,1,1
999,910201,1,430051,1,1
1000,910202,1,430002,1,1
1001,910202,1,430012,1,1
1002,910202,1,430032,1,1
1003,910202,1,430022,1,1
1004,910202,1,430062,1,1
1005,910202,1,430072,1,1
1006,910202,1,430082,1,1
1007,910202,1,430042,1,1
1008,910202,1,430052,1,1
1009,910203,1,430003,1,1
1010,910203,1,430013,1,1
1011,910203,1,430033,1,1
1012,910203,1,430023,1,1
1013,910203,1,430063,1,1
1014,910203,1,430073,1,1
1015,910203,1,430083,1,1
1016,910203,1,430043,1,1
1017,910203,1,430053,1,1
1018,910204,1,430004,1,1
1019,910204,1,430014,1,1
1020,910204,1,430034,1,1
1021,910204,1,430024,1,1
1022,910204,1,430064,1,1
1023,910204,1,430074,1,1
1024,910204,1,430084,1,1
1025,910204,1,430044,1,1
1026,910204,1,430054,1,1
1027,910205,1,430005,1,1
1028,910205,1,430015,1,1
1029,910205,1,430035,1,1
1030,910205,1,430025,1,1
1031,910205,1,430065,1,1
1032,910205,1,430075,1,1
1033,910205,1,430085,1,1
1034,910205,1,430045,1,1
1035,910205,1,430055,1,1
1036,910206,1,430006,1,1
1037,910206,1,430016,1,1
1038,910206,1,430036,1,1
1039,910206,1,430026,1,1
1040,910206,1,430066,1,1
1041,910206,1,430076,1,1
1042,910206,1,430086,1,1
1043,910206,1,430046,1,1
1044,910206,1,430056,1,1
1045,910301,1,470165,1,1
1046,910301,1,470181,1,1
1047,910301,1,470182,1,1
1048,910301,1,470183,1,1
1049,910301,1,470184,1,1
1050,910301,1,470185,1,1
1051,910301,1,470186,1,1
1052,910301,1,472001,1,1
1053,910301,1,472002,1,1
1054,910301,1,472003,1,1
1055,910301,1,472011,1,1
1056,910301,1,472012,1,1
1057,910301,1,472013,1,1
1058,910301,1,472014,1,1
1059,910301,1,472021,1,1
1060,910301,1,472022,1,1
1061,910301,1,472031,1,1
1062,910301,1,472032,1,1
1063,910301,1,472041,1,1
1064,910301,1,472042,1,1
1065,910301,1,472043,1,1
1066,910301,1,472044,1,1
1067,910301,1,472051,1,1
1068,910301,1,472052,1,1
1069,910301,1,472053,1,1
1070,910301,1,472061,1,1
1071,910301,1,472062,1,1
1072,910301,1,472063,1,1
1073,910301,1,472064,1,1
1074,910301,1,472071,1,1
1075,910301,1,472072,1,1
1076,910301,1,470012,1,1
1077,910301,1,470013,1,1
1078,910301,1,470024,1,1
1079,910301,1,470041,1,1
1080,910301,1,470042,1,1
1081,910301,1,470043,1,1
1082,910301,1,470045,1,1
1083,910301,1,470052,1,1
1084,910301,1,470053,1,1
1085,910301,1,470062,1,1
1086,910301,1,470063,1,1
1087,910301,1,470064,1,1
1088,910301,1,470065,1,1
1089,910301,1,470066,1,1
1090,910301,1,470067,1,1
1091,910301,1,470074,1,1
1092,910301,1,470075,1,1
1093,910301,1,470076,1,1
1094,910301,1,470077,1,1
1095,910301,1,470085,1,1
1096,910301,1,470092,1,1
1097,910301,1,470093,1,1
1098,910301,1,470094,1,1
1099,910301,1,470104,1,1
1100,910301,1,470112,1,1
1101,910301,1,470113,1,1
1102,910301,1,470114,1,1
1103,910301,1,470115,1,1
1104,910301,1,470117,1,1
1105,910301,1,470123,1,1
1106,910301,1,470124,1,1
1107,910301,1,470125,1,1
1108,910301,1,470126,1,1
1109,910301,1,470132,1,1
1110,910301,1,470133,1,1
1111,910301,1,470134,1,1
1112,910301,1,470141,1,1
1113,910301,1,470144,1,1
1114,910301,1,470145,1,1
1115,910301,1,470146,1,1
1116,910301,1,470151,1,1
1117,910301,1,470152,1,1
1118,910301,1,470156,1,1
1119,910301,1,470161,1,1
1120,910301,1,470162,1,1
1121,910301,1,470164,1,1
1122,910301,1,470171,1,1
1123,910301,1,470172,1,1
1124,910301,1,470173,1,1
1125,910301,1,470176,1,1
1126,910301,1,470177,1,1
1127,910301,1,470011,1,1
1128,910301,1,470014,1,1
1129,910301,1,470015,1,1
1130,910301,1,470021,1,1
1131,910301,1,470022,1,1
1132,910301,1,470023,1,1
1133,910301,1,470031,1,1
1134,910301,1,470032,1,1
1135,910301,1,470033,1,1
1136,910301,1,470034,1,1
1137,910301,1,470035,1,1
1138,910301,1,470036,1,1
1139,910301,1,470044,1,1
1140,910301,1,470046,1,1
1141,910301,1,470051,1,1
1142,910301,1,470054,1,1
1143,910301,1,470055,1,1
1144,910301,1,470056,1,1
1145,910301,1,470061,1,1
1146,910301,1,470071,1,1
1147,910301,1,470072,1,1
1148,910301,1,470073,1,1
1149,910301,1,470081,1,1
1150,910301,1,470082,1,1
1151,910301,1,470083,1,1
1152,910301,1,470084,1,1
1153,910301,1,470091,1,1
1154,910301,1,470095,1,1
1155,910301,1,470101,1,1
1156,910301,1,470102,1,1
1157,910301,1,470103,1,1
1158,910301,1,470105,1,1
1159,910301,1,470106,1,1
1160,910301,1,470107,1,1
1161,910301,1,470111,1,1
1162,910301,1,470116,1,1
1163,910301,1,470121,1,1
1164,910301,1,470122,1,1
1165,910301,1,470131,1,1
1166,910301,1,470142,1,1
1167,910301,1,470143,1,1
1168,910301,1,470147,1,1
9001,910301,1,472073,1,1
9002,910301,1,472081,1,1
9003,910301,1,472082,1,1
9004,910301,1,472083,1,1
1169,910301,1,470153,1,1
1170,910301,1,470154,1,1
1171,910301,1,470155,1,1
1172,910301,1,470163,1,1
1173,910301,1,470174,1,1
1174,910302,1,470175,1,1
1175,910302,1,470181,1,1
1176,910302,1,470182,1,1
1177,910302,1,470183,1,1
1178,910302,1,470184,1,1
1179,910302,1,470185,1,1
1180,910302,1,470186,1,1
1181,910302,1,472001,1,1
1182,910302,1,472002,1,1
1183,910302,1,472003,1,1
1184,910302,1,472011,1,1
1185,910302,1,472012,1,1
1186,910302,1,472013,1,1
1187,910302,1,472014,1,1
1188,910302,1,472021,1,1
1189,910302,1,472022,1,1
1190,910302,1,472031,1,1
1191,910302,1,472032,1,1
1192,910302,1,472041,1,1
1193,910302,1,472042,1,1
