Id,GroupId,TeamId,Type,UseType,ManualControl,ControlTime,MultiControl,HitCancel,ForbidUserCancel,Radius,BPName,WorldInfoId,Visible,InitialSpawning,Period,Repeatable,LifeTime,ControlCoolingTime,MaxCount,BasePosX,BasePosY,BasePosZ,RotateP,RotateY,RotateR,SpawnRadius,TotalControlCount,ControlActionType1,ControlActionParam1,ControlActionType2,ControlActionParam2,ControlActionType3,ControlActionParam3,SiegeWarParentNpcSpawnInfoId,CollisionUnitType,CollisionUnitParam,InteractionType,InteractionAnimation,ActivateMaterial,InactivateMaterial,ControlProcessingEffect,ControlCompleteStartEffect,ControlCompleteLoopEffect,InstanceResetAfterControl,DisableSpawnVFX,ShowName,ControlImpossibleType,ControllImpossibleValueStrings
9000201,90002,10,10,1,1,5,0,1,0,100,BP_Gadget_QuestScrollBox_01,2,1,1,600,1,0,0,0,0,0,226,0,0,0,0,0,15,"""itemDropGroupId"":200",12,"{""npcInfoId"":20280, ""exclusive"":false, ""lifetime"":600, ""rate"":3500, ""teamId"":1, ""randomLength"" : ""75""}",42,,,6,,3,ControlGadget_Unlock,,,,,,0,0,0,-1,
9000301,90003,10,10,1,1,5,0,1,0,100,BP_Gadget_QuestScrollBox_01,3,1,1,600,1,0,0,0,0,0,226,0,0,0,0,0,15,"""itemDropGroupId"":300",12,"{""npcInfoId"":20380, ""exclusive"":false, ""lifetime"":600, ""rate"":3500, ""teamId"":1, ""randomLength"" : ""75""}",42,,,6,,3,ControlGadget_Unlock,,,,,,0,0,0,-1,
9000401,90004,10,10,1,1,5,0,1,0,100,BP_Gadget_QuestScrollBox_01,4,1,1,600,1,0,0,0,0,0,226,0,0,0,0,0,15,"""itemDropGroupId"":400",12,"{""npcInfoId"":20480, ""exclusive"":false, ""lifetime"":600, ""rate"":3500, ""teamId"":1, ""randomLength"" : ""75""}",42,,,6,,3,ControlGadget_Unlock,,,,,,0,0,0,-1,
9000501,90005,10,10,1,1,5,0,1,0,100,BP_Gadget_QuestScrollBox_01,5,1,1,600,1,0,0,0,0,0,226,0,0,0,0,0,15,"""itemDropGroupId"":500",12,"{""npcInfoId"":20580, ""exclusive"":false, ""lifetime"":600, ""rate"":3500, ""teamId"":1, ""randomLength"" : ""75""}",42,,,6,,3,ControlGadget_Unlock,,,,,,0,0,0,-1,
9000601,90006,10,10,1,1,5,0,1,0,100,BP_Gadget_QuestScrollBox_01,6,1,1,600,1,0,0,0,0,0,226,0,0,0,0,0,15,"""itemDropGroupId"":600",12,"{""npcInfoId"":20680, ""exclusive"":false, ""lifetime"":600, ""rate"":3500, ""teamId"":1, ""randomLength"" : ""75""}",42,,,6,,3,ControlGadget_Unlock,,,,,,0,0,0,-1,
9000701,90007,10,10,1,1,5,0,1,0,100,BP_Gadget_QuestScrollBox_01,7,1,1,600,1,0,0,0,0,0,226,0,0,0,0,0,15,"""itemDropGroupId"":700",12,"{""npcInfoId"":20780, ""exclusive"":false, ""lifetime"":600, ""rate"":3500, ""teamId"":1, ""randomLength"" : ""75""}",42,,,6,,3,ControlGadget_Unlock,,,,,,0,0,0,-1,
9000801,90008,10,10,1,1,5,0,1,0,100,BP_Gadget_QuestScrollBox_01,8,1,1,600,1,0,0,0,0,0,226,0,0,0,0,0,15,"""itemDropGroupId"":800",12,"{""npcInfoId"":20880, ""exclusive"":false, ""lifetime"":600, ""rate"":3500, ""teamId"":1, ""randomLength"" : ""75""}",42,,,6,,3,ControlGadget_Unlock,,,,,,0,0,0,-1,
9000901,90009,10,10,1,1,5,0,1,0,100,BP_Gadget_QuestScrollBox_01,9,1,1,600,1,0,0,0,0,0,226,0,0,0,0,0,15,"""itemDropGroupId"":900",12,"{""npcInfoId"":20980, ""exclusive"":false, ""lifetime"":600, ""rate"":3500, ""teamId"":1, ""randomLength"" : ""75""}",42,,,6,,3,ControlGadget_Unlock,,,,,,0,0,0,-1,
9001001,90010,10,10,1,1,5,0,1,0,100,BP_Gadget_QuestScrollBox_01,10,1,1,600,1,0,0,0,0,0,226,0,0,0,0,0,15,"""itemDropGroupId"":1000",12,"{""npcInfoId"":21080, ""exclusive"":false, ""lifetime"":600, ""rate"":3500, ""teamId"":1, ""randomLength"" : ""75""}",42,,,6,,3,ControlGadget_Unlock,,,,,,0,0,0,-1,
9001101,90011,10,10,1,1,5,0,1,0,100,BP_Gadget_QuestScrollBox_01,11,1,1,600,1,0,0,0,0,0,226,0,0,0,0,0,42,,42,,42,,,6,,3,ControlGadget_Unlock,,,,,,0,0,0,-1,
9001201,90012,10,10,1,1,5,0,1,0,100,BP_Gadget_QuestScrollBox_01,12,1,1,600,1,0,0,0,0,0,226,0,0,0,0,0,42,,42,,42,,,6,,3,ControlGadget_Unlock,,,,,,0,0,0,-1,
9001301,90013,10,10,1,1,5,0,1,0,100,BP_Gadget_QuestScrollBox_01,13,1,1,600,1,0,0,0,0,0,226,0,0,0,0,0,42,,42,,42,,,6,,3,ControlGadget_Unlock,,,,,,0,0,0,-1,
9001401,90014,10,10,1,1,5,0,1,0,100,BP_Gadget_QuestScrollBox_01,14,1,1,600,1,0,0,0,0,0,226,0,0,0,0,0,42,,42,,42,,,6,,3,ControlGadget_Unlock,,,,,,0,0,0,-1,
1202,300201001,0,10,0,0,0,0,0,0,0,BP_Gadget_TutoArrow_01_Short_01,300201,1,1,0,0,0,0,1,45461,-5312,302,0,90,0,0,,42,,42,,42,,,6,,11,,,,,,,0,0,0,-1,
1203,300201001,0,10,0,0,0,0,0,0,0,BP_Gadget_TutoArrow_01_Short_01,300201,1,1,0,0,0,0,1,45604,-4545,302,0,-20,0,0,,42,,42,,42,,,6,,11,,,,,,,0,0,0,-1,
1204,300201001,0,10,0,0,0,0,0,0,0,BP_Gadget_TutoArrow_01_Short_01,300201,1,1,0,0,0,0,1,45333,-4545,302,0,-160,0,0,,42,,42,,42,,,6,,11,,,,,,,0,0,0,-1,
1205,300201001,0,10,0,0,0,0,0,0,0,BP_Gadget_TutoArrow_02_Short_01,300201,1,1,0,0,0,0,1,45477,-6896,911,0,-90,0,0,,42,,42,,42,,,6,,11,,,,,,,0,0,0,-1,
1206,300203001,0,10,0,0,0,0,0,0,0,BP_Gadget_TutoArrow_02,300203,1,1,0,0,0,0,1,-1039,1283,1101,0,-90,0,0,,42,,42,,42,,,6,,11,,,,,,,0,0,0,-1,
1207,206002,0,10,0,0,0,0,0,0,0,BP_Gadget_TutoArrow_01_Short_01,206,1,1,0,0,0,0,1,-16336,33320,542,0,5,0,0,,42,,42,,42,,,6,,11,,,,,,,0,0,0,-1,
1208,208002,0,10,0,0,0,0,0,0,0,BP_Gadget_TutoArrow_02,208,1,1,0,0,0,0,1,-10240,17310,250,0,90,0,0,,42,,42,,42,,,6,,11,,,,,,,0,0,0,-1,
1209,206003,0,10,0,0,0,0,0,0,0,BP_Gadget_IvoryTower_Block_01,206,1,1,0,0,0,0,1,-10145,20130,535,0,0,0,0,,42,,42,,42,,,6,,11,,,,,,,0,0,0,-1,
1210,208003,0,10,0,0,0,0,0,0,0,BP_Gadget_IvoryTower_Block_03,208,1,1,0,0,0,0,1,-15669,33320,565,0,-80,0,0,,42,,42,,42,,,6,,11,,,,,,,0,0,0,-1,
1211,209002,0,10,0,0,0,0,0,0,0,BP_Gadget_TutoArrow_01_Short_01,209,1,1,0,0,0,0,1,-3567,-159,271,0,0,0,0,,42,,42,,42,,,6,,11,,,,,,,0,0,0,-1,
1212,210002,0,10,0,0,0,0,0,0,0,BP_Gadget_TutoArrow_02,210,1,1,0,0,0,0,1,40626,839,0,0,-35,0,0,,42,,42,,42,,,6,,11,,,,,,,0,0,0,-1,
1958,10001,0,10,0,1,2,0,0,0,130,BP_Gadget_Block_01,11000,1,1,0,0,0,0,1,8183,3912,832,0,44,0,0,,42,,42,,42,,,6,,11,,,,,,,0,0,0,-1,
1959,10001,0,10,0,1,2,0,0,0,130,BP_Gadget_Block_01,11000,1,1,0,0,0,0,1,5631,6366,549,0,49,0,0,,42,,42,,42,,,6,,11,,,,,,,0,0,0,-1,
1960,10002,0,10,0,1,2,0,0,0,130,BP_Gadget_Block_01,11000,1,1,0,0,0,0,1,9183,4151,785,0,-179,0,0,,42,,42,,42,,,6,,11,,,,,,,0,0,0,-1,
1961,10002,0,10,0,1,2,0,0,0,130,BP_Gadget_Block_01,11000,1,1,0,0,0,0,1,9186,6598,555,0,0,0,0,,42,,42,,42,,,6,,11,,,,,,,0,0,0,-1,
1962,10003,0,10,0,1,2,0,0,0,130,BP_Gadget_Block_01,11000,1,1,0,0,0,0,1,10226,3851,833,0,135,0,0,,42,,42,,42,,,6,,11,,,,,,,0,0,0,-1,
1963,10003,0,10,0,1,2,0,0,0,130,BP_Gadget_Block_01,11000,1,1,0,0,0,0,1,12698,6352,514,0,-44,0,0,,42,,42,,42,,,6,,11,,,,,,,0,0,0,-1,
1964,10004,0,10,0,1,2,0,0,0,130,BP_Gadget_Block_02,11000,1,1,0,0,0,0,1,6063,7217,786,0,0,0,0,,42,,42,,42,,,6,,11,,,,,,,0,0,0,-1,
1965,10004,0,10,0,1,2,0,0,0,130,BP_Gadget_Block_02,11000,1,1,0,0,0,0,1,7845,7724,847,0,0,0,0,,42,,42,,42,,,6,,11,,,,,,,0,0,0,-1,
1970,10005,0,10,0,1,2,0,0,0,130,BP_Gadget_Block_01,11000,1,1,0,0,0,0,1,10255,7518,544,0,-89,0,0,,42,,42,,42,,,6,,11,,,,,,,0,0,0,-1,
1971,10005,0,10,0,1,2,0,0,0,130,BP_Gadget_Block_01,11000,1,1,0,0,0,0,1,12382,7509,524,0,-89,0,0,,42,,42,,42,,,6,,11,,,,,,,0,0,0,-1,
1982,10009,0,10,0,1,2,0,0,0,130,BP_Gadget_Block_01,11000,1,1,0,0,0,0,1,6077,11472,-4,0,-89,0,0,,42,,42,,42,,,6,,11,,,,,,,0,0,0,-1,
2014,10008,0,10,0,1,2,0,0,0,130,BP_Gadget_Block_02,11000,1,1,0,0,0,0,1,13669,10295,305,0,89,0,0,,42,,42,,42,,,6,,11,,,,,,,0,0,0,-1,
2015,10008,0,10,0,1,2,0,0,0,130,BP_Gadget_Block_02,11000,1,1,0,0,0,0,1,13456,8423,526,0,-179,0,0,,42,,42,,42,,,6,,11,,,,,,,0,0,0,-1,
2016,10007,0,10,0,1,2,0,0,0,130,BP_Gadget_Block_01,11000,1,1,0,0,0,0,1,9244,10585,297,0,-179,0,0,,42,,42,,42,,,6,,11,,,,,,,0,0,0,-1,
2017,10009,0,10,0,1,2,0,0,0,130,BP_Gadget_Block_02,11000,1,1,0,0,0,0,1,8446,12048,269,0,89,0,0,,42,,42,,42,,,6,,11,,,,,,,0,0,0,-1,
2021,10010,0,10,0,1,2,0,0,0,130,BP_Gadget_Block_02,11000,1,1,0,0,0,0,1,9967,11529,290,0,85,0,0,,42,,42,,42,,,6,,11,,,,,,,0,0,0,-1,
2022,10006,0,10,0,1,2,0,0,0,130,BP_Gadget_Block_02,11000,1,1,0,0,0,0,1,4912,8269,541,0,0,0,0,,42,,42,,42,,,6,,11,,,,,,,0,0,0,-1,
2023,10010,0,10,0,1,2,0,0,0,130,BP_Gadget_Block_01,11000,1,1,0,0,0,0,1,12509,11464,-1,0,-89,0,0,,42,,42,,42,,,6,,11,,,,,,,0,0,0,-1,
2027,10007,0,10,0,1,2,0,0,0,130,BP_Gadget_Block_01,11000,1,1,0,0,0,0,1,9194,8680,532,0,-179,0,0,,42,,42,,42,,,6,,11,,,,,,,0,0,0,-1,
2029,10006,0,10,0,1,2,0,0,0,130,BP_Gadget_Block_02,11000,1,1,0,0,0,0,1,4679,10409,319,0,89,0,0,,42,,42,,42,,,6,,11,,,,,,,0,0,0,-1,
2038,13000,,10,5,1,5,1,1,0,80,BP_Gadget_SecretMine_01,13000,1,1,5,1,0,0,0,0,0,226,0,0,0,0,,15,"""itemDropGroupId"":150002",12,"{""npcInfoId"":304, ""exclusive"":true, ""lifetime"":60, ""rate"":2000}",42,,,6,,8,,,,,,,0,0,0,-1,
2039,13000,,10,5,1,5,1,1,0,80,BP_Gadget_SecretMine_02,13000,1,1,5,1,0,0,0,0,0,226,0,0,0,0,,15,"""itemDropGroupId"":150003",12,"{""npcInfoId"":304, ""exclusive"":true, ""lifetime"":60, ""rate"":2000}",42,,,6,,8,,,,,,,0,0,0,-1,
2040,13000,,10,5,1,5,1,1,0,80,BP_Gadget_SecretMine_04,13000,1,1,5,1,0,0,0,0,0,226,0,0,0,0,,15,"""itemDropGroupId"":150004",12,"{""npcInfoId"":304, ""exclusive"":true, ""lifetime"":60, ""rate"":2000}",42,,,6,,8,,,,,,,0,0,0,-1,
2041,13000,,10,5,1,5,1,1,0,80,BP_Gadget_SecretMine_03,13000,1,1,5,1,0,0,0,0,0,226,0,0,0,0,,15,"""itemDropGroupId"":150005",12,"{""npcInfoId"":304, ""exclusive"":true, ""lifetime"":60, ""rate"":2000}",42,,,6,,8,,,,,,,0,0,0,-1,
2042,13000,,10,5,1,15,1,1,0,80,BP_Gadget_SecretMine_05,13000,1,1,300,1,30,0,0,0,0,226,0,0,0,0,,15,"""itemDropGroupId"":150006",12,"{""npcInfoId"":304, ""exclusive"":true, ""lifetime"":60, ""rate"":5000}",42,,,6,,8,,,,,,,0,0,0,-1,
2043,13000,,10,5,1,10,1,1,0,80,BP_Gadget_SecretMine_01_01,13000,1,1,5,1,0,0,0,0,0,226,0,0,0,0,,15,"""itemDropGroupId"":150007",12,"{""npcInfoId"":304, ""exclusive"":true, ""lifetime"":60, ""rate"":2000}",42,,,6,,8,,,,,,,0,0,0,-1,
2044,13000,,10,5,1,10,1,1,0,80,BP_Gadget_SecretMine_02_01,13000,1,1,5,1,0,0,0,0,0,226,0,0,0,0,,15,"""itemDropGroupId"":150008",12,"{""npcInfoId"":304, ""exclusive"":true, ""lifetime"":60, ""rate"":2000}",42,,,6,,8,,,,,,,0,0,0,-1,
2045,13000,,10,5,1,10,1,1,0,80,BP_Gadget_SecretMine_04_01,13000,1,1,5,1,0,0,0,0,0,226,0,0,0,0,,15,"""itemDropGroupId"":150009",12,"{""npcInfoId"":304, ""exclusive"":true, ""lifetime"":60, ""rate"":2000}",42,,,6,,8,,,,,,,0,0,0,-1,
2046,13000,,10,5,1,10,1,1,0,80,BP_Gadget_SecretMine_03_01,13000,1,1,5,1,0,0,0,0,0,226,0,0,0,0,,15,"""itemDropGroupId"":150010",12,"{""npcInfoId"":304, ""exclusive"":true, ""lifetime"":60, ""rate"":2000}",42,,,6,,8,,,,,,,0,0,0,-1,
2047,13000,,10,5,1,20,1,1,0,80,BP_Gadget_SecretMine_05_01,13000,1,1,300,1,30,0,0,0,0,226,0,0,0,0,,15,"""itemDropGroupId"":150011",12,"{""npcInfoId"":304, ""exclusive"":true, ""lifetime"":60, ""rate"":10000}",42,,,6,,8,,,,,,,0,0,0,-1,
2048,14000,,10,7,0,0,0,0,0,0,BP_Buff_06,0,1,1,30,1,20,0,1,-880,-680,120,0,0,0,0,,17,"""buffInfoId"":801011,""type"":""Player""",42,,42,,,6,,11,,,,,,,0,0,0,-1,
2049,14000,,10,7,0,0,0,0,0,0,BP_Buff_05,0,1,1,30,1,20,0,1,820,-540,120,0,0,0,0,,17,"""buffInfoId"":801021,""type"":""Player""",42,,42,,,6,,11,,,,,,,0,0,0,-1,
2050,14000,,10,7,0,0,0,0,0,0,BP_Buff_03,0,1,1,30,1,20,0,1,820,1150,120,0,0,0,0,,17,"""buffInfoId"":801031,""type"":""Player""",42,,42,,,6,,11,,,,,,,0,0,0,-1,
2051,14000,,10,7,0,0,0,0,0,0,BP_Buff_04,0,1,1,30,1,20,0,1,-870,1150,120,0,0,0,0,,17,"""buffInfoId"":801041,""type"":""Player""",42,,42,,,6,,11,,,,,,,0,0,0,-1,
2052,15000,,10,8,0,0,0,0,0,0,BP_Buff_06,0,1,1,30,1,20,0,1,0,-1875,107,0,0,0,0,,17,"""buffInfoId"":801011,""type"":""Player""",42,,42,,,6,,11,,,,,,,0,0,0,-1,
2054,15000,,10,8,0,0,0,0,0,0,BP_Buff_05,0,1,1,30,1,20,0,1,1966,0,107,0,0,0,0,,17,"""buffInfoId"":801022,""type"":""Player""",42,,42,,,6,,11,,,,,,,0,0,0,-1,
2055,15000,,10,8,0,0,0,0,0,0,BP_Buff_03,0,1,1,30,1,20,0,1,-1,1836,107,0,0,0,0,,17,"""buffInfoId"":801031,""type"":""Player""",42,,42,,,6,,11,,,,,,,0,0,0,-1,
2057,15000,,10,8,0,0,0,0,0,0,BP_Buff_04,0,1,1,30,1,20,0,1,-1954,2,107,0,0,0,0,,17,"""buffInfoId"":801042,""type"":""Player""",42,,42,,,6,,11,,,,,,,0,0,0,-1,
2058,15000,,10,8,0,0,0,0,0,0,BP_Buff_02,0,1,1,30,1,20,0,1,0,0,107,0,0,0,0,,17,"""buffInfoId"":80105,""type"":""Player""",42,,42,,,6,,11,,,,,,,0,0,0,-1,
2059,15000,,10,8,0,0,0,0,0,0,BP_Buff_01,0,1,1,30,1,20,0,1,0,0,107,0,0,0,0,,17,"""buffInfoId"":80106,""type"":""Player""",42,,42,,,6,,11,,,,,,,0,0,0,-1,
2060,16000,,7,11,0,10,0,1,0,0,BP_Gadget_CrystalOfGuard,18300,1,1,30,1,0,600,1,1121,5814,2,0,0,0,0,,16,,42,,42,,,6,,11,,,,Common/BuffCrystal/HolyArtifact_Processing_Effect_01_B,Common/BuffCrystal/HolyArtifact_Completion_Start_Effect_01_B,Common/BuffCrystal/HolyArtifact_Completion_Effect_01_B,0,0,0,-1,
2061,16000,,7,11,0,10,0,1,0,0,BP_Gadget_CrystalOfGuard,18300,1,1,30,1,0,600,1,1161,2408,10,0,0,0,0,,16,,42,,42,,,6,,11,,,,Common/BuffCrystal/HolyArtifact_Processing_Effect_01_Y,Common/BuffCrystal/HolyArtifact_Completion_Start_Effect_01_Y,Common/BuffCrystal/HolyArtifact_Completion_Effect_01_Y,0,0,0,-1,
2062,16000,,7,11,0,10,0,1,0,0,BP_Gadget_CrystalOfGuard,18300,1,1,30,1,0,600,1,5298,2371,229,0,0,0,0,,16,,42,,42,,,6,,11,,,,Common/BuffCrystal/HolyArtifact_Processing_Effect_01_P,Common/BuffCrystal/HolyArtifact_Completion_Start_Effect_01_P,Common/BuffCrystal/HolyArtifact_Completion_Effect_01_P,0,0,0,-1,
2063,16001,,10,0,1,2,0,0,0,0,BP_Gadget_Block_13,18300,1,1,30,0,0,0,1,1115,4713,-2,0,0,0,0,,42,,42,,42,,,6,,11,,,,,,,0,0,0,-1,
2064,16001,,10,0,1,2,0,0,0,0,BP_Gadget_Block_13,18300,1,1,30,0,0,0,1,1115,3504,-2,0,0,0,0,,42,,42,,42,,,6,,11,,,,,,,0,0,0,-1,
2065,16002,,10,0,1,2,0,0,0,0,BP_Gadget_Block_13,18300,1,1,30,0,0,0,1,2145,2353,-2,0,-90,0,0,,42,,42,,42,,,6,,11,,,,,,,0,0,0,-1,
2066,16002,,10,0,1,2,0,0,0,0,BP_Gadget_Block_13,18300,1,1,30,0,0,0,1,3630,2353,-2,0,-90,0,0,,42,,42,,42,,,6,,11,,,,,,,0,0,0,-1,
2067,16003,,10,0,1,2,0,0,0,0,BP_Gadget_SealedBridge,18300,1,1,30,0,0,0,1,1125,4053,0,0,0,0,0,,42,,42,,42,,,6,,11,,,,,,,0,0,0,-1,
2068,16004,,10,0,1,2,0,0,0,0,BP_Gadget_SealedBridge,18300,1,1,30,0,0,0,1,2874,2364,0,0,-90,0,0,,42,,42,,42,,,6,,11,,,,,,,0,0,0,-1,
2069,18100,,10,0,1,2,0,0,0,0,BP_Gadget_Block_17,0,1,1,30,0,0,0,1,-2697,-34,-158,0,-90,0,0,,42,,42,,42,,,6,,11,,,,,,,0,0,0,-1,
2070,16005,,10,0,1,2,0,0,0,0,BP_Gadget_Block_13,18300,1,1,30,0,0,0,1,6292,2434,228,0,-90,0,0,,42,,42,,42,,,6,,11,,,,,,,0,0,0,-1,
2071,14001,,10,7,0,0,0,0,0,0,BP_Buff_07,0,1,1,30,1,20,0,1,820,1150,120,0,0,0,0,,17,"""buffInfoId"":801043,""type"":""Player""",42,,42,,,6,,11,,,,,,,0,0,0,-1,
2072,14001,,10,7,0,0,0,0,0,0,BP_Buff_08,0,1,1,30,1,20,0,1,-870,1150,120,0,0,0,0,,17,"""buffInfoId"":801044,""type"":""Player""",42,,42,,,6,,11,,,,,,,0,0,0,-1,
2075,14001,,10,7,0,0,0,0,0,0,BP_Buff_06,0,1,1,30,1,20,0,1,-880,-680,120,0,0,0,0,,17,"""buffInfoId"":801011,""type"":""Player""",42,,42,,,6,,11,,,,,,,0,0,0,-1,
2076,14001,,10,7,0,0,0,0,0,0,BP_Buff_05,0,1,1,30,1,20,0,1,820,-540,120,0,0,0,0,,17,"""buffInfoId"":801021,""type"":""Player""",42,,42,,,6,,11,,,,,,,0,0,0,-1,
2077,15001,,10,8,0,0,0,0,0,0,BP_Buff_06,0,1,1,30,1,20,0,1,0,-1875,107,0,0,0,0,,17,"""buffInfoId"":801011,""type"":""Player""",42,,42,,,6,,11,,,,,,,0,0,0,-1,
2078,15001,,10,8,0,0,0,0,0,0,BP_Buff_05,0,1,1,30,1,20,0,1,0,0,107,0,0,0,0,,17,"""buffInfoId"":801022,""type"":""Player""",42,,42,,,6,,11,,,,,,,0,0,0,-1,
2080,15001,,10,8,0,0,0,0,0,0,BP_Buff_04,0,1,1,30,1,20,0,1,-1954,2,107,0,0,0,0,,17,"""buffInfoId"":801042,""type"":""Player""",42,,42,,,6,,11,,,,,,,0,0,0,-1,
3101,3100,,10,1,1,15,0,0,0,320,BP_Gadget_CastleSiege_BuffCrystal,0,1,1,60,1,0,0,1,-54,28,0,0,0,0,0,,42,,42,,42,,,6,,10,SiegeCapture,I_Crystal_Disable,I_Crystal_Fire,Common/BuffCrystal/BuffCrystal_Processing_Effect_01_R,Common/BuffCrystal/BuffCrystal_Completion_Start_Effect_01_R,Common/BuffCrystal/BuffCrystal_Completion_Effect_01_R,0,0,0,-1,
3102,3101,,10,10,0,0,0,0,0,0,BP_Buff_02,0,1,1,30,1,20,0,1,-103,-1128,0,0,0,0,0,,17,"""buffInfoId"":906101,""type"":""Player""",42,,42,,,6,,11,,,,,,,0,0,0,-1,
3103,3101,,10,10,0,0,0,0,0,0,BP_Buff_02,0,1,1,30,1,20,0,1,-69,1278,0,0,0,0,0,,17,"""buffInfoId"":906101,""type"":""Player""",42,,42,,,6,,11,,,,,,,0,0,0,-1,
3104,3101,,10,10,0,0,0,0,0,0,BP_Buff_04,0,1,1,30,1,20,0,1,-1214,50,0,0,0,0,0,,17,"""buffInfoId"":906102,""type"":""Player""",42,,42,,,6,,11,,,,,,,0,0,0,-1,
3105,3101,,10,10,0,0,0,0,0,0,BP_Buff_04,0,1,1,30,1,20,0,1,1110,0,0,0,0,0,0,,17,"""buffInfoId"":906102,""type"":""Player""",42,,42,,,6,,11,,,,,,,0,0,0,-1,
