GroupID,ConditionParam,RewardType,RewardItemInfoId,RewardCount,RewardIcon
7,2,1,,10500,Icon_Asset_Adena_01
7,3,5,,17500,Icon_Exp_01
7,3,6,410002,3,Icon_EnchantScroll_02
7,3,1,,10500,Icon_Asset_Adena_01
7,4,5,,17500,Icon_Exp_01
7,4,6,420002,3,Icon_Asset_Upgrade_02
7,4,1,,10500,Icon_Asset_Adena_01
7,5,5,,17500,Icon_Exp_01
7,5,6,410003,3,Icon_EnchantScroll_03
7,5,1,,10500,Icon_Asset_Adena_01
7,6,5,,17500,Icon_Exp_01
7,6,6,420003,3,Icon_Asset_Upgrade_03
7,6,1,,10500,Icon_Asset_Adena_01
107,0,5,,25000,Icon_Exp_01
107,0,6,910221,4,Icon_GachaItem_Transcendence
107,0,1,,15000,Icon_Asset_Adena_01
107,1,5,,25000,Icon_Exp_01
107,1,6,410001,4,Icon_EnchantScroll_01
107,1,1,,15000,Icon_Asset_Adena_01
107,2,5,,25000,Icon_Exp_01
107,2,6,420001,4,Icon_Asset_Upgrade_01
107,2,1,,15000,Icon_Asset_Adena_01
107,3,5,,25000,Icon_Exp_01
107,3,6,410002,4,Icon_EnchantScroll_02
107,3,1,,15000,Icon_Asset_Adena_01
107,4,5,,25000,Icon_Exp_01
107,4,6,420002,4,Icon_Asset_Upgrade_02
107,4,1,,15000,Icon_Asset_Adena_01
107,5,5,,25000,Icon_Exp_01
107,5,6,410003,4,Icon_EnchantScroll_03
107,5,1,,15000,Icon_Asset_Adena_01
107,6,5,,25000,Icon_Exp_01
107,6,6,420003,4,Icon_Asset_Upgrade_03
107,6,1,,15000,Icon_Asset_Adena_01
8,,5,,1000,Icon_Exp_01
8,,1,,500,Icon_Asset_Adena_01
108,,5,,2000,Icon_Exp_01
108,,1,,1000,Icon_Asset_Adena_01
9,,5,,1000,Icon_Exp_01
9,,1,,500,Icon_Asset_Adena_01
109,,5,,2000,Icon_Exp_01
109,,1,,1000,Icon_Asset_Adena_01
10,,5,,7000,Icon_Exp_01
10,,6,400002,14,Currency_BloodCrystal_01
10,,1,,2100,Icon_Asset_Adena_01
110,,5,,10000,Icon_Exp_01
110,,6,400002,20,Currency_BloodCrystal_01
110,,1,,3000,Icon_Asset_Adena_01
11,,5,,14000,Icon_Exp_01
11,,6,400002,14,Currency_BloodCrystal_01
11,,1,,2100,Icon_Asset_Adena_01
111,,5,,20000,Icon_Exp_01
111,,6,400002,20,Currency_BloodCrystal_01
111,,1,,3000,Icon_Asset_Adena_01
12,,5,,21000,Icon_Exp_01
12,,6,400002,14,Currency_BloodCrystal_01
12,,1,,3500,Icon_Asset_Adena_01
112,,5,,30000,Icon_Exp_01
112,,6,400002,20,Currency_BloodCrystal_01
112,,1,,5000,Icon_Asset_Adena_01
13,,5,,28000,Icon_Exp_01
13,,6,400002,14,Currency_BloodCrystal_01
13,,1,,3500,Icon_Asset_Adena_01
113,,5,,40000,Icon_Exp_01
113,,6,400002,20,Currency_BloodCrystal_01
113,,1,,5000,Icon_Asset_Adena_01
14,,5,,35000,Icon_Exp_01
14,,6,400002,14,Currency_BloodCrystal_01
14,,1,,4900,Icon_Asset_Adena_01
114,,5,,50000,Icon_Exp_01
114,,6,400002,20,Currency_BloodCrystal_01
114,,1,,7000,Icon_Asset_Adena_01
15,,5,,42000,Icon_Exp_01
15,,6,400002,14,Currency_BloodCrystal_01
15,,1,,4900,Icon_Asset_Adena_01
115,,5,,60000,Icon_Exp_01
115,,6,400002,20,Currency_BloodCrystal_01
115,,1,,7000,Icon_Asset_Adena_01
16,,5,,49000,Icon_Exp_01
16,,6,400002,14,Currency_BloodCrystal_01
16,,1,,7000,Icon_Asset_Adena_01
116,,5,,70000,Icon_Exp_01
116,,6,400002,20,Currency_BloodCrystal_01
116,,1,,10000,Icon_Asset_Adena_01
17,,5,,56000,Icon_Exp_01
17,,6,400002,14,Currency_BloodCrystal_01
17,,1,,7000,Icon_Asset_Adena_01
117,,5,,80000,Icon_Exp_01
117,,6,400002,20,Currency_BloodCrystal_01
117,,1,,10000,Icon_Asset_Adena_01
18,,5,,63000,Icon_Exp_01
18,,6,400002,14,Currency_BloodCrystal_01
18,,1,,7000,Icon_Asset_Adena_01
118,,5,,90000,Icon_Exp_01
118,,6,400002,20,Currency_BloodCrystal_01
118,,1,,10000,Icon_Asset_Adena_01
21,,1,,12200,Icon_Asset_Adena_01
121,,1,,17600,Icon_Asset_Adena_01
22,,1,,22000,Icon_Asset_Adena_01
122,,1,,31600,Icon_Asset_Adena_01
23,,1,,28000,Icon_Asset_Adena_01
123,,1,,40000,Icon_Asset_Adena_01
24,,1,,37800,Icon_Asset_Adena_01
124,,1,,54000,Icon_Asset_Adena_01
31,,6,911226,1,Icon_Box_BossReward
31,,6,911234,2,Icon_Shop_Gacha_Equipment_04
131,,6,911226,1,Icon_Box_BossReward
131,,6,910216,1,Icon_Box_EquipLevelMaterial
131,,6,911234,2,Icon_Shop_Gacha_Equipment_04
32,,6,911227,1,Icon_Box_BossReward
32,,6,911234,5,Icon_Shop_Gacha_Equipment_04
132,,6,911227,1,Icon_Box_BossReward
132,,6,910217,1,Icon_Box_EquipLevelMaterial
132,,6,911234,5,Icon_Shop_Gacha_Equipment_04
33,,6,911228,1,Icon_Box_BossReward
33,,6,911234,7,Icon_Shop_Gacha_Equipment_04
133,,6,911228,1,Icon_Box_BossReward
133,,6,910218,1,Icon_Box_EquipLevelMaterial
133,,6,911234,7,Icon_Shop_Gacha_Equipment_04
34,,6,911229,1,Icon_Box_BossReward
34,,6,911234,10,Icon_Shop_Gacha_Equipment_04
134,,6,911229,1,Icon_Box_BossReward
134,,6,910219,1,Icon_Box_EquipLevelMaterial
134,,6,911234,10,Icon_Shop_Gacha_Equipment_04
41,,5,,1000,Icon_Exp_01
141,,5,,1000,Icon_Exp_01
51,,6,911001,1,Item_Box_GrowStone_01
51,,6,911006,1,Item_Box_PetEquip_01
151,,6,911001,1,Item_Box_GrowStone_01
151,,6,911005,1,Item_Box_SummonStone_01
151,,6,911006,1,Item_Box_PetEquip_01
52,,6,911002,1,Item_Box_GrowStone_02
52,,6,911006,4,Item_Box_PetEquip_01
152,,6,911002,1,Item_Box_GrowStone_02
152,,6,911005,2,Item_Box_SummonStone_01
152,,6,911006,4,Item_Box_PetEquip_01
53,,6,911003,1,Item_Box_GrowStone_03
53,,6,911006,7,Item_Box_PetEquip_01
153,,6,911003,1,Item_Box_GrowStone_03
153,,6,911005,3,Item_Box_SummonStone_01
153,,6,911006,7,Item_Box_PetEquip_01
