Id,Param1,BuffType,ClientType,Param,Param2,Group,StackCount,Duration,Period,VisualEffectId,ExtendVisualEffectId,IconTexture,CameraShake,CameraShakeIntensity,Sound
11244,,5,0,,,,1,20001,,,,Icon_Skill_Active_11244,,,
11251,,5,0,,,,1,3000,1000,,,Icon_Skill_Active_14241,,,
112531,,5,0,,,,1,90001,,,,Icon_Skill_Active_11253,,,
11261,,5,2,,,1003,1,2500,,,,,,,
11262,,5,0,,,,1,6000,1000,,,Icon_Skill_Active_11262,,,
12211,,5,0,,,,1,8005,,,,Icon_Skill_Active_12211,,,
12212,,5,0,,,,1,2000,,,,Icon_Skill_Active_12212,,,
122131,,5,0,,,,1,5001,,,,Icon_Skill_Active_12213,,,
122132,,5,0,,,,1,15001,,,,Icon_Skill_Active_12213,,,
12221,,5,0,,,,1,5001,,,,Icon_Skill_Active_12221,,,
122231,,5,0,,,,1,90001,,,,Icon_Skill_Active_12223,,,
122241,,5,0,,,,1,30001,,,,Icon_Skill_Active_12224,,,
12231,,5,0,,,1001,1,5001,,,,Icon_Skill_Active_12231,,,
12232,,5,4,,,1002,1,3001,,1,,Icon_Skill_Active_12232,,,
12233,,5,0,,,,1,20001,,,,Icon_Skill_Active_12233,,,
12241,,5,0,,,,1,1000,,,,Icon_Skill_Active_12241,,,
12242,,5,0,,,,1,10001,,,,Icon_Skill_Active_12242,,,
122431,,5,0,,,,1,30001,,,,Icon_Skill_Active_12243,,,
122441,,5,0,,,,1,30001,,,,Icon_Skill_Active_12244,,,
12251,,5,0,,,1001,1,5000,,,,Icon_Skill_Active_12251,,,
12252,,5,0,,,1001,1,5000,,,,Icon_Skill_Active_12252,,,
122521,,5,4,,,1002,1,2000,,1,,Icon_Skill_Active_12252,,,
122614,,5,0,,,,1,6000,,,,Icon_Debuff_Slow,,,
122615,,5,0,,,,1,7000,,,,Icon_Skill_Active_12261,,,
12263,,5,0,,,,1,3000,,,,Icon_Skill_Active_12262,,,
122631,,5,0,,,,1,20001,,,,Icon_Skill_Active_12263,,,
12264,,5,0,,,,1,40001,,,,Icon_Skill_Active_12264,,,
13211,,5,0,,,,1,5000,,,,Icon_Skill_Active_13211,,,
132125,,5,4,,,1002,1,2500,,1,,Icon_Skill_Active_13212,,,
132126,,5,0,,,,1,8005,,,,Icon_Skill_Active_13212,,,
13213,,5,0,,,,1,15001,,,,Icon_Skill_Active_13213,,,
132132,,5,0,,,,1,5001,,,,Icon_Skill_Active_13213,,,
13222,,5,0,,,1001,1,3000,,,,Icon_Skill_Active_13222,,,
132221,,5,0,,,,1,7001,,,,Icon_Skill_Active_13222,,,
132231,,5,0,,,,1,40001,,,,Icon_Skill_Active_13223,,,
132241,,5,0,,,,1,40001,,,,Icon_Skill_Active_13224,,,
13231,,5,0,,,,3,3000,500,,,Icon_Skill_Active_13231,,,
13232,,5,0,,,,3,3000,500,,,Icon_Skill_Active_13232,,,
132322,,5,4,,,1002,1,2000,,1,,Icon_Skill_Active_13232,,,
132331,,5,0,,,,1,20001,,,,Icon_Skill_Active_13233,,,
132332,,5,0,,,,1,4001,,,,Icon_Skill_Active_13233,,,
13242,,5,4,,,1002,1,3001,,1,,Icon_Skill_Active_13242,,,
13243,,5,0,,,,1,15001,,,,Icon_Skill_Active_13243,,,
13244,,5,0,,,,1,15001,,,,Icon_Skill_Active_13244,,,
13251,,5,0,,,,1,3000,,,,Icon_Skill_Active_13251,,,
13252,,5,0,,,,1,2500,,,,Icon_Skill_Active_13252,,,
132531,,5,0,,,,1,15001,,,,Icon_Skill_Active_13253,,,
132623,,5,0,,,1001,1,4000,,,,Icon_Skill_Active_13262,,,
132624,,5,0,,,,1,10000,,,,Icon_Skill_Active_13262,,,
132631,,5,0,,,,1,5001,,,,Icon_Skill_Active_13263,,,
132632,,5,0,,,,1,5001,5000,,,,,,
14211,,5,0,,,,1,8005,,,,Icon_Skill_Active_14211,,,
14212,,5,4,,,,1,2500,,1,,Icon_Skill_Active_14212,,,
14213,,5,0,,,,1,8501,,,,Icon_Skill_Active_14212,,,
14222,,5,2,,,,1,2500,,,,Icon_Skill_Active_14222,,,
14223,,5,0,,,,1,15001,,,,Icon_Skill_Active_14223,,,
14231,,5,0,,,,1,10000,,,,Icon_Skill_Active_14231,,,
14232,,5,0,,,1101,1,10000,,,,Icon_Skill_Active_14232,,,
142321,,5,11,,,,1,5000,,,,Icon_Skill_Active_14232,,,
142331,,5,0,,,9001,1,60001,,,,Icon_Skill_Active_14233,,,
242331,,5,0,,,,1,10001,500,,,Icon_Skill_Active_14233,,,
14241,,5,0,,,,1,4000,800,,,Icon_Skill_Active_14241,,,
14242,,5,0,,,,1,4000,,,,Icon_Skill_Active_14242,,,
142421,,5,0,,,,1,5000,,,,,,,
142422,,5,0,,,,1,5000,,,,Icon_Skill_Active_14242,,,
14251,,5,2,,,,1,3000,,,,Icon_Skill_Active_14251,,,
142531,,5,0,,,,1,30001,,,,Icon_Skill_Active_14253,,,
14261,,5,0,,,,1,10000,,,,Icon_Skill_Active_14261,,,
14262,,5,4,,,1002,1,2500,,1,,Icon_Skill_Active_14262,,,
142631,,5,0,,,,1,180001,,,,Icon_Skill_Active_14263,,,
20211,,4,14,,,,1,0,,,,Icon_Skill_Passive_20211,,,
20221,,4,14,,,,1,0,,,,Icon_Skill_Passive_20221,,,
20231,,4,14,,,,1,0,,,,Icon_Skill_Passive_20231,,,
20241,,4,14,,,,1,0,,,,Icon_Skill_Passive_20241,,,
20251,,4,14,,,,1,0,,,,Icon_Skill_Passive_20251,,,
20261,,4,14,,,,1,0,,,,Icon_Skill_Passive_20261,,,
21221,,5,0,,,,5,5002,,,,Icon_Skill_Passive_21221,,,
21231,,5,0,,,,1,6002,,,,Icon_Skill_Passive_21231,,,
212311,,5,0,,,,1,3002,,,,Icon_Skill_Passive_21231,,,
21241,,5,0,,,,1,3002,,,,Icon_Skill_Passive_21241,,,
21242,,5,0,,,,1,3002,1000,,,Icon_Skill_Passive_21241,,,
21251,,5,0,,,,1,10000,1000,,,Icon_Skill_Passive_21251,,,
212512,,5,0,,,,1,6002,,,,Icon_Skill_Passive_21251,,,
212611,,5,0,,,,1,0,,,,Icon_Skill_Passive_21261,,,
212621,,5,0,,,,1,0,,,,Icon_Skill_Passive_21262,,,
22211,,5,0,,,,1,5002,,,,Icon_Skill_Passive_22211,,,
22221,,5,0,,,,1,5002,,,,Icon_Skill_Passive_22221,,,
22231,,5,0,,,,10,5002,,,,Icon_Skill_Passive_22231,,,
22241,,5,0,,,,1,6002,,,,Icon_Skill_Passive_22241,,,
22261,,5,0,,,,1,5002,,,,Icon_Skill_Passive_22261,,,
23211,,5,0,,,,1,6002,,,,Icon_Skill_Passive_23211,,,
23221,,5,0,,,,1,6002,,,,Icon_Skill_Passive_23221,,,
23231,,5,0,,,,1,3002,,,,Icon_Skill_Passive_23231,,,
23241,,5,0,,,,1,6002,,,,Icon_Skill_Passive_23241,,,
23251,,5,0,,,,1,6002,,,,Icon_Skill_Passive_23251,,,
23261,,4,0,,,,1,0,,,,Icon_Skill_Passive_23261,,,
24211,,5,0,,,,1,10000,,,,Icon_Skill_Passive_24211,,,
242121,,5,0,,,,1,1002,,,,Icon_Skill_Active_24212,,,
24221,,5,0,,,,1,6002,,,,Icon_Skill_Passive_24221,,,
242231,,5,0,,,,1,6502,,,,Icon_Skill_Passive_24223,,,
24231,,5,0,,,,1,6002,,,,Icon_Skill_Passive_24231,,,
242321,,5,0,,,,1,6002,,,,Icon_Skill_Passive_24232,,,
24241,,5,0,,,,1,5002,,,,Icon_Skill_Passive_24241,,,
242421,,5,4,,,1002,1,500,,1,,Icon_Skill_Active_24242,,,
2424211,,5,0,,,,1,6002,,,,Icon_Skill_Active_24242,,,
24251,,5,0,,,,1,6002,,,,Icon_Skill_Passive_24251,,,
24252,,5,0,,,,1,6002,,,,Icon_Skill_Passive_24252,,,
242521,,5,0,,,,1,6002,,,,Icon_Skill_Passive_24252,,,
24261,,4,0,,,,1,0,,,,Icon_Skill_Passive_24261,,,
30001,,5,0,,,,1,10000,,30001,,Icon_Skill_Unique_30001,,,
30002,,5,14,,,5001,1,10000,,,,Icon_Skill_Unique_30002,,,
30003,,5,14,,,,1,10000,,,,Icon_Skill_Unique_30003,,,
30004,,5,14,,,,1,3000,500,,,Icon_Skill_Unique_30004,,,
30006,,5,4,,,1002,1,1003,,1,,Icon_Skill_Unique_30006,,,
30008,,5,14,,,,1,20000,,,,Icon_Skill_Unique_30008,,,
30010,,5,14,,,,1,20000,,,,Icon_Skill_Unique_30010,,,
30013,,5,14,,,,1,20000,,,,Icon_Skill_Unique_30013,,,
31001,,5,14,,,1001,1,20000,,,,Icon_Skill_Unique_30008,,,
40001,,5,14,,,,1,,,,,Icon_Buff_HotTimeEvent01,,,
40002,,5,14,,,,1,,,,,Icon_Buff_HotTimeEvent02,,,
40003,,5,14,,,,1,,,,,Icon_Buff_HotTimeEvent03,,,
40004,,5,14,,,,1,10000,,,,Icon_Skill_Passive_24211,Shake_BackAndForth,5,PC/Common/PC_Hit_Critical_01
40005,,5,14,,,,1,10000,,,,Icon_Skill_Passive_24212,,,
40006,,5,14,,,,1,10000,,,,Icon_Skill_Passive_24221,,,
40007,,5,14,,,,1,10000,,,,Icon_Skill_Passive_24223,,,
40008,,5,14,,,,1,10000,,,,Icon_Skill_Passive_24231,,,
40009,,5,14,,,,1,10000,,,,Icon_Skill_Passive_24232,,,
40010,,5,14,,,,1,10000,,,,Icon_Skill_Passive_24241,,,
40011,,5,14,,,,1,10000,,,,Icon_Skill_Passive_24242,,,
40012,,5,14,,,,1,10000,,,,Icon_Skill_Passive_24251,,,
40013,,5,14,,,,1,10000,,,,Icon_Skill_Passive_24252,,,
40014,,5,14,,,,1,10000,,,,Icon_Skill_Passive_24261,,,
40015,,5,14,,,,1,10000,,,,Icon_Skill_Passive_24262,,,
40016,,5,14,,,,1,10000,,,,Icon_Skill_Passive_24211,,,
40017,,5,14,,,,1,10000,,,,Icon_Skill_Passive_24212,,,
40018,,5,14,,,,1,10000,,,,Icon_Skill_Passive_24221,,,
40019,,5,14,,,,1,10000,,,,Icon_Skill_Passive_24223,,,
40020,,5,14,,,,1,10000,,,,Icon_Skill_Passive_24231,,,
40021,,5,14,,,,1,10000,,,,Icon_Skill_Passive_24232,,,
40022,,5,14,,,,1,10000,,,,Icon_Skill_Passive_24241,,,
40023,,5,14,,,,1,10000,,,,Icon_Skill_Passive_24242,,,
40024,,5,14,,,,1,10000,,,,Icon_Skill_Passive_24251,,,
40025,,5,14,,,,1,10000,,,,Icon_Skill_Passive_24252,,,
40026,,5,14,,,,1,10000,,,,Icon_Skill_Passive_24261,,,
40027,,5,14,,,,1,10000,,,,Icon_Skill_Passive_24262,,,
40028,,5,14,,,,1,10000,,,,Icon_Skill_Passive_24211,,,
40029,,5,14,,,,1,10000,,,,Icon_Skill_Passive_24212,,,
40030,,5,14,,,,1,10000,,,,Icon_Skill_Passive_24221,,,
40031,,5,14,,,,1,10000,,,,Icon_Skill_Passive_24223,,,
40032,,5,14,,,,1,10000,,,,Icon_Skill_Passive_24231,,,
40033,,5,14,,,,1,10000,,,,Icon_Skill_Passive_24232,,,
40034,,5,14,,,,1,10000,,,,Icon_Skill_Passive_24241,,,
40035,,5,14,,,,1,10000,,,,Icon_Skill_Passive_24242,,,
40036,,5,14,,,,1,10000,,,,Icon_Skill_Passive_24251,,,
40037,,5,14,,,,1,10000,,,,Icon_Skill_Passive_24252,,,
40038,,5,14,,,,1,10000,,,,Icon_Skill_Passive_24261,,,
40039,,5,14,,,,1,10000,,,,Icon_Skill_Passive_24262,,,
40040,,5,14,,,,1,10000,,,,Icon_Skill_Passive_24211,,,
40041,,5,14,,,,1,10000,,,,Icon_Skill_Passive_24212,,,
40042,,5,14,,,,1,10000,,,,Icon_Skill_Passive_24221,,,
40043,,5,14,,,,1,10000,,,,Icon_Skill_Passive_24223,,,
40044,,5,14,,,,1,10000,,,,Icon_Skill_Passive_24231,,,
40045,,5,14,,,,1,10000,,,,Icon_Skill_Passive_24232,,,
40046,,5,14,,,,1,10000,,,,Icon_Skill_Passive_24241,,,
40047,,5,14,,,,1,10000,,,,Icon_Skill_Passive_24242,,,
40048,,5,14,,,,1,10000,,,,Icon_Skill_Passive_24251,,,
40049,,5,14,,,,1,10000,,,,Icon_Skill_Passive_24252,,,
40050,,5,14,,,,1,10000,,,,Icon_Skill_Passive_24261,,,
40051,,5,14,,,,1,10000,,,,Icon_Skill_Passive_24262,,,
40052,,5,14,,,,1,10000,,,,Icon_Skill_Passive_24211,,,
40053,,5,14,,,,1,10000,,,,Icon_Skill_Passive_24212,,,
40054,,5,14,,,,1,10000,,,,Icon_Skill_Passive_24221,,,
40055,,5,14,,,,1,10000,,,,Icon_Skill_Passive_24223,,,
40056,,5,14,,,,1,10000,,,,Icon_Skill_Passive_24231,,,
40057,,5,14,,,,1,10000,,,,Icon_Skill_Passive_24232,,,
40058,,5,14,,,,1,10000,,,,Icon_Skill_Passive_24241,,,
40059,,5,14,,,,1,10000,,,,Icon_Skill_Passive_24242,,,
40060,,5,14,,,,1,10000,,,,Icon_Skill_Passive_24251,,,
40061,,5,14,,,,1,10000,,,,Icon_Skill_Passive_24252,,,
40062,,5,14,,,,1,10000,,,,Icon_Skill_Passive_24261,,,
40063,,5,14,,,,1,10000,,,,Icon_Skill_Passive_24262,,,
40064,,5,14,,,,1,10000,,,,Icon_Skill_Passive_24211,,,
40065,,5,14,,,,1,10000,,,,Icon_Skill_Passive_24212,,,
40066,,5,14,,,,1,10000,,,,Icon_Skill_Passive_24221,,,
40067,,5,14,,,,1,10000,,,,Icon_Skill_Passive_24223,,,
40068,,5,14,,,,1,10000,,,,Icon_Skill_Passive_24231,,,
40069,,5,14,,,,1,10000,,,,Icon_Skill_Passive_24232,,,
40070,,5,14,,,,1,10000,,,,Icon_Skill_Passive_24241,,,
40071,,5,14,,,,1,10000,,,,Icon_Skill_Passive_24242,,,
40072,,5,14,,,,1,10000,,,,Icon_Skill_Passive_24251,,,
40073,,5,14,,,,1,10000,,,,Icon_Skill_Passive_24252,,,
40074,,5,14,,,,1,10000,,,,Icon_Skill_Passive_24261,,,
40075,,5,14,,,,1,10000,,,,Icon_Skill_Passive_24262,,,
40076,,5,14,,,,1,10000,,,,Icon_Skill_Passive_24211,,,
40077,,5,14,,,,1,10000,,,,Icon_Skill_Passive_24212,,,
50001,,5,14,,,11,1,5000,1000,,,Icon_Debuff_Burn,,,
50002,,5,14,,,1001,1,5000,,,,Icon_Debuff_Slow,,,
50003,,5,14,,,,1,5000,,,,Icon_Debuff_Weakness,,,
50004,,5,14,,,14,1,5000,1000,,,Icon_Debuff_Curse,,,
50005,,5,4,,,1002,1,3000,,1,,Icon_Debuff_Stun,,,
50006,,5,14,,,12,1,3000,600,,,Icon_Debuff_Bleed,,,
50007,,5,14,,,13,1,5000,1000,,,Icon_Debuff_Poison,,,
50008,,5,14,,,,1,5000,,,,Icon_Debuff_AttackPower,,,
50010,,5,4,,,1002,1,3000,,1,,Icon_Debuff_Stun,Shake_BackAndForth,5,
50223,,5,14,,,,1,2500,,40020401,,Icon_Debuff_Restriction,,,
60099,,5,14,,,12,1,3000,500,,,Icon_Debuff_Bleed,,,
60103,,5,14,,,,1,3600000,,,,Icon_Buff_MoveSpeed,,,
60115,,5,14,,,,1,5000,1000,,,Icon_Debuff_Burn,,,
60118,,5,14,,,,1,3600000,,,,Icon_Skill_Active_13213,,,
60136,,5,4,,,1002,1,2000,,1,,Icon_Debuff_Stun,,,
60137,,5,4,,,1002,1,2000,,1,,Icon_Debuff_Stun,,,
601722,,5,2,,,1003,1,2000,,,,Icon_Debuff_KnockDown,,,
601742,,5,4,,,1002,1,2000,,1,,Icon_Debuff_Stun,,,
601751,,5,14,,,,5,603000,,20241,,Icon_Buff_AttackPower,,,
601781,,5,14,,,,1,10000,,,,Icon_Skill_Passive_24241,,,
71023,,5,14,,,,1,5000,,,,Icon_Debuff_Slow,,,
71452,,5,14,,,12,1,3000,600,,,Icon_Debuff_Bleed,,,
71462,,5,14,,,12,1,3000,600,,,Icon_Debuff_Bleed,,,
73013,,5,14,,,,10,10000,,,,Icon_Buff_AttackPower,,,
73022,,5,14,,,,1,30000,,,,Icon_Debuff_AttackPower,,,
73031,,5,14,,,,10,3600000,,,,Icon_Debuff_DefensePower,,,
73033,,5,14,,,,10,3600000,,,,Icon_Buff_AttackPower,,,
74011,,5,2,,,1003,1,2000,,,,Icon_Debuff_KnockDown,,,
74022,,5,14,,,,1,5000,1000,,,Icon_Debuff_Bleed,,,
74032,,5,14,,,,1,2500,500,,,Icon_Debuff_Paralyze,,,
74042,,5,14,,,,10,2500,500,4,,Icon_Debuff_Burn,,,
74051,,5,14,,,,1,5000,1000,6,,Icon_Debuff_Poison,,,
74062,,5,14,,,1001,1,5000,,,,Icon_Debuff_Slow,,,
74071,,5,14,,,,5,5000,1000,6,,Icon_Debuff_Poison,,,
74072,,5,14,,,1001,1,10000,,,,Icon_Debuff_Slow,,,
74082,,5,14,,,,1,150000,,3,,Icon_Buff_AttackPower,,,
74083,,5,14,,,5001,1,150000,,,,Icon_Buff_MoveSpeed,,,
74084,,5,14,,,,1,150000,,,,Icon_Debuff_DefensePower,,,
74085,,5,14,,,,1,150000,,3,,Icon_Buff_AttackPower,,,
74086,,5,14,,,5001,1,150000,,,,Icon_Buff_MoveSpeed,,,
74087,,5,14,,,,1,150000,,,,Icon_Debuff_DefensePower,,,
74088,,5,14,,,,1,150000,,3,,Icon_Buff_AttackPower,,,
74089,,5,14,,,5001,1,150000,,,,Icon_Buff_MoveSpeed,,,
74090,,5,14,,,,1,150000,,,,Icon_Debuff_DefensePower,,,
74091,,5,14,,,,1,3600000,,3,,Icon_Buff_AttackPower,,,
74092,,5,14,,,5001,1,3600000,,,,Icon_Buff_MoveSpeed,,,
74093,,5,14,,,,1,3600000,,,,Icon_Debuff_DefensePower,,,
50074,,5,14,,,,10,7000,,,,Icon_Debuff_AttackPower,,,
74095,,5,14,,,,1,5000,,,,Icon_Debuff_DefensePower,,,
74096,,5,14,,,,5,25000,,,,Icon_Debuff_Weakness,,,
74097,,5,14,,,,1,30000,,,,Icon_Skill_Unique_30008,,,
74098,,5,14,,,,1,30000,,,,Icon_Skill_Unique_30010,,,
74111,,5,14,,,,1,5000,,,,Icon_Debuff_Curse,,,
74121,,5,14,,,,1,10000,,,,Icon_Debuff_DefensePower,,,
74122,,5,14,,,,5,5000,1000,,,Icon_Debuff_Poison,,,
74131,,5,14,,,,5,5000,1000,6,,Icon_Debuff_Poison,,,
74132,,5,4,,,1002,1,5000,,5,,Icon_Debuff_Curse,,,
74134,,5,14,,,,1,1,,,,,,,
741341,,5,14,,,,1,10000,1000,,,Icon_Debuff_Bleed,,,
741342,,5,4,,,1002,1,3500,,1,,Icon_Debuff_Stun,,,
741351,,5,14,,,,1,10000,500,,,Icon_Debuff_Curse,,,
7413511,,5,14,,,,1,10000,,741352,,Icon_Debuff_Curse,,,
741352,,5,11,,,,1,1001,,,,Icon_Debuff_Curse,,,
741353,,5,14,,,,1,10000,1000,,,Icon_Debuff_Curse,,,
77001,,5,14,,,11,1,5000,1000,,,Icon_Debuff_Burn,,,
77002,,5,14,,,1001,1,5000,,,,Icon_Debuff_Slow,,,
77003,,5,14,,,,1,7000,,,,Icon_Debuff_Weakness,,,
77004,,5,14,,,14,1,5000,1000,,,Icon_Debuff_Curse,,,
77005,,5,4,,,1002,1,2000,,1,,Icon_Debuff_Stun,,,
77006,,5,14,,,12,1,3000,600,,,Icon_Debuff_Bleed,,,
77007,,5,14,,,13,1,5000,1000,,,Icon_Debuff_Poison,,,
77008,,5,14,,,,1,5000,,,,Icon_Debuff_AttackPower,,,
77010,,5,4,,,1002,1,2000,,1,,Icon_Debuff_Stun,,,
77085,,5,14,,,,1,30000,,,,Icon_Debuff_AttackPower,,,
801011,,5,14,,,,1,30000,,500006,,Icon_Buff_AttackPower,,,Interface/UI_Dungeon_Buff_Atk_Phy_1
801012,,5,14,,,,1,30000,,500006,,Icon_Buff_AttackPower,,,Interface/UI_Dungeon_Buff_Atk_Phy_1
801013,,5,14,,,,1,30000,,500006,,Icon_Buff_AttackPower,,,Interface/UI_Dungeon_Buff_Atk_Phy_1
801021,,5,14,,,,1,30000,,500005,,Icon_Buff_AttackSpeed,,,Interface/UI_Dungeon_Buff_Atk_Speed_1
801022,,5,14,,,,1,30000,,500005,,Icon_Buff_AttackSpeed,,,Interface/UI_Dungeon_Buff_Atk_Speed_1
801031,,5,14,,,,1,30000,,500003,,Icon_Buff_DefensePower,,,Interface/UI_Dungeon_Buff_Defence_1
801032,,5,14,,,,1,30000,,500003,,Icon_Buff_DefensePower,,,Interface/UI_Dungeon_Buff_Defence_1
801033,,5,14,,,,1,30000,,500003,,Icon_Buff_DefensePower,,,Interface/UI_Dungeon_Buff_Defence_1
801041,,5,14,,,,1,30000,,500004,,Icon_Buff_MoveSpeed,,,Interface/UI_Dungeon_Buff_Speed_1
801042,,5,14,,,,1,30000,,500004,,Icon_Buff_MoveSpeed,,,Interface/UI_Dungeon_Buff_Speed_1
80105,,5,14,,,,1,30000,,500002,,Icon_Buff_MaxHP,,,Interface/UI_Dungeon_Buff_Defence_1
80106,,5,14,,,,1,30000,,500001,,Icon_Buff_MaxMP,,,Interface/UI_Dungeon_Buff_Defence_1
801043,,5,14,,,,1,30000,,,,Icon_Buff_SkiilDamageUp,,,Interface/UI_Dungeon_Buff_Skill_Phy_1
801044,,5,14,,,,1,30000,1000,8010441,,Icon_Buff_ApproachDamageUp,,,Interface/UI_Dungeon_Buff_Skill_Phy_2
801045,,5,14,,,,1,15000,,801045,,Icon_Buff_MoveSpeed,,,Interface/UI_Dungeon_Buff_Defence_2
801046,,5,14,,,,1,15000,1000,8010461,,Icon_Buff_PartyPowerUP,,,Interface/UI_Dungeon_Buff_Atk_Phy_2
8010461,,5,14,,,,1,1000,,8010461,,Icon_Buff_PartyPowerUP,,,Interface/UI_Dungeon_Buff_Atk_Phy_2
801047,,5,4,,,,1,3000,,1,,Icon_Debuff_Stun,,,
801048,,4,0,,,,1,10000,,801048,,Icon_Buff_OverPower,,,
93506,,5,6,"{""Color"":{""R"":255,""G"":15,""B"":0}}",,,1,3600000,,,,,,,
94409,,5,6,"{""Color"":{""R"":255,""G"":15,""B"":0}}",,,1,3600000,,,,,,,
90001,,5,14,,,,1,3600000,,,,Icon_Skill_Passive_20261,,,
90002,,5,14,,,,1,3600000,,,,Icon_Skill_Passive_22261,,,
90003,,5,14,,,,1,3600000,,,,Icon_Skill_Passive_20211,,,
90004,,5,14,,,,1,3600000,,,,Icon_Skill_Passive_20221,,,
90005,,5,14,,,,1,3600000,,,,Icon_Skill_Passive_20241,,,
90006,,5,14,,,,1,3600000,,,,Icon_Skill_Passive_24241,,,
90007,,5,14,,,,1,3600000,,,,Icon_Skill_Passive_20231,,,
90008,,5,14,,,,1,3600000,,,,Icon_Skill_Passive_20251,,,
90009,,5,14,,,,1,3600000,,,,Icon_Skill_Passive_21221,,,
905001,1,5,14,,1,,1,0,,,,Buff_AgitCrystal,,,
905002,2,5,14,,2,,1,0,,,,Buff_AgitCrystal,,,
905003,3,5,14,,3,,1,0,,,,Buff_AgitCrystal,,,
905004,4,5,14,,4,,1,0,,,,Buff_AgitCrystal,,,
905005,5,5,14,,5,,1,0,,,,Buff_AgitCrystal,,,
905006,6,5,14,,6,,1,0,,,,Buff_AgitCrystal,,,
905007,7,5,14,,7,,1,0,,,,Buff_AgitCrystal,,,
905008,8,5,14,,8,,1,0,,,,Buff_AgitCrystal,,,
905009,9,5,14,,9,,1,0,,,,Buff_AgitCrystal,,,
905010,10,5,14,,10,,1,0,,,,Buff_AgitCrystal,,,
905101,,4,14,,,905101,1,1800000,,500001,,Icon_Buff_Banquet_S,,,Interface/UI_Dungeon_Buff_Defence_1
905102,,4,14,,,905102,1,1800000,,500004,,Icon_Buff_Banquet_M,,,Interface/UI_Dungeon_Buff_Speed_1
905103,,4,14,,,905103,1,1800000,,500002,,Icon_Buff_Banquet_L,,,Interface/UI_Dungeon_Buff_Atk_Phy_1
905104,,4,14,,,905101,1,1800000,,500001,,Icon_Buff_Banquet_S,,,Interface/UI_Dungeon_Buff_Defence_1
905105,,4,14,,,905102,1,1800000,,500004,,Icon_Buff_Banquet_M,,,Interface/UI_Dungeon_Buff_Speed_1
905106,,4,14,,,905103,1,1800000,,500002,,Icon_Buff_Banquet_L,,,Interface/UI_Dungeon_Buff_Atk_Phy_1
905107,,4,14,,,905101,1,1800000,,500001,,Icon_Buff_Banquet_S,,,Interface/UI_Dungeon_Buff_Defence_1
905108,,4,14,,,905102,1,1800000,,500004,,Icon_Buff_Banquet_M,,,Interface/UI_Dungeon_Buff_Speed_1
905109,,4,14,,,905103,1,1800000,,500002,,Icon_Buff_Banquet_L,,,Interface/UI_Dungeon_Buff_Atk_Phy_1
905501,,4,0,,,,1,300000,,,,Icon_Buff_Potion_Player_AttackPowerPhy,,,PC/Skill/Item_Buff_Guild_Atk_02
905502,,4,0,,,,1,300000,,,,Icon_Buff_Potion_Player_AttackPowerMag,,,PC/Skill/Item_Buff_Guild_Atk_01
905503,,4,0,,,,1,300000,,,,Icon_Buff_Potion_Player_DefensePowerPhy,,,PC/Skill/Item_Buff_Guild_Defence_01
905504,,4,0,,,,1,300000,,,,Icon_Buff_Potion_Player_DefensePowerMag,,,PC/Skill/Item_Buff_Guild_Defence_02
905505,,5,0,,,,1,30000,,,,Icon_Buff_Potion_Player_MoveSpeed,,,PC/Skill/Item_Buff_Guild_SpeedUp_01
