Id,GroupId,Type,DialogTexture
7921133,792113,1,
7922011,792201,1,
7922012,792201,1,
7922013,792201,1,
7922021,792202,1,
7922022,792202,1,
7922023,792202,1,
7922041,792204,1,
7922042,792204,1,
7922043,792204,1,
7922031,792203,1,
7922032,792203,1,
7922033,792203,1,
7922061,792206,1,
7922062,792206,1,
7922063,792206,1,
7922081,792208,1,
7922082,792208,1,
7922083,792208,1,
7922181,792218,1,
7922182,792218,1,
7922183,792218,1,
7922191,792219,1,
7922192,792219,1,
7922193,792219,1,
7922194,792219,1,
7922111,792211,1,
7922112,792211,1,
7922113,792211,1,
7922131,792213,1,
7922132,792213,1,
7922133,792213,1,
7923011,792301,1,
7923012,792301,1,
7923013,792301,1,
7923021,792302,1,
7923022,792302,1,
7923023,792302,1,
7923041,792304,1,
7923042,792304,1,
7923043,792304,1,
7923031,792303,1,
7923032,792303,1,
7923033,792303,1,
7923061,792306,1,
7923062,792306,1,
7923063,792306,1,
7923081,792308,1,
7923082,792308,1,
7923083,792308,1,
7923181,792318,1,
7923182,792318,1,
7923183,792318,1,
7923191,792319,1,
7923192,792319,1,
7923193,792319,1,
7923194,792319,1,
7923111,792311,1,
7923112,792311,1,
7923113,792311,1,
7923131,792313,1,
7923132,792313,1,
7923133,792313,1,
1085041,108504,1,
1085051,108505,1,
1085011,108501,1,
1085031,108503,1,
101,101,0,Aimel
102,102,0,Aimel
103,102,0,ArmorMerchant_01
104,103,0,Aimel
105,104,0,Aimel
106,104,0,ArmorMerchant_01
107,105,0,Aimel
108,105,0,HardinsFollower
109,106,0,Aimel
110,107,0,Aimel
111,108,0,Aimel
