Name,TaskName,QuestNpcName,QuestNpcDialog,QuestNpcName2,QuestNpcDialog2
Embuscade orc,Vaincre les orcs fuyant le port,,,,
Embuscade orc,Arrêter le capitaine des fantassins et ses escortes,,,,
Préparation au combat,Apprendre à utiliser l'équip. auto.,Capitaine Harold,"Merci. Nous vous sommes redevables. Je ne m'attendais pas à de telles prouesses de la part de quelqu'un avec une armure aussi usée.
<P>Mais je peux vous donner un coup de main. Laissez-moi vous montrer un moyen rapide de gérer votre équipement grâce à l'<YellowBold>équipement auto</>.",,
Les archéologues disparus,Parler à Codellia,Capitaine Harold,"Pardon de vous demander ça, mais... J'ai encore besoin de votre aide.
<p>On dirait que plusieurs archéologues ont disparu près d'ici.
<p>J'aurais bien enquêté moi-même, mais je ferais mieux de rester au cas où les orcs décideraient d'attaquer...
<p>Pouvez-vous éclaircir la situation pour moi ?",Codellia,"Qui ? Ah ! C'est sûrement le capitaine de la garde qui vous envoie.
<p>Merci d'être là."
Recherche d'indices,Recherche d'équipement d'excavation,Codellia,"J'imagine qu'on vous a déjà donné les détails, mais plusieurs de mes collègues ont disparu.
<p>J'ai essayé de partir à leur recherche, mais rien n'indique qu'ils ont quitté la zone du dolmen. Ils doivent toujours être dans les parages...
<p>J'ai bien peur que les monstres de la région soient derrière tout ça... 
<p>Vous trouverez peut-être des indices si vous en tuez quelques-uns.",Codellia,"Vous dîtes avoir trouvé cet équipement sur des chauves-souris ? Il ne devrait pas y avoir de chauves-souris par ici !
<p>Hmmm, je me demande ce qui pousse les chauves-souris à fuir leur habitat naturel..."
Les ravisseurs mystérieux,Récupérer la clé du ravisseur orc,Codellia,"Les orcs qui se sont installés ne me disent rien qui vaille. Je pense qu'ils préparent un sale coup...
<p>Allez dans leur camp, assommez-en quelques-uns et essayez d'obtenir des informations !",Codellia,"Alors, c'était les orcs ! Et ils ont emprisonné mes collègues ?! Oh, vous avez la clé !"
Sauvetage d'archéologue,Libérer le 1er archéologue captif,Codellia,"Super, vous avez trouvé la clé ! Maintenant, sauvez mes collègues !
<p>Dépêchez-vous avant qu'il ne soit trop tard !",Ferron le forgeron,Merci de m'avoir libéré ! Mon travail m'a amené ici. Je ne m'attendais pas à me faire presque tuer par ces saletés d'orcs !
Sauvetage d'archéologue,Libérer le 2e archéologue captif,,,,
Sauvetage d'archéologue,Libérer le 3e archéologue captif,,,,
Sauvetage d'archéologue,Suivre Ferron le forgeron,,,,
Sauvetage d'archéologue,Parler à Ferron le forgeron,,,,
La revanche du forgeron,Apprendre à développer l'équipement,Ferron le forgeron,"J'ai vraiment cru que j'allais y passer ! Ha ha !
<P>Comment pourrais-je vous remercier ?
<P>Je sais ! Je peux vous apprendre à améliorer votre équipement.",,
La revanche du forgeron,Apprendre à développer l'équipement,,,,
Invocations de Codellia,Parler à Codellia,Ferron le forgeron,"Je vais retourner chez moi. Je vous inviterais bien, mais je crois que cette femme veut s'entretenir avec vous.",,
Le voile est tombé,Approcher du sorcier sinistre,Codellia,"Merci ! La plupart de mes collègues sont revenus.
<p>J'ai vu d'autres orcs après votre départ !
<p>Je crois qu'ils prévoient de kidnapper d'autres personnes !
<p>Je vais aller chercher les gardes. Mais en attendant, vous devez m'aider !",,
Le voile est tombé,Un sorcier sinistre arrive,,,,
Le voile est tombé,Approcher du sorcier sinistre,,,,
Le voile est tombé,Vaincre les monstres invoqués,Sorcier sinistre,"Un parasite ! Votre misérable vie ne mérite même pas mon attention !
<p>Si vous ne partez pas, vous mourrez dans d'atroces souffrances !",,
Le voile est tombé,Vaincre les monstres invoqués,,,,
Le voile est tombé,Vaincre les monstres invoqués,,,,
Le voile est tombé,Affronter le sorcier sinistre,,,,
Retraite sinistre,Informer Codellia,Sorcier sinistre,"On dirait que j'ai sous-estimé votre force. C'est notre première rencontre, alors pourquoi cherchez-vous à nous nuire ?
<p>Je me replie pour l'instant, mais prenez garde, votre pitoyable bravoure causera votre perte.",Codellia,"Les gardes ont bientôt fini de nettoyer.
<p>Vous avez sauvé mes collègues et cette excavation ! Merci !"
Vers Feldheim,"Rencontrer Feldheim, archéologue en chef",Codellia,J'ai failli oublier ! L'archéologue en chef que vous avez sauvé aimerait vous remercier personnellement. Et si vous alliez lui parler ?,,
L'obstruction,Éliminer les loups-garous,Feldheim,"C'est donc vous qui avez sauvé mes archéologues ? Merci ! Vous avez peut-être entendu parler de nos fouilles aux Ruines elfiques ?
<p>Ça semble peut-être déplacé, mais pourriez-vous m'apporter à nouveau votre aide ? Le jeu en vaudra la chandelle.
<p>Je vous assure que votre soutien serait extrêmement précieux pour cette excavation. 
<p>Ne vous en faites pas, cette mission ne devrait poser aucun problème à quelqu'un comme vous. J'ai juste besoin que vous chassiez les loups-garous du site.",,
La puissance des traits d'âme,Apprendre à utiliser les traits d'âme,Feldheim,"Merci ! Grâce à vous, les archéologues peuvent travailler en toute sérénité. En ce qui concerne votre récompense...
<p>Oh, je sais ! Avez-vous déjà entendu parler des <YellowBold>traits d'âme</> ? Ces objets vous permettent de canaliser le pouvoir des éléments !",,
La puissance des traits d'âme,Apprendre à utiliser les traits d'âme,,,,
La puissance des traits d'âme,Apprendre à utiliser les traits d'âme,Feldheim,"Qu'en pensez-vous ? Et si nous testions leur pouvoir ?
<p>Ouvrez ce tonneau de viande. Cela attirera les loups-garous. Vous pourrez ensuite essayer les <YellowBold>traits d'âme</> sur eux !",,
La puissance des traits d'âme,Ouvrir le tonneau de viande,,,,
La puissance des traits d'âme,Essayer le trait d'âme,,,,
L'obstruction II,Vaincre des chauves-souris vampires,Feldheim,"Pouvez-vous me rendre un autre service ? Pendant que vous y êtes, profitez-en pour tester votre trait d'âme.
<p>Niah, mon assistante, effectue des fouilles au nord d'ici, mais les chauves-souris vampires s'en prennent à elle.
<p>Chargez-vous de cette vermine, si possible sans qu'elle vous remarque...",Niah,"Hé, qu'est-ce que vous faites à ces chauves-souris vampires ?
<p>Quoi ? Feldheim vous a demandé de les tuer ? Il aurait dû réduire la charge de travail au lieu de tuer ces stupides bêtes !
<p>Oh, vous n'êtes pas au courant. Feldheim est mon père. Un archéologue en chef qui se soucie plus de moi que de l'excavation."
Les fragments de dolmen,Rassembler les fragments de dolmen,Niah,"Eh bien, j'imagine que c'est plus simple sans ces chauves-souris qui m'attaquent. Sauf que ça veut dire que j'aurai plus de travail, maintenant. C'était le plan de mon père depuis le début !
<p>Maintenant, allez récupérer les fragments de dolmen dans les environs. Servez-vous de cet anneau elfique pour les identifier.
<p>Merci, revenez me voir quand vous aurez terminé.",Fée purifiante,"Bienvenue, être de foi. Je vous attendais. Je suis la fée purifiante qui garde la barrière."
Les fragments de dolmen,Avancer vers la lumière du dolmen,Niah,Intéressant ! La fusion des fragments de dolmen a causé un étrange phénomène au centre des ruines ! Une lumière en jaillit ! Comment est-ce possible ?,,
Les fragments de dolmen,Desceller la barrière,,,,
Les fragments de dolmen,Avancer vers la lumière du dolmen,,,,
Les fragments de dolmen,Avancer vers la lumière du dolmen,,,,
Des monstres dans la barrière,Vaincre les gardes royaux de Gorsaur,Fée purifiante,"Les elfes qui vivaient ici jadis ont créé une barrière sur cette île à l'aide de quatre fragments de l'Arbre-mère.
<p>C'est de là qu'elle tient ses surnoms : « l'Île des aventuriers » et « l'Île du commencement ». Elle a toujours été protégée des monstres.
<p>Mais récemment, la barrière est tombée sous l'influence des ténèbres. Si la barrière est détruite, l'Île du discours ne sera plus à l'abri de ces monstres.
<p>Heureusement, nous pouvons chasser les ténèbres à l'aide d'un dispositif de purification, mais nous aurons besoin de votre aide.",,
Des monstres dans la barrière,Parler à la fée purifiante,,,,
Le début de la purification,Protéger la fée purifiante,Fée purifiante,Nous avons des ennuis ! Des monstres ont traversé la barrière affaiblie en se faufilant dans ses fissures.<p>Nous devons faire vite. Rendons-nous vite à l'emplacement central pour purifier la barrière !,,
Le début de la purification,Parler à la fée purifiante,,,,
En route pour le repère de purification,Vaincre les sbires de Gorsaur,Fée purifiante,Les monstres deviennent plus puissants à mesure que nous approchons du centre. Oh ! Je ressens la présence d'un monstre terrifiant.<p>Nous devons nous charger des autres avant qu'il n'arrive.,,
En route pour le repère de purification,Parler à la fée purifiante,,,,
L'indésirable dans la barrière,Vaincre Gorsaur,Fée purifiante,Ah ! Comment est-ce possible... ? Gorsaur ! C'est Gorsaur !<p> Nous devons l'éliminer !,Fée purifiante,Un monstre comme Gorsaur à l'intérieur de la barrière ?! Ça n'aurait pas dû arriver.<p>Il se passe quelque chose de terrible. Activons rapidement le purificateur.
L'indésirable dans la barrière,Parler à la fée purifiante,,,,
L'indésirable dans la barrière,Parler à la fée purifiante,,,,
La première purification,Activer la pierre de téléportation,Fée purifiante,"C'est fait, mais nous ne pouvons pas traîner. Les trois autres barrières sont sans doute en péril.<p>Nous devons également activer les autres purificateurs. Aidez-moi, je vous en prie !<p>Tenez, utilisez cette pierre de téléportation pour quitter les lieux. Je vous retrouverai quand tout sera prêt.",,
La première purification,Activer la pierre de téléportation,,,,
Sanctuaire des souvenirs scellés,Apprendre à accéder au donjon quotidien,Niah,"Que s'est-il passé ici ? Vous ne savez pas non plus ?<p>Attendez, j'ai trouvé quelque chose après votre départ. Je sais comment traverser la barrière.<p>On a trouvé un tas de choses intéressantes en cherchant une simple entrée. Eh bien ? Ça vous intéresse ?<p>D'ailleurs, vous sauver ne faisait pas partie de mes plans, ne vous faites pas de fausses idées.",,
Sanctuaire des souvenirs scellés,Apprendre à accéder au donjon quotidien,,,,
Doux à l'intérieur,Parler à Aman le pêcheur,Niah,"Pfiou, il s'est passé tellement de choses aujourd'hui ! Je devrais rentrer en ville.<p>Mais avant cela, puis-je vous demander un petit service ? Pourriez-vous aller me chercher du poisson à ce stand de pêche ?
<p>Je ferais mieux de cuisiner un bon plat pour mon père. Même s'il n'arrête pas de me noyer sous la charge de travail, c'est un homme bon.
<p>D'ailleurs, vous pouvez obtenir du poisson auprès de ces pêcheurs tout au long de l'année !",Aman le pêcheur,"Hé, vous aimez pêcher ? Quoi ? Un service pour Niah ? Ah, un autre pigeon tombe dans ses filets. Ne vous en faites pas, c'est son point fort."
L'appât parfait,Obtenir de la viande de chauve-souris vampire,Aman le pêcheur,"Je suis désolé mais j'ai déjà vendu tout mon poisson.
<p>J'ai besoin d'appâts pour pêcher, et je suis également à court !
<p>Pouvez-vous me ramener de la viande de chauve-souris vampire ? Si vous acceptez, je pêcherai du poisson pour vous.",Aman le pêcheur,"Oh, c'est beaucoup. Maintenant, commençons !
<p>Hé, pourquoi ne vous mettez-vous pas à la pêche ? Il y a peut-être un concours de pêche ici, vous devriez regarder."
Plat du stand de poisson,Rapporter la viande cuite de chauve-souris à Pesca,Aman le pêcheur,"Oh, il vous faut plus de poisson ? Allez donc demander à un autre pêcheur.
<p>Il y a une pêcheuse du nom de Pesca, c'est une vraie pro de la ligne et de l'hameçon ! Allez lui parler.
<p>Oh ! Ça m'aiderait bien si vous cuisiniez cette viande de chauve-souris.
<p>De la viande de chauve-souris... Elle a un goût pour le moins étrange.",,
"Rencontrer
Pan le marchand général",Qui a pêché tout le poisson ?,Pesca la pêcheuse,"Du poisson ? Ah, le marchand général a acheté tout mon stock. En y repensant, j'aurais dû en demander un meilleur prix !
<p>Enfin, le marchand est parti de ce côté. Entre vous et moi, il avait l'air prêt à acheter tout le poisson de la région.
<p>Quand le stand de pêche sera complètement opérationnel, il fera un client régulier.",,
"Rencontrer
Pan le marchand général",Trouver de l'herbe à chat,Pan le colporteur,"Vous avez l'air suspect. Quoi ? C'est normal de se méfier d'une personne armée par ici. Qu'est-ce que vous voulez ?<p>Oh, vous voulez acheter du poisson ? Mais moi aussi, j'en ai besoin. Le poisson du coin est vraiment le meilleur.<p>Très bien, si vous en voulez vraiment, récupérez de l'herbe à chat dans les parages.<p>Si vous m'en ramenez, je partagerai ce poisson.",,
"Rencontrer
Pan le marchand général",Trouver de l'herbe à chat,,,,
Niah en urgence,Trouver Niah,Pan le colporteur,"J'adore l'herbe à chat, mais l'odeur émise par les racines est trop forte pour moi. Tenez, prenez ce poisson. Les marchands félins tiennent toujours leurs promesses !",Téré le ravitailleur,Je suis Téré. Niah est partie par-là en disant qu'elle avait une affaire urgente.<p>Vous trouverez peut-être Niah si vous faites vite.
Niah en urgence,Trouver le coffre de Feldheim,Niah,"Nous avons un problème ! J'ai entendu comme un hurlement, mais quand j'ai accouru, tout le monde avait disparu. Et mon père aussi !
<p>Je dois chercher des indices pour savoir s'ils ont été kidnappés. Aidez-moi !",,
Niah en urgence,Trouver le coffre de Feldheim,,,,
Niah en urgence,Trouver la cape de Feldheim,,,,
Niah en urgence,Trouver le sac à dos de Feldheim,,,,
Niah en urgence,Trouver un témoin,Niah,"C'est le sac de mon père. Il ne l'aurait jamais oublié ! La relique a aussi disparu...
<p>Hein ? Me calmer ? Vous avez raison... Il n'y a qu'une seule issue pour sortir d'ici. Il y a peut-être un témoin !",,
Niah en urgence,Trouver un témoin,,,,
Chariot volé,Examiner le chariot,Helia,"À... À l'aide ! Des bandits m'ont tendu une embuscade et ont volé mon chariot.
<p>Ils sont toujours près de mon chariot ! Là-bas !",Helia,M... Merci. J'ai récupéré mon chariot !
Chariot volé,S'occuper du sorcier sinistre,Sorcier sinistre,"Vous saviez ce qui allait arriver, mais vous n'avez pas l'air des plus futés... C'est terminé pour vous !",,
Chariot volé,S'occuper du sorcier sinistre,,,,
Feldheim en cavale,Trouver Feldheim,Helia,"Des gens suspects ? Maintenant que j'y pense, il y avait un autre chariot mis à part le mien. J'ignore pourquoi, mais avec cette attaque sur mon chariot et...<p>Hé, regardez ! Il y a quelqu'un ! Vite !",,
Besoin d'un stabilisateur,Récupérer des cornes d'antilope des prairies,Feldheim,"Ils ont enlevé mes hommes. J'ai essayé de résister, mais j'ai été assommé pendant l'assaut. Argh... Je dois me calmer.<p>Pouvez-vous chasser quelques antilopes et me ramener la poudre issue de leurs cornes ? Cette poudre possède des propriétés apaisantes.",Feldheim,"Voilà qui est réglé. Où en étais-je ? Ah oui, quand j'ai repris connaissance, j'étais sur un chariot qui faisait route quelque part...<p>J'ai fui en me balançant le plus fort possible pour en tomber. On dirait qu'être gros à des avantages..."
Poursuivre le ravisseur,Suivre Feldheim,Feldheim,"D'accord, il n'y a plus de temps à perdre. Aidez-moi à retrouver mes hommes. Je ne peux pas les laisser mourir comme ça.<p>Je sais par où ils sont partis. Suivez-moi.",Garde de la ville,"Des gens suspects ? Il y a trop de gens qui passent par ici pour que l'on remarque les ""gens suspects."" Nous n'avons pas le temps de trouver autre chose que les gens recherchés."
Vendeur d'informations,Trouver l'archonte,Garde de la ville,Allez voir l'archonte de cette ville pour lui demander de l'aide. Toutes les informations sur la région passent par lui.,Daniel l'archonte,"Un enlèvement ? Hmm, certains aventuriers ont disparu, c'est peut-être lié. Je vais ouvrir une enquête."
Déverrouiller des succès,En apprendre plus sur les succès,Daniel l'archonte,"Attendez... J'ai entendu parler de vous. On dirait que les gardes vous sont tous redevables depuis que vous avez posé le pied sur l'Île du discours.
<p>Le gestionnaire du port m'a également parlé de vous. Je vois que vous n'êtes pas comme les autres aventuriers. J'ai l'impression que vous allez réaliser de grandes choses.
<p>Restez donc quelque temps ici. Je vous expliquerai comment accéder à vos <YellowBold>succès</>.",,
Déverrouiller des succès,En apprendre plus sur les succès,,,,
Candidature des Rangers sanguinaires,Envoyer une candidature,Daniel l'archonte,"Un rapport indique qu'un groupe non identifié fait route vers le nord. C'est peut-être celui dont vous m'avez parlé. Vous feriez mieux d'aller vérifier.<p>Le Nord est actuellement en guerre contre les orcs, donc faites attention à vous. J'informerai le capitaine des Rangers sanguinaires de votre venue.",Capitaine Austin,C'était incroyable ! Pas étonnant qu'on vous appelle le héros du port de l'Île du discours !
Candidature des Rangers sanguinaires,Envoyer une candidature,Capitaine Austin,"Le messager de l'archonte m'a dit que vous viendriez. C'est donc vous l'auteur de tous ces exploits.
<p>On m'a dit que vous aviez géré la situation avec brio au port et dans les ruines, mais je ne crois que ce que je vois. Et si vous prouviez votre bravoure avec mes hommes ?",,
Candidature des Rangers sanguinaires,Rejoindre le centre de la route,,,,
Candidature des Rangers sanguinaires,Mettre vos talents en avant,,,,
Candidature des Rangers sanguinaires,Mettre d'autres talents en avant,,,,
Candidature des Rangers sanguinaires,Vaincre le Maître de manœuvre,,,,
Candidature des Rangers sanguinaires,Vaincre le Maître de manœuvre,,,,
Candidature des Rangers sanguinaires,Parler à Austin,,,,
Un autre mercenaire,Aller voir Russel,Capitaine Austin,"D'autres mercenaires sont déjà sur le coup, libre à vous de les rejoindre.
<p>Navré de ne pas pouvoir vous accompagner... Avec les récentes attaques orcs, je ne peux pas quitter mon poste.",Russel,Hum ? Vous ? Vous revoilà ! J'ai été témoin de vos exploits au port.
L'objet confié par Feldheim,Aller voir le marchand,Russel,"Il y avait un message de Feldheim. Il a confié quelque chose à un marchand pour vous aider à résoudre cette affaire d'enlèvements.
<p>Je parie que ça vous aidera à le retrouver.
<p>Hein ? Je ne sais pas non plus de quoi il s'agit. Allez voir le marchand si votre curiosité est trop forte.",,
Invocation de haut niveau,En apprendre plus sur l'invocation de haut niveau,Anaïs la marchande,"Voici la boîte que Feldheim m'a confiée. C'est un <YellowBold>coffre d'invocation d'équipement de haute qualité</>. Maintenant, écoutez-moi bien.",Anaïs la marchande,"C'est une opportunité rare, alors ne la manquez pas !<p>N'oubliez pas de la saisir, ou votre équipement ne sera pas aussi bon que celui des mercenaires !"
Invocation de haut niveau,En apprendre plus sur l'invocation de haut niveau,,,,
Message de Russel,Trouver l'archonte,Anaïs la marchande,"Oh, Russel m'a laissé un message pendant que je vous parlais.
<p><GreenBold>""Allez voir l'archonte. Je vous rejoindrai là-bas.""</>
<p>Allez, filez... À moins que vous ayez besoin d'autre chose ?",,
Soutenir le Nord,Aller voir Russel,Archonte,"J'ai enquêté sur ces marchands qui sont entrés en ville et j'ai appris qu'ils avaient un lien avec les villageois disparus.<p>J'essaie de savoir où les archéologues ont été emmenés... Toute cette agitation au nord m'a voilé les yeux sur la gravité de la situation. Sans votre rapport, il y aurait eu encore plus de victimes.<p>Pourriez-vous soutenir le côté nord de la ville pendant que je m'occupe de ce problème ?<p>Russel le mercenaire vous attendra sur les lieux.",,
Bataille du pont nord,Vaincre les éclaireurs orcs,Russel,"Vous avez sans doute entendu parler des orcs qui sèment le chaos au nord du pont.<p>Nous avons envoyé des mercenaires chevronnés pour les anéantir, mais ces créatures ont une force incroyable.<p>Ouah ! Qu'est-ce que des orcs font dans le coin ?! Chargez-vous d'eux et traversons ce pont !",,
Bataille du pont nord,Vaincre les troupiers orcs,,,,
Contre-attaque,Visiter le camp fortifié,Russel,"Cela ne mène à rien. Il nous faut un meilleur plan.
<p>Très bien, essayons cela. Nous désertons le camp, nous attendons que les orcs lancent l'assaut et nous les prenons à revers !
<p>Montrons à ces stupides orcs le vrai sens de ""stratégie"".",Capitaine Austin,"Quelle monstruosité. Sans votre aide, les pertes auraient bien plus importantes.<p>Tous mes hommes vous sont reconnaissants."
Contre-attaque,Attaque-surprise,,,,
Contre-attaque,Vaincre les orcs piégés,,,,
Contre-attaque,Carpheous arrive,,,,
Contre-attaque,Vaincre Carpheous,,,,
Compétences renforcées !,Apprendre à développer des compétences,Capitaine Austin,"Étant donné votre talent, vous devriez pouvoir survivre, même si vous avez encore besoin de vous améliorer.<p>Ces informations sont confidentielles, mais vous les avez bien méritées.",,
Compétences renforcées !,Apprendre à développer des compétences,,,,
Combat pour la suprématie,Vaincre les sentinelles orcs,Capitaine Austin,"Ils reviennent à la charge... Et moi qui pensais que nous avions gagné du temps ! Ces orcs sont des barbares sans merci.<p>Mais il n'y en a pas des milliers. Repoussez cette attaque, cela les ralentira ! Puis nous contre-attaquerons. Commencez par éliminer le sentinelles !",,
,Parler au capitaine Austin,,,,
Continuer,Vaincre les maraudeurs orcs,Capitaine Austin,Des maraudeurs orcs ! Pouvez-vous vous charger d'eux ? Notre victoire en dépend !,,
Trouver le kidnappé,Parler à Russel,Capitaine Austin,L'archonte a envoyé un message. Il sait où se trouvent les archéologues et les villageois. Allez voir Russel. Bonne chance !,,
Défier le chef de guerre,Défier le chef de guerre orc,Russel,"La piste des archéologues continue dans cette direction.<p>Mais des orcs bloquent la route... et parmi eux un immense chef de guerre !<p>J'ignore ses motivations, mais on dirait qu'il veut affronter l'un de nous en duel. Nous devons dégager la voie. Et si vous acceptiez son défi ?",Russel,Incroyable. Je savais que vous y arriveriez. Essayez l'<YellowBold>Arène</> quand vous aurez le temps. C'est l'un des meilleurs moyens de gagner en réputation à Aden.
Défier le chef de guerre,Défier le chef de guerre orc,,,,
Défier le chef de guerre,Arrêter les orcs en approche,,,,
Défier le chef de guerre,Retourner auprès de Russel,,,,
Maître du duel,Défier l'Arène,Russel,"Puisqu'on en parle, je vais vous apprendre à rejoindre l'<YellowBold>Arène</>.",,
Maître du duel,Défier l'Arène,,,,
Rejoindre la force,Trouver le lieutenant des Rangers sanguinaires,Russel,"Maintenant que cette affaire est réglée, retrouvons les personnes disparues.
<p>L'Île du discours n'a aucun secret pour moi, laissez-moi organiser les recherches.
<p>Rejoignez les Rangers sanguinaires et attendez de mes nouvelles.",Lieutenant Arthur,"Vous êtes <YellowBold>[player]</> ? Russel m'a parlé de vous. Pouvez-vous m'aider pendant que j'attends ici ?<p>Plusieurs incidents ont lieu sur l'Île du discours, alors nous avons besoin de bras."
Académie des arcanes assiégée,Trouver le professeur de l'Académie des arcanes,Lieutenant Arthur,"Les orcs mettent toute l'île à feu et à sang. Ils ne semblent pas avoir d'objectif, en revanche. Pourquoi saccagent-ils la région ?<p>Pourriez-vous vous rendre à l'Académie des arcanes d'Einhovant ? Une importante force orc se rassemble sur place.",,
Couronne elfique,Préparez-vous à partir,"Eugene, professeur académique","Vous êtes <YellowBold>[player]</> ? Comment est-ce que je vous connais ? Je vous l'expliquerai plus tard... Pour l'instant, nous devons nous occuper d'un problème plus grave.
<p>Les orcs seront bientôt là, allons-nous-en. Ensuite, nous parlerons.","Eugene, professeur académique","Bien, ça fera l'affaire.<p>Vous avez entendu parler de la Tour d'ivoire ? Croyez-le ou non, nous sommes actuellement en dessous.<p>L'Académie des arcanes d'Einhovant est reliée aux catacombes de la Tour d'ivoire."
Couronne elfique,Vaincre les orcs en approche,,,,
Couronne elfique,Activer la pierre de téléportation,,,,
Couronne elfique,Activer la pierre de téléportation,,,,
L'emplacement secret,Vaincre les champignons,"Eugene, professeur académique","Comme vous pouvez le constater, cet endroit est truffé de monstres. Ils sont apparus récemment.
<p>On dirait qu'ils ont un lien avec l'attaque sur Einhovant.
<p>Nous devons récupérer un objet à l'intérieur de la structure. Chargez-vous des monstres et sécurisez la zone.",,
L'emplacement secret,Vaincre les Premos furtifs,,,,
L'emplacement secret,Retourner auprès du prof. de l'Académie des arcanes,,,,
L'emplacement secret,Retourner auprès du prof. de l'Académie des arcanes,"Eugene, professeur académique","Maintenant que l'endroit est sûr, laissez-moi une seconde pour localiser l'objet.",,
L'emplacement secret,Traque,,,,
Le pouvoir de l'équipement émerge !,Apprenez à lier de l'équipement,"Eugene, professeur académique","Mince, nous avons été compromis. C'est un gardien de grotte ! Qu'est-ce qu'une créature aussi puissante fait là ?<p>Nous devons l'éliminer avant de mettre la main sur l'objet. Vous n'êtes pas de taille contre ce monstre avec votre équipement actuel. Je vais vous dénicher de meilleurs objets.","Eugene, professeur académique","Bien, partons à la recherche de notre prix.<p>Je ne peux plus garder ce secret pour moi. Nous recherchons la couronne elfique.<p>Elle a le pouvoir de permettre aux gens de traverser les barrières de l'Île du discours."
Le pouvoir de l'équipement émerge !,Apprenez à lier de l'équipement,,,,
Le gardien de la couronne,Vaincre les Méduses,"Eugene, professeur académique","Des monstres se trouvent à proximité de la couronne elfique, parmi eux un gardien de grotte. Chargez-vous d'eux.",,
Le gardien de la couronne,Obtenir la couronne elfique,,,,
Le gardien de la couronne,Vaincre le gardien de grotte,,,,
Le gardien de la couronne,Obtenir la couronne elfique,"Eugene, professeur académique",Emparez-vous de la couronne elfique. Je vais me préparer à partir.,,
Le gardien de la couronne,Obtenir la couronne elfique,,,,
Le gardien de la couronne,Activer la pierre de téléportation,"Eugene, professeur académique","Bien, allons-nous en d'ici. Activez la pierre de téléportation.",,
Le gardien de la couronne,Activer la pierre de téléportation,,,,
Le gardien de la couronne,Activer la pierre de téléportation,,,,
Appel à l'aide de l'Académie des arcanes,Escorter le prof. de l'Académie des arcanes,"Eugene, professeur académique","La récente montée des orcs, ces monstres creusant sous la Tour d'ivoire... Tout ça ne peut pas être une coïncidence.
<p>La situation ne présage rien de bon. Cela ne se terminera que d'une seule façon : dans le chaos.
<p>La couronne elfique n'est pas facile à protéger, même avec la puissance de l'Académie des arcanes. Pouvez-vous m'emmener auprès du lieutenant des Rangers sanguinaires ?",,
