Id,SpotName,SpotTitle,Desc
797,Ville de Dion,Ville de Dion,
798,@5,Forteresse des Plaines de Dion,
799,Château de Dion,Château de Dion,
801,Terrain inquiétant,Terrain inquiétant,
802,Entrée des Terres marécageuses de Cruma,Entrée des Terres marécageuses de Cruma,
803,Terres marécageuses de Cruma,Terres marécageuses de Cruma,
897,Camp des archéologues,Camp des archéologues,
898,@6,Forteresse du Marais de Cruma,
901,Bois sereins,Bois sereins,
902,Entrée du camp tanor,Entrée du camp tanor,
903,Intérieur du camp tanor,Intérieur du camp tanor,
904,Repaire Ol Mahum,Repaire Ol Mahum,
998,@7,Forteresse du Sommet de la dissonance,
1001,Ferme de mandragores,Ferme de mandragores,
1002,Lieu d'exécution,Lieu d'exécution,
1003,Entrée du Fort de l'agonie,Entrée du Fort de l'agonie,
1004,Intérieur du Fort de l'agonie,Intérieur du Fort de l'agonie,
1098,@8,Forteresse des Terres de clameur,
1101,Entrée du Domaine de Giran,Entrée du Domaine de Giran,
1102,Jardin fleuri de la gorgone,Jardin fleuri de la gorgone,
1103,Forêt chantante,Forêt chantante,
1104,Camp reptilien langk,Camp reptilien langk,
1197,Ville de Giran,Ville de Giran,
1198,@9,Forteresse du Domaine de Giran,
1199,Château de Giran,Château de Giran,
1201,Route commerciale,Route commerciale,
1202,Forêt brumeuse,Forêt brumeuse,
1203,Port de Giran,Port de Giran,
1297,@897,@897,
1298,@10,Forteresse des Rivages de brume mortelle,
1301,Port temporaire de l'Île du diable,Port temporaire de l'Île du diable,
1302,Grotte d'or maudite,Grotte d'or maudite,
1303,Port de navire fantôme de Zaken,Port de navire fantôme de Zaken,
1398,@11,Forteresse de l'Île du diable,
1401,Bastion breka,Bastion breka,
1403,Repère du Gouffre de l'oubli,Repère du Gouffre de l'oubli,
1404,Tombe du dragon,Tombe du dragon,
1405,Col du mort,Col du mort,
1402,Entrée du Gouffre de l'oubli,Entrée du Gouffre de l'oubli,
1406,Mort imminente,Mort imminente,
1498,@12,Forteresse de la Nécropole hantée,
1501,Vallée des nemrods,Vallée des nemrods,
1503,Avant-poste timak,Avant-poste timak,
1502,Camp de nemrods,Camp de nemrods,
1597,Ville d'Oren,Ville d'Oren,
1598,@14,Forteresse du Plateau du mistral,
1599,Château d'Oren,Château d'Oren,
1601,Sceau brisé,Sceau brisé,
1602,Mer de spores,Mer de spores,
1603,Forêt de la sorcière,Forêt de la sorcière,
1697,Zone interdite aux appareils,Zone interdite aux appareils,
1698,@15,Forteresse des Terres éternelles,
1701,Forêt des hors-la-loi,Forêt des hors-la-loi,
1702,Forêt maléfique,Forêt maléfique,
1703,Cratère de la Tour d'ivoire,Cratère de la Tour d'ivoire,
1798,@16,Forteresse conquise de la Tour d'ivoire,
1801,Entrée de la Vallée draconique,Entrée de la Vallée draconique,
1802,Terre des dragons,Terre des dragons,
1803,Faille démoniaque,Faille démoniaque,
1898,@13,Forteresse de la Vallée draconique,
10000,Labo du géant inférieur,Labo du géant inférieur,
10001,@10000,@10000,
10002,@10000,@10000,
10003,Espace d'Einhasad,Cadeau divin,
10004,Espace de Gran Kain,@10003,
20001,Ruines elfiques 1,Ruines elfiques 1,
20101,Ruines elfiques 2,Ruines elfiques 2,
20201,Nid de fourmis 1,Nid de fourmis 1,
20301,Nid de fourmis 2,Nid de fourmis 2,
20401,Tour de Cruma 2,Tour de Cruma 2,
20501,Tour de Cruma 3,Tour de Cruma 3,
20601,Tour d'ivoire 1,Tour d'ivoire 1,
20701,Tour d'ivoire 2,Tour d'ivoire 2,
20801,Tour d'ivoire 3,Tour d'ivoire 3,
30000,,Repère de l'Île du discours de l'Ouest,Île du discours de l'Est > Île du discours de l'Ouest
30001,,Quai de Gludio,Île du discours de l'Est > Grand chemin de Gludin
30002,,Repère de l'Île du discours de l'Est,Île du discours de l'Ouest -> Île du discours de l'Est
30007,,Quai de Gludio,Grand chemin de Gludin > Île du discours de l'Est
30008,,Repère des Plaines de Gludio,Grand chemin de Gludin > Plaines de Gludio
30009,,Grand chemin de Gludin,Plaines de Gludio > Grand chemin de Gludin
30010,,Repère du Manoir de Windawood,Plaines de Gludio > Manoir de Windawood
30011,,Repère des Plaines de Gludio,Manoir de Windawood > Plaines de Gludio
30012,,Repère des Terres désolées,Manoir de Windawood > Terres désolées
30013,,@30010,Terres désolées > Manoir de Windawood
30014,,Repère des Plaines de Dion,Terres désolées > Plaines de Dion
30021,,@30012,Plaines de Dion > Terres désolées
30022,,Repère du Marais de Cruma,Plaines de Dion > Marais de Cruma
30023,,@30014,Marais de Cruma > Plaines de Dion
30024,,Repère du Sommet de la dissonance,Marais de Cruma > Sommet de la dissonance
30029,,@30022,Sommet de la dissonance > Marais de Cruma
30030,,Repère des Terres de clameur,Sommet de la dissonance > Terres de clameur
30031,,@30024,Terres de clameur > Sommet de la dissonance
30032,,Repère du Domaine de Giran,Terres de clameur > Domaine de Giran
30033,,@30030,Domaine de Giran > Terres de clameur
30034,,Repère des Rivages de brume mortelle,Domaine de Giran > Rivages de brume mortelle
30035,,Repère de la Nécropole hantée,Domaine de Giran > Nécropole hantée
30036,,@30032,Rivages de brume mortelle > Domaine de Giran
30037,,Quai de l'Île du diable,Rivages de brume mortelle > Île du diable
30038,,Quai de Giran,Île du diable > Rivages de brume mortelle
30039,,@30032,Nécropole hantée > Domaine de Giran
30054,,Repère du bateau pirate de Zaken,Île du diable -> Bateau pirate de Zaken
30055,,Repère de l'Île du diable,Bateau pirate de Zaken -> Île du diable
330001,,Entrée du village chaman,Entrée du village chaman
330011,,@330001,@330001
330101,,Entrée de la Fosse de la haine,Entrée de la Fosse de la haine
330111,,@330101,@330101
60001,,Utilisation du didacticiel officiel (temporaire),
70001,,Périphérie du château d'Aden,
100200,,Conquérir les Ruines elfiques 1 - Monde de quêtes,
100204,@20401,Tour de Cruma 2 - Monde de quêtes,
100003,Grand chemin de Gludin - Emplacement 1,Port de Gludin - Monde de quêtes,
100018,,Intérieur de la pierre d'invocation maléfique - Monde de quêtes,Intérieur de la pierre d'invocation maléfique
200001,,Extramonde de Theodore,Extramonde de Theodore
200002,,Catacombes,Catacombes
200003,Entrée du camp embusqué,Entrée du camp embusqué,
200004,Périphérie du château d'Oren,Périphérie du château d'Oren,
200005,Prison souterraine du château d'Oren,Prison souterraine du château d'Oren,
200200,,Territoire du Roi sanglant,Territoire du Roi sanglant
211000,,Premier sceau de l'Île du discours - Monde de quêtes,Premier sceau de l'Île du discours
211001,,Deuxième sceau de l'Île du discours - Monde de quêtes,
211002,,Troisième sceau de l'Île du discours - Monde de quêtes,
211003,,Quatrième sceau de l'Île du discours - Monde de quêtes,
200206,,Entrée du piège de Zaken,Tour d'ivoire 1
213000,,Laboratoire de la Sombre confrérie,Laboratoire de la Sombre confrérie
211010,,Laboratoire du géant,Laboratoire du géant
200010,,@200206,Entrée du piège de Zaken
200011,,Centre du piège de Zaken,Centre du piège de Zaken
210206,@20601,Entrée de la Tour d'ivoire 1,
210207,@20701,Entrée de la Tour d'ivoire 2,
210208,Île du diable,Île du diable illusoire,
21099,,Emplacement de Guillotine de la mort,
21697,,Emplacement de Richard,
21698,,Emplacement de Rebecca,
20298,,Emplacement du Berger des esprits,
20398,,Emplacement de Zodiaque,
20498,,Emplacement de Barbe grise,
20598,,Emplacement de Vapar,
20698,,Emplacement de Kazir,
20798,,Emplacement de Flagon,
20898,,Emplacement de Sina,
20998,,Emplacement d'Amadeus,
21198,,Emplacement de Stenoa,
21298,,Emplacement de Marsha,
40201,Navire fantôme de Zaken,Navire fantôme de Zaken,
20181,,Croc noir,
20182,,Corne d'argent,
20183,,Reine Sylop,
20184,,Urca,
20185,,Kobaka,
20281,,Dard,
20282,,Éveil rouge,
20283,,Taarka,
20284,,Roi pestiféré,
30081,@20001,Aile horrifiante,
30082,@20001,Ryukaon,
30083,@20001,Arachnée,
30181,@20101,Maniacrâne,
30182,@20101,Felix,
30183,@20101,Contemplateur de la mort,
30184,@20101,Necross,
20381,,Canine,
20382,,Freki,
20383,,Melville,
20384,,Moretti,
20385,,Olvar,
20386,,Alle,
20481,,Pattelourde,
20482,,Crâne du fléau,
20483,,Kactoose,
20484,,Cotous,
20485,,Cox,
20486,,Turekka,
20581,,Aile d'obscurité,
20582,,Vagabond des ruines,
20583,,Dents-de-sabre,
20584,,Hucca,
20585,,Grinceur,
20586,,Troka,
20681,,Œil des sables,
20682,,Verrou rouge,
20683,,Pointeur,
20684,,Broyeur,
20685,,Rôdeur des sables,
20686,,Haftz de pierre,
20687,,Haftz des sables,
30281,@20201,Saccageur,
30282,@20201,Contremaître du Nid de fourmis,
30381,@20301,Capitaine de la garde royale du Nid de fourmis,
30382,@20301,Responsable du terrain d'apparition,
20781,,Bulc,
20782,,Baroque,
20783,,Moke,
20784,,Thrush,
20785,,Krush,
20786,,Varash,
20787,,Screash,
20881,,Liam,
20882,,Ronde,
20883,,Morgan,
20884,,Zyrnna,
20885,,Arcane,
20981,,Attaquant des sommets,
20982,,Tartan,
20983,,Thaartan,
20984,,Tutan,
20985,,Ol B'Khan,
21081,,Hurleur,
21082,,Flora,
21083,,Jonadan,
21084,,Tréant gémissant,
21085,,Cowboy,
21086,,Tisseuse,
21087,,Balthazar,
30481,@20401,Mystique,
30482,@20401,Stelos,
30483,@20401,Maître Mordeo,
30484,@20401,Serbo prime,
30581,@20501,Greezo,
30582,@20501,Julius,
30583,@20501,Magnus,
21181,,Ellen,
21182,,Vir,
21183,,Tess,
21184,,Rashkos,
21185,,Shakos,
21186,,Luce,
21187,,Thox,
21281,,Lulani,
21282,,Alfonso,
21283,,Holst,
21284,,Medes,
21285,,Luka,
21286,,Hector,
30691,@20601,Mesheemp,
30692,@20601,Corepio,
30693,@20601,Preta,
21382,,Bornesting,
21381,,Rua,
21383,,Albert,
21384,,Jeff,
21481,,Gorokk,
21482,,Verock,
21483,,Jason,
21484,,Oomba,
21485,,Agarez,
21486,,Ravolas,
21487,,Wilhelm,
30791,@20701,Vautour,
30792,@20701,Gargu,
30793,@20701,Morpheus,
30891,@20801,Traqueur squelette,
30892,@20801,Créatus,
30893,@20801,Tempête de sable,
21581,,Tumba,
21582,,Resh,
21583,,Punta,
21584,,Gunthar,
21585,,Shaata,
21586,,Tarbutan,
21681,,Larve,
21682,,Reba,
21683,,Champignon hôte,
21684,,Herven,
21685,,Ombre,
21781,,Tarba,
21782,,Marata,
21783,,Kreta,
21784,,Morta,
21785,,Mita,
21786,,Arita,
21881,,Guerrier Ol Mahum,
21882,,Tireur Ol Mahum,
21883,,Chef des Ol Mahums rusé,
21884,,Persécuteur squelette,
21885,,Éclaireur squelette,
21886,,Zombie pirate,
