Id,EquipEffectDescription,EquipEffectBuffName,EquipEffectBuffDescription
7100601,"Lorsque des dégâts sont infligés par un monstre, <Fontblue>{ViewEffectParam1}</> de chances d’activer un bouclier qui dure <Fontblue>12 s</>. Défend contre l’attaque de compétence du monstre <Fontblue>{ViewEffectParam2} fois</> tant que le bouclier est actif.

(L’effet s’active une fois par 3 min.)
(S’applique dans : Champ/Boss du monde/Donjon élite/Faille temporelle/Donjon de clan/Donjon de monstre/Tour de l'insolence/Donjon quotidien/Donjon d'extraction/Gardien du temple/Donjon d'Adena/Cercle d'invocation)",Effet de la Cape de la destruction rouge,"Lorsque des dégâts sont infligés par un monstre, <Fontblue>{ViewEffectParam1}</> de chances d’activer un bouclier qui bloque l’<Fontblue>attaque de compétence du monstre {ViewEffectParam2} fois</>. Temps de recharge : 3 min"
7100602,@7100601,@7100601,@7100601
7100603,@7100601,@7100601,@7100601
7100604,@7100601,@7100601,@7100601
7100605,@7100601,@7100601,@7100601
7100606,@7100601,@7100601,@7100601
7100607,@7100601,@7100601,@7100601
7100608,@7100601,@7100601,@7100601
7100609,@7100601,@7100601,@7100601
7100610,@7100601,@7100601,@7100601
7100611,@7100601,@7100601,@7100601
7100612,@7100601,@7100601,@7100601
7100613,@7100601,@7100601,@7100601
7100614,@7100601,@7100601,@7100601
7100615,@7100601,@7100601,@7100601
7100616,@7100601,@7100601,@7100601
7100617,@7100601,@7100601,@7100601
7100618,@7100601,@7100601,@7100601
7100619,@7100601,@7100601,@7100601
7100620,@7100601,@7100601,@7100601
7100621,@7100601,@7100601,@7100601
7100622,@7100601,@7100601,@7100601
7100623,@7100601,@7100601,@7100601
7100624,@7100601,@7100601,@7100601
7100625,@7100601,@7100601,@7100601
7100626,@7100601,@7100601,@7100601
7100627,@7100601,@7100601,@7100601
7100628,@7100601,@7100601,@7100601
7100629,@7100601,@7100601,@7100601
7100630,@7100601,@7100601,@7100601
7100701,"Lorsque des dégâts sont infligés par un joueur, <Fontblue>{ViewEffectParam1}</> de chances d’activer un bouclier qui dure <Fontblue>7 s</>. Défend contre les compétences rares <Fontblue>{ViewEffectParam2} fois</> tant que le bouclier est actif.

(L’effet s’active une fois par 5 min.)
(S’applique dans : Arène/Champ de bataille d'honneur/Siège de forteresse/Siège de château/Arène impitoyable/Salle du clan/Donjon d'extraction)",Effet de la Cape du sang vertueux,"Lorsque des dégâts sont infligés par un joueur, <Fontblue>{ViewEffectParam1}</> de chances d’activer un bouclier qui bloque l’<Fontblue>attaque de compétence rare {ViewEffectParam2} fois</>. Temps de recharge : 5 min"
7100702,@7100701,@7100701,@7100701
7100703,@7100701,@7100701,@7100701
7100704,@7100701,@7100701,@7100701
7100705,@7100701,@7100701,@7100701
7100706,@7100701,@7100701,@7100701
7100707,@7100701,@7100701,@7100701
7100708,@7100701,@7100701,@7100701
7100709,@7100701,@7100701,@7100701
7100710,@7100701,@7100701,@7100701
7100711,@7100701,@7100701,@7100701
7100712,@7100701,@7100701,@7100701
7100713,@7100701,@7100701,@7100701
7100714,@7100701,@7100701,@7100701
7100715,@7100701,@7100701,@7100701
7100716,@7100701,@7100701,@7100701
7100717,@7100701,@7100701,@7100701
7100718,@7100701,@7100701,@7100701
7100719,@7100701,@7100701,@7100701
7100720,@7100701,@7100701,@7100701
7100721,@7100701,@7100701,@7100701
7100722,@7100701,@7100701,@7100701
7100723,@7100701,@7100701,@7100701
7100724,@7100701,@7100701,@7100701
7100725,@7100701,@7100701,@7100701
7100726,@7100701,@7100701,@7100701
7100727,@7100701,@7100701,@7100701
7100728,@7100701,@7100701,@7100701
7100729,@7100701,@7100701,@7100701
7100730,@7100701,@7100701,@7100701
