Key,Command,Value
81006,,[M]月[D]日 [W][24H]點[m]分
81007,,[M]月[D]日
81008,,[24H]點[m]分
81009,,[Y]-[M]-[D] [24H]:[mm]
81010,,[D]日
81011,,[M]月
81012,,[m]分
10000019,,恢復之泉
10000031,,紅隊西邊防禦塔
10000032,,紅隊東邊防禦塔
10000033,,紅隊聖物防禦塔
10000034,,藍隊西邊防禦塔
10000035,,藍隊東邊防禦塔
10000036,,藍隊聖物防禦塔
10000043,,職業變更調整
10000101,,中央攻城基地
10000102,,東邊攻城基地
10000103,,西邊攻城基地
10000104,,中央外城門
10000105,,東邊外城門
10000106,,西邊外城門
10000107,,正門左側防禦塔 
10000108,,正門右側防禦塔 
10000109,,謁見室門左側防禦塔 
10000110,,謁見室門右側防禦塔 
10000111,,西門左側防禦塔 
10000112,,西門右側防禦塔 
10000113,,東門左側防禦塔 
10000114,,東門右側防禦塔 
10000115,,火之門左側防禦塔 
10000116,,火之門右側防禦塔 
10000117,,水之門左側防禦塔 
10000118,,水之門右側防禦塔 
10000119,,聖物房門左側防禦塔 
10000120,,聖物房門右側防禦塔 
10000121,,聖物左側防禦塔 
10000122,,聖物右側防禦塔 
10000123,,左側陷阱 
10000124,,右側陷阱 
10000201,,羅伊德
10000203,,杰基
10000211,,凝聚水晶
10000301,,綠色拉泰爾洛柏斯特
10000302,,銀色拉泰爾洛柏斯特
10000303,,金色拉泰爾洛柏斯特
10000304,,曼陀羅草
10000305,,庭院守護者
10001001,,休里戈
10003010,,史坦諾亞哥肯女王
10003033,,肯特拉獸人搜索隊
10003034,,肯特拉獸人百人隊長
10003035,,肯特拉獸人搜索隊長
10003060,,豺狼領導者
10003086,,塔諾賽勒諾斯族長
10003098,,泰伊培倫
10003104,,白狼
10003105,,凶暴老虎
10003121,,迪索德鬥士
10003122,,粉碎者科克林
10003123,,族長杜拉瑪西亞
10003124,,監視者屍羅
10003125,,幼龍
10010000,,哈汀
10010001,,提歐多爾
10010002,,微笑使者
10010003,,夜夜
10010004,,冒險家
10010010,,警衛副隊長
10010012,,村莊居民
10010013,,貴族
10010052,,祭司
10010059,,流氓
10010062,,女傭
10010102,,船員
10010104,,艾薩克
10010105,,普賽克
10010108,,航海士
10010109,,交易商
10010110,,古魯丁行售票員
10010111,,地攤商人
10010112,,古魯丁行船長
10010113,,村莊居民
10010114,,卡伊尼斯
10010115,,亞奈斯
10010117,,塔尼爾
10010118,,卡伊內爾
10010119,,克利烏斯
10010121,,拉克爾
10010122,,戴肯
10010123,,帕奧斯
10010124,,傭兵團員
10010125,,潘傑爾
10010129,,賽莉雅娜
10010131,,阿札恩
10010132,,夏傑姆
10010144,,哈洛德
10010149,,道格拉斯
10010150,,柯迪莉雅
10010151,,尼亞
10010152,,可疑的魔法師
10010153,,佩勒奈
10010154,,淨化的妖精
10010156,,阿曼
10010157,,佩斯卡
10010158,,潘
10010159,,泰勒
10010160,,海爾莉雅
10010161,,村莊哨兵
10010162,,骷髏士兵
10010163,,羅賽爾
10010164,,奧斯汀
10010165,,亞瑟
10010166,,巨人阿爾伯特
10010167,,尤金
10010168,,陶歐
10010169,,裘皮
10010170,,獸人虐殺者
10010171,,利歐
10010175,,亞任豪班特魔法師
10010188,,史密斯
10010190,,綁架犯獸人
10010191,,遺址考古團員
10010202,,驗票員
10010210,,阿諾德
10010215,,西索
10010218,,卡納莉雅
10010221,,漢娜
10010227,,安迪
10010236,,伊頓
10010301,,老練的船員卡羅夫
10010302,,德雷特
10010304,,巴頓
10010305,,東門警衛兵
10010307,,卡多爾
10010308,,波德
10010311,,貝利
10010312,,魯娜
10010313,,阿貝爾
10010315,,皮卡斯
10010316,,凱伊曼
10010317,,克莉絲蒂娜
10010318,,卡伊傑爾
10010319,,卡伊瀾
10010320,,高斯
10010321,,丟邁爾
10010322,,帕奧斯特
10010323,,阿魯曼
10010325,,古魯丁警衛兵
10010326,,尼斯特樂
10010327,,蓋拉提亞
10010330,,河濱
10010331,,雅典娜
10010334,,亞崙
10010335,,克里斯
10010336,,艾瑞卡
10010337,,西莉卡
10010338,,諾曼
10010339,,拉莫斯
10010340,,華特
10010342,,史蒂芬
10010344,,哈麥爾
10010345,,亞蓋爾
10010346,,海勒妮亞
10010348,,艾爾雷諾亞
10010349,,黑魔法師
10010350,,芭倫
10010352,,艾爾羅斯
10010353,,傑克森
10010357,,艾爾美
10010360,,托馬斯
10010361,,安德魯
10010362,,馬汀
10010363,,古魯丁士兵
10010364,,查爾斯
10010371,,豺狼討伐隊員
10010374,,被綁架的村民
10010380,,比利
10010381,,海賊殭屍
10010382,,豺狼巡守
10010383,,豺狼掠奪者
10010387,,奈羅
10010388,,巴羅
10010389,,莉思
10010390,,勞艾爾
10010391,,波特
10010392,,巴恩
10010393,,柏德
10010394,,紫琳
10010396,,殷海薩的祭司
10010402,,古魯丁統治者
10010404,,魔物掃蕩隊員
10010407,,受傷的士兵
10010415,,戴勞尼斯
10010416,,以利亞
10010418,,米利歐
10010419,,馬伊西亞
10010420,,奧爾菲司
10010421,,基利托斯
10010422,,阿斯納斯
10010423,,奈伯爾羅斯
10010424,,古魯丁警衛兵
10010426,,月
10010427,,海爾利克斯
10010428,,西蒙
10010429,,索丹
10010430,,奇爾莉雅納
10010431,,加比
10010432,,卡丘
10010438,,赫倫
10010440,,梅莉娜
10010441,,德萊頓
10010442,,凱舒彭
10010443,,羅伊恩達
10010445,,艾力克
10010446,,梅本
10010447,,海蘇勒
10010448,,荷斯
10010450,,德拉烏弗
10010451,,卡琳
10010452,,古魯丁士兵
10010456,,討伐隊員
10010458,,波雷摩斯
10010461,,被擄走的警衛兵
10010462,,阿莫斯
10010464,,村莊自衛隊員
10010465,,西部討伐隊員
10010466,,迫切的士兵
10010467,,危機的士兵
10010468,,伊莉莎白
10010470,,宰相的護衛兵
10010475,,蘿娜
10010487,,帕爾曼
10010488,,阿蘭
10010490,,潘提
10010491,,夏夢
10010493,,桃樂絲
10010494,,米采
10010495,,希阿娜林高
10010497,,諾克斯
10010501,,薛恩
10010502,,艾米爾
10010503,,黑暗團體
10010504,,南軍司令官
10010507,,討伐士兵
10010508,,安智
10010509,,倫哈因
10010510,,失去記憶的男人
10010511,,卡勒傑
10010512,,哥特
10010513,,凱侖
10010514,,杜巴泰
10010516,,搜索組隊員
10010517,,摩伊爾
10010519,,拉托斯
10010522,,奧羅拉
10010523,,護衛士兵
10010525,,戰鬥士兵
10010527,,突擊隊長
10010532,,支援士兵
10010546,,凱昆
10010547,,土瑞克獸人戰鬥兵
10010549,,雷歐波爾德
10010550,,比奇
10010554,,寇魯姆
10010577,,被綁架的居民
10010584,,阿樂凱
10010588,,達里安
10010589,,芙敘塔
10010602,,艾迪納
10010603,,艾蒙
10010604,,西邊的冒險家
10010605,,嚇壞的老人
10010606,,史坦瑞斯
10010610,,蒙塔
10010611,,史坦瑞斯的部下
10010613,,占星術師蒂亞娜
10010614,,商人
10010621,,死而復生的老人
10010631,,史汪
10010633,,博德
10010634,,博德戴蒙
10010635,,紅毛豺狼族長
10010646,,查理
10010647,,湯姆
10010648,,亞利亞
10010649,,彼得
10010680,,倒地的巡守
10010684,,賽茵
10010702,,迷路的孩子
10010709,,科洛克
10010714,,朱利歐
10010715,,羅夫
10010716,,荷科
10010717,,莎羅
10010718,,估瑟
10010719,,亞爾普
10010720,,抹利森
10010721,,羅迪
10010722,,羅萊
10010724,,狄恩警衛兵
10010725,,卡吉姆
10010726,,輝里
10010730,,蓋爾德
10010732,,瑪莉娜
10010737,,莫哈特
10010738,,討伐隊員
10010739,,巴賽恩
10010740,,麥克
10010741,,討伐士兵
10010742,,波比爾
10010743,,塔諾
10010744,,雷亞
10010745,,諾拉
10010746,,法師加普
10010750,,傷兵
10010753,,巴席雷斯
10010754,,被救出的村莊居民
10010755,,護衛士兵
10010768,,鐵隆
10010770,,帕比爾
10010772,,摩休倫
10010774,,阿爾貝樂托
10010775,,梅利恩
10010776,,安切洛蒂
10010777,,世伊娜
10010779,,盧卡斯
10010780,,東尼
10010784,,莫科斯
10010785,,布賴卡破壞者
10010786,,布賴卡巨弓手
10010802,,雷利斯
10010807,,研究員
10010811,,警衛隊員里古斯
10010812,,奧德恩
10010813,,布倫
10010814,,警衛隊員波德
10010819,,上位司祭
10010822,,沼澤警衛
10010823,,艾利
10010828,,米泰勒
10010837,,倒地的潘
10010838,,韓斯
10010839,,警衛隊員
10010842,,荷利斯
10010850,,卡門
10010854,,亞傑拉
10010858,,梅卡奈
10010859,,芬帝
10010860,,摩奇科斯
10010862,,小司塔卡拓
10010902,,貝格
10010906,,杜勒傑
10010915,,柏路思
10010925,,格羅威爾
10010926,,路昂
10010927,,愛雪莉
10010930,,巴吐姆
10010932,,族長的親衛隊
10010933,,阿達勒
10010934,,坎昆
10010935,,強道
10010936,,加瓦勒
10011003,,法魯
10011004,,法特
10011005,,迪亞勃洛斯
10011010,,受傷的商人
10011011,,基洛德
10011014,,馬尼亞
10011016,,苦痛的親衛隊騎士
10011018,,迪姆斯戴夷
10011019,,尤美莉
10011022,,奈比爾
10011026,,伊諾
10011031,,牛仔
10011102,,奇岩警衛隊長
10011103,,血之女王
10011105,,村莊長老
10011107,,植物學者
10011108,,歐文
10011109,,馬艾
10011110,,阿黎諾亞
10011114,,繆茲
10011115,,摩爾帝
10011116,,薛諾恩
10011117,,羅艾爾
10011118,,魯奇歐斯
10011119,,奇岩警衛兵
10011120,,可羅畢司
10011121,,卡威因
10011122,,克洛威爾
10011123,,巴史特
10011124,,梅德拉姆
10011125,,亞泰蜜斯
10011129,,艾莉絲
10011132,,貝因
10011136,,藍佩爾德
10011140,,柯迪莉雅
10011155,,梅爾頓
10011159,,貝因的同伴
10011165,,因那德林宰相
10011167,,宰相的隨行員
10011168,,宰相的挑夫
10011178,,歐文京
10011180,,克里斯帝昂
10011186,,高德訥
10011187,,札伊德
10011188,,露易斯
10011189,,強
10011190,,因歐姆
10011191,,波爾
10011192,,麥納漢
10011194,,托德
10011195,,藍喬
10011206,,孤立的商人
10011208,,東方的商人
10011210,,雅樂
10011214,,亞娜
10011222,,修
10011224,,麥貝因
10011225,,波爾特
10011226,,沙奧
10011227,,優納
10011228,,佩格
10011229,,梅莉莎
10011240,,波普斯
10011241,,拉依勒
10011244,,凱爾泰斯
10011245,,拉依勒的親衛兵
10011249,,艾登
10011251,,佛雷德利克
10011255,,克諾西斯
10011257,,佩賈敏
10011265,,波藤
10011266,,喬治
10011268,,法倫
10011270,,露班斯
10011271,,傑因
10011305,,西門警衛兵
10011317,,貝勒
10011324,,札肯的偵察隊員
10011325,,雷利
10011327,,基里溫
10011350,,執行者
10011352,,札肯的幻影
10011354,,靈魂研磨者
10011356,,尼克斯
10011358,,奧斯托
10011363,,帝奇
10011364,,塔克
10011367,,被操縱的警衛兵
10011369,,古代惡魔
10011404,,普丁
10011406,,胡安
10011407,,獵人
10011410,,珍
10011411,,凱勒尼斯
10011412,,卡拉
10011413,,納達利
10011415,,艾德姆斯
10011417,,峽谷布賴卡大軍長
10011418,,魔法師
10011420,,倒下的潘
10011421,,勒溫
10011426,,貝雷姆斯
10011427,,血腥王
10011429,,賽霖
10011430,,貝濂
10011432,,布希
10011433,,勞倫斯
10011434,,寇徹
10011439,,尼索斯
10011451,,峽谷布賴卡親衛隊
10011452,,峽谷布賴卡精銳兵
10011453,,神官的隨行員
10011454,,神官的挑夫
10011455,,凱內爾
10011456,,赤色束縛
10011473,,偵查隊
10011477,,哈曼
10011501,,巴勒
10011502,,修勒米恩
10011504,,憤怒的塔諾傳令
10011505,,憤怒的塔諾族長
10011507,,憤怒的塔諾護衛兵
10011511,,拉莫恩
10011512,,杜沃爾
10011513,,艾達
10011514,,賽里歐斯
10011515,,琉南
10011516,,洛烏
10011517,,葛伊
10011518,,亞克達姆
10011519,,萊亞斯
10011520,,普亞德
10011526,,馬孟
10011533,,警衛隊長
10011601,,卡倫
10011603,,莫莉
10011606,,象牙塔管理者
10011703,,歐瑞討伐隊士兵
10011704,,歐瑞討伐團長
10011707,,象牙塔魔法師
10011711,,哨所警衛
10011713,,討伐隊員戴恩
10011714,,莫莉的靈魂碎片
10011801,,龍之谷雜貨商人
10020101,,草原吸血蝙蝠
10020102,,狼人
10020103,,草原羚羊
10020104,,紅毛熊
10020105,,黑狼
10020106,,鋼鐵蜘蛛
10020107,,路行蜘蛛
10020108,,獸人突擊兵
10020109,,獸人弓兵
10020111,,獸人巡守
10020112,,蜘蛛卵
10020117,,廢墟狼人
10020118,,草原紅毛熊
10020121,,草原蝙蝠
10020123,,獸人哨兵
10020125,,褐色紅毛熊
10020126,,獸人強襲兵
10020127,,廢墟蜘蛛
10020141,,獸人監督官
10020144,,獸人護衛兵
10020148,,蘑菇
10020149,,隱遁普勒摩
10020181,,黑齒
10020182,,銀魂
10020183,,坤斯羅
10020184,,烏勒卡
10020185,,科巴卡
10020201,,紅毛狐狸
10020202,,森林迪克爾
10020204,,獸人工人
10020206,,獸人戰士
10020207,,石高崙
10020213,,獸人菁英巡守
10020214,,森林尖刺迪克爾
10020219,,飢餓的紅毛狐狸
10020220,,獸人監視兵
10020224,,獸人首領
10020228,,墮落的石高崙
10020236,,首領親衛兵
10020237,,首領護衛兵
10020244,,堅硬的高崙
10020257,,遺址狼人
10020258,,撕裂者
10020281,,要害刺擊
10020282,,赤紅魯茲
10020283,,塔卡
10020284,,貝因王
10020298,,精靈牧者
10020302,,殘暴的平原老虎
10020303,,豺狼密探
10020304,,豺狼戰士
10020306,,豺狼斧頭戰士
10020307,,魔翼
10020308,,食人妖
10020311,,墓地蝙蝠
10020313,,豺狼監視兵
10020314,,豺狼軍官
10020320,,豺狼警衛兵
10020321,,掠奪品警衛兵
10020331,,豺狼監督官
10020332,,豺狼搶奪者
10020333,,豺狼鬥士
10020334,,怨恨很深的骷髏士兵
10020336,,墓地吸血蝙蝠
10020337,,豺狼名射手
10020341,,狂暴的狼人
10020343,,平原老虎
10020357,,土瑞克獸人巡守
10020362,,地城骷髏士兵
10020363,,影之撕裂者
10020372,,豺狼打手
10020374,,杜姆勒
10020378,,食人妖實驗體
10020379,,葛雷迪斯實驗體
10020380,,石像鬼
10020381,,凱那因
10020382,,弗蘭奇
10020383,,梅爾維樂
10020384,,莫列蒂
10020385,,沃巴勒
10020386,,阿爾
10020398,,裘迪厄
10020401,,飢餓的黑狼
10020403,,食人妖掠奪者
10020404,,雄性蜥蜴人挑釁者
10020406,,瘋狂的黑狼
10020408,,雄性蜥蜴人突擊兵
10020409,,雄性蜥蜴人狙擊兵
10020411,,眼怪監視者
10020412,,土瑞克獸人狙擊手
10020413,,土瑞克獸人斥候
10020414,,土瑞克獸人戰士
10020416,,羚羊
10020419,,食人妖搶奪者
10020424,,雄性蜥蜴人監視兵
10020425,,雄性蜥蜴人掠奪兵
10020426,,雄性蜥蜴人襲擊兵
10020432,,雄性蜥蜴人警衛兵
10020434,,雄性蜥蜴人守門人
10020441,,獸人崗哨
10020443,,土瑞克獸人首領
10020444,,土瑞克軍犬
10020447,,目標搜索蜥蜴人
10020458,,狂暴的黑狼
10020461,,食人妖虐殺者
10020462,,突倫食人妖
10020464,,黑暗首席
10020465,,黑暗涅勒卡斯
10020470,,土瑞克獸人鐵匠
10020471,,基利歐斯
10020481,,威漢德
10020482,,屯費思
10020483,,卡鬥斯
10020484,,寇鬥斯
10020485,,寇思
10020498,,銀鬍子
10020501,,可恨的狼人
10020502,,骷髏戰士
10020503,,骷髏射手
10020507,,豺狼先鋒隊
10020508,,豺狼搜索兵
10020514,,毒蜘蛛
10020516,,古魯丁巨熊
10020517,,土瑞克獸人警衛兵
10020518,,巨大戰爭兵器
10020519,,土瑞克獸人祭壇警衛兵
10020520,,土瑞克獸人十人隊長
10020521,,土瑞克獸人精銳兵
10020532,,飢餓的食人獵犬
10020534,,怨恨的普伊瑪
10020535,,迎候的警衛兵
10020536,,狂暴的老虎
10020537,,靈魂石
10020539,,土瑞克守備隊長
10020540,,土瑞克突擊隊長
10020541,,土瑞克偵查隊長
10020542,,土瑞克守護隊長
10020544,,豺狼水晶盜賊
10020545,,受詛咒的獵人
10020550,,來歷不明的實驗體
10020551,,釜
10020555,,土瑞克獸人弓兵
10020581,,影翼
10020582,,魯因萬德羅
10020583,,光齒
10020584,,虎卡
10020585,,白齒
10020586,,特洛卡
10020603,,撒哈拉
10020604,,骷髏追捕者
10020605,,骷髏監視兵
10020611,,豺狼掠奪者戰士
10020612,,豺狼搬運工
10020616,,突變的甲蟲戰士
10020618,,紅毛豺狼
10020620,,豺狼挑夫
10020622,,峽谷的監視者
10020633,,豺狼掠奪者警衛兵
10020634,,豺狼掠奪者搜索兵
10020638,,撒哈拉亡靈
10020639,,突變的甲蟲工人
10020641,,魔力水蛭
10020642,,沙漠骷髏哨兵
10020643,,沙漠骷髏監視兵
10020644,,突變的甲蟲侍從 
10020645,,突變的甲蟲士兵
10020647,,武器箱
10020685,,砂石埋伏者
10020686,,石心
10020687,,沙之心
10020698,,卡吉勒
10020701,,布賴卡獸人補給兵
10020704,,布賴卡獸人精銳兵
10020706,,銳利的胡蜂
10020707,,血光胡蜂
10020708,,里多蜥蜴人掠奪者
10020710,,里多蜥蜴人戰士 
10020713,,草原溫德薩斯
10020717,,敏銳的吸血蝙蝠
10020719,,凶暴的紅毛熊
10020720,,草原刀刃蜘蛛
10020722,,巨大毛刺蜘蛛
10020727,,里多蜥蜴人護衛兵
10020733,,鋼鐵刀刃蜘蛛
10020734,,精靈羚羊
10020735,,精靈溫德薩斯
10020736,,精靈紅毛熊
10020737,,波姆巴
10020740,,布賴卡獸人巡守
10020741,,布賴卡獸人戰士
10020742,,布賴卡獸人警衛兵
10020743,,布賴卡獸人十人隊長
10020746,,胡蜂
10020747,,生氣的胡蜂
10020750,,羚羊長老
10020752,,吸血蝙蝠
10020754,,里多蜥蜴人掠奪兵
10020772,,遺物的亡靈
10020773,,狂暴的胡蜂
10020781,,布爾克
10020782,,巴洛克
10020783,,莫克
10020784,,斯洛須
10020785,,克洛須
10020786,,巴拉須
10020798,,弗雷坤
10020801,,沼澤毒蜘蛛
10020802,,黑紋蜘蛛
10020803,,沼澤蝙蝠
10020804,,可怕撕裂者
10020805,,薄霧撕裂者
10020806,,受詛咒的監視者
10020807,,雄性蜥蜴人先鋒隊
10020808,,雄性蜥蜴人搜查兵
10020812,,丹塔里恩
10020813,,史佩勒希
10020830,,沼澤的刺客
10020833,,沼澤司塔卡拓死神
10020835,,沼澤暗殺者
10020837,,雄性蜥蜴人斥候
10020845,,沼澤的亡者
10020855,,沼澤司塔卡拓刺客
10020857,,破壞的暗殺者
10020858,,瘋狂暗殺者
10020881,,黎斯托
10020882,,倫德
10020883,,摩根
10020884,,潔魯娜
10020885,,阿凱恩
10020898,,西斯
10020901,,憤怒的棕熊
10020902,,森林刃牙蜘蛛
10020903,,豺狼輔佐官
10020906,,豺狼斥候
10020907,,豺狼警衛兵
10020908,,豺狼駐守訓練兵
10020912,,豺狼補給兵
10020913,,豺狼狙擊兵
10020914,,豺狼指揮官
10020915,,亞拉厄
10020916,,塔諾戰士
10020917,,塔諾巡守
10020918,,塔諾警衛兵
10020920,,塔諾補給兵
10020921,,塔諾守護兵
10020923,,塔諾咒術士
10020924,,塔諾突擊兵
10020927,,陰暗胡蜂
10020928,,紅尾狐狸
10020929,,沼澤毒蜘蛛
10020930,,沼澤普勒摩
10020932,,樹液胡蜂
10020934,,多特勒賀
10020943,,塔諾巡邏兵
10020944,,訓練用稻草人
10020945,,訓練用標靶
10020948,,逃脫的軍官
10020949,,豺狼殘存者
10020952,,豺狼族長的靈魂碎片
10020957,,豺狼先遣隊
10020962,,坎昆的警衛兵
10020963,,坎昆的祭司長
10020973,,坎昆的哨兵
10020981,,山峰襲擊者
10020982,,塔坦
10020983,,塔勒阿坦
10020984,,吐坦
10020985,,奧巴坎
10020998,,阿瑪迪斯
10021001,,憤怒的曼陀羅草
10021003,,吶喊的曼陀羅草
10021005,,絕望的迪克爾
10021006,,怨恨的暗殺者
10021007,,毀壞的暗殺者
10021008,,發瘋的撕裂者
10021009,,疲憊的末日傭人
10021010,,黑柳
10021012,,悲鳴迪克爾
10021013,,委屈的亡靈
10021014,,死亡撕裂者
10021017,,渴望的冤魂
10021018,,痛苦的冤魂
10021020,,骷髏突擊兵
10021021,,骷髏狙擊兵
10021023,,殭屍之王
10021025,,科摩
10021026,,無法安息的靈魂
10021032,,嚇人的僕人
10021035,,涅勒卡斯靈魂收集者
10021036,,復活的商人
10021038,,無頭騎士
10021081,,吶喊者
10021082,,芙蘿拉
10021083,,裘那坦
10021084,,尖叫安特
10021086,,辛斯特洛斯
10021087,,瓦薩扎勒
10021099,,死亡的基洛德
10021101,,被迷惑的食人妖
10021104,,路卡爾
10021105,,森林狼人
10021106,,敏捷的狙擊者
10021108,,廢墟迪克爾
10021109,,朗克蜥蜴人戰士
10021111,,朗克蜥蜴人咒術士
10021113,,高山老虎
10021114,,勇猛的老虎
10021117,,放牧的溫德薩斯
10021118,,放牧的羚羊
10021119,,森林的迪克爾
10021120,,巨大雄性紅毛熊
10021121,,首領老虎
10021125,,朗克蜥蜴人圖騰
10021128,,朗克蜥蜴人警衛兵
10021132,,迪克爾長老
10021134,,誘人的魅魔
10021136,,朗克蜥蜴人巡守
10021155,,幻聽的迪克爾
10021160,,艾倫
10021162,,梅杜莎
10021163,,亞龍
10021168,,蜥蜴人巡守
10021169,,朗克蜥蜴人鬥士
10021170,,朗克蜥蜴人搜索兵
10021175,,朗克蜥蜴人突擊兵
10021182,,畢勒
10021184,,拉許寇斯
10021185,,夏寇斯
10021186,,魯斯
10021198,,史坦諾亞
10021201,,兇殘的紅毛熊
10021202,,飢餓的老虎
10021203,,豺狼盜賊團工人
10021204,,豺狼盜賊團補給兵
10021205,,豺狼盜賊團掠奪兵
10021206,,豺狼盜賊團警衛兵
10021207,,豺狼盜賊團戰士
10021210,,豺狼盜賊團巡守
10021211,,豺狼盜賊團弓箭手
10021212,,豺狼盜賊團名射手
10021214,,札肯海賊團先鋒隊
10021215,,札肯海賊團射手
10021216,,死亡普萊歐
10021217,,札肯海賊團突襲手
10021219,,食人妖戰士
10021220,,食人妖鬥士
10021222,,下巨人的製造物
10021223,,葛雷迪斯破壞者
10021224,,葛雷迪斯粉碎者
10021255,,絕望慟哭
10021256,,迷路的紅毛熊
10021260,,狂暴的海岸老虎
10021261,,貪吃的老虎
10021262,,發瘋的下巨人
10021263,,苦惱的下巨人
10021264,,葛雷迪斯暴君
10021265,,巨大的亡者
10021281,,魯爾
10021282,,愛逢斯
10021283,,霍士德
10021284,,默德斯
10021285,,魯卡
10021286,,黑特
10021298,,瑪夏
10021301,,札肯的奴隸
10021303,,密林普勒摩
10021304,,黑之聖歌團普伊瑪
10021305,,札肯海賊團殺手
10021306,,札肯海賊團把風人
10021307,,札肯海賊團水手
10021309,,札肯海賊團航海士
10021311,,札肯旗下海賊團船長
10021313,,札肯的監視者
10021314,,札肯的親衛兵
10021315,,札肯的第一名射手
10021316,,地獄聖歌團普伊瑪
10021317,,洞穴蠍尾鞭
10021318,,札肯的眼睛
10021319,,札肯的隨行員
10021320,,怨恨的亡者
10021330,,怨恨很深的札肯的奴隸
10021331,,致命的黑暗魅魔
10021332,,飢餓的密林普勒摩
10021334,,札肯海賊團斥候
10021335,,札肯海賊團狙擊手
10021336,,執著的亡者
10021338,,札肯的狙擊兵
10021381,,露亞
10021382,,本斯汀
10021383,,艾伯特
10021384,,傑夫
10021401,,峽谷布賴卡補給兵
10021402,,峽谷布賴卡巡守
10021403,,峽谷布賴卡祭司長
10021404,,峽谷布賴卡巡邏兵
10021407,,峽谷布賴卡警衛兵
10021408,,峽谷布賴卡狂戰士
10021409,,峽谷布賴卡戰士
10021411,,埃姆巴劇毒邪惡蜥蜴
10021413,,追魂普伊瑪
10021414,,黑色大地的撒哈拉
10021415,,死亡狼人
10021416,,亞龍守護者
10021421,,恐怖視線眼怪
10021423,,死亡視線眼怪
10021430,,重型塵爆
10021431,,死亡屏障
10021433,,葛雷迪斯龍掠食者
10021434,,死亡大地的撒哈拉
10021435,,靈魂掠食普伊瑪
10021436,,守護者的劇毒邪惡蜥蜴
10021441,,小亞龍
10021442,,凱伊傑的手下
10021443,,警戒的亞龍
10021444,,貝雷姆斯的子女
10021481,,高洛克
10021482,,貝洛克
10021483,,傑森
10021484,,溫巴
10021485,,亞加雷斯
10021486,,拉伯拉斯
10021487,,比黑倫
10021498,,瑪拉斯
10021501,,峽谷老虎
10021502,,殘暴的峽谷老虎
10021503,,峽谷條紋蜘蛛
10021504,,峽谷劇毒蜘蛛
10021505,,北風食人妖掠奪者
