GroupID,ConditionParam,RewardType,RewardItemInfoId,RewardCount,RewardIcon
6,4,Adena,,7000,Icon_Asset_Adena_01
6,5,Exp,,10500,Icon_Exp_01
6,5,Item,410003,2,Icon_EnchantScroll_03
6,5,Adena,,7000,Icon_Asset_Adena_01
6,6,Exp,,10500,Icon_Exp_01
6,6,Item,420003,2,Icon_Asset_Upgrade_03
6,6,Adena,,7000,Icon_Asset_Adena_01
106,0,Exp,,15000,Icon_Exp_01
106,0,Item,910221,3,Icon_GachaItem_Transcendence
106,0,Adena,,10000,Icon_Asset_Adena_01
106,1,Exp,,15000,Icon_Exp_01
106,1,Item,410001,3,Icon_EnchantScroll_01
106,1,Adena,,10000,Icon_Asset_Adena_01
106,2,Exp,,15000,Icon_Exp_01
106,2,Item,420001,3,Icon_Asset_Upgrade_01
106,2,Adena,,10000,Icon_Asset_Adena_01
106,3,Exp,,15000,Icon_Exp_01
106,3,Item,410002,3,Icon_EnchantScroll_02
106,3,Adena,,10000,Icon_Asset_Adena_01
106,4,Exp,,15000,Icon_Exp_01
106,4,Item,420002,3,Icon_Asset_Upgrade_02
106,4,Adena,,10000,Icon_Asset_Adena_01
106,5,Exp,,15000,Icon_Exp_01
106,5,Item,410003,3,Icon_EnchantScroll_03
106,5,Adena,,10000,Icon_Asset_Adena_01
106,6,Exp,,15000,Icon_Exp_01
106,6,Item,420003,3,Icon_Asset_Upgrade_03
106,6,Adena,,10000,Icon_Asset_Adena_01
7,0,Exp,,17500,Icon_Exp_01
7,0,Item,910221,3,Icon_GachaItem_Transcendence
7,0,Adena,,10500,Icon_Asset_Adena_01
7,1,Exp,,17500,Icon_Exp_01
7,1,Item,410001,3,Icon_EnchantScroll_01
7,1,Adena,,10500,Icon_Asset_Adena_01
7,2,Exp,,17500,Icon_Exp_01
7,2,Item,420001,3,Icon_Asset_Upgrade_01
7,2,Adena,,10500,Icon_Asset_Adena_01
7,3,Exp,,17500,Icon_Exp_01
7,3,Item,410002,3,Icon_EnchantScroll_02
7,3,Adena,,10500,Icon_Asset_Adena_01
7,4,Exp,,17500,Icon_Exp_01
7,4,Item,420002,3,Icon_Asset_Upgrade_02
7,4,Adena,,10500,Icon_Asset_Adena_01
7,5,Exp,,17500,Icon_Exp_01
7,5,Item,410003,3,Icon_EnchantScroll_03
7,5,Adena,,10500,Icon_Asset_Adena_01
7,6,Exp,,17500,Icon_Exp_01
7,6,Item,420003,3,Icon_Asset_Upgrade_03
7,6,Adena,,10500,Icon_Asset_Adena_01
107,0,Exp,,25000,Icon_Exp_01
107,0,Item,910221,4,Icon_GachaItem_Transcendence
107,0,Adena,,15000,Icon_Asset_Adena_01
107,1,Exp,,25000,Icon_Exp_01
107,1,Item,410001,4,Icon_EnchantScroll_01
107,1,Adena,,15000,Icon_Asset_Adena_01
107,2,Exp,,25000,Icon_Exp_01
107,2,Item,420001,4,Icon_Asset_Upgrade_01
107,2,Adena,,15000,Icon_Asset_Adena_01
107,3,Exp,,25000,Icon_Exp_01
107,3,Item,410002,4,Icon_EnchantScroll_02
107,3,Adena,,15000,Icon_Asset_Adena_01
107,4,Exp,,25000,Icon_Exp_01
107,4,Item,420002,4,Icon_Asset_Upgrade_02
107,4,Adena,,15000,Icon_Asset_Adena_01
107,5,Exp,,25000,Icon_Exp_01
107,5,Item,410003,4,Icon_EnchantScroll_03
107,5,Adena,,15000,Icon_Asset_Adena_01
107,6,Exp,,25000,Icon_Exp_01
107,6,Item,420003,4,Icon_Asset_Upgrade_03
107,6,Adena,,15000,Icon_Asset_Adena_01
8,,Exp,,1000,Icon_Exp_01
8,,Adena,,500,Icon_Asset_Adena_01
108,,Exp,,2000,Icon_Exp_01
108,,Adena,,1000,Icon_Asset_Adena_01
9,,Exp,,1000,Icon_Exp_01
9,,Adena,,500,Icon_Asset_Adena_01
109,,Exp,,2000,Icon_Exp_01
109,,Adena,,1000,Icon_Asset_Adena_01
10,,Exp,,7000,Icon_Exp_01
10,,Item,400002,14,Currency_BloodCrystal_01
10,,Adena,,2100,Icon_Asset_Adena_01
110,,Exp,,10000,Icon_Exp_01
110,,Item,400002,20,Currency_BloodCrystal_01
110,,Item,481101,1,Icon_SoulCrystalMaterial_01
110,,Adena,,3000,Icon_Asset_Adena_01
11,,Exp,,14000,Icon_Exp_01
11,,Item,400002,14,Currency_BloodCrystal_01
11,,Adena,,2100,Icon_Asset_Adena_01
111,,Exp,,20000,Icon_Exp_01
111,,Item,400002,20,Currency_BloodCrystal_01
111,,Item,481101,1,Icon_SoulCrystalMaterial_01
111,,Adena,,3000,Icon_Asset_Adena_01
12,,Exp,,21000,Icon_Exp_01
12,,Item,400002,14,Currency_BloodCrystal_01
12,,Adena,,3500,Icon_Asset_Adena_01
112,,Exp,,30000,Icon_Exp_01
112,,Item,400002,20,Currency_BloodCrystal_01
112,,Item,481101,1,Icon_SoulCrystalMaterial_01
112,,Adena,,5000,Icon_Asset_Adena_01
13,,Exp,,28000,Icon_Exp_01
13,,Item,400002,14,Currency_BloodCrystal_01
13,,Adena,,3500,Icon_Asset_Adena_01
113,,Exp,,40000,Icon_Exp_01
113,,Item,400002,20,Currency_BloodCrystal_01
113,,Item,481101,1,Icon_SoulCrystalMaterial_01
113,,Adena,,5000,Icon_Asset_Adena_01
14,,Exp,,35000,Icon_Exp_01
14,,Item,400002,14,Currency_BloodCrystal_01
14,,Adena,,4900,Icon_Asset_Adena_01
114,,Exp,,50000,Icon_Exp_01
114,,Item,400002,20,Currency_BloodCrystal_01
114,,Item,481102,1,Icon_SoulCrystalMaterial_01
114,,Adena,,7000,Icon_Asset_Adena_01
15,,Exp,,42000,Icon_Exp_01
15,,Item,400002,14,Currency_BloodCrystal_01
15,,Adena,,4900,Icon_Asset_Adena_01
115,,Exp,,60000,Icon_Exp_01
115,,Item,400002,20,Currency_BloodCrystal_01
115,,Item,481102,1,Icon_SoulCrystalMaterial_01
115,,Adena,,7000,Icon_Asset_Adena_01
16,,Exp,,49000,Icon_Exp_01
16,,Item,400002,14,Currency_BloodCrystal_01
16,,Adena,,7000,Icon_Asset_Adena_01
116,,Exp,,70000,Icon_Exp_01
116,,Item,400002,20,Currency_BloodCrystal_01
116,,Item,481103,1,Icon_SoulCrystalMaterial_01
116,,Adena,,10000,Icon_Asset_Adena_01
17,,Exp,,56000,Icon_Exp_01
17,,Item,400002,14,Currency_BloodCrystal_01
17,,Adena,,7000,Icon_Asset_Adena_01
117,,Exp,,80000,Icon_Exp_01
117,,Item,400002,20,Currency_BloodCrystal_01
117,,Item,481103,1,Icon_SoulCrystalMaterial_01
117,,Adena,,10000,Icon_Asset_Adena_01
21,,Adena,,12200,Icon_Asset_Adena_01
121,,Adena,,17600,Icon_Asset_Adena_01
22,,Adena,,22000,Icon_Asset_Adena_01
122,,Adena,,31600,Icon_Asset_Adena_01
23,,Adena,,28000,Icon_Asset_Adena_01
123,,Adena,,40000,Icon_Asset_Adena_01
24,,Adena,,37800,Icon_Asset_Adena_01
124,,Adena,,54000,Icon_Asset_Adena_01
31,,Item,911226,1,Icon_Box_BossReward
31,,Item,900025,2,Icon_Shop_Gacha_Equipment_04
131,,Item,911226,1,Icon_Box_BossReward
131,,Item,910216,1,Icon_Box_EquipLevelMaterial
131,,Item,900025,2,Icon_Shop_Gacha_Equipment_04
32,,Item,911227,1,Icon_Box_BossReward
32,,Item,900025,5,Icon_Shop_Gacha_Equipment_04
132,,Item,911227,1,Icon_Box_BossReward
132,,Item,910217,1,Icon_Box_EquipLevelMaterial
132,,Item,900025,5,Icon_Shop_Gacha_Equipment_04
33,,Item,911228,1,Icon_Box_BossReward
33,,Item,900025,7,Icon_Shop_Gacha_Equipment_04
133,,Item,911228,1,Icon_Box_BossReward
133,,Item,910218,1,Icon_Box_EquipLevelMaterial
133,,Item,900025,7,Icon_Shop_Gacha_Equipment_04
34,,Item,911229,1,Icon_Box_BossReward
34,,Item,911024,26,Icon_Combine_Unidentifiy_UpgradeCrystal
134,,Item,911229,1,Icon_Box_BossReward
134,,Item,910219,1,Icon_Box_EquipLevelMaterial
134,,Item,911024,26,Icon_Combine_Unidentifiy_UpgradeCrystal
41,,Exp,,1000,Icon_Exp_01
141,,Exp,,1000,Icon_Exp_01
18,,Exp,,63000,Icon_Exp_01
18,,Item,400002,14,Currency_BloodCrystal_01
18,,Adena,,7000,Icon_Asset_Adena_01
118,,Exp,,90000,Icon_Exp_01
118,,Item,400002,20,Currency_BloodCrystal_01
118,,Item,481103,1,Icon_SoulCrystalMaterial_01
118,,Adena,,10000,Icon_Asset_Adena_01
51,,Item,911001,1,Item_Box_GrowStone_01
51,,Item,911006,1,Item_Box_PetEquip_01
151,,Item,911001,1,Item_Box_GrowStone_01
151,,Item,911005,1,Item_Box_SummonStone_01
151,,Item,911006,1,Item_Box_PetEquip_01
52,,Item,911002,1,Item_Box_GrowStone_02
52,,Item,911006,4,Item_Box_PetEquip_01
152,,Item,911002,1,Item_Box_GrowStone_02
152,,Item,911005,2,Item_Box_SummonStone_01
152,,Item,911006,4,Item_Box_PetEquip_01
53,,Item,911003,1,Item_Box_GrowStone_03
53,,Item,911006,7,Item_Box_PetEquip_01
153,,Item,911003,1,Item_Box_GrowStone_03
153,,Item,911005,3,Item_Box_SummonStone_01
153,,Item,911006,7,Item_Box_PetEquip_01
19,,Exp,,28000,Icon_Exp_01
19,,Item,910221,7,Icon_GachaItem_Transcendence
19,,Adena,,14000,Icon_Asset_Adena_01
19,1,Exp,,28000,Icon_Exp_01
19,1,Item,410001,4,Icon_EnchantScroll_01
19,1,Adena,,14000,Icon_Asset_Adena_01
19,2,Exp,,28000,Icon_Exp_01
19,2,Item,420001,7,Icon_Asset_Upgrade_01
19,2,Adena,,14000,Icon_Asset_Adena_01
19,3,Exp,,28000,Icon_Exp_01
19,3,Item,410002,4,Icon_EnchantScroll_02
19,3,Adena,,14000,Icon_Asset_Adena_01
19,4,Exp,,28000,Icon_Exp_01
19,4,Item,420002,7,Icon_Asset_Upgrade_02
19,4,Adena,,14000,Icon_Asset_Adena_01
19,5,Exp,,28000,Icon_Exp_01
19,5,Item,410003,4,Icon_EnchantScroll_03
19,5,Adena,,14000,Icon_Asset_Adena_01
19,6,Exp,,28000,Icon_Exp_01
19,6,Item,420003,7,Icon_Asset_Upgrade_03
19,6,Adena,,14000,Icon_Asset_Adena_01
119,,Exp,,40000,Icon_Exp_01
119,,Item,911021,1,Icon_GachaItem_Transcendence2
119,,Adena,,20000,Icon_Asset_Adena_01
119,1,Exp,,40000,Icon_Exp_01
119,1,Item,410001,5,Icon_EnchantScroll_01
119,1,Adena,,20000,Icon_Asset_Adena_01
119,2,Exp,,40000,Icon_Exp_01
119,2,Item,420011,1,Icon_Asset_Upgrade_04
119,2,Adena,,20000,Icon_Asset_Adena_01
119,3,Exp,,40000,Icon_Exp_01
119,3,Item,410002,5,Icon_EnchantScroll_02
119,3,Adena,,20000,Icon_Asset_Adena_01
119,4,Exp,,40000,Icon_Exp_01
119,4,Item,420012,1,Icon_Asset_Upgrade_05
119,4,Adena,,20000,Icon_Asset_Adena_01
119,5,Exp,,40000,Icon_Exp_01
119,5,Item,410003,5,Icon_EnchantScroll_03
119,5,Adena,,20000,Icon_Asset_Adena_01
119,6,Exp,,40000,Icon_Exp_01
119,6,Item,420013,1,Icon_Asset_Upgrade_06
119,6,Adena,,20000,Icon_Asset_Adena_01
60,,Exp,,63000,Icon_Exp_01
60,,Item,1000103,1,Icon_SummonGem_Giran_01
60,,Adena,,7000,Icon_Asset_Adena_01
160,,Exp,,90000,Icon_Exp_01
160,,Adena,,10000,Icon_Asset_Adena_01
160,,Item,1000103,1,Icon_SummonGem_Giran_01
160,,Item,481103,1,Icon_SoulCrystalMaterial_01
61,,Exp,,70000,Icon_Exp_01
61,,Item,400002,14,Currency_BloodCrystal_01
61,,Adena,,8400,Icon_Asset_Adena_01
161,,Exp,,100000,Icon_Exp_01
161,,Item,400002,20,Currency_BloodCrystal_01
161,,Item,481104,1,Icon_SoulCrystalMaterial_01
161,,Adena,,12000,Icon_Asset_Adena_01
62,,Exp,,77000,Icon_Exp_01
62,,Item,400002,14,Currency_BloodCrystal_01
62,,Adena,,8400,Icon_Asset_Adena_01
162,,Exp,,110000,Icon_Exp_01
162,,Item,400002,20,Currency_BloodCrystal_01
162,,Item,481104,1,Icon_SoulCrystalMaterial_01
162,,Adena,,12000,Icon_Asset_Adena_01
63,,Exp,,77000,Icon_Exp_01
63,,Item,1000104,1,Icon_SummonGem_Oren_01
63,,Adena,,8400,Icon_Asset_Adena_01
163,,Exp,,110000,Icon_Exp_01
163,,Item,1000104,1,Icon_SummonGem_Oren_01
163,,Item,481104,1,Icon_SoulCrystalMaterial_01
163,,Adena,,12000,Icon_Asset_Adena_01
25,,Adena,,55000,Icon_Asset_Adena_01
125,,Adena,,79000,Icon_Asset_Adena_01
35,,Item,911236,1,Icon_Box_BossReward
35,,Item,911024,30,Icon_Combine_Unidentifiy_UpgradeCrystal
135,,Item,911236,1,Icon_Box_BossReward
135,,Item,911041,1,Icon_Box_EquipLevelMaterial
135,,Item,911024,30,Icon_Combine_Unidentifiy_UpgradeCrystal
54,,Item,911004,1,Item_Box_GrowStone_04
54,,Item,911006,10,Item_Box_PetEquip_01
154,,Item,911004,1,Item_Box_GrowStone_04
154,,Item,911005,4,Item_Box_SummonStone_01
154,,Item,911006,10,Item_Box_PetEquip_01
