Id,ShopDisplay,ShopServerType,MarketType,NewServer,Promotion,ReplaceString1Key,NameKey,ShopType,TabType,HighendEffect,LimitMinLevel,LimitMaxLevel,MasteryMinLevel,MasteryMaxLevel,UserLimitLevel,NetmarbleSItemId,Display,HideSoldOut,DisplayOrder,DisplayType,DisplayTypeValue,DisplayTypeReset,IsGotcha,CostType,CostValue,DiscountRate,SpecialDiscountRate,SaleCost,PurchaseFree,PurchaseFreeTime,PurchaseLimitServer,PurchaseLimitValueServer,PurchaseUserLimit,PurchaseLimit,LimitPeriodeValue,PurchaseLimitValue,LimitPeriodStart,LimitPeriodEnd,SupportVersion,IconTexture,IconTexture2,PromotionType,DescKey,Desc2Key,FlatRatePeriod,RetentionPeriod,LeagueLimit,PurchaseAccountLimit,PurchaseLimitDuringValue,PurchaseLimitServerId,RecommendPackage,EventDicePointType,EventTargetType,EventTargetTab
3005,0,All,All,All,0,0,331000003005,NormalShop,Topaz,1,,,,,,,1,0,30,None,,,0,Topaz,90,,,,0,,,,0,Monthly,,15,,,,Icon_Shop_Protector_01,,,332000003005,0,,,,0,,,0,,,
3006,0,All,All,All,0,0,331000003006,NormalShop,Topaz,1,,,,,,,1,0,70,None,,,0,Topaz,720,,,,0,,,,0,Monthly,,2,,,,Icon_Transcendence_01,,,332000003006,0,,,,0,,,0,,,
3007,0,All,All,All,0,0,331000003007,NormalShop,Topaz,,,,,,,,1,0,100,None,,,0,Topaz,180,,,,0,,,,0,Monthly,,3,,,,Icon_Transcendence_03,,,332000003007,0,,,,0,,,0,,,
3008,0,All,All,All,0,0,331000003008,NormalShop,Topaz,,,,,,,,1,0,90,None,,,0,Topaz,360,,,,0,,,,0,Monthly,,3,,,,Icon_Transcendence_02,,,332000003007,0,,,,0,,,0,,,
3009,0,All,All,All,0,0,331000003009,NormalShop,Topaz,1,,,,,,,1,0,80,None,,,0,Topaz,720,,,,0,,,,0,Monthly,,3,,,,Icon_Transcendence_04,,,332000003007,0,,,,0,,,0,,,
3011,0,All,All,All,0,0,331000003011,NormalShop,Topaz,,,,,,,,1,0,20,None,,,1,Topaz,100,,,,0,,,,0,Monthly,,3,,,,Icon_Shop_Gacha_Acc_02,,,332000003011,0,,,,0,,,0,,,
3012,0,All,All,All,0,0,61000130102,NormalShop,Topaz,1,,,,,,,1,0,200,None,,,0,Topaz,300,,,,0,,,,0,Monthly,,15,,,,Icon_Combine_Unidentify_WeaponRecipe_Shop,,,332000003012,0,,,,0,,,0,,,
3013,0,All,All,All,0,0,61000130138,NormalShop,Topaz,1,,,,,,,1,0,220,None,,,0,Topaz,300,,,,0,,,,0,Monthly,,15,,,,Icon_Combine_Unidentify_ArmorRecipe_Shop,,,332000003013,0,,,,0,,,0,,,
3014,0,All,All,All,0,0,61000130682,NormalShop,Topaz,,,,,,,,1,0,50,None,,,0,Topaz,100,,,,0,,,,0,Monthly,,10,,,,Icon_Box_UpgradeCrystal_03_Shop,,Hot,332000003014,0,,,,0,,,0,,,
3015,0,All,All,All,0,0,331000003015,NormalShop,Topaz,1,,,,,,,1,0,5,None,,,0,Topaz,100,,,,0,,,,0,,,,,,,Image_SelectBox_ItemCraft_material_01_Shop,,,332000003015,0,,,,0,,,0,,,
4001,0,All,All,All,0,0,331000004001,NormalShop,Item,,,,,,,,1,0,100,None,,,0,Adena,2400,,,,0,,,,0,None,,,,,,Icon_Shop_HpPotion_01,,,332000004001,0,,,,0,,,0,,,
4002,0,All,All,All,0,0,331000004002,NormalShop,Item,,,,,,,,1,0,200,None,,,0,Adena,21600,,,,0,,,,0,None,,,,,,Icon_Shop_HpPotion_03,,,332000004001,0,,,,0,,,0,,,
4003,0,All,All,All,0,0,331000004003,NormalShop,Item,1,,,,,,,1,0,900,None,,,0,Diamond,40,,,,0,,,,0,None,,,,,,Icon_Shop_HpPotion_02,,,332000004003,0,,,,0,,,0,,,
4004,0,All,All,All,0,0,331000004004,NormalShop,Item,1,,,,,,,1,0,1000,None,,,0,Diamond,360,,,,0,,,,0,None,,,,,,Icon_Shop_HpPotion_04,,,332000004003,0,,,,0,,,0,,,
4005,0,All,All,All,0,0,331000004005,NormalShop,Item,,,,,,,,1,0,300,None,,,0,Adena,2400,,,,0,,,,0,None,,,,,,Icon_Shop_MpPotion_01,,,332000004005,0,,,,0,,,0,,,
4006,0,All,All,All,0,0,331000004006,NormalShop,Item,,,,,,,,1,0,400,None,,,0,Adena,21600,,,,0,,,,0,None,,,,,,Icon_Shop_MpPotion_02,,,332000004005,0,,,,0,,,0,,,
4007,0,All,All,All,0,0,331000004007,NormalShop,Item,1,,,,,,,1,0,1100,None,,,0,Diamond,40,,,,0,,,,0,None,,,,,,Icon_Shop_MpPotion_03,,,332000004007,0,,,,0,,,0,,,
4008,0,All,All,All,0,0,331000004008,NormalShop,Item,1,,,,,,,1,0,1200,None,,,0,Diamond,360,,,,0,,,,0,None,,,,,,Icon_Shop_MpPotion_04,,,332000004007,0,,,,0,,,0,,,
4009,0,All,All,All,0,0,331000004009,NormalShop,Item,,,,,,,,1,0,500,None,,,0,Adena,5000,,,,0,,,,0,None,,,,,,Icon_SoulShot_01,,,332000004009,0,,,,0,,,0,,,
4010,0,All,All,All,0,0,331000004010,NormalShop,Item,,,,,,,,1,0,600,None,,,0,Adena,45000,,,,0,,,,0,None,,,,,,Icon_SoulShot_02,,,332000004009,0,,,,0,,,0,,,
4013,0,All,All,All,0,0,331000004013,NormalShop,Item,,,,,,,,1,0,1500,None,,,0,Diamond,4,,,,0,,,,0,None,,,,,,Icon_Shop_Speaker_01,,,332000004013,0,,,,0,,,0,,,
4014,0,All,All,All,0,0,331000004014,NormalShop,Item,,,,,,,,1,0,1600,None,,,0,Diamond,36,,,,0,,,,0,None,,,,,,Icon_Shop_Speaker_02,,,332000004013,0,,,,0,,,0,,,
4018,0,All,All,All,0,0,331000004018,NormalShop,Item,,,,,,,,1,0,1300,None,,,0,Adena,1000,,,,0,,,,0,None,,,,,,Icon_Shop_Speaker_01,,,332000004013,0,,,,0,,,0,,,
4019,0,All,All,All,0,0,331000004019,NormalShop,Item,,,,,,,,1,0,1400,None,,,0,Adena,9000,,,,0,,,,0,None,,,,,,Icon_Shop_Speaker_02,,,332000004013,0,,,,0,,,0,,,
4020,0,All,All,All,0,0,331000004020,NormalShop,Scroll,,20,29,,,,,1,0,700,None,,,0,Adena,7500,,,,0,,,,0,Daily,,10,,,,Icon_QuestScroll_A,,,332000004020,0,,,,0,,,0,,,
4021,0,All,All,All,0,0,331000004021,NormalShop,Scroll,,30,39,,,,,1,0,700,None,,,0,Adena,10000,,,,0,,,,0,Daily,,10,,,,Icon_QuestScroll_A,,,332000004020,0,,,,0,,,0,,,
4022,0,All,All,All,0,0,331000004022,NormalShop,Scroll,,40,49,,,,,1,0,700,None,,,0,Adena,12000,,,,0,,,,0,Daily,,10,,,,Icon_QuestScroll_A,,,332000004020,0,,,,0,,,0,,,
4023,0,All,All,All,0,0,331000004023,NormalShop,Scroll,,50,59,,,,,1,0,700,None,,,0,Adena,15000,,,,0,,,,0,Daily,,10,,,,Icon_QuestScroll_A,,,332000004020,0,,,,0,,,0,,,
4024,0,All,All,All,0,0,331000004024,NormalShop,Scroll,,60,74,,,,,1,0,700,None,,,0,Adena,18000,,,,0,,,,0,Daily,,10,,,,Icon_QuestScroll_A,,,332000004020,0,,,,0,,,0,,,
4025,0,All,All,All,0,0,331000004025,NormalShop,Scroll,,75,89,,,,,1,0,700,None,,,0,Adena,22000,,,,0,,,,0,Daily,,10,,,,Icon_QuestScroll_A,,,332000004020,0,,,,0,,,0,,,
4026,0,All,All,All,0,0,331000004026,NormalShop,Scroll,,90,104,,,,,1,0,700,None,,,0,Adena,25000,,,,0,,,,0,Daily,,10,,,,Icon_QuestScroll_A,,,332000004020,0,,,,0,,,0,,,
4027,0,All,All,All,0,0,331000004027,NormalShop,Scroll,,105,119,,,,,1,0,700,None,,,0,Adena,30000,,,,0,,,,0,Daily,,10,,,,Icon_QuestScroll_A,,,332000004020,0,,,,0,,,0,,,
4028,0,All,All,All,0,0,331000004028,NormalShop,Scroll,1,20,29,,,,,1,0,800,None,,,0,Diamond,50,,,,0,,,,0,Daily,,10,,,,Icon_QuestScroll_S,,,332000004028,0,,,,0,,,0,,,
4029,0,All,All,All,0,0,331000004029,NormalShop,Scroll,1,30,39,,,,,1,0,800,None,,,0,Diamond,70,,,,0,,,,0,Daily,,10,,,,Icon_QuestScroll_S,,,332000004028,0,,,,0,,,0,,,
4030,0,All,All,All,0,0,331000004030,NormalShop,Scroll,1,40,49,,,,,1,0,800,None,,,0,Diamond,80,,,,0,,,,0,Daily,,10,,,,Icon_QuestScroll_S,,,332000004028,0,,,,0,,,0,,,
4031,0,All,All,All,0,0,331000004031,NormalShop,Scroll,1,50,59,,,,,1,0,800,None,,,0,Diamond,100,,,,0,,,,0,Daily,,10,,,,Icon_QuestScroll_S,,,332000004028,0,,,,0,,,0,,,
4032,0,All,All,All,0,0,331000004032,NormalShop,Scroll,1,60,74,,,,,1,0,800,None,,,0,Diamond,125,,,,0,,,,0,Daily,,10,,,,Icon_QuestScroll_S,,,332000004028,0,,,,0,,,0,,,
4033,0,All,All,All,0,0,331000004033,NormalShop,Scroll,1,75,89,,,,,1,0,800,None,,,0,Diamond,160,,,,0,,,,0,Daily,,10,,,,Icon_QuestScroll_S,,,332000004028,0,,,,0,,,0,,,
4034,0,All,All,All,0,0,331000004034,NormalShop,Scroll,1,90,104,,,,,1,0,800,None,,,0,Diamond,180,,,,0,,,,0,Daily,,10,,,,Icon_QuestScroll_S,,,332000004028,0,,,,0,,,0,,,
4035,0,All,All,All,0,0,331000004035,NormalShop,Scroll,1,105,119,,,,,1,0,800,None,,,0,Diamond,200,,,,0,,,,0,Daily,,10,,,,Icon_QuestScroll_S,,,332000004028,0,,,,0,,,0,,,
4036,0,All,All,All,0,0,331000004036,NormalShop,Scroll,,120,134,,,,,1,0,700,None,,,0,Adena,32000,,,,0,,,,0,Daily,,10,,,,Icon_QuestScroll_A,,,332000004020,0,,,,0,,,0,,,
4037,0,All,All,All,0,0,331000004037,NormalShop,Scroll,,135,149,,,,,1,0,700,None,,,0,Adena,34000,,,,0,,,,0,Daily,,10,,,,Icon_QuestScroll_A,,,332000004020,0,,,,0,,,0,,,
4038,0,All,All,All,0,0,331000004038,NormalShop,Scroll,1,120,134,,,,,1,0,800,None,,,0,Diamond,210,,,,0,,,,0,Daily,,10,,,,Icon_QuestScroll_S,,,332000004028,0,,,,0,,,0,,,
4039,0,All,All,All,0,0,331000004039,NormalShop,Scroll,1,135,149,,,,,1,0,800,None,,,0,Diamond,220,,,,0,,,,0,Daily,,10,,,,Icon_QuestScroll_S,,,332000004028,0,,,,0,,,0,,,
4040,0,All,All,All,0,0,331000004040,NormalShop,Scroll,,150,164,,,,,1,0,700,None,,,0,Adena,35500,,,,0,,,,0,Daily,,10,,,,Icon_QuestScroll_A,,,332000004020,0,,,,0,,,0,,,
4041,0,All,All,All,0,0,331000004041,NormalShop,Scroll,,165,179,,,,,1,0,700,None,,,0,Adena,37000,,,,0,,,,0,Daily,,10,,,,Icon_QuestScroll_A,,,332000004020,0,,,,0,,,0,,,
4042,0,All,All,All,0,0,331000004042,NormalShop,Scroll,1,150,164,,,,,1,0,800,None,,,0,Diamond,230,,,,0,,,,0,Daily,,10,,,,Icon_QuestScroll_S,,,332000004028,0,,,,0,,,0,,,
4043,0,All,All,All,0,0,331000004043,NormalShop,Scroll,1,165,179,,,,,1,0,800,None,,,0,Diamond,240,,,,0,,,,0,Daily,,10,,,,Icon_QuestScroll_S,,,332000004028,0,,,,0,,,0,,,
5020,0,All,All,All,0,0,331000105020,NormalShop,Equipment,1,,,,,,,1,0,71,None,,,1,PayDiamond,1200,,,,0,,,,0,None,,,,,,Icon_Box_ItemCraft_material_01_Shop,,Hot,332000105020,0,,,,0,,,0,Count_DrawMatrialBox,,
5021,0,All,All,All,0,0,331000105020,NormalShop,Equipment,1,,,,,,,1,0,81,None,,,1,FreeDiamond,1200,,,,0,,,,0,None,,,,,,Icon_Box_ItemCraft_material_01_Shop,,,332000005021,0,,,,0,,,0,Count_DrawMatrialBox,,
5022,0,All,All,All,0,0,331000005022,NormalShop,Equipment,1,,,,,,,1,0,91,None,,,1,PayDiamond,1200,,,,0,,,,0,None,,,,,,Icon_Shop_Gacha_Material_02,,Hot,332000005022,0,,,,0,,,0,Count_DrawPremiumBox,,
5023,0,All,All,All,0,0,331000005022,NormalShop,Equipment,1,,,,,,,1,0,101,None,,,1,FreeDiamond,1200,,,,0,,,,0,None,,,,,,Icon_Shop_Gacha_Material_02,,,332000005022,0,,,,0,,,0,Count_DrawPremiumBox,,
5024,0,All,All,All,0,0,331000005024,NormalShop,Equipment,,,,,,,,1,0,2,QuestStarted,1041,,1,FreeDiamond,120,,,,1,43200,,,0,None,,,,,,Icon_Shop_Gacha_Equipment_01,,,332000005024,0,,,,0,,,0,Count_DrawOnce,,
5025,0,All,All,All,0,0,331000005025,NormalShop,Equipment,1,,,,,,,1,0,1,None,,,1,FreeDiamond,1200,,,,0,,,,0,None,,,,,,Icon_Shop_Gacha_Equipment_02,,Hot,332000005025,0,,,,0,,,0,Count_DrawTenPlusOne,,
5026,0,All,All,All,0,0,331000005024,NormalShop,Equipment,,,,,,,,1,0,4,None,,,1,PayDiamond,120,,,,0,,,,0,None,,,,,,Icon_Shop_Gacha_Equipment_01,,,332000005024,0,,,,0,,,0,Count_DrawOnce,,
5027,0,All,All,All,0,0,331000005025,NormalShop,Equipment,1,,,,,,,1,0,3,None,,,1,PayDiamond,1200,,,,0,,,,0,None,,,,,,Icon_Shop_Gacha_Equipment_02,,Hot,332000005025,0,,,,0,,,0,Count_DrawTenPlusOne,,
10005041,0,All,All,All,0,0,331010005041,NormalShop,Equipment,1,,,,,,,0,0,51,None,,,1,PayDiamond,800,,,,0,,,,0,None,,,,,,Image_SelectBox_RidingPet_01_Shop,,Hot,332010005040,0,,,,0,,,0,Count_DrawPetGrowthBox,,
10005042,0,All,All,All,0,0,331010005041,NormalShop,Equipment,1,,,,,,,0,0,61,None,,,1,FreeDiamond,800,,,,0,,,,0,None,,,,,,Image_SelectBox_RidingPet_01_Shop,,Hot,332010005040,0,,,,0,,,0,Count_DrawPetGrowthBox,,
6002,0,All,All,All,0,0,331000006002,NormalShop,Mileage,,,,,,,,1,0,40,None,,,0,Mileage,60,,,,0,,,,0,None,,,,,,Icon_Shop_Upgrade_01,,,332000006002,0,,,,0,,,0,,,
6003,0,All,All,All,0,0,331000006003,NormalShop,Mileage,,,,,,,,1,0,60,None,,,0,Mileage,60,,,,0,,,,0,None,,,,,,Icon_Shop_Upgrade_02,,,332000006003,0,,,,0,,,0,,,
6004,0,All,All,All,0,0,331000006004,NormalShop,Mileage,,,,,,,,1,0,80,None,,,0,Mileage,60,,,,0,,,,0,None,,,,,,Icon_Shop_Upgrade_03,,,332000006004,0,,,,0,,,0,,,
6005,0,All,All,All,0,0,331000006005,NormalShop,Mileage,,,,,,,,1,0,50,None,,,0,Mileage,60,,,,0,,,,0,None,,,,,,Icon_Shop_EnchantScroll_01,,,332000006005,0,,,,0,,,0,,,
6006,0,All,All,All,0,0,331000006006,NormalShop,Mileage,,,,,,,,1,0,70,None,,,0,Mileage,60,,,,0,,,,0,None,,,,,,Icon_Shop_EnchantScroll_02,,,332000006006,0,,,,0,,,0,,,
6007,0,All,All,All,0,0,331000006007,NormalShop,Mileage,,,,,,,,1,0,90,None,,,0,Mileage,60,,,,0,,,,0,None,,,,,,Icon_Shop_EnchantScroll_03,,,332000006007,0,,,,0,,,0,,,
6008,0,All,All,All,0,0,331000006008,NormalShop,Mileage,1,,,,,,,1,0,30,None,,,0,Mileage,180,,,,0,,,,0,None,,,,,,Icon_Shop_Protector_01,,,332000006008,0,,,,0,,,0,,,
6020,0,All,All,All,0,0,331000006020,NormalShop,Mileage,1,,,,,,,1,0,5,None,,,1,Mileage,100,,,,0,,,,0,None,,,,,,Icon_Shop_Gacha_Weapon_02,,,332000006020,0,,,,0,,,0,,,
6021,0,All,All,All,0,0,331000006021,NormalShop,Mileage,1,,,,,,,1,0,20,None,,,1,Mileage,100,,,,0,,,,0,None,,,,,,Icon_Shop_Gacha_Armor_02,,,332000006021,0,,,,0,,,0,,,
6009,0,All,All,All,0,0,61000130000,NormalShop,Mileage,1,,,,,,,1,0,210,None,,,0,Mileage,300,,,,0,,,,0,Weekly,,3,,,,Icon_Combine_Unidentifiy_Material02_Shop,,Hot,331000006009,0,,,,0,,,0,,,
6010,0,All,All,All,0,0,61000130682,NormalShop,Mileage,,,,,,,,1,0,220,None,,,0,Mileage,200,,,,0,,,,0,,,,,,,Icon_Box_UpgradeCrystal_03_Shop,,Hot,331000006010,0,,,,0,,,0,,,
6011,0,All,All,All,0,0,331000003015,NormalShop,Mileage,1,,,,,,,1,0,10,None,,,0,Mileage,250,,,,0,,,,0,,,,,,,Image_SelectBox_ItemCraft_material_01_Shop,,,331000006011,0,,,,0,,,0,,,
7001,0,All,All,All,0,0,331000007001,DailyBenefitShop,FlatRate,,,,,,,daily_diamond,1,0,200,None,,,0,InAppPurchase,11000,,,,0,,,,0,None,,,,,,Icon_DiamondShop_Dia_1101,Ui_DiamondShop_Dia_1101,,332000007001,333000007001,28,3,,0,,,1,,,
8001,0,All,All,All,0,0,331000008001,AnnuityShop,AnnuityGrowUp,,,,,,,,1,0,100,None,,,0,PayDiamond,1500,,,,0,,,,0,Period,,1,2016-04-15 00:00:00,2020-07-15 23:59:59,,Icon_Shop_GrowUp_01,,,332000008001,0,,,,0,,,0,,,
8002,0,All,All,All,0,0,331000008002,DailyBenefitShop,AnnuityAccept,,,,,,,,1,0,100,None,,,0,PayDiamond,500,,,,0,,,,0,None,,,2016-04-15 00:00:00,2020-07-15 23:59:59,,Icon_Shop_Accept_01,,,332000008002,0,,,,0,,,0,,,
10008002,0,All,All,All,0,0,331010008002,DailyBenefitShop,AnnuityAccept2,,,,,,,,0,0,100,None,,,0,PayDiamond,1600,,,,0,,,,0,None,,,2016-04-15 00:00:00,2020-07-15 23:59:59,,Icon_Shop_Accept_01,,,332010008002,0,,,,0,,,0,,,
8003,0,All,All,All,0,0,331000008003,AnnuityShop,AnnuitySR,,,,,,,pack_collect_sr,1,1,100,None,,,0,InAppPurchase,33000,,,,0,,,,0,Period,,1,2016-04-15 00:00:00,2020-07-15 23:59:59,,Icon_Shop_Dia_05,,,332000008003,0,,,,0,,,0,,,
8004,0,All,All,All,0,0,331000008004,AnnuityShop,AnnuityScenario,,,,,,,pack_scenario_01,1,1,100,None,,,0,InAppPurchase,33000,,,,0,,,,0,Period,,1,2016-04-15 00:00:00,2020-07-15 23:59:59,,Icon_Shop_Dia_05,,,332000008004,0,,,,0,,,0,,,
8011,0,All,All,All,0,0,331000008011,AnnuityShop,AnnuityGrowUp3,,,,,,,pack_levelup_01,1,1,100,None,,,0,InAppPurchase,33000,,,,0,,,,0,Period,,1,2016-04-15 00:00:00,2020-07-15 23:59:59,,Icon_Shop_GrowUp_01,,,332000008011,0,,,,0,,,0,,,
8021,0,All,All,All,0,0,331000008021,AnnuityShop,AnnuityGrowUp5,,,,,,,pack_levelup_03,1,1,100,None,,,0,InAppPurchase,55000,,,,0,,,,0,Period,,1,2016-04-15 00:00:00,2018-12-31 23:59:59,,Icon_Shop_GrowUp_03,,,332000008021,0,,,,0,,,0,,,
8014,0,All,All,All,0,0,331000008014,AnnuityShop,AnnuityScenario3,,,,,,,pack_scenario_02,1,1,100,None,,,0,InAppPurchase,33000,,,,0,,,,0,Period,,1,2016-04-15 00:00:00,2020-07-15 23:59:59,,Icon_Shop_Dia_05,,,332000008014,0,,,,0,,,0,,,
8024,0,All,All,All,0,0,21000000029,AnnuityShop,AnnuityScenario5,1,,,,,,pack_scenario_03,1,1,100,None,,,0,InAppPurchase,33000,,,,0,,,,0,Period,,1,2016-04-15 00:00:00,2020-07-15 23:59:59,,Icon_shop_Scenario_02,,,332000008024,0,,,,0,,,0,,,
8101,0,All,All,All,0,0,331000008101,AnnuityShop,AnnuityGrowUp2,,,,,,,,1,1,100,None,,,0,PayDiamond,1500,,,,0,,,,0,Period,,1,2016-04-15 00:00:00,2020-07-15 23:59:59,,Icon_Shop_Annuity_Adena_1000,,,332000008101,0,,,,0,,,0,,,
8102,0,All,All,All,0,0,331000008102,AnnuityShop,AnnuityScenario2,,,,,,,,1,1,100,None,,,0,PayDiamond,1000,,,,0,,,,0,Period,,1,2016-04-15 00:00:00,2020-07-15 23:59:59,,Icon_Shop_Annuity_Adena_1001,,,332000008102,0,,,,0,,,0,,,
8111,0,All,All,All,0,0,331000008111,AnnuityShop,AnnuityGrowUp4,,,,,,,,1,1,100,None,,,0,PayDiamond,1500,,,,0,,,,0,Period,,1,2016-04-15 00:00:00,2020-07-15 23:59:59,,Icon_Shop_Annuity_Adena_1002,,,332000008111,0,,,,0,,,0,,,
8112,0,All,All,All,0,0,331000008112,AnnuityShop,AnnuityScenario4,,,,,,,,1,1,100,None,,,0,PayDiamond,1000,,,,0,,,,0,Period,,1,2016-04-15 00:00:00,2020-07-15 23:59:59,,Icon_Shop_Annuity_Adena_1003,,,332000008112,0,,,,0,,,0,,,
