Id,GroupId,NameKey,TeamId,Type,UseType,ManualControl,ControlTime,ControlTextKey,MultiControl,HitCancel,ForbidUserCancel,Radius,BPName,WorldInfoId,Visible,InitialSpawning,Period,Repeatable,LifeTime,ControlCoolingTime,MaxCount,BasePosX,BasePosY,BasePosZ,RotateP,RotateY,RotateR,SpawnRadius,DestroyAfterControl,TotalControlCount,ReUsable,Exp,ControlActionRate1,ControlActionType1,ControlActionParam1,ControlActionRate2,ControlActionType2,ControlActionParam2,ControlActionRate3,ControlActionType3,ControlActionParam3,SiegeWarParentNpcSpawnInfoId,CollisionUnitType,CollisionUnitParam,InteractionType,InteractionAnimation,ActivateMaterial,InactivateMaterial,ControlProcessingEffect,ControlCompleteStartEffect,ControlCompleteLoopEffect,InstanceResetAfterControl,DisableSpawnVFX,ShowName
1204,300201001,101000001202,0,,Normal,0,0,0,0,1,0,0,BP_Gadget_TutoArrow_01_Short_01,300201,1,1,0,0,0,0,1,45333,-4545,302,0,-160,0,0,0,,0,,,,,,,,,,,,,,,,,,,,,0,0,0
1205,300201001,101000001202,0,,Normal,0,0,0,0,1,0,0,BP_Gadget_TutoArrow_02_Short_01,300201,1,1,0,0,0,0,1,45477,-6896,911,0,-90,0,0,0,,0,,,,,,,,,,,,,,,,,,,,,0,0,0
1206,300203001,101000001206,0,,Normal,0,0,0,0,1,0,0,BP_Gadget_TutoArrow_02,300203,1,1,0,0,0,0,1,-1039,1283,1101,0,-90,0,0,0,,0,,,,,,,,,,,,,,,,,,,,,0,0,0
1202201,1202201,101001202201,,,Usable,1,6,102001202201,0,1,0,120,BP_Gadget_GiftBox_02,299987,1,1,300,0,0,0,1,6431,-4606,-2,0,-136,0,0,1,,0,,,GetItem,"""itemDropGroupId"":10099204",,,,,,,,,,,,,,,,,0,0,0
1203201,12032,101001203201,0,,Usable,1,3,102001203201,1,0,0,100,BP_Gadget_TeleportCrystal_01,21020,1,1,0,1,0,0,1,5150,-3600,0,0,0,0,0,0,,1,,,Teleport,"""worldInfoId"" : 21000,
""pos"":""-2650, 0""",,,,,,,,,,Investigation,ControlGadget_Investigation,,,,,,0,0,0
1203202,12032,101001203201,0,,Usable,1,3,102001203201,1,0,0,100,BP_Gadget_TeleportCrystal_01,21020,1,1,0,1,0,0,1,6220,-3600,0,0,0,0,0,0,,1,,,Teleport,"""worldInfoId"" : 21000,
""pos"":""-2650, 0""",,,,,,,,,,Investigation,ControlGadget_Investigation,,,,,,0,0,0
1203301,12033,101001203301,0,,Usable,1,3,102001203201,1,0,0,100,BP_Gadget_TeleportCrystal_01,21030,1,1,0,1,0,0,1,5150,-3600,0,0,0,0,0,0,,1,,,Teleport,"""worldInfoId"" : 21000,
""pos"":""-2650, 0""",,,,,,,,,,Investigation,ControlGadget_Investigation,,,,,,0,0,0
1203302,12033,101001203301,0,,Usable,1,3,102001203201,1,0,0,100,BP_Gadget_TeleportCrystal_01,21030,1,1,0,1,0,0,1,6220,-3600,0,0,0,0,0,0,,1,,,Teleport,"""worldInfoId"" : 21000,
""pos"":""-2650, 0""",,,,,,,,,,Investigation,ControlGadget_Investigation,,,,,,0,0,0
1958,10001,101000001958,0,,Normal,1,2,0,0,0,0,130,BP_Gadget_Block_01,11000,1,1,0,0,0,0,1,8183,3912,832,0,44,0,0,0,,0,,,,,,,,,,,,,,,,,,,,,0,0,0
1959,10001,101000001958,0,,Normal,1,2,0,0,0,0,130,BP_Gadget_Block_01,11000,1,1,0,0,0,0,1,5631,6366,549,0,49,0,0,0,,0,,,,,,,,,,,,,,,,,,,,,0,0,0
1960,10002,101000001958,0,,Normal,1,2,0,0,0,0,130,BP_Gadget_Block_01,11000,1,1,0,0,0,0,1,9183,4151,785,0,-179,0,0,0,,0,,,,,,,,,,,,,,,,,,,,,0,0,0
1961,10002,101000001958,0,,Normal,1,2,0,0,0,0,130,BP_Gadget_Block_01,11000,1,1,0,0,0,0,1,9186,6598,555,0,0,0,0,0,,0,,,,,,,,,,,,,,,,,,,,,0,0,0
1962,10003,101000001958,0,,Normal,1,2,0,0,0,0,130,BP_Gadget_Block_01,11000,1,1,0,0,0,0,1,10226,3851,833,0,135,0,0,0,,0,,,,,,,,,,,,,,,,,,,,,0,0,0
1963,10003,101000001958,0,,Normal,1,2,0,0,0,0,130,BP_Gadget_Block_01,11000,1,1,0,0,0,0,1,12698,6352,514,0,-44,0,0,0,,0,,,,,,,,,,,,,,,,,,,,,0,0,0
1964,10004,101000001958,0,,Normal,1,2,0,0,0,0,130,BP_Gadget_Block_02,11000,1,1,0,0,0,0,1,6063,7217,786,0,0,0,0,0,,0,,,,,,,,,,,,,,,,,,,,,0,0,0
1965,10004,101000001958,0,,Normal,1,2,0,0,0,0,130,BP_Gadget_Block_02,11000,1,1,0,0,0,0,1,7845,7724,847,0,0,0,0,0,,0,,,,,,,,,,,,,,,,,,,,,0,0,0
1970,10005,101000001958,0,,Normal,1,2,0,0,0,0,130,BP_Gadget_Block_01,11000,1,1,0,0,0,0,1,10255,7518,544,0,-89,0,0,0,,0,,,,,,,,,,,,,,,,,,,,,0,0,0
1971,10005,101000001958,0,,Normal,1,2,0,0,0,0,130,BP_Gadget_Block_01,11000,1,1,0,0,0,0,1,12382,7509,524,0,-89,0,0,0,,0,,,,,,,,,,,,,,,,,,,,,0,0,0
1982,10009,101000001958,0,,Normal,1,2,0,0,0,0,130,BP_Gadget_Block_01,11000,1,1,0,0,0,0,1,6077,11472,-4,0,-89,0,0,0,,0,,,,,,,,,,,,,,,,,,,,,0,0,0
2014,10008,101000001958,0,,Normal,1,2,0,0,0,0,130,BP_Gadget_Block_02,11000,1,1,0,0,0,0,1,13669,10295,305,0,89,0,0,0,,0,,,,,,,,,,,,,,,,,,,,,0,0,0
2015,10008,101000001958,0,,Normal,1,2,0,0,0,0,130,BP_Gadget_Block_02,11000,1,1,0,0,0,0,1,13456,8423,526,0,-179,0,0,0,,0,,,,,,,,,,,,,,,,,,,,,0,0,0
2016,10007,101000001958,0,,Normal,1,2,0,0,0,0,130,BP_Gadget_Block_01,11000,1,1,0,0,0,0,1,9244,10585,297,0,-179,0,0,0,,0,,,,,,,,,,,,,,,,,,,,,0,0,0
2017,10009,101000001958,0,,Normal,1,2,0,0,0,0,130,BP_Gadget_Block_02,11000,1,1,0,0,0,0,1,8446,12048,269,0,89,0,0,0,,0,,,,,,,,,,,,,,,,,,,,,0,0,0
2021,10010,101000001958,0,,Normal,1,2,0,0,0,0,130,BP_Gadget_Block_02,11000,1,1,0,0,0,0,1,9967,11529,290,0,85,0,0,0,,0,,,,,,,,,,,,,,,,,,,,,0,0,0
2022,10006,101000001958,0,,Normal,1,2,0,0,0,0,130,BP_Gadget_Block_02,11000,1,1,0,0,0,0,1,4912,8269,541,0,0,0,0,0,,0,,,,,,,,,,,,,,,,,,,,,0,0,0
2023,10010,101000001958,0,,Normal,1,2,0,0,0,0,130,BP_Gadget_Block_01,11000,1,1,0,0,0,0,1,12509,11464,-1,0,-89,0,0,0,,0,,,,,,,,,,,,,,,,,,,,,0,0,0
2027,10007,101000001958,0,,Normal,1,2,0,0,0,0,130,BP_Gadget_Block_01,11000,1,1,0,0,0,0,1,9194,8680,532,0,-179,0,0,0,,0,,,,,,,,,,,,,,,,,,,,,0,0,0
2029,10006,101000001958,0,,Normal,1,2,0,0,0,0,130,BP_Gadget_Block_02,11000,1,1,0,0,0,0,1,4679,10409,319,0,89,0,0,1,,0,,,,,,,,,,,,,,,,,,,,,0,0,0
2038,13000,101000002038,,,Gathering,1,5,102000002038,1,1,0,80,BP_Gadget_SecretMine_01,13000,1,1,5,1,0,0,0,0,0,226,0,0,0,0,1,,0,-1,,GetItem,"""itemDropGroupId"":150002",,SpawnNpc,"{""npcInfoId"":304, ""exclusive"":true, ""lifetime"":60, ""rate"":2000}",,,,,,,Plants,,,,,,,0,0,0
2039,13000,101000002039,,,Gathering,1,5,102000002039,1,1,0,80,BP_Gadget_SecretMine_02,13000,1,1,5,1,0,0,0,0,0,226,0,0,0,0,1,,0,-1,,GetItem,"""itemDropGroupId"":150003",,SpawnNpc,"{""npcInfoId"":304, ""exclusive"":true, ""lifetime"":60, ""rate"":2000}",,,,,,,Plants,,,,,,,0,0,0
2040,13000,101000002040,,,Gathering,1,5,102000002040,1,1,0,80,BP_Gadget_SecretMine_04,13000,1,1,5,1,0,0,0,0,0,226,0,0,0,0,1,,0,-1,,GetItem,"""itemDropGroupId"":150004",,SpawnNpc,"{""npcInfoId"":304, ""exclusive"":true, ""lifetime"":60, ""rate"":2000}",,,,,,,Plants,,,,,,,0,0,0
2041,13000,101000002041,,,Gathering,1,5,102000002041,1,1,0,80,BP_Gadget_SecretMine_03,13000,1,1,5,1,0,0,0,0,0,226,0,0,0,0,1,,0,-1,,GetItem,"""itemDropGroupId"":150005",,SpawnNpc,"{""npcInfoId"":304, ""exclusive"":true, ""lifetime"":60, ""rate"":2000}",,,,,,,Plants,,,,,,,0,0,0
2042,13000,101000002042,,,Gathering,1,15,102000002042,1,1,0,80,BP_Gadget_SecretMine_05,13000,1,1,300,1,30,0,0,0,0,226,0,0,0,0,1,,0,-1,,GetItem,"""itemDropGroupId"":150006",,SpawnNpc,"{""npcInfoId"":304, ""exclusive"":true, ""lifetime"":60, ""rate"":5000}",,,,,,,Plants,,,,,,,0,0,0
2043,13000,101000002043,,,Gathering,1,10,102000002043,1,1,0,80,BP_Gadget_SecretMine_01_01,13000,1,1,5,1,0,0,0,0,0,226,0,0,0,0,1,,0,-1,,GetItem,"""itemDropGroupId"":150007",,SpawnNpc,"{""npcInfoId"":304, ""exclusive"":true, ""lifetime"":60, ""rate"":2000}",,,,,,,Plants,,,,,,,0,0,0
2044,13000,101000002044,,,Gathering,1,10,102000002044,1,1,0,80,BP_Gadget_SecretMine_02_01,13000,1,1,5,1,0,0,0,0,0,226,0,0,0,0,1,,0,-1,,GetItem,"""itemDropGroupId"":150008",,SpawnNpc,"{""npcInfoId"":304, ""exclusive"":true, ""lifetime"":60, ""rate"":2000}",,,,,,,Plants,,,,,,,0,0,0
2045,13000,101000002045,,,Gathering,1,10,102000002045,1,1,0,80,BP_Gadget_SecretMine_04_01,13000,1,1,5,1,0,0,0,0,0,226,0,0,0,0,1,,0,-1,,GetItem,"""itemDropGroupId"":150009",,SpawnNpc,"{""npcInfoId"":304, ""exclusive"":true, ""lifetime"":60, ""rate"":2000}",,,,,,,Plants,,,,,,,0,0,0
2046,13000,101000002046,,,Gathering,1,10,102000002046,1,1,0,80,BP_Gadget_SecretMine_03_01,13000,1,1,5,1,0,0,0,0,0,226,0,0,0,0,1,,0,-1,,GetItem,"""itemDropGroupId"":150010",,SpawnNpc,"{""npcInfoId"":304, ""exclusive"":true, ""lifetime"":60, ""rate"":2000}",,,,,,,Plants,,,,,,,0,0,0
2047,13000,101000002047,,,Gathering,1,20,102000002047,1,1,0,80,BP_Gadget_SecretMine_05_01,13000,1,1,300,1,30,0,0,0,0,226,0,0,0,0,1,,0,-1,,GetItem,"""itemDropGroupId"":150011",,SpawnNpc,"{""npcInfoId"":304, ""exclusive"":true, ""lifetime"":60, ""rate"":10000}",,,,,,,Plants,,,,,,,0,0,0
2048,14000,101000002048,,,Exp,0,0,102000002048,0,0,0,0,BP_Buff_06,0,1,1,30,1,20,0,1,-880,-680,120,0,0,0,0,1,,0,,,Buff,"""buffInfoId"":801011,""type"":""Player""",,,,,,,,,,,,,,,,,0,0,0
2049,14000,101000002049,,,Exp,0,0,102000002049,0,0,0,0,BP_Buff_05,0,1,1,30,1,20,0,1,820,-540,120,0,0,0,0,1,,0,,,Buff,"""buffInfoId"":801021,""type"":""Player""",,,,,,,,,,,,,,,,,0,0,0
2050,14000,101000002050,,,Exp,0,0,102000002050,0,0,0,0,BP_Buff_03,0,1,1,30,1,20,0,1,820,1150,120,0,0,0,0,1,,0,,,Buff,"""buffInfoId"":801031,""type"":""Player""",,,,,,,,,,,,,,,,,0,0,0
2051,14000,101000002051,,,Exp,0,0,102000002051,0,0,0,0,BP_Buff_04,0,1,1,30,1,20,0,1,-870,1150,120,0,0,0,0,1,,0,,,Buff,"""buffInfoId"":801041,""type"":""Player""",,,,,,,,,,,,,,,,,0,0,0
2052,15000,101000002048,,,Equip,0,0,102000002048,0,0,0,0,BP_Buff_06,0,1,1,30,1,20,0,1,0,-1875,107,0,0,0,0,1,,0,,,Buff,"""buffInfoId"":801011,""type"":""Player""",,,,,,,,,,,,,,,,,0,0,0
2054,15000,101000002049,,,Equip,0,0,102000002049,0,0,0,0,BP_Buff_05,0,1,1,30,1,20,0,1,1966,0,107,0,0,0,0,1,,0,,,Buff,"""buffInfoId"":801022,""type"":""Player""",,,,,,,,,,,,,,,,,0,0,0
2055,15000,101000002050,,,Equip,0,0,102000002050,0,0,0,0,BP_Buff_03,0,1,1,30,1,20,0,1,-1,1836,107,0,0,0,0,1,,0,,,Buff,"""buffInfoId"":801031,""type"":""Player""",,,,,,,,,,,,,,,,,0,0,0
2057,15000,101000002051,,,Equip,0,0,102000002051,0,0,0,0,BP_Buff_04,0,1,1,30,1,20,0,1,-1954,2,107,0,0,0,0,1,,0,,,Buff,"""buffInfoId"":801042,""type"":""Player""",,,,,,,,,,,,,,,,,0,0,0
2058,15000,101000002058,,,Equip,0,0,102000002058,0,0,0,0,BP_Buff_02,0,1,1,30,1,20,0,1,0,0,107,0,0,0,0,1,,0,,,Buff,"""buffInfoId"":80105,""type"":""Player""",,,,,,,,,,,,,,,,,0,0,0
2059,15000,101000002059,,,Equip,0,0,102000002059,0,0,0,0,BP_Buff_01,0,1,1,30,1,20,0,1,0,0,107,0,0,0,0,1,,0,,,Buff,"""buffInfoId"":80106,""type"":""Player""",,,,,,,,,,,,,,,,,0,0,0
2060,16000,101000002060,,CrystalOfGuard,,0,10,0,0,1,0,0,BP_Gadget_CrystalOfGuard,18300,1,1,30,1,0,600,1,1121,5814,2,0,0,0,0,0,,0,,,SiegeWin,,,,,,,,,,,,,,,Common/BuffCrystal/HolyArtifact_Processing_Effect_01_B,Common/BuffCrystal/HolyArtifact_Completion_Start_Effect_01_B,Common/BuffCrystal/HolyArtifact_Completion_Effect_01_B,0,0,0
2061,16000,101000002060,,CrystalOfGuard,,0,10,0,0,1,0,0,BP_Gadget_CrystalOfGuard,18300,1,1,30,1,0,600,1,1161,2408,10,0,0,0,0,0,,0,,,SiegeWin,,,,,,,,,,,,,,,Common/BuffCrystal/HolyArtifact_Processing_Effect_01_Y,Common/BuffCrystal/HolyArtifact_Completion_Start_Effect_01_Y,Common/BuffCrystal/HolyArtifact_Completion_Effect_01_Y,0,0,0
2062,16000,101000002060,,CrystalOfGuard,,0,10,0,0,1,0,0,BP_Gadget_CrystalOfGuard,18300,1,1,30,1,0,600,1,5298,2371,229,0,0,0,0,0,,0,,,SiegeWin,,,,,,,,,,,,,,,Common/BuffCrystal/HolyArtifact_Processing_Effect_01_P,Common/BuffCrystal/HolyArtifact_Completion_Start_Effect_01_P,Common/BuffCrystal/HolyArtifact_Completion_Effect_01_P,0,0,0
2063,16001,101000002063,,,Normal,1,2,0,0,0,0,0,BP_Gadget_Block_13,18300,1,1,30,0,0,0,1,1115,4713,-2,0,0,0,0,0,,0,,,,,,,,,,,,,,,,,,,,,0,0,0
2064,16001,101000002063,,,Normal,1,2,0,0,0,0,0,BP_Gadget_Block_13,18300,1,1,30,0,0,0,1,1115,3504,-2,0,0,0,0,0,,0,,,,,,,,,,,,,,,,,,,,,0,0,0
2065,16002,101000002063,,,Normal,1,2,0,0,0,0,0,BP_Gadget_Block_13,18300,1,1,30,0,0,0,1,2145,2353,-2,0,-90,0,0,0,,0,,,,,,,,,,,,,,,,,,,,,0,0,0
2066,16002,101000002063,,,Normal,1,2,0,0,0,0,0,BP_Gadget_Block_13,18300,1,1,30,0,0,0,1,3630,2353,-2,0,-90,0,0,0,,0,,,,,,,,,,,,,,,,,,,,,0,0,0
2067,16003,101000002067,,,Normal,1,2,0,0,0,0,0,BP_Gadget_SealedBridge,18300,1,1,30,0,0,0,1,1125,4053,0,0,0,0,0,0,,0,,,,,,,,,,,,,,,,,,,,,0,0,0
2068,16004,101000002067,,,Normal,1,2,0,0,0,0,0,BP_Gadget_SealedBridge,18300,1,1,30,0,0,0,1,2874,2364,0,0,-90,0,0,0,,0,,,,,,,,,,,,,,,,,,,,,0,0,0
2069,18100,101000002069,,,Normal,1,2,0,0,0,0,0,BP_Gadget_Block_17,0,1,1,30,0,0,0,1,-2697,-34,-158,0,-90,0,0,0,,0,,,,,,,,,,,,,,,,,,,,,0,0,0
2070,16005,101000002063,,,Normal,1,2,0,0,0,0,0,BP_Gadget_Block_13,18300,1,1,30,0,0,0,1,6292,2434,228,0,-90,0,0,0,,0,,,,,,,,,,,,,,,,,,,,,0,0,0
2071,14001,101000055573,,,Exp,0,0,102000002071,0,0,0,0,BP_Buff_07,0,1,1,30,1,20,0,1,820,1150,120,0,0,0,0,1,,0,,,Buff,"""buffInfoId"":801043,""type"":""Player""",,,,,,,,,,,,,,,,,0,0,0
3001,3000,731000001474,,,Buff,0,0,731000001474,0,0,0,0,BP_Buff_02,0,1,1,30,1,10,0,1,0,-990,0,0,0,0,0,1,,0,,,Buff,"""buffInfoId"":906001,""type"":""Team""",,,,,,,,,,,,,,,,,0,0,0
3002,3000,101000002051,,,Buff,0,0,101000002051,0,0,0,0,BP_Buff_04,0,1,1,30,1,10,0,1,0,960,0,0,0,0,0,1,,0,,,Buff,"""buffInfoId"":906003,""type"":""Team""",,,,,,,,,,,,,,,,,0,0,0
7001,7001,101000007001,0,,Normal,0,0,0,0,0,0,1,BP_Gadget_TutoArrow_02,70001,0,1,1,1,0,0,1,-2627,27,105,0,0,0,0,0,,0,,,,,,,,,,,,,,,,,,,,,0,0,0
7002,7002,101000007002,0,,Normal,0,0,0,0,0,0,1,BP_Gadget_TutoArrow_01,70001,0,1,1,1,0,0,1,-1404,0,105,0,0,0,0,0,,0,,,,,,,,,,,,,,,,,,,,,0,0,0
7003,7003,101000007003,0,,Normal,0,0,0,0,0,0,1,BP_Gadget_TutoArrow_02,70001,0,1,1,1,0,0,1,-9788,-444,105,0,10,0,0,0,,0,,,,,,,,,,,,,,,,,,,,,0,0,0
7011,7011,101000007011,0,,Normal,0,0,0,0,0,0,1,BP_Gadget_Block_09,70001,0,1,1,1,0,0,1,-10438,110,105,0,25,0,0,0,,0,,,,,,,,,,,,,,,,,,,,,0,0,0
7012,7012,101000007012,0,,Normal,0,0,0,0,0,0,1,BP_Gadget_Block_09,70001,0,1,1,1,0,0,1,-8873,-251,105,0,90,0,0,0,,0,,,,,,,,,,,,,,,,,,,,,0,0,0
7013,7013,101000007013,0,,Normal,0,0,0,0,0,0,1,BP_Gadget_Block_09,70001,0,1,1,1,0,0,1,-6641,-303,105,0,90,0,0,0,,0,,,,,,,,,,,,,,,,,,,,,0,0,0
7014,7013,101000007013,0,,Normal,0,0,0,0,0,0,1,BP_Gadget_Block_09,70001,0,1,1,1,0,0,1,-6641,325,105,0,90,0,0,0,,0,,,,,,,,,,,,,,,,,,,,,0,0,0
7015,7013,101000007013,0,,Normal,0,0,0,0,0,0,1,BP_Gadget_Block_09,70001,0,1,1,1,0,0,1,-3114,-303,105,0,90,0,0,0,,0,,,,,,,,,,,,,,,,,,,,,0,0,0
7016,7013,101000007013,0,,Normal,0,0,0,0,0,0,1,BP_Gadget_Block_09,70001,0,1,1,1,0,0,1,-3114,325,105,0,90,0,0,0,,0,,,,,,,,,,,,,,,,,,,,,0,0,0
7017,7014,101000007017,0,,Normal,0,0,0,0,0,0,1,BP_Gadget_Block_09,70001,0,1,1,1,0,0,1,655,-457,105,0,90,0,0,0,,0,,,,,,,,,,,,,,,,,,,,,0,0,0
7018,7014,101000007017,0,,Normal,0,0,0,0,0,0,1,BP_Gadget_Block_09,70001,0,1,1,1,0,0,1,655,465,105,0,90,0,0,0,,0,,,,,,,,,,,,,,,,,,,,,0,0,0
7019,7015,101000007019,0,,Normal,0,0,0,0,0,0,1,BP_Gadget_Block_09,70001,0,1,1,1,0,0,1,-612,-457,105,0,90,0,0,0,,0,,,,,,,,,,,,,,,,,,,,,0,0,0
7020,7015,101000007019,0,,Normal,0,0,0,0,0,0,1,BP_Gadget_Block_09,70001,0,1,1,1,0,0,1,-612,465,105,0,90,0,0,0,,0,,,,,,,,,,,,,,,,,,,,,0,0,0
7021,7016,101000007021,0,,Normal,0,0,0,0,0,0,1,BP_Gadget_Block_09,70001,0,1,1,1,0,0,1,1221,-457,105,0,90,0,0,0,,0,,,,,,,,,,,,,,,,,,,,,0,0,0
7022,7016,101000007021,0,,Normal,0,0,0,0,0,0,1,BP_Gadget_Block_09,70001,0,1,1,1,0,0,1,1221,465,105,0,90,0,0,0,,0,,,,,,,,,,,,,,,,,,,,,0,0,0
30020101,300201,101030020101,0,,Normal,0,0,0,0,0,0,1,BP_Gadget_Block_09,300201,1,1,1,1,0,0,1,45470,-4389,299,0,0,0,0,0,1,0,,,,,,,,,,,,,,,,,,,,,0,0,0
30020301,300203,101030020301,0,,Normal,0,0,0,0,0,0,1,BP_Gadget_Block_09,300203,1,1,1,1,0,0,1,-2722,2005,1017,0,75,0,0,0,1,0,,,,,,,,,,,,,,,,,,,,,0,0,0
30020302,300203,101030020301,0,,Normal,0,0,0,0,0,0,1,BP_Gadget_Block_09,300203,1,1,1,1,0,0,1,304,1660,1017,0,95,0,0,0,1,0,,,,,,,,,,,,,,,,,,,,,0,0,0
30020501,300205,101030020501,,,Normal,0,0,0,1,1,0,0,BP_CrumaCore_Bottom,300205,1,1,1,1,0,0,1,14915,12665,345,0,0,0,0,0,1,0,,,,,,,,,,,,,,,,,,,,,0,0,0
30020502,300205,101030020502,,,Normal,0,0,0,1,1,0,0,BP_Gadget_Block_17,300205,1,1,1,1,0,0,1,13690,9540,340,0,0,0,0,0,1,0,,,,,,,,,,,,,,,,,,,,,0,0,0
10101,101,101000010101,0,,Quest,1,2,102000010101,1,0,0,50,BP_Gadget_Stone_01,1,1,1,2,1,0,0,1,14664,29355,1281,0,30,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,0,0,0
10102,101,101000010101,0,,Quest,1,2,102000010101,1,0,0,50,BP_Gadget_Stone_01,1,1,1,2,1,0,0,1,14639,29577,1281,0,144,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,0,0,0
10103,101,101000010101,0,,Quest,1,2,102000010101,1,0,0,50,BP_Gadget_Stone_01,1,1,1,2,1,0,0,1,18418,29376,1281,0,179,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,0,0,0
10104,101,101000010101,0,,Quest,1,2,102000010101,1,0,0,50,BP_Gadget_Stone_01,1,1,1,2,1,0,0,1,18258,31039,1281,0,94,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,0,0,0
10105,101,101000010101,0,,Quest,1,2,102000010101,1,0,0,50,BP_Gadget_Stone_01,1,1,1,2,1,0,0,1,18688,29871,1281,0,74,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,0,0,0
