MArketType,ShopId,CurrencyType,Cost,DisplayCost,DisplayCost_en,DisplayCost_zh_TW,DisplayCost_th_TH,DisplayCost_id_ID,OriginCost,ProductId,d1
AppStore,10010008,USD,0.99,0.99,0.99,0.99,0.99,0.99,,,스페셜 패키지 I
AppStore,10010009,USD,9.99,9.99,9.99,9.99,9.99,9.99,,,스페셜 패키지 II
AppStore,10010010,USD,9.99,9.99,9.99,9.99,9.99,9.99,,,홍콩 구글 기프트 카드 1
AppStore,10010011,USD,9.99,9.99,9.99,9.99,9.99,9.99,,,홍콩 구글 기프트 카드 2
AppStore,10010012,USD,9.99,9.99,9.99,9.99,9.99,9.99,,,홍콩 구글 기프트 카드 3
AppStore,10010013,USD,9.99,9.99,9.99,9.99,9.99,9.99,,,싱가폴 구글 기프트 카드 1
AppStore,10010014,USD,9.99,9.99,9.99,9.99,9.99,9.99,,,싱가폴 구글 기프트 카드 2
AppStore,10010015,USD,9.99,9.99,9.99,9.99,9.99,9.99,,,싱가폴 구글 기프트 카드 3
AppStore,10010016,USD,9.99,9.99,9.99,9.99,9.99,9.99,,,싱가폴 구글 기프트 카드 4
AppStore,10010017,USD,9.99,9.99,9.99,9.99,9.99,9.99,,,싱가폴 구글 기프트 카드 5
AppStore,10010018,USD,9.99,9.99,9.99,9.99,9.99,9.99,,,싱가폴 구글 기프트 카드 6
AppStore,10010019,USD,9.99,9.99,9.99,9.99,9.99,9.99,,,혈맹 실타래 패키지
AppStore,10010020,USD,4.99,4.99,4.99,4.99,4.99,4.99,,,초특가 레드다이아
AppStore,10010024,USD,2.99,2.99,2.99,2.99,2.99,2.99,,,스페셜 패키지 3
AppStore,10010025,USD,4.99,4.99,4.99,4.99,4.99,4.99,,,스페셜 패키지 4
AppStore,10010026,USD,99.99,99.99,99.99,99.99,99.99,99.99,,,스페셜 패키지 5
AppStore,10010027,USD,99.99,99.99,99.99,99.99,99.99,99.99,,,스페셜 패키지 6
AppStore,10010028,USD,29.99,29.99,29.99,29.99,29.99,29.99,,,NEW 아데나 패키지
AppStore,10010029,USD,29.99,29.99,29.99,29.99,29.99,29.99,,,NEW 아데나 패키지
AppStore,10010030,USD,99.99,99.99,99.99,99.99,99.99,99.99,,,스페셜 축복받은 강화주문서 패키지
AppStore,3000007,USD,29.99,29.99,29.99,29.99,29.99,29.99,,,코스튬 패키지 : 해피 산타클로스
AppStore,3000008,USD,29.99,29.99,29.99,29.99,29.99,29.99,,,코스튬 패키지 : 클래식 파티복
AppStore,10010031,USD,99.99,99.99,99.99,99.99,99.99,99.99,,,희귀 탑승펫 갈기사자 소환패키지
AppStore,10010032,USD,99.99,99.99,99.99,99.99,99.99,99.99,,,루돌프 소환 패키지
AppStore,10010033,USD,49.99,49.99,49.99,49.99,49.99,49.99,,,매일 마프르의 가호 조각 100개
AppStore,10010034,USD,9.99,9.99,9.99,9.99,9.99,9.99,,,스타트 장비 패키지
AppStore,10010035,USD,9.99,9.99,9.99,9.99,9.99,9.99,,,스페셜 패키지
AppStore,10010036,USD,99.99,99.99,99.99,99.99,99.99,99.99,,,혈맹 레시피 패키지
AppStore,10153001,USD,49.99,49.99,49.99,49.99,49.99,49.99,,,레드다이아 슈퍼팩
AppStore,10010038,USD,9.99,9.99,9.99,9.99,9.99,9.99,,,TGS 패키지 / 축복의 레드다이아 패키지
AppStore,10010039,USD,9.99,9.99,9.99,9.99,9.99,9.99,,,스페셜 패키지
AppStore,10010040,USD,9.99,9.99,9.99,9.99,9.99,9.99,,,프리미엄 패키지 I
AppStore,10010041,USD,9.99,9.99,9.99,9.99,9.99,9.99,,,프리미엄 패키지 II
AppStore,10010042,USD,29.99,29.99,29.99,29.99,29.99,29.99,,,프리미엄 패키지 III
AppStore,10010043,USD,29.99,29.99,29.99,29.99,29.99,29.99,,,프리미엄 패키지 Ⅳ
AppStore,10010044,USD,49.99,49.99,49.99,49.99,49.99,49.99,,,프리미엄 패키지 Ⅴ
AppStore,10010045,USD,49.99,49.99,49.99,49.99,49.99,49.99,,,프리미엄 패키지 Ⅵ
AppStore,10010046,USD,49.99,49.99,49.99,49.99,49.99,49.99,,,탑승펫 장비 강화주문서 패키지
AppStore,10010047,USD,99.99,99.99,99.99,99.99,99.99,99.99,,,레드 초월의 돌 (SR) 패키지
AppStore,10010048,USD,99.99,99.99,99.99,99.99,99.99,99.99,,,블루 초월의 돌 (SR) 패키지
AppStore,10010049,USD,99.99,99.99,99.99,99.99,99.99,99.99,,,화이트 초월의 돌 (SR) 패키지
AppStore,10010050,USD,99.99,99.99,99.99,99.99,99.99,99.99,,,레드 특성의 돌 (SR) 패키지
AppStore,10010051,USD,99.99,99.99,99.99,99.99,99.99,99.99,,,블루 특성의 돌 (SR) 패키지
AppStore,10010052,USD,99.99,99.99,99.99,99.99,99.99,99.99,,,화이트 특성의 돌 (SR) 패키지
AppStore,10010053,USD,29.99,29.99,29.99,29.99,29.99,29.99,,,특별할인 레드다이아
AppStore,10010054,USD,29.99,29.99,29.99,29.99,29.99,29.99,,,특별할인 축복받은 강화주문서
AppStore,10010055,USD,4.99,4.99,4.99,4.99,4.99,4.99,,,특별할인 스킬포인트
AppStore,10010064,USD,99.99,99.99,99.99,99.99,99.99,99.99,,,특성의 돌 (SR) 패키지
AppStore,10010065,USD,99.99,99.99,99.99,99.99,99.99,99.99,,,특성의 돌 (SR) 패키지
AppStore,10010066,USD,99.99,99.99,99.99,99.99,99.99,99.99,,,희귀 탑승펫 코끼리 소환 패키지
AppStore,10010067,USD,49.99,49.99,49.99,49.99,49.99,49.99,,,노멀 초월의 돌 패키지
AppStore,10010068,USD,2.99,2.99,2.99,90,99,2.99,,,홍빠오 큰 상자
AppStore,10010073,USD,29.99,29.99,29.99,29.99,29.99,29.99,,,[일반] 강화 스페셜 작은 패키지
AppStore,10010074,USD,49.99,49.99,49.99,49.99,49.99,49.99,,,[일반] 강화 스페셜 패키지
AppStore,10010075,USD,99.99,99.99,99.99,99.99,99.99,99.99,,,[일반] 강화 스페셜 큰 패키지
AppStore,10010076,USD,99.99,99.99,99.99,99.99,99.99,99.99,,,영웅 망토 패키지
GooglePlay,2001,USD,0.99,0.99,0.99,30,35,0.99,,,월1회 한정! 30 + 30 다이아
GooglePlay,2002,USD,2.99,2.99,2.99,90,99,2.99,,,월1회 한정! 90 + 90 다이아
GooglePlay,2003,USD,4.99,4.99,4.99,150,179,4.99,,,월1회 한정! 160 + 160 다이아
GooglePlay,2004,USD,9.99,9.99,9.99,300,349,9.99,,,월1회 한정! 340 + 340 다이아
GooglePlay,2005,USD,29.99,29.99,29.99,890,1050,29.99,,,"월1회 한정! 1,080 + 1,080 다이아"
GooglePlay,2006,USD,49.99,49.99,49.99,1490,1750,49.99,,,"월1회 한정! 1,900 + 1,900 다이아"
GooglePlay,2101,USD,2.99,2.99,2.99,90,99,2.99,,,1회 한정! 90 + 90 다이아
GooglePlay,2102,USD,4.99,4.99,4.99,150,179,4.99,,,1회 한정! 160 + 160 다이아
GooglePlay,2103,USD,9.99,9.99,9.99,300,349,9.99,,,1회 한정! 340 + 340 다이아
GooglePlay,2201,USD,0.99,0.99,0.99,30,35,0.99,,,30 다이아
GooglePlay,2202,USD,2.99,2.99,2.99,90,99,2.99,,,90 다이아
GooglePlay,2203,USD,4.99,4.99,4.99,150,179,4.99,,,160 다이아
GooglePlay,2204,USD,9.99,9.99,9.99,300,349,9.99,,,340 다이아
GooglePlay,2205,USD,29.99,29.99,29.99,890,1050,29.99,,,"1,080 다이아"
GooglePlay,2206,USD,49.99,49.99,49.99,1490,1750,49.99,,,"1,900 다이아"
GooglePlay,2207,USD,99.99,99.99,99.99,2990,3500,99.99,,,"4,000 다이아"
GooglePlay,2900,USD,99.99,99.99,99.99,2990,3500,99.99,,,초특가 이벤트 패키지
GooglePlay,9917,USD,4.99,4.99,4.99,4.99,4.99,4.99,,,특가 888 블루다이아
GooglePlay,5121,USD,0.99,0.99,0.99,0.99,0.99,0.99,,,빛나는 장비 상자
GooglePlay,7001,USD,9.99,9.99,9.99,300,349,9.99,,,매일 받는 다이아 꾸러미(28일)
GooglePlay,8003,USD,29.99,29.99,29.99,890,1050,29.99,,,SR등급 수집 꾸러미
GooglePlay,8004,USD,29.99,29.99,29.99,890,1050,29.99,,,시나리오 꾸러미 I
GooglePlay,8011,USD,29.99,29.99,29.99,890,1050,29.99,,,성장 선물 꾸러미 II
GooglePlay,8014,USD,29.99,29.99,29.99,890,1050,29.99,,,시나리오 꾸러미 II
GooglePlay,9001,USD,29.99,29.99,29.99,890,1050,29.99,,,프리미엄 스타팅 패키지
GooglePlay,9008,USD,29.99,29.99,29.99,890,1050,29.99,,,주니어 모험가 패키지
GooglePlay,9009,USD,99.99,99.99,99.99,2990,3500,99.99,,,시니어 모험가 패키지
GooglePlay,9010,USD,99.99,99.99,99.99,2990,3500,99.99,,,베테랑 모험가 패키지
GooglePlay,9019,USD,9.99,9.99,9.99,300,349,9.99,,,스킬 포인트 패키지
GooglePlay,9020,USD,29.99,29.99,29.99,890,1050,29.99,,,프리미엄 집혼석 패키지I
GooglePlay,9021,USD,49.99,49.99,49.99,1490,1750,49.99,,,프리미엄 집혼석 패키지II
GooglePlay,9022,USD,99.99,99.99,99.99,2990,3500,99.99,,,프리미엄 집혼석 패키지III
GooglePlay,9051,USD,99.99,99.99,99.99,2990,3500,99.99,,,스페셜 승급석 선택상자 패키지
GooglePlay,9052,USD,99.99,99.99,99.99,2990,3500,99.99,,,축복받은 강화주문서 패키지
GooglePlay,9053,USD,99.99,99.99,99.99,2990,3500,99.99,,,엘리트 모험가 패키지
GooglePlay,9054,USD,49.99,49.99,49.99,49.99,49.99,49.99,,,프리미엄 인벤토리 패키지
GooglePlay,9101,USD,0.99,0.99,0.99,30,35,0.99,,,장비 패키지I
GooglePlay,9102,USD,0.99,0.99,0.99,30,35,0.99,,,장비 패키지II
GooglePlay,9103,USD,0.99,0.99,0.99,30,35,0.99,,,장비 패키지III
GooglePlay,9201,USD,9.99,9.99,9.99,300,349,9.99,,,축복받은 강화주문서 미니 패키지
GooglePlay,9211,USD,9.99,9.99,9.99,300,349,9.99,,,장비 행운 패키지
GooglePlay,9212,USD,9.99,9.99,9.99,300,349,9.99,,,인벤토리 스페셜 재료 상자 패키지
GooglePlay,9301,USD,9.99,9.99,9.99,300,349,9.99,,,망각의 모래 패키지
GooglePlay,9401,USD,9.99,9.99,9.99,300,349,9.99,,,구글 플레이 유저를 위한 장비 패키지
GooglePlay,9411,USD,9.99,9.99,9.99,300,349,9.99,,,앱스토어 유저를 위한 전투 패키지
GooglePlay,9501,USD,49.99,49.99,49.99,1490,1750,49.99,,,장비성장 보조 패키지
GooglePlay,9502,USD,99.99,99.99,99.99,2990,3500,99.99,,,강화의 부름 패키지
GooglePlay,9503,USD,99.99,99.99,99.99,2990,3500,99.99,,,액세서리 소환 패키지
GooglePlay,9601,USD,49.99,49.99,49.99,1490,1750,49.99,,,프리미엄 집혼석 특별 패키지I
GooglePlay,9604,USD,9.99,9.99,9.99,300,349,9.99,,,스킬포인트 특별 패키지
GooglePlay,9605,USD,99.99,99.99,99.99,2990,3500,99.99,,,탑승펫 소환석 패키지
GooglePlay,9610,USD,49.99,49.99,49.99,1490,1750,49.99,,,탑승펫 육성석 패키지
GooglePlay,9611,USD,99.99,99.99,99.99,2990,3500,99.99,,,노블리스 모험가 패키지
GooglePlay,9622,USD,49.99,49.99,49.99,49.99,49.99,49.99,,,캐릭터 이름 변경권
GooglePlay,9637,USD,99.99,99.99,99.99,99.99,99.99,99.99,,,혈맹 선물 패키지I
GooglePlay,9638,USD,9.99,9.99,9.99,9.99,9.99,9.99,,,혈맹 선물 패키지II
GooglePlay,11001,USD,9.99,9.99,9.99,300,349,9.99,,,매일 받는 아데나 꾸러미(28일)
GooglePlay,9910,USD,29.99,29.99,29.99,29.99,29.99,29.99,,,Chinese Valentine’s Day 이벤트 패키지
GooglePlay,9911,USD,29.99,29.99,29.99,29.99,29.99,29.99,,,업데이트 기념 이벤트 패키지
GooglePlay,9912,USD,29.99,29.99,29.99,29.99,29.99,29.99,,,혈맹 선물 패키지III
GooglePlay,9913,USD,9.99,9.99,9.99,9.99,9.99,9.99,,,100일 기념 특가 패키지
GooglePlay,9914,USD,29.99,29.99,29.99,29.99,29.99,29.99,,,행운 패키지II
GooglePlay,9915,USD,49.99,49.99,49.99,49.99,49.99,49.99,,,망토 성장 패키지
GooglePlay,9918,USD,9.99,9.99,9.99,9.99,9.99,9.99,,,탑승펫 장비 패키지
GooglePlay,9919,USD,29.99,29.99,29.99,29.99,29.99,29.99,,,특별 SR장비 패키지
GooglePlay,9920,USD,49.99,49.99,49.99,49.99,49.99,49.99,,,전투 패키지II
GooglePlay,9921,USD,99.99,99.99,99.99,99.99,99.99,99.99,,,전투 패키지III
GooglePlay,9629,USD,29.99,29.99,29.99,29.99,29.99,29.99,,,혈맹 크리스탈 패키지
GooglePlay,9667,USD,9.99,9.99,9.99,9.99,9.99,9.99,,,매일 퀘스트 혜택
GooglePlay,9668,USD,9.99,9.99,9.99,9.99,9.99,9.99,,,매일 사냥 혜택
GooglePlay,10009001,USD,2.99,2.99,2.99,2.99,2.99,2.99,,,특가 승급석 패키지
GooglePlay,10009002,USD,99.99,99.99,99.99,99.99,99.99,99.99,,,여름 한정 승급석 패키지
GooglePlay,10007001,USD,9.99,9.99,9.99,9.99,9.99,9.99,,,이벤트 매일 블루 다이아(28일)
GooglePlay,10002204,USD,9.99,9.99,9.99,9.99,9.99,9.99,,,레드다이아 340
GooglePlay,10002206,USD,49.99,49.99,49.99,49.99,49.99,49.99,,,"블루다이아 1,900"
GooglePlay,10002214,USD,9.99,9.99,9.99,9.99,9.99,9.99,,,블루다이아 340
GooglePlay,10009901,USD,0.99,0.99,0.99,0.99,0.99,0.99,,,이벤트 패키지I
GooglePlay,10009902,USD,2.99,2.99,2.99,2.99,2.99,2.99,,,페르넬의 열쇠 패키지
GooglePlay,10009903,USD,99.99,99.99,99.99,99.99,99.99,99.99,,,이벤트 패키지III
GooglePlay,10009011,USD,99.99,99.99,99.99,99.99,99.99,99.99,,,마프르 패키지
GooglePlay,10009010,USD,29.99,29.99,29.99,29.99,29.99,29.99,,,아데나 패키지
GooglePlay,10009014,USD,0.99,0.99,0.99,0.99,0.99,0.99,,,S등급 전용 희귀 방어구 선택 상자 패키지 (블루)
GooglePlay,10009015,USD,0.99,0.99,0.99,0.99,0.99,0.99,,,S등급 전용 희귀 방어구 선택 상자 패키지 (레드)
GooglePlay,10009016,USD,49.99,49.99,49.99,49.99,49.99,49.99,,,정원의 망토 패키지
GooglePlay,10009017,USD,49.99,49.99,49.99,49.99,49.99,49.99,,,토벌의 망토 패키지
GooglePlay,10010001,USD,9.99,9.99,9.99,9.99,9.99,9.99,,,태국 구글 기프트 카드 1
GooglePlay,10010002,USD,9.99,9.99,9.99,9.99,9.99,9.99,,,태국 구글 기프트 카드 2
GooglePlay,10010003,USD,9.99,9.99,9.99,9.99,9.99,9.99,,,태국 구글 기프트 카드 3
GooglePlay,10010004,USD,9.99,9.99,9.99,9.99,9.99,9.99,,,태국 구글 기프트 카드 4
GooglePlay,10010005,USD,9.99,9.99,9.99,9.99,9.99,9.99,,,말레 구글 기프트 카드 1
GooglePlay,10010006,USD,9.99,9.99,9.99,9.99,9.99,9.99,,,말레 구글 기프트 카드 2
GooglePlay,10010007,USD,9.99,9.99,9.99,9.99,9.99,9.99,,,말레 구글 기프트 카드 3
GooglePlay,10010008,USD,0.99,0.99,0.99,0.99,0.99,0.99,,,스페셜 패키지 I
GooglePlay,10010009,USD,9.99,9.99,9.99,9.99,9.99,9.99,,,스페셜 패키지 II
GooglePlay,10010010,USD,9.99,9.99,9.99,9.99,9.99,9.99,,,홍콩 구글 기프트 카드 1
GooglePlay,10010011,USD,9.99,9.99,9.99,9.99,9.99,9.99,,,홍콩 구글 기프트 카드 2
GooglePlay,10010012,USD,9.99,9.99,9.99,9.99,9.99,9.99,,,홍콩 구글 기프트 카드 3
GooglePlay,10010013,USD,9.99,9.99,9.99,9.99,9.99,9.99,,,싱가폴 구글 기프트 카드 1
GooglePlay,10010014,USD,9.99,9.99,9.99,9.99,9.99,9.99,,,싱가폴 구글 기프트 카드 2
GooglePlay,10010015,USD,9.99,9.99,9.99,9.99,9.99,9.99,,,싱가폴 구글 기프트 카드 3
GooglePlay,10010016,USD,9.99,9.99,9.99,9.99,9.99,9.99,,,싱가폴 구글 기프트 카드 4
GooglePlay,10010017,USD,9.99,9.99,9.99,9.99,9.99,9.99,,,싱가폴 구글 기프트 카드 5
GooglePlay,10010018,USD,9.99,9.99,9.99,9.99,9.99,9.99,,,싱가폴 구글 기프트 카드 6
GooglePlay,10010019,USD,9.99,9.99,9.99,9.99,9.99,9.99,,,혈맹 실타래 패키지
GooglePlay,10010020,USD,4.99,4.99,4.99,4.99,4.99,4.99,,,초특가 레드다이아
GooglePlay,8021,USD,49.99,49.99,49.99,49.99,49.99,49.99,,,성장 선물 꾸러미 III
GooglePlay,8024,USD,29.99,29.99,29.99,29.99,29.99,29.99,,,시나리오 꾸러미 III
GooglePlay,9011,USD,99.99,99.99,99.99,99.99,99.99,99.99,,,플레티넘 모험가 패키지
GooglePlay,9012,USD,99.99,99.99,99.99,99.99,99.99,99.99,,,마스터 모험가 패키지
GooglePlay,9630,USD,49.99,49.99,49.99,49.99,49.99,49.99,,,서버이전권
GooglePlay,10010022,USD,99.99,99.99,99.99,99.99,99.99,99.99,,,UR 무기 레시피 패키지
GooglePlay,10010023,USD,99.99,99.99,99.99,99.99,99.99,99.99,,,UR 방어구 레시피 패키지
