Key,Command,Value
10010150,,코델리아
10010151,,니아
10010152,,수상한 마법사
10010153,,페르넬
10010154,,정화의 요정
10010156,,아만
10010157,,페스카
10010158,,판
10010159,,태르
10010160,,헬리아
10010161,,마을 보초병
10010162,,해골 병사
10010163,,러셀
10010164,,오스틴
10010165,,아서
10010166,,거인 앨버트
10010167,,유진
10010168,,타우
10010169,,쥬피
10010170,,오크 학살자
10010171,,리오
10010175,,아인호반트 마법사
10010188,,스미스
10010190,,납치범 오크
10010191,,유적 발굴단원
10010202,,검표원
10010210,,아놀드
10010215,,세실
10010218,,카나리아
10010221,,한나
10010227,,앤디
10010236,,이튼
10010301,,노련한 선원 카로프
10010302,,드레드
10010304,,패튼
10010305,,동문 경비병
10010307,,카돌
10010308,,포드
10010311,,베리
10010312,,루나
10010313,,아벨
10010315,,피카스
10010316,,카이만
10010317,,크리스티나
10010318,,카이젤
10010319,,가이란
10010320,,가우스
10010321,,듀멜
10010322,,파우스트
10010323,,아루만
10010325,,글루딘 경비병
10010326,,네스르
10010327,,갈라테아
10010330,,허빈
10010331,,아테나
10010334,,아렌
10010335,,크리스
10010336,,에리카
10010337,,시리카
10010338,,노먼
10010339,,라모스
10010340,,월터
10010342,,스티븐
10010344,,하멜
10010345,,아겔
10010346,,헬레니아
10010348,,엘레노아
10010349,,흑마법사
10010350,,바론
10010352,,엘로스
10010353,,잭슨
10010357,,아이멜
10010360,,토마스
10010361,,앤드루
10010362,,마틴
10010363,,글루딘 병사
10010364,,찰스
10010371,,올 마훔 토벌대원
10010374,,납치된 마을주민
10010380,,빌리
10010381,,해적 좀비
10010382,,올 마훔 정찰병
10010383,,올 마훔 약탈자
10010387,,네로
10010388,,바로
10010389,,니스
10010390,,라우엘
10010391,,포트
10010392,,반
10010393,,볼트
10010394,,자린
10010396,,아인하사드의 사제
10010402,,글루디오 집정관
10010404,,마물 소탕 대원
10010407,,부상 당한 병사
10010415,,대로니스
10010416,,일리야
10010418,,미리오
10010419,,마이시아
10010420,,오르페우스
10010421,,키리토스
10010422,,아스나스
10010423,,네뷸러스
10010424,,글루디오 경비병
10010426,,월
10010427,,헬릭스
10010428,,사이먼
10010429,,소단
10010430,,킬리아나
10010431,,가비
10010432,,카추
10010438,,호렌
10010440,,멜리나
10010441,,드라이덴
10010442,,케슈폰
10010443,,로이엔탈
10010445,,에릭
10010446,,멜본
10010447,,헤소르
10010448,,허스
10010450,,드라우프
10010451,,카린
10010452,,글루디오 병사
10010456,,토벌대원
10010458,,폴레모스
10010461,,붙잡힌 경비병
10010462,,아모스
10010464,,마을 자경대원
10010465,,서부 토벌대원
10010466,,다급한 병사
10010467,,위기의 병사
10010468,,에르제베트
10010470,,재상의 호위병
10010475,,로나
10010487,,팔만
10010488,,알란
10010490,,판테
10010491,,하몽
10010493,,도로시
10010494,,미첼
10010495,,시아나링고
10010497,,녹스
10010501,,쉐인
10010502,,에밀
10010503,,어둠의 결사
10010504,,남군 사령관
10010507,,토벌병사
10010508,,안지
10010509,,렌하임
10010510,,기억을 잃은 남자
10010511,,카르제
10010512,,거트
10010513,,카일
10010514,,듀발테
10010516,,수색조 대원
10010517,,마일
10010519,,라토스
10010522,,아우로라
10010523,,호위병사
10010525,,전투병사
10010527,,돌격대장
10010532,,지원병사
10010546,,케군
10010547,,투렉 오크 전투병
10010549,,레오폴드
10010550,,비키
10010554,,코룸
10010577,,납치된 주민
10010584,,아르케
10010588,,다리안
10010589,,프쉬탈
10010602,,에디나
10010603,,에몬
10010604,,서쪽의 모험가
10010605,,겁에 질린 노인
10010606,,스타리스
10010610,,몬타
10010611,,스타리스의 부하
10010613,,점성술사 티아나
10010614,,상인
10010621,,죽다 살아난 노인
10010631,,스완
10010633,,보이드
10010634,,보이드 데몬
10010635,,붉은털 올 마훔 족장
10010646,,찰리
10010647,,톰
10010648,,아리아
10010649,,피터
10010680,,쓰러진 정찰병
10010684,,세인
10010702,,길 잃은 아이
10010709,,클락
10010714,,쥬리오
10010715,,라프
10010716,,허크
10010717,,사라
10010718,,구스
10010719,,알프
10010720,,모리슨
10010721,,로디
10010722,,루레
10010724,,디온 경비병
10010725,,카지무
10010726,,휘리
10010730,,겔드
10010732,,마리나
10010737,,마하트
10010738,,토벌 대원
10010739,,바센
10010740,,미케
10010741,,토벌 병사
10010742,,파빌
10010743,,타노
10010744,,레아
10010745,,노라
10010746,,마법사 자브
10010750,,부상병
10010753,,바실레우스
10010754,,구출된 마을 주민
10010755,,호위 병사
10010768,,테론
10010770,,파벨
10010772,,머슐렝
10010774,,알베르토
10010775,,멜린
10010776,,안첼로티
10010777,,세이라
10010779,,루카스
10010780,,토니
10010784,,모고스
10010785,,브래카 파괴자
10010786,,브래카 거궁수
10010802,,래리스
10010807,,연구원
10010811,,경비대원 리구스
10010812,,오덴
10010813,,브룬
10010814,,경비대원 파드
10010819,,고위사제
10010822,,늪지경비
10010823,,엘리
10010828,,미테르
10010837,,쓰러진 판
10010838,,한스
10010839,,경비대원
10010842,,호리스
10010850,,카르멘
10010854,,아지르
10010858,,메카네
10010859,,펜테
10010860,,마기코스
10010862,,어린 스타카토
10010902,,베이그
10010906,,듀르젤
10010915,,보리스
10010925,,그롬웰
10010926,,루앙
10010927,,애슐리
10010930,,바툼
10010932,,족장의 친위대
10010933,,알다르
10010934,,칸쿤
10010935,,장도
10010936,,자와르
10011003,,발루
10011004,,발터
10011005,,디아볼로스
10011010,,부상당한 상인
10011011,,기요틴
10011014,,마니아
10011016,,고통의 근위기사
10011018,,딤스데일
10011019,,유메리
10011022,,네빌
10011026,,이놀
10011031,,카우보이
10011102,,기란 경비대장
10011103,,블러디 퀸
10011105,,마을 장로
10011107,,식물 학자
10011108,,어빈
10011109,,마엘
10011110,,아리노아
10011114,,뮤즈
10011115,,마일티
10011116,,섀넌
10011117,,라엘
10011118,,루키어스
10011119,,기란 경비병
10011120,,크로비스
10011121,,가웨인
10011122,,크로월
10011123,,바스터
10011124,,매드람
10011125,,알테미스
10011129,,앨리스
10011132,,베힌
10011136,,란펠드
10011140,,비슈누아
10011155,,멜던
10011159,,베힌의 동료
10011165,,인나드릴 재상
10011167,,재상의 수행원
10011168,,재상의 짐꾼
10011178,,오웬 경
10011180,,크리스티앙
10011186,,가드너
10011187,,자이드
10011188,,로이스
10011189,,쟝
10011190,,잉엄
10011191,,폴
10011192,,맥나한
10011194,,토드
10011195,,란초
10011206,,고립된 상인
10011208,,동방의 상인
10011210,,아르젠
10011214,,아나
10011222,,휴
10011224,,맥베인
10011225,,폴트
10011226,,샤오
10011227,,우나
10011228,,페이지
10011229,,멜리사
10011240,,포보스
10011241,,라이르
10011244,,카르테스
10011245,,라이르의 근위병
10011249,,에이든
10011251,,프레드릭
10011255,,그노시스
10011257,,벤자민
10011265,,보텡
10011266,,조지
10011268,,팔론
10011270,,루벤스
10011271,,제인
10011305,,서문 경비병
10011317,,배럿
10011324,,자켄의 정찰대원
10011325,,레일리
10011327,,키리온
10011350,,집행자
10011352,,자켄의 환영
10011354,,영혼 수확자
10011356,,닉스
10011358,,오스토
10011363,,디치
10011364,,타크
10011367,,조종당하는 경비병
10011369,,고대 악마
10011404,,푸틴
10011406,,후안
10011407,,사냥꾼
10011410,,젠
10011411,,케레니스
10011412,,카라
10011413,,나탈리
10011415,,애덤스
10011417,,계곡 브래카 대군장
10011418,,마법사
10011420,, 쓰러져 있는 판
10011421,,르웬
10011426,,베레무스
10011427,,블러디 킹
10011429,,셀린
10011430,,베렌
10011432,,브힐
10011433,,로렌스
10011434,,커처
10011439,,니소스
10011451,,계곡 브래카 근위대
10011452,,계곡 브래카 정예병
10011453,,신관의 수행원
10011454,,신관의 짐꾼
10011455,,케넬
10011456,,크림슨 바인드
10011473,,정찰대
10011477,,하만
10011501,,바르
10011502,,수르민
10011504,,성난 타노르 전령
10011505,,성난 타노르 족장
10011507,,성난 타노르 호위병
10011511,,라몬
10011512,,듀올
10011513,,아이다
10011514,,세리오스
10011515,,류난
10011516,,로우
10011517,,게일
10011518,,아크담
10011519,,라이아스
10011520,,보아드
10011526,,마몬
10011533,,경비대장
10011601,,카렌
10011603,,몰리
10011606,,상아탑 관리자
10011703,,오렌 토벌대 병사
10011704,,오렌 토벌단장
10011707,,상아탑 마법사
10011711,,초소 경비
10011713,,토벌대원 댄
10011714,,몰리의 영혼 조각
10011801,,용의 계곡 잡화 상인
10020101,,초원 흡혈 박쥐
10020102,,늑대인간
10020103,,초원 앤틸로프
10020104,,불곰
10020105,,검은 늑대
10020106,,강철 거미
10020107,,거대 강철 거미
10020108,,오크 돌격병
10020109,,오크 궁병
10020111,,오크 정찰병
10020112,,거미알
10020117,,폐허 늑대 인간
10020118,,초원 불곰
10020121,,초원 박쥐
10020123,,오크 보초병
10020125,,갈색 불곰
10020126,,오크 강습병
10020127,,폐허 거미
10020141,,오크 감독관
10020144,,오크 호위병
10020148,,펑거스
10020149,,은둔 프레모
10020181,,블랙 티스
10020182,,실버 혼
10020183,,퀸 실롭
10020184,,우르카
10020185,,코바카
10020201,,붉은 털 여우
10020202,,숲 디코르
10020204,,오크 일꾼
10020206,,오크 전사
10020207,,스톤 골렘
10020213,,오크 정예 정찰병
10020214,,숲 가시 디코르
10020219,,굶주린 붉은 털 여우
10020220,,오크 감시병
10020224,,오크 우두머리
10020228,,타락한 스톤 골렘
10020236,,우두머리 근위병
10020237,,우두머리 호위병
10020244,,단단한 골렘
10020257,,유적지 늑대인간
10020258,,리퍼
10020281,,스팅
10020282,,레드 루즈
10020283,,타카
10020284,,킹 베인
10020298,,정령 목자
10020302,,난폭한 평원 쿠거
10020303,,올 마훔 정탐꾼
10020304,,올 마훔 전사
10020306,,올 마훔 도끼 전사
10020307,,위버
10020308,,버그베어
10020311,,묘지 박쥐
10020313,,올 마훔 감시병
10020314,,올 마훔 장교
10020320,,올 마훔 경비병
10020321,,약탈품 경비병
10020331,,올 마훔 감독관
10020332,,올 마훔 강탈자
10020333,,올 마훔 투사
10020334,,원한 깊은 해골 병사
10020336,,묘지 흡혈 박쥐
10020337,,올 마훔 명사수
10020341,,광포한 늑대인간
10020343,,평원 쿠거
10020357,,투렉 오크 정찰병
10020362,,지하 해골 병사
10020363,,셰이드 리퍼
10020372,,올 마훔 챔피언
10020374,,투무르
10020378,,버그베어 실험체
10020379,,그란디스 실험체
10020380,,스톤 가고일
10020381,,케이나인
10020382,,프레키
10020383,,멜빌
10020384,,모레티
10020385,,올바르
10020386,,알르
10020398,,조디악
10020401,,굶주린 검은 늑대
10020403,,버그베어 약탈자
10020404,,멜 리자드맨 도발자
10020406,,광기의 검은 늑대
10020408,,멜 리자드맨 돌격병
10020409,,멜 리자드맨 저격병
10020411,,괴물눈 감시자
10020412,,투렉 오크 저격수
10020413,,투렉 오크 척후병
10020414,,투렉 오크 전사
10020416,,앤틸로프
10020419,,버그베어 강탈자
10020424,,멜 리자드맨 감시병
10020425,,멜 리자드맨 약탈병
10020426,,멜 리자드맨 습격병
10020432,,멜 리자드맨 경비병
10020434,,멜 리자드맨 문지기
10020441,,오크 망루
10020443,,투렉 오크 우두머리
10020444,,투렉 군견
10020447,,멜 리자드맨 목표잡이
10020458,,광포한 검은 늑대
10020461,,버그베어 학살자
10020462,,툴란 버그베어
10020464,,다크 프리마
10020465,,다크 네르카스
10020470,,투렉 오크 대장장이
10020471,,키리오스
10020481,,빅핸드
10020482,,둠 페이스
10020483,,칵투스
10020484,,코투스
10020485,,콕스
10020498,,은빛 수염
10020501,,흉측한 늑대인간
10020502,,해골 전사
10020503,,해골 사수
10020507,,올 마훔 선봉대
10020508,,올 마훔 수색병
10020514,,독거미
10020516,,글루디오 베어
10020517,,투렉 오크 경비병
10020518,,거대 전쟁 병기
10020519,,투렉 오크 제단경비병
10020520,,투렉 오크 십인대장
10020521,,투렉 오크 정예병
10020532,,굶주린 식인 사냥개
10020534,,원한의 프리마
10020535,,마중나온 경비병
10020536,,광폭한 쿠거
10020537,,영혼석
10020539,,투렉 수비 대장
10020540,,투렉 돌격 대장
10020541,,투렉 정찰 대장
10020542,,투렉 수호 대장
10020544,,올 마훔 수정 도둑
10020545,,저주받은 사냥꾼
10020550,,정체불명의 실험체
10020551,,가마솥
10020555,,투렉 오크 궁병
10020581,,쉐도우 윙
10020582,,루인 완더러
10020583,,샤이닝 티스
10020584,,후카
10020585,,화이트 티스
10020586,,트로카
10020603,,사하라
10020604,,해골 추적자
10020605,,해골 감시병
10020611,,올 마훔 약탈자 전사
10020612,,올 마훔 운반꾼
10020616,,돌연변이 갑충 전사
10020618,,붉은 털 올 마훔
10020620,,올 마훔 짐꾼
10020622,,협곡의 감시자
10020633,,올 마훔 약탈자 경비병
10020634,,올 마훔 약탈자 수색병
10020638,,침식된 사하라
10020639,,돌연변이 갑충 일꾼
10020641,,마나 거머리
10020642,,사막 해골 보초병
10020643,,사막 해골 감시병
10020644,,돌연변이 갑충 시종 
10020645,,돌연변이 갑충 병사
10020647,,무기 상자
10020685,,모래 잠복꾼
10020686,,스톤 하츠
10020687,,샌드하츠
10020698,,카지르
10020701,,브래카 오크 보급병
10020704,,브래카 오크 정예병
10020706,,날카로운 말벌
10020707,,핏빛 말벌
10020708,,레토 리자드맨 약탈자
10020710,,레토 리자드맨 전사
10020713,,초원 윈드수스
10020717,,예민한 흡혈 박쥐
10020719,,흉폭한 불곰
10020720,,초원 칼날 거미
10020722,,거대 가시털 거미
10020727,,레토 리자드맨 호위병
10020733,,강철 칼날 거미
10020734,,엘븐 앤틸로프
10020735,,엘븐 윈드수스
10020736,,엘븐 불곰
10020737,,팜바
10020740,,브래카 오크 정찰병
10020741,,브래카 오크 전사
10020742,,브래카 오크 경비병
10020743,,브래카 오크 십인대장
10020746,,말벌
10020747,,성난 말벌
10020750,,엘더 앤틸로프
10020752,,흡혈 박쥐
10020754,,레토 리자드맨 약탈병
10020772,,유물의 망령
10020773,,광포한 말벌
10020781,,불크
10020782,,바로크
10020783,,모크
10020784,,스러쉬
10020785,,크러쉬
10020786,,바라쉬
10020798,,플레곤
10020801,,늪지 독 거미
10020802,,검은 줄무늬 거미
10020803,,늪지 박쥐
10020804,,호러 리퍼
10020805,,미스트 호러 리퍼
10020806,,저주받은 감시자
10020807,,멜 리자드맨 선봉대
10020808,,멜 리자드맨 추격병
10020812,,단탈리온
10020813,,스페르쉬
10020830,,늪지의 자객
10020833,,늪 스타카토 사신
10020835,,늪지 어쌔신
10020837,,멜 리자드맨 척후병
10020845,,늪지의 망자
10020855,,늪 스타카토 자객
10020857,,파괴적 암살자
10020858,,미친 암살자
10020881,,리스토
10020882,,론드
10020883,,모건
10020884,,제루나
10020885,,아케인
10020898,,시스
10020901,,성난 갈색곰
10020902,,숲 송곳니 거미
10020903,,올 마훔 보좌관
10020906,,올 마훔 척후병
10020907,,올 마훔 경계병
10020908,,올 마훔 훈련병
10020912,,올 마훔 보급병
10020913,,올 마훔 저격수
10020914,,올 마훔 지휘관
10020915,,알라악
10020916,,타노르 전사
10020917,,타노르 정찰병
10020918,,타노르 경계병
10020920,,타노르 보급병
10020921,,타노르 수호병
10020923,,타노르 주술사
10020924,,타노르 돌격병
10020927,,그늘 말벌
10020928,,붉은 꼬리 여우
10020929,,습지 독 거미
10020930,,습지 프레모
10020932,,수액 말벌
10020934,,더틀러흐
10020943,,타노르 순찰병
10020944,,훈련용 허수아비
10020945,,훈련용 표적판
10020948,,탈출한 장교
10020949,,올 마훔 패잔병
10020952,,올 마훔 족장의 영혼 조각
10020957,,올 마훔 선발대
10020962,,칸쿤의 경계병
10020963,,칸쿤의 제사장
10020973,,칸쿤의 보초병
10020981,,봉우리 습격자
10020982,,타탄
10020983,,타르아탄
10020984,,투탄
10020985,,올바칸
10020998,,아마데우스
10021001,,분노의 만드라고라
10021003,,절규의 만드라고라
10021005,,절망의 디코르
10021006,,원한의 암살자
10021007,,망가진 암살자
10021008,,정신 나간 리퍼
10021009,,지친 둠 서번트
10021010,,블랙 윌로우
10021012,,비명 디코르
10021013,,억울한 망령
10021014,,죽음의 리퍼
10021017,,갈망하는 원혼
10021018,,고통의 원혼
10021020,,해골 돌격병
10021021,,해골 저격병
10021023,,좀비로드
10021025,,코마
10021026,,잠들지 못한 영혼
10021032,,끔찍한 서번트
10021035,,네르카스 영혼수집자
10021036,,되살아난 상인
10021038,,듀라한
10021081,,스크리머
10021082,,플로라
10021083,,조나단
10021084,,스크리밍 엔트
10021086,,심스트러스
10021087,,발사자르
10021099,,죽음의 기요틴
10021101,,현혹된 버그베어
10021104,,루갈
10021105,,숲 늑대인간
10021106,,날렵한 스나이프
10021108,,폐허 디코르
10021109,,랑크 리자드맨 전사
10021111,,랑크 리자드맨 주술사
10021113,,알펜 쿠거
10021114,,용맹한 쿠거
10021117,,방목 윈드수스
10021118,,방목 앤틸로프
10021119,,숲의 디코르
10021120,,거대 수컷불곰
10021121,,우두머리 쿠거
10021125,,랑크 리자드맨 토템
10021128,,랑크 리자드맨 경계병
10021132,,엘더 디코르
10021134,,매혹적인 서큐버스
10021136,,랑크 리자드맨 정찰병
10021155,,환청의 디코르
10021160,,엘렌
10021162,,메두사
10021163,,웜
10021168,,리자드맨 정찰병
10021169,,랑크 리자드맨 투사
10021170,,랑크 리자드맨 수색병
10021175,,랑크 리자드맨 돌격병
10021182,,비르
10021184,,라쉬코스
10021185,,샤코스
10021186,,루스
10021198,,스테노아
10021201,,흉포한 불곰
10021202,,굶주린 쿠거
10021203,,올 마훔 도적단 일꾼
10021204,,올 마훔 도적단 보급병
10021205,,올 마훔 도적단 약탈병
10021206,,올 마훔 도적단 경계병
10021207,,올 마훔 도적단 전사
10021210,,올 마훔 도적단 정찰병
10021211,,올 마훔 도적단 궁수
10021212,,올 마훔 도적단 명사수
10021214,,자켄 해적단 선봉대
10021215,,자켄 해적단 사수
10021216,,데스 플라이어
10021217,,자켄 해적단 돌격수
10021219,,버그베어 전사
10021220,,버그베어 투사
10021222,,하거인의 피조물
10021223,,그란디스 파괴자
10021224,,그란디스 분쇄자
10021255,,절망의 외침
10021256,,길 잃은 불곰
10021260,,광포한 해안 쿠거
10021261,,걸신들린 쿠거
10021262,,정신나간 하거인
10021263,,고뇌하는 하거인
10021264,,그란디스 폭군
10021265,,거대한 망자
10021281,,루르
10021282,,알폰스
10021283,,홀스트
10021284,,메데스
10021285,,루카
10021286,,헥터
10021298,,마샤
10021301,,자켄의 노예
10021303,,밀림 프레모
10021304,,암흑성가단 프리마
10021305,,자켄 해적단 칼잡이
10021306,,자켄 해적단 망꾼
10021307,,자켄 해적단 갑판원
10021309,,자켄 해적단 항해사
10021311,,자켄 산하해적단 선장
10021313,,자켄의 감시자
10021314,,자켄의 근위병
10021315,,자켄의 일등사수
10021316,,지옥성가단 프리마
10021317,,케이브 스콜피온
10021318,,자켄의 눈
10021319,,자켄의 수행원
10021320,,원한의 망자
10021330,,원한 깊은 자켄의 노예
10021331,,치명적인 다크 서큐버스
10021332,,굶주린 밀림 프레모
10021334,,자켄 해적단 척후병
10021335,,자켄 해적단 저격수
10021336,,집념의 망자
10021338,,자켄의 저격병
10021381,,루아
10021382,,본스팅
10021383,,엘버트
10021384,,제이프
10021401,,계곡 브래카 보급병
10021402,,계곡 브래카 정찰병
10021403,,계곡 브래카 제사장
10021404,,계곡 브래카 순찰병
10021407,,계곡 브래카 경계병
10021408,,계곡 브래카 광전사
10021409,,계곡 브래카 전사
10021411,,앰버 바실리스크
10021413,,영혼 추적 프리마
10021414,,검은 대지의 사하라
10021415,,데스 웨어울프
10021416,,웜 가디언
10021421,,공포 시선 괴물눈
10021423,,죽음 시선 괴물눈
10021430,,헤비 더스트 윈드
10021431,,데스 바인드
10021433,,그란디스 용 포식자
10021434,,죽은 대지의 사하라
10021435,,영혼 포식 프리마
10021436,,가디언 바실리스크
10021441,,새끼 웜
10021442,,케이져의 수하
10021443,,경계하는 웜
10021444,,베레무스의 자식
10021481,,고로크
10021482,,베로크
10021483,,제이슨
10021484,,움바
10021485,,아가레스
10021486,,라볼라스
10021487,,빌헬름
10021498,,마락스
10021501,,계곡 쿠거
10021502,,난폭한 계곡 쿠거
10021503,,계곡 줄무늬 거미
10021504,,계곡 맹독 거미
10021505,,북풍 버그베어 약탈자
10021507,,난폭한 북풍 버그베어
10021508,,계곡 디코르
10021509,,계곡 가시 디코르
10021510,,레토 리자드맨 보초
10021514,,레토 리자드맨 족장
10021516,,티막 오크 정찰병
10021520,,티막 오크 수호대
10021524,,성난 타노르 경계병
10021525,,성난 타노르 훈련병
10021526,,성난 타노르 전사
10021527,,성난 타노르 정예병
10021528,,성난 타노르 주술사
10021530,,성난 타노르 일꾼
10021535,,기란의 첩자
10021536,,위조 상인
10021537,,상인 호위병
10021581,,툼바
10021582,,레쉬
10021583,,푼타
10021584,,군타
10021585,,샤타
10021586,,타부탄
10021598,,고원의 심장
10021601,,포자 박쥐
10021603,,라이칸 스로프
10021607,,블라인드 리퍼
10021608,,잔인한 그란디스 파괴자
10021609,,결계의 감시자
10021610,,포자 거미
10021615,,패러사이트 좀비로드
10021616,,오엘 마훔 분쇄자
10021617,,오엘 마훔 파괴자
10021618,,오엘 마훔 주술사
10021619,,오르펜의 시녀
10021627,,커럽션 윌로우
10021632,,일기장에서 소환된 리퍼
10021635,,팬텀 프리마
10021637,,사나운 포자 박쥐
10021638,,결계의 주시자
10021639,,네스티 위버
10021642,,소울 하베스터
10021643,,소울 콜렉터
10021644,,트윈헤드 하울러
10021645,,오엘 마훔 전사
10021650,,욕심의 결과
10021651,,소울 이터
10021652,,워터 시어
10021653,,흑요석 골렘
10021654,,사나운 스타카토
10021655,,나이트메어 스피릿
10021656,,팬텀 스피릿
10021658,,사나운 흡혈 박쥐
10021659,,셰이드 어태커
10021681,,라르바
10021682,,레바
10021684,,허벤
10021697,,라이켈
10021698,,레베카
