Id,DisassembleType,ItemInfoId,ItemType,EquipmentType,ItemGrade,CostType,CostValue
220083,ItemInfoId,220083,,,,,
230083,ItemInfoId,230083,,,,,
240083,ItemInfoId,240083,,,,,
210093,ItemInfoId,210093,,,,,
220093,ItemInfoId,220093,,,,,
230093,ItemInfoId,230093,,,,,
240093,ItemInfoId,240093,,,,,
210103,ItemInfoId,210103,,,,,
220103,ItemInfoId,220103,,,,,
230103,ItemInfoId,230103,,,,,
240103,ItemInfoId,240103,,,,,
210113,ItemInfoId,210113,,,,,
220113,ItemInfoId,220113,,,,,
230113,ItemInfoId,230113,,,,,
240113,ItemInfoId,240113,,,,,
210123,ItemInfoId,210123,,,,,
220123,ItemInfoId,220123,,,,,
230123,ItemInfoId,230123,,,,,
240123,ItemInfoId,240123,,,,,
110014,ItemInfoId,110014,,,,,
110024,ItemInfoId,110024,,,,,
110034,ItemInfoId,110034,,,,,
110044,ItemInfoId,110044,,,,,
110054,ItemInfoId,110054,,,,,
110064,ItemInfoId,110064,,,,,
120014,ItemInfoId,120014,,,,,
120024,ItemInfoId,120024,,,,,
120034,ItemInfoId,120034,,,,,
120044,ItemInfoId,120044,,,,,
120054,ItemInfoId,120054,,,,,
120064,ItemInfoId,120064,,,,,
130014,ItemInfoId,130014,,,,,
130024,ItemInfoId,130024,,,,,
130034,ItemInfoId,130034,,,,,
130044,ItemInfoId,130044,,,,,
130054,ItemInfoId,130054,,,,,
130064,ItemInfoId,130064,,,,,
140014,ItemInfoId,140014,,,,,
140024,ItemInfoId,140024,,,,,
140034,ItemInfoId,140034,,,,,
140044,ItemInfoId,140044,,,,,
140054,ItemInfoId,140054,,,,,
140064,ItemInfoId,140064,,,,,
150014,ItemInfoId,150014,,,,,
150024,ItemInfoId,150024,,,,,
150034,ItemInfoId,150034,,,,,
150044,ItemInfoId,150044,,,,,
150054,ItemInfoId,150054,,,,,
150064,ItemInfoId,150064,,,,,
160014,ItemInfoId,160014,,,,,
160024,ItemInfoId,160024,,,,,
160034,ItemInfoId,160034,,,,,
160044,ItemInfoId,160044,,,,,
160054,ItemInfoId,160054,,,,,
160064,ItemInfoId,160064,,,,,
210014,ItemInfoId,210014,,,,,
220014,ItemInfoId,220014,,,,,
230014,ItemInfoId,230014,,,,,
240014,ItemInfoId,240014,,,,,
210024,ItemInfoId,210024,,,,,
220024,ItemInfoId,220024,,,,,
230024,ItemInfoId,230024,,,,,
240024,ItemInfoId,240024,,,,,
210034,ItemInfoId,210034,,,,,
220034,ItemInfoId,220034,,,,,
230034,ItemInfoId,230034,,,,,
240034,ItemInfoId,240034,,,,,
210044,ItemInfoId,210044,,,,,
220044,ItemInfoId,220044,,,,,
230044,ItemInfoId,230044,,,,,
240044,ItemInfoId,240044,,,,,
210054,ItemInfoId,210054,,,,,
220054,ItemInfoId,220054,,,,,
230054,ItemInfoId,230054,,,,,
240054,ItemInfoId,240054,,,,,
210064,ItemInfoId,210064,,,,,
220064,ItemInfoId,220064,,,,,
230064,ItemInfoId,230064,,,,,
240064,ItemInfoId,240064,,,,,
210074,ItemInfoId,210074,,,,,
220074,ItemInfoId,220074,,,,,
230074,ItemInfoId,230074,,,,,
240074,ItemInfoId,240074,,,,,
210084,ItemInfoId,210084,,,,,
220084,ItemInfoId,220084,,,,,
230084,ItemInfoId,230084,,,,,
240084,ItemInfoId,240084,,,,,
210094,ItemInfoId,210094,,,,,
220094,ItemInfoId,220094,,,,,
230094,ItemInfoId,230094,,,,,
240094,ItemInfoId,240094,,,,,
210104,ItemInfoId,210104,,,,,
220104,ItemInfoId,220104,,,,,
230104,ItemInfoId,230104,,,,,
240104,ItemInfoId,240104,,,,,
210114,ItemInfoId,210114,,,,,
220114,ItemInfoId,220114,,,,,
230114,ItemInfoId,230114,,,,,
240114,ItemInfoId,240114,,,,,
210124,ItemInfoId,210124,,,,,
220124,ItemInfoId,220124,,,,,
230124,ItemInfoId,230124,,,,,
240124,ItemInfoId,240124,,,,,
110015,ItemInfoId,110015,,,,,
110025,ItemInfoId,110025,,,,,
110035,ItemInfoId,110035,,,,,
110045,ItemInfoId,110045,,,,,
110055,ItemInfoId,110055,,,,,
110065,ItemInfoId,110065,,,,,
120015,ItemInfoId,120015,,,,,
120025,ItemInfoId,120025,,,,,
120035,ItemInfoId,120035,,,,,
120045,ItemInfoId,120045,,,,,
120055,ItemInfoId,120055,,,,,
120065,ItemInfoId,120065,,,,,
130015,ItemInfoId,130015,,,,,
130025,ItemInfoId,130025,,,,,
130035,ItemInfoId,130035,,,,,
130045,ItemInfoId,130045,,,,,
130055,ItemInfoId,130055,,,,,
130065,ItemInfoId,130065,,,,,
140015,ItemInfoId,140015,,,,,
140025,ItemInfoId,140025,,,,,
140035,ItemInfoId,140035,,,,,
140045,ItemInfoId,140045,,,,,
140055,ItemInfoId,140055,,,,,
140065,ItemInfoId,140065,,,,,
150015,ItemInfoId,150015,,,,,
150025,ItemInfoId,150025,,,,,
150035,ItemInfoId,150035,,,,,
150045,ItemInfoId,150045,,,,,
150055,ItemInfoId,150055,,,,,
150065,ItemInfoId,150065,,,,,
160015,ItemInfoId,160015,,,,,
160025,ItemInfoId,160025,,,,,
160035,ItemInfoId,160035,,,,,
160045,ItemInfoId,160045,,,,,
160055,ItemInfoId,160055,,,,,
160065,ItemInfoId,160065,,,,,
210015,ItemInfoId,210015,,,,,
220015,ItemInfoId,220015,,,,,
230015,ItemInfoId,230015,,,,,
240015,ItemInfoId,240015,,,,,
210025,ItemInfoId,210025,,,,,
220025,ItemInfoId,220025,,,,,
230025,ItemInfoId,230025,,,,,
240025,ItemInfoId,240025,,,,,
210035,ItemInfoId,210035,,,,,
220035,ItemInfoId,220035,,,,,
230035,ItemInfoId,230035,,,,,
240035,ItemInfoId,240035,,,,,
210045,ItemInfoId,210045,,,,,
220045,ItemInfoId,220045,,,,,
230045,ItemInfoId,230045,,,,,
240045,ItemInfoId,240045,,,,,
210055,ItemInfoId,210055,,,,,
220055,ItemInfoId,220055,,,,,
230055,ItemInfoId,230055,,,,,
240055,ItemInfoId,240055,,,,,
210065,ItemInfoId,210065,,,,,
220065,ItemInfoId,220065,,,,,
230065,ItemInfoId,230065,,,,,
240065,ItemInfoId,240065,,,,,
210075,ItemInfoId,210075,,,,,
220075,ItemInfoId,220075,,,,,
230075,ItemInfoId,230075,,,,,
240075,ItemInfoId,240075,,,,,
210085,ItemInfoId,210085,,,,,
220085,ItemInfoId,220085,,,,,
230085,ItemInfoId,230085,,,,,
240085,ItemInfoId,240085,,,,,
210095,ItemInfoId,210095,,,,,
220095,ItemInfoId,220095,,,,,
230095,ItemInfoId,230095,,,,,
240095,ItemInfoId,240095,,,,,
210105,ItemInfoId,210105,,,,,
220105,ItemInfoId,220105,,,,,
230105,ItemInfoId,230105,,,,,
240105,ItemInfoId,240105,,,,,
210115,ItemInfoId,210115,,,,,
220115,ItemInfoId,220115,,,,,
230115,ItemInfoId,230115,,,,,
240115,ItemInfoId,240115,,,,,
210125,ItemInfoId,210125,,,,,
220125,ItemInfoId,220125,,,,,
230125,ItemInfoId,230125,,,,,
240125,ItemInfoId,240125,,,,,
420011,ItemInfoId,420011,,,,,
420012,ItemInfoId,420012,,,,,
420013,ItemInfoId,420013,,,,,
470011,MonsterCoreItemInfold,470011,,,,,
470012,MonsterCoreItemInfold,470012,,,,,
470013,MonsterCoreItemInfold,470013,,,,,
470014,MonsterCoreItemInfold,470014,,,,,
470015,MonsterCoreItemInfold,470015,,,,,
470021,MonsterCoreItemInfold,470021,,,,,
470022,MonsterCoreItemInfold,470022,,,,,
470023,MonsterCoreItemInfold,470023,,,,,
470024,MonsterCoreItemInfold,470024,,,,,
470025,MonsterCoreItemInfold,470025,,,,,
470031,MonsterCoreItemInfold,470031,,,,,
470032,MonsterCoreItemInfold,470032,,,,,
470033,MonsterCoreItemInfold,470033,,,,,
470034,MonsterCoreItemInfold,470034,,,,,
470035,MonsterCoreItemInfold,470035,,,,,
470036,MonsterCoreItemInfold,470036,,,,,
470037,MonsterCoreItemInfold,470037,,,,,
470041,MonsterCoreItemInfold,470041,,,,,
470042,MonsterCoreItemInfold,470042,,,,,
470043,MonsterCoreItemInfold,470043,,,,,
470044,MonsterCoreItemInfold,470044,,,,,
470045,MonsterCoreItemInfold,470045,,,,,
470046,MonsterCoreItemInfold,470046,,,,,
470047,MonsterCoreItemInfold,470047,,,,,
470051,MonsterCoreItemInfold,470051,,,,,
470052,MonsterCoreItemInfold,470052,,,,,
470053,MonsterCoreItemInfold,470053,,,,,
470054,MonsterCoreItemInfold,470054,,,,,
470055,MonsterCoreItemInfold,470055,,,,,
470056,MonsterCoreItemInfold,470056,,,,,
470057,MonsterCoreItemInfold,470057,,,,,
470061,MonsterCoreItemInfold,470061,,,,,
470062,MonsterCoreItemInfold,470062,,,,,
470063,MonsterCoreItemInfold,470063,,,,,
470064,MonsterCoreItemInfold,470064,,,,,
470065,MonsterCoreItemInfold,470065,,,,,
470066,MonsterCoreItemInfold,470066,,,,,
470067,MonsterCoreItemInfold,470067,,,,,
470068,MonsterCoreItemInfold,470068,,,,,
470071,MonsterCoreItemInfold,470071,,,,,
470072,MonsterCoreItemInfold,470072,,,,,
470073,MonsterCoreItemInfold,470073,,,,,
470074,MonsterCoreItemInfold,470074,,,,,
470075,MonsterCoreItemInfold,470075,,,,,
470076,MonsterCoreItemInfold,470076,,,,,
470077,MonsterCoreItemInfold,470077,,,,,
470078,MonsterCoreItemInfold,470078,,,,,
470081,MonsterCoreItemInfold,470081,,,,,
470082,MonsterCoreItemInfold,470082,,,,,
470083,MonsterCoreItemInfold,470083,,,,,
470084,MonsterCoreItemInfold,470084,,,,,
470085,MonsterCoreItemInfold,470085,,,,,
470086,MonsterCoreItemInfold,470086,,,,,
470091,MonsterCoreItemInfold,470091,,,,,
470092,MonsterCoreItemInfold,470092,,,,,
470093,MonsterCoreItemInfold,470093,,,,,
470094,MonsterCoreItemInfold,470094,,,,,
470095,MonsterCoreItemInfold,470095,,,,,
470096,MonsterCoreItemInfold,470096,,,,,
470101,MonsterCoreItemInfold,470101,,,,,
470102,MonsterCoreItemInfold,470102,,,,,
470103,MonsterCoreItemInfold,470103,,,,,
470104,MonsterCoreItemInfold,470104,,,,,
470105,MonsterCoreItemInfold,470105,,,,,
470106,MonsterCoreItemInfold,470106,,,,,
470107,MonsterCoreItemInfold,470107,,,,,
470108,MonsterCoreItemInfold,470108,,,,,
470111,MonsterCoreItemInfold,470111,,,,,
470112,MonsterCoreItemInfold,470112,,,,,
470113,MonsterCoreItemInfold,470113,,,,,
470114,MonsterCoreItemInfold,470114,,,,,
470115,MonsterCoreItemInfold,470115,,,,,
470116,MonsterCoreItemInfold,470116,,,,,
470117,MonsterCoreItemInfold,470117,,,,,
470118,MonsterCoreItemInfold,470118,,,,,
470121,MonsterCoreItemInfold,470121,,,,,
470122,MonsterCoreItemInfold,470122,,,,,
470123,MonsterCoreItemInfold,470123,,,,,
470124,MonsterCoreItemInfold,470124,,,,,
470125,MonsterCoreItemInfold,470125,,,,,
470126,MonsterCoreItemInfold,470126,,,,,
470127,MonsterCoreItemInfold,470127,,,,,
470131,MonsterCoreItemInfold,470131,,,,,
470132,MonsterCoreItemInfold,470132,,,,,
470133,MonsterCoreItemInfold,470133,,,,,
470134,MonsterCoreItemInfold,470134,,,,,
470135,MonsterCoreItemInfold,470135,,,,,
470141,MonsterCoreItemInfold,470141,,,,,
470142,MonsterCoreItemInfold,470142,,,,,
470143,MonsterCoreItemInfold,470143,,,,,
470144,MonsterCoreItemInfold,470144,,,,,
470145,MonsterCoreItemInfold,470145,,,,,
470146,MonsterCoreItemInfold,470146,,,,,
470147,MonsterCoreItemInfold,470147,,,,,
470148,MonsterCoreItemInfold,470148,,,,,
470151,MonsterCoreItemInfold,470151,,,,,
470152,MonsterCoreItemInfold,470152,,,,,
470153,MonsterCoreItemInfold,470153,,,,,
470154,MonsterCoreItemInfold,470154,,,,,
470155,MonsterCoreItemInfold,470155,,,,,
470156,MonsterCoreItemInfold,470156,,,,,
470161,MonsterCoreItemInfold,470161,,,,,
470162,MonsterCoreItemInfold,470162,,,,,
470163,MonsterCoreItemInfold,470163,,,,,
470164,MonsterCoreItemInfold,470164,,,,,
470165,MonsterCoreItemInfold,470165,,,,,
470171,MonsterCoreItemInfold,470171,,,,,
470172,MonsterCoreItemInfold,470172,,,,,
470173,MonsterCoreItemInfold,470173,,,,,
470174,MonsterCoreItemInfold,470174,,,,,
470175,MonsterCoreItemInfold,470175,,,,,
470176,MonsterCoreItemInfold,470176,,,,,
470177,MonsterCoreItemInfold,470177,,,,,
470181,MonsterCoreItemInfold,470181,,,,,
470185,MonsterCoreItemInfold,470185,,,,,
470186,MonsterCoreItemInfold,470186,,,,,
472001,MonsterCoreItemInfold,472001,,,,,
472002,MonsterCoreItemInfold,472002,,,,,
472003,MonsterCoreItemInfold,472003,,,,,
472011,MonsterCoreItemInfold,472011,,,,,
472012,MonsterCoreItemInfold,472012,,,,,
472013,MonsterCoreItemInfold,472013,,,,,
472014,MonsterCoreItemInfold,472014,,,,,
472015,MonsterCoreItemInfold,472015,,,,,
472021,MonsterCoreItemInfold,472021,,,,,
472022,MonsterCoreItemInfold,472022,,,,,
472031,MonsterCoreItemInfold,472031,,,,,
472032,MonsterCoreItemInfold,472032,,,,,
472033,MonsterCoreItemInfold,472033,,,,,
472041,MonsterCoreItemInfold,472041,,,,,
472042,MonsterCoreItemInfold,472042,,,,,
472043,MonsterCoreItemInfold,472043,,,,,
472044,MonsterCoreItemInfold,472044,,,,,
472051,MonsterCoreItemInfold,472051,,,,,
472052,MonsterCoreItemInfold,472052,,,,,
472053,MonsterCoreItemInfold,472053,,,,,
472054,MonsterCoreItemInfold,472054,,,,,
472061,MonsterCoreItemInfold,472061,,,,,
472062,MonsterCoreItemInfold,472062,,,,,
472063,MonsterCoreItemInfold,472063,,,,,
472071,MonsterCoreItemInfold,472071,,,,,
472072,MonsterCoreItemInfold,472072,,,,,
472073,MonsterCoreItemInfold,472073,,,,,
472081,MonsterCoreItemInfold,472081,,,,,
472082,MonsterCoreItemInfold,472082,,,,,
472083,MonsterCoreItemInfold,472083,,,,,
472084,MonsterCoreItemInfold,472084,,,,,
472085,MonsterCoreItemInfold,472085,,,,,
472086,MonsterCoreItemInfold,472086,,,,,
472087,MonsterCoreItemInfold,472087,,,,,
472088,MonsterCoreItemInfold,472088,,,,,
472089,MonsterCoreItemInfold,472089,,,,,
472110,MonsterCoreItemInfold,472110,,,,,
472111,MonsterCoreItemInfold,472111,,,,,
472112,MonsterCoreItemInfold,472112,,,,,
472113,MonsterCoreItemInfold,472113,,,,,
472114,MonsterCoreItemInfold,472114,,,,,
472115,MonsterCoreItemInfold,472115,,,,,
472116,MonsterCoreItemInfold,472116,,,,,
472117,MonsterCoreItemInfold,472117,,,,,
472118,MonsterCoreItemInfold,472118,,,,,
472119,MonsterCoreItemInfold,472119,,,,,
472120,MonsterCoreItemInfold,472120,,,,,
472121,MonsterCoreItemInfold,472121,,,,,
472122,MonsterCoreItemInfold,472122,,,,,
472123,MonsterCoreItemInfold,472123,,,,,
472124,MonsterCoreItemInfold,472124,,,,,
470192,MonsterCoreItemInfold,470192,,,,,
470193,MonsterCoreItemInfold,470193,,,,,
470196,MonsterCoreItemInfold,470196,,,,,
470191,MonsterCoreItemInfold,470191,,,,,
470194,MonsterCoreItemInfold,470194,,,,,
470195,MonsterCoreItemInfold,470195,,,,,
470201,MonsterCoreItemInfold,470201,,,,,
470203,MonsterCoreItemInfold,470203,,,,,
470205,MonsterCoreItemInfold,470205,,,,,
470204,MonsterCoreItemInfold,470204,,,,,
470202,MonsterCoreItemInfold,470202,,,,,
470206,MonsterCoreItemInfold,470206,,,,,
472131,MonsterCoreItemInfold,472131,,,,,
472132,MonsterCoreItemInfold,472132,,,,,
472133,MonsterCoreItemInfold,472133,,,,,
472141,MonsterCoreItemInfold,472141,,,,,
472142,MonsterCoreItemInfold,472142,,,,,
472143,MonsterCoreItemInfold,472143,,,,,
473001,MonsterCoreItemInfold,473001,,,,,
473011,MonsterCoreItemInfold,473011,,,,,
473021,MonsterCoreItemInfold,473021,,,,,
1300008,ItemInfoId,1300008,,,,,
494003,MonsterCoreItemInfold,494003,,,,,
473002,MonsterCoreItemInfold,473002,,,,,
473012,MonsterCoreItemInfold,473012,,,,,
472144,MonsterCoreItemInfold,472144,,,,,
472145,MonsterCoreItemInfold,472145,,,,,
472146,MonsterCoreItemInfold,472146,,,,,
1400001,ItemInfoId,1400001,,,,,
1400002,ItemInfoId,1400002,,,,,
1400003,ItemInfoId,1400003,,,,,
1400005,ItemInfoId,1400005,,,,,
1400006,ItemInfoId,1400006,,,,,
1400007,ItemInfoId,1400007,,,,,
1400009,ItemInfoId,1400009,,,,,
1400010,ItemInfoId,1400010,,,,,
1400011,ItemInfoId,1400011,,,,,
1400013,ItemInfoId,1400013,,,,,
1400014,ItemInfoId,1400014,,,,,
1400015,ItemInfoId,1400015,,,,,
1400017,ItemInfoId,1400017,,,,,
1400018,ItemInfoId,1400018,,,,,
1400019,ItemInfoId,1400019,,,,,
1400021,ItemInfoId,1400021,,,,,
1400022,ItemInfoId,1400022,,,,,
1400023,ItemInfoId,1400023,,,,,
1400025,ItemInfoId,1400025,,,,,
1400026,ItemInfoId,1400026,,,,,
1400027,ItemInfoId,1400027,,,,,
1400029,ItemInfoId,1400029,,,,,
1400030,ItemInfoId,1400030,,,,,
1400031,ItemInfoId,1400031,,,,,
1400033,ItemInfoId,1400033,,,,,
1400034,ItemInfoId,1400034,,,,,
1400035,ItemInfoId,1400035,,,,,
1401002,ItemInfoId,1401002,,,,,
1401005,ItemInfoId,1401005,,,,,
1401006,ItemInfoId,1401006,,,,,
1401007,ItemInfoId,1401007,,,,,
1401010,ItemInfoId,1401010,,,,,
1401011,ItemInfoId,1401011,,,,,
1401013,ItemInfoId,1401013,,,,,
1401014,ItemInfoId,1401014,,,,,
