Key,Command,Value
10020204,,Orc Worker
10020206,,Orc Fighter
10020207,,Stone Golem
10020213,,Orc Elite Patrol
10020214,,Forest Thorn Dicor
10020219,,Starving Red Fox
10020220,,Orc Seeker
10020224,,Orc Leader
10020228,,Fallen Stone Golem
10020236,,Royal Guard Leader
10020237,,Escort Leader
10020244,,Stout Golem
10020257,,Relic Werewolf
10020258,,Reaper
10020281,,Sting
10020282,,Red Rouse
10020283,,Taarka
10020284,,Bane King
10020298,,Spirit Shepherd
10020302,,Rabid Prairie Cougar
10020303,,Ol Mahum Spy
10020304,,Ol Mahum Warrior
10020306,,Ol Mahum Axeman
10020307,,Weaver
10020308,,Bugbear
10020311,,Grave Bat
10020313,,Ol Mahum Seeker
10020314,,Ol Mahum Officer
10020320,,Ol Mahum Guard
10020321,,Loot Guard
10020331,,Ol Mahum Foreman
10020332,,Ol Mahum Plunderer
10020333,,Ol Mahum Fighter
10020334,,Malevolent Skeleton Soldier
10020336,,Grave Vampire Bat
10020337,,Ol Mahum Master Marksman
10020341,,Rabid Werewolf
10020343,,Plains Cougar
10020357,,Turek Orc Scout
10020362,,Dungeon Skeleton Soldier
10020363,,Shade Reaper
10020372,,Ol Mahum Champion
10020374,,Tumir
10020378,,Bugbear Subject
10020379,,Grandis Subject
10020380,,Stone Gargoyle
10020381,,Canine
10020382,,Freki
10020383,,Melville
10020384,,Moretti
10020385,,Olvar
10020386,,Alle
10020398,,Zodiac
10020401,,Famished Black Wolf
10020403,,Bugbear Looter
10020404,,Maille Lizardman Provoker
10020406,,Crazed Black Wolf
10020408,,Maille Lizardman Trooper
10020409,,Maille Lizardman Marksman
10020411,,Monster Eye Watcher
10020412,,Turek Orc Sniper
10020413,,Turek Orc Patrol
10020414,,Turek Orc Fighter
10020416,,Antelope
10020419,,Bugbear Plunderer
10020424,,Maille Lizardman Seeker
10020425,,Maille Lizardman Pillager
10020426,,Maille Lizardman Assault Soldier
10020432,,Maille Lizardman Guard
10020434,,Maille Lizardman Gatekeeper
10020441,,Orc Watchtower
10020443,,Turek Orc Leader
10020444,,Turek War Hound
10020447,,Maille Lizardman Goalseeker
10020458,,Rabid Black Wolf
10020461,,Bugbear Butcher
10020462,,Tullan Bugbear
10020464,,Dark Prima
10020465,,Dark Nerkas
10020470,,Turek Orc Blacksmith
10020471,,Kyrios
10020481,,Bighand
10020482,,Doom Skull
10020483,,Kactoose
10020484,,Cotous
10020485,,Cox
10020498,,Silverbeard
10020501,,Grotesque Werewolf
10020502,,Skeleton Warrior
10020503,,Skeleton Bowman
10020507,,Ol Mahum Vanguard
10020508,,Ol Mahum Ranger
10020514,,Venomous Spider
10020516,,Gludio Bear
10020517,,Turek Orc Guard
10020518,,Huge War Machine
10020519,,Turek Orc Altar Guard
10020520,,Turek Orc Decanus
10020521,,Turek Orc Elite Soldier
10020532,,Starving Hound
10020534,,Vindictive Prima
10020535,,Escorting Guard
10020536,,Ferocious Cougar
10020537,,Soulstone
10020539,,Turek Captain of the Guard
10020540,,Turek Troop Captain
10020541,,Turek Patrol Captain
10020542,,Turek Guardian Captain
10020544,,Ol Mahum Crystal Thief
10020545,,Cursed Hunter
10020550,,Mysterious Subject
10020551,,Cauldron
10020555,,Turek Orc Archer
10020581,,Shadow Wing
10020582,,Ruins Wanderer
10020583,,Sabretooth
10020584,,Hucca
10020585,,Gnasher
10020586,,Troka
10020603,,Sahara
10020604,,Skeleton Tracker
10020605,,Skeleton Seeker
10020611,,Ol Mahum Looter Fighter
10020612,,Ol Mahum Porter
10020616,,Mutant Armored Ant Warrior
10020618,,Red-Hair Ol Mahum
10020620,,Ol Mahum Carrier
10020622,,Valley Watcher
10020633,,Ol Mahum Looter Guard
10020634,,Ol Mahum Looter Ranger
10020638,,Eroded Sahara
10020639,,Mutant Armored Ant Worker
10020641,,Mana Leech
10020642,,Desert Skeleton Sentinel
10020643,,Desert Skeleton Seeker
10020644,,Mutant Armored Ant Page 
10020645,,Mutant Armored Ant Soldier
10020647,,Weapon Box
10020685,,Sand Lurker
10020686,,Stone Haftz
10020687,,Sand Haftz
10020698,,Kazir
10020701,,Breka Orc Supplier
10020704,,Breka Orc Elite Soldier
10020706,,Prickly Wasp
10020707,,Blood Wasp
10020708,,Leto Lizardman Looter
10020710,,Leto Lizardman Fighter
10020713,,Prairie Windsus
10020717,,Surly Vampire Bat
10020719,,Ferocious Red Bear
10020720,,Prairie Blade Spider
10020722,,Giant Thorn Spider
10020727,,Leto Lizardman Escort
10020733,,Blade Pincher
10020734,,Elven Antelope
10020735,,Elven Windsus
10020736,,Elven Red Bear
10020737,,Pamba
10020740,,Breka Orc Scout
10020741,,Breka Orc Fighter
10020742,,Breka Orc Guard
10020743,,Breka Orc Decanus
10020746,,Wasp
10020747,,Enraged Wasp
10020750,,Elder Antelope
10020752,,Vampire Bat
10020754,,Leto Lizardman Pillager
10020772,,Relic Wraith
10020773,,Rabid Wasp
10020781,,Bulc
10020782,,Baroque
10020783,,Moke
10020784,,Thrush
10020785,,Krush
10020786,,Varash
10020798,,Flagon
10020801,,Swamp Venomous Spider
10020802,,Black Tiger Spider
10020803,,Swamp Bat
10020804,,Horror Reaper
10020805,,Horror Mist Reaper
10020806,,Cursed Seer
10020807,,Maille Lizardman Vanguard
10020808,,Maille Lizardman Pursuer
10020812,,Danthalion
10020813,,Sparshi
10020830,,Swamp Hassassin
10020833,,Marsh Stakato Envoy
10020835,,Swamp Assassin
10020837,,Maille Lizardman Patrol
10020845,,Swamp Ghoul
10020855,,Marsh Stakato Hassassin
10020857,,Destructive Killer
10020858,,Insane Killer
10020881,,Liam
10020882,,Ronde
10020883,,Morgan
10020884,,Zyrnna
10020885,,Arcane
10020898,,Sina
10020901,,Enraged Grizzly Bear
10020902,,Forest Fang Spider
10020903,,Ol Mahum Aide
10020906,,Ol Mahum Patrol
10020907,,Ol Mahum Sentry
10020908,,Ol Mahum Recruit
10020912,,Ol Mahum Supplier
10020913,,Ol Mahum Sniper
10020914,,Ol Mahum Commander
10020915,,Alarac
10020916,,Tanor Fighter
10020917,,Tanor Scout
10020918,,Tanor Sentry
10020920,,Tanor Supplier
10020921,,Tanor Knight Recruit
10020923,,Tanor Shaman
10020924,,Tanor Trooper
10020927,,Shade Wasp
10020928,,Red-Tailed Fox
10020929,,Venomous Marsh Spider
10020930,,Marsh Premo
10020932,,Sapping Wasp
10020934,,Duthlyr
10020943,,Tanor Patrol
10020944,,Training Dummy
10020945,,Training Target
10020948,,Escaped Officer
10020949,,Ol Mahum Straggler
10020952,,Ol Mahum Chief's Soul Fragment
10020957,,Ol Mahum Advance Party
10020962,,Kankoon's Sentry
10020963,,Kankoon's Priest
10020973,,Kankoon's Sentinel
10020981,,Summit Attacker
10020982,,Tartan
10020983,,Thaartan
10020984,,Tutan
10020985,,Ol B’Khan
10020998,,Amadeus
10021001,,Furious Mandragora
10021003,,Wailing Mandragora
10021005,,Dicor of Despair
10021006,,Vindictive Killer
10021007,,Maimed Killer
10021008,,Demented Reaper
10021009,,Exhausted Doom Servant
10021010,,Black Willow
10021012,,Wailing Dicor
10021013,,Innocent Spirit
10021014,,Death Reaper
10021017,,Bloodthirsty Specter
10021018,,Tortured Specter
10021020,,Skeleton Trooper
10021021,,Skeleton Marksman
10021023,,Zombie Lord
10021025,,Koma
10021026,,Restless Spirit
10021032,,Dread Servant
10021035,,Nerkas Soulharvester
10021036,,Resurrected Merchant
10021038,,Headless Knight
10021081,,Screamer
10021082,,Flora
10021083,,Jonadan
10021084,,Shrieking Treant
10021086,,Seamstress
10021087,,Balthazar
10021099,,Guillotine of Death
10021101,,Deluded Bugbear
10021104,,Rugal
10021105,,Forest Werewolf
10021106,,Swift Snipe
10021108,,Ruin Dicor
10021109,,Langk Lizardman Warrior
10021111,,Langk Lizardman Shaman
10021113,,Alpine Cougar
10021114,,Stout Cougar
10021117,,Grazing Windsus
10021118,,Grazing Antelope
10021119,,Dicor of the Forest
10021120,,Giant Male Red Bear
10021121,,Cougar Leader
10021125,,Langk Lizardman Totem
10021128,,Langk Lizardman Sentry
10021132,,Elder Dicor
10021134,,Seductive Succubus
10021136,,Langk Lizardman Scout
10021155,,Dicor of Hallucination
10021160,,Ellen
10021162,,Medusa
10021163,,Wyrm
10021168,,Lizardman Scout
10021169,,Langk Lizardman Fighter
10021170,,Langk Lizardman Ranger
10021175,,Langk Lizardman Trooper
10021182,,Vir
10021184,,Rashkos
10021185,,Shakos
10021186,,Luce
10021198,,Stenoa
10021201,,Savage Red Bear
10021202,,Starving Cougar
10021203,,Ol Mahum Bandits Worker
10021204,,Ol Mahum Bandits Supplier
10021205,,Ol Mahum Bandits Pillager
10021206,,Ol Mahum Bandits Sentry
10021207,,Ol Mahum Bandits Warrior
10021210,,Ol Mahum Bandits Scout
10021211,,Ol Mahum Bandits Archer
10021212,,Ol Mahum Bandits Master Marksman
10021214,,Zaken Pirates Vanguard
10021215,,Zaken Pirates Shooter
10021216,,Death Flyer
10021217,,Zaken Pirates Infantry
10021219,,Bugbear Warrior
10021220,,Bugbear Fighter
10021222,,Lesser Giant's Creation
10021223,,Grandis Destroyer
10021224,,Grandis Shredder
10021255,,Cry of Despair
10021256,,Lost Red Bear
10021260,,Rabid Coastal Cougar
10021261,,Insatiable Cougar
10021262,,Insane Lesser Giant
10021263,,Anguished Lesser Giant
10021264,,Grandis Tyrant
10021265,,Giant Dead
10021281,,Lulani
10021282,,Alfonso
10021283,,Holst
10021284,,Medes
10021285,,Luka
10021286,,Hector
10021298,,Marsha
10021301,,Zaken’s Slave
10021303,,Jungle Premo
10021304,,Shadow Choir Prima
10021305,,Zaken Pirates Cutthroat
10021306,,Zaken Pirates Lookout
10021307,,Zaken Pirates Deckhand
10021309,,Zaken Pirates Navigator
10021311,,Zaken's Captain
10021313,,Zaken’s Watcher
10021314,,Zaken’s Royal Guard
10021315,,Zaken’s Master Shooter
10021316,,Hell Choir Prima
10021317,,Cave Scorpion
10021318,,Zaken’s Eye
10021319,,Zaken’s Retinue
10021320,,Vindictive Dead
10021330,,Malevolent Zaken's Slave
10021331,,Deadly Dark Succubus
10021332,,Starving Jungle Premo
10021334,,Zaken Pirates Patrol
10021335,,Zaken Pirates Sniper
10021336,,Relentless Dead
10021338,,Zaken’s Marksman
10021381,,Rua
10021382,,Bornesting
10021383,,Albert
10021384,,Jeff
10021401,,Ravine Breka Supplier
10021402,,Ravine Breka Scout
10021403,,Ravine Breka Priest
10021404,,Ravine Breka Patrol
10021407,,Ravine Breka Sentry
10021408,,Ravine Breka Berserker
10021409,,Ravine Breka Fighter
10021411,,Amber Basilisk
10021413,,Soul Tracker Prima
10021414,,Twilight Sahara
10021415,,Death Werewolf
10021416,,Wyrm Guardian
10021421,,Fearful Monster Eye
10021423,,Deathly Monster Eye
10021430,,Maelstrom Dustwind
10021431,,Death Bind
10021433,,Grandis Dragon Slayer
10021434,,Sahara of Barren Land
10021435,,Soul Devourer Prima
10021436,,Guardian Basilisk
10021441,,Baby Wyrm
10021442,,Cager’s Henchman
10021443,,Alert Wyrm
10021444,,Veremus’s Child
10021481,,Gorokk
10021482,,Verock
10021483,,Jason
10021484,,Oomba
10021485,,Agarez
10021486,,Ravolas
10021487,,Wilhelm
10021498,,Marlox
10021501,,Ravine Cougar
10021502,,Rabid Ravine Cougar
10021503,,Ravine Tiger Spider
10021504,,Ravine Venomfang
10021505,,Razorwind Bugbear Looter
10021507,,Rabid Razorwind Bugbear
10021508,,Ravine Dicor
10021509,,Ravine Thorn Dicor
10021510,,Leto Lizardman Sentinel
10021514,,Leto Lizardman Chief
10021516,,Timak Orc Scout
10021520,,Timak Orc Protectors
10021524,,Enraged Tanor Sentry
10021525,,Enraged Tanor Recruit
10021526,,Enraged Tanor Fighter
10021527,,Enraged Tanor Elite Soldier
10021528,,Enraged Tanor Shaman
10021530,,Enraged Tanor Worker
10021535,,Giran Spy
10021536,,Forgery Merchant
10021537,,Merchant's Escort
10021581,,Tumba
10021582,,Resh
10021583,,Punta
10021584,,Gunthar
10021585,,Shaata
10021586,,Tarbutan
10021598,,Heart of the Plateau
10021601,,Spore Bat
