ClassGroupId,ActId,ActNameKey,QuestId,RequiredQuestId,RecommendedPower,RecommendedPersonnelKey,QuestImg,QuestDescKey,QuestImg2,QuestDesc2Key,QuestImg3,QuestDesc3Key,QuestImg4,QuestDesc4Key,QuestImg5,QuestDesc5Key,TaskContentType,QuestTaskID
Human_F21,2,741009900002,2005207,2005206,996000,742009900001,QuestDialog/Image_ClassTransferQuest_QuestionMark,743009900014,QuestDialog/Esdeath,744009900014,QuestDialog/Esdeath,745009900014,QuestDialog/Esdeath,746009900014,QuestDialog/Image_ClassTransferQuest_CompleteMark,747009900014,,
Human_F21,2,741009900002,2005208,2005207,996000,742009900002,QuestDialog/Image_ClassTransferQuest_QuestionMark,743009900015,QuestDialog/Fernel,744009900015,QuestDialog/Esdeath,745009900015,QuestDialog/Esdeath,746009900015,QuestDialog/Image_ClassTransferQuest_CompleteMark,747009900015,,
Human_F21,2,741009900002,2005209,2005208,996000,742009900001,QuestDialog/Image_ClassTransferQuest_QuestionMark,743009900016,QuestDialog/Esdeath,744009900016,QuestDialog/Fernel,745009900016,QuestDialog/Esdeath,746009900016,QuestDialog/Image_ClassTransferQuest_CompleteMark,747009900016,,
Human_F21,3,741009900003,2005301,2005209,1141100,742009900001,QuestDialog/Image_ClassTransferQuest_QuestionMark,743009900017,QuestDialog/Esdeath,744009900017,QuestDialog/Esdeath,745009900017,QuestDialog/Fernel,746009900017,QuestDialog/Image_ClassTransferQuest_CompleteMark,747009900017,,
Human_F21,3,741009900003,2005302,2005301,1141100,742009900001,QuestDialog/Image_ClassTransferQuest_QuestionMark,743009900018,QuestDialog/Esdeath,744009900018,QuestDialog/Esdeath,745009900018,QuestDialog/Fernel,746009900018,QuestDialog/Image_ClassTransferQuest_CompleteMark,747009900018,,
Human_F21,3,741009900003,2005303,2005302,1141100,742009900001,QuestDialog/Image_ClassTransferQuest_QuestionMark,743009900019,QuestDialog/Esdeath,744009900019,QuestDialog/Esdeath,745009900019,QuestDialog/Fernel,746009900019,QuestDialog/Image_ClassTransferQuest_CompleteMark,747009900019,,
Human_F21,3,741009900003,2005304,2005303,1141100,742009900001,QuestDialog/Image_ClassTransferQuest_QuestionMark,743009900020,QuestDialog/Esdeath,744009900020,QuestDialog/Esdeath,745009900020,QuestDialog/Esdeath,746009900020,QuestDialog/Image_ClassTransferQuest_CompleteMark,747009900020,,
Human_F21,3,741009900003,2005305,2005304,1141100,742009900001,QuestDialog/Image_ClassTransferQuest_QuestionMark,743009900021,QuestDialog/Fernel,744009900021,QuestDialog/Esdeath,745009900021,QuestDialog/Fernel,746009900021,QuestDialog/Image_ClassTransferQuest_CompleteMark,747009900021,,
Human_F21,3,741009900003,2005306,2005305,1141100,742009900001,QuestDialog/Image_ClassTransferQuest_QuestionMark,743009900022,QuestDialog/Fernel,744009900022,QuestDialog/Esdeath,745009900022,QuestDialog/Fernel,746009900022,QuestDialog/Image_ClassTransferQuest_CompleteMark,747009900022,,
Human_F21,3,741009900003,2005307,2005306,1141100,742009900001,QuestDialog/Image_ClassTransferQuest_QuestionMark,743009900023,QuestDialog/Fernel,744009900023,QuestDialog/Esdeath,745009900023,QuestDialog/Esdeath,746009900023,QuestDialog/Image_ClassTransferQuest_CompleteMark,747009900023,,
Human_F21,3,741009900003,2005308,2005307,1141100,742009900001,QuestDialog/Image_ClassTransferQuest_QuestionMark,743009900024,QuestDialog/Esdeath,744009900024,QuestDialog/Esdeath,745009900024,QuestDialog/Fernel,746009900024,QuestDialog/Image_ClassTransferQuest_CompleteMark,747009900024,,
Human_F21,3,741009900003,2005309,2005308,1141100,742009900001,QuestDialog/Image_ClassTransferQuest_QuestionMark,743009900025,QuestDialog/Esdeath,744009900025,QuestDialog/Esdeath,745009900025,QuestDialog/Fernel,746009900025,QuestDialog/Image_ClassTransferQuest_CompleteMark,747009900025,ExpDungeon,3
Human_F21,3,741009900003,2005310,2005309,1141100,742009900001,QuestDialog/Image_ClassTransferQuest_QuestionMark,743009900026,QuestDialog/Esdeath,744009900026,QuestDialog/Fernel,745009900026,QuestDialog/Fernel,746009900026,QuestDialog/Image_ClassTransferQuest_CompleteMark,747009900026,SummonStoneDungeon,4
Human_F21,3,741009900003,2005311,2005310,1141100,742009900001,QuestDialog/Image_ClassTransferQuest_QuestionMark,743009900027,QuestDialog/Esdeath,744009900027,QuestDialog/Esdeath,745009900027,QuestDialog/Fernel,746009900027,QuestDialog/Image_ClassTransferQuest_CompleteMark,747009900027,,
Human_F21,4,741009900004,2005401,2005311,1218600,742009900001,QuestDialog/Image_ClassTransferQuest_QuestionMark,743009900028,QuestDialog/Fernel,744009900028,QuestDialog/Cronos,745009900028,QuestDialog/Cronos,746009900028,QuestDialog/Image_ClassTransferQuest_CompleteMark,747009900028,,
Human_F21,4,741009900004,2005402,2005401,1218600,742009900001,QuestDialog/Image_ClassTransferQuest_QuestionMark,743009900029,QuestDialog/Fernel,744009900029,QuestDialog/Cronos,745009900029,QuestDialog/Fernel,746009900029,QuestDialog/Image_ClassTransferQuest_CompleteMark,747009900029,,
Human_F21,4,741009900004,2005403,2005402,1218600,742009900001,QuestDialog/Image_ClassTransferQuest_QuestionMark,743009900030,QuestDialog/Fernel,744009900030,QuestDialog/Cronos,745009900030,QuestDialog/Fernel,746009900030,QuestDialog/Image_ClassTransferQuest_CompleteMark,747009900030,,
Human_F21,4,741009900004,2005404,2005403,1218600,742009900001,QuestDialog/Image_ClassTransferQuest_QuestionMark,743009900031,QuestDialog/Fernel,744009900031,QuestDialog/Fernel,745009900031,QuestDialog/Fernel,746009900031,QuestDialog/Image_ClassTransferQuest_CompleteMark,747009900031,,
Human_F21,4,741009900004,2005405,2005404,1218600,742009900001,QuestDialog/Image_ClassTransferQuest_QuestionMark,743009900032,QuestDialog/Fernel,744009900032,QuestDialog/Fernel,745009900032,QuestDialog/Fernel,746009900032,QuestDialog/Image_ClassTransferQuest_CompleteMark,747009900032,,
Human_F21,4,741009900004,2005406,2005405,1218600,742009900001,QuestDialog/Image_ClassTransferQuest_QuestionMark,743009900033,QuestDialog/Fernel,744009900033,QuestDialog/Fernel,745009900033,QuestDialog/Fernel,746009900033,QuestDialog/Image_ClassTransferQuest_CompleteMark,747009900033,,
Human_F21,4,741009900004,2005407,2005406,1218600,742009900002,QuestDialog/Image_ClassTransferQuest_QuestionMark,743009900034,QuestDialog/Fernel,744009900034,QuestDialog/Cronos,745009900034,QuestDialog/Fernel,746009900034,QuestDialog/Image_ClassTransferQuest_CompleteMark,747009900034,EliteDungeon,7
Human_F21,5,741009900005,2005501,2005407,1334900,742009900001,QuestDialog/Image_ClassTransferQuest_QuestionMark,743009900035,QuestDialog/Fernel,744009900035,QuestDialog/Cronos,745009900035,QuestDialog/Fernel,746009900035,QuestDialog/Image_ClassTransferQuest_CompleteMark,747009900035,,
Human_F21,5,741009900005,2005502,2005501,1334900,742009900001,QuestDialog/Image_ClassTransferQuest_QuestionMark,743009900036,QuestDialog/Fernel,744009900036,QuestDialog/Magician_Master,745009900036,QuestDialog/Magician_Master,746009900036,QuestDialog/Image_ClassTransferQuest_CompleteMark,747009900036,EquipDungeon,10
Human_F21,5,741009900005,2005503,2005502,1334900,742009900001,QuestDialog/Image_ClassTransferQuest_QuestionMark,743009900037,QuestDialog/Fernel,744009900037,QuestDialog/Magician_Master,745009900037,QuestDialog/Magician_Master,746009900037,QuestDialog/Image_ClassTransferQuest_CompleteMark,747009900037,,
Human_F21,5,741009900005,2005504,2005503,1334900,742009900001,QuestDialog/Image_ClassTransferQuest_QuestionMark,743009900038,QuestDialog/Fernel,744009900038,QuestDialog/Magician_Master,745009900038,QuestDialog/Magician_Master,746009900038,QuestDialog/Image_ClassTransferQuest_CompleteMark,747009900038,,
Human_F21,5,741009900005,2005505,2005504,1334900,742009900001,QuestDialog/Image_ClassTransferQuest_QuestionMark,743009900039,QuestDialog/Fernel,744009900039,QuestDialog/Magician_Master,745009900039,QuestDialog/Fernel,746009900039,QuestDialog/Image_ClassTransferQuest_CompleteMark,747009900039,,
Human_F21,5,741009900005,2005506,2005505,1334900,742009900001,QuestDialog/Image_ClassTransferQuest_QuestionMark,743009900040,QuestDialog/Fernel,744009900040,QuestDialog/Magician_Master,745009900040,QuestDialog/Magician_Master,746009900040,QuestDialog/Image_ClassTransferQuest_CompleteMark,747009900040,,
Human_F21,5,741009900005,2005507,2005506,1334900,742009900001,QuestDialog/Image_ClassTransferQuest_QuestionMark,743009900041,QuestDialog/Fernel,744009900041,QuestDialog/Magician_Master,745009900041,QuestDialog/Magician_Master,746009900041,QuestDialog/Image_ClassTransferQuest_CompleteMark,747009900041,,
Human_F21,5,741009900005,2005508,2005507,1334900,742009900001,QuestDialog/Image_ClassTransferQuest_QuestionMark,743009900042,QuestDialog/Cronos,744009900042,QuestDialog/Fernel,745009900042,QuestDialog/Magician_Master,746009900042,QuestDialog/Image_ClassTransferQuest_CompleteMark,747009900042,EliteDungeon,5
Human_F21,5,741009900005,2005509,2005508,1334900,742009900001,QuestDialog/Image_ClassTransferQuest_QuestionMark,743009900043,QuestDialog/Magician_Master,744009900043,QuestDialog/Magician_Master,745009900043,QuestDialog/Fernel,746009900043,QuestDialog/Image_ClassTransferQuest_CompleteMark,747009900043,,
Human_F21,5,741009900005,2005510,2005509,1334900,742009900001,QuestDialog/Image_ClassTransferQuest_QuestionMark,743009900044,QuestDialog/Magician_Master,744009900044,QuestDialog/Magician_Master,745009900044,QuestDialog/Magician_Master,746009900044,QuestDialog/Image_ClassTransferQuest_CompleteMark,747009900044,EliteDungeon,7
Human_F21,5,741009900005,2005511,2005510,1334900,742009900001,QuestDialog/Image_ClassTransferQuest_QuestionMark,743009900045,QuestDialog/Fernel,744009900045,QuestDialog/Magician_Master,745009900045,QuestDialog/Fernel,746009900045,QuestDialog/Image_ClassTransferQuest_CompleteMark,747009900045,,
Human_F21,5,741009900005,2005512,2005511,1334900,742009900001,QuestDialog/Image_ClassTransferQuest_QuestionMark,743009900046,QuestDialog/Fernel,744009900046,QuestDialog/Magician_Master,745009900046,QuestDialog/Magician_Master,746009900046,QuestDialog/Image_ClassTransferQuest_CompleteMark,747009900046,,
Human_F21,5,741009900005,2005513,2005512,1334900,742009900001,QuestDialog/Image_ClassTransferQuest_QuestionMark,743009900047,QuestDialog/Magician_Master,744009900047,QuestDialog/Fernel,745009900047,QuestDialog/Fernel,746009900047,QuestDialog/Image_ClassTransferQuest_CompleteMark,747009900047,,
Human_F21,5,741009900005,2005514,2005513,1334900,742009900001,QuestDialog/Image_ClassTransferQuest_QuestionMark,743009900048,QuestDialog/Magician_Master,744009900048,QuestDialog/Magician_Master,745009900048,QuestDialog/Magician_Master,746009900048,QuestDialog/Image_ClassTransferQuest_CompleteMark,747009900048,,
Human_F21,5,741009900005,2005515,2005514,1334900,742009900001,QuestDialog/Image_ClassTransferQuest_QuestionMark,743009900049,QuestDialog/Fernel,744009900049,QuestDialog/Magician_Master,745009900049,QuestDialog/Fernel,746009900049,QuestDialog/Image_ClassTransferQuest_CompleteMark,747009900049,,
Human_F21,6,741009900006,2005601,2005515,1412400,742009900001,QuestDialog/Image_ClassTransferQuest_QuestionMark,743009900050,QuestDialog/Cronos,744009900050,QuestDialog/Resident_04_02,745009900050,QuestDialog/Cronos,746009900050,QuestDialog/Image_ClassTransferQuest_CompleteMark,747009900050,,
Human_F21,6,741009900006,2005602,2005601,1412400,742009900001,QuestDialog/Image_ClassTransferQuest_QuestionMark,743009900051,QuestDialog/Cronos,744009900051,QuestDialog/Fernel,745009900051,QuestDialog/Cronos,746009900051,QuestDialog/Image_ClassTransferQuest_CompleteMark,747009900051,,
Human_F21,6,741009900006,2005603,2005602,1412400,742009900001,QuestDialog/Image_ClassTransferQuest_QuestionMark,743009900052,QuestDialog/Cronos,744009900052,QuestDialog/Fernel,745009900052,QuestDialog/Cronos,746009900052,QuestDialog/Image_ClassTransferQuest_CompleteMark,747009900052,CollectDungeon,3
Human_F21,6,741009900006,2005604,2005603,1412400,742009900001,QuestDialog/Image_ClassTransferQuest_QuestionMark,743009900053,QuestDialog/Cronos,744009900053,QuestDialog/Fernel,745009900053,QuestDialog/Cronos,746009900053,QuestDialog/Image_ClassTransferQuest_CompleteMark,747009900053,,
Human_F21,6,741009900006,2005605,2005604,1412400,742009900001,QuestDialog/Image_ClassTransferQuest_QuestionMark,743009900054,QuestDialog/Fernel,744009900054,QuestDialog/Cronos,745009900054,QuestDialog/Cronos,746009900054,QuestDialog/Image_ClassTransferQuest_CompleteMark,747009900054,PartyDungeon,5
Human_F21,6,741009900006,2005606,2005605,1412400,742009900001,QuestDialog/Image_ClassTransferQuest_QuestionMark,743009900055,QuestDialog/Fernel,744009900055,QuestDialog/Fernel,745009900055,QuestDialog/Cronos,746009900055,QuestDialog/Image_ClassTransferQuest_CompleteMark,747009900055,,
Human_F21,6,741009900006,2005607,2005606,1412400,742009900001,QuestDialog/Image_ClassTransferQuest_QuestionMark,743009900056,QuestDialog/Esdeath,744009900056,QuestDialog/Fernel,745009900056,QuestDialog/Esdeath,746009900056,QuestDialog/Image_ClassTransferQuest_CompleteMark,747009900056,,
Human_F21,7,741009900007,2005701,2005607,1473400,742009900001,QuestDialog/Image_ClassTransferQuest_QuestionMark,743009900057,QuestDialog/Cronos,744009900057,QuestDialog/Fernel,745009900057,QuestDialog/HardinsFollower,746009900057,QuestDialog/Image_ClassTransferQuest_CompleteMark,747009900057,,
Human_F21,7,741009900007,2005702,2005701,1473400,742009900001,QuestDialog/Image_ClassTransferQuest_QuestionMark,743009900058,QuestDialog/Esdeath,744009900058,QuestDialog/HardinsFollower,745009900058,QuestDialog/Fernel,746009900058,QuestDialog/Image_ClassTransferQuest_CompleteMark,747009900058,,
Human_F21,7,741009900007,2005703,2005702,1473400,742009900001,QuestDialog/Image_ClassTransferQuest_QuestionMark,743009900059,QuestDialog/Hardin,744009900059,QuestDialog/Fernel,745009900059,QuestDialog/HardinsFollower,746009900059,QuestDialog/Image_ClassTransferQuest_CompleteMark,747009900059,Class2ndTransferProgress,15
Human_F22,1,741009900001,2006101,,970600,742009900001,QuestDialog/Image_ClassTransferQuest_QuestionMark,743009900001,QuestDialog/Aimel,744009900001,QuestDialog/CattheCat_Queen,745009900001,QuestDialog/Aimel,746009900001,QuestDialog/Image_ClassTransferQuest_CompleteMark,747009900001,,
Human_F22,1,741009900001,2006102,2006101,970600,742009900001,QuestDialog/Image_ClassTransferQuest_QuestionMark,743009900002,QuestDialog/Aimel,744009900002,QuestDialog/SilverCompanyGuard,745009900002,QuestDialog/Aimel,746009900002,QuestDialog/Image_ClassTransferQuest_CompleteMark,747009900002,,
Human_F22,1,741009900001,2006103,2006102,970600,742009900001,QuestDialog/Image_ClassTransferQuest_QuestionMark,743009900003,QuestDialog/Aimel,744009900003,QuestDialog/Aimel,745009900003,QuestDialog/Aimel,746009900003,QuestDialog/Image_ClassTransferQuest_CompleteMark,747009900003,,
Human_F22,1,741009900001,2006104,2006103,970600,742009900001,QuestDialog/Image_ClassTransferQuest_QuestionMark,743009900004,QuestDialog/ArmorMerchant_01,744009900004,QuestDialog/Aimel,745009900004,QuestDialog/HardinsFollower,746009900004,QuestDialog/Image_ClassTransferQuest_CompleteMark,747009900004,,
Human_F22,1,741009900001,2006105,2006104,970600,742009900001,QuestDialog/Image_ClassTransferQuest_QuestionMark,743009900005,QuestDialog/Fernel,744009900005,QuestDialog/Fernel,745009900005,QuestDialog/Fernel,746009900005,QuestDialog/Image_ClassTransferQuest_CompleteMark,747009900005,,
Human_F22,1,741009900001,2006106,2006105,970600,742009900001,QuestDialog/Image_ClassTransferQuest_QuestionMark,743009900006,QuestDialog/Fernel,744009900006,QuestDialog/Fernel,745009900006,QuestDialog/Noble_02_02,746009900006,QuestDialog/Image_ClassTransferQuest_CompleteMark,747009900006,,
Human_F22,1,741009900001,2006107,2006106,970600,742009900001,QuestDialog/Image_ClassTransferQuest_QuestionMark,743009900007,QuestDialog/Noble_02_02,744009900007,QuestDialog/Noble_02_02,745009900007,QuestDialog/Fernel,746009900007,QuestDialog/Image_ClassTransferQuest_CompleteMark,747009900007,,
Human_F22,2,741009900002,2006201,2006107,996000,742009900001,QuestDialog/Image_ClassTransferQuest_QuestionMark,743009900008,QuestDialog/Noble_02_02,744009900008,QuestDialog/Noble_02_02,745009900008,QuestDialog/Fernel,746009900008,QuestDialog/Image_ClassTransferQuest_CompleteMark,747009900008,,
Human_F22,2,741009900002,2006202,2006201,996000,742009900002,QuestDialog/Image_ClassTransferQuest_QuestionMark,743009900009,QuestDialog/Fernel,744009900009,QuestDialog/CattheCat_Queen,745009900009,QuestDialog/Fernel,746009900009,QuestDialog/Image_ClassTransferQuest_CompleteMark,747009900009,PartyDungeon,18
Human_F22,2,741009900002,2006203,2006202,996000,742009900001,QuestDialog/Image_ClassTransferQuest_QuestionMark,743009900010,QuestDialog/Fernel,744009900010,QuestDialog/Fernel,745009900010,QuestDialog/Noble_02,746009900010,QuestDialog/Image_ClassTransferQuest_CompleteMark,747009900010,,
Human_F22,2,741009900002,2006204,2006203,996000,742009900001,QuestDialog/Image_ClassTransferQuest_QuestionMark,743009900011,QuestDialog/Noble_02,744009900011,QuestDialog/Noble_02,745009900011,QuestDialog/Noble_02,746009900011,QuestDialog/Image_ClassTransferQuest_CompleteMark,747009900011,,
Human_F22,2,741009900002,2006205,2006204,996000,742009900001,QuestDialog/Image_ClassTransferQuest_QuestionMark,743009900012,QuestDialog/Fernel,744009900012,QuestDialog/Esdeath,745009900012,QuestDialog/Esdeath,746009900012,QuestDialog/Image_ClassTransferQuest_CompleteMark,747009900012,,
Human_F22,2,741009900002,2006206,2006205,996000,742009900001,QuestDialog/Image_ClassTransferQuest_QuestionMark,743009900013,QuestDialog/Fernel,744009900013,QuestDialog/Esdeath,745009900013,QuestDialog/Esdeath,746009900013,QuestDialog/Image_ClassTransferQuest_CompleteMark,747009900013,,
Human_F22,2,741009900002,2006207,2006206,996000,742009900001,QuestDialog/Image_ClassTransferQuest_QuestionMark,743009900014,QuestDialog/Esdeath,744009900014,QuestDialog/Esdeath,745009900014,QuestDialog/Esdeath,746009900014,QuestDialog/Image_ClassTransferQuest_CompleteMark,747009900014,,
Human_F22,2,741009900002,2006208,2006207,996000,742009900002,QuestDialog/Image_ClassTransferQuest_QuestionMark,743009900015,QuestDialog/Fernel,744009900015,QuestDialog/Esdeath,745009900015,QuestDialog/Esdeath,746009900015,QuestDialog/Image_ClassTransferQuest_CompleteMark,747009900015,,
Human_F22,2,741009900002,2006209,2006208,996000,742009900001,QuestDialog/Image_ClassTransferQuest_QuestionMark,743009900016,QuestDialog/Esdeath,744009900016,QuestDialog/Fernel,745009900016,QuestDialog/Esdeath,746009900016,QuestDialog/Image_ClassTransferQuest_CompleteMark,747009900016,,
Human_F22,3,741009900003,2006301,2006209,1141100,742009900001,QuestDialog/Image_ClassTransferQuest_QuestionMark,743009900017,QuestDialog/Esdeath,744009900017,QuestDialog/Esdeath,745009900017,QuestDialog/Fernel,746009900017,QuestDialog/Image_ClassTransferQuest_CompleteMark,747009900017,,
Human_F22,3,741009900003,2006302,2006301,1141100,742009900001,QuestDialog/Image_ClassTransferQuest_QuestionMark,743009900018,QuestDialog/Esdeath,744009900018,QuestDialog/Esdeath,745009900018,QuestDialog/Fernel,746009900018,QuestDialog/Image_ClassTransferQuest_CompleteMark,747009900018,,
Human_F22,3,741009900003,2006303,2006302,1141100,742009900001,QuestDialog/Image_ClassTransferQuest_QuestionMark,743009900019,QuestDialog/Esdeath,744009900019,QuestDialog/Esdeath,745009900019,QuestDialog/Fernel,746009900019,QuestDialog/Image_ClassTransferQuest_CompleteMark,747009900019,,
Human_F22,3,741009900003,2006304,2006303,1141100,742009900001,QuestDialog/Image_ClassTransferQuest_QuestionMark,743009900020,QuestDialog/Esdeath,744009900020,QuestDialog/Esdeath,745009900020,QuestDialog/Esdeath,746009900020,QuestDialog/Image_ClassTransferQuest_CompleteMark,747009900020,,
Human_F22,3,741009900003,2006305,2006304,1141100,742009900001,QuestDialog/Image_ClassTransferQuest_QuestionMark,743009900021,QuestDialog/Fernel,744009900021,QuestDialog/Esdeath,745009900021,QuestDialog/Fernel,746009900021,QuestDialog/Image_ClassTransferQuest_CompleteMark,747009900021,,
Human_F22,3,741009900003,2006306,2006305,1141100,742009900001,QuestDialog/Image_ClassTransferQuest_QuestionMark,743009900022,QuestDialog/Fernel,744009900022,QuestDialog/Esdeath,745009900022,QuestDialog/Fernel,746009900022,QuestDialog/Image_ClassTransferQuest_CompleteMark,747009900022,,
Human_F22,3,741009900003,2006307,2006306,1141100,742009900001,QuestDialog/Image_ClassTransferQuest_QuestionMark,743009900023,QuestDialog/Fernel,744009900023,QuestDialog/Esdeath,745009900023,QuestDialog/Esdeath,746009900023,QuestDialog/Image_ClassTransferQuest_CompleteMark,747009900023,,
Human_F22,3,741009900003,2006308,2006307,1141100,742009900001,QuestDialog/Image_ClassTransferQuest_QuestionMark,743009900024,QuestDialog/Esdeath,744009900024,QuestDialog/Esdeath,745009900024,QuestDialog/Fernel,746009900024,QuestDialog/Image_ClassTransferQuest_CompleteMark,747009900024,,
Human_F22,3,741009900003,2006309,2006308,1141100,742009900001,QuestDialog/Image_ClassTransferQuest_QuestionMark,743009900025,QuestDialog/Esdeath,744009900025,QuestDialog/Esdeath,745009900025,QuestDialog/Fernel,746009900025,QuestDialog/Image_ClassTransferQuest_CompleteMark,747009900025,ExpDungeon,3
Human_F22,3,741009900003,2006310,2006309,1141100,742009900001,QuestDialog/Image_ClassTransferQuest_QuestionMark,743009900026,QuestDialog/Esdeath,744009900026,QuestDialog/Fernel,745009900026,QuestDialog/Fernel,746009900026,QuestDialog/Image_ClassTransferQuest_CompleteMark,747009900026,SummonStoneDungeon,4
Human_F22,3,741009900003,2006311,2006310,1141100,742009900001,QuestDialog/Image_ClassTransferQuest_QuestionMark,743009900027,QuestDialog/Esdeath,744009900027,QuestDialog/Esdeath,745009900027,QuestDialog/Fernel,746009900027,QuestDialog/Image_ClassTransferQuest_CompleteMark,747009900027,,
Human_F22,4,741009900004,2006401,2006311,1218600,742009900001,QuestDialog/Image_ClassTransferQuest_QuestionMark,743009900028,QuestDialog/Fernel,744009900028,QuestDialog/Cronos,745009900028,QuestDialog/Cronos,746009900028,QuestDialog/Image_ClassTransferQuest_CompleteMark,747009900028,,
Human_F22,4,741009900004,2006402,2006401,1218600,742009900001,QuestDialog/Image_ClassTransferQuest_QuestionMark,743009900029,QuestDialog/Fernel,744009900029,QuestDialog/Cronos,745009900029,QuestDialog/Fernel,746009900029,QuestDialog/Image_ClassTransferQuest_CompleteMark,747009900029,,
Human_F22,4,741009900004,2006403,2006402,1218600,742009900001,QuestDialog/Image_ClassTransferQuest_QuestionMark,743009900030,QuestDialog/Fernel,744009900030,QuestDialog/Cronos,745009900030,QuestDialog/Fernel,746009900030,QuestDialog/Image_ClassTransferQuest_CompleteMark,747009900030,,
Human_F22,4,741009900004,2006404,2006403,1218600,742009900001,QuestDialog/Image_ClassTransferQuest_QuestionMark,743009900031,QuestDialog/Fernel,744009900031,QuestDialog/Fernel,745009900031,QuestDialog/Fernel,746009900031,QuestDialog/Image_ClassTransferQuest_CompleteMark,747009900031,,
Human_F22,4,741009900004,2006405,2006404,1218600,742009900001,QuestDialog/Image_ClassTransferQuest_QuestionMark,743009900032,QuestDialog/Fernel,744009900032,QuestDialog/Fernel,745009900032,QuestDialog/Fernel,746009900032,QuestDialog/Image_ClassTransferQuest_CompleteMark,747009900032,,
