Id,ContentShow,NameKey,Difficulty,RecommendedAttack,RecommendedDefense,RecommendedPower,RecommendedLevel,Type,IntParam,OpenCondition,RecommendedPC,EnterLevelRestriction,BackgroundImage,WorldId,RepresentRewardId,RepresentRewardNameKey,RepresentRewardDescriptionKey,RepresentRewardIconPath,AddSubLevel,DescriptionKey,ResetGemType,ResetGemCount,SubLevelForLight,BGM,ConflictRegular,RepresentRewardID1,RepresentRewardCount1,RepresentRewardID2,RepresentRewardCount2,RepresentRewardID3,RepresentRewardCount3,HardMode,RecommendedAbilityType,RecommendedAbilityPower,SummonMonsterInfo
9009,1,691000009009,Easy,577,619,15600,,Equipment,0,0,,20,Texture/Image_Dungeon_Daily_07,18400,900009,1022,693000009000,Icon_GachaItem_Transcendence,WaterTemple_Trigger,694000009009,,,,6,0,911226,,910216,,,,,,,
9010,1,691000009010,Normal,4567,5828,104400,,Equipment,0,0,,46,Texture/Image_Dungeon_Daily_07,18400,900009,1022,693000009001,Icon_GachaItem_Transcendence,WaterTemple_Trigger,694000009009,,,,6,0,911227,,910217,,,,,,,
9011,1,691000009011,Hard,8722,10768,216200,,Equipment,0,0,,89,Texture/Image_Dungeon_Daily_07,18400,900009,1022,693000009002,Icon_GachaItem_Transcendence,WaterTemple_Trigger,694000009009,,,,6,0,911228,,910218,,,,,,,
9012,1,691000009012,Hell,15070,18385,409500,,Equipment,0,0,,146,Texture/Image_Dungeon_Daily_07,18400,900009,1022,693000009003,Icon_GachaItem_Transcendence,WaterTemple_Trigger,694000009009,,,,6,0,911229,,910219,,,,,,,
9013,1,691000009013,Easy,577,619,130700,,SummonStone,0,0,,50,Texture/Image_Dungeon_Daily_07,18300,900009,1022,693000009000,Icon_GachaItem_Transcendence,SealedEntrance_Trigger,692000009013,,,,6,0,911005,,911001,,,,,,,
9014,1,691000009014,Normal,4567,5828,248900,,SummonStone,0,0,,102,Texture/Image_Dungeon_Daily_07,18300,900009,1022,693000009001,Icon_GachaItem_Transcendence,SealedEntrance_Trigger,692000009013,,,,6,0,911005,,911002,,,,,,,
9015,1,691000009015,Hard,8722,10768,427900,,SummonStone,0,0,,152,Texture/Image_Dungeon_Daily_07,18300,900009,1022,693000009002,Icon_GachaItem_Transcendence,SealedEntrance_Trigger,692000009013,,,,6,0,914001,,911003,,,,,,,
9016,1,691000009016,Hell,15070,18385,812500,,SummonStone,0,0,,223,Texture/Image_Dungeon_Daily_07,18300,900009,1022,693000009003,Icon_GachaItem_Transcendence,SealedEntrance_Trigger,692000009013,,,,6,0,914001,,911004,,,,,,,
9100,1,691000103501,Difficulty5,15070,18385,798900,,Exp,0,0,,220,Texture/Image_Dungeon_Daily_07,18200,900009,1022,693000009003,Icon_GachaItem_Transcendence,OthersideRift_Trigger,694000009000,,,,6,0,3005,,,,,,,,,
9101,1,691000009021,Difficulty6,15070,18385,1647900,,Exp,0,0,,293,Texture/Image_Dungeon_Daily_07,18200,900009,1022,693000009003,Icon_GachaItem_Transcendence,OthersideRift_Trigger,694000009000,,,,6,0,3005,,,,,,,,,
9200,1,691000112701,Difficulty5,15070,18385,847600,,Adena,0,0,,,Texture/Image_Dungeon_Daily_07,18100,900009,693000009003,693000009003,Icon_GachaItem_Transcendence,VaultofChrysos_Trigger,694000009004,,,,6,0,3004,,,,,,,,,
9300,1,691000122001,Difficulty5,15070,18385,790300,,Equipment,0,0,,218,Texture/Image_Dungeon_Daily_07,18400,900009,693000009003,693000009003,Icon_GachaItem_Transcendence,WaterTemple_Trigger,694000009009,,,,6,0,911236,,911041,,,,,,,
9301,1,691000009023,Difficulty6,15070,18385,1629900,,Equipment,0,0,,291,Texture/Image_Dungeon_Daily_07,18400,900009,693000009003,693000009003,Icon_GachaItem_Transcendence,WaterTemple_Trigger,694000009009,,,,6,0,911237,,911238,,,,,,,
9400,1,691000009024,Difficulty5,15070,18385,1666000,,SummonStone,0,0,,295,Texture/Image_Dungeon_Daily_07,18300,900009,0,0,Icon_GachaItem_Transcendence,SealedEntrance_Trigger,692000009013,,,,6,0,914001,,911004,,,,,,,
11100,1,691000011100,Easy,577,619,2700,,Daily,0,0,,0,Texture/Image_Dungeon_Daily_05,11000,910221,61000006612,693000011100,Icon_GachaItem_Transcendence,E_Sub_001,0,,,Sub_Environment_Apostle,2,0,910221,1,,,,,,,,
11101,1,691000011101,Normal,4567,5828,44700,,Daily,0,0,,0,Texture/Image_Dungeon_Daily_05,11000,910221,61000006612,693000011101,Icon_GachaItem_Transcendence,E_Sub_001,0,,,Sub_Environment_Apostle,2,0,910221,2,,,,,,,,
11102,1,691000011102,Hard,8722,10768,124700,,Daily,0,0,,0,Texture/Image_Dungeon_Daily_05,11000,910221,61000006612,693000011102,Icon_GachaItem_Transcendence,E_Sub_001,0,,,Sub_Environment_Apostle,2,0,910221,3,,,,,,,,
11103,1,691000011103,Hell,15070,18385,226000,,Daily,0,0,,0,Texture/Image_Dungeon_Daily_05,11000,910221,61000006612,693000011103,Icon_GachaItem_Transcendence,E_Sub_001,0,,,Sub_Environment_Apostle,2,0,910221,4,,,,,,,,
11104,1,691000133105,Difficulty5,15070,18385,649800,,Daily,0,0,,0,Texture/Image_Dungeon_Daily_05,11000,911021,692000011104,693000011104,Icon_GachaItem_TranscendenceBox,E_Sub_001,0,,,Sub_Environment_Apostle,2,0,911021,1,,,,,,,,
11105,1,691000011105,Difficulty6,15070,18385,1541000,,Daily,0,0,,0,Texture/Image_Dungeon_Daily_05,11000,911021,692000011104,693000011105,Icon_GachaItem_TranscendenceBox,E_Sub_001,0,,,Sub_Environment_Apostle,2,0,911021,1,910221,5,,,,,,
11200,1,691000011200,Easy,577,619,2700,,Daily,1,0,,0,Texture/Image_Dungeon_Daily_01,11000,410001,331000006005,693000011200,Icon_EnchantScroll_01,E_Sub_002,0,,,Sub_Environment_Orbis,2,0,410001,1,,,,,,,,
11201,1,691000011201,Normal,4567,5828,44700,,Daily,1,0,,0,Texture/Image_Dungeon_Daily_01,11000,410001,331000006005,693000011201,Icon_EnchantScroll_01,E_Sub_002,0,,,Sub_Environment_Orbis,2,0,410001,2,,,,,,,,
11202,1,691000011202,Hard,8722,10768,124700,,Daily,1,0,,0,Texture/Image_Dungeon_Daily_01,11000,410001,331000006005,693000011202,Icon_EnchantScroll_01,E_Sub_002,0,,,Sub_Environment_Orbis,2,0,410001,3,,,,,,,,
11203,1,691000011203,Hell,15070,18385,226000,,Daily,1,0,,0,Texture/Image_Dungeon_Daily_01,11000,410001,331000006005,693000011203,Icon_EnchantScroll_01,E_Sub_002,0,,,Sub_Environment_Orbis,2,0,410001,4,,,,,,,,
11204,1,691000144309,Difficulty5,15070,18385,649800,,Daily,1,0,,0,Texture/Image_Dungeon_Daily_01,11000,911049,692000011204,693000011204,Icon_Gacha_EnchantScroll,E_Sub_002,0,,,Sub_Environment_Orbis,2,0,410001,5,410004,1,,,,,,
11205,1,691000011205,Difficulty6,15070,18385,1541000,,Daily,1,0,,0,Texture/Image_Dungeon_Daily_01,11000,911049,692000011204,693000011205,Icon_Gacha_EnchantScroll,E_Sub_002,0,,,Sub_Environment_Orbis,2,0,410001,6,410004,2,,,,,,
11300,1,691000011300,Easy,577,619,2700,,Daily,2,0,,0,Texture/Image_Dungeon_Daily_02,11000,420001,331000006002,693000011300,Icon_Asset_Upgrade_01,E_Sub_003,0,,,Sub_Environment_Marshal,2,0,420001,1,,,,,,,,
11301,1,691000011301,Normal,4567,5828,44700,,Daily,2,0,,0,Texture/Image_Dungeon_Daily_02,11000,420001,331000006002,693000011301,Icon_Asset_Upgrade_01,E_Sub_003,0,,,Sub_Environment_Marshal,2,0,420001,2,,,,,,,,
11302,1,691000011302,Hard,8722,10768,124700,,Daily,2,0,,0,Texture/Image_Dungeon_Daily_02,11000,420001,331000006002,693000011302,Icon_Asset_Upgrade_01,E_Sub_003,0,,,Sub_Environment_Marshal,2,0,420001,3,,,,,,,,
11303,1,691000011303,Hell,15070,18385,226000,,Daily,2,0,,0,Texture/Image_Dungeon_Daily_02,11000,420001,331000006002,693000011303,Icon_Asset_Upgrade_01,E_Sub_003,0,,,Sub_Environment_Marshal,2,0,420001,4,,,,,,,,
11304,1,691000155613,Difficulty5,15070,18385,649800,,Daily,2,0,,0,Texture/Image_Dungeon_Daily_02,11000,420011,692000011304,693000011304,Icon_Asset_Upgrade_04,E_Sub_003,0,,,Sub_Environment_Marshal,2,0,420011,1,,,,,,,,
11305,1,691000011305,Difficulty6,15070,18385,1541000,,Daily,2,0,,0,Texture/Image_Dungeon_Daily_02,11000,420011,692000011304,693000011305,Icon_Asset_Upgrade_04,E_Sub_003,0,,,Sub_Environment_Marshal,2,0,420011,1,420001,5,,,,,,
11400,1,691000011400,Easy,577,619,2700,,Daily,3,0,,0,Texture/Image_Dungeon_Daily_03,11000,410002,331000006006,693000011400,Icon_EnchantScroll_02,E_Sub_004,0,,,Sub_Environment_Traikan,2,0,410002,1,,,,,,,,
11401,1,691000011401,Normal,4567,5828,44700,,Daily,3,0,,0,Texture/Image_Dungeon_Daily_03,11000,410002,331000006006,693000011401,Icon_EnchantScroll_02,E_Sub_004,0,,,Sub_Environment_Traikan,2,0,410002,2,,,,,,,,
11402,1,691000011402,Hard,8722,10768,124700,,Daily,3,0,,0,Texture/Image_Dungeon_Daily_03,11000,410002,331000006006,693000011402,Icon_EnchantScroll_02,E_Sub_004,0,,,Sub_Environment_Traikan,2,0,410002,3,,,,,,,,
11403,1,691000011403,Hell,15070,18385,226000,,Daily,3,0,,0,Texture/Image_Dungeon_Daily_03,11000,410002,331000006006,693000011403,Icon_EnchantScroll_02,E_Sub_004,0,,,Sub_Environment_Traikan,2,0,410002,4,,,,,,,,
11404,1,691000167017,Difficulty5,15070,18385,649800,,Daily,3,0,,0,Texture/Image_Dungeon_Daily_03,11000,911050,692000011404,693000011404,Icon_Gacha_EnchantScroll,E_Sub_004,0,,,Sub_Environment_Traikan,2,0,410002,5,410004,1,,,,,,
11405,1,691000011405,Difficulty6,15070,18385,1541000,,Daily,3,0,,0,Texture/Image_Dungeon_Daily_03,11000,911050,692000011404,693000011405,Icon_Gacha_EnchantScroll,E_Sub_004,0,,,Sub_Environment_Traikan,2,0,410002,6,410004,2,,,,,,
11500,1,691000011500,Easy,577,619,2700,,Daily,4,0,,0,Texture/Image_Dungeon_Daily_04,11000,420002,331000006003,693000011500,Icon_Asset_Upgrade_02,E_Sub_005,0,,,Sub_Environment_BloodyKing,2,0,420002,1,,,,,,,,
11501,1,691000011501,Normal,4567,5828,44700,,Daily,4,0,,0,Texture/Image_Dungeon_Daily_04,11000,420002,331000006003,693000011501,Icon_Asset_Upgrade_02,E_Sub_005,0,,,Sub_Environment_BloodyKing,2,0,420002,2,,,,,,,,
11502,1,691000011502,Hard,8722,10768,124700,,Daily,4,0,,0,Texture/Image_Dungeon_Daily_04,11000,420002,331000006003,693000011502,Icon_Asset_Upgrade_02,E_Sub_005,0,,,Sub_Environment_BloodyKing,2,0,420002,3,,,,,,,,
11503,1,691000011503,Hell,15070,18385,226000,,Daily,4,0,,0,Texture/Image_Dungeon_Daily_04,11000,420002,331000006003,693000011503,Icon_Asset_Upgrade_02,E_Sub_005,0,,,Sub_Environment_BloodyKing,2,0,420002,4,,,,,,,,
11504,1,691000178521,Difficulty5,15070,18385,649800,,Daily,4,0,,0,Texture/Image_Dungeon_Daily_04,11000,420012,692000011504,693000011504,Icon_Asset_Upgrade_05,E_Sub_005,0,,,Sub_Environment_BloodyKing,2,0,420012,1,,,,,,,,
11505,1,691000011505,Difficulty6,15070,18385,1541000,,Daily,4,0,,0,Texture/Image_Dungeon_Daily_04,11000,420012,692000011504,693000011505,Icon_Asset_Upgrade_05,E_Sub_005,0,,,Sub_Environment_BloodyKing,2,0,420012,1,420002,5,,,,,,
11600,1,691000011600,Easy,577,619,2700,,Daily,5,0,,0,Texture/Image_Dungeon_Daily_07,11000,410003,331000006007,693000011600,Icon_EnchantScroll_03,E_Sub_006,0,,,Sub_Environment_ArchonBamue,2,0,410003,1,,,,,,,,
11601,1,691000011601,Normal,4567,5828,44700,,Daily,5,0,,0,Texture/Image_Dungeon_Daily_07,11000,410003,331000006007,693000011601,Icon_EnchantScroll_03,E_Sub_006,0,,,Sub_Environment_ArchonBamue,2,0,410003,2,,,,,,,,
11602,1,691000011602,Hard,8722,10768,124700,,Daily,5,0,,0,Texture/Image_Dungeon_Daily_07,11000,410003,331000006007,693000011602,Icon_EnchantScroll_03,E_Sub_006,0,,,Sub_Environment_ArchonBamue,2,0,410003,3,,,,,,,,
11603,1,691000011603,Hell,15070,18385,226000,,Daily,5,0,,0,Texture/Image_Dungeon_Daily_07,11000,410003,331000006007,693000011603,Icon_EnchantScroll_03,E_Sub_006,0,,,Sub_Environment_ArchonBamue,2,0,410003,4,,,,,,,,
11604,1,691000190125,Difficulty5,15070,18385,649800,,Daily,5,0,,0,Texture/Image_Dungeon_Daily_07,11000,911051,692000011604,693000011604,Icon_Gacha_EnchantScroll,E_Sub_006,0,,,Sub_Environment_ArchonBamue,2,0,410003,5,410004,1,,,,,,
11605,1,691000011605,Difficulty6,15070,18385,1541000,,Daily,5,0,,0,Texture/Image_Dungeon_Daily_07,11000,911051,692000011604,693000011605,Icon_Gacha_EnchantScroll,E_Sub_006,0,,,Sub_Environment_ArchonBamue,2,0,410003,6,410004,2,,,,,,
11700,1,691000011700,Easy,577,619,2700,,Daily,6,0,,0,Texture/Image_Dungeon_Daily_06,11000,420003,331000006004,693000011700,Icon_Asset_Upgrade_03,E_Sub_007,0,,,Sub_Environment_Boreas,2,0,420003,1,,,,,,,,
11701,1,691000011701,Normal,4567,5828,44700,,Daily,6,0,,0,Texture/Image_Dungeon_Daily_06,11000,420003,331000006004,693000011701,Icon_Asset_Upgrade_03,E_Sub_007,0,,,Sub_Environment_Boreas,2,0,420003,2,,,,,,,,
11702,1,691000011702,Hard,8722,10768,124700,,Daily,6,0,,0,Texture/Image_Dungeon_Daily_06,11000,420003,331000006004,693000011702,Icon_Asset_Upgrade_03,E_Sub_007,0,,,Sub_Environment_Boreas,2,0,420003,3,,,,,,,,
11703,1,691000011703,Hell,15070,18385,226000,,Daily,6,0,,0,Texture/Image_Dungeon_Daily_06,11000,420003,331000006004,693000011703,Icon_Asset_Upgrade_03,E_Sub_007,0,,,Sub_Environment_Boreas,2,0,420003,4,,,,,,,,
11704,1,691000201829,Difficulty5,15070,18385,649800,,Daily,6,0,,0,Texture/Image_Dungeon_Daily_06,11000,420013,692000011704,693000011704,Icon_Asset_Upgrade_06,E_Sub_007,0,,,Sub_Environment_Boreas,2,0,420013,1,,,,,,,,
11705,1,691000011705,Difficulty6,15070,18385,1541000,,Daily,6,0,,0,Texture/Image_Dungeon_Daily_06,11000,420013,692000011704,693000011705,Icon_Asset_Upgrade_06,E_Sub_007,0,,,Sub_Environment_Boreas,2,0,420013,1,420003,5,,,,,,
12001,1,691000012001,Normal,252,78,4500,,Infinity,1,0,,11,Texture/UI_Image_InfinityDungeon,12000,900008,1022,0,Icon_Rune_A_01,,0,,,TowerOfInsolence_Trigger,4,0,490005,,,,,,,,,
12002,1,691000012001,Normal,291,177,4500,,Infinity,2,0,,11,Texture/UI_Image_InfinityDungeon,12000,900009,1020,0,Item_EnchantScrollWeapon_01,,0,,,TowerOfInsolence_Trigger,4,0,490005,,490041,,,,,,,
12003,1,691000012001,Normal,352,271,5500,,Infinity,3,0,,11,Texture/UI_Image_InfinityDungeon,12000,400002,1005,0,Item_BloodMedal,,0,,,TowerOfInsolence_Trigger,4,0,490005,,,,,,,,,
12004,1,691000012001,Normal,437,398,5500,,Infinity,4,0,,11,Texture/UI_Image_InfinityDungeon,12000,900011,4016,0,Item_GemStoneBlue_01,,0,,,TowerOfInsolence_Trigger,4,0,490005,,490041,,,,,,,
12005,1,691000012001,Normal,577,619,6800,,Infinity,5,0,,11,Texture/UI_Image_InfinityDungeon,12000,490002,1002,0,Icon_RuneStone_01,,0,,,TowerOfInsolence_Trigger,4,0,490005,,,,,,,,,
12006,1,691000012001,Normal,794,966,6800,,Infinity,6,0,,11,Texture/UI_Image_InfinityDungeon,12000,900001,692000012006,0,Armor_Human_Knightmare_Helmet_01,,0,,,TowerOfInsolence_Trigger,4,0,490005,,,,,,,,,
12007,1,691000012001,Normal,1115,1481,7800,,Infinity,7,0,,11,Texture/UI_Image_InfinityDungeon,12000,900008,1022,0,Icon_Rune_A_01,,0,,,TowerOfInsolence_Trigger,4,0,490005,,490041,,,,,,,
12008,1,691000012001,Normal,1605,2174,8700,,Infinity,8,0,,11,Texture/UI_Image_InfinityDungeon,12000,900009,1020,0,Item_EnchantScrollWeapon_01,,0,,,TowerOfInsolence_Trigger,4,0,490005,,,,,,,,,
12009,1,691000012001,Normal,2204,2929,9500,,Infinity,9,0,,11,Texture/UI_Image_InfinityDungeon,12000,400002,1005,0,Item_BloodMedal,,0,,,TowerOfInsolence_Trigger,4,0,490005,,490041,,,,,,,
12010,1,691000012001,Normal,2834,3710,10400,,Infinity,10,0,,11,Texture/UI_Image_InfinityDungeon,12000,900011,4016,0,Item_GemStoneBlue_01,,0,,,TowerOfInsolence_Trigger,4,0,490005,,910104,,,,,,,
12011,1,691000012001,Normal,3206,4172,11600,,Infinity,11,0,,11,Texture/UI_Image_InfinityDungeon,12000,490002,1002,0,Icon_RuneStone_01,,0,,,TowerOfInsolence_Trigger,4,0,490005,,,,,,,,,
12012,1,691000012001,Normal,3558,4604,12500,,Infinity,12,0,,11,Texture/UI_Image_InfinityDungeon,12000,900001,692000012006,0,Armor_Human_Knightmare_Helmet_01,,0,,,TowerOfInsolence_Trigger,4,0,490005,,490041,,,,,,,
12013,1,691000012001,Normal,3930,5060,13500,,Infinity,13,0,,11,Texture/UI_Image_InfinityDungeon,12000,900008,1022,0,Icon_Rune_A_01,,0,,,TowerOfInsolence_Trigger,4,0,490005,,,,,,,,,
12014,1,691000012001,Normal,4269,5472,14400,,Infinity,14,0,,11,Texture/UI_Image_InfinityDungeon,12000,900009,1020,0,Item_EnchantScrollWeapon_01,,0,,,TowerOfInsolence_Trigger,4,0,490005,,490041,,,,,,,
12015,1,691000012001,Normal,4567,5828,15600,,Infinity,15,0,,11,Texture/UI_Image_InfinityDungeon,12000,400002,1005,0,Item_BloodMedal,,0,,,TowerOfInsolence_Trigger,4,0,490005,,,,,,,,,
12016,1,691000012001,Normal,4872,6195,17000,,Infinity,16,0,,11,Texture/UI_Image_InfinityDungeon,12000,900011,4016,0,Item_GemStoneBlue_01,,0,,,TowerOfInsolence_Trigger,4,0,490005,,490041,,,,,,,
12017,1,691000012001,Normal,5185,6570,18800,,Infinity,17,0,,11,Texture/UI_Image_InfinityDungeon,12000,490002,1002,0,Icon_RuneStone_01,,0,,,TowerOfInsolence_Trigger,4,0,490005,,,,,,,,,
12018,1,691000012001,Normal,5505,6954,20600,,Infinity,18,0,,11,Texture/UI_Image_InfinityDungeon,12000,900001,692000012006,0,Armor_Human_Knightmare_Helmet_01,,0,,,TowerOfInsolence_Trigger,4,0,490005,,490041,,,,,,,
12019,1,691000012001,Normal,5832,7346,22400,,Infinity,19,0,,11,Texture/UI_Image_InfinityDungeon,12000,900008,1022,0,Icon_Rune_A_01,,0,,,TowerOfInsolence_Trigger,4,0,490005,,,,,,,,,
12020,1,691000012001,Normal,6166,7747,24400,,Infinity,20,0,,11,Texture/UI_Image_InfinityDungeon,12000,900009,1020,0,Item_EnchantScrollWeapon_01,,0,,,TowerOfInsolence_Trigger,4,0,490005,,910114,,,,,,,
12021,1,691000012001,Normal,6430,8059,26700,,Infinity,21,0,,11,Texture/UI_Image_InfinityDungeon,12000,400002,1005,0,Item_BloodMedal,,0,,,TowerOfInsolence_Trigger,4,0,490005,,,,,,,,,
12022,1,691000012001,Normal,6694,8370,29600,,Infinity,22,0,,11,Texture/UI_Image_InfinityDungeon,12000,900011,4016,0,Item_GemStoneBlue_01,,0,,,TowerOfInsolence_Trigger,4,0,490005,,490041,,,,,,,
12023,1,691000012001,Normal,6956,8680,32200,,Infinity,23,0,,11,Texture/UI_Image_InfinityDungeon,12000,490002,1002,0,Icon_RuneStone_01,,0,,,TowerOfInsolence_Trigger,4,0,490005,,,,,,,,,
12024,1,691000012001,Normal,7217,8989,35300,,Infinity,24,0,,11,Texture/UI_Image_InfinityDungeon,12000,900001,692000012006,0,Armor_Human_Knightmare_Helmet_01,,0,,,TowerOfInsolence_Trigger,4,0,490005,,490041,,,,,,,
12025,1,691000012001,Normal,7476,9294,38200,,Infinity,25,0,,11,Texture/UI_Image_InfinityDungeon,12000,900008,1022,0,Icon_Rune_A_01,,0,,,TowerOfInsolence_Trigger,4,0,490005,,,,,,,,,
12026,1,691000012001,Normal,7732,9597,44700,,Infinity,26,0,,11,Texture/UI_Image_InfinityDungeon,12000,900009,1020,0,Item_EnchantScrollWeapon_01,,0,,,TowerOfInsolence_Trigger,4,0,490005,,490041,,,,,,,
12027,1,691000012001,Normal,7985,9897,52100,,Infinity,27,0,,11,Texture/UI_Image_InfinityDungeon,12000,400002,1005,0,Item_BloodMedal,,0,,,TowerOfInsolence_Trigger,4,0,490005,,,,,,,,,
12028,1,691000012001,Normal,8234,10192,55900,,Infinity,28,0,,11,Texture/UI_Image_InfinityDungeon,12000,900011,4016,0,Item_GemStoneBlue_01,,0,,,TowerOfInsolence_Trigger,4,0,490005,,490041,,,,,,,
12029,1,691000012001,Normal,8480,10482,59900,,Infinity,29,0,,11,Texture/UI_Image_InfinityDungeon,12000,490002,1002,0,Icon_RuneStone_01,,0,,,TowerOfInsolence_Trigger,4,0,490005,,,,,,,,,
12030,1,691000012001,Normal,8722,10768,64100,,Infinity,30,0,,11,Texture/UI_Image_InfinityDungeon,12000,900001,692000012006,0,Armor_Human_Knightmare_Helmet_01,,0,,,TowerOfInsolence_Trigger,4,0,490005,,910124,,,,,,,
12031,1,691000012001,Normal,8959,11048,70300,,Infinity,31,0,,11,Texture/UI_Image_InfinityDungeon,12000,900001,692000012006,0,Armor_Human_Knightmare_Helmet_01,,0,,,TowerOfInsolence_Trigger,4,0,490005,,,,,,,,,
12032,1,691000012001,Normal,9347,11513,75900,,Infinity,32,0,,11,Texture/UI_Image_InfinityDungeon,12000,900001,692000012006,0,Armor_Human_Knightmare_Helmet_01,,0,,,TowerOfInsolence_Trigger,4,0,490005,,490041,,,,,,,
