Id,GroupId,NameKey,Type,FlagConditionGroupId,DisplayLevel,Grade,EquipmentType1,EquipmentType2,WeaponType,ArmorType,Material,GachaInfoId,SoulCrystalType,PetEquipmentType,SummonGemGroupId,AcquirePerformanceType,AuctionSubGroupId,AuctionTradingUnit,IconTexture,MaxStackableCount,UseStacks,EffectType1,EffectParam1,EffectType2,EffectParam2,EffectType3,EffectParam3,BasicOptionGroupId,ChangeOptionGroupId,AbilityInfoGroupId,SellingPrice,ExchangeAverageCost,ExchangeLowestPercent,ExchangeHighestPercent,ForceBind,ProvidingExp,RequiredAdena,CoolTime,Resource,AcquireContents1,AcquireContents2,AcquireContents3,AcquireContents4,AcquireContents5,TypeDescKey,ClassType,LimitDescKey,UsingDescKey,ReplaceString1,ReplaceString2,DescKey,UseType,UseLevel,MaxUseLevel,UnusedCompose,Rarity,VisualEffectId,InventoryType,BagType,LootEffect,GMToolUnused,AutoIncludeGachaUnused,UseClassTransfer,Usable,UseQuickSlot,Loadable,ItemInfoId,ItemBoxClassType,PeriodItem,GrowCode,UsableGrowCodeListString,IconMarkTexture,AbilityInfoPreviewId,ItemUseDesc,ContentsType
1324,1324,561000001314,Equipment,0,,C,Weapon,,DualSword,,,,,,,RareItem,0,1,Weapon_Sword_DynastySword_05,1,0,AttackPowerPhy,1,,,,,,,,0,0,9500,10500,0,,,,"DualRevolutionSword_04,DualRevolutionSword_04",,,,,,561000001314,2,0,0,0,0,0,,,,1,Normal,,Default,Etc,Normal,1,1,0,0,0,0,,2,,1,"1, 300, 310",,,,
1326,1326,561000001314,Equipment,0,,C,Weapon,,DualSword,,,,,,,RareItem,0,1,Weapon_Sword_DynastySword_05,1,0,AttackPowerPhy,1,,,,,,,,0,0,9500,10500,0,,,,"DualRevolutionSword_06,DualRevolutionSword_06",,,,,,561000001314,2,0,0,0,0,0,,,,1,Normal,,Default,Etc,Normal,1,1,0,0,0,0,,2,,1,"1, 300, 310",,,,
1334,1334,561000001314,Equipment,0,,C,Weapon,,DualSword,,,,,,,RareItem,0,1,Weapon_Sword_DynastySword_05,1,0,AttackPowerPhy,1,,,,,,,,0,0,9500,10500,0,,,,"DualDynastySword_04,DualDynastySword_04",,,,,,561000001314,2,0,0,0,0,0,,,,1,Normal,,Default,Etc,Normal,1,1,0,0,0,0,,2,,1,"1, 300, 310",,,,
1336,1336,561000001314,Equipment,0,,C,Weapon,,DualSword,,,,,,,RareItem,0,1,Weapon_Sword_DynastySword_05,1,0,AttackPowerPhy,1,,,,,,,,0,0,9500,10500,0,,,,"DualDynastySword_06,DualDynastySword_06",,,,,,561000001314,2,0,0,0,0,0,,,,1,Normal,,Default,Etc,Normal,1,1,0,0,0,0,,2,,1,"1, 300, 310",,,,
1344,1344,561000001314,Equipment,0,,C,Weapon,,DualSword,,,,,,,RareItem,0,1,Weapon_Sword_DynastySword_05,1,0,AttackPowerPhy,1,,,,,,,,0,0,9500,10500,0,,,,"DualDynamis_04,DualDynamis_04",,,,,,561000001314,2,0,0,0,0,0,,,,1,Normal,,Default,Etc,Normal,1,1,0,0,0,0,,2,,1,"1, 300, 310",,,,
1346,1346,561000001314,Equipment,0,,C,Weapon,,DualSword,,,,,,,RareItem,0,1,Weapon_Sword_DynastySword_05,1,0,AttackPowerPhy,1,,,,,,,,0,0,9500,10500,0,,,,"DualDynamis_06,DualDynamis_06",,,,,,561000001314,2,0,0,0,0,0,,,,1,Normal,,Default,Etc,Normal,1,1,0,0,0,0,,2,,1,"1, 300, 310",,,,
1414,1414,561000001414,Equipment,0,,C,Weapon,,Dagger,,,,,,,RareItem,0,1,Weapon_Dagger_DarkScreamer_06,1,0,AttackPowerPhy,1,,,,,,,,0,0,9500,10500,0,,,,DoomDagger_04,,,,,,561000001414,3,0,0,0,0,0,,,,1,Normal,,Default,Etc,Normal,1,1,0,0,0,0,,3,,1,"1, 300, 310",,,,
1416,1416,561000001414,Equipment,0,,C,Weapon,,Dagger,,,,,,,RareItem,0,1,Weapon_Dagger_DarkScreamer_06,1,0,AttackPowerPhy,1,,,,,,,,0,0,9500,10500,0,,,,DoomDagger_06,,,,,,561000001414,3,0,0,0,0,0,,,,1,Normal,,Default,Etc,Normal,1,1,0,0,0,0,,3,,1,"1, 300, 310",,,,
1424,1424,561000001414,Equipment,0,,C,Weapon,,Dagger,,,,,,,RareItem,0,1,Weapon_Dagger_DarkScreamer_06,1,0,AttackPowerPhy,1,,,,,,,,0,0,9500,10500,0,,,,DarkScreamer_04,,,,,,561000001414,3,0,0,0,0,0,,,,1,Normal,,Default,Etc,Normal,1,1,0,0,0,0,,3,,1,"1, 300, 310",,,,
1426,1426,561000001414,Equipment,0,,C,Weapon,,Dagger,,,,,,,RareItem,0,1,Weapon_Dagger_DarkScreamer_06,1,0,AttackPowerPhy,1,,,,,,,,0,0,9500,10500,0,,,,DarkScreamer_06,,,,,,561000001414,3,0,0,0,0,0,,,,1,Normal,,Default,Etc,Normal,1,1,0,0,0,0,,3,,1,"1, 300, 310",,,,
1434,1434,561000001414,Equipment,0,,C,Weapon,,Dagger,,,,,,,RareItem,0,1,Weapon_Dagger_DarkScreamer_06,1,0,AttackPowerPhy,1,,,,,,,,0,0,9500,10500,0,,,,CrystalDagger_04,,,,,,561000001414,3,0,0,0,0,0,,,,1,Normal,,Default,Etc,Normal,1,1,0,0,0,0,,3,,1,"1, 300, 310",,,,
1436,1436,561000001414,Equipment,0,,C,Weapon,,Dagger,,,,,,,RareItem,0,1,Weapon_Dagger_DarkScreamer_06,1,0,AttackPowerPhy,1,,,,,,,,0,0,9500,10500,0,,,,CrystalDagger_06,,,,,,561000001414,3,0,0,0,0,0,,,,1,Normal,,Default,Etc,Normal,1,1,0,0,0,0,,3,,1,"1, 300, 310",,,,
1444,1444,561000001414,Equipment,0,,C,Weapon,,Dagger,,,,,,,RareItem,0,1,Weapon_Dagger_DarkScreamer_06,1,0,AttackPowerPhy,1,,,,,,,,0,0,9500,10500,0,,,,Severus_04,,,,,,561000001414,3,0,0,0,0,0,,,,1,Normal,,Default,Etc,Normal,1,1,0,0,0,0,,3,,1,"1, 300, 310",,,,
1446,1446,561000001414,Equipment,0,,C,Weapon,,Dagger,,,,,,,RareItem,0,1,Weapon_Dagger_DarkScreamer_06,1,0,AttackPowerPhy,1,,,,,,,,0,0,9500,10500,0,,,,Severus_06,,,,,,561000001414,3,0,0,0,0,0,,,,1,Normal,,Default,Etc,Normal,1,1,0,0,0,0,,3,,1,"1, 300, 310",,,,
1514,1514,101000091012,Equipment,0,,C,Weapon,,Bow,,,,,,,RareItem,0,1,Weapon_Bow_CycloneBow_05,1,0,AttackPowerPhy,1,,,,,,,,0,0,9500,10500,0,,,,"_,CrystallizedIceBow_04",,,,,,101000091012,3,0,0,0,0,0,,,,1,Normal,,Default,Etc,Normal,1,1,0,0,0,0,,3,,1,"1, 300, 310",,,,
1516,1516,101000091012,Equipment,0,,C,Weapon,,Bow,,,,,,,RareItem,0,1,Weapon_Bow_CycloneBow_05,1,0,AttackPowerPhy,1,,,,,,,,0,0,9500,10500,0,,,,"_,CrystallizedIceBow_06",,,,,,101000091012,3,0,0,0,0,0,,,,1,Normal,,Default,Etc,Normal,1,1,0,0,0,0,,3,,1,"1, 300, 310",,,,
1524,1524,101000091012,Equipment,0,,C,Weapon,,Bow,,,,,,,RareItem,0,1,Weapon_Bow_CycloneBow_05,1,0,AttackPowerPhy,1,,,,,,,,0,0,9500,10500,0,,,,"_,CycloneBow_04",,,,,,101000091012,3,0,0,0,0,0,,,,1,Normal,,Default,Etc,Normal,1,1,0,0,0,0,,3,,1,"1, 300, 310",,,,
1526,1526,101000091012,Equipment,0,,C,Weapon,,Bow,,,,,,,RareItem,0,1,Weapon_Bow_CycloneBow_05,1,0,AttackPowerPhy,1,,,,,,,,0,0,9500,10500,0,,,,"_,CycloneBow_06",,,,,,101000091012,3,0,0,0,0,0,,,,1,Normal,,Default,Etc,Normal,1,1,0,0,0,0,,3,,1,"1, 300, 310",,,,
1534,1534,101000091012,Equipment,0,,C,Weapon,,Bow,,,,,,,RareItem,0,1,Weapon_Bow_CycloneBow_05,1,0,AttackPowerPhy,1,,,,,,,,0,0,9500,10500,0,,,,"_,AkatLongbow_04",,,,,,101000091012,3,0,0,0,0,0,,,,1,Normal,,Default,Etc,Normal,1,1,0,0,0,0,,3,,1,"1, 300, 310",,,,
1536,1536,101000091012,Equipment,0,,C,Weapon,,Bow,,,,,,,RareItem,0,1,Weapon_Bow_CycloneBow_05,1,0,AttackPowerPhy,1,,,,,,,,0,0,9500,10500,0,,,,"_,AkatLongbow_06",,,,,,101000091012,3,0,0,0,0,0,,,,1,Normal,,Default,Etc,Normal,1,1,0,0,0,0,,3,,1,"1, 300, 310",,,,
1544,1544,101000091012,Equipment,0,,C,Weapon,,Bow,,,,,,,RareItem,0,1,Weapon_Bow_CycloneBow_05,1,0,AttackPowerPhy,1,,,,,,,,0,0,9500,10500,0,,,,"_,Jupiter_04",,,,,,101000091012,3,0,0,0,0,0,,,,1,Normal,,Default,Etc,Normal,1,1,0,0,0,0,,3,,1,"1, 300, 310",,,,
1546,1546,101000091012,Equipment,0,,C,Weapon,,Bow,,,,,,,RareItem,0,1,Weapon_Bow_CycloneBow_05,1,0,AttackPowerPhy,1,,,,,,,,0,0,9500,10500,0,,,,"_,Jupiter_06",,,,,,101000091012,3,0,0,0,0,0,,,,1,Normal,,Default,Etc,Normal,1,1,0,0,0,0,,3,,1,"1, 300, 310",,,,
1614,1614,561000001614,Equipment,0,,C,Weapon,,Staff,,,,,,,RareItem,0,1,Weapon_Staff_DarkAbyss_06,1,0,AttackPowerMag,1,,,,,,,,0,0,9500,10500,0,,,,DemonStaff_04,,,,,,561000001614,4,0,0,0,0,0,,,,1,Normal,,Default,Etc,Normal,1,1,0,0,0,0,,4,,1,"1, 300, 310",,,,
1616,1616,561000001614,Equipment,0,,C,Weapon,,Staff,,,,,,,RareItem,0,1,Weapon_Staff_DarkAbyss_06,1,0,AttackPowerMag,1,,,,,,,,0,0,9500,10500,0,,,,DemonStaff_06,,,,,,561000001614,4,0,0,0,0,0,,,,1,Normal,,Default,Etc,Normal,1,1,0,0,0,0,,4,,1,"1, 300, 310",,,,
1624,1624,561000001614,Equipment,0,,C,Weapon,,Staff,,,,,,,RareItem,0,1,Weapon_Staff_DarkAbyss_06,1,0,AttackPowerMag,1,,,,,,,,0,0,9500,10500,0,,,,LifeStaff_04,,,,,,561000001614,4,0,0,0,0,0,,,,1,Normal,,Default,Etc,Normal,1,1,0,0,0,0,,4,,1,"1, 300, 310",,,,
1626,1626,561000001614,Equipment,0,,C,Weapon,,Staff,,,,,,,RareItem,0,1,Weapon_Staff_DarkAbyss_06,1,0,AttackPowerMag,1,,,,,,,,0,0,9500,10500,0,,,,LifeStaff_06,,,,,,561000001614,4,0,0,0,0,0,,,,1,Normal,,Default,Etc,Normal,1,1,0,0,0,0,,4,,1,"1, 300, 310",,,,
1634,1634,561000001614,Equipment,0,,C,Weapon,,Staff,,,,,,,RareItem,0,1,Weapon_Staff_DarkAbyss_06,1,0,AttackPowerMag,1,,,,,,,,0,0,9500,10500,0,,,,FlamingDragonSkull_04,,,,,,561000001614,4,0,0,0,0,0,,,,1,Normal,,Default,Etc,Normal,1,1,0,0,0,0,,4,,1,"1, 300, 310",,,,
1636,1636,561000001614,Equipment,0,,C,Weapon,,Staff,,,,,,,RareItem,0,1,Weapon_Staff_DarkAbyss_06,1,0,AttackPowerMag,1,,,,,,,,0,0,9500,10500,0,,,,FlamingDragonSkull_06,,,,,,561000001614,4,0,0,0,0,0,,,,1,Normal,,Default,Etc,Normal,1,1,0,0,0,0,,4,,1,"1, 300, 310",,,,
1644,1644,561000001614,Equipment,0,,C,Weapon,,Staff,,,,,,,RareItem,0,1,Weapon_Staff_DarkAbyss_06,1,0,AttackPowerMag,1,,,,,,,,0,0,9500,10500,0,,,,DarkAbyss_04,,,,,,561000001614,4,0,0,0,0,0,,,,1,Normal,,Default,Etc,Normal,1,1,0,0,0,0,,4,,1,"1, 300, 310",,,,
1646,1646,561000001614,Equipment,0,,C,Weapon,,Staff,,,,,,,RareItem,0,1,Weapon_Staff_DarkAbyss_06,1,0,AttackPowerMag,1,,,,,,,,0,0,9500,10500,0,,,,DarkAbyss_06,,,,,,561000001614,4,0,0,0,0,0,,,,1,Normal,,Default,Etc,Normal,1,1,0,0,0,0,,4,,1,"1, 300, 310",,,,
2210,2210,561000002210,Equipment,0,,C,Armor,,,Heavy,Armor,,,,,RareItem,0,1,Armor_Human_Nightmare_Armor,1,0,DefensePowerPhy,1,,,,,,,,0,0,9500,10500,0,,,,"WolfKnights,00",,,,,,561000002210,2,0,0,0,0,0,,,,1,Normal,,Default,Etc,Normal,1,1,0,0,0,0,,2,,1,"1, 300, 320",,,,
2220,2220,561000002220,Equipment,0,,C,Armor,,,Light,Leather,,,,,RareItem,0,1,Armor_Human_Seeker_Armor,1,0,DefensePowerPhy,1,,,,,,,,0,0,9500,10500,0,,,,"Seeker,00",,,,,,561000002220,3,0,0,0,0,0,,,,1,Normal,,Default,Etc,Normal,1,1,0,0,0,0,,3,,1,"1, 300, 320",,,,
2230,2230,561000002230,Equipment,0,,C,Armor,,,Robe,Cloth,,,,,RareItem,0,1,Armor_Human_Majestic_Armor,1,0,DefensePowerPhy,1,,,,,,,,0,0,9500,10500,0,,,,"Dynasty,00",,,,,,561000002230,4,0,0,0,0,0,,,,1,Normal,,Default,Etc,Normal,1,1,0,0,0,0,,4,,1,"1, 300, 320",,,,
3001,3001,561000003001,Etc,0,0,,,,,,,,,,0,NormalItem,0,1,Icon_Common_SoulCrystal,1,0,,0,,0,,0,0,0,0,0,0,9500,10500,0,0,0,0,,0,0,0,0,0,4016,0,0,563000003001,0,0,0,0,0,0,0,Normal,0,Default,Etc,Normal,1,1,0,0,0,0,,0,,,,,,,
3002,3002,561000003002,Etc,0,0,,,,,,,,,,0,NormalItem,0,1,Icon_Common_Elixir,1,0,,0,,0,,0,0,0,0,0,0,9500,10500,0,0,0,0,,0,0,0,0,0,1024,0,0,563000003002,0,0,0,0,0,0,0,Normal,0,Default,Etc,Normal,1,1,0,0,0,0,,0,,,,,,,
3003,3003,561000003003,Etc,0,0,,,,,,,,,,0,NormalItem,0,1,Icon_Common_Herb,1,0,,0,,0,,0,0,0,0,0,0,9500,10500,0,0,0,0,,0,0,0,0,0,731000000035,0,0,563000003003,0,0,0,0,0,0,0,Normal,0,Default,Etc,Normal,1,1,0,0,0,0,,0,,,,,,,
3004,3004,561000003004,Etc,0,0,,,,,,,,,,0,NormalItem,0,1,Icon_Asset_Adena_01,1,0,,0,,0,,0,0,0,0,0,0,9500,10500,0,0,0,0,,0,0,0,0,0,1002,0,0,563000003004,0,0,0,0,0,0,0,Normal,0,Default,Etc,Normal,1,1,0,0,0,0,,0,,,,,,,
3005,3005,561000003005,Etc,0,0,,,,,,,,,,0,NormalItem,0,1,Icon_Exp_01,1,0,,0,,0,,0,0,0,0,0,0,9500,10500,0,0,0,0,,0,0,0,0,0,1017,0,0,563000003005,0,0,0,0,0,0,0,Normal,0,Default,Etc,Normal,1,1,0,0,0,0,,0,,,,,,,
2000,2000,561000002000,BossTrophy,0,230,,,,,,,,,,,NormalItem,0,1,UI_Icon_Quest_ProofOfZakenElimination,9999,0,,,,,,,,,10,10,0,9500,10500,0,,,,,,,,,,731000000035,,0,563000002000,0,0,564000002000,,230,,0,Normal,0,Default,Expendables,Normal,0,0,0,1,0,0,,0,,,,,,,
2010,2010,561000002010,Etc,0,1,,,,,,,,,,,NormalItem,0,1,Icon_Event_Xmas_01,9999,0,,,,,,,,,10,10,0,9500,10500,0,,,,,,,,,,562000600001,,0,563000002010,0,0,0,,,,0,Normal,0,Default,Etc,Normal,0,0,0,0,0,0,,0,,,,,,,
2020,2020,561000002010,Etc,0,1,,,,,,,,,,,NormalItem,0,1,Icon_Event_Xmas_01,9999,0,,,,,,,,,10,10,0,9500,10500,0,,,,,,,,,,562000600001,,0,563000002010,0,0,0,,,,0,Normal,0,Default,Etc,Normal,0,0,0,0,0,0,,0,,,,,,,
10001,10000,561000010001,EtcPotion,0,,Max,,,,,,,,,,NormalItem,9901,1,Icon_Event_01,9999,0,Buff,910249,,,,,,,,0,0,9500,10500,0,,,1,,,,,,,731000003833,,0,563000010001,0,0,564000010001,,,,0,Normal,100006,Default,Expendables,Normal,0,0,0,1,1,0,,0,,,,,,,
10002,10000,561000010002,SupriseBox,0,,,,,,,,,,,,NormalItem,0,1,Icon_Event_Box_01,9999,1,,,,,,,,,,0,35,9500,10500,0,,,,,,,,,,731000000035,,0,563000010002,0,0,564000490019,1,,,0,Normal,,Default,Expendables,Normal,0,0,0,1,0,0,,0,,,,,,,
10003,10001,561000010003,Etc,0,,,,,,,,,,,,NormalItem,0,1,Icon_Asset_CompleteTicket,9999,1,,,,,,,,,,10,0,9500,10500,0,,,,,,,,,,562000600001,0,0,563000010003,0,0,0,,,,0,Normal,,Default,Expendables,Normal,0,0,0,0,0,0,,0,,,,,,,
10004,10000,561000010004,EtcPotion,0,,,,,,,,,,,,NormalItem,0,1,Icon_Event_02,9999,0,Buff,910250,,,,,,,,10,0,9500,10500,0,,,,,,,,,,731000003833,,0,563000010004,0,0,564000910245,,,,0,Normal,100006,Default,Expendables,Normal,0,0,0,1,1,0,,0,,,,,,,
10005,10000,561000010005,SupriseBox,0,,,,,,,,,,,,NormalItem,0,1,Icon_Event_Box_02,9999,1,,,,,,,,,,,35,9500,10500,0,,,,,,,,,,731000000035,,0,563000010005,0,0,564000490019,1,,,0,Normal,,Default,Expendables,Normal,0,0,0,1,0,0,,0,,,,,,,
10006,10000,781000910252,EtcPotion,0,,,,,,,,,,,,NormalItem,0,1,Icon_Event_03,9999,0,Buff,910252,,,,,,,,10,0,9500,10500,0,,,,,,,,,,731000003833,,0,563000010006,0,0,564000010006,,,,0,Normal,100006,Default,Expendables,Normal,0,0,0,1,1,0,,0,,,,,,,
10007,10000,781000910251,EtcPotion,0,,,,,,,,,,,,NormalItem,0,1,Icon_Event_04,9999,0,Buff,910251,,,,,,,,10,0,9500,10500,0,,,,,,,,,,731000003833,,0,563000010007,0,0,564000010007,,,,0,Normal,100006,Default,Expendables,Normal,0,0,0,1,1,0,,0,,,,,,,
10008,10000,781000910253,EtcPotion,0,,,,,,,,,,,,NormalItem,0,1,Icon_Event_05,9999,0,Buff,910253,,,,,,,,10,0,9500,10500,0,,,,,,,,,,731000003833,,0,563000010008,0,0,564000910248,,,,0,Normal,100006,Default,Expendables,Normal,0,0,0,1,1,0,,0,,,,,,,
10009,10000,781000910254,EtcPotion,0,,,,,,,,,,,,NormalItem,0,1,Icon_Event_06,9999,0,Buff,910254,,,,,,,,10,0,9500,10500,0,,,,,,,,,,731000003833,,0,563000010009,0,0,564000910245,,,,0,Normal,100006,Default,Expendables,Normal,0,0,0,1,1,0,,0,,,,,,,
10010,10000,561000010010,SupriseBox,0,,,,,,,,,,,,NormalItem,0,1,Icon_Event_Box_03,9999,1,,,,,,,,,,10,0,9500,10500,0,,,,,,,,,,731000000035,,0,563000010010,0,0,0,,,,0,Normal,100006,Default,Expendables,Normal,0,0,0,1,1,0,,0,,,,,,,
110010,110010,561000110010,Equipment,0,,C,Weapon,,Sword,,,,,,,NormalItem,0,1,Weapon_Sword_SamuraiLongSword_05,1,0,AttackPowerPhy,69,DefensePowerPhy,8,0,0,,,,50,0,9500,10500,0,,,,"SamuraiLongSword_01,SamuraiShield_01",1,9,,,,562000110010,2,0,563000110010,0,0,0,,,,0,Normal,,Default,Weapon,Normal,0,0,0,0,0,0,,"2,5,11",,1,"1, 300, 310",,,,
