Id,Vlue
438,깨쌔꺄
439,깨쌔끼
440,깨썌꺄
441,꺠썌끼
442,꺼추
443,꼬추
444,꼬츄
445,꼴려
446,꽁까
447,끈팬티
448,나를싸게
449,나체
450,낙태아
451,난교
452,난자마셔
453,난자먹어
454,난자핧아
455,남근
456,남녀섹시속옷
457,남녀자위기구
458,남성단련용품
459,남성자위기구
460,남창
461,내꺼빨아
462,내꺼핧아
463,내버지
464,내씨발
465,내자지
466,내잠지
467,내조지
468,너거애비
469,넌좃밥
470,넣게벌려
471,넣고싶어
472,넣고싸고
473,네버섹스
474,넷마블
475,노고무
476,노모
477,노무현
478,노브라
479,노알라
480,노콘
481,노팬
482,노팬츠
483,노팬티
484,누나강간
485,누나몸
486,누두
487,누드
488,누드몰카
489,누드뮤직
490,누드사진
491,누드섹스
492,누드쇼
493,누드스케치
494,누드집
495,누드천사
496,누드커플
497,누드클럽
498,누드필름
499,누드화보
500,뉘미랄
501,뉘미럴
502,뉭기랄
503,뉭기럴
504,뉭기미
505,늬귀미
506,니귀미
507,니기미
508,니미랄
509,니미럴
510,니미롤
511,니보지
512,니씨브랄
513,니아범
514,니아비
515,니애미
516,니애비
517,니어미
518,니에미
519,니좆
520,니할애비
521,닝기럴
522,다구리
523,다리벌려
524,다리벌리
525,다리사이
526,다보자성인영화관
527,다음섹스
528,다이섹스
529,다이쥬
530,다카기
531,닭그네
532,닭근혜
533,담당자
534,대갈빡
535,대갈통
536,대박성인토탈몰
537,대주까
538,더어엉신
539,더티섹스
540,덜은새끼
541,덥치기
542,덥침
543,도요타
544,도촬
545,도쿄섹스
546,도쿄섹스NIPON
547,돈년
548,돈복사
549,돌림빵
550,돌은년
551,돌은놈
552,돌은새끼
553,동생강간
554,두두섹스
555,드으응신
556,등신
557,디지털섹스조선
558,딜도
559,따먹어
560,따먹은년
561,따먹자
562,따아알따리
563,따아알따아리
564,따알따리
565,딸녀
566,딸달이
567,딸따리
568,딸딸이
569,딸치
570,땅크
571,떠라이
572,떠어라아이
573,떠어라이
574,떡걸
575,떡쳐라
576,떡촌
577,떡치기
578,떡칠녀
579,또라이
580,또오라아이
581,또오라이
582,똥구멍
583,똥꾸녕
584,띠발
585,띠발뇬
586,띠부우울
587,띠부울
588,띠불
589,띠브울
590,띠블넘
591,띠이바알
592,띠이발
593,띠이버얼
594,띠이벌
595,띠이이발
596,띠이이벌
597,라노비아섹스샵
598,라이브섹스
599,라이브스트립
600,래즈
601,래즈비언
602,러브박사성인용품
603,러브베드
604,러브섹시클럽
605,러브하자성인용품
606,러브호텔
607,러시아걸
608,러신
609,레드섹스TV
610,레이디가카
611,레이디각하
612,레즈
613,로린이
614,룸섹스
615,리얼섹
616,리얼섹스플레이
617,리얼에로
618,마니아섹스
619,마더뻑
620,마더퍽
621,마사오
622,마스터베이션
623,막간년
624,막간놈
625,막간뇬
626,막간뇸
627,막대쑤셔줘
628,막대줘?
629,막대핧아줘
630,만져볼래
631,만져주께
632,만져줄년
633,만지는중
634,맛간년
635,맛간놈
636,맛간뇬
637,맛간늠
638,맛간쉑
639,맛간쉨
640,맛없는년
641,맛이간년
642,망가
643,맞간년
644,매춘
645,모노섹스
646,모링이
647,모텔
648,목따
649,몰카
650,몸뚱이줄께
651,몸안에사정
652,몸좀
653,몸캠
654,몸켐
655,무료망가
656,무료몰카
657,무료성인
658,무료성인동영상
659,무료성인만화
660,무료성인방송
661,무료성인싸이트
662,무료성인엽기
663,무료성인영화
664,무료성인정보
665,무료섹스
666,무료섹스동영상
667,무료섹스사이트
668,무료야설
669,무료포르노
670,무료포르노동영상
671,무삭제원판
672,무전망가
673,무한계정
674,미국포르노
675,미소녀섹스가이드
676,미스누드
677,미스터콘돔
678,미췬년
679,미췬놈
680,미치인
681,미친구녕
682,미친구멍
683,미친넘
684,미친년
685,미친놈
686,미친뇬
687,미친뇸
688,미친뇽
689,미친눔
690,미친늠
691,미친새끼
692,미친쉐이
693,미친쉑
694,미친쉨
695,미친씨부랄
696,미티넘
697,미틴것
698,미틴년
699,미틴놈
700,미틴뇬
701,미틴뇸
702,미틴눔
703,민주화
704,밑구녕
705,밑구녕빨기
706,밑창
707,바보새끼
708,바주카자지
709,박고빼고
710,박고싶
711,박근혜
712,박을께
713,박을년
714,박정희
715,밖에다쌀께
716,발기
717,발정
718,밟아버
719,밤일
720,배갈라
721,배위에싸
722,배위에싸죠
723,백보디
724,백보지
725,버따리자지
726,버어어지
727,버어어지이
728,버어지
729,버어지이
730,버지구녕
731,버지구멍
732,버지냄새
733,버지따먹기
734,버지뚫어
735,버지물
736,버지벌려
737,버지쑤셔
738,버짓물
739,벌려
740,벌릴
741,벌릴여자
742,벗겨보니
743,벼엉신
744,변땅크
745,볍진
746,병쉰
747,병슨
748,병싄
749,병신
750,병신쉐리
751,병신쉐이
752,병신육갑
753,"보,지"
754,보.지
755,보밍
756,보빨러
757,보오지
758,보지
759,보지걸
760,보지구녕
761,보지구멍
762,보지나라
763,보지녀
764,보지년
765,보지뇬
766,보지물
767,보지털
768,보짓년
769,보짓물
770,보짖물
771,보털
772,보혐
773,부들부들
774,부랄
775,부부섹스
776,불알
777,브래지어
778,빙시
779,빙신쉐리
780,빙신쉐이
781,빠가
782,빠구리
783,빠굴이
784,빠큐
785,빡유
786,빡큐
787,빨게해
788,빨어핥어박어
789,빨통
790,빽보지
791,빽자지
792,빽큐
793,뻐큐
794,뻑구
795,뻑뀨
796,뻑유
797,뻑큐
798,뽀르노
799,뽀지
800,뽁유
801,뽁큐
802,뾰큐
803,사이버섹스
804,사타구니
805,삼일한
806,상타취
807,새부
808,색골
809,색광
810,색녀
811,색스
812,색스코리아
813,색쑤
814,색쓰
815,색파트너
816,생퀴
817,샹논
818,서양뽀르노
819,설라디언
820,성감대
821,성경험
822,성과섹스
823,성관계
824,성교
825,성교제
826,성기구
827,성매매
828,성보조기구
829,성섹스
830,성인그리고섹스
831,성인누드
832,성인체위
833,성체위
834,성체험
835,성추행
836,성충동
837,성폭행
838,세븐누드닷컴
839,"섹,스"
840,섹.스
841,섹s
842,섹걸
843,섹무비
844,섹보지
845,섹소리
846,섹수
847,섹슈
848,섹스
849,섹쑤
850,섹쓰
851,섹티쉬
852,섹파트너
853,섹하고
854,섹하자
855,섹하장
856,섹할래
857,속궁합
858,쇅수
859,쇅스
860,쇅쑤
861,쇅쓰
862,쇼걸
863,수간
864,수음
865,숙모보지
866,쉑수
867,쉑스
868,쉑쑤
869,쉑쓰
870,쉡세
871,쉬바
872,쉬발
873,쉬벌
874,쉬부럴
875,쉬불
876,쉬불얼
877,쉬팍
878,쉬팔
879,쉰김치
880,쉽알년
881,쉽알놈
882,쉽알늠
883,슈발
884,스바새키
885,스바쉐리
886,스바쉑캬
887,스시녀
888,스와핑
889,스트립
890,스트립쇼
891,스팽
892,슨상님
893,슨탄절
894,슴가
895,싀바
896,싀발
897,싀팔
898,시발
899,시발년
900,시발놈
901,시발롬
902,시발새끼
903,시발새캬
904,시발세끼
905,시발쉐리
906,시발쉐이
907,시밤
908,시밤바
909,시방새
910,시방새리
911,시벌
912,시불
913,시블
914,시빨년
915,시이발
916,시팍
917,시팍새꺄
918,시팍새끼
919,시팍새캬
920,시팍쉐리
921,시팍쉐이
922,시팔
923,시팔넘
924,시팔년
925,시팔놈
926,시팔새꺄
927,시팔새리
928,시팔쉐리
929,시팔쉐이
930,시펄
931,신음
932,십녀
933,십물
934,십발새끼
935,십발쌔꺄
936,십새
937,십새꺄
938,십새끼
939,십새키
940,십색꺄
941,십색끼
942,십색히
943,십세
944,십세끼
945,십세리
946,십세이
947,십셰리
948,십쉐리
949,십쉐이
950,십쉑히
951,십시끼
952,십쌔꺄
953,십쌔끼
954,십쌔키
955,십쎄끼
956,십씨키
957,십알넘
958,십알년
959,십알놈
960,십알뇬
961,십알늠
962,십지랄
963,십지럴
964,십질
965,십탱구리
966,십탱굴이
967,십탱꾸리
968,십탱이
969,십텡구리
970,십텡굴이
971,십텡꾸리
972,십팔
973,십팔새끼
974,십팔세끼
975,십펄
976,싸가리
977,싸게해줄
978,싸고시포
979,쌍너엄
980,쌍넘
981,쌍녀언
982,쌍년
983,쌍노무
984,쌍놈
985,쌍뇬
986,쌍뇸
987,쌍뇽
988,쌍늠
989,쌔까
990,쌔꺄
991,쌔끼
992,쌔낑
993,쌔캬
994,쌕기
995,쌕끼
996,쌕수
997,쌕스
998,쌕쑤
999,쌕쓰
1000,쌩까냐
1001,쌩까네
1002,쌩까지마
1003,쌩보지쑈
1004,쌩포르노
1005,쌰발
1006,썅넌
1007,썅넘
1008,썅년
1009,썅놈
1010,썅뇬
1011,썅뇸
1012,썅늠
1013,써버럴
1014,쎅
1015,쎅수
1016,쎅스
1017,쎅쑤
1018,쎅쓰
1019,쐑수
1020,쐑스
1021,쐑쑤
1022,쐑쓰
1023,쑤셔
1024,쒝수
1025,쒝스
1026,쒝쑤
1027,쒝쓰
1028,쒸댕
1029,쒸바
1030,쒸발
1031,쒸방
1032,쒸벌
1033,쒸부뎅
1034,쒸부랄
1035,쒸부럴
1036,쒸브뎅
1037,쒸이발
1038,쒸파
1039,쒸팍
1040,쒸팔
1041,쒸펄
1042,쓰바
1043,쓰바새끼
1044,쓰바색캬
1045,쓰바색키
1046,쓰바세꺄
1047,쓰바세끼
1048,쓰바쉐리
1049,쓰바쉑캬
1050,쓰바쌔끼
1051,쓰발
1052,쓰발새꺄
1053,쓰발새끼
1054,쓰발세꺄
1055,쓰발세끼
1056,쓰발쌔꺄
1057,쓰발알
1058,쓰버럴
1059,쓰벌
1060,쓰벌얼
1061,쓰부럴
1062,쓰불
1063,쓰비럴
1064,쓰빌얼
1065,쓰으발
1066,쓰팍
1067,쓰팔
1068,쓰펄
1069,씌팔
1070,씝년
1071,씨댕이
1072,씨뎅
1073,씨뎅이
1074,씨떙이
1075,씨받이
1076,씨발
1077,씨발넘
1078,씨발년
1079,씨발놈
1080,씨발뇬
1081,씨발뇸
1082,씨발뇽
1083,씨발늠
1084,씨발롬
1085,씨발새끼
1086,씨발쉐리
1087,씨방새
1088,씨방세
1089,씨방쉐
1090,씨밸
1091,씨밸넘
1092,씨밸년
1093,씨뱅가리
1094,씨벌
1095,씨벌넘
1096,씨벌년
1097,씨벌놈
1098,씨벌뇬
1099,씨벨
1100,씨볼
1101,씨부랄
1102,씨부랄탱
1103,씨부럴
1104,씨불
1105,씨불년
1106,씨브럴
1107,씨블
1108,씨빡
1109,씨빨
1110,씨뻘
1111,씨알머리
1112,씨양년
1113,씨양놈
1114,씨입년
1115,씨입뇬
1116,씨파
1117,씨팍
1118,씨팍새꺄
1119,씨팍새끼
1120,씨팔
1121,씨팔넘
1122,씨팔년
1123,씨팔뇬
1124,씨팔뇸
1125,씨펄
1126,씹넘
1127,씹녀
1128,씹년
1129,씹놈
1130,씹뇬
1131,씹뇸
1132,씹때꺄
1133,씹때끼
1134,씹물
1135,씹발
1136,씹벌
1137,씹보지
1138,씹보지년
1139,씹부랄
1140,씹뽀지
1141,씹새
1142,씹새꺄
1143,씹새끼
1144,씹새리
1145,씹새이
1146,씹새키
1147,씹색꺄
1148,씹색끼
1149,씹색히
1150,씹선비
1151,씹세끼
1152,씹세이
1153,씹셍아
1154,씹쉐
1155,씹쉐리
1156,씹쉐이
1157,씹쉑
1158,씹쉑캬
1159,씹쉑히
1160,씹시끼
1161,씹쌔꺄
1162,씹쌔끼
1163,씹쌔키
1164,씹썌끼
1165,씹쎄끼
1166,씹씨키
1167,씹알
1168,씹어먹을년
1169,씹어먹을놈
1170,씹지랄
1171,씹지럴
1172,씹질
1173,씹창
1174,씹탱
1175,씹탱구리
1176,씹탱꾸리
1177,씹탱이
1178,씹텡
1179,씹텡꾸리
1180,씹팍쉐리
1181,씹팔
1182,씹팔년
1183,씹팔련
1184,씹팔쉐리
1185,씹팔쌔끼
1186,씹팔썌끼
1187,씹펄
1188,씹풀
1189,씹할
1190,씹할놈
1191,씹헐
1192,아갈창
1193,아구창
1194,아구통
1195,아이템매니아
1196,아이템베이
1197,아탬매냐
1198,아탬베이
1199,아템매냐
1200,아템베이
1201,안에사정
1202,알몸공개
1203,알몸사진
1204,알몸쇼
1205,알보칠
1206,암베충
1207,암캐
1208,암컷
1209,앙망
1210,애널
1211,애무
1212,애미보지
1213,애미자지
1214,애비보지
1215,애비자지
1216,애액
1217,앰창
1218,야게임
1219,야기분좋다
1220,야동
1221,야설
1222,야시
1223,야애니
1224,야오이
1225,야자료
1226,야캠
1227,얨병
1228,얨뵹
1229,얨븅
1230,에로동영상
1231,에로라이브
1232,에로물
1233,에로촬영장
1234,엑엑윽엑
1235,엑윽엑엑
1236,엠병
1237,엠창
1238,엣헴엣헴
1239,염병
1240,염병할
1241,염뵹
1242,엿같
1243,엿먹어
1244,영자
1245,옘병할
1246,오라질
1247,오랄
1248,오럴
1249,오르가
1250,오르가즘
1251,오살할놈
1252,오오미
1253,옷벗
1254,왕보지
1255,왕자지
1256,우덜
1257,우덜식
1258,운영
1259,운영자
1260,운영진
1261,운영팀
1262,운지
1263,원조가카
1264,원조하자
1265,월경
1266,유두
1267,유방
1268,육구자세
1269,육봉
1270,육시랄
1271,육시럴
1272,윤간
1273,윤락
1274,음경
1275,음담패설
1276,음란
1277,음마성전
1278,음모
1279,음박학염
1280,음부
1281,음순
1282,음욕
1283,음탕
1284,음탕한년
1285,이명박
1286,이벤트
1287,이벤트관리자
1288,이벤트담당자
1289,일게이
1290,일베충
1291,일벤져스
1292,입닥쳐
1293,입안사정
1294,자궁
1295,자지
1296,자지털
1297,잘빨아
1298,잠지털
1299,잡년
1300,잡놈
1301,잡뇬
1302,잡뇸
1303,잡늠
1304,저년
1305,저놈
1306,저뇬
1307,전라디언
1308,절라디언
1309,젓가튼쉐이
1310,젓까리
1311,젓빠지게
1312,晶
1313,정액
1314,정욕
1315,젖가슴
1316,젖가튼
1317,젖같은
1318,젖꼭지
1319,젖탱이
1320,젖통
1321,젖퉁
1322,조까는
1323,조까튼
1324,조빱
1325,조털
1326,존만한년
1327,존물
1328,졷물
1329,좀물
1330,좁밥
1331,좁빠라라
1332,좃
1333,좃가튼
1334,좃가튼년
1335,좃가튼놈
1336,좃가튼뇬
1337,좃가튼뇽
1338,좃가튼늠
1339,좃간년
1340,좃같네
1341,좃같은
1342,좃까는
1343,좃까리
1344,좃깟네
1345,좃털
1346,좆
1347,좆가은세끼
1348,좆같은게
1349,좆같은년
1350,좆같은놈
1351,좆같은뇬
1352,좆같은뇸
1353,좆같은늠
1354,좆같은새끼
1355,좆같은색키
1356,좆같은세끼
1357,좆같은쉐리
1358,좆같은쉑캬
1359,좆같은쉑키
1360,좆구멍
1361,좆까
1362,좆까는
1363,좆까라
1364,좆까지마
1365,좆년
1366,좆또
1367,좆만한년
1368,좆만한놈
1369,좆만한뇸
1370,좆만한뇽
1371,좆만한늠
1372,좆만한새끼
1373,좆머거
1374,좆먹어
1375,좆빠라
1376,좆빠러
1377,좆빨아
1378,좆새끼
1379,좆털
1380,좇
1381,좇같네
1382,좇까는
1383,좉까는
1384,좉빨아
1385,좌리웹
1386,좌빨
1387,좌음
1388,좌이버
1389,좌좀
1390,죶가튼
1391,죶같은
1392,주글년
1393,주길년
1394,죽을넘
1395,죽을년
1396,죽을놈
1397,죽을뇬
1398,죽일년
1399,죽일놈
1400,죽일뇬
1401,중력절
1402,쥐랄
1403,쥐럴
1404,쥐뢀
1405,쥐박이
1406,즤랄
1407,즤롤
1408,즤뢀
1409,지랄
1410,지럴
1411,지롤
1412,지뢀
1413,지엠
1414,진철이
1415,질세정
1416,질수축
1417,질알
1418,질질싸
1419,질할
1420,짜지
1421,짬지
1422,짭년
1423,짭놈
1424,짭뇬
1425,짱깨
1426,쩔뚜기
1427,쫍밥
1428,쯰랄
1429,찌랄
1430,찌릉찌릉
1431,차용어
1432,창남
1433,창녀
1434,창년
1435,창뇬
1436,창질
1437,챵녀
1438,챵년
1439,챵뇬
1440,처녀막
1441,천베
1442,凸
1443,첫경험
1444,청산가리
1445,체모
1446,체위
1447,쳐죽
1448,최음제
1449,카섹스
1450,캐쉬판매
1451,캐쉬팜
1452,캐시판매
1453,코카인
1454,콘필
1455,콜걸
1456,콩까
1457,큰년
1458,큰보지
1459,큰자지
1460,클리토리스
1461,키스방
1462,테스트
1463,통궈
1464,통베
1465,통베충
1466,통탄절
1467,패니스
1468,패티쉬
1469,팰라치오
1470,퍽유
1471,퍽큐
1472,페니스
1473,페로몬
1474,페미돔
1475,페팅
1476,평타취
1477,포경
1478,포르노
1479,폰녀구함
1480,폰섹스
1481,폰팅
1482,풀발기
1483,풋잡
1484,피떡갈비
1485,피임
1486,필로폰
1487,핑보
1488,하고픈녀
1489,하라보지
1490,하타취
1491,한번꽂자
1492,한번주께
1493,한번줄래
1494,함대주까
1495,함주까
1496,항문
1497,핵슨상
1498,핵펭귄
1499,허쩝쌔끼
1500,헤로인
1501,현거래
1502,현금
1503,현금게임
1504,현금최대
1505,현금충전
1506,호로새꺄
1507,호로새끼
1508,호로새리
1509,호로새캬
1510,호로쉐리
1511,호로쉐캬
1512,호로시끼
1513,호로쌔꺄
1514,호로썌꺄
1515,호로자슥
1516,호로자식
1517,호스티스
1518,혼숙
1519,혼음
1520,홍보
1521,홍어분탕
1522,홍오쉐리
1523,홍통일체
1524,화냥
1525,화냥년
1526,확찢어
1527,후라려
1528,후레자식
1529,후리자
1530,후배위
1531,후장
1532,훌창
1533,흥분
1534,희재갑
1535,히로뽕
1536,10새
1537,10색
1538,10섹
1539,10쉑
1540,10창
1541,10챵
1542,10팍
1543,10팔
1544,10펄
1545,10할
1546,18뇬
1547,18새
1548,18색
1549,18색끼
1550,18샹놈
1551,18샹늠
1552,18쉐키
1553,1o새
1554,1o새끼
1555,1o세
1556,1o세끼
1557,4kkasi
1558,4까시
1559,byuntae
1560,c8
1561,ccibal
1562,ccipal
1563,ccival
1564,cibal
1565,cipal
1566,cival
1567,Cybercrime
1568,c부랄
1569,gotdamn
1570,ho로쉐끼
1571,jamji
1572,ja위
1573,ji랄
1574,kissmyass
1575,pennis
1576,pervert
1577,phonesex
1578,playbog
1579,playbozi
1580,pleybog
1581,pleyboy
1582,porner
1583,pthc
1584,sibal
1585,sipal
1586,siutty
1587,sival
1588,si팔
1589,slutty
1590,ssibbal
1591,ssival
1592,suck
1593,sucks
1594,yamad
1595,zasal
1596,ㄱㅅㄷ
1597,개논
1598,개뇽
1599,개늠아
1600,개병신
1601,개뵹신
1602,개생퀴
1603,개쇄
1604,개쉬바
1605,개쉬발
1606,개쉬벌
1607,개시끼
1608,개시바
1609,개시발
1610,개십
1611,개쌍뇬
1612,개쌕기
1613,개썌끼
1614,개쎄끼야
1615,개쓉
1616,개쓰레기잡놈
1617,개씁
1618,개씨바
1619,개씨뻘
1620,개씹세
1621,개자석
1622,개자쉭
1623,개자씩
1624,개자쥐
1625,개젗
1626,개좃
1627,개좇
1628,개죷
1629,개호러
1630,거기나빨아랑
1631,게눔
1632,게늠
1633,게늠아
1634,게보쥐
1635,게새기
1636,게섹
1637,게쉬키
1638,게쎄기
1639,게쎄끼
1640,게자쉭
1641,게자슥
1642,게자식
1643,게자쥐
1644,게지뢀
1645,계색갸
1646,계세키
1647,고무현
1648,궤색
1649,궤섹
1650,궤시끼
1651,궤자지
1652,꼴리다
1653,ㄴㅁ
1654,내미랄
1655,너거어마이
1656,너그어미
1657,뉘귀미
1658,뉘긔미
1659,뉘기뮈
1660,뉘기미
1661,뉘김
1662,뉘뮈
1663,뉘미
1664,뉘미룰
1665,뉘미쉬벌
1666,뉘이미
1667,뉭기리
1668,느그애미
1669,느그애비
1670,느그엄마
1671,느그에미
1672,느그에비
1673,늬긔믜
1674,늬긔미
1675,늬기뮈
1676,늬기미
1677,늬믜
1678,늬미
1679,늬음마
1680,닁기미
1681,닁김
1682,니귀뮈
1683,니그으미
1684,니긔미
1685,니기뮈
1686,니기믜
1687,니매랄
1688,니매럴
1689,니머럴
1690,니뭬랄
1691,니뭬럴
1692,니뮈
1693,니뮈쒸발
1694,니미밑구녕
1695,니미쉬벌
1696,니미쒸발
1697,니미쒸블
1698,니미좃
1699,니밀할
1700,니보지구멍
1701,니뽕좃이다
1702,니어미배째
1703,니엄마
1704,니에비
1705,니이미
1706,니자지
1707,니조개
1708,니조게
1709,니조지다
1710,니좃대로
1711,니죠때
1712,님이럴
1713,닝기리
1714,닝기미
1715,닝기미씹
1716,닝기미좃
1717,다무러라
1718,닥대가리
1719,닥대갈
1720,닥대구빡
1721,닭대가리
1722,닭대갈
1723,닭데갈
1724,닭뒈가리
1725,닭쳐
1726,닳은년
1727,대가뤼
1728,대저라
1729,대져
1730,대줄께
1731,대줄년
1732,대질래
1733,대질레
1734,댁빠리
1735,덩쉰
1736,덩신
1737,데가뤼
1738,데가리
1739,데갈
1740,데갈텅
1741,데갈통
1742,데구빡
1743,데저라
1744,데져라
1745,데질레
1746,돈새끼
1747,돌겡이
1748,돌마니
1749,돼가리
1750,되질래
1751,뒈가리
1752,뒈져
1753,뒈져라
1754,뒈진다
1755,뒈질
1756,뒈질래
1757,뒈질레
1758,뒤싸질놈
1759,뒤여질놈
1760,뒤저라
1761,뒤져
1762,뒤짐
1763,드러운뇬
1764,등쉰
1765,등시
1766,듸랄
1767,듸져
1768,디랄
1769,디람
