Difficulty,Level,Exp_C,Exp_B,Exp_A,Exp_S,Exp_SS,Exp_SSS,Adena_C,Adena_B,Adena_A,Adena_S,Adena_SS,Adena_SSS
Easy,77,770,780,790,800,810,820,830,840,850,860,870,880
Easy,78,780,790,800,810,820,830,840,850,860,870,880,890
Easy,79,790,800,810,820,830,840,850,860,870,880,890,900
Easy,80,800,810,820,830,840,850,860,870,880,890,900,910
Easy,81,810,820,830,840,850,860,870,880,890,900,910,920
Easy,82,820,830,840,850,860,870,880,890,900,910,920,930
Easy,83,830,840,850,860,870,880,890,900,910,920,930,940
Easy,84,840,850,860,870,880,890,900,910,920,930,940,950
Easy,85,850,860,870,880,890,900,910,920,930,940,950,960
Easy,86,860,870,880,890,900,910,920,930,940,950,960,970
Easy,87,870,880,890,900,910,920,930,940,950,960,970,980
Easy,88,880,890,900,910,920,930,940,950,960,970,980,990
Easy,89,890,900,910,920,930,940,950,960,970,980,990,1000
Easy,90,900,910,920,930,940,950,960,970,980,990,1000,1010
Easy,91,910,920,930,940,950,960,970,980,990,1000,1010,1020
Easy,92,920,930,940,950,960,970,980,990,1000,1010,1020,1030
Easy,93,930,940,950,960,970,980,990,1000,1010,1020,1030,1040
Easy,94,940,950,960,970,980,990,1000,1010,1020,1030,1040,1050
Easy,95,950,960,970,980,990,1000,1010,1020,1030,1040,1050,1060
Easy,96,960,970,980,990,1000,1010,1020,1030,1040,1050,1060,1070
Easy,97,970,980,990,1000,1010,1020,1030,1040,1050,1060,1070,1080
Easy,98,980,990,1000,1010,1020,1030,1040,1050,1060,1070,1080,1090
Easy,99,990,1000,1010,1020,1030,1040,1050,1060,1070,1080,1090,1100
Easy,100,1000,1010,1020,1030,1040,1050,1060,1070,1080,1090,1100,1110
Easy,101,1010,1020,1030,1040,1050,1060,1070,1080,1090,1100,1110,1120
Easy,102,1020,1030,1040,1050,1060,1070,1080,1090,1100,1110,1120,1130
Easy,103,1030,1040,1050,1060,1070,1080,1090,1100,1110,1120,1130,1140
Easy,104,1040,1050,1060,1070,1080,1090,1100,1110,1120,1130,1140,1150
Easy,105,1050,1060,1070,1080,1090,1100,1110,1120,1130,1140,1150,1160
Easy,106,1060,1070,1080,1090,1100,1110,1120,1130,1140,1150,1160,1170
Easy,107,1070,1080,1090,1100,1110,1120,1130,1140,1150,1160,1170,1180
Easy,108,1080,1090,1100,1110,1120,1130,1140,1150,1160,1170,1180,1190
Easy,109,1090,1100,1110,1120,1130,1140,1150,1160,1170,1180,1190,1200
Easy,110,1100,1110,1120,1130,1140,1150,1160,1170,1180,1190,1200,1210
Easy,111,1110,1120,1130,1140,1150,1160,1170,1180,1190,1200,1210,1220
Easy,112,1120,1130,1140,1150,1160,1170,1180,1190,1200,1210,1220,1230
Easy,113,1130,1140,1150,1160,1170,1180,1190,1200,1210,1220,1230,1240
Easy,114,1140,1150,1160,1170,1180,1190,1200,1210,1220,1230,1240,1250
Easy,115,1150,1160,1170,1180,1190,1200,1210,1220,1230,1240,1250,1260
Easy,116,1160,1170,1180,1190,1200,1210,1220,1230,1240,1250,1260,1270
Easy,117,1170,1180,1190,1200,1210,1220,1230,1240,1250,1260,1270,1280
Easy,118,1180,1190,1200,1210,1220,1230,1240,1250,1260,1270,1280,1290
Easy,119,1190,1200,1210,1220,1230,1240,1250,1260,1270,1280,1290,1300
Easy,120,1200,1210,1220,1230,1240,1250,1260,1270,1280,1290,1300,1310
Easy,121,1210,1220,1230,1240,1250,1260,1270,1280,1290,1300,1310,1320
Easy,122,1220,1230,1240,1250,1260,1270,1280,1290,1300,1310,1320,1330
Easy,123,1230,1240,1250,1260,1270,1280,1290,1300,1310,1320,1330,1340
Easy,124,1240,1250,1260,1270,1280,1290,1300,1310,1320,1330,1340,1350
Easy,125,1250,1260,1270,1280,1290,1300,1310,1320,1330,1340,1350,1360
Easy,126,1260,1270,1280,1290,1300,1310,1320,1330,1340,1350,1360,1370
Easy,127,1270,1280,1290,1300,1310,1320,1330,1340,1350,1360,1370,1380
Easy,128,1280,1290,1300,1310,1320,1330,1340,1350,1360,1370,1380,1390
Easy,129,1290,1300,1310,1320,1330,1340,1350,1360,1370,1380,1390,1400
Easy,130,1300,1310,1320,1330,1340,1350,1360,1370,1380,1390,1400,1410
Easy,131,1310,1320,1330,1340,1350,1360,1370,1380,1390,1400,1410,1420
Easy,132,1320,1330,1340,1350,1360,1370,1380,1390,1400,1410,1420,1430
Easy,133,1330,1340,1350,1360,1370,1380,1390,1400,1410,1420,1430,1440
Easy,134,1340,1350,1360,1370,1380,1390,1400,1410,1420,1430,1440,1450
Easy,135,1350,1360,1370,1380,1390,1400,1410,1420,1430,1440,1450,1460
Easy,136,1360,1370,1380,1390,1400,1410,1420,1430,1440,1450,1460,1470
Easy,137,1370,1380,1390,1400,1410,1420,1430,1440,1450,1460,1470,1480
Easy,138,1380,1390,1400,1410,1420,1430,1440,1450,1460,1470,1480,1490
Easy,139,1390,1400,1410,1420,1430,1440,1450,1460,1470,1480,1490,1500
Easy,140,1400,1410,1420,1430,1440,1450,1460,1470,1480,1490,1500,1510
Easy,141,1410,1420,1430,1440,1450,1460,1470,1480,1490,1500,1510,1520
Easy,142,1420,1430,1440,1450,1460,1470,1480,1490,1500,1510,1520,1530
Easy,143,1430,1440,1450,1460,1470,1480,1490,1500,1510,1520,1530,1540
Easy,144,1440,1450,1460,1470,1480,1490,1500,1510,1520,1530,1540,1550
Easy,145,1450,1460,1470,1480,1490,1500,1510,1520,1530,1540,1550,1560
Easy,146,1460,1470,1480,1490,1500,1510,1520,1530,1540,1550,1560,1570
Easy,147,1470,1480,1490,1500,1510,1520,1530,1540,1550,1560,1570,1580
Easy,148,1480,1490,1500,1510,1520,1530,1540,1550,1560,1570,1580,1590
Easy,149,1490,1500,1510,1520,1530,1540,1550,1560,1570,1580,1590,1600
Easy,150,1500,1510,1520,1530,1540,1550,1560,1570,1580,1590,1600,1610
Easy,151,1510,1520,1530,1540,1550,1560,1570,1580,1590,1600,1610,1620
Easy,152,1520,1530,1540,1550,1560,1570,1580,1590,1600,1610,1620,1630
Easy,153,1530,1540,1550,1560,1570,1580,1590,1600,1610,1620,1630,1640
Easy,154,1540,1550,1560,1570,1580,1590,1600,1610,1620,1630,1640,1650
Easy,155,1550,1560,1570,1580,1590,1600,1610,1620,1630,1640,1650,1660
Easy,156,1560,1570,1580,1590,1600,1610,1620,1630,1640,1650,1660,1670
Easy,157,1570,1580,1590,1600,1610,1620,1630,1640,1650,1660,1670,1680
Easy,158,1580,1590,1600,1610,1620,1630,1640,1650,1660,1670,1680,1690
Easy,159,1590,1600,1610,1620,1630,1640,1650,1660,1670,1680,1690,1700
Easy,160,1600,1610,1620,1630,1640,1650,1660,1670,1680,1690,1700,1710
Easy,161,1610,1620,1630,1640,1650,1660,1670,1680,1690,1700,1710,1720
Easy,162,1620,1630,1640,1650,1660,1670,1680,1690,1700,1710,1720,1730
Easy,163,1630,1640,1650,1660,1670,1680,1690,1700,1710,1720,1730,1740
Easy,164,1640,1650,1660,1670,1680,1690,1700,1710,1720,1730,1740,1750
Easy,165,1650,1660,1670,1680,1690,1700,1710,1720,1730,1740,1750,1760
Easy,166,1660,1670,1680,1690,1700,1710,1720,1730,1740,1750,1760,1770
Easy,167,1670,1680,1690,1700,1710,1720,1730,1740,1750,1760,1770,1780
Easy,168,1680,1690,1700,1710,1720,1730,1740,1750,1760,1770,1780,1790
Easy,169,1690,1700,1710,1720,1730,1740,1750,1760,1770,1780,1790,1800
Easy,170,1700,1710,1720,1730,1740,1750,1760,1770,1780,1790,1800,1810
Easy,171,1710,1720,1730,1740,1750,1760,1770,1780,1790,1800,1810,1820
Easy,172,1720,1730,1740,1750,1760,1770,1780,1790,1800,1810,1820,1830
Easy,173,1730,1740,1750,1760,1770,1780,1790,1800,1810,1820,1830,1840
Easy,174,1740,1750,1760,1770,1780,1790,1800,1810,1820,1830,1840,1850
Easy,175,1750,1760,1770,1780,1790,1800,1810,1820,1830,1840,1850,1860
Easy,176,1760,1770,1780,1790,1800,1810,1820,1830,1840,1850,1860,1870
Easy,177,1770,1780,1790,1800,1810,1820,1830,1840,1850,1860,1870,1880
Easy,178,1780,1790,1800,1810,1820,1830,1840,1850,1860,1870,1880,1890
Easy,179,1790,1800,1810,1820,1830,1840,1850,1860,1870,1880,1890,1900
Easy,180,1800,1810,1820,1830,1840,1850,1860,1870,1880,1890,1900,1910
Easy,181,1810,1820,1830,1840,1850,1860,1870,1880,1890,1900,1910,1920
Easy,182,1820,1830,1840,1850,1860,1870,1880,1890,1900,1910,1920,1930
Easy,183,1830,1840,1850,1860,1870,1880,1890,1900,1910,1920,1930,1940
Easy,184,1840,1850,1860,1870,1880,1890,1900,1910,1920,1930,1940,1950
Easy,185,1850,1860,1870,1880,1890,1900,1910,1920,1930,1940,1950,1960
Easy,186,1860,1870,1880,1890,1900,1910,1920,1930,1940,1950,1960,1970
Easy,187,1870,1880,1890,1900,1910,1920,1930,1940,1950,1960,1970,1980
Easy,188,1880,1890,1900,1910,1920,1930,1940,1950,1960,1970,1980,1990
Easy,189,1890,1900,1910,1920,1930,1940,1950,1960,1970,1980,1990,2000
Easy,190,1900,1910,1920,1930,1940,1950,1960,1970,1980,1990,2000,2010
Easy,191,1910,1920,1930,1940,1950,1960,1970,1980,1990,2000,2010,2020
Easy,192,1920,1930,1940,1950,1960,1970,1980,1990,2000,2010,2020,2030
Easy,193,1930,1940,1950,1960,1970,1980,1990,2000,2010,2020,2030,2040
Easy,194,1940,1950,1960,1970,1980,1990,2000,2010,2020,2030,2040,2050
Easy,195,1950,1960,1970,1980,1990,2000,2010,2020,2030,2040,2050,2060
Easy,196,1960,1970,1980,1990,2000,2010,2020,2030,2040,2050,2060,2070
Easy,197,1970,1980,1990,2000,2010,2020,2030,2040,2050,2060,2070,2080
Easy,198,1980,1990,2000,2010,2020,2030,2040,2050,2060,2070,2080,2090
Easy,199,1990,2000,2010,2020,2030,2040,2050,2060,2070,2080,2090,2100
Easy,200,2000,2010,2020,2030,2040,2050,2060,2070,2080,2090,2100,2110
Easy,201,2010,2020,2030,2040,2050,2060,2070,2080,2090,2100,2110,2120
Easy,202,2020,2030,2040,2050,2060,2070,2080,2090,2100,2110,2120,2130
Easy,203,2030,2040,2050,2060,2070,2080,2090,2100,2110,2120,2130,2140
Easy,204,2040,2050,2060,2070,2080,2090,2100,2110,2120,2130,2140,2150
Easy,205,2050,2060,2070,2080,2090,2100,2110,2120,2130,2140,2150,2160
Easy,206,2060,2070,2080,2090,2100,2110,2120,2130,2140,2150,2160,2170
Easy,207,2070,2080,2090,2100,2110,2120,2130,2140,2150,2160,2170,2180
Easy,208,2080,2090,2100,2110,2120,2130,2140,2150,2160,2170,2180,2190
Easy,209,2090,2100,2110,2120,2130,2140,2150,2160,2170,2180,2190,2200
Easy,210,2100,2110,2120,2130,2140,2150,2160,2170,2180,2190,2200,2210
Easy,211,2110,2120,2130,2140,2150,2160,2170,2180,2190,2200,2210,2220
Easy,212,2120,2130,2140,2150,2160,2170,2180,2190,2200,2210,2220,2230
Easy,213,2130,2140,2150,2160,2170,2180,2190,2200,2210,2220,2230,2240
Easy,214,2140,2150,2160,2170,2180,2190,2200,2210,2220,2230,2240,2250
Easy,215,2150,2160,2170,2180,2190,2200,2210,2220,2230,2240,2250,2260
Easy,216,2160,2170,2180,2190,2200,2210,2220,2230,2240,2250,2260,2270
Easy,217,2170,2180,2190,2200,2210,2220,2230,2240,2250,2260,2270,2280
Easy,218,2180,2190,2200,2210,2220,2230,2240,2250,2260,2270,2280,2290
Easy,219,2190,2200,2210,2220,2230,2240,2250,2260,2270,2280,2290,2300
Easy,220,2200,2210,2220,2230,2240,2250,2260,2270,2280,2290,2300,2310
Easy,221,2210,2220,2230,2240,2250,2260,2270,2280,2290,2300,2310,2320
Easy,222,2220,2230,2240,2250,2260,2270,2280,2290,2300,2310,2320,2330
Easy,223,2230,2240,2250,2260,2270,2280,2290,2300,2310,2320,2330,2340
Easy,224,2240,2250,2260,2270,2280,2290,2300,2310,2320,2330,2340,2350
Easy,225,2250,2260,2270,2280,2290,2300,2310,2320,2330,2340,2350,2360
Easy,226,2260,2270,2280,2290,2300,2310,2320,2330,2340,2350,2360,2370
Easy,227,2270,2280,2290,2300,2310,2320,2330,2340,2350,2360,2370,2380
Easy,228,2280,2290,2300,2310,2320,2330,2340,2350,2360,2370,2380,2390
Easy,229,2290,2300,2310,2320,2330,2340,2350,2360,2370,2380,2390,2400
Easy,230,2300,2310,2320,2330,2340,2350,2360,2370,2380,2390,2400,2410
Easy,231,2310,2320,2330,2340,2350,2360,2370,2380,2390,2400,2410,2420
Easy,232,2320,2330,2340,2350,2360,2370,2380,2390,2400,2410,2420,2430
Easy,233,2330,2340,2350,2360,2370,2380,2390,2400,2410,2420,2430,2440
Easy,234,2340,2350,2360,2370,2380,2390,2400,2410,2420,2430,2440,2450
Easy,235,2350,2360,2370,2380,2390,2400,2410,2420,2430,2440,2450,2460
Easy,236,2360,2370,2380,2390,2400,2410,2420,2430,2440,2450,2460,2470
Easy,237,2370,2380,2390,2400,2410,2420,2430,2440,2450,2460,2470,2480
Easy,238,2380,2390,2400,2410,2420,2430,2440,2450,2460,2470,2480,2490
Easy,239,2390,2400,2410,2420,2430,2440,2450,2460,2470,2480,2490,2500
Easy,240,2400,2410,2420,2430,2440,2450,2460,2470,2480,2490,2500,2510
Easy,241,2410,2420,2430,2440,2450,2460,2470,2480,2490,2500,2510,2520
Easy,242,2420,2430,2440,2450,2460,2470,2480,2490,2500,2510,2520,2530
Easy,243,2430,2440,2450,2460,2470,2480,2490,2500,2510,2520,2530,2540
Easy,244,2440,2450,2460,2470,2480,2490,2500,2510,2520,2530,2540,2550
Easy,245,2450,2460,2470,2480,2490,2500,2510,2520,2530,2540,2550,2560
Easy,246,2460,2470,2480,2490,2500,2510,2520,2530,2540,2550,2560,2570
Easy,247,2470,2480,2490,2500,2510,2520,2530,2540,2550,2560,2570,2580
Easy,248,2480,2490,2500,2510,2520,2530,2540,2550,2560,2570,2580,2590
Easy,249,2490,2500,2510,2520,2530,2540,2550,2560,2570,2580,2590,2600
Easy,250,2500,2510,2520,2530,2540,2550,2560,2570,2580,2590,2600,2610
Easy,251,2510,2520,2530,2540,2550,2560,2570,2580,2590,2600,2610,2620
Easy,252,2520,2530,2540,2550,2560,2570,2580,2590,2600,2610,2620,2630
Easy,253,2530,2540,2550,2560,2570,2580,2590,2600,2610,2620,2630,2640
Easy,254,2540,2550,2560,2570,2580,2590,2600,2610,2620,2630,2640,2650
Easy,255,2550,2560,2570,2580,2590,2600,2610,2620,2630,2640,2650,2660
Easy,256,2560,2570,2580,2590,2600,2610,2620,2630,2640,2650,2660,2670
Easy,257,2570,2580,2590,2600,2610,2620,2630,2640,2650,2660,2670,2680
Easy,258,2580,2590,2600,2610,2620,2630,2640,2650,2660,2670,2680,2690
Easy,259,2590,2600,2610,2620,2630,2640,2650,2660,2670,2680,2690,2700
Easy,260,2600,2610,2620,2630,2640,2650,2660,2670,2680,2690,2700,2710
Easy,261,2610,2620,2630,2640,2650,2660,2670,2680,2690,2700,2710,2720
Easy,262,2620,2630,2640,2650,2660,2670,2680,2690,2700,2710,2720,2730
Easy,263,2630,2640,2650,2660,2670,2680,2690,2700,2710,2720,2730,2740
Easy,264,2640,2650,2660,2670,2680,2690,2700,2710,2720,2730,2740,2750
Easy,265,2650,2660,2670,2680,2690,2700,2710,2720,2730,2740,2750,2760
Easy,266,2660,2670,2680,2690,2700,2710,2720,2730,2740,2750,2760,2770
Easy,267,2670,2680,2690,2700,2710,2720,2730,2740,2750,2760,2770,2780
Easy,268,2680,2690,2700,2710,2720,2730,2740,2750,2760,2770,2780,2790
Easy,269,2690,2700,2710,2720,2730,2740,2750,2760,2770,2780,2790,2800
Easy,270,2700,2710,2720,2730,2740,2750,2760,2770,2780,2790,2800,2810
Easy,271,2710,2720,2730,2740,2750,2760,2770,2780,2790,2800,2810,2820
Easy,272,2720,2730,2740,2750,2760,2770,2780,2790,2800,2810,2820,2830
Easy,273,2730,2740,2750,2760,2770,2780,2790,2800,2810,2820,2830,2840
Easy,274,2740,2750,2760,2770,2780,2790,2800,2810,2820,2830,2840,2850
Easy,275,2750,2760,2770,2780,2790,2800,2810,2820,2830,2840,2850,2860
Easy,276,2760,2770,2780,2790,2800,2810,2820,2830,2840,2850,2860,2870
Easy,277,2770,2780,2790,2800,2810,2820,2830,2840,2850,2860,2870,2880
Easy,278,2780,2790,2800,2810,2820,2830,2840,2850,2860,2870,2880,2890
Easy,279,2790,2800,2810,2820,2830,2840,2850,2860,2870,2880,2890,2900
Easy,280,2800,2810,2820,2830,2840,2850,2860,2870,2880,2890,2900,2910
Easy,281,2810,2820,2830,2840,2850,2860,2870,2880,2890,2900,2910,2920
Easy,282,2820,2830,2840,2850,2860,2870,2880,2890,2900,2910,2920,2930
Easy,283,2830,2840,2850,2860,2870,2880,2890,2900,2910,2920,2930,2940
Easy,284,2840,2850,2860,2870,2880,2890,2900,2910,2920,2930,2940,2950
Easy,285,2850,2860,2870,2880,2890,2900,2910,2920,2930,2940,2950,2960
Easy,286,2860,2870,2880,2890,2900,2910,2920,2930,2940,2950,2960,2970
Easy,287,2870,2880,2890,2900,2910,2920,2930,2940,2950,2960,2970,2980
Easy,288,2880,2890,2900,2910,2920,2930,2940,2950,2960,2970,2980,2990
Easy,289,2890,2900,2910,2920,2930,2940,2950,2960,2970,2980,2990,3000
Easy,290,2900,2910,2920,2930,2940,2950,2960,2970,2980,2990,3000,3010
Easy,291,2910,2920,2930,2940,2950,2960,2970,2980,2990,3000,3010,3020
Easy,292,2920,2930,2940,2950,2960,2970,2980,2990,3000,3010,3020,3030
Easy,293,2930,2940,2950,2960,2970,2980,2990,3000,3010,3020,3030,3040
Easy,294,2940,2950,2960,2970,2980,2990,3000,3010,3020,3030,3040,3050
Easy,295,2950,2960,2970,2980,2990,3000,3010,3020,3030,3040,3050,3060
Easy,296,2960,2970,2980,2990,3000,3010,3020,3030,3040,3050,3060,3070
Easy,297,2970,2980,2990,3000,3010,3020,3030,3040,3050,3060,3070,3080
Easy,298,2980,2990,3000,3010,3020,3030,3040,3050,3060,3070,3080,3090
Easy,299,2990,3000,3010,3020,3030,3040,3050,3060,3070,3080,3090,3100
Easy,300,3000,3010,3020,3030,3040,3050,3060,3070,3080,3090,3100,3110
Easy,301,3010,3020,3030,3040,3050,3060,3070,3080,3090,3100,3110,3120
Easy,302,3020,3030,3040,3050,3060,3070,3080,3090,3100,3110,3120,3130
Easy,303,3030,3040,3050,3060,3070,3080,3090,3100,3110,3120,3130,3140
Easy,304,3040,3050,3060,3070,3080,3090,3100,3110,3120,3130,3140,3150
Easy,305,3050,3060,3070,3080,3090,3100,3110,3120,3130,3140,3150,3160
Easy,306,3060,3070,3080,3090,3100,3110,3120,3130,3140,3150,3160,3170
Easy,307,3070,3080,3090,3100,3110,3120,3130,3140,3150,3160,3170,3180
Easy,308,3080,3090,3100,3110,3120,3130,3140,3150,3160,3170,3180,3190
Easy,309,3090,3100,3110,3120,3130,3140,3150,3160,3170,3180,3190,3200
Easy,310,3100,3110,3120,3130,3140,3150,3160,3170,3180,3190,3200,3210
Easy,311,3110,3120,3130,3140,3150,3160,3170,3180,3190,3200,3210,3220
Easy,312,3120,3130,3140,3150,3160,3170,3180,3190,3200,3210,3220,3230
Easy,313,3130,3140,3150,3160,3170,3180,3190,3200,3210,3220,3230,3240
Easy,314,3140,3150,3160,3170,3180,3190,3200,3210,3220,3230,3240,3250
Easy,315,3150,3160,3170,3180,3190,3200,3210,3220,3230,3240,3250,3260
Easy,316,3160,3170,3180,3190,3200,3210,3220,3230,3240,3250,3260,3270
Easy,317,3170,3180,3190,3200,3210,3220,3230,3240,3250,3260,3270,3280
Easy,318,3180,3190,3200,3210,3220,3230,3240,3250,3260,3270,3280,3290
Easy,319,3190,3200,3210,3220,3230,3240,3250,3260,3270,3280,3290,3300
Easy,320,3200,3210,3220,3230,3240,3250,3260,3270,3280,3290,3300,3310
Easy,321,3210,3220,3230,3240,3250,3260,3270,3280,3290,3300,3310,3320
Easy,322,3220,3230,3240,3250,3260,3270,3280,3290,3300,3310,3320,3330
Easy,323,3230,3240,3250,3260,3270,3280,3290,3300,3310,3320,3330,3340
Easy,324,3240,3250,3260,3270,3280,3290,3300,3310,3320,3330,3340,3350
Easy,325,3250,3260,3270,3280,3290,3300,3310,3320,3330,3340,3350,3360
Easy,326,3260,3270,3280,3290,3300,3310,3320,3330,3340,3350,3360,3370
Easy,327,3270,3280,3290,3300,3310,3320,3330,3340,3350,3360,3370,3380
Easy,328,3280,3290,3300,3310,3320,3330,3340,3350,3360,3370,3380,3390
Easy,329,3290,3300,3310,3320,3330,3340,3350,3360,3370,3380,3390,3400
Easy,330,3300,3310,3320,3330,3340,3350,3360,3370,3380,3390,3400,3410
Easy,331,3310,3320,3330,3340,3350,3360,3370,3380,3390,3400,3410,3420
Easy,332,3320,3330,3340,3350,3360,3370,3380,3390,3400,3410,3420,3430
Easy,333,3330,3340,3350,3360,3370,3380,3390,3400,3410,3420,3430,3440
Easy,334,3340,3350,3360,3370,3380,3390,3400,3410,3420,3430,3440,3450
Easy,335,3350,3360,3370,3380,3390,3400,3410,3420,3430,3440,3450,3460
Easy,336,3360,3370,3380,3390,3400,3410,3420,3430,3440,3450,3460,3470
Easy,337,3370,3380,3390,3400,3410,3420,3430,3440,3450,3460,3470,3480
Easy,338,3380,3390,3400,3410,3420,3430,3440,3450,3460,3470,3480,3490
Easy,339,3390,3400,3410,3420,3430,3440,3450,3460,3470,3480,3490,3500
Easy,340,3400,3410,3420,3430,3440,3450,3460,3470,3480,3490,3500,3510
Easy,341,3410,3420,3430,3440,3450,3460,3470,3480,3490,3500,3510,3520
Easy,342,3420,3430,3440,3450,3460,3470,3480,3490,3500,3510,3520,3530
Easy,343,3430,3440,3450,3460,3470,3480,3490,3500,3510,3520,3530,3540
Easy,344,3440,3450,3460,3470,3480,3490,3500,3510,3520,3530,3540,3550
Easy,345,3450,3460,3470,3480,3490,3500,3510,3520,3530,3540,3550,3560
Easy,346,3460,3470,3480,3490,3500,3510,3520,3530,3540,3550,3560,3570
Easy,347,3470,3480,3490,3500,3510,3520,3530,3540,3550,3560,3570,3580
Easy,348,3480,3490,3500,3510,3520,3530,3540,3550,3560,3570,3580,3590
Easy,349,3490,3500,3510,3520,3530,3540,3550,3560,3570,3580,3590,3600
Easy,350,3500,3510,3520,3530,3540,3550,3560,3570,3580,3590,3600,3610
Easy,351,3510,3520,3530,3540,3550,3560,3570,3580,3590,3600,3610,3620
Easy,352,3520,3530,3540,3550,3560,3570,3580,3590,3600,3610,3620,3630
Easy,353,3530,3540,3550,3560,3570,3580,3590,3600,3610,3620,3630,3640
Easy,354,3540,3550,3560,3570,3580,3590,3600,3610,3620,3630,3640,3650
Easy,355,3550,3560,3570,3580,3590,3600,3610,3620,3630,3640,3650,3660
