Id,GroupId,NameKey,PortraitTexture,MessageKey,Duration,Delay,Sound,GuideOnly,Type
45,14,0,,122000000045,2.803,0,,0,Max
46,14,0,,122000000046,2.156,0.359,,0,Max
47,14,0,,122000000047,2.299,0,,0,Max
48,15,0,,122000000048,1.404,0,,0,Max
49,15,0,,122000000049,1.116,0.36,,0,Max
50,15,0,,122000000050,1.944,0.756,,0,Max
51,15,0,,122000000051,0.4,0.32,,0,Max
52,15,0,,122000000052,3.096,1.152,,0,Max
53,15,0,,122000000053,3.204,1.188,,0,Max
54,15,0,,122000000054,3.095,0,,0,Max
55,16,0,,122000000055,2.994,0,,0,Max
56,16,0,,122000000056,0.918,6.667,,0,Max
57,17,0,,122000000057,1.7,7.5,,0,Max
58,17,0,,122000000058,1.4,0,,0,Max
59,17,0,,122000000059,1.9,0.4,,0,Max
60,18,0,,122000000060,1.734,9.149,,0,Max
61,18,0,,122000000061,3.11,0.717,,0,Max
62,18,0,,122000000062,2.153,0.06,,0,Max
63,18,0,,122000000063,2.033,4.126,,0,Max
64,20,0,,122000000064,3.996,0,,0,Max
65,21,0,,122000000065,1.389,0.91,,0,Max
66,22,0,,122000000066,3.356,0.427,,0,Max
67,22,0,,122000000067,1.892,0.915,,0,Max
68,22,0,,122000000068,1.038,2.013,,0,Max
69,22,0,,122000000069,1.159,0.549,,0,Max
70,22,0,,122000000070,5.004,0.427,,0,Max
71,22,0,,122000000071,3.356,0.305,,0,Max
72,22,0,,122000000072,2.319,0.488,,0,Max
73,22,0,,122000000073,2.685,0.854,,0,Max
74,22,0,,122000000074,0.671,1.037,,0,Max
75,22,0,,122000000075,1.404,0.244,,0,Max
76,24,0,,122000000076,5.218,0.2,,0,Max
77,24,0,,122000000077,3.43,3.652,,0,Max
78,24,0,,122000000078,5.68,1.62,,0,Max
79,24,0,,122000000079,6.3,1.4,,0,Max
84,51,10060015,Elf_Female_01,122000000084,3,,Tutorial_Dialogue_01_2_1,0,Mini
87,54,10060015,Elf_Female_01,122000000087,3,,Tutorial_Dialogue_01_6_1,0,Mini
85,52,121000000002,Human_Male_01,122000000085,3,,Tutorial_Dialogue_01_7_1,0,Mini
88,57,10011533,Officer,122000000088,6,,Tutorial_Dialogue_01_7_2,0,Mini
83,50,10060015,Elf_Female_01,122000000083,5.5,,,0,Mini
86,99999,121000000002,Human_Male_01,122000000086,3,,,0,Mini
89,99999,10060015,Elf_Female_01,122000000089,4.5,,,0,Mini
90,99999,121000000002,Human_Male_01,122000000090,5,,,0,Mini
91,99999,10060016,Dwarf_Female_01,122000000091,3.5,,,0,Mini
92,99999,10060016,Dwarf_Female_01,122000000092,5,,,0,Mini
93,99999,10060016,Dwarf_Female_01,122000000093,2,,,0,Mini
94,99999,10060016,Dwarf_Female_01,122000000094,3,,,0,Mini
95,99999,121000000095,CityGuard_01,122000000095,6.5,,,0,Mini
96,99999,10060024,DarkElf_Male_02,122000000096,7,,,0,Mini
97,99999,10060024,DarkElf_Male_02,122000000097,6.5,,,0,Mini
98,99999,10060016,Dwarf_Female_01,122000000098,8,1.5,Mini_Tutorial_01_9,0,Mini
99,101,10220136,Icon_MonsterCore_DarkLord,122000000099,3,1.5,,0,Mini
100,102,10220138,Icon_MonsterCore_Boreas,122000000100,3,,,0,Mini
102,104,10010151,Student_01_02,122000000102,3,,,0,Mini
103,105,10010151,Student_01_02,122000000103,3,,,0,Mini
104,106,10010153,Fernel,122000000104,3,,,0,Mini
105,106,10010153,Fernel,122000000105,3,,,0,Mini
106,106,10010153,Fernel,122000000106,3,,,0,Mini
107,106,10010153,Fernel,122000000107,3,,,0,Mini
108,107,10010167,Noble_02,122000000108,3,,,0,Mini
109,108,10010167,Noble_02,122000000109,3,,,0,Mini
110,109,121000000110,Icon_MonsterCore_SerpentSlave,122000000110,2,,,0,Mini
112,111,10010163,ArmorMerchant_01,122000000112,2,,,0,Mini
113,111,10010349,DarkAssociation,122000000113,2,,,0,Mini
114,111,10010349,DarkAssociation,122000000114,2,,,0,Mini
115,111,10020144,Icon_MonsterCore_TurekOrcSkirmisher,122000000115,2,,,0,Mini
118,113,10010154,Resident_03,122000000118,3,,,0,Mini
119,113,10010154,Resident_03,122000000119,3,,,0,Mini
120,113,10010154,Resident_03,122000000120,3,,,0,Mini
121,114,10010163,ArmorMerchant_01,122000000121,3,,,0,Mini
122,115,10010163,ArmorMerchant_01,122000000122,3,,,0,Mini
123,116,10010163,ArmorMerchant_01,122000000123,3,,,0,Mini
124,116,10010163,ArmorMerchant_01,122000000124,3,,,0,Mini
125,117,10020144,Icon_MonsterCore_TurekOrcSkirmisher,122000000125,2,8,,0,Mini
127,119,10010188,WarehouseKeeper_01_02,122000000127,3,1,,0,Mini
128,119,10010188,WarehouseKeeper_01_02,122000000128,3,,,0,Mini
129,119,10010188,WarehouseKeeper_01_02,122000000129,3,,,0,Mini
130,119,10010188,WarehouseKeeper_01_02,122000000130,3,,,0,Mini
131,120,10020102,Icon_MonsterCore_WereWolf,122000000131,3,1,,0,Mini
132,121,10220566,Icon_MonsterCore_TurekOrcGeneral,122000000132,2,,,0,Mini
133,121,10220566,Icon_MonsterCore_TurekOrcGeneral,122000000133,2,,,0,Mini
134,122,10010170,Icon_MonsterCore_TurekOrcSkirmisher,122000000134,2,,,0,Mini
135,122,10010456,CityGuard_01,122000000135,2,,,0,Mini
136,122,10010170,Icon_MonsterCore_TurekOrcSkirmisher,122000000136,2,,,0,Mini
137,122,10010456,CityGuard_01,122000000137,2,,,0,Mini
138,123,10010456,CityGuard_01,122000000138,3,,,0,Mini
140,125,10010167,Noble_02,122000000140,1.5,,,0,Mini
141,126,10220133,Icon_MonsterCore_TurekOrcSkirmisher,122000000141,3,,,0,Mini
143,127,10010144,Officer,122000000143,4,,,0,Mini
144,128,10010144,Officer,122000000144,3,,,0,Mini
145,129,10010144,Officer,122000000145,3,4,,0,Mini
146,130,10010164,Officer,122000000146,2,,,0,Mini
147,131,10010164,Officer,122000000147,2,2,,0,Mini
148,132,10010164,Officer,122000000148,3,,,0,Mini
149,133,10010166,Officer_02,122000000149,3,,,0,Mini
150,133,10010166,Officer_02,122000000150,3,,,0,Mini
151,134,10010166,Officer_02,122000000151,3,,,0,Mini
152,201,10010210,Officer,122000000152,3,,,0,Mini
153,202,10020224,Icon_MonsterCore_TurekOrcGeneral,122000000153,2,,,0,Mini
154,202,10020224,Icon_MonsterCore_TurekOrcGeneral,122000000154,3,,,0,Mini
160,208,10010001,HardinsFollower,122000000160,3,,,0,Mini
161,209,10220205,Icon_MonsterCore_TurekOrcArcher,122000000161,2,,,0,Mini
162,209,10220260,Icon_MonsterCore_KingBugbear,122000000162,3,,,0,Mini
164,211,10010153,Fernel,122000000164,3,,,0,Mini
165,211,10010153,Fernel,122000000165,3,,,0,Mini
169,214,10010154,Resident_03,122000000169,3,,,0,Mini
170,214,10010154,Resident_03,122000000170,3,,,0,Mini
171,214,10010154,Resident_03,122000000171,3,,,0,Mini
172,215,121000000172,DarkAssociation_01_02,122000000172,3,,,0,Mini
173,215,121000000172,DarkAssociation_01_02,122000000173,3,,,0,Mini
174,216,10010153,Fernel,122000000174,3,,,0,Mini
175,216,10010153,Fernel,122000000175,3,,,0,Mini
179,218,121000000172,DarkAssociation_01_02,122000000179,3,,,0,Mini
180,301,121000000180,Resident_04_03,122000000180,2,,,0,Mini
182,303,121000000182,Resident_04,122000000182,2,,,0,Mini
186,307,10010158,CatTheCat_01,122000000186,3,1,,0,Mini
187,307,10010158,CatTheCat_01,122000000187,3,,,0,Mini
188,307,10010158,CatTheCat_01,122000000188,3,,,0,Mini
189,308,10010382,Icon_MonsterCore_OlMahumArcher,122000000189,3,1,,0,Mini
190,308,10010345,student,122000000190,2,,,0,Mini
191,308,10010383,Icon_MonsterCore_OlMahumChampion,122000000191,3,,,0,Mini
192,308,10010383,Icon_MonsterCore_OlMahumChampion,122000000192,2,,,0,Mini
193,309,10010382,Icon_MonsterCore_OlMahumArcher,122000000193,2,1,,0,Mini
194,309,10010345,student,122000000194,2,,,0,Mini
195,310,10010357,Aimel,122000000195,3,1,,0,Mini
196,310,10010357,Aimel,122000000196,3,,,0,Mini
197,310,10010357,Aimel,122000000197,3,,,0,Mini
198,310,10010357,Aimel,122000000198,3,,,0,Mini
199,310,10010357,Aimel,122000000199,3,,,0,Mini
200,310,10010357,Aimel,122000000200,3,,,0,Mini
204,313,10010363,CityGuard_01_02,122000000204,3,,,0,Mini
205,313,10221257,Icon_MonsterCore_PiratesZombieOfficer,122000000205,3,,,0,Mini
206,314,10220350,Icon_MonsterCore_PiratesZombieCaptain,122000000206,3,,,0,Mini
207,315,10010346,Magician_01_04,122000000207,3,1,,0,Mini
208,315,10010346,Magician_01_04,122000000208,3,,,0,Mini
209,315,10010346,Magician_01_04,122000000209,3,,,0,Mini
210,315,10010346,Magician_01_04,122000000210,3,,,0,Mini
211,316,10010163,ArmorMerchant_01,122000000211,2,,,0,Mini
212,316,10010163,ArmorMerchant_01,122000000212,3,,,0,Mini
213,317,10010163,ArmorMerchant_01,122000000213,3,,,0,Mini
214,318,10010163,ArmorMerchant_01,122000000214,3,,,0,Mini
215,318,10010163,ArmorMerchant_01,122000000215,3,5,,0,Mini
216,318,10010163,ArmorMerchant_01,122000000216,2,,,0,Mini
217,319,9930000320802,CityGuard_01_02,122000000217,3,,,0,Mini
218,320,9930000320802,CityGuard_01_02,122000000218,3,1,,0,Mini
219,320,9930000320802,CityGuard_01_02,122000000219,3,,,0,Mini
220,321,10010163,ArmorMerchant_01,122000000220,2,1,,0,Mini
221,321,9930000320802,CityGuard_01_02,122000000221,3,,,0,Mini
222,322,10010163,ArmorMerchant_01,122000000222,3,,,0,Mini
223,322,10010163,ArmorMerchant_01,122000000223,3,,,0,Mini
224,323,10010374,WarehouseKeeper,122000000224,3,1,,0,Mini
225,324,10220371,Icon_MonsterCore_OlMahumArcher,122000000225,3,1,,0,Mini
226,325,10010158,CatTheCat_01,122000000226,2,,,0,Mini
229,328,10020314,Icon_MonsterCore_OlMahumChampion,122000000229,2,,,0,Mini
230,329,10220376,Icon_MonsterCore_OlMahumChampion,122000000230,3,1,,0,Mini
231,330,10010380,Icon_MonsterCore_PiratesZombieOfficer,122000000231,3,1,,0,Mini
232,330,10010380,Icon_MonsterCore_PiratesZombieOfficer,122000000232,3,,,0,Mini
233,330,10010308,Officer_01_02,122000000233,3,,,0,Mini
234,331,10010380,Icon_MonsterCore_PiratesZombieOfficer,122000000234,3,1,,0,Mini
236,333,10010308,Officer_01_02,122000000236,3,,,0,Mini
1257,334,121000001257,Icon_MonsterCore_OlMahumChampion,122000001257,2,0,,0,Mini
1258,334,121000001257,Icon_MonsterCore_OlMahumChampion,122000001258,2,1,,0,Mini
1259,334,121000001257,Icon_MonsterCore_OlMahumChampion,122000001259,2,0,,0,Mini
1260,335,121000001257,Icon_MonsterCore_OlMahumChampion,122000001260,2,0,,0,Mini
1261,335,121000001257,Icon_MonsterCore_OlMahumChampion,122000001261,2,0,,0,Mini
1262,335,121000001257,Icon_MonsterCore_OlMahumChampion,122000001262,2,0,,0,Mini
1269,338,10010392,CityGuard_01_02,122000001269,2,0,,0,Mini
1270,338,10010392,CityGuard_01_02,122000001270,2,1,,0,Mini
1271,339,10010393,CityGuard_01_02,122000001271,2,0,,0,Mini
1284,339,10020306,Icon_MonsterCore_OlMahumChampion,122000001284,2,1,,0,Mini
2289,340,10010388,CatTheCat_01_02,122000002289,2,0,,0,Mini
2290,341,10010388,CatTheCat_01_02,122000002290,2,0,,0,Mini
2291,341,10010388,CatTheCat_01_02,122000002291,2,1,,0,Mini
2292,342,10010388,CatTheCat_01_02,122000002292,2,0,,0,Mini
2293,342,10010388,CatTheCat_01_02,122000002293,2,1,,0,Mini
2294,343,10010387,CatTheCat_01_03,122000002294,2,0,,0,Mini
2295,344,10010387,CatTheCat_01_03,122000002295,2,0,,0,Mini
2296,345,10010387,CatTheCat_01_03,122000002296,2,1,,0,Mini
2297,345,10010387,CatTheCat_01_03,122000002297,2,0,,0,Mini
2298,346,10010387,CatTheCat_01_03,122000002298,2,1,,0,Mini
2299,346,10220346,Icon_MonsterCore_OlMahumScout,122000002299,2,0,,0,Mini
2300,346,10220346,Icon_MonsterCore_OlMahumScout,122000002300,2,0,,0,Mini
2301,347,10010389,Resident_03,122000002301,2,0,,0,Mini
2302,348,111000010390,Resident_02,122000002302,1,0,,0,Mini
2303,348,111000010390,Resident_02,122000002303,1,0,,0,Mini
2304,348,111000010390,Resident_02,122000002304,1,0,,0,Mini
2305,349,111000010390,Resident_02,122000002305,2,0,,0,Mini
2306,349,111000010390,Resident_02,122000002306,2,1,,0,Mini
2307,350,10220337,Icon_MonsterCore_KingBugbear,122000002307,2,0,,0,Mini
2308,350,10220337,Icon_MonsterCore_KingBugbear,122000002308,2,0,,0,Mini
2309,351,10010390,Resident_03_02,122000002309,2,0,,0,Mini
2310,351,10010390,Resident_03_02,122000002310,2,1,,0,Mini
2311,352,10220320,Icon_MonsterCore_DarkAssociation,122000002311,2,1,,0,Mini
2312,352,10220320,Icon_MonsterCore_DarkAssociation,122000002312,2,1,,0,Mini
2313,353,10010394,SmeltingMerchant_01_02,122000002313,2,0,,0,Mini
2314,353,10010394,SmeltingMerchant_01_02,122000002314,2,0,,0,Mini
2315,354,10220367,Icon_MonsterCore_OlMahumScout,122000002315,2,0,,0,Mini
2316,355,10220367,Icon_MonsterCore_OlMahumScout,122000002316,2,0,,0,Mini
2317,355,10220367,Icon_MonsterCore_OlMahumScout,122000002317,2,0,,0,Mini
2408,356,111000010390,Resident_02,122000001271,2,0,,0,Mini
2409,356,111000010390,Resident_02,122000002409,2,1,,0,Mini
2410,357,10010388,CatTheCat_01_02,122000002410,2,0,,0,Mini
2411,357,10010388,CatTheCat_01_02,122000002411,2,1,,0,Mini
2412,358,10220367,Icon_MonsterCore_OlMahumScout,122000002412,2,0,,0,Mini
2413,358,10220367,Icon_MonsterCore_OlMahumScout,122000002413,2,1,,0,Mini
2414,358,10220367,Icon_MonsterCore_OlMahumScout,122000002414,2,1,,0,Mini
2415,359,10220367,Icon_MonsterCore_OlMahumScout,122000002415,2,0,,0,Mini
2416,359,10010394,SmeltingMerchant_01_02,122000002416,2,0,,0,Mini
2417,359,10010394,SmeltingMerchant_01_02,122000002417,2,1,,0,Mini
238,402,9930000403507,Icon_MonsterCore_KaimVanul,122000000238,2,,,0,Mini
239,403,10010113,ItemMerchant_01,122000000239,3,,,0,Mini
240,404,10010527,Icon_MonsterCore_LetoLizardmanWarrior,122000000240,3,,,0,Mini
241,405,121000000241,WarehouseKeeper,122000000241,2,,,0,Mini
242,406,121000000242,ItemMerchant_01,122000000242,2,,,0,Mini
243,407,121000000243,LittleGirl_01,122000000243,1.5,,,0,Mini
244,407,121000000242,ItemMerchant_01,122000000244,2,,,0,Mini
245,408,121000000245,Icon_MonsterCore_LetoLizardmanScout,122000000245,3,,,0,Mini
246,409,10220405,Icon_MonsterCore_LetoLizardmanWarrior,122000000246,3,1,,0,Mini
247,410,10220408,Icon_MonsterCore_LetoLizardmanShaman,122000000247,3,1,,0,Mini
248,410,10220408,Icon_MonsterCore_LetoLizardmanShaman,122000000248,4,,,0,Mini
249,411,10220409,TemplePriest_01_03,122000000249,3,1,,0,Mini
250,411,10220409,TemplePriest_01_03,122000000250,3,,,0,Mini
251,412,10220409,TemplePriest_01_03,122000000251,3,,,0,Mini
252,413,10010488,Officer_01_02,122000000252,3,,,0,Mini
253,414,10010357,Aimel,122000000253,3,,,0,Mini
254,414,10010357,Aimel,122000000254,3,,,0,Mini
255,414,10010468,Resident_01,122000000255,3,,,0,Mini
256,414,10010468,Resident_01,122000000256,3,,,0,Mini
257,414,10010468,Resident_01,122000000257,3,,,0,Mini
258,414,10010468,Resident_01,122000000258,3,,,0,Mini
272,422,10010451,Magician,122000000272,3,0,,0,Mini
273,423,9930000403507,DarkAssociation_01_03,122000000273,3,0,,0,Mini
274,424,10010163,ArmorMerchant_01,122000000274,2,1,,0,Mini
275,424,10010357,Aimel,122000000275,2,0,,0,Mini
276,424,10010357,Aimel,122000000276,3,2,,0,Mini
277,424,10010357,Aimel,122000000277,3,0,,0,Mini
278,424,10010357,Aimel,122000000278,4,0,,0,Mini
279,424,10010357,Aimel,122000000279,4,0,,0,Mini
280,424,10010357,Aimel,122000000280,3,0,,0,Mini
281,424,10010357,Aimel,122000000281,4,0,,0,Mini
282,424,10010357,Aimel,122000000282,4,0,,0,Mini
283,424,10010357,Aimel,122000000283,4,0,,0,Mini
284,424,10010357,Aimel,122000000284,4,0,,0,Mini
285,424,10010357,Aimel,122000000285,3,0,,0,Mini
286,424,10010357,Aimel,122000000286,3,0,,0,Mini
287,425,10010357,Aimel,122000000287,3,1,,0,Mini
288,426,10010465,CityGuard_01_02,122000000288,3,0,,0,Mini
289,427,10010001,HardinsFollower,122000000289,3,1,,0,Mini
290,428,10010442,Officer_01_02,122000000290,3,1,,0,Mini
291,429,10010404,CityGuard_01_02,122000000291,3,1,,0,Mini
292,429,10010442,Officer_01_02,122000000292,3,,,0,Mini
293,430,10010442,Officer_01_02,122000000293,3,1,,0,Mini
294,431,10010456,CityGuard_01_02,122000000294,2,1,,0,Mini
295,431,10020308,Icon_MonsterCore_KingBugbear,122000000295,2,2,,0,Mini
296,431,10010456,CityGuard_01_02,122000000296,2,1,,0,Mini
297,431,10010456,CityGuard_01_02,122000000297,2,1,,0,Mini
298,431,121000000298,Officer_02_02,122000000298,2,,,0,Mini
299,431,121000000298,Officer_02_02,122000000299,2,,,0,Mini
300,438,10010438,Resident_02,122000000300,3,,,0,Mini
301,438,10220448,Icon_MonsterCore_MailleLizardmanScout,122000000301,3,1,,0,Mini
302,432,10010438,Resident_02,122000000302,2,,,0,Mini
303,432,121000000303,Icon_MonsterCore_MailleLizardmanWarrior,122000000303,3,1,,0,Mini
304,432,10220448,Icon_MonsterCore_MailleLizardmanScout,122000000304,3,,,0,Mini
305,432,10220448,Icon_MonsterCore_MailleLizardmanScout,122000000305,3,,,0,Mini
307,433,10010438,Resident_02,122000000307,2,,,0,Mini
308,433,10010438,Resident_02,122000000308,2,,,0,Mini
309,433,10220452,Icon_MonsterCore_MailleLizardmanScout,122000000309,2,1,,0,Mini
310,433,10220452,Icon_MonsterCore_MailleLizardmanScout,122000000310,3,,,0,Mini
311,433,10220452,Icon_MonsterCore_MailleLizardmanScout,122000000311,3,,,0,Mini
312,434,10220450,Icon_MonsterCore_PortraitSpirit,122000000312,3,,,0,Mini
313,434,10220450,Icon_MonsterCore_PortraitSpirit,122000000313,2,,,0,Mini
314,434,10220450,Icon_MonsterCore_PortraitSpirit,122000000314,3,,,0,Mini
317,435,10010488,Officer_01_02,122000000317,2,,,0,Mini
318,435,10010488,Officer_01_02,122000000318,2,,,0,Mini
320,435,10220451,Icon_MonsterCore_TurekOrcGeneral,122000000320,2,,,0,Mini
324,435,10220451,Icon_MonsterCore_TurekOrcGeneral,122000000324,2,,,0,Mini
325,437,9930000402501,CityGuard_01_02,122000000325,3,,,0,Mini
326,437,9930000402501,CityGuard_01_02,122000000326,3,,,0,Mini
327,437,9930000402501,CityGuard_01_02,122000000327,3,,,0,Mini
328,437,9930000402501,CityGuard_01_02,122000000328,3,,,0,Mini
329,437,9930000402501,CityGuard_01_02,122000000329,3,,,0,Mini
1204,441,9930000402501,CityGuard_01_02,122000001204,2,,,0,Mini
1272,442,10010391,Officer_01_02,122000001272,2,0,,0,Mini
1273,442,10010391,Officer_01_02,122000001273,2,0,,0,Mini
1274,443,10220488,Icon_MonsterCore_TurekOrcSkirmisher,122000001274,2,0,,0,Mini
1275,443,10220488,Icon_MonsterCore_TurekOrcSkirmisher,122000001275,2,0,,0,Mini
1276,443,10220488,Icon_MonsterCore_TurekOrcSkirmisher,122000001276,2,0,,0,Mini
1279,445,10220483,Icon_MonsterCore_TurekOrcSkirmisher,122000001279,2,0,,0,Mini
1280,445,10220483,Icon_MonsterCore_TurekOrcSkirmisher,122000001280,2,0,,0,Mini
1281,445,10220483,Icon_MonsterCore_TurekOrcSkirmisher,122000001281,2,0,,0,Mini
1287,447,10010424,CityGuard_01_02,122000001287,2,2,,0,Mini
1288,448,10220491,Icon_MonsterCore_TurekOrcSkirmisher,122000001288,2,1,,0,Mini
1830,448,10220491,Icon_MonsterCore_TurekOrcSkirmisher,122000001830,2,,,0,Mini
1831,448,10220491,Icon_MonsterCore_TurekOrcSkirmisher,122000001831,2,,,0,Mini
1562,449,10220488,Icon_MonsterCore_TurekOrcSkirmisher,122000001562,2,1,,0,Mini
1563,449,10220488,Icon_MonsterCore_TurekOrcSkirmisher,122000001563,2,1,,0,Mini
1564,450,10010390,Resident_03_02,122000001564,2,0,,0,Mini
1565,450,10010390,Resident_03_02,122000001565,2,0,,0,Mini
1566,451,10020362,Icon_MonsterCore_Skeleton,122000001566,2,0,,0,Mini
1567,451,10020362,Icon_MonsterCore_Skeleton,122000001567,2,1,,0,Mini
1568,452,10010390,Resident_03_02,122000001568,2,0,,0,Mini
1569,452,10010390,Resident_03_02,122000001569,2,0,,0,Mini
1570,453,10020362,Icon_MonsterCore_Skeleton,122000001570,2,0,,0,Mini
1571,453,10020362,Icon_MonsterCore_Skeleton,122000001571,2,1,,0,Mini
1572,454,10010390,Resident_03_02,122000001572,2,0,,0,Mini
1573,454,10010390,Resident_03_02,122000001573,2,0,,0,Mini
2418,455,10010387,CatTheCat_01_03,122000002418,2,0,,0,Mini
2419,455,10010387,CatTheCat_01_03,122000002419,2,1,,0,Mini
2420,456,10020425,Icon_MonsterCore_MailleLizardmanWarrior,122000002420,2,0,,0,Mini
2421,456,10020425,Icon_MonsterCore_MailleLizardmanWarrior,122000002421,2,0,,0,Mini
2422,457,10220427,Icon_MonsterCore_MailleLizardmanWarrior,122000002422,2,1,,0,Mini
2423,457,10220427,Icon_MonsterCore_MailleLizardmanWarrior,122000002423,2,1,,0,Mini
2424,458,10010394,SmeltingMerchant_01_02,122000002424,2,0,,0,Mini
2425,458,10010394,SmeltingMerchant_01_02,122000002425,2,0,,0,Mini
2426,458,10010394,SmeltingMerchant_01_02,122000002426,2,0,,0,Mini
2427,459,10010394,SmeltingMerchant_01_02,122000002427,2,0,,0,Mini
2428,459,10010394,SmeltingMerchant_01_02,122000002428,2,0,,0,Mini
2429,460,10010394,SmeltingMerchant_01_02,122000002429,2,0,,0,Mini
2430,461,10010491,CityGuard_01_02,122000002430,2,0,,0,Mini
2431,461,10010491,CityGuard_01_02,122000002431,2,0,,0,Mini
2432,461,10010491,CityGuard_01_02,122000002432,2,0,,0,Mini
2433,462,10010491,CityGuard_01_02,122000002433,2,0,,0,Mini
2434,462,10010491,CityGuard_01_02,122000002434,2,0,,0,Mini
2435,462,10010491,CityGuard_01_02,122000002435,2,0,,0,Mini
2436,462,10010491,CityGuard_01_02,122000002436,2,0,,0,Mini
2437,463,10010494,SmeltingMerchant_01_03,122000002437,2,0,,0,Mini
2438,463,10010494,SmeltingMerchant_01_03,122000002438,2,0,,0,Mini
2439,464,10010494,SmeltingMerchant_01_03,122000002439,2,0,,0,Mini
2767,465,10020408,Icon_MonsterCore_MailleLizardmanWarrior,122000002767,2,0,,0,Mini
2440,465,10010494,SmeltingMerchant_01_03,122000002440,2,0,,0,Mini
2768,465,10020408,Icon_MonsterCore_MailleLizardmanWarrior,122000002768,2,0,,0,Mini
2441,466,10010494,SmeltingMerchant_01_03,122000002441,2,0,,0,Mini
2442,467,10010495,Magician_01_03,122000002442,2,0,,0,Mini
2443,467,10010495,Magician_01_03,122000002443,2,1,,0,Mini
2444,468,10010495,Magician_01_03,122000002444,2,0,,0,Mini
2445,468,10010495,Magician_01_03,122000002445,2,1,,0,Mini
2446,469,10220442,Icon_MonsterCore_LetoLizardmanShaman,122000002446,2,0,,0,Mini
2447,469,10220442,Icon_MonsterCore_LetoLizardmanShaman,122000002447,2,1,,0,Mini
2448,470,10010391,Officer_01_02,122000002448,2,0,,0,Mini
2449,470,10010391,Officer_01_02,122000002449,2,1,,0,Mini
2450,471,10010452,CityGuard_01_02,122000002450,2,0,,0,Mini
2451,472,10010452,CityGuard_01_02,122000002451,2,0,,0,Mini
2452,472,10220446,Icon_MonsterCore_TurekOrcArcher,122000002452,2,1,,0,Mini
2453,472,10220446,Icon_MonsterCore_TurekOrcArcher,122000002453,2,1,,0,Mini
2454,473,10010452,CityGuard_01_02,122000002454,2,2,,0,Mini
2455,473,10010452,CityGuard_01_02,122000002409,2,1,,0,Mini
2456,474,10010491,CityGuard_01_02,122000002456,2,0,,0,Mini
2457,474,10010491,CityGuard_01_02,122000002457,2,0,,0,Mini
2458,475,10010491,CityGuard_01_02,122000002458,2,0,,0,Mini
2459,475,10010491,CityGuard_01_02,122000002459,2,0,,0,Mini
2460,476,10010491,CityGuard_01_02,122000002460,2,0,,0,Mini
2461,477,10010491,CityGuard_01_02,122000002461,2,0,,0,Mini
2462,477,10010491,CityGuard_01_02,122000002462,2,0,,0,Mini
2463,477,10010491,CityGuard_01_02,122000002300,2,0,,0,Mini
2464,478,10010394,SmeltingMerchant_01_02,122000002464,2,0,,0,Mini
2759,479,10010391,Officer_01_02,122000002759,2,0,,0,Mini
2760,480,10020414,Icon_MonsterCore_TurekOrcSkirmisher,122000002760,2,0,,0,Mini
