Level,ItemId,Icon,NameKey,DescKey
167,492007,Icon_Box_Adena_01,511000492011,512000492011
168,492007,Icon_Box_Adena_01,511000492011,512000492011
169,492007,Icon_Box_Adena_01,511000492011,512000492011
170,492102,Icon_Box_Dia_04,511000492011,512000492011
171,492007,Icon_Box_Adena_01,511000492011,512000492011
172,492007,Icon_Box_Adena_01,511000492011,512000492011
173,492007,Icon_Box_Adena_01,511000492011,512000492011
174,492007,Icon_Box_Adena_01,511000492011,512000492011
175,492033,Icon_Box_Honor_01,511000492011,512000492011
176,492007,Icon_Box_Adena_01,511000492011,512000492011
177,492007,Icon_Box_Adena_01,511000492011,512000492011
178,492007,Icon_Box_Adena_01,511000492011,512000492011
179,492007,Icon_Box_Adena_01,511000492011,512000492011
180,492023,Icon_Box_Achievement_01,511000492011,512000492011
181,492006,Icon_Box_Adena_01,511000492011,512000492011
182,492006,Icon_Box_Adena_01,511000492011,512000492011
183,492006,Icon_Box_Adena_01,511000492011,512000492011
184,492006,Icon_Box_Adena_01,511000492011,512000492011
185,492019,Icon_Box_Dia_04,511000492011,512000492011
186,492006,Icon_Box_Adena_01,511000492011,512000492011
187,492006,Icon_Box_Adena_01,511000492011,512000492011
188,492006,Icon_Box_Adena_01,511000492011,512000492011
189,492006,Icon_Box_Adena_01,511000492011,512000492011
190,492033,Icon_Box_Honor_01,511000492011,512000492011
191,492006,Icon_Box_Adena_01,511000492011,512000492011
192,492006,Icon_Box_Adena_01,511000492011,512000492011
193,492006,Icon_Box_Adena_01,511000492011,512000492011
194,492006,Icon_Box_Adena_01,511000492011,512000492011
195,492023,Icon_Box_Achievement_01,511000492011,512000492011
196,492006,Icon_Box_Adena_01,511000492011,512000492011
197,492006,Icon_Box_Adena_01,511000492011,512000492011
198,492006,Icon_Box_Adena_01,511000492011,512000492011
199,492006,Icon_Box_Adena_01,511000492011,512000492011
200,492019,Icon_Box_Dia_04,511000492011,512000492011
201,492006,Icon_Box_Adena_01,511000492011,512000492011
202,492006,Icon_Box_Adena_01,511000492011,512000492011
203,492006,Icon_Box_Adena_01,511000492011,512000492011
204,492006,Icon_Box_Adena_01,511000492011,512000492011
205,492033,Icon_Box_Honor_01,511000492011,512000492011
206,492006,Icon_Box_Adena_01,511000492011,512000492011
207,492006,Icon_Box_Adena_01,511000492011,512000492011
208,492006,Icon_Box_Adena_01,511000492011,512000492011
209,492006,Icon_Box_Adena_01,511000492011,512000492011
210,492023,Icon_Box_Achievement_01,511000492011,512000492011
211,492006,Icon_Box_Adena_01,511000492011,512000492011
212,492006,Icon_Box_Adena_01,511000492011,512000492011
213,492006,Icon_Box_Adena_01,511000492011,512000492011
214,492006,Icon_Box_Adena_01,511000492011,512000492011
215,492019,Icon_Box_Dia_04,511000492011,512000492011
216,492006,Icon_Box_Adena_01,511000492011,512000492011
217,492006,Icon_Box_Adena_01,511000492011,512000492011
218,492006,Icon_Box_Adena_01,511000492011,512000492011
219,492006,Icon_Box_Adena_01,511000492011,512000492011
220,492033,Icon_Box_Honor_01,511000492011,512000492011
221,492006,Icon_Box_Adena_01,511000492011,512000492011
222,492006,Icon_Box_Adena_01,511000492011,512000492011
223,492006,Icon_Box_Adena_01,511000492011,512000492011
224,492006,Icon_Box_Adena_01,511000492011,512000492011
225,492023,Icon_Box_Achievement_01,511000492011,512000492011
226,492006,Icon_Box_Adena_01,511000492011,512000492011
227,492006,Icon_Box_Adena_01,511000492011,512000492011
228,492006,Icon_Box_Adena_01,511000492011,512000492011
229,492006,Icon_Box_Adena_01,511000492011,512000492011
230,492019,Icon_Box_Dia_04,511000492011,512000492011
231,492006,Icon_Box_Adena_01,511000492011,512000492011
232,492006,Icon_Box_Adena_01,511000492011,512000492011
233,492006,Icon_Box_Adena_01,511000492011,512000492011
234,492006,Icon_Box_Adena_01,511000492011,512000492011
235,492033,Icon_Box_Honor_01,511000492011,512000492011
236,492006,Icon_Box_Adena_01,511000492011,512000492011
237,492006,Icon_Box_Adena_01,511000492011,512000492011
238,492006,Icon_Box_Adena_01,511000492011,512000492011
239,492006,Icon_Box_Adena_01,511000492011,512000492011
240,492023,Icon_Box_Achievement_01,511000492011,512000492011
241,492006,Icon_Box_Adena_01,511000492011,512000492011
242,492006,Icon_Box_Adena_01,511000492011,512000492011
243,492006,Icon_Box_Adena_01,511000492011,512000492011
244,492006,Icon_Box_Adena_01,511000492011,512000492011
245,492019,Icon_Box_Dia_04,511000492011,512000492011
246,492006,Icon_Box_Adena_01,511000492011,512000492011
247,492006,Icon_Box_Adena_01,511000492011,512000492011
248,492006,Icon_Box_Adena_01,511000492011,512000492011
249,492006,Icon_Box_Adena_01,511000492011,512000492011
250,492033,Icon_Box_Honor_01,511000492011,512000492011
251,492006,Icon_Box_Adena_01,511000492011,512000492011
252,492006,Icon_Box_Adena_01,511000492011,512000492011
253,492006,Icon_Box_Adena_01,511000492011,512000492011
254,492006,Icon_Box_Adena_01,511000492011,512000492011
255,492023,Icon_Box_Achievement_01,511000492011,512000492011
256,492006,Icon_Box_Adena_01,511000492011,512000492011
257,492006,Icon_Box_Adena_01,511000492011,512000492011
258,492006,Icon_Box_Adena_01,511000492011,512000492011
259,492006,Icon_Box_Adena_01,511000492011,512000492011
260,492019,Icon_Box_Dia_04,511000492011,512000492011
261,492035,Icon_Box_Adena_01,511000492011,512000492011
262,492035,Icon_Box_Adena_01,511000492011,512000492011
263,492035,Icon_Box_Adena_01,511000492011,512000492011
264,492035,Icon_Box_Adena_01,511000492011,512000492011
265,492033,Icon_Box_Honor_01,511000492011,512000492011
266,492035,Icon_Box_Adena_01,511000492011,512000492011
267,492035,Icon_Box_Adena_01,511000492011,512000492011
268,492035,Icon_Box_Adena_01,511000492011,512000492011
269,492035,Icon_Box_Adena_01,511000492011,512000492011
270,492023,Icon_Box_Achievement_01,511000492011,512000492011
271,490096,Icon_SkillSecretBook_01,511000492011,512000492011
272,492035,Icon_Box_Adena_01,511000492011,512000492011
273,492035,Icon_Box_Adena_01,511000492011,512000492011
274,492035,Icon_Box_Adena_01,511000492011,512000492011
275,492109,Icon_Box_Dia_04,511000492011,512000492011
276,490096,Icon_SkillSecretBook_01,511000492011,512000492011
277,492035,Icon_Box_Adena_01,511000492011,512000492011
278,492035,Icon_Box_Adena_01,511000492011,512000492011
279,492035,Icon_Box_Adena_01,511000492011,512000492011
280,492033,Icon_Box_Honor_01,511000492011,512000492011
281,490096,Icon_SkillSecretBook_01,511000492011,512000492011
282,492035,Icon_Box_Adena_01,511000492011,512000492011
283,492035,Icon_Box_Adena_01,511000492011,512000492011
284,492035,Icon_Box_Adena_01,511000492011,512000492011
285,492023,Icon_Box_Achievement_01,511000492011,512000492011
286,490096,Icon_SkillSecretBook_01,511000492011,512000492011
287,492035,Icon_Box_Adena_01,511000492011,512000492011
288,492035,Icon_Box_Adena_01,511000492011,512000492011
289,492035,Icon_Box_Adena_01,511000492011,512000492011
290,492110,Icon_Box_Dia_04,511000492011,512000492011
291,490096,Icon_SkillSecretBook_01,511000492011,512000492011
292,492035,Icon_Box_Adena_01,511000492011,512000492011
293,492035,Icon_Box_Adena_01,511000492011,512000492011
294,492035,Icon_Box_Adena_01,511000492011,512000492011
295,492033,Icon_Box_Honor_01,511000492011,512000492011
296,490096,Icon_SkillSecretBook_01,511000492011,512000492011
297,492035,Icon_Box_Adena_01,511000492011,512000492011
298,492035,Icon_Box_Adena_01,511000492011,512000492011
299,492035,Icon_Box_Adena_01,511000492011,512000492011
300,492023,Icon_Box_Achievement_01,511000492011,512000492011
301,490096,Icon_SkillSecretBook_01,511000492011,512000492011
302,492036,Icon_Box_Adena_01,511000492011,512000492011
303,492036,Icon_Box_Adena_01,511000492011,512000492011
304,492036,Icon_Box_Adena_01,511000492011,512000492011
305,492111,Icon_Box_Dia_04,511000492011,512000492011
306,490096,Icon_SkillSecretBook_01,511000492011,512000492011
307,492036,Icon_Box_Adena_01,511000492011,512000492011
308,492036,Icon_Box_Adena_01,511000492011,512000492011
309,492036,Icon_Box_Adena_01,511000492011,512000492011
310,492033,Icon_Box_Honor_01,511000492011,512000492011
311,490096,Icon_SkillSecretBook_01,511000492011,512000492011
312,492036,Icon_Box_Adena_01,511000492011,512000492011
313,492036,Icon_Box_Adena_01,511000492011,512000492011
314,492036,Icon_Box_Adena_01,511000492011,512000492011
315,492023,Icon_Box_Achievement_01,511000492011,512000492011
316,490096,Icon_SkillSecretBook_01,511000492011,512000492011
317,492036,Icon_Box_Adena_01,511000492011,512000492011
318,492036,Icon_Box_Adena_01,511000492011,512000492011
319,492036,Icon_Box_Adena_01,511000492011,512000492011
320,492112,Icon_Box_Dia_04,511000492011,512000492011
321,492006,Icon_Box_Adena_01,511000492011,512000492011
322,492006,Icon_Box_Adena_01,511000492011,512000492011
323,492006,Icon_Box_Adena_01,511000492011,512000492011
324,492006,Icon_Box_Adena_01,511000492011,512000492011
325,492033,Icon_Box_Honor_01,511000492011,512000492011
326,492006,Icon_Box_Adena_01,511000492011,512000492011
327,492006,Icon_Box_Adena_01,511000492011,512000492011
328,492006,Icon_Box_Adena_01,511000492011,512000492011
329,492006,Icon_Box_Adena_01,511000492011,512000492011
330,492023,Icon_Box_Achievement_01,511000492011,512000492011
331,492006,Icon_Box_Adena_01,511000492011,512000492011
332,492006,Icon_Box_Adena_01,511000492011,512000492011
333,492006,Icon_Box_Adena_01,511000492011,512000492011
334,492006,Icon_Box_Adena_01,511000492011,512000492011
335,492019,Icon_Box_Dia_04,511000492011,512000492011
336,492006,Icon_Box_Adena_01,511000492011,512000492011
337,492006,Icon_Box_Adena_01,511000492011,512000492011
338,492006,Icon_Box_Adena_01,511000492011,512000492011
339,492006,Icon_Box_Adena_01,511000492011,512000492011
340,492033,Icon_Box_Honor_01,511000492011,512000492011
341,492006,Icon_Box_Adena_01,511000492011,512000492011
342,492006,Icon_Box_Adena_01,511000492011,512000492011
343,492006,Icon_Box_Adena_01,511000492011,512000492011
344,492006,Icon_Box_Adena_01,511000492011,512000492011
345,492023,Icon_Box_Achievement_01,511000492011,512000492011
346,492006,Icon_Box_Adena_01,511000492011,512000492011
347,492006,Icon_Box_Adena_01,511000492011,512000492011
348,492006,Icon_Box_Adena_01,511000492011,512000492011
349,492006,Icon_Box_Adena_01,511000492011,512000492011
350,492019,Icon_Box_Dia_04,511000492011,512000492011
351,492006,Icon_Box_Adena_01,511000492011,512000492011
352,492006,Icon_Box_Adena_01,511000492011,512000492011
353,492006,Icon_Box_Adena_01,511000492011,512000492011
354,492006,Icon_Box_Adena_01,511000492011,512000492011
355,492033,Icon_Box_Honor_01,511000492011,512000492011
356,492006,Icon_Box_Adena_01,511000492011,512000492011
357,492006,Icon_Box_Adena_01,511000492011,512000492011
358,492006,Icon_Box_Adena_01,511000492011,512000492011
359,492006,Icon_Box_Adena_01,511000492011,512000492011
360,492023,Icon_Box_Achievement_01,511000492011,512000492011
361,492006,Icon_Box_Adena_01,511000492011,512000492011
362,492006,Icon_Box_Adena_01,511000492011,512000492011
363,492006,Icon_Box_Adena_01,511000492011,512000492011
364,492006,Icon_Box_Adena_01,511000492011,512000492011
365,492019,Icon_Box_Dia_04,511000492011,512000492011
366,492006,Icon_Box_Adena_01,511000492011,512000492011
367,492006,Icon_Box_Adena_01,511000492011,512000492011
368,492006,Icon_Box_Adena_01,511000492011,512000492011
369,492006,Icon_Box_Adena_01,511000492011,512000492011
370,492033,Icon_Box_Honor_01,511000492011,512000492011
371,492006,Icon_Box_Adena_01,511000492011,512000492011
372,492006,Icon_Box_Adena_01,511000492011,512000492011
373,492006,Icon_Box_Adena_01,511000492011,512000492011
374,492006,Icon_Box_Adena_01,511000492011,512000492011
375,492023,Icon_Box_Achievement_01,511000492011,512000492011
376,492006,Icon_Box_Adena_01,511000492011,512000492011
377,492006,Icon_Box_Adena_01,511000492011,512000492011
378,492006,Icon_Box_Adena_01,511000492011,512000492011
379,492006,Icon_Box_Adena_01,511000492011,512000492011
380,492019,Icon_Box_Dia_04,511000492011,512000492011
381,492006,Icon_Box_Adena_01,511000492011,512000492011
382,492006,Icon_Box_Adena_01,511000492011,512000492011
383,492006,Icon_Box_Adena_01,511000492011,512000492011
384,492006,Icon_Box_Adena_01,511000492011,512000492011
385,492033,Icon_Box_Honor_01,511000492011,512000492011
386,492006,Icon_Box_Adena_01,511000492011,512000492011
387,492006,Icon_Box_Adena_01,511000492011,512000492011
388,492006,Icon_Box_Adena_01,511000492011,512000492011
389,492006,Icon_Box_Adena_01,511000492011,512000492011
390,492023,Icon_Box_Achievement_01,511000492011,512000492011
391,492006,Icon_Box_Adena_01,511000492011,512000492011
392,492006,Icon_Box_Adena_01,511000492011,512000492011
393,492006,Icon_Box_Adena_01,511000492011,512000492011
394,492006,Icon_Box_Adena_01,511000492011,512000492011
395,492019,Icon_Box_Dia_04,511000492011,512000492011
396,492006,Icon_Box_Adena_01,511000492011,512000492011
397,492006,Icon_Box_Adena_01,511000492011,512000492011
398,492006,Icon_Box_Adena_01,511000492011,512000492011
399,492006,Icon_Box_Adena_01,511000492011,512000492011
400,492033,Icon_Box_Honor_01,511000492011,512000492011
