GroupId,Id,NameKey,DescKey,NpcAutoMoveID,TaskType,TaskCount,RewardExp,RewardAdena,RewardItemGroup,RewardCount
4,402,671000000051,672000000052,20302,Count_KillMonsterTarget,50,40000,5000,13400,1
4,403,671000000051,672000000053,20303,Count_KillMonsterTarget,50,40000,5000,13400,1
4,404,671000000051,672000000051,20301,Count_KillMonsterTarget,50,40000,5000,13400,1
4,405,671000000051,672000000052,20302,Count_KillMonsterTarget,50,40000,5000,13400,1
4,406,671000000051,672000000053,20303,Count_KillMonsterTarget,50,40000,5000,13400,1
4,407,671000000051,672000000057,20304,Count_KillMonsterTarget,1,40000,5000,13400,1
4,408,671000000051,672000000058,20305,Count_KillMonsterTarget,1,40000,5000,13400,1
4,409,671000000051,672000000010,20306,Count_AcquiredItem,2,40000,5000,13400,1
4,410,671000000051,672000000010,20308,Count_AcquiredItem,2,40000,5000,13400,1
4,411,671000000051,672000000010,20306,Count_AcquiredItem,2,40000,5000,13400,1
4,412,671000000051,672000000012,20306,Count_KillMonster_Region,50,40000,5000,13400,1
4,413,671000000051,672000000012,20307,Count_KillMonster_Region,50,40000,5000,13400,1
4,414,671000000051,672000000012,20308,Count_KillMonster_Region,50,40000,5000,13400,1
5,501,671000000065,672000000065,20401,Count_KillMonsterTarget,50,50000,7000,13500,1
5,502,671000000065,672000000066,20402,Count_KillMonsterTarget,50,50000,7000,13500,1
5,503,671000000065,672000000067,20403,Count_KillMonsterTarget,50,50000,7000,13500,1
5,504,671000000065,672000000068,20404,Count_KillMonsterTarget,50,50000,7000,13500,1
5,505,671000000065,672000000069,20405,Count_KillMonsterTarget,50,50000,7000,13500,1
5,506,671000000065,672000000070,20406,Count_KillMonsterTarget,50,50000,7000,13500,1
5,507,671000000065,672000000071,20407,Count_KillMonsterTarget,1,50000,7000,13500,1
5,508,671000000065,672000000072,20408,Count_KillMonsterTarget,1,50000,7000,13500,1
5,509,671000000065,672000000073,20409,Count_KillMonsterTarget,1,50000,7000,13500,1
5,510,671000000065,672000000074,20410,Count_KillMonsterTarget,1,50000,7000,13500,1
5,511,671000000065,672000000010,20402,Count_AcquiredItem,2,50000,7000,13500,1
5,512,671000000065,672000000010,20402,Count_AcquiredItem,2,50000,7000,13500,1
5,513,671000000065,672000000010,20403,Count_AcquiredItem,2,50000,7000,13500,1
5,514,671000000065,672000000010,20403,Count_AcquiredItem,2,50000,7000,13500,1
5,515,671000000065,672000000010,20405,Count_AcquiredItem,2,50000,7000,13500,1
5,516,671000000065,672000000010,20413,Count_AcquiredItem,2,50000,7000,13500,1
5,517,671000000065,672000000012,20411,Count_KillMonster_Region,50,50000,7000,13500,1
5,518,671000000065,672000000012,20412,Count_KillMonster_Region,50,50000,7000,13500,1
5,519,671000000065,672000000012,20413,Count_KillMonster_Region,50,50000,7000,13500,1
5,520,671000000065,672000000012,20414,Count_KillMonster_Region,50,50000,7000,13500,1
5,521,671000000065,672000000012,20415,Count_KillMonster_Region,50,50000,7000,13500,1
5,522,671000000065,672000000012,20411,Count_KillMonster_Region,50,50000,7000,13500,1
6,601,671000000087,672000000087,20501,Count_KillMonsterTarget,50,60000,7000,13600,1
6,602,671000000087,672000000088,20502,Count_KillMonsterTarget,50,60000,7000,13600,1
6,603,671000000087,672000000089,20503,Count_KillMonsterTarget,50,60000,7000,13600,1
6,604,671000000087,672000000090,20504,Count_KillMonsterTarget,50,60000,7000,13600,1
6,605,671000000087,672000000091,20505,Count_KillMonsterTarget,50,60000,7000,13600,1
6,606,671000000087,672000000087,20501,Count_KillMonsterTarget,50,60000,7000,13600,1
6,607,671000000087,672000000088,20502,Count_KillMonsterTarget,50,60000,7000,13600,1
6,608,671000000087,672000000089,20503,Count_KillMonsterTarget,50,60000,7000,13600,1
6,609,671000000087,672000000090,20504,Count_KillMonsterTarget,50,60000,7000,13600,1
6,610,671000000087,672000000091,20505,Count_KillMonsterTarget,50,60000,7000,13600,1
6,611,671000000087,672000000097,20506,Count_KillMonsterTarget,1,60000,7000,13600,1
6,612,671000000087,672000000098,20507,Count_KillMonsterTarget,1,60000,7000,13600,1
6,613,671000000087,672000000099,20508,Count_KillMonsterTarget,1,60000,7000,13600,1
6,614,671000000087,672000000010,20501,Count_AcquiredItem,2,60000,7000,13600,1
6,615,671000000087,672000000010,20505,Count_AcquiredItem,2,60000,7000,13600,1
6,616,671000000087,672000000010,20505,Count_AcquiredItem,2,60000,7000,13600,1
6,617,671000000087,672000000012,20509,Count_KillMonster_Region,50,60000,7000,13600,1
6,618,671000000087,672000000012,20510,Count_KillMonster_Region,50,60000,7000,13600,1
6,619,671000000087,672000000012,20511,Count_KillMonster_Region,50,60000,7000,13600,1
7,701,671000000106,672000000109,20602,Count_KillMonsterTarget,100,70000,10000,13700,1
7,702,671000000106,672000000110,20603,Count_KillMonsterTarget,100,70000,10000,13700,1
7,703,671000000106,672000000109,20602,Count_KillMonsterTarget,100,70000,10000,13700,1
7,704,671000000106,672000000110,20603,Count_KillMonsterTarget,100,70000,10000,13700,1
7,705,671000000106,672000000111,20610,Count_KillMonsterTarget,1,70000,10000,13700,1
7,706,671000000106,672000000112,20611,Count_KillMonsterTarget,1,70000,10000,13700,1
7,707,671000000106,672000000113,20612,Count_KillMonsterTarget,1,70000,10000,13700,1
7,708,671000000106,672000000010,20603,Count_AcquiredItem,2,70000,10000,13700,1
7,709,671000000106,672000000010,20605,Count_AcquiredItem,2,70000,10000,13700,1
7,710,671000000106,672000000010,20609,Count_AcquiredItem,2,70000,10000,13700,1
7,711,671000000106,672000000012,20605,Count_KillMonster_Region,100,70000,10000,13700,1
7,712,671000000106,672000000012,20607,Count_KillMonster_Region,100,70000,10000,13700,1
7,713,671000000106,672000000012,20609,Count_KillMonster_Region,100,70000,10000,13700,1
8,801,671000000122,672000000120,20701,Count_KillMonsterTarget,100,80000,10000,13800,1
8,802,671000000122,672000000121,20702,Count_KillMonsterTarget,100,80000,10000,13800,1
8,803,671000000122,672000000122,20703,Count_KillMonsterTarget,100,80000,10000,13800,1
8,804,671000000122,672000000123,20704,Count_KillMonsterTarget,100,80000,10000,13800,1
8,805,671000000122,672000000120,20701,Count_KillMonsterTarget,100,80000,10000,13800,1
8,806,671000000122,672000000121,20702,Count_KillMonsterTarget,100,80000,10000,13800,1
8,807,671000000122,672000000122,20703,Count_KillMonsterTarget,100,80000,10000,13800,1
8,808,671000000122,672000000123,20704,Count_KillMonsterTarget,100,80000,10000,13800,1
8,809,671000000122,672000000128,20710,Count_KillMonsterTarget,1,80000,10000,13800,1
8,810,671000000122,672000000129,20711,Count_KillMonsterTarget,1,80000,10000,13800,1
8,811,671000000122,672000000130,20712,Count_KillMonsterTarget,1,80000,10000,13800,1
8,812,671000000122,672000000010,20703,Count_AcquiredItem,2,80000,10000,13800,1
8,813,671000000122,672000000010,20707,Count_AcquiredItem,2,80000,10000,13800,1
8,814,671000000122,672000000010,20708,Count_AcquiredItem,2,80000,10000,13800,1
8,815,671000000122,672000000012,20706,Count_KillMonster_Region,100,80000,10000,13800,1
8,816,671000000122,672000000012,20707,Count_KillMonster_Region,100,80000,10000,13800,1
9,901,671000000136,672000000136,20805,Count_KillMonsterTarget,100,90000,10000,13900,1
9,902,671000000136,672000000137,20802,Count_KillMonsterTarget,100,90000,10000,13900,1
9,903,671000000136,672000000138,20803,Count_KillMonsterTarget,100,90000,10000,13900,1
9,904,671000000136,672000000136,20805,Count_KillMonsterTarget,100,90000,10000,13900,1
9,905,671000000136,672000000137,20802,Count_KillMonsterTarget,100,90000,10000,13900,1
9,906,671000000136,672000000138,20803,Count_KillMonsterTarget,100,90000,10000,13900,1
9,907,671000000136,672000000142,20810,Count_KillMonsterTarget,1,90000,10000,13900,1
9,908,671000000136,672000000143,20811,Count_KillMonsterTarget,1,90000,10000,13900,1
9,909,671000000136,672000000144,20812,Count_KillMonsterTarget,1,90000,10000,13900,1
9,910,671000000136,672000000010,20805,Count_AcquiredItem,1,90000,10000,13900,1
9,911,671000000136,672000000010,20807,Count_AcquiredItem,1,90000,10000,13900,1
9,912,671000000136,672000000010,20809,Count_AcquiredItem,1,90000,10000,13900,1
9,913,671000000136,672000000012,20805,Count_KillMonster_Region,100,90000,10000,13900,1
9,914,671000000136,672000000012,20807,Count_KillMonster_Region,100,90000,10000,13900,1
10,1001,671000000150,672000000150,20841,Count_KillMonsterTarget,100,90000,10000,13950,1
10,1002,671000000150,672000000151,20842,Count_KillMonsterTarget,100,90000,10000,13950,1
10,1003,671000000150,672000000152,20843,Count_KillMonsterTarget,100,90000,10000,13950,1
10,1004,671000000150,672000000153,20844,Count_KillMonsterTarget,100,90000,10000,13950,1
10,1005,671000000150,672000000154,20845,Count_KillMonsterTarget,100,90000,10000,13950,1
10,1006,671000000150,672000000155,20846,Count_KillMonsterTarget,100,90000,10000,13950,1
10,1007,671000000150,672000000156,20847,Count_KillMonsterTarget,100,90000,10000,13950,1
10,1008,671000000150,672000000157,20848,Count_KillMonsterTarget,100,90000,10000,13950,1
10,1009,671000000150,672000000158,20849,Count_KillMonsterTarget,100,90000,10000,13950,1
10,1010,671000000150,672000000159,20850,Count_KillMonsterTarget,100,90000,10000,13950,1
10,1011,671000000150,672000000160,20851,Count_KillMonsterTarget,100,90000,10000,13950,1
10,1012,671000000150,672000000161,20853,Count_KillMonsterTarget,1,90000,10000,13950,1
10,1013,671000000150,672000000162,20854,Count_KillMonsterTarget,1,90000,10000,13950,1
10,1014,671000000150,672000000163,20855,Count_KillMonsterTarget,1,90000,10000,13950,1
10,1015,671000000150,672000000164,20856,Count_KillMonsterTarget,1,90000,10000,13950,1
10,1016,671000000150,672000000165,20857,Count_KillMonsterTarget,1,90000,10000,13950,1
10,1017,671000000150,672000000166,20858,Count_KillMonsterTarget,1,90000,10000,13950,1
10,1018,671000000150,672000000167,20859,Count_KillMonsterTarget,1,90000,10000,13950,1
10,1019,671000000150,672000000168,20860,Count_KillMonsterTarget,1,90000,10000,13950,1
10,1020,671000000150,672000000169,20861,Count_KillMonsterTarget,1,90000,10000,13950,1
10,1021,671000000150,672000000170,20862,Count_KillMonsterTarget,1,90000,10000,13950,1
10,1022,671000000150,672000000171,20863,Count_KillMonsterTarget,1,90000,10000,13950,1
10,1023,671000000150,672000000010,20841,Count_AcquiredItem,2,90000,10000,13950,1
10,1024,671000000150,672000000010,20842,Count_AcquiredItem,2,90000,10000,13950,1
10,1025,671000000150,672000000010,20843,Count_AcquiredItem,2,90000,10000,13950,1
10,1026,671000000150,672000000010,20844,Count_AcquiredItem,2,90000,10000,13950,1
10,1027,671000000150,672000000010,20845,Count_AcquiredItem,2,90000,10000,13950,1
10,1028,671000000150,672000000010,20846,Count_AcquiredItem,2,90000,10000,13950,1
10,1029,671000000150,672000000010,20847,Count_AcquiredItem,2,90000,10000,13950,1
10,1030,671000000150,672000000010,20848,Count_AcquiredItem,2,90000,10000,13950,1
10,1031,671000000150,672000000010,20849,Count_AcquiredItem,2,90000,10000,13950,1
10,1032,671000000150,672000000010,20850,Count_AcquiredItem,2,90000,10000,13950,1
10,1033,671000000150,672000000010,20851,Count_AcquiredItem,2,90000,10000,13950,1
10,1034,671000000150,672000000184,20841,Count_KillMonster_Region,100,90000,10000,13950,1
10,1035,671000000150,672000000184,20842,Count_KillMonster_Region,100,90000,10000,13950,1
10,1036,671000000150,672000000184,20843,Count_KillMonster_Region,100,90000,10000,13950,1
10,1037,671000000150,672000000184,20844,Count_KillMonster_Region,100,90000,10000,13950,1
10,1038,671000000150,672000000184,20845,Count_KillMonster_Region,100,90000,10000,13950,1
10,1039,671000000150,672000000184,20846,Count_KillMonster_Region,100,90000,10000,13950,1
10,1040,671000000150,672000000184,20847,Count_KillMonster_Region,100,90000,10000,13950,1
10,1041,671000000150,672000000184,20848,Count_KillMonster_Region,100,90000,10000,13950,1
10,1042,671000000150,672000000184,20849,Count_KillMonster_Region,100,90000,10000,13950,1
10,1043,671000000150,672000000184,20850,Count_KillMonster_Region,100,90000,10000,13950,1
10,1044,671000000150,672000000184,20851,Count_KillMonster_Region,100,90000,10000,13950,1
11,1101,671000000195,672000000195,20813,Count_KillMonsterTarget,100,100000,12000,14000,1
11,1102,671000000195,672000000196,20814,Count_KillMonsterTarget,100,100000,12000,14000,1
11,1103,671000000195,672000000197,20815,Count_KillMonsterTarget,100,100000,12000,14000,1
11,1104,671000000195,672000000198,20816,Count_KillMonsterTarget,100,100000,12000,14000,1
11,1105,671000000195,672000000195,20813,Count_KillMonsterTarget,100,100000,12000,14000,1
11,1106,671000000195,672000000196,20814,Count_KillMonsterTarget,100,100000,12000,14000,1
11,1107,671000000195,672000000197,20815,Count_KillMonsterTarget,100,100000,12000,14000,1
11,1108,671000000195,672000000198,20816,Count_KillMonsterTarget,100,100000,12000,14000,1
11,1109,671000000195,672000000203,20824,Count_KillMonsterTarget,1,100000,12000,14000,1
11,1110,671000000195,672000000204,20825,Count_KillMonsterTarget,1,100000,12000,14000,1
11,1111,671000000195,672000000205,20826,Count_KillMonsterTarget,1,100000,12000,14000,1
11,1112,671000000195,502000000017,20813,Count_AcquiredItem,2,100000,12000,14000,1
11,1113,671000000195,502000000017,20814,Count_AcquiredItem,2,100000,12000,14000,1
11,1114,671000000195,502000000017,20818,Count_AcquiredItem,2,100000,12000,14000,1
11,1115,671000000195,672000000184,20819,Count_KillMonster_Region,100,100000,12000,14000,1
11,1116,671000000195,672000000184,20820,Count_KillMonster_Region,100,100000,12000,14000,1
12,1201,671000000211,672000000211,20827,Count_KillMonsterTarget,100,110000,12000,14100,1
12,1202,671000000211,672000000212,20828,Count_KillMonsterTarget,100,110000,12000,14100,1
12,1203,671000000211,672000000213,20829,Count_KillMonsterTarget,100,110000,12000,14100,1
12,1204,671000000211,672000000214,20830,Count_KillMonsterTarget,100,110000,12000,14100,1
12,1205,671000000211,672000000211,20827,Count_KillMonsterTarget,100,110000,12000,14100,1
12,1206,671000000211,672000000212,20828,Count_KillMonsterTarget,100,110000,12000,14100,1
12,1207,671000000211,672000000213,20829,Count_KillMonsterTarget,100,110000,12000,14100,1
12,1208,671000000211,672000000214,20830,Count_KillMonsterTarget,100,110000,12000,14100,1
12,1209,671000000211,672000000219,20838,Count_KillMonsterTarget,1,110000,12000,14100,1
12,1210,671000000211,672000000220,20839,Count_KillMonsterTarget,1,110000,12000,14100,1
12,1211,671000000211,672000000221,20840,Count_KillMonsterTarget,1,110000,12000,14100,1
12,1212,671000000211,502000000017,20827,Count_AcquiredItem,2,110000,12000,14100,1
12,1213,671000000211,502000000017,20834,Count_AcquiredItem,2,110000,12000,14100,1
12,1214,671000000211,502000000017,20835,Count_AcquiredItem,2,110000,12000,14100,1
12,1215,671000000211,672000000184,20833,Count_KillMonster_Region,100,110000,12000,14100,1
12,1216,671000000211,672000000184,20836,Count_KillMonster_Region,100,110000,12000,14100,1
13,1301,671000000227,672000000227,20864,Count_KillMonsterTarget,100,110000,12000,14150,1
13,1302,671000000227,672000000228,20865,Count_KillMonsterTarget,100,110000,12000,14150,1
13,1303,671000000227,672000000229,20866,Count_KillMonsterTarget,100,110000,12000,14150,1
13,1304,671000000227,672000000230,20867,Count_KillMonsterTarget,100,110000,12000,14150,1
13,1305,671000000227,672000000231,20875,Count_KillMonsterTarget,2,110000,12000,14150,1
13,1306,671000000227,672000000232,20876,Count_KillMonsterTarget,2,110000,12000,14150,1
13,1307,671000000227,672000000233,20877,Count_KillMonsterTarget,2,110000,12000,14150,1
13,1308,671000000227,672000000234,20878,Count_KillMonsterTarget,2,110000,12000,14150,1
13,1309,671000000227,502000000017,20864,Count_AcquiredItem,2,110000,12000,14150,1
13,1310,671000000227,502000000017,20865,Count_AcquiredItem,2,110000,12000,14150,1
13,1311,671000000227,502000000017,20866,Count_AcquiredItem,2,110000,12000,14150,1
13,1312,671000000227,502000000017,20867,Count_AcquiredItem,2,110000,12000,14150,1
13,1313,671000000227,672000000184,20864,Count_KillMonster_Region,100,110000,12000,14150,1
13,1314,671000000227,672000000184,20865,Count_KillMonster_Region,100,110000,12000,14150,1
13,1315,671000000227,672000000184,20866,Count_KillMonster_Region,100,110000,12000,14150,1
13,1316,671000000227,672000000184,20867,Count_KillMonster_Region,100,110000,12000,14150,1
