Id,SkillId,CastingFireYn,CollisionUnitGroup,CollisionUnitType,CollisionUnitParam,TargetType,EffectType,EffectTypeNameKey,EffectParam,EffectGrowth1,EffectGrowth2,ReductionRate,ExceptNpcGrade,ExceptPlayer,IsPreEffectAction,PointCount
53021,5302,0,,,,,DamagePhy,0,"0, 0, 7315, 7315",1,1,,,0,0,
53031,5303,0,,,,,DamagePhy,0,"0, 0, 9310, 9310",1,1,,,0,0,
53041,5304,0,,,,,DamagePhy,0,"0, 0, 12635, 12635",1,1,,,0,0,
53042,5304,0,,,,,Buff,0,1002,,,,Elite,1,0,
54011,5401,0,,,,,DamagePhy,0,"0, 0, 9643, 9643",1,1,,,0,0,
54021,5402,0,,,,,DamagePhy,0,"0, 0, 7980, 7980",1,1,,,0,0,
54031,5403,0,,,,,DamagePhy,0,"0, 0, 8645, 8645",1,1,,,0,0,
54041,5404,0,,,,,DamagePhy,0,"0, 0, 12635, 12635",1,1,,,0,0,
54042,5404,0,,,,,Buff,0,1002,,,,Elite,1,0,
61011,6101,0,,,,,DamageMag,0,"0, 0, 7245, 7245",1,1,,,0,0,
61021,6102,0,,,,,DamageMag,0,"0, 0, 7245, 7245",1,1,,,0,0,
61031,6103,0,,,,,DamageMag,0,"0, 0, 7245, 7245",1,1,,,0,0,
61041,6104,0,,,,,DamageMag,0,"0, 0, 12915, 12915",1,1,,,0,0,
61042,6104,0,,,,,Buff,0,1002,,,,Elite,1,0,
62011,6201,0,,,,,DamageMag,0,"0, 0, 5670, 5670",1,1,,,0,0,
62021,6202,0,,,,,DamageMag,0,"0, 0, 5670, 5670",1,1,,,0,0,
62031,6203,0,,,,,DamageMag,0,"0, 0, 8505, 8505",1,1,,,0,0,
62041,6204,0,,,,,DamageMag,0,"0, 0, 14175, 14175",1,1,,,0,0,
62042,6204,0,,,,,Buff,0,1002,,,,Elite,1,0,
63011,6301,0,,,,,DamageMag,0,"0, 0, 5670, 5670",1,1,,,0,0,
63021,6302,0,,,,,DamageMag,0,"0, 0, 8190, 8190",1,1,,,0,0,
63031,6303,0,,,,,DamageMag,0,"0, 0, 10080, 10080",1,1,,,0,0,
63041,6304,0,,,,,DamageMag,0,"0, 0, 9765, 9765",1,1,,,0,0,
63042,6304,0,,,,,Buff,0,1002,,,,Elite,1,0,
64011,6401,0,,,,,DamageMag,0,"0, 0, 7560, 7560",1,1,,,0,0,
64021,6402,0,,,,,DamageMag,0,"0, 0, 7245, 7245",1,1,,,0,0,
64031,6403,0,,,,,DamageMag,0,"0, 0, 8190, 8190",1,1,,,0,0,
64041,6404,0,,,,,DamageMag,0,"0, 0, 13860, 13860",1,1,,,0,0,
64042,6404,0,,,,,Buff,0,1002,,,,Elite,1,0,
111111,11111,0,,,,,DamagePhy,0,"51, 71700, 13000, 22900",2,1,,,0,0,
111121,11112,0,,,,,DamagePhy,0,"58, 82731, 15000, 24900",2,1,,,0,0,
111123,11112,0,,,,,Buff,0,1001,,,,,0,0,
111131,11113,0,,,,,DamagePhy,0,"64, 87363, 16100, 26000",2,1,,,0,0,
111133,11113,0,,,,,Buff,0,10111,,,,,0,0,
111211,11121,0,,,,,DamagePhy,0,"56, 79667, 13000, 22900",2,1,,,0,0,
111221,11122,0,,,,,DamagePhy,0,"68, 96519, 15000, 24900",2,1,,,0,0,
111223,11122,0,,,,,Buff,0,1001,,,,,0,0,
111231,11123,0,,,,,DamagePhy,0,"75, 101924, 16100, 26000",2,1,,,0,0,
111234,11123,0,,,,,Buff,0,1011,,,,,0,0,
111241,11124,0,,,,,DamagePhy,0,"54, 77215, 12000, 21900",2,1,,,0,0,
111242,11124,0,,,,,Buff,0,1001,,,,,0,0,
111251,11125,0,,,,,Projectile,0,11125,,,,,0,0,
111311,11131,0,,,,,Projectile,0,11131,,,,,0,0,
111321,11132,0,,,,,Projectile,0,11132,,,,,0,0,
111331,11133,0,,,,,Projectile,0,11133,,,,,0,0,
121111,12111,0,,,,,DamagePhy,0,"47, 66522, 13000, 22900",2,1,,,0,0,
121121,12112,0,,,,,DamagePhy,0,"54, 76756, 15000, 24900",2,1,,,0,0,
121123,12112,0,,,,,Buff,0,1001,,,,,0,0,
121131,12113,0,,,,,DamagePhy,0,"60, 81054, 16100, 26000",2,1,,,0,0,
121133,12113,0,,,,,Buff,0,10111,,,,,0,0,
121211,12121,0,,,,,DamagePhy,0,"50, 74448, 13000, 22900",2,1,,,0,0,
121221,12122,0,,,,,DamagePhy,0,"61, 90728, 15000, 24900",2,1,,,0,0,
121223,12122,0,,,,,Buff,0,1001,,,,,0,0,
121231,12123,0,,,,,DamagePhy,0,"67, 95809, 16100, 26000",2,1,,,0,0,
121234,12123,0,,,,,Buff,0,1011,,,,,0,0,
121241,12124,0,,,,,DamagePhy,0,"49, 72582, 12000, 21900",2,1,,,0,0,
121242,12124,0,,,,,Buff,0,1001,,,,,0,0,
121251,12125,0,,,,,Projectile,0,12125,,,,,0,0,
121311,12131,0,,,,,Projectile,0,12131,,,,,0,0,
121321,12132,0,,,,,Projectile,0,12132,,,,,0,0,
121331,12133,0,,,,,Projectile,0,12133,,,,,0,0,
131111,13111,0,,,,,DamagePhy,0,"55, 74548, 13000, 22900",2,1,,,0,0,
131121,13112,0,,,,,DamagePhy,0,"64, 86017, 15000, 24900",2,1,,,0,0,
131123,13112,0,,,,,Buff,0,1001,,,,,0,0,
131131,13113,0,,,,,DamagePhy,0,"70, 90834, 16100, 26000",2,1,,,0,0,
131133,13113,0,,,,,Buff,0,10111,,,,,0,0,
131211,13121,0,,,,,DamagePhy,0,"59, 81356, 13000, 22900",2,1,,,0,0,
131221,13122,0,,,,,DamagePhy,0,"71, 98100, 15000, 24900",2,1,,,0,0,
131223,13122,0,,,,,Buff,0,1001,,,,,0,0,
131231,13123,0,,,,,DamagePhy,0,"78, 103594, 16100, 26000",2,1,,,0,0,
131234,13123,0,,,,,Buff,0,1011,,,,,0,0,
131241,13124,0,,,,,DamagePhy,0,"57, 78480, 12000, 21900",2,1,,,0,0,
131242,13124,0,,,,,Buff,0,1001,,,,,0,0,
131251,13125,0,,,,,Projectile,0,13125,,,,,0,0,
131311,13131,0,,,,,Projectile,0,13131,,,,,0,0,
131321,13132,0,,,,,Projectile,0,13132,,,,,0,0,
131331,13133,0,,,,,Projectile,0,13133,,,,,0,0,
141111,14111,0,,,,,DamagePhy,0,"49, 69907, 13000, 22900",2,1,,,0,0,
141121,14112,0,,,,,DamagePhy,0,"57, 80662, 15000, 24900",2,1,,,0,0,
141123,14112,0,,,,,Buff,0,1001,,,,,0,0,
141131,14113,0,,,,,DamagePhy,0,"63, 85180, 16100, 26000",2,1,,,0,0,
141133,14113,0,,,,,Buff,0,10111,,,,,0,0,
141211,14121,0,,,,,DamagePhy,0,"53, 71521, 13000, 22900",2,1,,,0,0,
141221,14122,0,,,,,DamagePhy,0,"64, 86890, 15000, 24900",2,1,,,0,0,
141223,14122,0,,,,,Buff,0,1001,,,,,0,0,
141231,14123,0,,,,,DamagePhy,0,"71, 91757, 16100, 26000",2,1,,,0,0,
141234,14123,0,,,,,Buff,0,1011,,,,,0,0,
141241,14124,0,,,,,DamagePhy,0,"51, 69512, 12000, 21900",2,1,,,0,0,
141242,14124,0,,,,,Buff,0,1001,,,,,0,0,
141251,14125,0,,,,,Projectile,0,14125,,,,,0,0,
141311,14131,0,,,,,Projectile,0,14131,,,,,0,0,
141321,14132,0,,,,,Projectile,0,14132,,,,,0,0,
141331,14133,0,,,,,Projectile,0,14133,,,,,0,0,
112111,11211,0,,Fan,"""radius"":350,""angle"":90",Enemy,DamagePhy,0,"2923, 166099, 19600, 29500",1.6,1,,,0,0,
112113,11211,0,,Fan,"""radius"":350,""angle"":90",Self,Buff,0,11211,,,,,0,0,
112114,11211,0,,Fan,"""radius"":350,""angle"":90",Enemy,Buff,0,1001,,,,,0,0,
112121,11212,0,,,,,DamagePhy,0,"2657, 150998, 18000, 27900",1.6,1,,,0,0,
112124,11212,0,,,,,Buff,0,112124,,,,Small,0,1,
112125,11212,0,,,,,Buff,0,112126,,,,,0,1,
112126,11212,0,,,,,Buff,0,112125,,,,,0,0,
112131,11213,0,,,,,Buff,0,11213,,,,,0,0,
112211,11221,0,,,,,DamagePhy,0,"1691, 96100, 17800, 27700",1.6,1,,,0,0,
112214,11221,0,,,,,Buff,0,1001,,,,,0,0,
112221,11222,0,,,,,GroundObject,0,11222,,,,,0,0,
112231,11223,0,,,,,Buff,0,112231,,,,,0,0,
112311,11231,0,,,,,DamagePhy,0,"2871, 163132, 22000, 31900",1.6,1,,,0,0,
112313,11231,0,,,,,Buff,0,11231,,,,,0,0,
112321,11232,0,,,,,DamagePhy,0,"2610, 148302, 20000, 29900",1.6,1,,,0,0,
112323,11232,0,,,,,Buff,0,11232,,,,,0,0,
112331,11233,0,,,,,Buff,0,112331,,,,,0,0,
112332,11233,0,,,,,Buff,0,112332,,,,,0,0,
112411,11241,0,,,,,DamagePhy,0,"1670, 94914, 14600, 24500",1.6,1,,,0,0,
112412,11241,0,,,,,Buff,0,1001,,,,,0,0,
112421,11242,0,,,,,GroundObject,0,11242,,,,,0,0,
112431,11243,0,,,, ,Buff,0,11243,,,,,0,0,
112441,11244,0,,,,,Buff,0,11244,,,,,0,0,
112511,11251,0,,,,,GroundObject,0,11251,,,,,0,0,
112521,11252,0,,,,,Projectile,0,11252,,,,,0,0,
112531,11253,0,,,,,Buff,0,112531,,,,,0,0,
112611,11261,0,,,,,GroundObject,0,11261,,,,,0,0,
112621,11262,0,,,,,HPHeal,0,"931, 51948, 1800, 3000",1.6,1,,,0,0,
112622,11262,0,,,,,MPHeal,0,"291, 16233, 750, 1250",1.6,1,,,0,0,
122111,12211,0,,Fan,"""radius"":400,""angle"":90",Enemy,DamagePhy,0,"1997, 113451, 17600, 27500",1.6,1,,,0,0,
122113,12211,0,,Fan,"""radius"":400,""angle"":90",Self,Buff,0,12211,,,,,0,0,
122114,12211,0,,Fan,"""radius"":400,""angle"":90",Enemy,Buff,0,1001,,,,,0,0,
122121,12212,0,,,,,GroundObject,0,12212,,,,,0,0,
122131,12213,0,,,,,Buff,0,122131,,,,,0,0,
122132,12213,0,,,,,Buff,0,122132,,,,,0,0,
122211,12221,0,,Circle,"""radius"":700",No,Projectile,0,12221,,,,,0,0,
122221,12222,0,,Circle,"""radius"":700",No,Projectile,0,12222,,,,,0,0,
122231,12223,0,,,,,Buff,0,122231,,,,,0,0,
122241,12224,0,,,,,Buff,0,122241,,,,,0,0,
122311,12231,0,,,,,DamagePhy,0,"4071, 231351, 25000, 34900",1.6,1,,,0,0,
122313,12231,0,,,,,Buff,0,12231,,,,,0,0,
122321,12232,0,,,,,DamagePhy,0,"4442, 252383, 29000, 38900",1.6,1,,,0,0,
122323,12232,0,,,,,Buff,0,12232,,,,,0,0,
122331,12233,0,,,,,Buff,0,12233,,,,,0,0,
122412,12241,0,,,,,DamagePhy,0,"3062, 110820, 18800, 28700",1.6,1,,,0,0,
122413,12241,0,,,,,Buff,0,1011,,,,,0,0,
122421,12242,0,,,,,Projectile,0,12242,,,,,0,0,
122431,12243,0,,,,,Buff,0,122431,,,,,0,0,
122441,12244,0,,,,,Buff,0,122441,,,,,0,0,
122511,12251,0,,Circle,"""radius"":700",No,Projectile,0,12251,,,,,0,0,
122521,12252,0,,,,,DamageMag,0,"475, 26964, 3200, 6200",1.6,1,,,0,0,
122523,12252,0,,,,,Buff,0,12252,,,,,0,0,
122524,12252,0,,,,,Buff,0,122521,,,,,0,0,
122611,12261,0,,,,,DamageMag,0,"588, 33368, 3300, 8200",1.6,1,,,0,0,
122613,12261,0,,,,,GroundObject,0,12261,,,,,0,0,
122615,12261,0,,,,,Buff,0,122615,,,,,0,0,
122621,12262,0,,,,,Buff,0,11262,,,,,0,0,
122631,12263,0,,,,,Buff,0,122631,,,,,0,0,
122632,12263,0,,,,,Recovery,0,0,,,,,0,0,
122641,12264,0,,,,,Buff,0,12264,,,,,0,0,
132111,13211,0,,,,,DamagePhy,0,"1858, 105591, 17600, 27500",1.6,1,,,0,0,
132112,13211,0,,,,,Buff,0,13211,,,,,0,0,
132113,13211,0,,,,,Buff,0,132113,,,,,0,0,
132114,13211,0,,,,,HPSteal,0,"3000, 0, 3500",,,,,0,0,
132121,13212,0,,,,,DamagePhy,0,"4224, 179985, 20500, 30400",1.6,1,,,0,0,
132123,13212,0,,,,,Pulling,0,,,,,Structure,0,0,
132125,13212,0,,,,,Buff,0,132125,,,,,0,0,
132126,13212,0,,,,,Buff,0,132126,,,,,0,0,
132131,13213,0,,,,,Buff,0,13213,,,,,0,0,
132132,132132,0,,,,,Buff,0,132132,,,,,0,0,
132211,13221,0,,,,,DamagePhy,0,"2571, 146077, 22000, 31900",1.6,1,,,0,0,
132213,13221,0,,,,,Buff,0,1001,,,,,0,0,
132221,13222,0,132221,Circle,"""radius"":400",Enemy,DamagePhy,0,"440, 24900, 3750, 7500",1.6,1,,,0,0,
132222,13222,0,132221,Circle,"""radius"":400",Enemy,Buff,0,13222,,,,,0,0,
132223,13222,0,132221,Circle,"""radius"":400",Self,Buff,0,132221,,,,,0,0,
132231,13223,0,,,,,Buff,0,132231,,,,,0,0,
132241,13224,0,,,,,Buff,0,132241,,,,,0,0,
132311,13231,0,,,,,DamagePhy,0,"2273, 129200, 22000, 31900",1.6,1,,,0,0,
132312,13231,0,,,,,DefenseIgnoreDamage,0,"70, 1500",1.3,1,,,0,0,
132313,13231,0,,,,,Buff,0,13231,,,,,0,0,
132321,13232,0,,,,,DamagePhy,0,"2584, 146819, 20000, 29900",1.6,1,,,0,0,
132322,13232,0,,,,,Buff,0,13231,,,,,0,0,
132323,13232,0,,,,,Buff,0,132322,,,,,0,0,
132331,13233,0,,,,,Buff,0,132331,,,,,0,0,
132332,13233,0,,,,,Buff,0,132332,,,,,0,0,
132411,13241,0,,Circle,"""radius"":50",No,Projectile,0,13241,,,,,0,0,
132421,13242,0,,,,,DamagePhy,0,"2107, 66092, 18000, 27900",1.6,1,,,0,0,
132422,13242,0,,,,,Buff,0,13242,,,,,0,0,
132431,13243,0,,,,,Buff,0,13243,,,,,0,0,
132441,13244,0,,,,,Buff,0,13244,,,,,0,0,
132511,13251,0,,,,,DamageMag,0,"790, 44862, 6050, 12100",1.6,1,,,0,0,
132521,13252,0,,,,,DamageMag,0,"604, 32626, 4400, 12300",1.6,1,,,0,0,
132522,13252,0,,,,,GroundObject,0,13252,,,,,0,0,
132531,13253,0,,,,,Buff,0,132531,,,,,0,0,
132611,13261,0,132611,Fan,"""radius"":550,""angle"":90",Enemy,DamageMag,0,"1959, 166842, 18000, 27900",1.6,1,,,0,0,
132613,13261,0,132611,Fan,"""radius"":550,""angle"":90",Enemy,VampiricTouch,0,"3500, 1500, 5000",,,,,0,0,
132614,13261,0,132611,Circle,"""radius"":900",Party,HPHeal,0,"313, 35593, 920, 1600",1,1,,,0,0,
132621,13262,0,,,,,DamageMag,0,"1993, 113249, 20000, 29900",1.6,1,,,0,0,
132623,13262,0,,,,,Buff,0,132623,,,,,0,0,
132624,13262,0,,,,,EraseBuff,0,,,,,,0,0,
132631,13263,0,132631,Circle,"""radius"":700",Self,Buff,0,132631,,,,,0,0,
132641,13264,0,,,,,HPHeal,0,"130, 9045",1,1,,,0,0,
142111,14211,0,,,,,DamagePhy,0,"1880, 96367, 16000, 25900",1.6,1,,,0,0,
142113,14211,0,,,,,Buff,0,14211,,,,,0,0,
142121,14212,0,,,,,DamagePhy,0,"2015, 109021, 18000, 27900",1.6,1,,,0,0,
142122,14212,0,,,,,Buff,0,14212,,,,,0,0,
142123,14212,0,,,,,Buff,0,14213,,,,,0,0,
142211,14221,0,,,,,DamagePhy,0,"2014, 114452, 18000, 27900",1.6,1,,,0,0,
142221,14222,0,,,,,DamagePhy,0,"1832, 109828, 16000, 25900",1.6,1,,,0,0,
142223,14222,0,,,,,Buff,0,14222,,,,,0,0,
142231,14223,0,,,,,Buff,0,14223,,,,,0,0,
