Key,ValueType,Value
Common.ReviveTipBreakpointLevel,UxUInt32,30
Common.SearchKeywordMaxLarge,UxUInt32,30
Common.SearchKeywordMaxShort,UxUInt32,20
Common.SearchKeywordMin,UxUInt32,2
Common.SearchLimitTime,UxUInt32,3
Common.SystemMessageOffset,UxSingle,0.097
Common.BossRewardUIOpenTime,UxUInt32,15
CommonSiege.PreviouslyEnterTime,UxUInt32,600
CommonSiege.ReviveCoolTimeAddPerTick,UxUInt32,1
CommonSiege.ReviveCoolTimeBase,UxUInt32,10
CommonSiege.ReviveCoolTimeTickTime,UxUInt32,40
CommonSiege.ReviveNowCost,UxUInt32,30
CommonSiege.ReviveNowCostAdd,UxUInt32,30
CommonSiege.ReviveNowCostMax,UxUInt32,150
CommonSiege.SpecateMaxCount,UxUInt32,100
ContentsLock.AbilityUpInfoId,UxUInt32,41
ContentsLock.AgitInfoId,UxUInt32,126
ContentsLock.CompositionInfoId,UxUInt32,12
ContentsLock.DailyActivityInfoId,UxUInt32,18
ContentsLock.EarringSlot_1,UxUInt32,301
ContentsLock.EarringSlot_2,UxUInt32,302
ContentsLock.Elixir,UxUInt32,28
ContentsLock.EnchantInfoId,UxUInt32,13
ContentsLock.ForgeInfoId,UxUInt32,1
ContentsLock.GatheringDungeonInfoId,UxUInt32,29
ContentsLock.HeroicInfoId,UxUInt32,5
ContentsLock.LimitBreakInfoId,UxUInt32,43
ContentsLock.MonsterBook,UxUInt32,24
ContentsLock.NotifyDisplayTime,UxUInt32,30
ContentsLock.OptionChangeInfoId,UxUInt32,42
ContentsLock.Pvp,UxUInt32,10
ContentsLock.RegularDungeonInfoId,UxUInt32,22
ContentsLock.RingSlot_1,UxUInt32,303
ContentsLock.RingSlot_2,UxUInt32,304
ContentsLock.RuneCarve,UxUInt32,16
ContentsLock.Skill,UxUInt32,9
ContentsLock.SoulShotInfoId,UxUInt32,2
ContentsLock.UpgradeInfoId,UxUInt32,17
ContentsLock.CharacterTitle,UxUInt32,40
Crafting.ElixirLimitGrade,UxUInt32,6
Crafting.ElixirTutorialInfoId,UxUInt32,30
Crafting.EquipmentCraftOpen,UxBool,0
Crafting.SkillBookMaxCount,UxUInt32,1
CutScene.InjuryTime,UxUInt32,5
CutScene.MaxTime,UxUInt32,60
Damage.RangeMax,UxInt32,10200
Damage.RangeMin,UxInt32,9700
Default.AccountLinkRewardCount,UxUInt32,300
Default.Adena,UxUInt32,1000
Default.DeleteRemainSlot,UxInt16,-10
Default.PvpTicket,UxUInt32,5
Default.QuestTicket,UxUInt32,10
Default.RedDiamond,UxUInt32,0
Default.RunePiece,UxUInt32,0
DefaultAccessoryWarehouseSlotCount,UxUInt32,30
DefaultArmorWarehouseSlotCount,UxUInt32,50
DefaultBagSlotCount,UxUInt32,80
DefaultEtcWarehouseSlotCount,UxUInt32,30
DefaultSoulCrystalWarehouseSlotCount,UxUInt32,30
DefaultWeaponWarehouseSlotCount,UxUInt32,30
Dialog.TypeDurationTime,UxSingle,0.02
DropBoxEvent.EveningItemBoxMaxCount,UxUInt32,10
DropBoxEvent.MorningItemBoxMaxCount,UxUInt32,10
DropBoxEvent.PortalGadgetGroupId,UxUInt32,20002
DropBoxEvent.RepeatTypeRegenMin,UxUInt32,1
Dungeon.AdenaDungeonEnterCount,UxUInt32,1
Dungeon.AdenaDungeonEnterLevel,UxUInt32,30
Dungeon.AdenaDungeonLimitTime,UxUInt32,180
Dungeon.AdenaDungeonSweepCost,UxUInt32,50
Dungeon.AdenaDungeonTollEnterCost1,UxUInt32,50
Dungeon.AdenaDungeonTollEnterCost2,UxUInt32,200
Dungeon.AdenaDungeonTollEnterCostString,UxString,"100, 200, 400, 800, 1600, 3200"
Dungeon.AdenaDungeonTollEnterCount,UxUInt32,0
Dungeon.DailyDayOfWeekDiffMinute,UxUInt16,240
Dungeon.DailyDungeonEasyEnterCostLevel,UxUInt16,31
Dungeon.DailyDungeonEnterCost1,UxUInt16,100
Dungeon.DailyDungeonEnterCost2,UxUInt16,200
Dungeon.DailyDungeonEnterCost3,UxUInt16,400
Dungeon.DailyDungeonEnterCost4,UxUInt16,800
Dungeon.DailyDungeonEnterCost5,UxUInt16,1600
Dungeon.DailyDungeonEnterCost6,UxUInt16,3200
Dungeon.DailyDungeonEnterCount,UxUInt16,2
Dungeon.DailyDungeonEnterCount2,UxUInt16,6
Dungeon.DailyDungeonEnterLevel,UxUInt32,5
Dungeon.DailyDungeonFreeChance,UxUInt8,1
Dungeon.DailyDungeonOtherFreeChance,UxUInt8,
Dungeon.DifficultyOver,UxUInt32,11000
Dungeon.DifficultyUnder,UxUInt32,9500
Dungeon.DungeonQuestPointRewardCost,UxUInt32,5
Dungeon.DungeonQuestPointRewardItemInfoId,UxUInt32,911175
Dungeon.DungeonQuestRewardCostDiamond,UxUInt32,100
Dungeon.DungeonQuestRewardPoint,UxUInt32,1
Dungeon.DungeonQuestSweepItemInfoId,UxUInt32,490025
Dungeon.EnchantScrollDungeonDoneWaitTime,UxUInt32,5
Dungeon.EnchantScrollDungeonEnterCount,UxUInt32,2
Dungeon.EnchantScrollDungeonEnterLevel,UxUInt32,37
Dungeon.EnchantScrollDungeonGadgetRetryTime,UxUInt32,2
Dungeon.EnchantScrollDungeonPrologueTime,UxUInt32,5
Dungeon.EnchantScrollDungeonTollEnterCost1,UxUInt32,50
Dungeon.EnchantScrollDungeonTollEnterCost2,UxUInt32,200
Dungeon.EnchantScrollDungeonTollEnterCount,UxUInt32,6
Dungeon.EnchantScrollDungeonTollEnterString,UxString,"100, 200, 400, 800, 1600, 3200"
Dungeon.EquipDungeonDeathScore,UxInt32,-100
Dungeon.EquipDungeonEnterCount,UxUInt32,2
Dungeon.EquipDungeonEnterLevel,UxUInt32,20
Dungeon.EquipDungeonTollEnterCost1,UxUInt32,50
Dungeon.EquipDungeonTollEnterCost2,UxUInt32,200
Dungeon.EquipDungeonTollEnterCostString,UxString,"100, 200, 400, 800, 1600, 3200"
Dungeon.EquipDungeonTollEnterCount,UxUInt32,6
Dungeon.EquipMinMember,UxUInt32,2
Dungeon.ExpDungeonClearRankA,UxString,UI_Icon_dungeon_rank_A
Dungeon.ExpDungeonClearRankB,UxString,UI_Icon_dungeon_rank_B
Dungeon.ExpDungeonClearRankC,UxString,UI_Icon_dungeon_rank_C
Dungeon.ExpDungeonClearRankS,UxString,UI_Icon_dungeon_rank_S
Dungeon.ExpDungeonClearRankSS,UxString,UI_Icon_dungeon_rank_SS
Dungeon.ExpDungeonClearRankSSS,UxString,UI_Icon_dungeon_rank_SSS
Dungeon.ExpDungeonEnterCount,UxUInt32,2
Dungeon.ExpDungeonEnterLevel,UxUInt32,36
Dungeon.ExpDungeonLimitTime,UxUInt32,180
Dungeon.ExpDungeonSweepCost,UxUInt32,50
Dungeon.ExpDungeonSweepEnableRank,UxString,A
Dungeon.ExpDungeonTollEnterCost1,UxUInt32,50
Dungeon.ExpDungeonTollEnterCost2,UxUInt32,200
Dungeon.ExpDungeonTollEnterCostString,UxString,"100, 200, 400, 800, 1600, 3200"
Dungeon.ExpDungeonTollEnterCount,UxUInt32,6
Dungeon.FishingDungeonCountResetCost,UxUInt32,100
Dungeon.FishingDungeonNibbleWaitSec,UxUInt32,10
Dungeon.FishingDungeonSkillWaitSec,UxUInt32,10
Dungeon.GatheringDungeonBossBuffInfoId,UxUInt32,304
Dungeon.GatheringDungeonBossBuffPeriodSec,UxUInt32,5
Dungeon.GatheringDungeonBossBuffRadius,UxSingle,5
Dungeon.GatheringDungeonEnterLevel,UxUInt32,1
Dungeon.GatheringDungeonFeverBonusRatio,UxUInt32,20000
Dungeon.GatheringDungeonFeverStartHour,UxUInt32,22
Dungeon.GatheringDungeonFeverTermSec,UxUInt32,0
Dungeon.GatheringDungeonNpcPopupPeriodSec,UxUInt32,300
Dungeon.GatheringSpeedMulMax,UxUInt32,5000
Dungeon.GatheringTrialCount,UxUInt32,20
Dungeon.GuildDungeonHelpListRefreshDelay,UxUInt32,8
Dungeon.GuildDungeonHelpMessageMaxLimit,UxUInt32,20
Dungeon.GuildDungeonHelpMessageMinLimit,UxUInt32,2
Dungeon.GuildDungeonHelpRewardRating,UxUInt32,100
Dungeon.GuildDungeonMemberRecall,UxUInt32,30
Dungeon.GuildDungeonReviveBaseCost,UxUInt32,70
Dungeon.GuildDungeonReviveCooltime,UxUInt32,10
Dungeon.GuildDungeonReviveIncreaseCost,UxUInt32,10
Dungeon.GuildDungeonReward1,UxUInt32,200
Dungeon.GuildDungeonReward2,UxUInt32,0
Dungeon.GuildDungeonReward3,UxUInt32,0
Dungeon.InfinityDungeonChargeCostDiamondString,UxString,"50, 100, 200, 300, 400, 500"
Dungeon.InfinityDungeonChargeMaxCount,UxInt8,6
Dungeon.InfinityDungeonClearId,UxUInt32,1
Dungeon.InfinityDungeonEnterLevel,UxUInt32,1
Dungeon.InfinityDungeonFailLimit,UxUInt16,3
Dungeon.InfinityDungeonMaxFloor,UxUInt32,100
Dungeon.InfinityDungeonSweepId,UxUInt32,2
Dungeon.OtherDailyDungeonEnterCostRatio,UxUInt32,20000
Dungeon.PartyMemberMin,UxUInt32,2
Dungeon.PkBlockItemUseMaxCount,UxUInt32,3
Dungeon.PkPointDecreaseItemUseMaxCount,UxUInt32,5
Dungeon.RefinementDungeonEnterCount,UxUInt32,6
Dungeon.RefinementDungeonEnterLevel,UxUInt32,34
Dungeon.RefinementDungeonTollEnterCost1,UxUInt32,50
Dungeon.RefinementDungeonTollEnterCost2,UxUInt32,200
Dungeon.RefinementDungeonTollEnterCostString,UxString,"100, 200, 400, 800, 1600, 3200"
Dungeon.RefinementDungeonTollEnterCount,UxUInt32,2
Dungeon.RegularDungeonEnterLevel,UxUInt32,1
Dungeon.RegularDungeonFeverBonusExpRatio,UxUInt32,20000
Dungeon.RegularDungeonFeverStartHour,UxUInt32,22
Dungeon.RegularDungeonFeverTermSec,UxUInt32,1800
Dungeon.RegularDungeonHotTimeChargeCostDiamond,UxUInt32,100
Dungeon.RegularDungeonHotTimeChargeCostDiamondString,UxString,"100, 100, 200, 200, 400, 400"
Dungeon.RegularDungeonHotTimeChargeMaxCount,UxUInt32,6
Dungeon.RegularDungeonHotTimeChargeValue,UxUInt32,900
Dungeon.RegularDungeonHotTimeSec,UxUInt32,1800
Dungeon.RegularDungeonSweepCostDiamond,UxUInt32,50
Dungeon.RegularHotTimeCoreDropRewardBonusRatio,UxInt32,10000
Dungeon.RegularHotTimeDropRewardBonusRatio,UxInt32,40000
Dungeon.RegularHotTimeExpRewardBonusRatio,UxInt32,80000
Dungeon.RegularHotTimeSaveInterval,UxUInt32,60
Dungeon.ReviveCoolTimeAddPerCount,UxUInt32,2
Dungeon.ReviveCoolTimeMax,UxUInt32,20
Dungeon.ReviveCoolTimeMin,UxUInt32,10
Dungeon.ReviveNowCost1,UxUInt32,80
Dungeon.ReviveNowCost2,UxUInt32,120
Dungeon.ReviveNowCost3,UxUInt32,160
Dungeon.StartWaitTime,UxUInt32,6
Dungeon.SummonStoneDungeonClearRankCorrect1,UxUInt32,30
Dungeon.SummonStoneDungeonClearRankCorrect2,UxUInt32,70
Dungeon.SummonStoneDungeonDoneWaitTime,UxUInt32,5
Dungeon.SummonStoneDungeonEnterCount,UxUInt32,2
Dungeon.SummonStoneDungeonEnterLevel,UxUInt32,54
Dungeon.SummonStoneDungeonGadgetRetryTime,UxUInt32,2
Dungeon.SummonStoneDungeonPrologueTime,UxUInt32,5
Dungeon.SummonStoneDungeonTollEnterCost1,UxUInt32,50
Dungeon.SummonStoneDungeonTollEnterCost2,UxUInt32,200
Dungeon.SummonStoneDungeonTollEnterCount,UxUInt32,6
Dungeon.SummonStoneDungeonTollEnterString,UxString,"100, 200, 400, 800, 1600, 3200"
Dungeon.SummonStoneDungeonTotalCrystalCount,UxUInt32,3
Dungeon.DailyDungeonSweepCost_Difficulty6,UxUInt32,1
Dungeon.ExpDungeonSweepCost_Difficulty6,UxUInt32,1
Dungeon.ExpDungeonSweepEnableRank_Difficulty6,UxString,SSS
Dungeon.AdenaDungeonSweepCost_Difficulty6,UxUInt32,1
Dungeon.AdenaDungeonSweepEnableRank_Difficulty6,UxString,SSS
Dungeon.GuildAgitMemberRecall,UxUInt32,30
Dungeon.PartyDungeonHardPotionCoolTime,UxUInt32,10
Dungeon.PartyDungeonCutSceneSkipCoolTime,UxSingle,3
Dungeon.DailyDungeonSweepCost_Easy,UxUInt32,1
Dungeon.DailyDungeonSweepCost_Normal,UxUInt32,1
Dungeon.DailyDungeonSweepCost_Hard,UxUInt32,1
Dungeon.DailyDungeonSweepCost_VeryHard,UxUInt32,1
Dungeon.DailyDungeonSweepCost_Hell,UxUInt32,1
Dungeon.DailyDungeonSweepTicket,UxUInt32,490090
Dungeon.ExpDungeonSweepCost_Easy,UxUInt32,1
Dungeon.ExpDungeonSweepCost_Normal,UxUInt32,1
Dungeon.ExpDungeonSweepCost_Hard,UxUInt32,1
Dungeon.ExpDungeonSweepCost_VeryHard,UxUInt32,1
Dungeon.ExpDungeonSweepCost_Hell,UxUInt32,1
