Id,Group,WorldId,SortNum,RewardType,EffectType,RewardQuantity,RewardIndex,PromotePoint,RewardProgress,RewardIcon
11704,17,11,17,Item,AttackPowerPhy,10,1001103,396,80,909
11705,17,11,17,Item,AttackPowerPhy,10,1001103,495,100,909
11801,18,12,18,Item,AttackPowerPhy,10,1001103,108,20,909
11802,18,12,18,Item,AttackPowerPhy,10,1001103,216,40,909
11803,18,12,18,Item,AttackPowerPhy,10,1001103,324,60,909
11804,18,12,18,Item,AttackPowerPhy,10,1001103,432,80,909
11805,18,12,18,Item,AttackPowerPhy,10,1001103,540,100,909
11901,20,13,20,Item,AttackPowerPhy,10,1001103,118,20,909
11902,20,13,20,Item,AttackPowerPhy,10,1001103,236,40,909
11903,20,13,20,Item,AttackPowerPhy,10,1001103,354,60,909
11904,20,13,20,Item,AttackPowerPhy,10,1001103,472,80,909
11905,20,13,20,Item,AttackPowerPhy,10,1001103,590,100,909
12001,21,14,21,Item,AttackPowerPhy,10,1001103,128,20,909
12002,21,14,21,Item,AttackPowerPhy,10,1001103,256,40,909
12003,21,14,21,Item,AttackPowerPhy,10,1001103,384,60,909
12004,21,14,21,Item,AttackPowerPhy,10,1001103,512,80,909
12005,21,14,21,Item,AttackPowerPhy,10,1001103,640,100,909
12101,19,206,19,Item,AttackPowerPhy,15,1001103,176,20,909
12102,19,206,19,Item,AttackPowerPhy,15,1001103,352,40,909
12103,19,206,19,Item,AttackPowerPhy,15,1001103,528,60,909
12104,19,206,19,Item,AttackPowerPhy,15,1001103,704,80,909
12105,19,206,19,Item,AttackPowerPhy,15,1001103,880,100,909
12201,22,207,22,Item,AttackPowerPhy,15,1001103,188,20,909
12202,22,207,22,Item,AttackPowerPhy,15,1001103,376,40,909
12203,22,207,22,Item,AttackPowerPhy,15,1001103,564,60,909
12204,22,207,22,Item,AttackPowerPhy,15,1001103,752,80,909
12205,22,207,22,Item,AttackPowerPhy,15,1001103,940,100,909
12301,23,208,23,Item,AttackPowerPhy,15,1001103,188,20,909
12302,23,208,23,Item,AttackPowerPhy,15,1001103,376,40,909
12303,23,208,23,Item,AttackPowerPhy,15,1001103,564,60,909
12304,23,208,23,Item,AttackPowerPhy,15,1001103,752,80,909
12305,23,208,23,Item,AttackPowerPhy,15,1001103,940,100,909
12401,24,209,24,Item,AttackPowerPhy,15,1001103,188,20,909
12402,24,209,24,Item,AttackPowerPhy,15,1001103,376,40,909
12403,24,209,24,Item,AttackPowerPhy,15,1001103,564,60,909
12404,24,209,24,Item,AttackPowerPhy,15,1001103,752,80,909
12405,24,209,24,Item,AttackPowerPhy,15,1001103,940,100,909
12501,25,15,25,Item,AttackPowerPhy,10,1001104,140,20,909
12502,25,15,25,Item,AttackPowerPhy,10,1001104,280,40,909
12503,25,15,25,Item,AttackPowerPhy,10,1001104,420,60,909
12504,25,15,25,Item,AttackPowerPhy,10,1001104,560,80,909
12505,25,15,25,Item,AttackPowerPhy,10,1001104,700,100,909
12601,26,16,26,Item,AttackPowerPhy,10,1001104,152,20,909
12602,26,16,26,Item,AttackPowerPhy,10,1001104,304,40,909
12603,26,16,26,Item,AttackPowerPhy,10,1001104,456,60,909
12604,26,16,26,Item,AttackPowerPhy,10,1001104,608,80,909
12605,26,16,26,Item,AttackPowerPhy,10,1001104,760,100,909
12701,27,17,27,Item,AttackPowerPhy,10,1001104,164,20,909
12702,27,17,27,Item,AttackPowerPhy,10,1001104,328,40,909
12703,27,17,27,Item,AttackPowerPhy,10,1001104,492,60,909
12704,27,17,27,Item,AttackPowerPhy,10,1001104,656,80,909
12705,27,17,27,Item,AttackPowerPhy,10,1001104,820,100,909
12801,28,210,28,Item,AttackPowerPhy,15,1001104,188,20,909
12802,28,210,28,Item,AttackPowerPhy,15,1001104,376,40,909
12803,28,210,28,Item,AttackPowerPhy,15,1001104,564,60,909
12804,28,210,28,Item,AttackPowerPhy,15,1001104,752,80,909
12805,28,210,28,Item,AttackPowerPhy,15,1001104,940,100,909
12806,29,211,29,Item,AttackPowerPhy,15,1001104,188,20,909
12807,29,211,29,Item,AttackPowerPhy,15,1001104,376,40,909
12808,29,211,29,Item,AttackPowerPhy,15,1001104,564,60,909
12809,29,211,29,Item,AttackPowerPhy,15,1001104,752,80,909
12810,29,211,29,Item,AttackPowerPhy,15,1001104,940,100,909
12901,30,212,30,Item,AttackPowerPhy,15,1001104,188,20,909
12902,30,212,30,Item,AttackPowerPhy,15,1001104,376,40,909
12903,30,212,30,Item,AttackPowerPhy,15,1001104,564,60,909
12904,30,212,30,Item,AttackPowerPhy,15,1001104,752,80,909
12905,30,212,30,Item,AttackPowerPhy,15,1001104,940,100,909
13101,31,18,31,Item,AttackPowerPhy,10,1001105,203,20,9901
13102,31,18,31,Item,AttackPowerPhy,10,1001105,365,40,9901
13103,31,18,31,Item,AttackPowerPhy,10,1001105,527,60,9901
13104,31,18,31,Item,AttackPowerPhy,10,1001105,688,80,9901
13105,31,18,31,Item,AttackPowerPhy,10,1001105,1012,100,9901
90000,999,400,999,Item,AttackPowerPhy,15,1001103,150,20,909
90001,999,400,999,Item,AttackPowerPhy,15,1001103,300,40,909
90002,999,400,999,Item,AttackPowerPhy,15,1001103,450,60,909
90003,999,400,999,Item,AttackPowerPhy,15,1001103,600,80,909
90004,999,400,999,Item,AttackPowerPhy,15,1001103,750,100,909
13201,32,19,32,Item,AttackPowerPhy,10,1001105,203,20,9901
13202,32,19,32,Item,AttackPowerPhy,10,1001105,365,40,9901
13203,32,19,32,Item,AttackPowerPhy,10,1001105,527,60,9901
13204,32,19,32,Item,AttackPowerPhy,10,1001105,688,80,9901
13205,32,19,32,Item,AttackPowerPhy,10,1001105,1012,100,9901
13301,33,20,33,Item,AttackPowerPhy,10,1001105,203,20,9901
13302,33,20,33,Item,AttackPowerPhy,10,1001105,365,40,9901
13303,33,20,33,Item,AttackPowerPhy,10,1001105,527,60,9901
13304,33,20,33,Item,AttackPowerPhy,10,1001105,688,80,9901
13305,33,20,33,Item,AttackPowerPhy,10,1001105,1012,100,9901
13401,34,213,34,Item,AttackPowerPhy,15,1001105,203,20,9901
13402,34,213,34,Item,AttackPowerPhy,15,1001105,365,40,9901
13403,34,213,34,Item,AttackPowerPhy,15,1001105,527,60,9901
13404,34,213,34,Item,AttackPowerPhy,15,1001105,688,80,9901
13405,34,213,34,Item,AttackPowerPhy,15,1001105,1012,100,9901
13501,35,214,35,Item,AttackPowerPhy,15,1001105,203,20,9901
13502,35,214,35,Item,AttackPowerPhy,15,1001105,365,40,9901
13503,35,214,35,Item,AttackPowerPhy,15,1001105,527,60,9901
13504,35,214,35,Item,AttackPowerPhy,15,1001105,688,80,9901
13505,35,214,35,Item,AttackPowerPhy,15,1001105,1012,100,9901
13601,36,215,36,Item,AttackPowerPhy,15,1001105,203,20,9901
13602,36,215,36,Item,AttackPowerPhy,15,1001105,365,40,9901
13603,36,215,36,Item,AttackPowerPhy,15,1001105,527,60,9901
13604,36,215,36,Item,AttackPowerPhy,15,1001105,688,80,9901
13605,36,215,36,Item,AttackPowerPhy,15,1001105,1012,100,9901
