Key,ValueKey,WarningSoundPlay
COMMON_CLASSTRANSFER,4014,0
COMMON_ACTIVATE,731000003853,0
COMMON_DEACTIVATE,731000003704,0
COMMON_COMPOUND,731000000382,0
COMMON_CONTENT_NO_SPACE,731000000383,1
COMMON_CONTENT_NOT_ENOUGH_ADENA,731000000384,1
COMMON_CONTENT_NOT_ENOUGH_DIAMOND,731000000385,1
COMMON_CONTENT_NOTREADY,351000000591,0
COMMON_COUNT_ADENA,251000000081,0
COMMON_COUNT_BLOODCRYSTAL,731000000388,0
COMMON_COUNT_CASH,251000000082,0
COMMON_COUNT_CRYSTAL,731000000390,0
COMMON_COUNT_EXP,251000000084,0
COMMON_COUNT_LOWER_SYMBOL,731000000392,0
COMMON_COUNT_MAX,731000000393,0
COMMON_COUNT_UPPPER_SYMBOL,731000000392,0
COMMON_CRYSTAL,251000000083,0
COMMON_CURRENT_POSITION,731000000396,0
COMMON_CUSTOMER_CENTER,731000000397,0
COMMON_DAILY_ACTIVITY,722000000018,0
COMMON_DARAKELF,381000000003,0
COMMON_DEATH,731000000400,0
COMMON_DEATH_DESC,731000000401,0
COMMON_DEATH_MSG,731000000402,0
COMMON_DEATH_TIP,731000000403,0
COMMON_DEFAULT_REWARD,731000000404,0
COMMON_DEFENSE,731000000405,0
COMMON_DEFENSEPOWER,731000000145,0
COMMON_DELETE_ACCOUNT,731000000407,0
COMMON_DEV,731000000408,0
COMMON_DEVICE,731000000409,0
COMMON_DIA,1001,0
COMMON_DIFFICULTY_EASY,472000000011,0
COMMON_DIFFICULTY_HARD,472000000013,0
COMMON_DIFFICULTY_NORMAL,472000000012,0
COMMON_DIFFICULTY_VERY_HARD,472000000014,0
COMMON_DRAW,731000000415,0
COMMON_DUNGEON,722000000003,0
COMMON_DUNGEON_FAILED,731000000417,1
COMMON_DWARF,381000000004,0
COMMON_ELF,381000000002,0
COMMON_ENCHANT,731000000420,0
COMMON_ENCHANT_VALUE,731000000421,0
COMMON_ENTER,731000001301,0
COMMON_EQUIPMENT_EQUIP,731000000422,0
COMMON_EQUIPMENT_EQUIP_WITH_COUNT,731000000423,0
COMMON_EQUIPMENT_UNEQUIP,731000000424,0
COMMON_EXIT,731000000425,0
COMMON_FAILED,731000000426,1
COMMON_FAVORITE,731000000427,0
COMMON_FIELD,731000000428,0
COMMON_FRIDAY,731000000429,0
COMMON_FRIENDSHIP_POINT,1006,0
COMMON_GAME,731000000431,0
COMMON_GRAPHIC,731000000432,0
COMMON_GET,731000000433,0
COMMON_GET_PRIZE,731000000434,0
COMMON_REMAIN_REWARD,731000000435,0
COMMON_GRADE_A,731000000436,0
COMMON_GRADE_B,731000000437,0
COMMON_GRADE_C,731000000438,0
COMMON_GRADE_D,731000000439,0
COMMON_GRADE_HIGH,731000000440,0
COMMON_GRADE_LOW,731000000441,0
COMMON_GRADE_R,731000000442,0
COMMON_GRADE_S,731000000443,0
COMMON_GRADE_SR,731000000444,0
COMMON_GRADE_UR,731000000445,0
COMMON_GREATER,731000000446,0
COMMON_HELP,731000000447,0
COMMON_HUMAN,381000000001,0
COMMON_INCREASE,731000000449,0
COMMON_INFINITE,731000000450,0
COMMON_INFO,731000000451,0
COMMON_INPUT_SEARCH_KEYWORD,731000000452,1
COMMON_INVENTORY,731000000453,0
COMMON_INVITATION,731000000454,0
COMMON_ITEM,701000000003,0
COMMON_ITEM_COUNT,731000000456,0
COMMON_ITEM_GRADE,731000000457,0
COMMON_JOIN,731000000458,0
COMMON_JOSA_EUL,731000000459,0
COMMON_JOSA_EULO,731000000460,0
COMMON_JOSA_LEUL,731000000461,0
COMMON_JOSA_LO,731000000462,0
COMMON_KILL,731000000463,0
COMMON_KILL_DESC,731000000464,0
COMMON_KNIGHT_LEADER,322000000030,0
COMMON_LACK_MESSAGE,731000000466,1
COMMON_LESSER,731000000467,0
COMMON_LEVEL,91000000080,0
COMMON_LEVEL_ENG,731000000312,0
COMMON_LEVEL_GREEN,731000000470,0
COMMON_LEVEL_MAX_LEVEL,731000000471,0
COMMON_LIKE,731000000427,0
COMMON_LIKE_CANCEL,731000000473,0
COMMON_LOGIN,731000000474,0
COMMON_LOGOUT,731000000475,0
COMMON_LOST,731000000476,0
COMMON_MAKE_ALL,731000000477,0
COMMON_MATERIAL,562000400000,0
COMMON_MAXIMUM,731000000479,0
COMMON_MEMBERS,731000000480,0
COMMON_MONDAY,731000000481,0
COMMON_MOVETO,731000000482,0
COMMON_NAME,731000000483,0
COMMON_NEXT,731000000484,0
COMMON_NO,731000000485,0
COMMON_NO_GUILD_HOLD,731000000486,1
COMMON_NO_LONGER_SELECTED,731000000487,1
COMMON_NO_LONGER_SELECTED_LEVEL_LIMIT,731000000488,1
COMMON_NO_LONGER_SELECTED_MATERIAL_LIMIT,731000000489,1
COMMON_NOT_DURATION_EVENT,731000000490,1
COMMON_NOT_ENOUGH_LEVEL,731000000491,1
COMMON_OFF,731000000492,0
COMMON_OFFLINE,731000000492,0
COMMON_ON,731000000494,0
COMMON_OPEN,731000000495,0
COMMON_OPEN_ALL,731000000496,0
COMMON_OPTION,731000000497,0
COMMON_PEOPLE_COUNT,731000000498,0
COMMON_PK_WINNER_POPUP,731000000499,0
