TutorialId,Step,Id,ProcessRequest,SystemMessagePosition,NpcPortrait,NpcNameKey,DialogMessageKey,TaskType,UIType,SkillActivateType,TaskParam,TaskTargetPosX,TaskTargetPosY,BPName,WidgetName,ControlName,ControlIndexType,ControlIndex,MoviePath,MoviePath_TW,MoviePath_TH,MoviePath_ID,Sound,SkipFadeOutKeep,LogIndex
16,4,16004,0,Center,WarehouseKeeper_01_02,181000000008,182000016004,ButtonClick,All,,,,,BP_CharacterInfoBaseUI,CanvasPanelRight,CheckBoxArmor,,,,,,,Tutorial_Dialogue_16_4,0,
16,5,16005,0,Down,WarehouseKeeper_01_02,181000000008,182000016005,ButtonClick,All,,,,,BP_CharacterInfoBaseUI,CanvasPanelRight,TileViewItemList,LastAcquiredItem,,,,,,Tutorial_Dialogue_16_5,0,
16,6,16006,0,Center,WarehouseKeeper_01_02,181000000008,182000016006,ButtonClick,All,,,,,BP_CharacterInfoBaseUI,CanvasPanelRight,ButtonEquipmentEnhancement,,,,,,,Tutorial_Dialogue_16_6,0,
16,7,16007,0,,WarehouseKeeper_01_02,181000000008,182000016007,,All,,,,,,,,,,,,,,Tutorial_Dialogue_16_7,0,
16,8,16008,0,Center,WarehouseKeeper_01_02,181000000008,182000016008,ButtonClick,All,,,,,BP_EquipmentEnhancementMenuUI,,ButtonLevelUp,,,,,,,Tutorial_Dialogue_16_8,0,
16,9,16009,0,,WarehouseKeeper_01_02,181000000008,182000016009,,All,,,,,,,,,,,,,,Tutorial_Dialogue_16_9,0,
16,10,16010,1,,WarehouseKeeper_01_02,181000000008,182000016010,,All,,,,,,,,,,,,,,Tutorial_Dialogue_16_10,0,
16,11,16011,0,Down,WarehouseKeeper_01_02,181000000008,182000016011,ItemClick,All,,,,,BP_CharacterInfoBaseUI,CanvasPanelRight,TileViewItemList,LastAcquiredItem,,,,,,Tutorial_Dialogue_16_11,0,
16,12,16012,1,Center,WarehouseKeeper_01_02,181000000008,182000016012,ButtonClick,All,,,,,BP_EquipmentEnhancementUI,CanvasPanelLevelUp,ButtonLevelUp,,,,,,,Tutorial_Dialogue_16_12,0,
16,13,16013,0,Center,WarehouseKeeper_01_02,181000000008,182000016013,ItemClick,All,,,,,BP_PopupMessageBoxUI,,ButtonOK,,,,,,,Tutorial_Dialogue_16_13,0,
16,14,16014,0,,,0,0,Wait,All,,5000,,,,,,,,,,,,,0,
16,15,16015,0,Center,WarehouseKeeper_01_02,181000000008,182000016015,ButtonClick,All,,,,,BP_EquipmentLevelUpResultUI,,ButtonOK,,,,,,,Tutorial_Dialogue_16_14,0,
16,16,16016,0,Center,WarehouseKeeper_01_02,181000000008,182000016016,ButtonClick,All,,,,,BP_CharacterInfoBaseUI,AssetsUI,ButtonBack,,,,,,,Tutorial_Dialogue_16_15,0,
16,17,16017,0,Center,WarehouseKeeper_01_02,181000000008,182000016017,ButtonClick,All,,,,,BP_CharacterInfoBaseUI,CanvasPanelRight,ButtonAutoEquip,,,,,,,Tutorial_Dialogue_16_16,0,
16,18,16018,0,,,0,0,Wait,All,,2000,,,,,,,,,,,,,0,
16,19,16019,0,,WarehouseKeeper_01_02,181000000008,182000016019,,All,,,,,,,,,,,,,,Tutorial_Dialogue_16_17,0,
16,20,16020,1,,,0,0,QuestPanel,All,,,,,,,,,,,,,,,0,
17,1,17001,0,Center,Officer,181000000009,182000017001,ButtonClick,All,,,,,BP_GameUI,MainToolbar,ButtonMainMenu,,,,,,,Tutorial_Dialogue_17_1,0,
17,2,17002,1,Center,Officer,181000000009,182000017002,ButtonClick,All,,,,,BP_MainMenuUI,,CheckBoxCharacter,,,,,,,Tutorial_Dialogue_17_2,0,
17,3,17003,0,Center,Officer,181000000009,182000017003,ButtonClick,All,,,,,BP_MainMenuUI,,ButtonSkill,,,,,,,Tutorial_Dialogue_17_3,0,
17,4,17004,0,,Officer,181000000009,182000017004,,All,,,,,,,,,,,,,,Tutorial_Dialogue_17_4,0,
17,5,17005,0,Center,Officer,181000000009,182000017005,ButtonClick,All,,3500,,,BP_SkillUI,AssetsUI,CavasPanelSP,,,,,,,Tutorial_Dialogue_17_5,0,
17,6,17006,0,,Officer,181000000009,182000017006,,All,,,,,,,,,,,,,,Tutorial_Dialogue_17_6,0,
17,7,17007,0,,Officer,181000000009,182000017007,,All,,,,,,,,,,,,,,Tutorial_Dialogue_17_7,0,
17,8,17008,0,Center,Officer,181000000009,182000017008,ButtonClick,All,,,,,BP_SkillUI,TableViewSkillList,CanvasPanelSkillIcon,,0,,,,,Tutorial_Dialogue_17_8,0,
17,9,17009,0,Center,Officer,181000000009,182000017009,ButtonClick,All,,,,,BP_SkillUI,TableViewSkillList,ButtonLevelUp,,0,,,,,Tutorial_Dialogue_17_9,0,
17,10,17010,0,,Officer,181000000009,182000017010,,All,,,,,,,,,,,,,,Tutorial_Dialogue_17_10,0,
17,11,17011,0,,Officer,181000000009,182000017011,,All,,,,,,,,,,,,,,Tutorial_Dialogue_17_11,0,
17,12,17012,0,,Officer,181000000009,182000017012,,All,,,,,,,,,,,,,,Tutorial_Dialogue_17_12,0,
17,13,17013,0,Center,Officer,181000000009,182000017013,ButtonClick,All,,,,,BP_SkillUI,,CheckBoxGroup2,,,,,,,Tutorial_Dialogue_17_13,0,
17,14,17014,0,,Officer,181000000009,182000017014,,All,,,,,,,,,,,,,,Tutorial_Dialogue_17_14,0,
17,15,17015,0,Center,Officer,181000000009,182000017015,ButtonClick,All,,,,,BP_SkillUI,TableViewSkillList,CanvasPanelSkillIcon,,1,,,,,Tutorial_Dialogue_17_15,0,
17,16,17016,0,Center,Officer,181000000009,182000017016,ButtonClick,All,,,,,BP_SkillUI,TableViewSkillList,ButtonLevelUp,,1,,,,,Tutorial_Dialogue_17_16,0,
17,17,17017,0,,Officer,181000000009,182000017017,,All,,,,,,,,,,,,,,Tutorial_Dialogue_17_17,0,
17,18,17018,1,,,0,0,QuestPanel,All,,,,,,,,,,,,,,,0,
18,1,18001,0,Center,ArmorMerchant_01,10010163,182000018001,ButtonClick,All,,,,,BP_GameUI,MainToolbar,ButtonMainMenu,,,,,,,Tutorial_Dialogue_18_1,0,
18,2,18002,0,Center,ArmorMerchant_01,10010163,182000018002,ButtonClick,All,,,,,BP_MainMenuUI,,ButtonBattlefield,,,,,,,Tutorial_Dialogue_18_2,0,
18,3,18003,0,Center,ArmorMerchant_01,10010163,182000018003,ButtonClick,All,,,,,BP_SelectBattleUINew,,TileViewBattlefieldList,,0,,,,,Tutorial_Dialogue_18_3,0,
18,4,18004,0,,ArmorMerchant_01,10010163,182000018004,,All,,,,,,,,,,,,,,Tutorial_Dialogue_18_4,0,
18,5,18005,0,,ArmorMerchant_01,10010163,182000018005,,All,,,,,,,,,,,,,,Tutorial_Dialogue_18_5,0,
18,6,18006,0,,ArmorMerchant_01,10010163,182000018006,,All,,,,,,,,,,,,,,Tutorial_Dialogue_18_6,0,
18,7,18007,0,Top,ArmorMerchant_01,10010163,182000018007,ButtonClick,All,,,,,BP_PVPUI,,ButtonHonorInfo,,,,,,,Tutorial_Dialogue_18_7,0,
18,8,18008,0,,ArmorMerchant_01,10010163,182000018008,,All,,,,,,,,,,,,,,Tutorial_Dialogue_18_8,0,
18,9,18009,0,,ArmorMerchant_01,10010163,182000018009,,All,,,,,,,,,,,,,,Tutorial_Dialogue_18_9,0,
18,10,18010,0,Top,ArmorMerchant_01,10010163,182000018010,ButtonClick,All,,3500,,,BP_PvPHonorRankPopup,,TileViewPvPHonorRank,,0,,,,,Tutorial_Dialogue_18_10,0,
18,11,18011,0,Top,ArmorMerchant_01,10010163,182000018011,ButtonClick,All,,3000,,,BP_PvPHonorRankPopup,,TileViewPvPHonorRank,,1,,,,,Tutorial_Dialogue_18_11,0,
18,12,18012,0,Top,ArmorMerchant_01,10010163,182000018012,ButtonClick,All,,3000,,,BP_PvPHonorRankPopup,TileViewPvPHonorRank,CanvasPanelStat,,1,,,,,Tutorial_Dialogue_18_12,0,
18,13,18013,1,,ArmorMerchant_01,10010163,182000018013,,All,,,,,,,,,,,,,,Tutorial_Dialogue_18_13,0,
18,14,18014,0,Top,ArmorMerchant_01,10010163,182000018014,ButtonClick,All,,,,,BP_PvPHonorRankPopup,,ButtonClose,,,,,,,Tutorial_Dialogue_18_14,0,
18,15,18015,0,Top,ArmorMerchant_01,10010163,182000018015,ButtonClick,All,,,,,BP_PVPUI,PVPTargetTemplate4,ButtonBattleStart,,,,,,,Tutorial_Dialogue_18_15,0,
18,16,18016,0,,,0,0,QuestClear,All,,,,,,,,,,,,,,,0,
18,17,18017,0,,,0,0,Wait,All,,5000,,,,,,,,,,,,,0,
18,18,18018,0,Top,ArmorMerchant_01,10010163,182000018018,ButtonClick,All,,,,,BP_PVPResultUI,,ButtonGoMain,,,,,,,Tutorial_Dialogue_18_16,0,
18,19,18019,1,,,0,0,Wait,All,,500,,,,,,,,,,,,,0,
18,20,18020,0,,,0,0,QuestClear,All,,,,,,,,,,,,,,,0,
18,21,18021,0,,,0,0,Wait,All,,5000,,,,,,,,,,,,,0,
18,22,18022,0,Top,ArmorMerchant_01,10010163,182000018022,ButtonClick,All,,,,,BP_PVPResultUI,,ButtonGoMain,,,,,,,Tutorial_Dialogue_18_17,0,
18,23,18023,1,,,0,0,Wait,All,,500,,,,,,,,,,,,,0,
19,1,19001,0,Center,Noble_02,181000000011,182000019001,ButtonClick,All,,,,,BP_GameUI,MainToolbar,ButtonMainMenu,,,,,,,Tutorial_Dialogue_19_1,0,
19,2,19002,0,Center,Noble_02,181000000011,182000019002,ButtonClick,All,,,,,BP_MainMenuUI,,CheckBoxItem,,,,,,,Tutorial_Dialogue_19_2,0,
19,3,19003,0,Center,Noble_02,181000000011,182000019003,ButtonClick,All,,,,,BP_MainMenuUI,,ButtonSmithy,,,,,,,Tutorial_Dialogue_19_3,0,
19,4,19004,0,Center,Noble_02,181000000011,182000019004,ButtonClick,All,,,,,BP_EquipmentEnhancementUI,,CheckBoxComposition,,,,,,,Tutorial_Dialogue_19_4,0,
19,5,19005,0,,Noble_02,181000000011,182000019005,,All,,,,,,,,,,,,,,Tutorial_Dialogue_19_5,0,
19,6,19006,0,,Noble_02,181000000011,182000019006,,All,,,,,,,,,,,,,,Tutorial_Dialogue_19_6,0,
19,7,19007,0,Center,Noble_02,181000000011,182000019007,ButtonClick,All,,4000,,,BP_EquipmentEnhancementUI,,CanvasPanelCompositionTargetGuide,,,,,,,Tutorial_Dialogue_19_7,0,
19,8,19008,0,Center,Noble_02,181000000011,182000019008,ButtonClick,All,,,,,BP_CharacterInfoBaseUI,CanvasPanelRight,CheckBoxArmor,,,,,,,Tutorial_Dialogue_19_8,0,
19,9,19009,1,,,0,0,Wait,All,,1,,,,,,,,,,,,,0,
19,10,19010,0,Down,Noble_02,181000000011,182000019010,ItemClick,All,,,,,BP_CharacterInfoBaseUI,CanvasPanelRight,TileViewItemList,LastAcquiredItem,,,,,,Tutorial_Dialogue_19_9,0,
19,11,19011,0,,Noble_02,181000000011,182000019011,,All,,,,,,,,,,,,,,Tutorial_Dialogue_19_10,0,
19,12,19012,1,,,0,0,Wait,All,,1,,,,,,,,,,,,,0,
19,13,19013,1,Down,Noble_02,181000000011,182000019013,ItemClick,All,,,,,BP_CharacterInfoBaseUI,CanvasPanelRight,TileViewItemList,LastAcquiredItem,,,,,,Tutorial_Dialogue_19_11,0,
19,14,19014,0,Top,Noble_02,181000000011,182000019014,ButtonClick,All,,,,,BP_EquipmentEnhancementUI,,ButtonComposition,,,,,,,Tutorial_Dialogue_19_12,0,
19,15,19015,0,Top,Noble_02,181000000011,182000019015,ButtonClick,All,,,,,BP_PopupMessageBoxUI,,ButtonOK,,,,,,,Tutorial_Dialogue_19_13,0,
19,16,19016,0,,,0,0,Wait,All,,7000,,,,,,,,,,,,,0,
19,17,19017,0,,Noble_02,181000000011,182000019017,,All,,,,,,,,,,,,,,Tutorial_Dialogue_19_14,0,
19,18,19018,0,,Noble_02,181000000011,182000019018,,All,,,,,,,,,,,,,,Tutorial_Dialogue_19_15,0,
19,19,19019,1,,,0,0,Wait,All,,500,,,,,,,,,,,,,0,
20,1,20001,0,Center,Officer_02,181000000012,182000020001,ButtonClick,All,,,,,BP_GameUI,MainToolbar,ButtonMainMenu,,,,,,,Tutorial_Dialogue_20_1,0,
20,2,20002,0,Center,Officer_02,181000000012,182000020002,ButtonClick,All,,,,,BP_MainMenuUI,,CheckBoxGuild,,,,,,,Tutorial_Dialogue_20_2,0,
20,3,20003,0,Center,Officer_02,181000000012,182000020003,ButtonClick,All,,,,,BP_MainMenuUI,,ButtonGuildMain,,,,,,,Tutorial_Dialogue_20_3,0,
20,4,20004,0,,Officer_02,181000000012,182000020004,,All,,,,,,,,,,,,,,Tutorial_Dialogue_20_4,0,
20,5,20005,0,,Officer_02,181000000012,182000020005,,All,,,,,,,,,,,,,,Tutorial_Dialogue_20_5,0,
20,6,20006,0,,Officer_02,181000000012,182000020006,,All,,,,,,,,,,,,,,Tutorial_Dialogue_20_6,0,
20,7,20007,0,,Officer_02,181000000012,182000020009,,All,,,,,,,,,,,,,,Tutorial_Dialogue_20_9,0,
20,8,20008,0,,Officer_02,181000000012,182000020010,,All,,,,,,,,,,,,,,Tutorial_Dialogue_20_10,0,
20,9,20009,0,Top,Officer_02,181000000012,182000020011,ButtonClick,All,,,,,BP_GuildEntranceUI,,ButtonGuildJoin,,,,,,,Tutorial_Dialogue_20_11,0,
20,10,20010,0,,Officer_02,181000000012,182000020012,,All,,,,,,,,,,,,,,Tutorial_Dialogue_20_12,0,
20,11,20011,0,,Officer_02,181000000012,182000020013,,All,,,,,,,,,,,,,,Tutorial_Dialogue_20_13,0,
20,12,20012,0,,Officer_02,181000000012,182000020014,,All,,,,,,,,,,,,,,Tutorial_Dialogue_20_14,0,
20,13,20013,0,,Officer_02,181000000012,182000020015,,All,,,,,,,,,,,,,,Tutorial_Dialogue_20_15,0,
20,14,20014,1,,,0,0,Wait,All,,500,,,,,,,,,,,,,0,
21,1,21001,0,,HardinsFollower,10010001,182000021001,,All,,,,,,,,,,,,,,Tutorial_Dialogue_21_1,0,
21,2,21002,0,Center,HardinsFollower,10010001,182000021002,ButtonClick,All,,,,,BP_GameUI,MainToolbar,ButtonMainMenu,,,,,,,Tutorial_Dialogue_21_2,0,
21,3,21003,0,Center,HardinsFollower,10010001,182000021003,ButtonClick,All,,,,,BP_MainMenuUI,,CheckBoxDungeon,,,,,,,Tutorial_Dialogue_21_3,0,
21,4,21004,0,Center,HardinsFollower,10010001,182000021101,ButtonClick,All,,,,,BP_MainMenuUI,,ButtonDungeonMain,,,,,,,,0,
21,5,21005,0,Top,HardinsFollower,10010001,182000021004,ButtonClick,All,,,,,BP_SelectDungeonUI,,TileViewDungeonList,,1,,,,,Tutorial_Dialogue_21_4,0,
21,6,21006,0,,,0,0,Wait,All,,3000,,,,,,,,,,,,,0,
21,7,21007,1,,HardinsFollower,10010001,182000021006,,All,,,,,,,,,,,,,,Tutorial_Dialogue_21_5,0,
21,8,21008,0,,HardinsFollower,10010001,182000021007,,All,,,,,,,,,,,,,,Tutorial_Dialogue_21_6,0,
21,9,21009,0,,HardinsFollower,10010001,182000021008,,All,,,,,,,,,,,,,,Tutorial_Dialogue_21_7,0,
21,10,21010,0,Top,HardinsFollower,10010001,182000021009,ButtonClick,All,,,,,BP_InfinityDungeonUI,,ButtonStart,,,,,,,Tutorial_Dialogue_21_8,0,
21,11,21011,0,,,0,0,Wait,All,,WorldMove,,,,,,,,,,,,,0,
21,12,21012,0,,,0,0,QuestClear,All,,,,,,,,,,,,,,,0,
21,13,21013,0,,,0,0,Wait,All,,2000,,,,,,,,,,,,,0,
21,14,21014,0,Top,HardinsFollower,10010001,182000021013,ButtonClick,All,,,,,BP_DailyDungeonResultUI,CanvasPanelRight,ButtonClose,,,,,,,Tutorial_Dialogue_21_9,0,
21,15,21015,0,,,0,0,Wait,All,,WorldMove,,,,,,,,,,,,,0,
21,16,21016,0,,HardinsFollower,10010001,182000021015,,All,,,,,,,,,,,,,,Tutorial_Dialogue_21_10,0,
21,17,21017,0,Top,HardinsFollower,10010001,182000021016,ButtonClick,All,,3000,,,BP_InfinityDungeonUI,,CanvasPanelSweepRewardInfo,,,,,,,Tutorial_Dialogue_21_11,0,
21,18,21018,0,,HardinsFollower,10010001,182000021017,,All,,,,,,,,,,,,,,Tutorial_Dialogue_21_12,0,
21,19,21019,0,,HardinsFollower,10010001,182000021018,,All,,,,,,,,,,,,,,Tutorial_Dialogue_21_13,0,
21,20,21020,1,,,0,0,Wait,All,,500,,,,,,,,,,,,,0,
21,21,21021,0,,,0,0,QuestClear,All,,,,,,,,,,,,,,,0,
21,22,21022,0,,HardinsFollower,10010001,182000021021,,All,,,,,,,,,,,,,,Tutorial_Dialogue_21_14,0,
21,23,21023,0,Center,HardinsFollower,10010001,182000021022,ButtonClick,All,,,,,BP_ReviveSceneNEW,,ButtonExit,,,,,,,Tutorial_Dialogue_21_15,0,
21,24,21024,1,,,0,0,Wait,All,,500,,,,,,,,,,,,,0,
22,1,22001,0,Center,HardinsFollower,10010001,182000022001,ButtonClick,All,,,,,BP_GameUI,MainToolbar,ButtonMainMenu,,,,,,,Tutorial_Dialogue_22_1,0,
22,2,22002,0,Center,HardinsFollower,10010001,182000022002,ButtonClick,All,,,,,BP_MainMenuUI,,CheckBoxCharacter,,,,,,,Tutorial_Dialogue_22_2,0,
22,3,22003,0,Center,HardinsFollower,10010001,182000022003,ButtonClick,All,,,,,BP_MainMenuUI,,ButtonRune,,,,,,,Tutorial_Dialogue_22_3,0,
22,4,22004,0,,HardinsFollower,10010001,182000022004,,All,,,,,,,,,,,,,,Tutorial_Dialogue_22_4,0,
22,5,22005,0,,HardinsFollower,10010001,182000022005,,All,,,,,,,,,,,,,,Tutorial_Dialogue_22_5,0,
