Id,TabType,NameKey,TemplateName,TemplateDescKey,TaskType,TaskCondition,GradeGroupId,MoveContentType,IconTexture,CategoryType,Keyword,PromoteGroupId
201025,PromoteState,431000201001,,432000201001,Count_EquipItemBattlePoint,19872,1,BagAll,Texture/UI_Btn_BattleField,Equipment,Inventory,
201026,PromoteState,431000201001,,432000201001,Count_EquipItemBattlePoint,21960,1,BagAll,Texture/UI_Btn_BattleField,Equipment,Inventory,
201027,PromoteState,431000201001,,432000201001,Count_EquipItemBattlePoint,24224,1,BagAll,Texture/UI_Btn_BattleField,Equipment,Inventory,
201028,PromoteState,431000201001,,432000201001,Count_EquipItemBattlePoint,26660,1,BagAll,Texture/UI_Btn_BattleField,Equipment,Inventory,
201029,PromoteState,431000201001,,432000201001,Count_EquipItemBattlePoint,29276,1,BagAll,Texture/UI_Btn_BattleField,Equipment,Inventory,
201030,PromoteState,431000201001,,432000201001,Count_EquipItemBattlePoint,32090,1,BagAll,Texture/UI_Btn_BattleField,Equipment,Inventory,
201031,PromoteState,431000201001,,432000201001,Count_EquipItemBattlePoint,35112,1,BagAll,Texture/UI_Btn_BattleField,Equipment,Inventory,
201032,PromoteState,431000201001,,432000201001,Count_EquipItemBattlePoint,38342,1,BagAll,Texture/UI_Btn_BattleField,Equipment,Inventory,
201033,PromoteState,431000201001,,432000201001,Count_EquipItemBattlePoint,41792,1,BagAll,Texture/UI_Btn_BattleField,Equipment,Inventory,
201034,PromoteState,431000201001,,432000201001,Count_EquipItemBattlePoint,45472,1,BagAll,Texture/UI_Btn_BattleField,Equipment,Inventory,
201035,PromoteState,431000201001,,432000201001,Count_EquipItemBattlePoint,49408,1,BagAll,Texture/UI_Btn_BattleField,Equipment,Inventory,
201036,PromoteState,431000201001,,432000201001,Count_EquipItemBattlePoint,53590,1,BagAll,Texture/UI_Btn_BattleField,Equipment,Inventory,
201037,PromoteState,431000201001,,432000201001,Count_EquipItemBattlePoint,58036,1,BagAll,Texture/UI_Btn_BattleField,Equipment,Inventory,
201038,PromoteState,431000201001,,432000201001,Count_EquipItemBattlePoint,62760,1,BagAll,Texture/UI_Btn_BattleField,Equipment,Inventory,
201039,PromoteState,431000201001,,432000201001,Count_EquipItemBattlePoint,67776,1,BagAll,Texture/UI_Btn_BattleField,Equipment,Inventory,
201040,PromoteState,431000201001,,432000201001,Count_EquipItemBattlePoint,73092,1,BagAll,Texture/UI_Btn_BattleField,Equipment,Inventory,
201041,PromoteState,431000201001,,432000201001,Count_EquipItemBattlePoint,78694,1,BagAll,Texture/UI_Btn_BattleField,Equipment,Inventory,
201042,PromoteState,431000201001,,432000201001,Count_EquipItemBattlePoint,84016,1,BagAll,Texture/UI_Btn_BattleField,Equipment,Inventory,
201043,PromoteState,431000201001,,432000201001,Count_EquipItemBattlePoint,89606,1,BagAll,Texture/UI_Btn_BattleField,Equipment,Inventory,
201044,PromoteState,431000201001,,432000201001,Count_EquipItemBattlePoint,95476,1,BagAll,Texture/UI_Btn_BattleField,Equipment,Inventory,
201045,PromoteState,431000201001,,432000201001,Count_EquipItemBattlePoint,101614,1,BagAll,Texture/UI_Btn_BattleField,Equipment,Inventory,
201046,PromoteState,431000201001,,432000201001,Count_EquipItemBattlePoint,108038,1,BagAll,Texture/UI_Btn_BattleField,Equipment,Inventory,
201047,PromoteState,431000201001,,432000201001,Count_EquipItemBattlePoint,114742,1,BagAll,Texture/UI_Btn_BattleField,Equipment,Inventory,
201048,PromoteState,431000201001,,432000201001,Count_EquipItemBattlePoint,121756,1,BagAll,Texture/UI_Btn_BattleField,Equipment,Inventory,
201049,PromoteState,431000201001,,432000201001,Count_EquipItemBattlePoint,129062,1,BagAll,Texture/UI_Btn_BattleField,Equipment,Inventory,
201050,PromoteState,431000201001,,432000201001,Count_EquipItemBattlePoint,136692,1,BagAll,Texture/UI_Btn_BattleField,Equipment,Inventory,
201051,PromoteState,431000201001,,432000201001,Count_EquipItemBattlePoint,144644,1,BagAll,Texture/UI_Btn_BattleField,Equipment,Inventory,
201052,PromoteState,431000201001,,432000201001,Count_EquipItemBattlePoint,152932,1,BagAll,Texture/UI_Btn_BattleField,Equipment,Inventory,
201053,PromoteState,431000201001,,432000201001,Count_EquipItemBattlePoint,161552,1,BagAll,Texture/UI_Btn_BattleField,Equipment,Inventory,
201054,PromoteState,431000201001,,432000201001,Count_EquipItemBattlePoint,170516,1,BagAll,Texture/UI_Btn_BattleField,Equipment,Inventory,
201055,PromoteState,431000201001,,432000201001,Count_EquipItemBattlePoint,179840,1,BagAll,Texture/UI_Btn_BattleField,Equipment,Inventory,
201056,PromoteState,431000201001,,432000201001,Count_EquipItemBattlePoint,189520,1,BagAll,Texture/UI_Btn_BattleField,Equipment,Inventory,
201057,PromoteState,431000201001,,432000201001,Count_EquipItemBattlePoint,199586,1,BagAll,Texture/UI_Btn_BattleField,Equipment,Inventory,
201058,PromoteState,431000201001,,432000201001,Count_EquipItemBattlePoint,210020,1,BagAll,Texture/UI_Btn_BattleField,Equipment,Inventory,
201059,PromoteState,431000201001,,432000201001,Count_EquipItemBattlePoint,220844,1,BagAll,Texture/UI_Btn_BattleField,Equipment,Inventory,
201060,PromoteState,431000201001,,432000201001,Count_EquipItemBattlePoint,232058,1,BagAll,Texture/UI_Btn_BattleField,Equipment,Inventory,
201061,PromoteState,431000201001,,432000201001,Count_EquipItemBattlePoint,243686,1,BagAll,Texture/UI_Btn_BattleField,Equipment,Inventory,
201062,PromoteState,431000201001,,432000201001,Count_EquipItemBattlePoint,255722,1,BagAll,Texture/UI_Btn_BattleField,Equipment,Inventory,
201063,PromoteState,431000201001,,432000201001,Count_EquipItemBattlePoint,268184,1,BagAll,Texture/UI_Btn_BattleField,Equipment,Inventory,
201064,PromoteState,431000201001,,432000201001,Count_EquipItemBattlePoint,281074,1,BagAll,Texture/UI_Btn_BattleField,Equipment,Inventory,
201065,PromoteState,431000201001,,432000201001,Count_EquipItemBattlePoint,294406,1,BagAll,Texture/UI_Btn_BattleField,Equipment,Inventory,
201066,PromoteState,431000201001,,432000201001,Count_EquipItemBattlePoint,308184,1,BagAll,Texture/UI_Btn_BattleField,Equipment,Inventory,
201067,PromoteState,431000201001,,432000201001,Count_EquipItemBattlePoint,322414,1,BagAll,Texture/UI_Btn_BattleField,Equipment,Inventory,
201068,PromoteState,431000201001,,432000201001,Count_EquipItemBattlePoint,337116,1,BagAll,Texture/UI_Btn_BattleField,Equipment,Inventory,
201069,PromoteState,431000201001,,432000201001,Count_EquipItemBattlePoint,352298,1,BagAll,Texture/UI_Btn_BattleField,Equipment,Inventory,
201070,PromoteState,431000201001,,432000201001,Count_EquipItemBattlePoint,367952,1,BagAll,Texture/UI_Btn_BattleField,Equipment,Inventory,
201071,PromoteState,431000201001,,432000201001,Count_EquipItemBattlePoint,384106,1,BagAll,Texture/UI_Btn_BattleField,Equipment,Inventory,
201072,PromoteState,431000201001,,432000201001,Count_EquipItemBattlePoint,400748,1,BagAll,Texture/UI_Btn_BattleField,Equipment,Inventory,
201073,PromoteState,431000201001,,432000201001,Count_EquipItemBattlePoint,417920,1,BagAll,Texture/UI_Btn_BattleField,Equipment,Inventory,
201074,PromoteState,431000201001,,432000201001,Count_EquipItemBattlePoint,435598,1,BagAll,Texture/UI_Btn_BattleField,Equipment,Inventory,
201075,PromoteState,431000201001,,432000201001,Count_EquipItemBattlePoint,453804,1,BagAll,Texture/UI_Btn_BattleField,Equipment,Inventory,
201076,PromoteState,431000201001,,432000201001,Count_EquipItemBattlePoint,472558,1,BagAll,Texture/UI_Btn_BattleField,Equipment,Inventory,
201077,PromoteState,431000201001,,432000201001,Count_EquipItemBattlePoint,491844,1,BagAll,Texture/UI_Btn_BattleField,Equipment,Inventory,
201078,PromoteState,431000201001,,432000201001,Count_EquipItemBattlePoint,511700,1,BagAll,Texture/UI_Btn_BattleField,Equipment,Inventory,
201079,PromoteState,431000201001,,432000201001,Count_EquipItemBattlePoint,532102,1,BagAll,Texture/UI_Btn_BattleField,Equipment,Inventory,
201080,PromoteState,431000201001,,432000201001,Count_EquipItemBattlePoint,553100,1,BagAll,Texture/UI_Btn_BattleField,Equipment,Inventory,
201081,PromoteState,431000201001,,432000201001,Count_EquipItemBattlePoint,574664,1,BagAll,Texture/UI_Btn_BattleField,Equipment,Inventory,
201082,PromoteState,431000201001,,432000201001,Count_EquipItemBattlePoint,596830,1,BagAll,Texture/UI_Btn_BattleField,Equipment,Inventory,
201083,PromoteState,431000201001,,432000201001,Count_EquipItemBattlePoint,619604,1,BagAll,Texture/UI_Btn_BattleField,Equipment,Inventory,
201084,PromoteState,431000201001,,432000201001,Count_EquipItemBattlePoint,642974,1,BagAll,Texture/UI_Btn_BattleField,Equipment,Inventory,
201085,PromoteState,431000201001,,432000201001,Count_EquipItemBattlePoint,666980,1,BagAll,Texture/UI_Btn_BattleField,Equipment,Inventory,
201086,PromoteState,431000201001,,432000201001,Count_EquipItemBattlePoint,691604,1,BagAll,Texture/UI_Btn_BattleField,Equipment,Inventory,
201087,PromoteState,431000201001,,432000201001,Count_EquipItemBattlePoint,716872,1,BagAll,Texture/UI_Btn_BattleField,Equipment,Inventory,
201088,PromoteState,431000201001,,432000201001,Count_EquipItemBattlePoint,742790,1,BagAll,Texture/UI_Btn_BattleField,Equipment,Inventory,
201089,PromoteState,431000201001,,432000201001,Count_EquipItemBattlePoint,769376,1,BagAll,Texture/UI_Btn_BattleField,Equipment,Inventory,
201090,PromoteState,431000201001,,432000201001,Count_EquipItemBattlePoint,796620,1,BagAll,Texture/UI_Btn_BattleField,Equipment,Inventory,
201091,PromoteState,431000201001,,432000201001,Count_EquipItemBattlePoint,824540,1,BagAll,Texture/UI_Btn_BattleField,Equipment,Inventory,
201092,PromoteState,431000201001,,432000201001,Count_EquipItemBattlePoint,853162,1,BagAll,Texture/UI_Btn_BattleField,Equipment,Inventory,
201093,PromoteState,431000201001,,432000201001,Count_EquipItemBattlePoint,882472,1,BagAll,Texture/UI_Btn_BattleField,Equipment,Inventory,
201094,PromoteState,431000201001,,432000201001,Count_EquipItemBattlePoint,912494,1,BagAll,Texture/UI_Btn_BattleField,Equipment,Inventory,
201095,PromoteState,431000201001,,432000201001,Count_EquipItemBattlePoint,943232,1,BagAll,Texture/UI_Btn_BattleField,Equipment,Inventory,
201096,PromoteState,431000201001,,432000201001,Count_EquipItemBattlePoint,974696,1,BagAll,Texture/UI_Btn_BattleField,Equipment,Inventory,
201097,PromoteState,431000201001,,432000201001,Count_EquipItemBattlePoint,1006906,1,BagAll,Texture/UI_Btn_BattleField,Equipment,Inventory,
201098,PromoteState,431000201001,,432000201001,Count_EquipItemBattlePoint,1039856,1,BagAll,Texture/UI_Btn_BattleField,Equipment,Inventory,
201099,PromoteState,431000201001,,432000201001,Count_EquipItemBattlePoint,1073558,1,BagAll,Texture/UI_Btn_BattleField,Equipment,Inventory,
201100,PromoteState,431000201001,,432000201001,Count_EquipItemBattlePoint,1108028,1,BagAll,Texture/UI_Btn_BattleField,Equipment,Inventory,
203000,PromoteState,431000203000,,432000203000,Count_EquipItemEnchantGrade,8,1,BlackSmithEnchant,Texture/UI_Btn_EquipmentEnhancement,Equipment,EquipmentEnchant,
203001,PromoteState,431000203000,,432000203000,Count_EquipItemEnchantGrade,10,1,BlackSmithEnchant,Texture/UI_Btn_EquipmentEnhancement,Equipment,EquipmentEnchant,
203002,PromoteState,431000203000,,432000203000,Count_EquipItemEnchantGrade,12,1,BlackSmithEnchant,Texture/UI_Btn_EquipmentEnhancement,Equipment,EquipmentEnchant,
203003,PromoteState,431000203000,,432000203000,Count_EquipItemEnchantGrade,14,1,BlackSmithEnchant,Texture/UI_Btn_EquipmentEnhancement,Equipment,EquipmentEnchant,
203004,PromoteState,431000203000,,432000203000,Count_EquipItemEnchantGrade,16,1,BlackSmithEnchant,Texture/UI_Btn_EquipmentEnhancement,Equipment,EquipmentEnchant,
203005,PromoteState,431000203000,,432000203000,Count_EquipItemEnchantGrade,18,1,BlackSmithEnchant,Texture/UI_Btn_EquipmentEnhancement,Equipment,EquipmentEnchant,
203006,PromoteState,431000203000,,432000203000,Count_EquipItemEnchantGrade,20,1,BlackSmithEnchant,Texture/UI_Btn_EquipmentEnhancement,Equipment,EquipmentEnchant,
203007,PromoteState,431000203000,,432000203000,Count_EquipItemEnchantGrade,22,1,BlackSmithEnchant,Texture/UI_Btn_EquipmentEnhancement,Equipment,EquipmentEnchant,
203008,PromoteState,431000203000,,432000203000,Count_EquipItemEnchantGrade,24,1,BlackSmithEnchant,Texture/UI_Btn_EquipmentEnhancement,Equipment,EquipmentEnchant,
203009,PromoteState,431000203000,,432000203000,Count_EquipItemEnchantGrade,26,1,BlackSmithEnchant,Texture/UI_Btn_EquipmentEnhancement,Equipment,EquipmentEnchant,
203010,PromoteState,431000203000,,432000203000,Count_EquipItemEnchantGrade,28,1,BlackSmithEnchant,Texture/UI_Btn_EquipmentEnhancement,Equipment,EquipmentEnchant,
203011,PromoteState,431000203000,,432000203000,Count_EquipItemEnchantGrade,30,1,BlackSmithEnchant,Texture/UI_Btn_EquipmentEnhancement,Equipment,EquipmentEnchant,
203012,PromoteState,431000203000,,432000203000,Count_EquipItemEnchantGrade,32,1,BlackSmithEnchant,Texture/UI_Btn_EquipmentEnhancement,Equipment,EquipmentEnchant,
203013,PromoteState,431000203000,,432000203000,Count_EquipItemEnchantGrade,34,1,BlackSmithEnchant,Texture/UI_Btn_EquipmentEnhancement,Equipment,EquipmentEnchant,
203014,PromoteState,431000203000,,432000203000,Count_EquipItemEnchantGrade,36,1,BlackSmithEnchant,Texture/UI_Btn_EquipmentEnhancement,Equipment,EquipmentEnchant,
203015,PromoteState,431000203000,,432000203000,Count_EquipItemEnchantGrade,38,1,BlackSmithEnchant,Texture/UI_Btn_EquipmentEnhancement,Equipment,EquipmentEnchant,
203016,PromoteState,431000203000,,432000203000,Count_EquipItemEnchantGrade,40,1,BlackSmithEnchant,Texture/UI_Btn_EquipmentEnhancement,Equipment,EquipmentEnchant,
203017,PromoteState,431000203000,,432000203000,Count_EquipItemEnchantGrade,42,1,BlackSmithEnchant,Texture/UI_Btn_EquipmentEnhancement,Equipment,EquipmentEnchant,
203018,PromoteState,431000203000,,432000203000,Count_EquipItemEnchantGrade,44,1,BlackSmithEnchant,Texture/UI_Btn_EquipmentEnhancement,Equipment,EquipmentEnchant,
203019,PromoteState,431000203000,,432000203000,Count_EquipItemEnchantGrade,46,1,BlackSmithEnchant,Texture/UI_Btn_EquipmentEnhancement,Equipment,EquipmentEnchant,
203020,PromoteState,431000203000,,432000203000,Count_EquipItemEnchantGrade,48,1,BlackSmithEnchant,Texture/UI_Btn_EquipmentEnhancement,Equipment,EquipmentEnchant,
203021,PromoteState,431000203000,,432000203000,Count_EquipItemEnchantGrade,50,1,BlackSmithEnchant,Texture/UI_Btn_EquipmentEnhancement,Equipment,EquipmentEnchant,
203022,PromoteState,431000203000,,432000203000,Count_EquipItemEnchantGrade,52,1,BlackSmithEnchant,Texture/UI_Btn_EquipmentEnhancement,Equipment,EquipmentEnchant,
203023,PromoteState,431000203000,,432000203000,Count_EquipItemEnchantGrade,54,1,BlackSmithEnchant,Texture/UI_Btn_EquipmentEnhancement,Equipment,EquipmentEnchant,
203024,PromoteState,431000203000,,432000203000,Count_EquipItemEnchantGrade,56,1,BlackSmithEnchant,Texture/UI_Btn_EquipmentEnhancement,Equipment,EquipmentEnchant,
203025,PromoteState,431000203000,,432000203000,Count_EquipItemEnchantGrade,58,1,BlackSmithEnchant,Texture/UI_Btn_EquipmentEnhancement,Equipment,EquipmentEnchant,
203026,PromoteState,431000203000,,432000203000,Count_EquipItemEnchantGrade,60,1,BlackSmithEnchant,Texture/UI_Btn_EquipmentEnhancement,Equipment,EquipmentEnchant,
203027,PromoteState,431000203000,,432000203000,Count_EquipItemEnchantGrade,62,1,BlackSmithEnchant,Texture/UI_Btn_EquipmentEnhancement,Equipment,EquipmentEnchant,
203028,PromoteState,431000203000,,432000203000,Count_EquipItemEnchantGrade,64,1,BlackSmithEnchant,Texture/UI_Btn_EquipmentEnhancement,Equipment,EquipmentEnchant,
203029,PromoteState,431000203000,,432000203000,Count_EquipItemEnchantGrade,66,1,BlackSmithEnchant,Texture/UI_Btn_EquipmentEnhancement,Equipment,EquipmentEnchant,
203030,PromoteState,431000203000,,432000203000,Count_EquipItemEnchantGrade,68,1,BlackSmithEnchant,Texture/UI_Btn_EquipmentEnhancement,Equipment,EquipmentEnchant,
203031,PromoteState,431000203000,,432000203000,Count_EquipItemEnchantGrade,72,1,BlackSmithEnchant,Texture/UI_Btn_EquipmentEnhancement,Equipment,EquipmentEnchant,
203032,PromoteState,431000203000,,432000203000,Count_EquipItemEnchantGrade,74,1,BlackSmithEnchant,Texture/UI_Btn_EquipmentEnhancement,Equipment,EquipmentEnchant,
203033,PromoteState,431000203000,,432000203000,Count_EquipItemEnchantGrade,76,1,BlackSmithEnchant,Texture/UI_Btn_EquipmentEnhancement,Equipment,EquipmentEnchant,
203034,PromoteState,431000203000,,432000203000,Count_EquipItemEnchantGrade,78,1,BlackSmithEnchant,Texture/UI_Btn_EquipmentEnhancement,Equipment,EquipmentEnchant,
203035,PromoteState,431000203000,,432000203000,Count_EquipItemEnchantGrade,82,1,BlackSmithEnchant,Texture/UI_Btn_EquipmentEnhancement,Equipment,EquipmentEnchant,
203036,PromoteState,431000203000,,432000203000,Count_EquipItemEnchantGrade,84,1,BlackSmithEnchant,Texture/UI_Btn_EquipmentEnhancement,Equipment,EquipmentEnchant,
203037,PromoteState,431000203000,,432000203000,Count_EquipItemEnchantGrade,88,1,BlackSmithEnchant,Texture/UI_Btn_EquipmentEnhancement,Equipment,EquipmentEnchant,
203038,PromoteState,431000203000,,432000203000,Count_EquipItemEnchantGrade,90,1,BlackSmithEnchant,Texture/UI_Btn_EquipmentEnhancement,Equipment,EquipmentEnchant,
203039,PromoteState,431000203000,,432000203000,Count_EquipItemEnchantGrade,92,1,BlackSmithEnchant,Texture/UI_Btn_EquipmentEnhancement,Equipment,EquipmentEnchant,
203040,PromoteState,431000203000,,432000203000,Count_EquipItemEnchantGrade,96,1,BlackSmithEnchant,Texture/UI_Btn_EquipmentEnhancement,Equipment,EquipmentEnchant,
203041,PromoteState,431000203000,,432000203000,Count_EquipItemEnchantGrade,100,1,BlackSmithEnchant,Texture/UI_Btn_EquipmentEnhancement,Equipment,EquipmentEnchant,
203042,PromoteState,431000203000,,432000203000,Count_EquipItemEnchantGrade,102,1,BlackSmithEnchant,Texture/UI_Btn_EquipmentEnhancement,Equipment,EquipmentEnchant,
203043,PromoteState,431000203000,,432000203000,Count_EquipItemEnchantGrade,106,1,BlackSmithEnchant,Texture/UI_Btn_EquipmentEnhancement,Equipment,EquipmentEnchant,
203044,PromoteState,431000203000,,432000203000,Count_EquipItemEnchantGrade,108,1,BlackSmithEnchant,Texture/UI_Btn_EquipmentEnhancement,Equipment,EquipmentEnchant,
203045,PromoteState,431000203000,,432000203000,Count_EquipItemEnchantGrade,112,1,BlackSmithEnchant,Texture/UI_Btn_EquipmentEnhancement,Equipment,EquipmentEnchant,
203046,PromoteState,431000203000,,432000203000,Count_EquipItemEnchantGrade,116,1,BlackSmithEnchant,Texture/UI_Btn_EquipmentEnhancement,Equipment,EquipmentEnchant,
203047,PromoteState,431000203000,,432000203000,Count_EquipItemEnchantGrade,118,1,BlackSmithEnchant,Texture/UI_Btn_EquipmentEnhancement,Equipment,EquipmentEnchant,
203048,PromoteState,431000203000,,432000203000,Count_EquipItemEnchantGrade,122,1,BlackSmithEnchant,Texture/UI_Btn_EquipmentEnhancement,Equipment,EquipmentEnchant,
203049,PromoteState,431000203000,,432000203000,Count_EquipItemEnchantGrade,126,1,BlackSmithEnchant,Texture/UI_Btn_EquipmentEnhancement,Equipment,EquipmentEnchant,
203050,PromoteState,431000203000,,432000203000,Count_EquipItemEnchantGrade,130,1,BlackSmithEnchant,Texture/UI_Btn_EquipmentEnhancement,Equipment,EquipmentEnchant,
203051,PromoteState,431000203000,,432000203000,Count_EquipItemEnchantGrade,134,1,BlackSmithEnchant,Texture/UI_Btn_EquipmentEnhancement,Equipment,EquipmentEnchant,
203052,PromoteState,431000203000,,432000203000,Count_EquipItemEnchantGrade,138,1,BlackSmithEnchant,Texture/UI_Btn_EquipmentEnhancement,Equipment,EquipmentEnchant,
203053,PromoteState,431000203000,,432000203000,Count_EquipItemEnchantGrade,140,1,BlackSmithEnchant,Texture/UI_Btn_EquipmentEnhancement,Equipment,EquipmentEnchant,
203054,PromoteState,431000203000,,432000203000,Count_EquipItemEnchantGrade,144,1,BlackSmithEnchant,Texture/UI_Btn_EquipmentEnhancement,Equipment,EquipmentEnchant,
203055,PromoteState,431000203000,,432000203000,Count_EquipItemEnchantGrade,148,1,BlackSmithEnchant,Texture/UI_Btn_EquipmentEnhancement,Equipment,EquipmentEnchant,
203056,PromoteState,431000203000,,432000203000,Count_EquipItemEnchantGrade,152,1,BlackSmithEnchant,Texture/UI_Btn_EquipmentEnhancement,Equipment,EquipmentEnchant,
203057,PromoteState,431000203000,,432000203000,Count_EquipItemEnchantGrade,158,1,BlackSmithEnchant,Texture/UI_Btn_EquipmentEnhancement,Equipment,EquipmentEnchant,
203058,PromoteState,431000203000,,432000203000,Count_EquipItemEnchantGrade,162,1,BlackSmithEnchant,Texture/UI_Btn_EquipmentEnhancement,Equipment,EquipmentEnchant,
203059,PromoteState,431000203000,,432000203000,Count_EquipItemEnchantGrade,166,1,BlackSmithEnchant,Texture/UI_Btn_EquipmentEnhancement,Equipment,EquipmentEnchant,
203060,PromoteState,431000203000,,432000203000,Count_EquipItemEnchantGrade,170,1,BlackSmithEnchant,Texture/UI_Btn_EquipmentEnhancement,Equipment,EquipmentEnchant,
203061,PromoteState,431000203000,,432000203000,Count_EquipItemEnchantGrade,174,1,BlackSmithEnchant,Texture/UI_Btn_EquipmentEnhancement,Equipment,EquipmentEnchant,
203062,PromoteState,431000203000,,432000203000,Count_EquipItemEnchantGrade,178,1,BlackSmithEnchant,Texture/UI_Btn_EquipmentEnhancement,Equipment,EquipmentEnchant,
203063,PromoteState,431000203000,,432000203000,Count_EquipItemEnchantGrade,184,1,BlackSmithEnchant,Texture/UI_Btn_EquipmentEnhancement,Equipment,EquipmentEnchant,
203064,PromoteState,431000203000,,432000203000,Count_EquipItemEnchantGrade,188,1,BlackSmithEnchant,Texture/UI_Btn_EquipmentEnhancement,Equipment,EquipmentEnchant,
203065,PromoteState,431000203000,,432000203000,Count_EquipItemEnchantGrade,192,1,BlackSmithEnchant,Texture/UI_Btn_EquipmentEnhancement,Equipment,EquipmentEnchant,
203066,PromoteState,431000203000,,432000203000,Count_EquipItemEnchantGrade,198,1,BlackSmithEnchant,Texture/UI_Btn_EquipmentEnhancement,Equipment,EquipmentEnchant,
203067,PromoteState,431000203000,,432000203000,Count_EquipItemEnchantGrade,202,1,BlackSmithEnchant,Texture/UI_Btn_EquipmentEnhancement,Equipment,EquipmentEnchant,
203068,PromoteState,431000203000,,432000203000,Count_EquipItemEnchantGrade,208,1,BlackSmithEnchant,Texture/UI_Btn_EquipmentEnhancement,Equipment,EquipmentEnchant,
203069,PromoteState,431000203000,,432000203000,Count_EquipItemEnchantGrade,212,1,BlackSmithEnchant,Texture/UI_Btn_EquipmentEnhancement,Equipment,EquipmentEnchant,
204001,PromoteState,431000204001,,432000204001,Count_RuneImprinted,5,1,RuneCarve,Texture/UI_Btn_Rune,Character,Rune,
204002,PromoteState,431000204001,,432000204001,Count_RuneImprinted,7,1,RuneCarve,Texture/UI_Btn_Rune,Character,Rune,
204003,PromoteState,431000204001,,432000204001,Count_RuneImprinted,14,1,RuneCarve,Texture/UI_Btn_Rune,Character,Rune,
204004,PromoteState,431000204001,,432000204001,Count_RuneImprinted,21,1,RuneCarve,Texture/UI_Btn_Rune,Character,Rune,
204005,PromoteState,431000204001,,432000204001,Count_RuneImprinted,28,1,RuneCarve,Texture/UI_Btn_Rune,Character,Rune,
