ID,PresetSkillGroupId,SKillinfoId,SkillHide
288,3006,13132,0
289,3006,13133,0
290,3006,13261,0
291,3006,13262,0
292,3006,13263,0
293,3006,35005,0
294,3006,35006,0
295,3006,20261,0
296,3006,23261,0
297,3006,30001,0
298,3006,30006,0
299,3006,30011,0
300,3006,30012,0
301,3006,30014,0
302,3006,30015,0
303,4001,14111,0
304,4001,14112,0
305,4001,14113,0
306,4001,14211,0
307,4001,14212,0
308,4001,35001,0
309,4001,35002,0
310,4001,20211,0
311,4001,20212,0
312,4001,35311,0
313,4001,24212,0
314,4001,30001,0
315,4001,30006,0
316,4001,30011,0
317,4001,30012,0
318,4001,30014,0
319,4001,30015,0
320,4002,14111,0
321,4002,14112,0
322,4002,14113,0
323,4002,14221,0
324,4002,14222,0
325,4002,14223,0
326,4002,35001,0
327,4002,35002,0
328,4002,20221,0
329,4002,24221,0
330,4002,35321,0
331,4002,24223,0
332,4002,30001,0
333,4002,30006,0
334,4002,30011,0
335,4002,30012,0
336,4002,30014,0
337,4002,30015,0
338,4003,14121,0
339,4003,14122,0
340,4003,14123,0
341,4003,14231,0
342,4003,14232,0
343,4003,14233,0
344,4003,35003,0
345,4003,35004,0
346,4003,20231,0
347,4003,35331,0
348,4003,35332,0
349,4003,30001,0
350,4003,30006,0
351,4003,30011,0
352,4003,30012,0
353,4003,30014,0
354,4003,30015,0
355,4004,14124,0
356,4004,14125,0
357,4004,14241,0
358,4004,14242,0
359,4004,35003,0
360,4004,35004,0
361,4004,20241,0
362,4004,35341,0
363,4004,24242,0
364,4004,30001,0
365,4004,30006,0
366,4004,30011,0
367,4004,30012,0
368,4004,30014,0
369,4004,30015,0
370,4005,14131,0
371,4005,14132,0
372,4005,14133,0
373,4005,14251,0
374,4005,14252,0
375,4005,14253,0
376,4005,35005,0
377,4005,35006,0
378,4005,20251,0
379,4005,24251,0
380,4005,24252,0
381,4005,30001,0
382,4005,30006,0
383,4005,30011,0
384,4005,30012,0
385,4005,30014,0
386,4005,30015,0
387,4006,14131,0
388,4006,14132,0
389,4006,14133,0
390,4006,14261,0
391,4006,14262,0
392,4006,14263,0
393,4006,35005,0
394,4006,35006,0
395,4006,20261,0
396,4006,24261,0
397,4006,24262,0
398,4006,30001,0
399,4006,30006,0
400,4006,30011,0
401,4006,30012,0
402,4006,30014,0
403,4006,30015,0
1001,11001,11111,0
1002,11001,11112,0
1003,11001,11113,0
1004,11001,11211,0
1005,11001,11212,0
1006,11001,11213,0
1007,11001,35001,0
1008,11001,35002,0
1009,11001,20211,0
1010,11001,20212,0
1011,11001,35011,0
1012,11001,30001,0
1013,11001,30006,0
1014,11001,30011,0
1015,11001,30012,0
1016,11001,30014,0
1017,11001,30015,0
1018,11001,11214,0
1019,11001,21212,0
1020,11002,11111,0
1021,11002,11112,0
1022,11002,11113,0
1023,11002,11221,0
1024,11002,11222,0
1025,11002,11223,0
1026,11002,35001,0
1027,11002,35002,0
1028,11002,20221,0
1029,11002,21221,0
1030,11002,35021,0
1031,11002,30001,0
1032,11002,30006,0
1033,11002,30011,0
1034,11002,30012,0
1035,11002,30014,0
1036,11002,30015,0
1037,11002,11224,0
1038,11002,21223,0
1039,11003,11121,0
1040,11003,11122,0
1041,11003,11123,0
1042,11003,11231,0
1043,11003,11232,0
1044,11003,11233,0
1045,11003,35003,0
1046,11003,35004,0
1047,11003,20231,0
1048,11003,21231,0
1049,11003,35031,0
1050,11003,30001,0
1051,11003,30006,0
1052,11003,30011,0
1053,11003,30012,0
1054,11003,30014,0
1055,11003,30015,0
1056,11003,11234,0
1057,11003,21233,0
1058,11004,11124,0
1059,11004,11125,0
1060,11004,11241,0
1061,11004,11242,0
1062,11004,11243,0
1063,11004,11244,0
1064,11004,35003,0
1065,11004,35004,0
1066,11004,20241,0
1067,11004,21241,0
1068,11004,30001,0
1069,11004,30006,0
1070,11004,30011,0
1071,11004,30012,0
1072,11004,30014,0
1073,11004,30015,0
1074,11004,11245,0
1075,11004,35441,0
1076,11005,11131,0
1077,11005,11132,0
1078,11005,11133,0
1079,11005,11251,0
1080,11005,11252,0
1081,11005,11253,0
1082,11005,35005,0
1083,11005,35006,0
1084,11005,20251,0
1085,11005,21251,0
1086,11005,30001,0
1087,11005,30006,0
1088,11005,30011,0
1089,11005,30012,0
1090,11005,30014,0
1091,11005,30015,0
1092,11005,11254,0
1093,11005,21252,0
1094,11006,11131,0
1095,11006,11132,0
1096,11006,11133,0
1097,11006,11261,0
1098,11006,11262,0
1099,11006,35005,0
1100,11006,35006,0
1101,11006,20261,0
1102,11006,21261,0
1103,11006,21262,0
1104,11006,30001,0
1105,11006,30006,0
1106,11006,30011,0
1107,11006,30012,0
1108,11006,30014,0
1109,11006,30015,0
1110,11006,11263,0
1111,11006,21263,0
1112,12001,12111,0
1113,12001,12112,0
1114,12001,12113,0
1115,12001,12211,0
1116,12001,12212,0
1117,12001,12213,0
1118,12001,35001,0
1119,12001,35002,0
1120,12001,20211,0
1121,12001,20212,0
1122,12001,22211,0
1123,12001,35111,0
1124,12001,30001,0
1125,12001,30006,0
1126,12001,30011,0
1127,12001,30012,0
1128,12001,30014,0
1129,12001,30015,0
1130,12001,12214,0
1131,12001,22213,0
1132,12002,12111,0
1133,12002,12112,0
1134,12002,12113,0
1135,12002,12221,0
1136,12002,12222,0
1137,12002,12223,0
1138,12002,12224,0
1139,12002,35001,0
1140,12002,35002,0
1141,12002,20221,0
1142,12002,35121,0
1143,12002,35122,0
1144,12002,30001,0
1145,12002,30006,0
1146,12002,30011,0
1147,12002,30012,0
1148,12002,30014,0
1149,12002,30015,0
1150,12002,12225,0
1151,12002,22223,0
1152,12003,12121,0
1153,12003,12122,0
1154,12003,12123,0
1155,12003,12231,0
1156,12003,12232,0
1157,12003,12233,0
1158,12003,35003,0
1159,12003,35004,0
1160,12003,20231,0
1161,12003,22231,0
1162,12003,35131,0
1163,12003,30001,0
1164,12003,30006,0
1165,12003,30011,0
1166,12003,30012,0
1167,12003,30014,0
1168,12003,30015,0
1169,12003,12234,0
1170,12003,35531,0
1171,12003,22234,1
1172,12004,12124,0
1173,12004,12125,0
1174,12004,12241,0
1175,12004,12242,0
1176,12004,12243,0
1177,12004,12244,0
1178,12004,35003,0
1179,12004,35004,0
1180,12004,20241,0
1181,12004,35141,0
1182,12004,30001,0
1183,12004,30006,0
1184,12004,30011,0
1185,12004,30012,0
1186,12004,30014,0
1187,12004,30015,0
1188,12004,12245,0
1189,12004,22242,0
1190,12005,12131,0
1191,12005,12132,0
1192,12005,12133,0
1193,12005,12251,0
1194,12005,12252,0
1195,12005,35005,0
1196,12005,35006,0
1197,12005,20251,0
1198,12005,35151,0
1199,12005,22252,0
1200,12005,30001,0
1201,12005,30006,0
1202,12005,30011,0
1203,12005,30012,0
1204,12005,30014,0
1205,12005,30015,0
1206,12005,12253,0
1207,12005,22253,0
1208,12006,12131,0
1209,12006,12132,0
1210,12006,12133,0
1211,12006,12261,0
1212,12006,12262,0
1213,12006,12263,0
1214,12006,12264,0
1215,12006,35005,0
1216,12006,35006,0
1217,12006,20261,0
1218,12006,35161,0
1219,12006,30001,0
1220,12006,30006,0
1221,12006,30011,0
1222,12006,30012,0
1223,12006,30014,0
1224,12006,30015,0
1225,12006,12265,0
1226,12006,22262,0
1227,13001,13111,0
1228,13001,13112,0
1229,13001,13113,0
1230,13001,13211,0
1231,13001,13212,0
1232,13001,13213,0
1233,13001,35001,0
1234,13001,35002,0
1235,13001,20211,0
1236,13001,20212,0
1237,13001,23211,0
1238,13001,30001,0
1239,13001,30006,0
1240,13001,30011,0
1241,13001,30012,0
1242,13001,30014,0
1243,13001,30015,0
1244,13001,13214,0
1245,13001,132133,0
1246,13002,13111,0
1247,13002,13112,0
1248,13002,13113,0
1249,13002,13221,0
1250,13002,13222,0
1251,13002,13223,0
1252,13002,13224,0
1253,13002,35001,0
1254,13002,35002,0
1255,13002,20221,0
1256,13002,23221,0
1257,13002,35221,0
1258,13002,30001,0
1259,13002,30006,0
1260,13002,30011,0
1261,13002,30012,0
1262,13002,30014,0
1263,13002,30015,0
1264,13002,13225,0
1265,13002,23223,0
1266,13003,13121,0
1267,13003,13122,0
1268,13003,13123,0
1269,13003,13231,0
1270,13003,13232,0
1271,13003,13233,0
1272,13003,35003,0
1273,13003,35004,0
1274,13003,20231,0
1275,13003,23231,0
1276,13003,35231,0
1277,13003,30001,0
1278,13003,30006,0
1279,13003,30011,0
1280,13003,30012,0
1281,13003,30014,0
1282,13003,30015,0
1283,13003,13234,0
1284,13003,23233,0
1285,13004,13124,0
1286,13004,13125,0
1287,13004,13241,0
1288,13004,13242,0
1289,13004,13243,0
1290,13004,13244,0
1291,13004,35003,0
1292,13004,35004,0
1293,13004,20241,0
1294,13004,23241,0
1295,13004,30001,0
1296,13004,30006,0
1297,13004,30011,0
1298,13004,30012,0
1299,13004,30014,0
1300,13004,30015,0
1301,13004,13245,0
1302,13004,35641,0
1303,13005,13131,0
1304,13005,13132,0
1305,13005,13133,0
1306,13005,13251,0
1307,13005,13252,0
1308,13005,13253,0
1309,13005,35005,0
1310,13005,35006,0
1311,13005,20251,0
1312,13005,23251,0
1313,13005,23252,0
1314,13005,30001,0
1315,13005,30006,0
1316,13005,30011,0
1317,13005,30012,0
1318,13005,30014,0
1319,13005,30015,0
1320,13005,13254,0
1321,13005,23253,0
1322,13006,13131,0
1323,13006,13132,0
1324,13006,13133,0
1325,13006,13261,0
1326,13006,13262,0
1327,13006,13263,0
1328,13006,35005,0
1329,13006,35006,0
1330,13006,20261,0
1331,13006,23261,0
1332,13006,30001,0
1333,13006,30006,0
1334,13006,30011,0
1335,13006,30012,0
1336,13006,30014,0
1337,13006,30015,0
1338,13006,13265,0
1339,13006,23262,0
1340,14001,14111,0
1341,14001,14112,0
1342,14001,14113,0
1343,14001,14211,0
1344,14001,14212,0
1345,14001,35001,0
1346,14001,35002,0
1347,14001,20211,0
1348,14001,20212,0
1349,14001,35311,0
1350,14001,24212,0
1351,14001,30001,0
1352,14001,30006,0
1353,14001,30011,0
1354,14001,30012,0
1355,14001,30014,0
1356,14001,30015,0
1357,14001,14214,0
1358,14001,24213,0
1359,14002,14111,0
1360,14002,14112,0
1361,14002,14113,0
1362,14002,14221,0
1363,14002,14222,0
1364,14002,14223,0
1365,14002,35001,0
1366,14002,35002,0
1367,14002,20221,0
1368,14002,24221,0
1369,14002,35321,0
1370,14002,24223,0
1371,14002,30001,0
1372,14002,30006,0
1373,14002,30011,0
1374,14002,30012,0
1375,14002,30014,0
1376,14002,30015,0
1377,14002,14224,0
1378,14002,24224,0
1379,14003,14121,0
1380,14003,14122,0
1381,14003,14123,0
1382,14003,14231,0
1383,14003,14232,0
1384,14003,14233,0
1385,14003,35003,0
1386,14003,35004,0
1387,14003,20231,0
1388,14003,35331,0
1389,14003,35332,0
1390,14003,30001,0
1391,14003,30006,0
1392,14003,30011,0
1393,14003,30012,0
1394,14003,30014,0
1395,14003,30015,0
1396,14003,14234,0
1397,14003,14235,1
1398,14003,14236,1
1399,14003,35731,0
1400,14004,14124,0
1401,14004,14125,0
1402,14004,14241,0
1403,14004,14242,0
1404,14004,35003,0
1405,14004,35004,0
1406,14004,20241,0
1407,14004,35341,0
1408,14004,24242,0
1409,14004,30001,0
1410,14004,30006,0
1411,14004,30011,0
1412,14004,30012,0
1413,14004,30014,0
1414,14004,30015,0
1415,14004,14243,0
1416,14004,24243,0
1417,14005,14131,0
1418,14005,14132,0
1419,14005,14133,0
1420,14005,14251,0
1421,14005,14252,0
1422,14005,14253,0
1423,14005,35005,0
1424,14005,35006,0
1425,14005,20251,0
1426,14005,24251,0
1427,14005,24252,0
1428,14005,30001,0
1429,14005,30006,0
1430,14005,30011,0
1431,14005,30012,0
1432,14005,30014,0
1433,14005,30015,0
1434,14005,14254,0
1435,14005,35751,0
1436,14006,14131,0
1437,14006,14132,0
1438,14006,14133,0
1439,14006,14261,0
1440,14006,14262,0
1441,14006,14263,0
1442,14006,35005,0
1443,14006,35006,0
1444,14006,20261,0
1445,14006,24261,0
1446,14006,24262,0
1447,14006,30001,0
1448,14006,30006,0
1449,14006,30011,0
1450,14006,30012,0
1451,14006,30014,0
1452,14006,30015,0
1453,14006,14264,0
1454,14006,24263,0
