Id,GroupId,Rate,ExposeLevel,ProductItemInfold,ProductItemValue,PurchaseLimit,PurchaseLimitValue,PurchaseItemInfold1,PurchaseItemValue1,PurchaseItemInfold2,PurchaseItemValue2
101000102,10100001,400,120,470121,35,PeriodTime,1,1111111,140,,
101000103,10100001,400,120,470122,35,PeriodTime,1,1111111,140,,
101000104,10100001,400,120,470123,35,PeriodTime,1,1111111,300,,
101000105,10100001,400,120,470124,35,PeriodTime,1,1111111,300,,
101000106,10100001,400,120,470125,35,PeriodTime,1,1111111,300,,
101000107,10100001,400,136,470126,35,PeriodTime,1,1111111,300,,
101000108,10100001,200,136,472061,40,PeriodTime,1,1111111,800,,
101000109,10100001,200,136,472062,40,PeriodTime,1,1111111,800,,
101000110,10100001,200,136,472063,40,PeriodTime,1,1111111,800,,
101000111,10100001,400,136,470131,35,PeriodTime,1,1111111,140,,
101000112,10100001,400,136,470132,35,PeriodTime,1,1111111,300,,
101000113,10100001,400,136,470133,35,PeriodTime,1,1111111,300,,
101000114,10100001,400,128,470134,35,PeriodTime,1,1111111,300,,
101000115,10100001,400,128,470142,35,PeriodTime,1,1111111,140,,
101000116,10100001,400,128,470143,35,PeriodTime,1,1111111,140,,
101000117,10100001,400,146,470147,35,PeriodTime,1,1111111,140,,
101000118,10100001,400,146,470141,35,PeriodTime,1,1111111,300,,
101000119,10100001,400,146,470144,35,PeriodTime,1,1111111,300,,
101000120,10100001,400,146,470145,35,PeriodTime,1,1111111,300,,
101000121,10100001,400,165,470146,35,PeriodTime,1,1111111,300,,
101000122,10100001,200,165,472071,40,PeriodTime,1,1111111,800,,
101000123,10100001,200,165,472072,40,PeriodTime,1,1111111,800,,
101000124,10100001,200,165,472073,40,PeriodTime,1,1111111,800,,
101000125,10100001,200,165,472081,40,PeriodTime,1,1111111,800,,
101000126,10100001,200,165,472082,40,PeriodTime,1,1111111,800,,
101000127,10100001,200,165,472083,40,PeriodTime,1,1111111,800,,
101000128,10100001,0,165,470127,1,PeriodTime,1,1111111,430,,
101000129,10100001,0,140,470108,1,PeriodTime,1,1111111,1200,,
101000130,10100001,0,140,470118,1,PeriodTime,1,1111111,430,,
101000131,10100001,0,140,470148,1,PeriodTime,1,1111111,430,,
101000132,10100001,0,162,472015,1,PeriodTime,1,1111111,1200,,
101000133,10100001,0,162,472033,1,PeriodTime,1,1111111,1200,,
101000134,10100001,0,162,472054,1,PeriodTime,1,1111111,1200,,
101000135,10100001,400,180,470153,35,PeriodTime,1,1111111,140,,
101000136,10100001,400,180,470154,35,PeriodTime,1,1111111,140,,
101000137,10100001,400,180,470155,35,PeriodTime,1,1111111,140,,
101000138,10100001,400,180,470151,35,PeriodTime,1,1111111,300,,
101000139,10100001,400,180,470152,35,PeriodTime,1,1111111,300,,
101000140,10100001,400,180,470156,35,PeriodTime,1,1111111,300,,
101000142,10100001,400,200,470163,40,PeriodTime,1,1111111,160,,
101000143,10100001,400,200,470161,40,PeriodTime,1,1111111,350,,
101000144,10100001,400,200,470162,40,PeriodTime,1,1111111,350,,
101000145,10100001,400,200,470164,40,PeriodTime,1,1111111,350,,
101000146,10100001,400,200,470165,40,PeriodTime,1,1111111,350,,
101000150,10100001,400,230,470174,40,PeriodTime,1,1111111,160,,
101000151,10100001,400,230,470175,40,PeriodTime,1,1111111,160,,
101000152,10100001,400,230,470171,40,PeriodTime,1,1111111,350,,
101000153,10100001,400,230,470172,40,PeriodTime,1,1111111,350,,
101000154,10100001,400,230,470173,40,PeriodTime,1,1111111,350,,
101000155,10100001,400,230,470177,40,PeriodTime,1,1111111,350,,
101000156,10100001,400,230,470176,40,PeriodTime,1,1111111,350,,
101000158,10100001,200,180,472084,45,PeriodTime,1,1111111,900,,
101000159,10100001,200,180,472085,45,PeriodTime,1,1111111,900,,
101000160,10100001,200,180,472086,45,PeriodTime,1,1111111,900,,
101000161,10100001,200,230,472087,45,PeriodTime,1,1111111,900,,
101000162,10100001,200,230,472088,45,PeriodTime,1,1111111,900,,
101000163,10100001,200,230,472089,45,PeriodTime,1,1111111,900,,
101000164,10100001,200,182,472110,45,PeriodTime,1,1111111,900,,
101000165,10100001,200,182,472111,45,PeriodTime,1,1111111,900,,
101000166,10100001,200,182,472112,45,PeriodTime,1,1111111,900,,
101000167,10100001,200,182,472113,45,PeriodTime,1,1111111,900,,
101000168,10100001,200,182,472114,45,PeriodTime,1,1111111,900,,
101000169,10100001,200,182,472115,45,PeriodTime,1,1111111,900,,
101000170,10100001,200,182,472116,45,PeriodTime,1,1111111,900,,
101000171,10100001,200,182,472117,45,PeriodTime,1,1111111,900,,
101000172,10100001,200,182,472118,45,PeriodTime,1,1111111,900,,
101000173,10100001,200,182,472119,45,PeriodTime,1,1111111,900,,
101000174,10100001,200,182,472120,45,PeriodTime,1,1111111,900,,
101000175,10100001,200,260,472121,45,PeriodTime,1,1111111,900,,
101000176,10100001,200,260,472122,45,PeriodTime,1,1111111,900,,
101000177,10100001,200,260,472123,45,PeriodTime,1,1111111,900,,
101000178,10100001,200,260,472124,45,PeriodTime,1,1111111,900,,
102000011,10200001,10,1,470025,1,PeriodTime,1,1111111,300,,
102000012,10200001,10,20,470037,1,PeriodTime,1,1111111,300,,
102000013,10200001,10,28,470047,1,PeriodTime,1,1111111,300,,
102000014,10200001,10,38,470057,1,PeriodTime,1,1111111,300,,
102000015,10200001,10,50,470068,1,PeriodTime,1,1111111,300,,
102000016,10200001,10,62,470078,1,PeriodTime,1,1111111,300,,
102000017,10200001,10,74,470086,1,PeriodTime,1,1111111,300,,
102000018,10200001,10,90,470096,1,PeriodTime,1,1111111,300,,
102000019,10200001,10,165,470127,1,PeriodTime,1,1111111,300,,
102000020,10200001,5,140,470108,1,PeriodTime,1,1111111,1200,,
102000021,10200001,10,140,470118,1,PeriodTime,1,1111111,300,,
102000022,10200001,10,140,470148,1,PeriodTime,1,1111111,300,,
102000023,10200001,5,162,472015,1,PeriodTime,1,1111111,1200,,
102000024,10200001,5,162,472033,1,PeriodTime,1,1111111,1200,,
102000025,10200001,5,162,472054,1,PeriodTime,1,1111111,1200,,
102000031,10200001,5,1,1000100,1,PeriodTime,1,1111111,2000,,
102000032,10200001,5,20,1000101,1,PeriodTime,1,1111111,2000,,
102000033,10200001,5,62,1000102,1,PeriodTime,1,1111111,2000,,
102000034,10200001,5,120,1000103,1,PeriodTime,1,1111111,2000,,
102000035,10200001,2,1,1000201,1,PeriodTime,1,1111111,4000,,
102000036,10200001,2,20,1000202,1,PeriodTime,1,1111111,4000,,
102000037,10200001,2,62,1000203,1,PeriodTime,1,1111111,4000,,
102000038,10200001,10,1,1001100,1,PeriodTime,1,1111111,100,,
102000039,10200001,10,20,1001101,1,PeriodTime,1,1111111,100,,
102000040,10200001,10,62,1001102,1,PeriodTime,1,1111111,100,,
102000041,10200001,10,120,1001103,1,PeriodTime,1,1111111,100,,
102000042,10200001,4,1,1001201,1,PeriodTime,1,1111111,800,,
102000043,10200001,4,20,1001202,1,PeriodTime,1,1111111,800,,
102000044,10200001,4,62,1001203,1,PeriodTime,1,1111111,800,,
