Index,Id,Param1,NameKey,BoxType,BoxItemInfoId,SelectGrade,BoxRate,CorrectionBoxRate,AssignmentFlagId,MinConditionLevel,MaxConditionLevel,MinItemCount,MaxItemCount,ItemLevel,EnchantLevel,UnBindRate,EventItemPeriodId,BoxUseType,UseItemInfoId,UseItemCount
133,500126,0,61000081301,OnlyOne,430001,,15,22,0,,,1,1,,,,,,,
134,500126,0,61000081301,OnlyOne,430011,,15,22,0,,,1,1,,,,,,,
135,500126,0,61000081301,OnlyOne,430031,,15,22,0,,,1,1,,,,,,,
136,500126,0,61000081301,OnlyOne,430021,,15,22,0,,,1,1,,,,,,,
137,500126,0,61000081301,OnlyOne,430061,,15,22,0,,,1,1,,,,,,,
138,500126,0,61000081301,OnlyOne,430071,,15,22,0,,,1,1,,,,,,,
139,500126,0,61000081301,OnlyOne,430081,,15,22,0,,,1,1,,,,,,,
140,500126,0,61000081301,OnlyOne,430041,,15,22,0,,,1,1,,,,,,,
141,500126,0,61000081301,OnlyOne,430051,,15,22,0,,,1,1,,,,,,,
142,500126,0,61000081301,OnlyOne,430002,,15,22,0,,,1,1,,,,,,,
143,500126,0,61000081301,OnlyOne,430012,,15,22,0,,,1,1,,,,,,,
144,500126,0,61000081301,OnlyOne,430032,,15,22,0,,,1,1,,,,,,,
145,500126,0,61000081301,OnlyOne,430022,,15,22,0,,,1,1,,,,,,,
146,500126,0,61000081301,OnlyOne,430062,,15,22,0,,,1,1,,,,,,,
147,500126,0,61000081301,OnlyOne,430072,,15,22,0,,,1,1,,,,,,,
148,500126,0,61000081301,OnlyOne,430082,,15,22,0,,,1,1,,,,,,,
149,500126,0,61000081301,OnlyOne,430042,,15,22,0,,,1,1,,,,,,,
150,500126,0,61000081301,OnlyOne,430052,,15,22,0,,,1,1,,,,,,,
151,500204,0,61000006647,OnlyOne,910311,,60,90,0,,,1,1,,,,,,,
152,500204,0,61000006647,OnlyOne,910312,,30,45,0,,,1,1,,,,,,,
153,500204,0,61000006647,OnlyOne,910313,,10,15,0,,,1,1,,,,,,,
154,500205,0,61000006647,OnlyOne,910311,,60,90,0,,,1,1,,,,,,,
155,500205,0,61000006647,OnlyOne,910312,,30,45,0,,,1,1,,,,,,,
156,500205,0,61000006647,OnlyOne,910313,,10,15,0,,,1,1,,,,,,,
157,500206,0,61000006647,OnlyOne,910311,,60,90,0,,,1,1,,,,,,,
158,500206,0,61000006647,OnlyOne,910312,,30,45,0,,,1,1,,,,,,,
159,500206,0,61000006647,OnlyOne,910313,,10,15,0,,,1,1,,,,,,,
160,520079,0,61000006947,Fixed,449999,,1,1,0,,,15,15,,,,,,,
161,520079,0,61000006947,Fixed,910315,,1,1,0,,,1,1,,,,,,,
162,520080,0,61000006949,Fixed,400001,,1,1,0,,,1000,1000,,,,,,,
163,520080,0,61000006949,Fixed,440001,,1,1,0,,,50,50,,,,,,,
164,520081,0,61000006951,Fixed,910211,,1,1,0,,,1,1,,,,,,,
165,520081,0,61000006951,Fixed,490011,,1,1,0,,,1,1,,,,,,,
166,520082,0,61000006953,Fixed,400002,,1,1,0,,,120,120,,,,,,,
167,520082,0,61000006953,Fixed,490022,,1,1,0,,,2,2,,,,,,,
168,520083,0,61000006955,Fixed,490011,,1,1,0,,,3,3,,,,,,,
169,520083,0,61000006955,Fixed,490014,,1,1,0,,,1,1,,,,,,,
170,520084,0,61000006957,Fixed,910220,,1,1,0,,,1,1,,,,,,,
171,520084,0,61000006957,Fixed,900010,,1,1,0,,,1,1,,,,,,,
172,900001,0,61000001151,ClassOnlyOne,110010,,1088,1632,0,,,1,1,,,,,,,
173,900001,0,61000001151,ClassOnlyOne,110020,,1088,1632,0,,,1,1,,,,,,,
174,900001,0,61000001151,ClassOnlyOne,110030,,1088,1632,0,,,1,1,,,,,,,
175,900001,0,61000001151,ClassOnlyOne,120010,,1088,1632,0,,,1,1,,,,,,,
176,900001,0,61000001151,ClassOnlyOne,120020,,1088,1632,0,,,1,1,,,,,,,
177,900001,0,61000001151,ClassOnlyOne,120030,,1088,1632,0,,,1,1,,,,,,,
178,900001,0,61000001151,ClassOnlyOne,130010,,1088,1632,0,,,1,1,,,,,,,
179,900001,0,61000001151,ClassOnlyOne,130020,,1088,1632,0,,,1,1,,,,,,,
180,900001,0,61000001151,ClassOnlyOne,130030,,1088,1632,0,,,1,1,,,,,,,
181,900001,0,61000001151,ClassOnlyOne,140010,,1088,1632,0,,,1,1,,,,,,,
182,900001,0,61000001151,ClassOnlyOne,140020,,1088,1632,0,,,1,1,,,,,,,
183,900001,0,61000001151,ClassOnlyOne,140030,,1088,1632,0,,,1,1,,,,,,,
184,900001,0,61000001151,ClassOnlyOne,150010,,1088,1632,0,,,1,1,,,,,,,
185,900001,0,61000001151,ClassOnlyOne,150020,,1088,1632,0,,,1,1,,,,,,,
186,900001,0,61000001151,ClassOnlyOne,150030,,1088,1632,0,,,1,1,,,,,,,
187,900001,0,61000001151,ClassOnlyOne,160010,,1088,1632,0,,,1,1,,,,,,,
188,900001,0,61000001151,ClassOnlyOne,160020,,1088,1632,0,,,1,1,,,,,,,
189,900001,0,61000001151,ClassOnlyOne,160030,,1088,1632,0,,,1,1,,,,,,,
196,900001,0,61000001151,ClassOnlyOne,210010,,1450,2175,0,,,1,1,,,,,,,
197,900001,0,61000001151,ClassOnlyOne,220010,,1450,2175,0,,,1,1,,,,,,,
198,900001,0,61000001151,ClassOnlyOne,230010,,1450,2175,0,,,1,1,,,,,,,
199,900001,0,61000001151,ClassOnlyOne,240010,,1450,2175,0,,,1,1,,,,,,,
200,900001,0,61000001151,ClassOnlyOne,210020,,1450,2175,0,,,1,1,,,,,,,
201,900001,0,61000001151,ClassOnlyOne,220020,,1450,2175,0,,,1,1,,,,,,,
202,900001,0,61000001151,ClassOnlyOne,230020,,1450,2175,0,,,1,1,,,,,,,
203,900001,0,61000001151,ClassOnlyOne,240020,,1450,2175,0,,,1,1,,,,,,,
204,900001,0,61000001151,ClassOnlyOne,210030,,1450,2175,0,,,1,1,,,,,,,
205,900001,0,61000001151,ClassOnlyOne,220030,,1450,2175,0,,,1,1,,,,,,,
206,900001,0,61000001151,ClassOnlyOne,230030,,1450,2175,0,,,1,1,,,,,,,
207,900001,0,61000001151,ClassOnlyOne,240030,,1450,2175,0,,,1,1,,,,,,,
208,900001,0,61000001151,ClassOnlyOne,210040,,1450,2175,0,,,1,1,,,,,,,
209,900001,0,61000001151,ClassOnlyOne,220040,,1450,2175,0,,,1,1,,,,,,,
210,900001,0,61000001151,ClassOnlyOne,230040,,1450,2175,0,,,1,1,,,,,,,
211,900001,0,61000001151,ClassOnlyOne,240040,,1450,2175,0,,,1,1,,,,,,,
212,900001,0,61000001151,ClassOnlyOne,210050,,1450,2175,0,,,1,1,,,,,,,
213,900001,0,61000001151,ClassOnlyOne,220050,,1450,2175,0,,,1,1,,,,,,,
214,900001,0,61000001151,ClassOnlyOne,230050,,1450,2175,0,,,1,1,,,,,,,
215,900001,0,61000001151,ClassOnlyOne,240050,,1450,2175,0,,,1,1,,,,,,,
216,900001,0,61000001151,ClassOnlyOne,210060,,1450,2175,0,,,1,1,,,,,,,
217,900001,0,61000001151,ClassOnlyOne,220060,,1450,2175,0,,,1,1,,,,,,,
218,900001,0,61000001151,ClassOnlyOne,230060,,1450,2175,0,,,1,1,,,,,,,
219,900001,0,61000001151,ClassOnlyOne,240060,,1450,2175,0,,,1,1,,,,,,,
232,900001,0,61000001151,ClassOnlyOne,310001,,483,724,0,,,1,1,,,,,,,
233,900001,0,61000001151,ClassOnlyOne,320001,,483,724,0,,,1,1,,,,,,,
234,900001,0,61000001151,ClassOnlyOne,330001,,483,724,0,,,1,1,,,,,,,
235,900001,0,61000001151,ClassOnlyOne,310011,,483,724,0,,,1,1,,,,,,,
236,900001,0,61000001151,ClassOnlyOne,320011,,483,724,0,,,1,1,,,,,,,
237,900001,0,61000001151,ClassOnlyOne,330011,,483,724,0,,,1,1,,,,,,,
238,900001,0,61000001151,ClassOnlyOne,310021,,483,724,0,,,1,1,,,,,,,
239,900001,0,61000001151,ClassOnlyOne,320021,,483,724,0,,,1,1,,,,,,,
240,900001,0,61000001151,ClassOnlyOne,330021,,483,724,0,,,1,1,,,,,,,
241,900001,0,61000001151,ClassOnlyOne,310031,,483,724,0,,,1,1,,,,,,,
242,900001,0,61000001151,ClassOnlyOne,320031,,483,724,0,,,1,1,,,,,,,
243,900001,0,61000001151,ClassOnlyOne,330031,,483,724,0,,,1,1,,,,,,,
244,900001,0,61000001151,ClassOnlyOne,310041,,483,724,0,,,1,1,,,,,,,
245,900001,0,61000001151,ClassOnlyOne,320041,,483,724,0,,,1,1,,,,,,,
246,900001,0,61000001151,ClassOnlyOne,330041,,483,724,0,,,1,1,,,,,,,
247,900001,0,61000001151,ClassOnlyOne,310051,,483,724,0,,,1,1,,,,,,,
248,900001,0,61000001151,ClassOnlyOne,320051,,483,724,0,,,1,1,,,,,,,
249,900001,0,61000001151,ClassOnlyOne,330051,,483,724,0,,,1,1,,,,,,,
250,900001,0,61000001151,ClassOnlyOne,110011,,150,225,0,,,1,1,,,,,,,
251,900001,0,61000001151,ClassOnlyOne,110021,,150,225,0,,,1,1,,,,,,,
252,900001,0,61000001151,ClassOnlyOne,110031,,150,225,0,,,1,1,,,,,,,
253,900001,0,61000001151,ClassOnlyOne,120011,,150,225,0,,,1,1,,,,,,,
254,900001,0,61000001151,ClassOnlyOne,120021,,150,225,0,,,1,1,,,,,,,
255,900001,0,61000001151,ClassOnlyOne,120031,,150,225,0,,,1,1,,,,,,,
256,900001,0,61000001151,ClassOnlyOne,130011,,150,225,0,,,1,1,,,,,,,
257,900001,0,61000001151,ClassOnlyOne,130021,,150,225,0,,,1,1,,,,,,,
258,900001,0,61000001151,ClassOnlyOne,130031,,150,225,0,,,1,1,,,,,,,
259,900001,0,61000001151,ClassOnlyOne,140011,,150,225,0,,,1,1,,,,,,,
260,900001,0,61000001151,ClassOnlyOne,140021,,150,225,0,,,1,1,,,,,,,
261,900001,0,61000001151,ClassOnlyOne,140031,,150,225,0,,,1,1,,,,,,,
262,900001,0,61000001151,ClassOnlyOne,150011,,150,225,0,,,1,1,,,,,,,
263,900001,0,61000001151,ClassOnlyOne,150021,,150,225,0,,,1,1,,,,,,,
264,900001,0,61000001151,ClassOnlyOne,150031,,150,225,0,,,1,1,,,,,,,
265,900001,0,61000001151,ClassOnlyOne,160011,,150,225,0,,,1,1,,,,,,,
266,900001,0,61000001151,ClassOnlyOne,160021,,150,225,0,,,1,1,,,,,,,
267,900001,0,61000001151,ClassOnlyOne,160031,,150,225,0,,,1,1,,,,,,,
274,900001,0,61000001151,ClassOnlyOne,210011,,200,300,0,,,1,1,,,,,,,
275,900001,0,61000001151,ClassOnlyOne,220011,,200,300,0,,,1,1,,,,,,,
276,900001,0,61000001151,ClassOnlyOne,230011,,200,300,0,,,1,1,,,,,,,
277,900001,0,61000001151,ClassOnlyOne,240011,,200,300,0,,,1,1,,,,,,,
278,900001,0,61000001151,ClassOnlyOne,210021,,200,300,0,,,1,1,,,,,,,
279,900001,0,61000001151,ClassOnlyOne,220021,,200,300,0,,,1,1,,,,,,,
280,900001,0,61000001151,ClassOnlyOne,230021,,200,300,0,,,1,1,,,,,,,
281,900001,0,61000001151,ClassOnlyOne,240021,,200,300,0,,,1,1,,,,,,,
282,900001,0,61000001151,ClassOnlyOne,210031,,200,300,0,,,1,1,,,,,,,
283,900001,0,61000001151,ClassOnlyOne,220031,,200,300,0,,,1,1,,,,,,,
284,900001,0,61000001151,ClassOnlyOne,230031,,200,300,0,,,1,1,,,,,,,
285,900001,0,61000001151,ClassOnlyOne,240031,,200,300,0,,,1,1,,,,,,,
286,900001,0,61000001151,ClassOnlyOne,210041,,200,300,0,,,1,1,,,,,,,
287,900001,0,61000001151,ClassOnlyOne,220041,,200,300,0,,,1,1,,,,,,,
288,900001,0,61000001151,ClassOnlyOne,230041,,200,300,0,,,1,1,,,,,,,
289,900001,0,61000001151,ClassOnlyOne,240041,,200,300,0,,,1,1,,,,,,,
290,900001,0,61000001151,ClassOnlyOne,210051,,200,300,0,,,1,1,,,,,,,
291,900001,0,61000001151,ClassOnlyOne,220051,,200,300,0,,,1,1,,,,,,,
292,900001,0,61000001151,ClassOnlyOne,230051,,200,300,0,,,1,1,,,,,,,
293,900001,0,61000001151,ClassOnlyOne,240051,,200,300,0,,,1,1,,,,,,,
294,900001,0,61000001151,ClassOnlyOne,210061,,200,300,0,,,1,1,,,,,,,
295,900001,0,61000001151,ClassOnlyOne,220061,,200,300,0,,,1,1,,,,,,,
296,900001,0,61000001151,ClassOnlyOne,230061,,200,300,0,,,1,1,,,,,,,
297,900001,0,61000001151,ClassOnlyOne,240061,,200,300,0,,,1,1,,,,,,,
310,900001,0,61000001151,ClassOnlyOne,310002,,67,100,0,,,1,1,,,,,,,
311,900001,0,61000001151,ClassOnlyOne,320002,,67,100,0,,,1,1,,,,,,,
312,900001,0,61000001151,ClassOnlyOne,330002,,67,100,0,,,1,1,,,,,,,
313,900001,0,61000001151,ClassOnlyOne,310012,,67,100,0,,,1,1,,,,,,,
314,900001,0,61000001151,ClassOnlyOne,320012,,67,100,0,,,1,1,,,,,,,
315,900001,0,61000001151,ClassOnlyOne,330012,,67,100,0,,,1,1,,,,,,,
316,900001,0,61000001151,ClassOnlyOne,310022,,67,100,0,,,1,1,,,,,,,
317,900001,0,61000001151,ClassOnlyOne,320022,,67,100,0,,,1,1,,,,,,,
318,900001,0,61000001151,ClassOnlyOne,330022,,67,100,0,,,1,1,,,,,,,
319,900001,0,61000001151,ClassOnlyOne,310032,,67,100,0,,,1,1,,,,,,,
320,900001,0,61000001151,ClassOnlyOne,320032,,67,100,0,,,1,1,,,,,,,
321,900001,0,61000001151,ClassOnlyOne,330032,,67,100,0,,,1,1,,,,,,,
322,900001,0,61000001151,ClassOnlyOne,310042,,67,100,0,,,1,1,,,,,,,
323,900001,0,61000001151,ClassOnlyOne,320042,,67,100,0,,,1,1,,,,,,,
324,900001,0,61000001151,ClassOnlyOne,330042,,67,100,0,,,1,1,,,,,,,
325,900001,0,61000001151,ClassOnlyOne,310052,,67,100,0,,,1,1,,,,,,,
326,900001,0,61000001151,ClassOnlyOne,320052,,67,100,0,,,1,1,,,,,,,
327,900001,0,61000001151,ClassOnlyOne,330052,,67,100,0,,,1,1,,,,,,,
328,900001,0,61000001151,ClassOnlyOne,110012,,13,19,0,,,1,1,,,,,,,
329,900001,0,61000001151,ClassOnlyOne,110022,,13,19,0,,,1,1,,,,,,,
330,900001,0,61000001151,ClassOnlyOne,110032,,13,19,0,,,1,1,,,,,,,
331,900001,0,61000001151,ClassOnlyOne,120012,,13,19,0,,,1,1,,,,,,,
332,900001,0,61000001151,ClassOnlyOne,120022,,13,19,0,,,1,1,,,,,,,
333,900001,0,61000001151,ClassOnlyOne,120032,,13,19,0,,,1,1,,,,,,,
334,900001,0,61000001151,ClassOnlyOne,130012,,13,19,0,,,1,1,,,,,,,
335,900001,0,61000001151,ClassOnlyOne,130022,,13,19,0,,,1,1,,,,,,,
336,900001,0,61000001151,ClassOnlyOne,130032,,13,19,0,,,1,1,,,,,,,
337,900001,0,61000001151,ClassOnlyOne,140012,,13,19,0,,,1,1,,,,,,,
338,900001,0,61000001151,ClassOnlyOne,140022,,13,19,0,,,1,1,,,,,,,
339,900001,0,61000001151,ClassOnlyOne,140032,,13,19,0,,,1,1,,,,,,,
340,900001,0,61000001151,ClassOnlyOne,150012,,13,19,0,,,1,1,,,,,,,
341,900001,0,61000001151,ClassOnlyOne,150022,,13,19,0,,,1,1,,,,,,,
342,900001,0,61000001151,ClassOnlyOne,150032,,13,19,0,,,1,1,,,,,,,
343,900001,0,61000001151,ClassOnlyOne,160012,,13,19,0,,,1,1,,,,,,,
344,900001,0,61000001151,ClassOnlyOne,160022,,13,19,0,,,1,1,,,,,,,
345,900001,0,61000001151,ClassOnlyOne,160032,,13,19,0,,,1,1,,,,,,,
352,900001,0,61000001151,ClassOnlyOne,210012,,17,25,0,,,1,1,,,,,,,
353,900001,0,61000001151,ClassOnlyOne,220012,,17,25,0,,,1,1,,,,,,,
354,900001,0,61000001151,ClassOnlyOne,230012,,17,25,0,,,1,1,,,,,,,
355,900001,0,61000001151,ClassOnlyOne,240012,,17,25,0,,,1,1,,,,,,,
356,900001,0,61000001151,ClassOnlyOne,210022,,17,25,0,,,1,1,,,,,,,
357,900001,0,61000001151,ClassOnlyOne,220022,,17,25,0,,,1,1,,,,,,,
358,900001,0,61000001151,ClassOnlyOne,230022,,17,25,0,,,1,1,,,,,,,
359,900001,0,61000001151,ClassOnlyOne,240022,,17,25,0,,,1,1,,,,,,,
360,900001,0,61000001151,ClassOnlyOne,210032,,17,25,0,,,1,1,,,,,,,
361,900001,0,61000001151,ClassOnlyOne,220032,,17,25,0,,,1,1,,,,,,,
362,900001,0,61000001151,ClassOnlyOne,230032,,17,25,0,,,1,1,,,,,,,
363,900001,0,61000001151,ClassOnlyOne,240032,,17,25,0,,,1,1,,,,,,,
364,900001,0,61000001151,ClassOnlyOne,210042,,17,25,0,,,1,1,,,,,,,
365,900001,0,61000001151,ClassOnlyOne,220042,,17,25,0,,,1,1,,,,,,,
366,900001,0,61000001151,ClassOnlyOne,230042,,17,25,0,,,1,1,,,,,,,
367,900001,0,61000001151,ClassOnlyOne,240042,,17,25,0,,,1,1,,,,,,,
368,900001,0,61000001151,ClassOnlyOne,210052,,17,25,0,,,1,1,,,,,,,
369,900001,0,61000001151,ClassOnlyOne,220052,,17,25,0,,,1,1,,,,,,,
