ShopId,Id,RequiredId,TitleKey,DescKey,TaskType,TaskCount,RewardItemInfoId
8004,10041,10040,461000010041,462000010041,If_QuestClearByActChapter,1,40
8101,2001,,461000001001,462000001001,If_Level_Character,1,10001
8101,2002,2001,461000002002,462000002002,If_Level_Character,5,10002
8101,2003,2002,461000002003,462000002003,If_Level_Character,15,10003
8101,2004,2003,461000002004,462000002004,If_Level_Character,25,10004
8101,2005,2004,461000002005,462000002005,If_Level_Character,45,10005
8101,2006,2005,461000002006,462000002006,If_Level_Character,70,10006
8101,2007,2006,461000002007,462000002007,If_Level_Character,95,10007
8101,2008,2007,461000002008,462000002008,If_Level_Character,120,10008
8102,20001,,461000001001,0,If_QuestClearByActChapter,0,10101
8102,20002,20001,461000010032,462000010032,If_QuestClearByActChapter,1,10102
8102,20003,20002,461000010033,462000010033,If_QuestClearByActChapter,1,10103
8102,20004,20003,461000010034,462000010034,If_QuestClearByActChapter,1,10104
8102,20005,20004,461000010035,462000010035,If_QuestClearByActChapter,1,10105
8102,20006,20005,461000010036,462000010036,If_QuestClearByActChapter,1,10106
8102,20007,20006,461000010037,462000010037,If_QuestClearByActChapter,1,10107
8102,20008,20007,461000010038,462000010038,If_QuestClearByActChapter,1,10108
8102,20009,20008,461000010039,462000010039,If_QuestClearByActChapter,1,10109
8102,20010,20009,461000010040,462000010040,If_QuestClearByActChapter,1,10110
8102,20011,20010,461000010041,462000010041,If_QuestClearByActChapter,1,10111
8011,1101,,461000001001,462000001001,If_Level_Character,1,1001
8011,1102,1101,461000001102,462000001102,If_Level_Character,130,1002
8011,1103,1102,461000001103,462000001103,If_Level_Character,140,1003
8011,1104,1103,461000001104,462000001104,If_Level_Character,150,1004
8011,1105,1104,461000001105,462000001105,If_Level_Character,160,1005
8011,1106,1105,461000001106,462000001106,If_Level_Character,170,1006
8011,1107,1106,461000001107,462000001107,If_Level_Character,180,1007
8014,11041,,461000001001,0,If_QuestClearByActChapter,,1300
8014,11042,11041,161000000011,462000011042,If_QuestClearByActChapter,1,1301
8014,11043,11042,161000000012,462000011043,If_QuestClearByActChapter,1,1302
8014,11044,11043,161000000013,462000011044,If_QuestClearByActChapter,1,1303
8014,11045,11044,161000000014,462000011045,If_QuestClearByActChapter,1,1304
8111,2101,,461000001001,462000001001,If_Level_Character,1,11001
8111,2102,2101,461000001102,462000001102,If_Level_Character,130,11002
8111,2103,2102,461000001103,462000001103,If_Level_Character,140,11003
8111,2104,2103,461000001104,462000001104,If_Level_Character,150,11004
8111,2105,2104,461000001105,462000001105,If_Level_Character,160,11005
8111,2106,2105,461000001106,462000001106,If_Level_Character,170,11006
8111,2107,2106,461000001107,462000001107,If_Level_Character,180,11007
8112,20101,,461000001001,0,If_QuestClearByActChapter,,11101
8112,20102,20101,161000000011,462000011042,If_QuestClearByActChapter,1,11102
8112,20103,20102,161000000012,462000011043,If_QuestClearByActChapter,1,11103
8112,20104,20103,161000000013,462000011044,If_QuestClearByActChapter,1,11104
8112,20105,20104,161000000014,462000011045,If_QuestClearByActChapter,1,11105
8021,1201,,461000001001,462000001001,If_Level_Character,1,101101
8021,1202,1201,461000001202,462000001201,If_Level_Character,190,101102
8021,1203,1202,461000001203,462000001202,If_Level_Character,200,101103
8021,1204,1203,461000001204,462000001203,If_Level_Character,210,101104
8021,1205,1204,461000001205,462000001204,If_Level_Character,220,101105
8021,1206,1205,461000001206,462000001205,If_Level_Character,230,101106
8021,1207,1206,461000001207,462000001206,If_Level_Character,240,101107
8021,1208,1207,461000001208,462000001207,If_Level_Character,250,101108
8021,1209,1208,461000001209,462000001208,If_Level_Character,260,101109
8024,12041,,461000001001,0,If_QuestClearByActChapter,0,1310
8024,12042,12041,821000020115,462000012041,If_QuestClearByActChapter,1,1311
8024,12043,12042,821000020116,462000012042,If_QuestClearByActChapter,1,1312
8024,12044,12043,821000020117,462000012043,If_QuestClearByActChapter,1,1313
8022,1301,,461000001001,0,If_Level_Character,1,1201
8022,1302,1301,461000001302,462000001302,If_Level_Character,270,1202
8022,1303,1302,461000001303,462000001303,If_Level_Character,280,1203
8022,1304,1303,461000001304,462000001304,If_Level_Character,290,1204
8022,1305,1304,461000001305,462000001305,If_Level_Character,300,1205
8022,1306,1305,461000001306,462000001306,If_Level_Character,310,1206
8022,1307,1306,461000001307,462000001307,If_Level_Character,320,1207
