Id,Hide,NameKey,TerritoryId,StartPointX,StartPointY,MapData,QuestMapTexturePath,Type,WorldMapCategory,RecommendedMinLv,RecommendedMaxLv,MaxChannel,MaxCount,FixedMaxCount,PkType,ClearRewardType,ClearRewardCount,ClearRewardTargetInfoId,NpcSpawnGroupId,InstanceNpcSpawn,Minimap,MinimapTextureCountX,MinimapTextureCountY,MinimapZoomScale,MapSizeX,MapSizeY,MapCenterX,MapCenterY,WorldMapCoordX,WorldMapCoordY,DimTexture,DimPosX,DimPosY,DimSizeX,DimSizeY,NameTagPosX,NameTagPosY,PlayerAllyTeamId,EnterLevelRestriction,HelpKeyWord,PathFindingZ,IsTestMap,IsPlayerBlock,IsSkillCoolTimeReset,IsPotionCoolTimeReset,IsHPMPFullCharge,IsVehicleRiding,IsDisableAutoCombat,IsCombat,MoveType,IconAlwaysView,IsTeleportOnly
200,0,161000000200,,704,-3,Dungeon/ElvenRuins/Ruin_B1,200_ElvenRuins_1F,RegularDungeonWorld,,16,25,10,200,,Normal,Item,1,1,200,0,Dungeon/ElvenRuins/1stFloor/ElvenRuins_1stFloor,4,4,0.56,40000,40000,8910,410,,,,,,,,,,0,,,1000,0,0,0,1,1,1,0,1,FixedField,0,0
201,0,161000000201,,32305,13557,Dungeon/ElvenRuins/Ruin_B1,201_ElvenRuins_2F,RegularDungeonWorld,,26,35,10,200,,Normal,Item,1,1,201,0,Dungeon/ElvenRuins/2ndFloor/ElvenRuins_2ndFloor,4,4,0.56,50000,50000,42710,-200,,,,,,,,,,0,,,1000,0,0,0,1,1,1,0,1,FixedField,0,0
202,0,161000000202,,-13720,-2057,Dungeon/AntTunnel/B1Tunnel/B1Tunnel,202_AntTunnel_B1F,RegularDungeonWorld,,36,54,10,200,,Normal,Item,1,1,202,0,Dungeon/AntTunnel/1stFloor/AntTunnel_1stFloor,4,4,0.56,50000,50000,-23730,-9300,,,,,,,,,,0,,,1000,0,0,0,1,1,1,0,1,FixedField,0,0
203,0,161000000203,,-1574,5651,Dungeon/AntTunnel/B1Tunnel/B1Tunnel,203_AntTunnel_B2F,RegularDungeonWorld,,55,84,10,200,,Normal,Item,1,1,203,0,Dungeon/AntTunnel/2ndFloor/AntTunnel_2ndFloor,4,4,0.56,40000,40000,-300,1310,,,,,,,,,,0,,,1000,0,0,0,1,1,1,0,1,FixedField,0,0
204,0,161000000204,,-5,722,Dungeon/CrumaTower/2ndFloor/CrumaTower_2F,204_CrumaTower_2F,RegularDungeonWorld,,85,109,10,200,,Normal,Item,1,1,204,0,Dungeon/CrumaTower/2ndFloor/CrumaTower_2ndFloor,4,4,0.56,40000,40000,-10960,10570,,,,,,,,,,0,,,1000,0,0,0,1,1,1,0,1,FixedField,0,0
205,0,161000000205,,13730,19016,Dungeon/CrumaTower/2ndFloor/CrumaTower_2F,205_CrumaTower_3F,RegularDungeonWorld,,110,129,10,200,,Normal,Item,1,1,205,0,Dungeon/CrumaTower/3rdFloor/CrumaTower_3rdFloor,4,4,0.56,40000,40000,20220,8290,,,,,,,,,,0,,,1000,0,0,0,1,1,1,0,1,FixedField,0,0
206,0,161000000206,,-16837,33184,Dungeon/IvoryTowerBasement/IvoryTowerBasement_expand,206_IvoryTowerBasement_B1F,RegularDungeonWorld,,128,146,10,200,,Normal,Item,1,1,206,0,Dungeon/IvoryTowerBasement/1stFloor_Expand/IvoryTowerBasement_1stFloor,4,4,0.56,40000,40000,-14770,24780,,,,,,,,,,0,,,1000,0,0,0,1,1,1,0,1,FixedField,0,0
207,0,161000000207,,9983,46386,Dungeon/IvoryTowerBasement/IvoryTowerBasement_expand,207_IvoryTowerBasement_B2F,RegularDungeonWorld,,140,162,10,200,,Normal,Item,1,1,207,0,Dungeon/IvoryTowerBasement/2ndFloor_Expand/IvoryTowerBasement_2ndFloor,4,4,0.56,32000,32000,15030,44840,,,,,,,,,,0,,,1000,0,0,0,1,1,1,0,1,FixedField,0,0
208,0,722000000127,,-10246,17028,Dungeon/IvoryTowerBasement/IvoryTowerBasement_expand,206_IvoryTowerBasement_B1F,RegularDungeonWorld,,162,182,10,200,,Normal,Item,1,1,208,0,Dungeon/IvoryTowerBasement/1stFloor_Expand/IvoryTowerBasement_1stFloor,4,4,0.56,40000,40000,-14770,24780,,,,,,,,,,0,,,1000,0,0,0,1,1,1,0,1,FixedField,0,0
209,0,161000000209,,9983,46386,Dungeon/IvoryTowerBasement/IvoryTowerBasement_Conflict,,RegularDungeonWorld,,182,254,1,200,,Enable,Item,1,1,209,0,Dungeon/IvoryTowerBasement/2ndFloor_Expand/IvoryTowerBasement_2ndFloor,4,4,0.56,32000,32000,15030,44840,,,,,,,,,,0,,,1000,0,0,0,1,1,1,0,0,FixedField,0,0
210,0,161000000210,,-3866,-155,Dungeon/SecretForest/SecretForest,,RegularDungeonWorld,,180,,10,200,,Normal,Item,1,1,210,0,Dungeon/SecretForest/SecretForestUpper/SecretForestUpper,4,4,0.56,33000,33000,5147,2029,,,,,,,,,,0,,,1000,0,0,0,1,1,1,0,1,FixedField,0,0
211,0,161000000211,,40288,1049,Dungeon/SecretForest/SecretForest,,RegularDungeonWorld,,230,,10,200,,Normal,Item,1,1,211,0,Dungeon/SecretForest/SecretForestLower/SecretforestLower,4,4,0.56,56000,56000,54355,66,,,,,,,,,,0,,,1000,0,0,0,1,1,1,0,1,FixedField,0,0
11000,0,161000011000,,9102,11474,Dungeon/MemorySanctuary/MemorySanctuary,,DailyDungeonWorld,,1,50,10,200,,Normal,Adena,100,,,0,Dungeon/MemorySanctuary/MemorySanctuary,4,4,0.56,24000,24000,9260,7590,,,,,,,,,,0,,,1000,0,0,1,1,1,0,0,1,Instance,0,0
12000,0,2006,,507,1708,Dungeon/TowerOfInsolence/TowerOfInsolence_G05,,InfinityDungeonWorld,,1,50,10,200,,Normal,Adena,100,,,0,Dungeon/TowerOfInsolence/TowerOfInsolence,4,4,0.56,14000,14000,550,1720,,,,,,,,,,0,,,1000,0,0,1,1,1,0,0,1,Instance,0,0
13000,0,161000013000,,-1465,520,Dungeon/SecretMine/SecretMine,,GatheringDungeonWorld,,,,10,200,,Enable,Item,2,2,,0,Dungeon/SecretMine/SecretMine,4,4,0.56,26000,26000,2240,-1340,,,,,,,,,,0,,,1000,0,0,0,1,1,0,0,1,FixedField,0,0
14000,0,161000014000,,-240,1720,Dungeon/TowerOfInsolence/TowerOfInsolence_G05,,PvpWorld,,1,1,10,200,,Enable,Item,3,3,,0,Dungeon/TowerOfInsolence/TowerOfInsolence,2,2,0.56,20000,20000,0,0,,,,,,,,,,0,,,300,0,0,1,1,1,0,1,1,BattleInstance,0,0
14001,0,161000014001,,-2450,10,Pvp/BFieldOfHonor/BFieldOfHonor,,BattlefieldOfHonorWorld,,40,40,10,200,,Enable,Item,3,3,,0,Battle/BFieldOfHonor/BFieldOfHonor,2,2,0.56,14000,14000,0,0,,,,,,,,,,0,,,300,0,0,1,1,1,0,1,1,BattleInstance,0,0
16003,0,161000016003,,-1921,-935,Battle/Fort/Fort_G05,,SiegeWorld,,1,1,10,200,,Enable,Item,3,3,1008,0,Battle/Fort/Battle_Fort,2,2,0.56,26000,26000,2230,-860,,,,,,,,,,10,,,100,0,1,1,1,1,0,0,1,BattleField,0,0
16004,0,161000016004,,-1921,-935,Battle/Fort/Fort_G05,,SiegeWorld,,1,1,10,200,,Enable,Item,3,3,1008,0,Battle/Fort/Battle_Fort,2,2,0.56,26000,26000,2230,-860,,,,,,,,,,10,,,100,0,1,1,1,1,0,0,1,BattleField,0,0
16005,0,161000016005,,-1921,-935,Battle/Fort/Fort_G05,,SiegeWorld,,1,1,10,200,,Enable,Item,3,3,1008,0,Battle/Fort/Battle_Fort,2,2,0.56,26000,26000,2230,-860,,,,,,,,,,10,,,100,0,1,1,1,1,0,0,1,BattleField,0,0
16006,0,161000016006,,-1921,-935,Battle/Fort/Fort_G05,,SiegeWorld,,1,1,10,200,,Enable,Item,3,3,1008,0,Battle/Fort/Battle_Fort,2,2,0.56,26000,26000,2230,-860,,,,,,,,,,10,,,100,0,1,1,1,1,0,0,1,BattleField,0,0
16007,0,161000016007,,-1921,-935,Battle/Fort/Fort_G05,,SiegeWorld,,1,1,10,200,,Enable,Item,3,3,1008,0,Battle/Fort/Battle_Fort,2,2,0.56,26000,26000,2230,-860,,,,,,,,,,10,,,100,0,1,1,1,1,0,0,1,BattleField,0,0
16008,0,161000016008,,-1921,-935,Battle/Fort/Fort_G05,,SiegeWorld,,1,1,10,200,,Enable,Item,3,3,1008,0,Battle/Fort/Battle_Fort,2,2,0.56,26000,26000,2230,-860,,,,,,,,,,10,,,100,0,1,1,1,1,0,0,1,BattleField,0,0
16009,0,161000016009,,-1921,-935,Battle/Fort/Fort_G05,,SiegeWorld,,1,1,10,200,,Enable,Item,3,3,1008,0,Battle/Fort/Battle_Fort,2,2,0.56,26000,26000,2230,-860,,,,,,,,,,10,,,100,0,1,1,1,1,0,0,1,BattleField,0,0
16010,0,161000016010,,-1921,-935,Battle/Fort/Fort_G05,,SiegeWorld,,1,1,10,200,,Enable,Item,3,3,1008,0,Battle/Fort/Battle_Fort,2,2,0.56,26000,26000,2230,-860,,,,,,,,,,10,,,100,0,1,1,1,1,0,0,1,BattleField,0,0
16011,0,161000016011,,-1921,-935,Battle/Fort/Fort_G05,,SiegeWorld,,1,1,10,200,,Enable,Item,3,3,1008,0,Battle/Fort/Battle_Fort,2,2,0.56,26000,26000,2230,-860,,,,,,,,,,10,,,100,0,1,1,1,1,0,0,1,BattleField,0,0
16012,0,161000016012,,-1921,-935,Battle/Fort/Fort_G05,,SiegeWorld,,1,1,10,200,,Enable,Item,3,3,1008,0,Battle/Fort/Battle_Fort,2,2,0.56,26000,26000,2230,-860,,,,,,,,,,10,,,100,0,1,1,1,1,0,0,1,BattleField,0,0
16013,0,161000016013,,-1921,-935,Battle/Fort/Fort_G05,,SiegeWorld,,1,1,10,200,,Enable,Item,3,3,1008,0,Battle/Fort/Battle_Fort,2,2,0.56,26000,26000,2230,-860,,,,,,,,,,10,,,100,0,1,1,1,1,0,0,1,BattleField,0,0
16014,0,161000016014,,-1921,-935,Battle/Fort/Fort_G05,,SiegeWorld,,1,1,10,200,,Enable,Item,3,3,1008,0,Battle/Fort/Battle_Fort,2,2,0.56,26000,26000,2230,-860,,,,,,,,,,10,,,100,0,1,1,1,1,0,0,1,BattleField,0,0
17001,0,161000017001,1,-8148,160,Battle/CastleSiege/CastleSiege,,SiegeWorld,Castle,1,1,10,200,,Enable,Item,3,3,999,0,Battle/CastleSiege/Battle_CastleSiege,4,4,1,36000,36000,-1610,120,232,288,,,,,,,,10,,,100,0,1,1,1,1,0,0,1,BattleField,0,0
17002,0,161000017002,2,-8148,160,Battle/CastleSiege/CastleSiege,,SiegeWorld,Castle,1,1,10,200,,Enable,Item,3,3,999,0,Battle/CastleSiege/Battle_CastleSiege,4,4,1,36000,36000,-1610,120,572,264,,,,,,,,10,,,100,0,1,1,1,1,0,0,1,BattleField,0,0
17003,0,161000017003,3,-8148,160,Battle/CastleSiege/CastleSiege,,SiegeWorld,Castle,1,1,10,200,,Enable,Item,3,3,999,0,Battle/CastleSiege/Battle_CastleSiege,4,4,1,36000,36000,-1610,120,844,244,,,,,,,,10,,,100,0,1,1,1,1,0,0,1,BattleField,0,0
18100,0,161000018100,,-3299,0,DailyDungeon/VaultofChrysos/VaultofChrysos,,AdenaDungeonWorld,,1,50,10,200,,Protect,Item,,,,0,DailyDungeon/VaultofChrysos/VaultofChrysos,4,4,0.56,16000,16000,-820,-640,,,,,,,,,,10,,,1000,0,0,1,1,1,0,0,1,Instance,0,0
18200,0,161000018200,,2,361,DailyDungeon/OthersideRift/OthersideRift_G06,,TodayDungeonWorld,,1,50,10,200,,Protect,Item,,,,0,DailyDungeon/OthersideRift/OthersideRift,4,4,0.56,10000,10000,-110,180,,,,,,,,,,10,,,1000,0,0,1,1,1,0,0,1,Instance,0,0
18300,0,161000018300,,-1111,5850,DailyDungeon/SealedEntrance/SealedEntrance,,SummonStoneDungeonWorld,,1,50,10,200,,Protect,Item,,,,0,DailyDungeon/SealedEntrance/SealedEntrance,4,4,0.56,16000,16000,2680,3740,,,,,,,,,,10,,,1000,0,0,1,1,1,0,0,1,Instance,0,0
18400,0,161000018400,,0,531,DailyDungeon/WaterTemple/WaterTemple,,EquipDungeonWorld,,1,50,10,200,,Protect,Item,,,,0,DailyDungeon/WaterTemple/WaterTemple,4,4,0.56,10000,10000,0,0,,,,,,,,,,10,,,1000,0,0,1,1,1,0,0,1,Instance,0,0
18500,0,161000018500,,-2943,-22,DailyDungeon/LaboratoryofDarkness/LaboratoryOfDarkness_G07,,RefinementDungeonWorld,,1,50,10,200,,Protect,Item,,,,0,DailyDungeon/LaboratoryofDarkness/LaboratoryOfDarkness,4,4,0.56,26000,26000,2230,-860,,,,,,,,,,10,,,1000,0,0,1,1,1,0,0,1,Instance,0,0
19001,0,161000019001,,4200,-200,Field/Etc/GuildSafeHouse/GuildSafeHouse,,GuildAgitWorld,,1,1,10,200,,Protect,Item,,,19001,1,Dungeon/GuildSafeHouse/GuildSafeHouse,4,4,0.56,20000,20000,3633,47,,,,,,,,,,10,,,1000,0,0,0,1,1,1,0,1,PublicField,1,0
20000,0,161000020000,,-9625,-10930,Field/Etc/RuinsOfGiants/RuinsOfGiants,,SummonWorld,,1,1,10,200,5,Protect,Item,,,,0,Dungeon/RuinsOfGiants/RuinsOfGiants,4,4,0.56,22000,22000,-7000,-7460,,,,,,,,,,10,,,1000,0,0,1,1,1,0,0,1,Instance,0,0
20001,0,161000020000,,-9625,-10930,Field/Etc/RuinsOfGiants/RuinsOfGiants,,SummonWorld,,1,1,10,200,20,Protect,Item,,,,0,Dungeon/RuinsOfGiants/RuinsOfGiants,4,4,0.56,22000,22000,-7000,-7460,,,,,,,,,,10,,,1000,0,0,1,1,1,0,0,1,Instance,0,0
20002,0,161000020000,,-9625,-10930,Field/Etc/RuinsOfGiants/RuinsOfGiants,,SummonWorld,,1,1,10,200,100,Protect,Item,,,,0,Dungeon/RuinsOfGiants/RuinsOfGiants,4,4,0.56,22000,22000,-7000,-7460,,,,,,,,,,10,,,1000,0,0,1,1,1,0,0,1,Instance,0,0
999,0,161000000999,,0,0,Battle/CastleSiege/CastleSiege,,SiegeWorld,,1,1,10,200,,Enable,Item,3,3,999,0,Battle/CastleSiege/Battle_CastleSiege,2,2,1,36000,36000,-1610,120,,,,,,,,,,10,,,1000,1,1,0,0,0,0,0,1,PublicField,0,0
998,0,161000000998,,520,480,Dungeon/TowerOfInsolence/TowerOfInsolence_G05,,PvpWorld,,1,1,10,200,,Enable,Item,3,3,,0,Battle/CastleSiege/Battle_CastleSiege,2,2,1,20000,20000,0,0,,,,,,,,,,0,,,1000,1,1,0,0,0,0,0,1,PublicField,0,0
1000,0,161000001000,,0,0,Field/Protoland,,World,,11,15,10,200,,Enable,Item,2,2,,0,,4,4,0.56,72000,72000,-859,-10930,,,,,,,,,,10,,,1000,1,1,0,0,0,0,0,1,PublicField,0,0
1001,0,161000001001,,0,0,Field/Protoland2,,World,,16,20,10,200,,Enable,Item,3,3,,0,,4,4,0.56,60000,60000,0,0,,,,,,,,,,10,,,1000,1,0,0,0,0,1,0,1,PublicField,0,0
1002,0,161000001002,,0,0,Field/Protoland3,,World,,16,20,10,200,,Enable,Item,3,3,,0,,4,4,0.56,60000,60000,0,0,,,,,,,,,,10,,,1000,1,0,0,0,0,1,0,1,PublicField,0,0
1005,0,161000001005,,0,0,Field/Protoland3,,World,,16,20,10,200,,Enable,Item,3,3,1005,0,,4,4,0.56,60000,60000,0,0,,,,,,,,,,10,,,1000,1,0,0,0,0,1,0,1,PublicField,0,0
1006,0,161000001006,,0,0,Field/Protoland3,,World,,16,20,10,200,,Enable,Item,3,3,1006,0,,4,4,0.56,60000,60000,0,0,,,,,,,,,,10,,,1000,1,0,0,0,0,1,0,1,PublicField,0,0
1007,0,161000001007,,0,0,Battle/CastleSiege/CastleSiege,,SiegeWorld,,1,1,10,200,,Enable,Item,3,3,,0,Battle/CastleSiege/Battle_CastleSiege,2,2,2.5,20000,20000,0,0,,,,,,,,,,0,,,1000,1,1,0,0,0,0,0,1,PublicField,0,0
1008,0,161000001008,,0,0,Battle/Fort/Fort_G05,,SiegeWorld,,1,1,10,200,,Enable,Item,3,3,1008,0,Battle/Fort/Battle_Fort,2,2,0.56,26000,26000,2230,-860,,,,,,,,,,0,,,1000,1,1,1,1,1,0,0,1,PublicField,0,0
1009,0,161000001008,,0,0,Battle/Fort/Fort_G05,,SiegeWorld,,1,1,10,200,,Enable,Item,3,3,1008,0,Battle/Fort/Battle_Fort,2,2,0.56,26000,26000,2230,-860,,,,,,,,,,0,,,1000,1,1,1,1,1,0,0,1,PublicField,0,0
1010,0,161000001008,,0,0,Battle/Fort/Fort_G05,,SiegeWorld,,1,1,10,200,,Enable,Item,3,3,1008,0,Battle/Fort/Battle_Fort,2,2,0.56,26000,26000,2230,-860,,,,,,,,,,0,,,1000,1,1,1,1,1,0,0,1,PublicField,0,0
1011,0,161000001008,,0,0,Battle/Fort/Fort_G05,,SiegeWorld,,1,1,10,200,,Enable,Item,3,3,1008,0,Battle/Fort/Battle_Fort,2,2,0.56,26000,26000,2230,-860,,,,,,,,,,0,,,1000,1,1,1,1,1,0,0,1,PublicField,0,0
1012,0,161000001012,,0,0,Field/Protoland,,World,,1,99,10,200,,Enable,Item,2,2,1012,0,,4,4,0.56,72000,72000,-859,-10930,,,,,,,,,,0,,,1000,1,1,0,0,0,1,0,1,PublicField,0,0
1013,0,161000001013,,0,0,Field/Protoland3,,World,,16,20,10,200,,Enable,Item,3,3,1013,0,,4,4,0.56,60000,60000,0,0,,,,,,,,,,10,,,1000,1,1,0,0,0,1,0,1,PublicField,0,0
2000,0,161000002000,,13074,40986,Field/Perf/Pf_Test_00,,World,,1,13,10,200,,Protect,,20,,1,0,Field/TalkingIsland/Eastern/TalkingIsland_Eastern,4,4,0.56,60000,60000,3710,21120,224,1284,,,,,,,,10,,,1000,1,0,0,0,0,1,0,1,PublicField,0,0
2001,0,161000002001,,0,0,Field/Perf/Pf_Test_01,,World,,1,1,10,200,,Enable,Item,2,2,,0,,4,4,0.56,72000,72000,-859,-10930,,,,,,,,,,10,,,1000,1,0,0,0,0,1,0,1,PublicField,0,0
2002,0,161000002002,,0,0,Field/Perf/Pf_Test_02,,World,,1,1,10,200,,Enable,Item,2,2,,0,,4,4,0.56,72000,72000,-859,-10930,,,,,,,,,,10,,,1000,1,0,0,0,0,1,0,1,PublicField,0,0
2003,0,161000002003,,,,Field/Perf/Pf_Test_03,,World,,,,10,200,,,,,,,0,,,,,,,,,,,,,,,,,,10,,,1000,1,0,0,0,0,1,0,1,PublicField,0,0
2004,0,161000002004,,,,Field/Perf/Pf_Test_04,,World,,,,10,200,,,,,,,0,,,,,,,,,,,,,,,,,,10,,,1000,1,0,0,0,0,1,0,1,PublicField,0,0
2005,0,161000002005,,,,Field/Perf/Pf_Test_05,,World,,,,10,200,,,,,,,0,,,,,,,,,,,,,,,,,,10,,,1000,1,0,0,0,0,1,0,1,PublicField,0,0
2006,0,161000002006,,,,Field/Perf/Pf_Test_05_Lightmap,,World,,,,10,200,,,,,,,0,,,,,,,,,,,,,,,,,,10,,,1000,1,0,0,0,0,1,0,1,PublicField,0,0
2007,0,161000002007,,,,Field/Perf/Pf_Test_07,,World,,,,10,200,,,,,,,0,,,,,,,,,,,,,,,,,,10,,,1000,1,0,0,0,0,1,0,1,PublicField,0,0
2008,0,161000002008,,,,Field/Perf/Pf_Test_08,,World,,,,10,200,,,,,,,0,,,,,,,,,,,,,,,,,,10,,,1000,1,0,0,0,0,1,0,1,PublicField,0,0
60001,0,161000060001,,-10688,28,Tutorial/Tutorial,,TutorialWorld,,0,0,10,200,,Normal,,,,60001,0,,4,4,0.56,24000,24000,-1610,120,,,,,,,,,,10,,,1000,0,0,0,0,0,0,0,1,QuestInstance,0,0
70001,0,161000060001,,-10402,-510,Tutorial/Tutorial_2,,TutorialWorld,,0,0,10,200,,Normal,,,,,0,,4,4,0.56,24000,24000,-1610,120,,,,,,,,,,10,,,1000,0,0,0,0,0,0,0,1,QuestInstance,0,0
70002,0,161000070002,,0,0,Lobby/Intro,,TutorialWorld,,0,0,10,200,,Normal,,,,,0,,4,4,0.56,72000,72000,-859,-10930,,,,,,,,,,10,,,1000,0,0,0,0,0,0,0,1,QuestInstance,0,0
100200,0,161000100200,,704,-3,Dungeon/ElvenRuins/Ruin_B1,,QuestWorld,,0,0,10,200,,Protect,,,,100200,1,Dungeon/ElvenRuins/1stFloor/ElvenRuins_1stFloor,4,4,0.56,40000,40000,8910,410,,,,,,,,,,10,,,1000,0,0,0,0,0,1,0,1,QuestInstance,0,0
